"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-NX","count-N0","count-N1","count-N2","count-N3","count-NX"
"ZNF195",0.997632689166303,0.99617473310665,0.999998682008664,0.996509943416978,0.990041530134753,0.990330512020611,0.999898055673526,0.999865246738072,0.99991665049681,0.994528467790931,217.831796590909,213.244341791045,213.944011764706,230.595675,215.843842666667,8.15868556210014,12.3571586915806,7.02888712665792,25.9774310006834,10.5163558083975,154.58905,147.65685,153.847775,172.82855,155.5404,263.418975,249.1895,250.773425,297.4042,266.47625,176,67,170,8,75
"ZNF263",0.980840236782341,0.950617679324014,0.999999987711621,0.0705908066951348,0.144904236592329,0.119838942912712,0.754505251623783,0.590998052276358,0.403720808407982,0.0253159186704308,637.051006818182,652.004871641791,651.594767647059,812.8071875,606.331093333333,15.0167215776136,19.5511052474582,14.9885552776093,75.5915768053615,17.3174663496451,495.974825,561.5374,515.81835,652.80845,506.5763,722.694275,751.33515,741.8602,952.311275,697.50225,176,67,170,8,75
"ZNF200",0.997062780593602,0.0159191810214192,0.271318162898057,0.440422207119112,0.395115204023994,0.0683635689598551,0.995539272556471,0.999999960707886,0.244670248817366,0.383651143731064,276.074403977273,272.124880597015,248.989295882353,325.290975,271.848958666667,5.98475168194643,11.1161551955925,6.05659342907439,33.3054186327077,8.66809423224285,227.052775,202.8604,191.483525,271.073575,217.4191,318.98535,334.2845,285.947375,347.373075,317.31335,176,67,170,8,75
"ZNF582",0.980891014610506,0.970738495881204,0.844832956678534,0.988580624929374,0.959791187106707,0.998235625871372,0.685916222042969,0.975527218473188,0.381652754990712,0.873628058732607,9.23476988636364,10.0368970149254,8.56009588235294,7.4740125,11.0412693333333,0.81434936041887,1.33705551589225,0.641441038576125,2.42095018590971,1.25334649699572,3.0914,3.71485,3.2405,4.24075,3.14575,10.0473,11.5638,9.993775,6.98215,14.8574,176,67,170,8,75
"ZNF285",0.921820700532867,0.595152442624564,0.999035408102975,0.715178792197361,0.896494337808936,0.921587287840704,0.984164206196996,0.998799125264963,0.975458280224756,0.841902910398024,11.5004318181818,13.7349985074627,14.4321870588235,20.06865,12.875988,1.10253079354648,1.76476716702272,1.90892810946744,8.20049264450009,1.57452162856236,2.575625,3.54575,4.145275,3.2006,3.67205,15.120925,17.1548,16.72715,25.345875,18.2606,176,67,170,8,75
"ZNF275",0.984112945112757,6.23541012184647e-05,0.0342896056917953,0.654558194936885,0.801807104117232,0.999999999999817,0.0774541242452013,0.462971536270913,0.863028490832456,0.996112193885286,367.725827840909,386.479989552239,488.404185294118,488.499475,454.901504,13.4836537981812,27.5990697595767,22.6240107018204,89.8302372974529,31.6805068032869,237.85605,201.67365,263.895425,322.5676,243.9957,473.309875,518.2056,668.3145,588.0365,577.3322,176,67,170,8,75
"ZNF37A",0.634355196893013,0.958400059245774,0.908412900243698,0.800797396873461,0.983094971014252,0.895078408672166,0.327824445134511,0.996495462915504,0.668105856319321,0.995493885269797,308.758288068182,348.244668656716,323.462571176471,388.2257875,360.140649333333,10.4472228037758,46.1666520983318,12.4787795075285,39.047979079042,18.4058700170389,200.618875,173.3038,217.748175,322.5011,244.97585,376.602,410.2676,395.55115,450.143025,416.7366,176,67,170,8,75
"ZNF510",0.998984248207405,0.643675011978741,0.940165308102915,0.0191296001508664,0.0349712020762619,0.0618528087258157,0.0330804200361431,0.203009711387776,0.372680224082021,0.311479965428592,176.48415625,179.181952238806,187.15289,256.51215,205.183814666667,5.27708993838852,9.84929125483094,5.31957135564073,21.5315942707621,8.78673811975336,125.116325,124.79315,140.41985,213.021225,158.4902,210.322975,224.3212,221.57935,302.975775,233.4286,176,67,170,8,75
"ZNF506",0.999987253159456,0.942673549270299,0.989324783480347,0.999763235878602,0.999586908719291,0.994325417524763,0.484403037682981,0.625426928399093,0.181408953104546,0.993125411249362,160.418423863636,159.09216119403,151.735807647059,167.372375,184.271408,7.85317684641873,12.8891110002788,7.64296751813074,42.4541047673407,14.5541601915525,78.816825,85.8985,71.8116,124.132225,75.26985,230.043,226.0014,215.035375,162.645325,265.0863,176,67,170,8,75
"ZNF324",0.693351287594133,0.978640343193047,0.910694493393756,0.84638295925678,0.98849416709868,0.915457930121583,0.891755147868594,0.342424054319297,0.656914982564812,0.672932574438787,241.745457386364,226.839204477612,236.792044705882,212.2353,251.830338666667,5.6699076226562,8.81050247953501,6.25336793480661,24.26283771839,10.8920364619307,190.0147,170.2596,186.676325,177.838875,184.2691,280.1454,274.49555,276.727775,217.890375,290.23395,176,67,170,8,75
"ZNF671",0.711656125860982,0.662605809534779,0.999030334732725,0.760706656296904,0.965128718327318,0.935525782140792,0.069968104249011,0.827070461879108,0.528500693002787,0.999750445425132,32.8036107954545,38.3767567164179,37.2384929411765,45.9173125,43.83496,1.8879213902797,3.20941773846642,2.56816045085578,12.2223159281122,4.40867262168803,14.918625,18.3573,16.182525,17.625425,16.6461,48.227325,55.2608,48.938775,61.761825,56.26015,176,67,170,8,75
"ZNF416",0.157067613637001,0.0589966926645576,0.998959476797588,0.999996469252192,0.927603520363463,0.94880185694433,0.999949784781048,0.249857344262309,0.182312454757997,0.999971102417424,154.670747727273,134.330282089552,136.692745294118,153.252625,155.722608,5.31021630509133,5.80508158275428,4.26437970721079,24.5478261126604,7.85499343642388,107.90735,98.976,96.1235,104.82375,116.71065,187.6718,163.0216,166.33385,204.192775,170.848,176,67,170,8,75
"ZNF586",0.616765207061629,0.527592503370352,0.999113244518986,0.0175003280192172,0.104014775956473,0.0659176749225204,0.23115624024937,0.987864787036949,0.910716151324617,0.16655582524009,124.566578409091,136.289056716418,134.196885294118,189.0950125,141.078293333333,4.47597205681908,7.1730042582016,4.38504768615828,24.3813871895246,5.99721365056174,91.173225,95.59915,94.91,143.132375,108.64095,150.091775,156.18095,167.25535,216.6972,168.5749,176,67,170,8,75
"ZNF446",0.942218912369642,0.0761615176768649,0.770477292433064,0.999785248977705,0.990688365869869,0.880386445191317,0.999959012611714,0.981603975406888,0.327332597933527,0.999532949808769,179.5660125,190.001725373134,206.129351176471,173.4707625,181.099644,7.4754156288461,10.185368532242,8.20594005068531,12.5666145165891,8.34911936104786,121.6049,127.8964,137.8794,162.573375,133.4777,208.200175,235.77185,254.1278,185.955625,209.0294,176,67,170,8,75
"ZNF8",0.99999995689663,0.667997352931557,0.847191373805633,0.994486950290245,0.994771841483345,0.99999999992461,0.853306216911303,0.91742521625838,0.999999514151814,0.999999973925164,89.9184386363636,89.808476119403,95.1981652941176,95.2548375,95.0035786666667,2.68935888493385,4.34702201881504,2.76627944452994,15.6815191309017,4.68566467084881,66.1882,62.8045,68.54525,60.272275,65.59165,107.50585,107.44195,115.7758,110.254925,117.6795,176,67,170,8,75
