"gene","p-adj-[Unknown]-[Not Evaluated]","p-adj-Negative-[Not Evaluated]","p-adj-Negative-[Unknown]","p-adj-Positive-[Not Evaluated]","p-adj-Positive-[Unknown]","p-adj-Positive-Negative","mean-[Not Evaluated]","mean-[Unknown]","mean-Negative","mean-Positive","SEM-[Not Evaluated]","SEM-[Unknown]","SEM-Negative","SEM-Positive","Q1-[Not Evaluated]","Q1-[Unknown]","Q1-Negative","Q1-Positive","Q3-[Not Evaluated]","Q3-[Unknown]","Q3-Negative","Q3-Positive","count-[Not Evaluated]","count-[Unknown]","count-Negative","count-Positive"
"ZNF419",0.99970374237676,0.0234840356827124,0.707519713407518,0.15243436845019,0.791823868820946,0.997028272505576,149.257954054054,146.710075,117.086959722222,120.083607692308,7.44333451901467,29.4765675422854,7.91385056782559,11.6010491275977,101.09405,66.758,76.1563,68.83875,175.49275,184.105925,134.00605,152.85605,111,8,72,39
"ZNF175",0.948781835505742,0.512781207139444,0.694578669519367,1.67744049087704e-05,0.0270840736629248,0.0037509980649012,90.6108657657658,81.0328625,100.708340277778,133.831194871795,4.05962771367065,18.1155550319227,5.10448215412329,10.870202482407,60.50345,34.54485,73.144925,84.07525,117.20565,117.51085,124.942625,180.5193,111,8,72,39
"ZNF14",0.96487568024743,0.782746927262035,0.831856979049358,0.172841714026976,0.482071442007763,0.625267213722103,88.8927927927928,76.7117875,98.9036652777778,115.72498974359,6.7584135205117,25.654176071955,7.38575603322031,12.8179895795896,33.57815,39.712075,49.966325,45.4414,123.34075,69.61275,137.0999,176.3641,111,8,72,39
"ZNF85",0.953273137210265,0.999999941912966,0.956088390617855,0.0670291662313548,0.900175528337862,0.0986042425487376,44.8788468468468,37.6285,44.8477097222222,27.4772205128205,3.93698144955775,11.9757345014677,4.60494410905158,3.42571577834626,16.52975,6.670575,14.6302,10.718,58.67685,73.96445,64.167425,37.1283,111,8,72,39
"ZKSCAN1",0.999996940902124,7.49185741244496e-06,0.190258618679886,0.957583812437068,0.996054238284277,0.00581478814601455,531.819537837838,534.6656875,819.022529166667,567.719856410256,33.412702817205,152.583352317291,49.1886436280166,61.0395442905366,268.8855,271.51975,534.5236,200.70905,694.8941,696.2182,1051.549875,851.3565,111,8,72,39
"ZNF862",0.881115176236465,0.99985568000977,0.898444093707139,2.13520212621887e-07,0.0039094900583051,1.00362941379828e-06,188.395374774775,155.7293,187.048183333333,316.638923076923,9.9496361456201,35.4582818512222,14.3280485997247,25.5021649369234,106.5819,78.82705,112.557625,210.2278,251.0099,222.5667,250.20075,375.4608,111,8,72,39
"ZNF684",0.978211294315739,0.115969884569576,0.955274467974914,8.3047763110855e-09,0.00427845947860628,4.18221013376296e-12,39.1459864864865,36.548025,33.1423111111111,59.9893307692308,1.64708016849677,5.68179757438958,1.68920865593005,3.80426831275085,28.68975,24.6635,23.437825,44.35435,46.62425,48.717725,41.4361,72.7134,111,8,72,39
"ZNF430",0.999131080201896,0.0001080857847372,0.227159998975492,0.999902760376759,0.999684685866932,0.00453097556181836,96.409472972973,93.137075,140.455061111111,95.6090076923077,5.88307163832752,31.4998500533265,7.2893253713275,12.9875353476099,48.406,31.91005,95.636225,30.22935,128.5326,121.86455,176.688025,153.34695,111,8,72,39
"ZFP30",0.993461815758796,0.178674611436764,0.698308816602195,0.0034449177034156,0.224587351993659,0.324781850371992,99.6760405405405,91.6934625,124.990698611111,152.832074358974,5.72902402704403,22.9192203215596,12.1449178966444,15.2535747476937,53.28555,44.996825,79.90605,72.7261,136.3052,115.5177,154.143575,223.2776,111,8,72,39
"ZNF549",0.920019246918779,0.410041355265919,0.592864351866828,0.857350571681584,0.9962300308941,0.221767949114682,92.8519927927928,78.2244625,107.560716666667,83.583641025641,5.28435061688425,16.3282248881887,7.68080229467563,12.5220124312246,51.15025,56.457775,57.319225,25.4665,125.3056,104.0239,153.484025,108.9959,111,8,72,39
"ZNF211",0.883220681123067,0.364256408620227,0.999923434192111,0.538510353407478,0.999955234847284,0.999998909181935,181.284873873874,159.3927125,161.20475,160.970497435897,7.72396122852869,31.8292745823571,9.54284584515693,12.9484995817764,123.01105,103.2716,113.700225,104.1297,224.9441,197.01435,189.5861,223.6501,111,8,72,39
"ZNF205",0.71448401582415,0.000475744270452827,0.0404110753454494,0.986916385916543,0.652439519334667,0.0335420704152271,441.605996396396,537.5664875,291.460490277778,426.137423076923,26.9515831598332,170.62825649615,14.0557101507002,39.6084396021964,294.8664,251.5207,211.96255,255.5806,457.2098,601.15695,352.58465,493.49225,111,8,72,39
"ZNF45",0.992002380494684,0.12777150791123,0.646369377968347,0.000297389420244931,0.113611846541528,0.127569421690792,176.664463063063,163.3778625,219.125465277778,274.933853846154,5.9367324434016,24.7223393797343,22.9708199686328,18.9458925548805,135.7563,122.01125,158.0211,211.86445,212.89965,201.9459,233.597275,324.4593,111,8,72,39
"ZNF133",0.893789257997871,3.89603511063985e-06,0.511243171677271,0.276815157986318,0.997384172569032,0.12287321565252,486.885644144144,440.101525,347.080230555556,426.474548717949,17.4680306089361,54.425832997798,18.7498441275045,33.5847352685752,368.1159,308.058025,252.429075,299.87615,580.85375,510.612275,394.089475,499.68905,111,8,72,39
"ZNF436",0.760933178281212,0.00266545872332469,0.079511590643247,0.0484655472798885,0.13437875803381,0.993538785468672,630.149245945946,526.78435,784.717234722222,769.592869230769,24.388301967161,89.3615880743451,33.9790453861018,58.9250277241912,428.46085,358.967925,592.18055,527.01435,788.21085,689.102325,972.0565,1015.3503,111,8,72,39
"ZNF484",0.925405764308568,0.000302618381783915,0.711018361935146,0.80076551806441,0.998793418716573,0.103480806409927,70.6827324324324,78.6516625,92.5766236111111,76.6092025641026,3.06425988631992,14.6819651938543,4.19709243634161,6.43031555386151,50.3612,59.256725,68.219325,45.0263,89.58225,94.336,112.1967,108.37455,111,8,72,39
"ZNF780B",0.998639876760821,0.96476000787115,0.985755124819063,3.4489944912286e-06,0.0466366038344748,7.70240197560668e-05,138.54459009009,133.3487,145.061425,225.587023076923,6.65429621356944,30.1780486593792,11.6524116302918,19.7976699844684,93.5491,88.23465,101.178025,160.8101,170.86225,161.755625,177.2964,267.5859,111,8,72,39
"ZNF557",0.283321388550222,0.973559355888714,0.392556070363071,1.67901648240321e-06,0.000203850009199757,1.77567387282807e-06,145.052736036036,109.7278,141.547763888889,198.342556410256,4.49610993374703,13.1890408258551,5.90908283875917,12.3372724439056,112.5464,79.295275,104.53225,142.4737,164.5262,132.904325,165.8163,241.0869,111,8,72,39
"ZNF337",0.276463347541124,6.35417371847025e-05,0.999919882958909,0.613919749201172,0.105138967599272,4.73742155068235e-05,435.680351351351,311.0709875,306.797351388889,478.69718974359,17.1122161984279,42.4213779950731,16.3849813270163,45.3053475049635,310.86495,224.4314,203.76615,334.1619,518.47365,383.91785,394.39415,506.268,111,8,72,39
"ZNF317",0.499668190536961,0.0625206376539945,0.0815040721786332,7.1343963420345e-06,0.00145056449570091,0.030743234190075,672.419824324324,557.8154,756.937383333333,879.925258974359,17.4644207169371,38.3683258568649,26.870998924332,50.4912114545205,556.80555,513.951625,607.663675,728.28095,759.23785,643.10605,838.019975,997.14125,111,8,72,39
"ZNF426",0.980786771380574,0.0780231984498955,0.52880491209392,0.256608937705074,0.953812262960146,0.0025456440982623,142.555213513514,125.0292875,188.097740277778,99.7467256410256,12.0706582605828,28.4113829236027,16.9486226243874,12.4920953471934,56.95985,79.09345,108.7639,34.43835,174.07355,173.25545,249.9905,166.65985,111,8,72,39
"ZNF331",0.999181274305733,0.403462683437514,0.870999452230941,8.7228148821672e-05,0.113769036593182,0.0179198975161806,187.023336036036,179.4804,223.950005555556,315.908694871795,15.109533766161,46.2758432237521,18.3727830784274,24.5708421920962,68.55365,73.046675,111.93345,227.7441,255.7005,292.8497,290.0868,381.1391,111,8,72,39
"ZNF227",0.978415342952285,0.55660533235515,0.791714471339024,0.00050460997441526,0.102773312051875,0.0331177712916373,197.504011711712,179.304925,222.218479166667,290.124612820513,7.54865054140388,24.9742774739027,21.227561999337,17.8296290621587,143.7992,140.769125,148.396375,227.7191,249.5843,204.9205,233.664775,340.7309,111,8,72,39
"ZNF141",0.920607348668734,0.554491162765836,0.65415440257881,3.60822483003176e-14,1.39071623223019e-05,3.11527470486794e-11,35.3908792792793,30.1479125,39.8776763888889,72.5609512820513,1.77708744721206,8.25318842702273,2.25388696433403,5.60774431584823,22.54845,19.312175,27.105725,44.12225,44.05395,36.23555,52.728475,98.0684,111,8,72,39
"ZNF304",0.978451421687808,0.0736152243584784,0.513015410226701,0.822255854590487,0.999978359529497,0.0409936916975316,232.822763963964,217.2475375,272.106690277778,215.62631025641,9.10197077155044,47.9259814280683,11.311730059463,22.8844601989385,169.5355,147.2979,202.115225,86.0366,296.1027,254.861275,315.735475,308.0271,111,8,72,39
"ZNF132",0.975370326880448,0.412930353369856,0.727596504017502,2.97848756769525e-09,0.00298283222990592,1.01741331582916e-05,32.6863009009009,28.0888375,39.7078277777778,69.0658641025641,2.17521779804676,7.21008647748658,2.95650446087871,8.16123586495044,18.47025,16.112325,23.14965,28.79645,39.9368,34.11425,52.24335,89.6281,111,8,72,39
"ZNF20",0.520611233163241,0.394767121394196,0.895305994897601,0.0258836518432144,0.042738596231549,0.000883038135741643,84.870190990991,66.5012875,76.1276416666667,104.1941,3.12567352341205,5.62861642639764,4.59626504465261,7.10955257191196,61.33545,52.260525,49.865275,85.61625,100.59925,82.002,94.63725,123.11215,111,8,72,39
"ZNF670",0.424568062158572,0.996105762098334,0.496209476088588,0.976159799014807,0.360524167055605,0.944786208395992,64.4053081081081,45.0865375,63.2399152777778,67.0680512820513,3.63613279199761,8.66153107982436,3.43320849600671,5.50697868698115,42.9327,30.1182,44.75915,51.18725,71.22425,50.510975,73.552625,80.07425,111,8,72,39
"ZFP37",0.462241273755357,0.992102068549125,0.550310523110905,0.001512703865722,0.00978127419843289,0.0016327600445134,50.8116198198198,30.92195,49.2219430555556,76.4343487179487,3.7182098014506,7.73480407344897,3.41286773011757,7.36656275536768,22.21675,15.4046,29.967825,37.5185,68.97115,33.1556,64.726875,111.3346,111,8,72,39
"ZNF189",0.827663919408668,0.639177156668774,0.551127155618441,0.000744192741624072,0.0398173352029548,0.0327198925755241,304.328034234234,260.7821,329.187354166667,405.12588974359,12.3638770091504,53.2148954427638,14.5669043068943,29.1560702896297,225.55015,180.655825,250.039975,283.7949,357.56775,275.401475,379.728325,476.9001,111,8,72,39
"ZNF434",0.48627545408538,0.988469177167052,0.422210038241183,0.967223780741224,0.401493103890608,0.997649529916301,306.57735045045,259.1335125,311.009969444444,314.408251282051,8.90082926991018,33.0526466878407,10.1892989504788,14.5854092240219,253.10115,228.259525,249.621375,270.3736,353.891,282.954525,342.677925,360.16655,111,8,72,39
"ZNF287",0.402576104271096,0.971909283608597,0.528001777865857,0.994598165831266,0.529625107989248,0.999636904788654,71.8432936936937,40.4312625,68.2055347222222,69.3019948717949,5.48495887994986,11.9876708292749,5.83570073586879,9.46148034793561,26.52615,8.891975,26.9874,34.4544,104.5695,71.457475,88.969125,86.80175,111,8,72,39
"ZIM3",0.896099323825987,0.996905827295515,0.930015056133478,0.996959763080786,0.942548186794642,0.999984661066253,0.332381081081081,0.07525,0.301223611111111,0.294279487179487,0.0960027147830851,0.07525,0.113041004468677,0.179779646168612,0,0,0,0,0,0,0,0,111,8,72,39
"ZFP14",0.686402404160155,0.62328510023173,0.394385122506947,2.96809243849339e-11,5.32635003080983e-05,7.34547621616954e-08,66.6430747747748,42.485975,77.5401402777778,147.709535897436,4.50909567145653,9.42633925194547,6.93666204497465,14.3643667046529,32.367,24.74685,39.160275,78.64015,87.29395,57.724925,101.41,202.7137,111,8,72,39
"ZNF473",0.817421262422747,0.993588854611079,0.87518743767448,3.67483821150927e-14,2.70581951244964e-06,3.84137166520304e-14,252.034256756757,218.20035,247.828534722222,431.041312820513,9.21977957076593,30.847089428502,12.3981915450744,20.7851519961226,188.722,145.6709,168.551475,360.6734,291.28085,253.710225,290.304775,490.1976,111,8,72,39
"ZNF614",0.999378850492032,0.0407378979964141,0.627155601018269,0.976005324358392,0.989458952883204,0.357578419205014,136.469040540541,131.66075,180.583451388889,144.89891025641,8.43801303095253,46.202418255128,15.1277411403008,19.1508663778493,68.932,30.353825,104.73555,58.75595,186.4506,200.326375,231.611075,208.3035,111,8,72,39
"POGK",0.65016417734755,0.331166319579744,0.262103534001793,0.51157363869672,0.294990042377819,0.999999819137201,1223.88157657658,1035.5815625,1336.91216388889,1337.61039230769,40.8102061132423,97.5600546781734,55.8558717876384,70.260771199826,941.96055,897.566175,1027.690025,1105.1496,1440.3598,1232.36265,1568.171475,1522.42015,111,8,72,39
"ZNF514",0.719259761115452,0.817016740233003,0.905742648651831,0.94123402111488,0.586421859368236,0.627649772751852,145.432109009009,114.1488625,134.652716666667,154.038002564103,8.16628816785678,28.6147889090835,8.90714838460238,12.3757331829368,90.2837,64.61,72.347775,103.6584,178.64725,142.13695,166.86985,181.039,111,8,72,39
"ZNF300",0.999988140907512,0.0260885937867877,0.679606456425808,8.24605437921289e-06,0.0782982322389016,5.68067481943046e-10,109.648103603604,108.5572125,69.8609013888889,195.484448717949,8.98349118233418,25.8264428691204,6.54411752696655,21.9212134296116,41.9709,68.107275,31.447625,65.52495,148.27195,147.950125,106.440925,313.5478,111,8,72,39
"RBAK",0.717335006193674,0.0383138487115419,0.147427189424169,0.968586151551742,0.619200096077577,0.369179427514318,486.006036036036,413.0006125,562.940173611111,502.022982051282,16.1714591809319,94.1586901326642,24.7285796634098,29.2059213493279,359.3258,209.00825,398.134425,340.96945,582.4745,530.577275,683.740925,638.87075,111,8,72,39
"ZNF92",0.908063556069618,0.999991691532195,0.916432513616782,0.101947685187801,0.308607211225944,0.134393862710911,153.162727927928,132.2733375,152.796252777778,189.529061538462,8.58435566363606,32.0938879807964,8.66148957633763,14.1105924683493,98.13295,80.848575,97.087975,131.6331,184.4773,141.8037,187.8474,230.47265,111,8,72,39
"ZNF157",0.86033646638661,0.999693818710095,0.883120946210229,3.10151904159284e-12,8.9841905088095e-05,3.88594711964174e-11,1.3485981981982,0.2244375,1.29260694444444,6.91917435897436,0.241704988144622,0.15792365010787,0.249085050400552,1.27509970040566,0,0,0,1.1049,1.41205,0.14785,1.780225,10.9778,111,8,72,39
"ZNF182",0.64657379205678,0.519403066540333,0.934223398991901,4.81023720855234e-09,0.000241367882023114,1.27970967156443e-10,110.260258558559,88.5964625,99.7709222222222,170.699774358974,4.1957410087317,13.9299330125291,5.42425423535026,11.6819325050114,81.2768,64.599175,70.44985,123.67715,132.57305,99.148375,117.566325,193.2089,111,8,72,39
"ZNF673",0.748692963639969,0.00457039186473318,0.979480951661971,0.0418897519890462,0.121413701479873,5.03005931351552e-06,166.064640540541,141.451425,131.637455555556,199.252661538462,6.65079613048247,12.735411225549,6.86056356718779,12.4281272922517,118.9756,119.688325,90.973375,150.0742,183.18945,158.911325,150.95385,235.53375,111,8,72,39
"ZNF41",0.999918297261357,0.00271852741369438,0.440828827501688,9.22928400370893e-13,0.0009451173878543,3.02209731953829e-05,132.117144144144,130.2964875,175.787672222222,251.519771794872,5.55584271339813,28.4126474717399,7.80739197783763,22.7699360738625,92.23335,89.33725,124.98025,131.2405,165.78985,182.959825,222.083425,326.20145,111,8,72,39
"ZNF7",0.105963624662199,0.000418417402688553,0.932861314573027,0.0191400997916837,0.879977397307764,0.987652700281101,542.494694594595,408.9483375,444.566893055556,455.045271794872,16.3156273248675,53.9664676175994,17.9970009628383,22.0549680581356,419.0047,316.1733,338.532375,371.8145,621.72125,469.372575,512.251,508.69755,111,8,72,39
"ZNF214",0.654519382788536,0.930908002685205,0.809259118501547,9.64783808399261e-14,4.89952818050199e-06,1.2712053631958e-13,11.888372972973,3.8923125,10.1646638888889,41.0476256410256,1.27141776850826,1.27250211288591,1.11647152236656,6.05533767452706,1.69475,1.477475,3.449525,16.87685,17.827,7.10865,13.860675,53.5886,111,8,72,39
"ZNF215",0.549120947935883,0.878709696285536,0.751130134270271,0.513196318198921,0.936181947413866,0.887036065505119,40.7572432432432,22.1478375,36.4260430555556,30.8883076923077,4.18057801812354,12.1394852228899,3.94975972899556,4.65918885377127,5.57015,2.9942,9.4662,7.83955,64.061,18.219175,54.188025,42.51065,111,8,72,39
"ZNF547",0.650691232530073,0.249019155916481,0.980126207798018,0.125602750700684,0.139648373796177,0.00338596050287177,40.5180252252252,31.484325,34.5514277777778,49.2169564102564,1.77460806521499,5.70272277750318,2.57616619878922,4.3095680500361,25.82675,21.118675,21.9681,30.9522,53.1721,33.850175,40.844425,68.25135,111,8,72,39
"ZNF773",0.715941753843408,0.538947725831971,0.960240813860216,0.000142415384136951,0.708060327076703,0.0150341345178352,95.3028162162162,78.2758875,86.3857611111111,59.9995692307692,4.18241414333784,15.4231477279449,4.94961982009135,7.59224167929543,68.40225,54.063125,64.5871,20.0109,123.5135,93.4927,105.62155,84.0382,111,8,72,39
"ZNF776",0.994265945364396,0.063329529536673,0.587900681246987,0.760910380926607,0.893364993403028,0.760118527039641,222.153768468468,212.302575,262.226938888889,241.516382051282,9.06421904094307,43.4172888820503,10.6793840202833,23.9997645382787,162.8087,143.119475,202.790825,133.70395,284.84935,273.134525,313.488075,363.89555,111,8,72,39
"ZNF256",0.979589095193991,0.505691230561497,0.777955208192519,0.686327714785284,0.998508597837547,0.157942947239305,84.5967990990991,93.20925,71.9397902777778,96.9661076923077,5.44154598650367,20.6774060164539,6.6647912257467,11.7184989106347,38.588,67.76185,36.44785,30.3797,113.942,120.302025,93.294275,154.6896,111,8,72,39
"ZNF599",0.812806916265682,0.99829819300933,0.784755970210477,2.3416460077641e-06,0.00536320301574345,2.00118012479988e-05,57.7801621621622,47.5293125,58.5865972222222,88.5714641025641,2.94140417216777,9.60417967909652,3.37412194051488,6.22369697597212,35.81185,34.65765,41.1352,65.6606,73.15815,51.777325,71.300975,103.99635,111,8,72,39
"ZNF18",0.795127175892742,0.0575540851916718,0.999272170291198,0.792547369088209,0.55829031943939,0.0288360710703118,230.543316216216,200.1652875,195.899420833333,246.071002564103,8.44538349291089,35.9635479884813,10.9445385920469,13.9908395769955,169.5891,133.695,145.106225,185.7999,274.7531,250.918375,219.1375,304.43205,111,8,72,39
"ZKSCAN2",0.999487214631046,0.425743450276692,0.95723764713169,0.083084219539027,0.727842419796415,0.706204312372515,116.331864864865,119.528925,134.191411111111,150.732992307692,9.40407570208436,19.4865708165058,5.26035245631747,8.83306702377854,75.359,75.946325,102.8769,117.38495,133.6356,155.2899,166.44695,184.75035,111,8,72,39
"ZNF689",0.970458494117792,2.09841818876733e-06,0.0525851551675685,3.50473964703113e-05,0.0431164648346353,0.985496990651121,92.8876153153153,83.6271125,138.002777777778,141.932361538462,4.27180430987934,22.2715377472767,6.72015915067405,12.9280958038602,62.6485,33.398,90.568575,80.2381,124.889,121.843875,174.615,187.5241,111,8,72,39
"ZNF19",0.875637711823954,0.655349469625772,0.993127163021457,0.695683702108369,0.606841347400905,0.230685171233783,29.5427054054054,26.20825,27.42505,32.0007794871795,1.05548244558277,4.60139709242126,1.51842773148651,2.10427166266925,21.941,12.929625,18.58865,22.36065,37.0292,36.606025,34.0809,41.8422,111,8,72,39
"ZNF230",0.996238414633832,0.987158890432451,0.985065019330337,8.65266521232755e-06,0.0509545282159262,0.000106666635960151,70.6925972972973,66.527275,73.3057583333333,118.363658974359,2.74920208966867,10.9954750077629,8.66155008340848,9.0954100372921,50.884,45.496775,48.033875,83.3151,90.00435,73.766825,80.206575,136.4816,111,8,72,39
"ZNF222",0.993646895531346,0.981954284544057,0.976652992268656,0.429964518506178,0.764163578360777,0.669383749964021,45.5270441441441,42.15025,47.5217583333333,55.4380974358974,1.95779334774373,9.45146370501114,6.27804439295556,4.16486198623586,29.30945,22.730825,28.83995,36.34105,59.40335,64.555425,53.00205,75.96135,111,8,72,39
