"gene","p-adj-1-[Unknown]","p-adj-2-[Unknown]","p-adj-2-1","p-adj-3-[Unknown]","p-adj-3-1","p-adj-3-2","p-adj-4-[Unknown]","p-adj-4-1","p-adj-4-2","p-adj-4-3","p-adj-5-[Unknown]","p-adj-5-1","p-adj-5-2","p-adj-5-3","p-adj-5-4","mean-[Unknown]","mean-1","mean-2","mean-3","mean-4","mean-5","SEM-[Unknown]","SEM-1","SEM-2","SEM-3","SEM-4","SEM-5","Q1-[Unknown]","Q1-1","Q1-2","Q1-3","Q1-4","Q1-5","Q3-[Unknown]","Q3-1","Q3-2","Q3-3","Q3-4","Q3-5","count-[Unknown]","count-1","count-2","count-3","count-4","count-5"
"ZNF671",0.999423706949091,0.999285578867354,0.999999375476508,0.99772437475831,0.994357395362054,0.995820241837952,0.999997737870456,0.788623204340149,0.650173531063058,0.540217617496419,0.999834322701124,0.981477267873321,0.979493960802095,0.965162028469642,0.996927573980516,31.19555,38.7704213675214,39.0896649717514,41.3106513513514,33.6651392857143,22.9591,31.19555,2.97861997826439,2.60949557736125,3.52003125042202,2.2740077024336,13.1364,15.597775,16.5631,15.7839,17.7973,15.971,16.3909,46.793325,51.944,53.1661,53.329275,46.89435,29.5273,2,117,177,74,140,2
"ZNF416",0.99378184609655,0.969985128630859,0.745607966090366,0.993605337614687,0.999999997075156,0.861299652957588,0.962664396411787,0.637885614753857,0.999825026663755,0.77787744156358,0.797795612552787,0.819034873228412,0.914556177868149,0.825094922505277,0.928282468465267,176.95235,152.454821367521,142.34336779661,152.187216216216,140.490289285714,97.82175,33.34525,6.00333840192947,4.5247355150719,6.71305742242445,5.40163300544812,44.30085,160.279725,110.9147,101.4815,111.659425,95.29965,75.671325,193.624975,172.1371,163.8418,181.535525,170.509525,119.972175,2,117,177,74,140,2
"ZNF586",0.930570381505188,0.733436745735498,0.110930903457199,0.888101135071325,0.989442099319586,0.644218196663789,0.844586879448112,0.800682029526164,0.794648189309724,0.997263053452113,0.999999484605939,0.959052655237806,0.798948797199371,0.927616211865307,0.893564944872191,83.8461,123.157697435897,140.650915819209,128.464227027027,132.311873571429,88.5503,51.6932,4.32728253421835,4.40823942488169,6.06243120247816,5.57502563481731,46.4967,57.9995,94.0753,100.3606,92.034625,90.320975,65.30195,109.6927,146.3912,170.8579,153.2811,160.3921,111.79865,2,117,177,74,140,2
"ZNF446",0.835261906605552,0.711556010186551,0.782193620158048,0.859546561001904,0.999923610662136,0.749095324044745,0.898492501706416,0.958197094416993,0.190140545649595,0.995852118747906,0.942787508648105,0.99999956806154,0.999992631668065,0.999995748602377,0.999915063615776,279.15945,195.03097008547,179.784070621469,198.284712162162,205.447919285714,189.509,51.39495,8.22702259976099,5.86214098958119,13.0470904897582,9.88485740886644,155.8754,253.461975,132,124.4703,134.0486,129.570975,111.5713,304.856925,232.0621,218.0023,230.681675,242.86055,267.4467,2,117,177,74,140,2
"ZNF8",0.995688128699779,0.956823516371115,0.324805791417287,0.990907506448428,0.99788159141742,0.797713821476788,0.96785388924505,0.587528960582299,0.999296949156231,0.932160217174092,0.999661761453278,0.999999230120322,0.998136705648802,0.999974032672283,0.999054672609428,73.8348,87.0603068376068,95.8270327683616,89.4320472972973,94.3899157142857,84.77225,31.8535,2.744260931529,3.07156460262465,3.53760476088082,3.17213353062661,21.58645,57.90805,64.8495,66.4262,66.6711,68.14585,73.979025,89.76155,104.3846,119.8492,112.887925,115.028475,95.565475,2,117,177,74,140,2
"ZNF264",0.620023766206901,0.534438738163525,0.976567394712909,0.600343721999712,0.999973643869364,0.997790538527509,0.682324604610408,0.993553318105603,0.727009975550982,0.984830278769988,0.996329382851795,0.211460077739549,0.160392629683053,0.200354033166209,0.254857135884198,377.27785,645.656756410256,666.873231638418,652.081989189189,628.867630714286,258.39415,216.51315,21.3423860844718,18.9371439076681,24.0021691671247,20.9859015486163,86.62925,269.021275,487.6264,512.5046,532.315275,442.82195,215.079525,485.534425,778.5815,799.0754,762.33135,777.183325,301.708775,2,117,177,74,140,2
"ZNF213",0.062241380050128,0.164137544998658,0.151192067241371,0.0686024015420054,0.999997616818819,0.364785934775718,0.197365525179328,0.0632545861192821,0.995250635132199,0.194607792933094,0.989360695591005,0.398552103647123,0.659525626370645,0.41856969179445,0.713443563812987,182.6256,527.372371794872,477.237253107345,524.500537837838,466.949274285714,290.848,144.3897,18.1469286802212,12.4501311632074,21.7392347072073,13.1935454937015,86.0993,110.43075,398.2199,360.7735,400.860125,357.717675,247.79835,254.82045,618.5625,566.3769,588.509925,541.61,333.89765,2,117,177,74,140,2
"ZNF343",0.996755534168043,0.999911366708225,0.655206865657083,0.992063843925488,0.99613732321812,0.440518380064348,0.99999274807886,0.368721352884243,0.992784513496394,0.228883382973477,0.962398241865962,0.984362567223625,0.937792182561627,0.99288282491169,0.910258352068359,280.72115,244.588893162393,263.531411864407,236.780902702703,270.325695,193.86115,22.62865,6.81195376695436,8.72596341079321,13.1072524456732,9.19668426621616,12.75455,269.406825,193.007,194.0204,174.6662,199.62175,187.483875,292.035475,282.9508,301.9432,261.0281,308.513225,200.238425,2,117,177,74,140,2
"ZNF302",0.999741727374252,0.999771405155091,0.999999968366772,0.99999990090033,0.560746891094189,0.507221863430217,0.999990365571115,0.968859653778947,0.962340553381025,0.910281435493841,0.954225129319435,0.6635447894515,0.665827809554341,0.859770393868869,0.748452322337801,211.443,237.425781196581,236.715619774011,206.075321621622,224.793979285714,101.07015,164.5171,15.134593521902,8.89533574479137,12.9364605408154,9.26655009914369,43.81515,129.18445,140.4432,155.1724,120.56045,151.995275,79.162575,293.70155,289.2514,295.3886,273.2973,268.4602,122.977725,2,117,177,74,140,2
"ZNF268",0.837930254120781,0.886902483508852,0.9833544655492,0.8616261201051,0.99993001742088,0.999250249702399,0.895102360135245,0.973166494822327,0.999995952916135,0.997910192830889,0.999991263323582,0.726995636354217,0.791059147271785,0.757993665197451,0.802630761422628,150.77785,274.135094017094,262.312211299435,269.4263,260.291928571429,129.93085,1.79225,15.6727540354034,9.95957336784079,15.9726909077287,11.8824047652097,49.02705,149.881725,161.3546,159.4539,162.860025,161.74085,105.417325,151.673975,388.4688,343.3751,358.338925,335.5195,154.444375,2,117,177,74,140,2
"ZNF184",0.999999650215065,0.999716952183803,0.792451082335076,0.999999900972145,0.987288099620113,0.465521975202061,0.999987161744051,0.997532486271698,0.957691730952952,0.894655541022784,0.923519983727819,0.694332154576892,0.550516537629741,0.778477604687245,0.641627241391852,190.61115,195.329051282051,208.723229943503,186.928675675676,200.316124285714,104.7831,147.16125,8.70891563184315,7.12689071840776,8.89145286642849,6.32260339747996,43.1718,117.030525,140,148.2438,133.844225,150.54165,83.1972,264.191775,220.4251,247.2663,218.91475,230.60145,126.369,2,117,177,74,140,2
"ZNF500",0.821994791133936,0.750030879136155,0.973422366035865,0.836162878698582,0.999997789884552,0.971680963863507,0.697024028633947,0.820167712439998,0.993368243525686,0.842391971014982,0.999999534580084,0.874032756401707,0.812429367330675,0.885522450647295,0.764717686257446,137.65465,194.784742735043,200.709912429379,193.72507972973,204.849020714286,142.8759,78.56275,5.63428616027936,5.10622006164143,7.03185093297517,5.65276900864643,31.4776,98.373275,152.4217,154.321,149.7767,158.591225,127.1371,176.936025,230.0796,246.9952,224.959925,243.972525,158.6147,2,117,177,74,140,2
"ZNF419",8.54686599272014e-09,3.76521887002212e-08,0.583479768922087,6.25299168000026e-09,0.998610715498612,0.446777053935886,8.40477931696171e-09,0.999999994015119,0.55043419909929,0.997749220745447,2.828849110037e-05,0.998101106527307,0.981368449814949,0.999350547601114,0.997960122949252,404.7333,118.242591452991,130.528637853107,114.429045945946,118.509476428571,98.7028,260.0505,4.88129149503352,5.30134538072373,5.41442576728757,5.30508985902438,28.3788,274.70805,76.8095,83.0678,80.14755,76.332025,84.5134,534.75855,151.256,163.2168,141.7095,151.690775,112.8922,2,117,177,74,140,2
"ZNF175",0.884836020279261,0.910577112447011,0.998066572460268,0.937118934456624,0.978858033035544,0.998595885318791,0.960607148545964,0.691698581993633,0.856580549014859,0.995346920153709,0.999999958878517,0.855365911186298,0.884861394110654,0.916378689866268,0.944998028251595,67.3562,107.217044444444,104.574566666667,101.702183783784,97.8673507142857,64.82975,63.8802,5.66155579368837,3.52706586591631,5.58858463924819,4.09284968895684,33.09055,35.4161,68.287,73.4525,67.923325,59.531575,48.284475,99.2963,143.0357,131.7891,133.384125,123.61595,81.375025,2,117,177,74,140,2
"ZNF14",0.999999612706041,0.986837431004482,0.00851769680163039,0.999999988313295,0.999969207645429,0.0211689901958604,0.999909760811882,0.952590675470075,0.0884731775405203,0.932008475648836,0.996975633043692,0.991713199887866,0.999999999827362,0.989142191987215,0.997986653782389,74.7206,78.3560230769231,105.31869039548,76.5335108108108,85.5781557142857,106.0929,72.1136,6.06629827964826,5.86682463656862,5.78825814159218,4.7184621190023,55.0613,38.6638,28.0687,42.9995,33.2313,34.076125,78.56225,110.7774,106.398,143.1682,108.833575,125.497325,133.62355,2,117,177,74,140,2
