"gene","p-adj-T1-T0","p-adj-T2-T0","p-adj-T2-T1","p-adj-T3-T0","p-adj-T3-T1","p-adj-T3-T2","p-adj-T4-T0","p-adj-T4-T1","p-adj-T4-T2","p-adj-T4-T3","p-adj-TX-T0","p-adj-TX-T1","p-adj-TX-T2","p-adj-TX-T3","p-adj-TX-T4","mean-T0","mean-T1","mean-T2","mean-T3","mean-T4","mean-TX","SEM-T0","SEM-T1","SEM-T2","SEM-T3","SEM-T4","SEM-TX","Q1-T0","Q1-T1","Q1-T2","Q1-T3","Q1-T4","Q1-TX","Q3-T0","Q3-T1","Q3-T2","Q3-T3","Q3-T4","Q3-TX","count-T0","count-T1","count-T2","count-T3","count-T4","count-TX"
"ZNF671",0.999994799478757,0.999999700792232,0.999363530827692,0.999958619187435,0.418766492809601,0.310680047486898,0.999984155908429,0.461592978700787,0.304004028238594,0.999766574841144,0.996886842100135,0.573725068326785,0.211861545684225,0.0044964563244495,0.00381260484571855,37.7358,41.7163895833333,39.9667220588235,31.7257838383838,32.7934177142857,52.4128461538462,NA,3.97327060270229,2.85504601224892,2.60918050408944,1.9561410374839,7.5125529255427,37.7358,20.273925,17.355975,12.07835,15.58525,17.1062,37.7358,61.984025,54.53445,43.69265,46.8055,70.5966,1,48,136,99,175,39
"ZNF416",0.45552579604917,0.274921245114489,0.4792000349724,0.19599389633173,0.0764284401490747,0.765047898660014,0.214804718861062,0.0964395936551223,0.878612903908098,0.998722459937413,0.420707547828879,0.999777850964809,0.775811183862209,0.240346565919233,0.307554857173386,280.1332,166.07463125,147.502984558824,136.541813131313,139.644914857143,162.359169230769,NA,7.62009141285098,5.34155675286332,6.57230832177134,4.52474359302187,11.6539176975437,280.1332,129.02185,111.560475,89.0503,100.2404,125.34635,280.1332,199.277675,176.1091,163.79325,166.3169,173.4156,1,48,136,99,175,39
"ZNF586",0.516257286655864,0.348438017669755,0.644824256157263,0.371029593771219,0.808662843944342,0.999796379986107,0.478447106229978,0.999789106418997,0.430658572257853,0.72651336397229,0.559633652012247,0.999734897515418,0.495542919014001,0.666741914577454,0.990820797580813,241.8424,140.363491666667,125.398868382353,127.496324242424,137.758183428571,143.974925641026,NA,8.24752071875983,4.6288730104901,5.77429414016939,4.63896568239263,9.84264562098558,241.8424,106.44885,91.25005,93.92875,96.6274,102.9094,241.8424,166.372725,153.9051,146.40805,171.1792,175.15775,1,48,136,99,175,39
"ZNF446",0.979914701819369,0.966926837316019,0.996578004647463,0.986037667127466,0.999395014307583,0.891787295544522,0.987737575472355,0.996476649224147,0.716875276202086,0.999985384771666,0.975845899456658,0.999988964470327,0.999800078724066,0.996538276920335,0.98825819925459,122.0644,191.773291666667,199.662966911765,186.007352525253,184.069050285714,194.913466666667,NA,12.6323647277131,8.62902735399649,12.3134298867279,6.14352713439344,12.0216025637708,122.0644,130.0444,133.61265,119.00035,125.48505,138.40985,122.0644,219.411,243.009025,194.45845,218.6264,235.04245,1,48,136,99,175,39
"ZNF8",0.999907645591618,0.999999908583437,0.900122720592926,1,0.763844914433199,0.997797021483285,0.999993181856662,0.991386363189621,0.98228614133077,0.881052956803009,0.999068573534155,0.986124728522888,0.496188329796984,0.345530385554274,0.756551512867206,88.444,97.07009375,90.5799044117647,88.4184222222222,93.5082125714286,102.300864102564,NA,7.05713017107659,2.94365654068069,3.27454647542821,2.58896986552378,7.60500692006372,88.444,61.16265,64.78245,65.2141,69.1854,66.5315,88.444,112.313575,107.350325,107.55225,117.1201,129.76495,1,48,136,99,175,39
"ZNF264",0.999968485044877,0.999044281963819,0.876477976922236,0.989137775262762,0.12615294308417,0.394184690702323,0.993498884982961,0.202180198383786,0.583066257404446,0.994698626538493,0.999999409625085,0.996813420869135,0.600158190108402,0.0482663033826023,0.0795056390778931,758.7125,713.789329166667,669.375199264706,609.177197979798,625.203834857143,738.451651282051,NA,31.3301426444227,21.2256139907846,22.7292648865977,17.4534408481022,45.6148674124579,758.7125,555.41625,497.681225,471.2647,466.4496,539.5516,758.7125,828.898875,788.4341,752.9532,767.9666,888.20175,1,48,136,99,175,39
"ZNF213",0.879307848930529,0.885167614322876,0.999994650828066,0.932455063317482,0.945057884062189,0.904493198906785,0.91308212413548,0.990460174485726,0.984701088566378,0.996874563180761,0.857072530189261,0.999853022971264,0.998257796431837,0.867383682286209,0.953508141735638,311.2098,505.444127083333,501.623498529412,477.736209090909,488.213004,515.012687179487,NA,21.5975110106648,16.8452151482636,18.294553546166,12.2886578356071,23.0376539000457,311.2098,392.25275,353.878575,373.15235,379.78285,445.83325,311.2098,559.18135,606.449625,549.6972,576.28035,568.23975,1,48,136,99,175,39
"ZNF343",0.98868432386115,0.993797934981607,0.996654055902033,0.972774674934207,0.973524722734132,0.577113380998109,0.95609592764884,0.745423140573172,0.0842227591767393,0.981048706602944,0.986240394602142,0.999993217628697,0.990172013704869,0.993828698667053,0.884133272541425,182.9079,248.993733333333,240.539034558824,262.903821212121,272.124845142857,252.059735897436,NA,14.7478791901126,6.49124148713471,10.1752891384883,9.47894415511075,13.8306995540444,182.9079,176.00155,193.2152,195.19295,190.96295,189.76145,182.9079,287.6246,271.35075,302.35475,312.58855,290.1731,1,48,136,99,175,39
"ZNF302",0.997526487609717,0.991082541497377,0.960388376280004,0.921924060309511,0.0313737273743596,0.0377198817897114,0.950491488155904,0.0971499815376186,0.129713195523994,0.958112585996868,0.999046656786933,0.99896824145297,0.824471541513155,0.0157418737782413,0.0497697667090378,313.8735,260.014,243.571213970588,197.836739393939,210.316687428571,269.594648717949,NA,19.7824303583557,11.4414088867339,10.5205446664097,7.92256077579134,17.558507805018,313.8735,158.9661,147.621225,124.5285,138.6204,185.52425,313.8735,333.931375,292.68675,234.09295,274.2828,351.72535,1,48,136,99,175,39
"ZNF268",0.992766424947023,0.994655607566873,0.999895769413375,0.98732222179871,0.998553289433105,0.958864107671805,0.99484032103467,0.99979645851841,0.999999987234061,0.940492443711506,0.999999995212479,0.116784861713118,0.0614598092062204,0.0147037348487504,0.0541366958136348,341.3984,258.662704166667,264.376588970588,248.40841010101,265.014758857143,336.751858974359,NA,18.6504304721207,12.6032787718111,12.1948326404583,10.7639768620083,30.6775631744084,341.3984,180.5378,157.04715,164.70175,158.014,186.0346,341.3984,348.640925,350.226475,312.35535,361.2278,438.62395,1,48,136,99,175,39
"ZNF184",0.997777210295201,0.999650948280515,0.954820646544022,0.99999759503204,0.388622308080484,0.687711563987134,0.999999737925308,0.186230994333056,0.318922506483648,0.999549108601544,0.978384987975338,0.766455534081759,0.165013242354818,0.0127633686732751,0.00258991320683533,179.8002,218.14945625,205.798736029412,189.334596969697,185.901963428571,242.621133333333,NA,12.4182388192073,8.54331754011414,6.43941482721803,6.01811941442256,15.8891601498502,179.8002,173.565125,140.680675,150.5414,139.9319,187.23845,179.8002,235.538375,240.803175,218.17085,212.73305,267.40845,1,48,136,99,175,39
"ZNF500",0.945403576304357,0.94173819875224,0.999999956882407,0.951864877170104,0.999972782529226,0.999647681664367,0.891986980565341,0.918544386197652,0.757214258592686,0.634188721912499,0.744895577830715,0.23957792832875,0.108004618698057,0.081646799849324,0.492671930338835,134.0733,192.966566666667,193.505535294118,190.909325252525,203.449477714286,223.544776923077,NA,7.86082553747923,5.80687808775016,6.41975325769161,4.83744615217651,10.8469742915605,134.0733,151.928575,149.260725,148.7208,161.3402,179.1991,134.0733,223.301475,227.146275,226.7539,242.2248,255.9739,1,48,136,99,175,39
"ZNF419",0.450267307888374,0.37049649086681,0.982247074405084,0.31033340468431,0.793766608566041,0.963097277111847,0.470511131566794,0.999778838499515,0.715657497361694,0.261112555626089,0.496057792155267,0.99961195745371,0.913513593929881,0.632584486233892,0.999995996232624,248.1687,126.9803875,119.291711764706,112.141218181818,129.947992571429,131.383838461538,NA,7.35721208218798,4.74343375122419,6.62705676661201,5.79175008321665,9.77078017744746,248.1687,87.014975,75.906175,69.58365,82.5373,90.98975,248.1687,162.11895,148.080725,133.8476,163.13525,166.9988,1,48,136,99,175,39
"ZNF175",0.99773582103078,0.999999661395102,0.219957715846854,0.999991296589025,0.0096230949729319,0.553283925676091,0.999999543959794,0.0147317800980696,0.750431310549908,0.995549574617966,0.946435018363844,0.273368112390207,7.79213105425169e-05,5.70375890962538e-07,5.35688761127417e-07,99.0011,120.71878125,102.627447794118,92.0380777777778,95.1550685714286,142.779179487179,NA,7.7835887286086,4.37211356517815,3.83575427420328,3.48077371134183,9.57779676880246,99.0011,86.44055,68.450575,60.55855,59.7256,88.012,99.0011,141.486175,132.0488,121.89545,125.23535,191.02555,1,48,136,99,175,39
"ZNF14",0.549411193540523,0.482923645892432,0.994747422319942,0.453820832554965,0.97074709903605,0.999208305952767,0.461762372378011,0.976519666909042,0.999794912121371,0.99999483314724,0.856908479498124,0.153869705638796,0.0109161686490294,0.00725743057923811,0.00437042668699161,203.7736,92.87306875,86.9905727941176,83.8743676767677,84.9451268571429,126.965346153846,NA,9.99802781541277,5.97625784259635,5.80050640128336,4.79235182906969,11.8225861600323,203.7736,36.7929,37.193625,32.5624,38.82465,68.7173,203.7736,119.187775,121.662425,119.39865,125.81585,154.23665,1,48,136,99,175,39
"ZNF85",0.99974943275497,0.999976829272721,0.985998784633826,0.9999999987591,0.668689662757168,0.860927931006802,0.999997086497156,0.900412692418368,0.995116296572821,0.978499497958048,0.999928994523834,0.999682695770894,0.999847548656777,0.900901649215622,0.990776786593397,36.8479,48.8692354166667,44.2242588235294,37.8776232323232,41.7067662857143,46.1777743589744,NA,6.97584572993356,3.48061487949925,3.48201976769485,3.16564661522649,8.48026716990082,36.8479,16.320775,15.732725,12.07345,12.78395,15.88655,36.8479,62.185425,66.73485,50.9131,54.46935,55.69835,1,48,136,99,175,39
"ZKSCAN1",0.960641164826063,0.99362757402187,0.530922830121938,0.987847025008531,0.863633296917361,0.987656358652593,0.979782506690942,0.972603252203399,0.724541708071461,0.990954749835365,0.882317863315222,0.81870832109831,0.0297461409460423,0.134399304666604,0.233619312943631,415.9822,766.856504166667,648.1755625,683.455739393939,714.834077714286,877.557664102564,NA,55.19163847543,29.043056420611,39.9401099760398,34.5675617230014,84.6861597745773,415.9822,527.958825,417.360725,413.1004,363.4845,472.84715,415.9822,938.221325,865.22315,828.3694,912.91945,1195.23025,1,48,136,99,175,39
"ZNF862",0.992664371358604,0.991614963622928,0.999999601285472,0.999810172327745,0.490741530624292,0.142735749435887,0.99905290823728,0.805206055812805,0.394864057308446,0.961889673646049,0.940733340706316,0.571458394036737,0.418131051416764,0.00642793631244554,0.0206622027558595,129.1898,210.996814583333,212.836703676471,167.271009090909,181.988433142857,260.891120512821,NA,17.442224775002,13.8002852261295,11.5150908682839,10.2325344031732,27.5518939939038,129.1898,139.139425,114.151925,91.497,88.0488,116.85145,129.1898,266.33485,258.975575,204.13945,238.1953,366.22445,1,48,136,99,175,39
"ZNF684",0.999999413324682,0.99999999998424,0.997813848671739,0.998940314231985,0.0840499616221488,0.0351241813249514,0.996293092829034,0.00512441294093946,0.000157952701747344,0.945337560714445,0.999948952133828,0.992679174456888,0.884622325102396,0.0223565876086241,0.00107265628537323,41.7314,43.3719041666667,41.9298514705882,34.3050585858586,32.105996,45.7644564102564,NA,2.44374773076922,2.36407441101338,1.42062900033996,0.981294121705365,3.57798750030781,41.7314,30.608175,25.9318,25.93865,23.27835,33.5151,41.7314,54.4832,48.878425,38.82025,39.57005,58.77095,1,48,136,99,175,39
"ZNF430",0.984177070292192,0.948985264672957,0.822636263625347,0.952630969926667,0.885157753755967,0.999997759186634,0.975033155909979,0.99832237535484,0.834138046478594,0.924067288490318,0.997212525028043,0.921706715459065,0.192605804269296,0.267992677000132,0.605848155825944,177.5805,127.895104166667,112.961474264706,114.011962626263,122.937358285714,143.313133333333,NA,9.07132932147158,7.12223014705918,5.59447797311371,5.45125746771023,13.0583314148366,177.5805,87.431825,69.351975,81.8408,77.47525,77.3304,177.5805,170.96345,155.403,146.39175,152.33865,202.8554,1,48,136,99,175,39
"ZFP30",0.856142232716772,0.709789602254024,0.621850533839543,0.62402945687364,0.208462586217643,0.906800558042907,0.585913989343275,0.0617718586162298,0.553228038116298,0.998087629500313,0.947787133207284,0.822596006229772,0.0441566531913629,0.00640204144543033,0.000814571906828765,222.4195,134.320760416667,114.543650735294,104.276707070707,100.188640571429,154.256717948718,NA,10.5550895918796,5.84130014217222,10.2194409968369,4.44805899318522,14.0558437699785,222.4195,80.06025,69.426725,38.2414,53.96235,81.23045,222.4195,198.302075,149.5369,147.6723,133.67805,219.2116,1,48,136,99,175,39
"ZNF549",0.787180413371077,0.65632423002652,0.815653296911865,0.619698543826523,0.652853658816352,0.99786813197299,0.633402800361111,0.671370208441386,0.999685389207717,0.999962532624645,0.816524222160532,0.999878308218158,0.702611768773434,0.537636564909908,0.552889762279585,182.9079,104.630447916667,92.1613683823529,88.6718474747475,90.1263291428571,107.794235897436,NA,8.53520992455559,5.09372405569812,5.97055089266401,4.22675842158466,12.3856596870361,182.9079,54.096925,48.84695,43.07675,46.8581,48.4784,182.9079,132.262875,127.50335,126.50685,124.8467,153.3532,1,48,136,99,175,39
"ZNF211",0.00341117519247935,0.00174468308584808,0.943015825951651,0.00101279688949341,0.53804872121478,0.884896102801229,0.00115271872745082,0.617117317612928,0.946459135264133,0.999493353093783,0.00767388991654994,0.909337197196024,0.309536172600952,0.0688595521651132,0.0779619447791136,460.5461,178.12170625,166.497386764706,155.571651515152,158.701068,194.876887179487,NA,10.6339821013586,6.2340296680339,7.60861375628546,5.82242538333117,13.3478980315088,460.5461,129.842275,116.514475,103.984,108.89985,122.0568,460.5461,210.902925,201.1321,194.8494,197.90525,253.04255,1,48,136,99,175,39
"ZNF205",0.99980129414704,0.996032331755964,0.740170026481847,0.996502052329974,0.814989680584496,0.999998883038891,0.99623213197006,0.736796062225004,0.999999948176547,0.999999938809379,0.999411316213382,0.999557235419999,0.9476828419823,0.968668070955403,0.950135876757029,258.7347,312.232633333333,357.404928676471,354.940929292929,356.252090285714,325.673769230769,NA,13.9753011088367,15.3873062073429,25.250986871327,15.4026685773096,19.3380614263469,258.7347,250.930275,248.651425,241.267,238.2999,233.49305,258.7347,354.084825,406.515125,381.2259,383.65535,407.13555,1,48,136,99,175,39
"ZNF45",0.999982056736544,0.998627118272996,0.723181382053682,0.988991658698317,0.093151919149142,0.527346512705571,0.997403510432392,0.466690421191994,0.996163356213027,0.762848355889242,0.999999955153958,0.912017002472437,0.123813024753741,0.00465532601857122,0.045447156843417,249.5006,231.830597916667,207.075936029412,183.424131313131,201.083804571429,254.828905128205,NA,14.7041129936761,6.84260106237811,6.43041421117828,10.3802385713386,15.973917326307,249.5006,170.851725,151.117575,131.22375,151.27685,171.48485,249.5006,258.470775,243.998775,222.9055,234.71795,317.8673,1,48,136,99,175,39
"ZNF133",0.9999504083151,0.999985661158334,0.999771910380967,0.999999838603017,0.96644609155335,0.979720989774749,0.999962911211309,0.999999504125989,0.99970499423934,0.910658862017086,0.998288468349173,0.910069453525447,0.682190120928428,0.393304465349359,0.773624994766345,419.9778,382.856066666667,391.259378676471,408.282938383838,385.229827428571,343.271397435897,NA,22.3353788899243,16.800891255683,20.3468360102011,12.8324063323034,18.4370898136583,419.9778,269.40345,271.03965,273.6264,251.37755,263.50345,419.9778,445.79095,458.857875,491.524,476.14095,406.70065,1,48,136,99,175,39
"ZNF436",0.957108898788961,0.904909846561919,0.893164527706198,0.885521810161488,0.771929869409316,0.998640336723593,0.918293936048809,0.956789175364053,0.999280457106954,0.97636001442793,0.981981282897755,0.980179897766187,0.443044891509823,0.317948424225171,0.561463112097885,1031.9245,786.08746875,734.873772794118,719.716782828283,746.373234857143,829.99908974359,NA,43.611122364802,23.0827101746994,25.907168308895,21.9391016773406,56.6514740469098,1031.9245,602.9622,535.934925,535.8486,530.85105,596.01995,1031.9245,949.065825,889.220725,904.9722,913.16275,992.49875,1,48,136,99,175,39
"ZNF484",0.999992506108208,0.99999999999778,0.967293289050272,0.999999951310102,0.883115709639732,0.997894903907384,0.99993457764535,0.239256497611653,0.366790704733622,0.774453717305797,0.999525494721504,0.250089049371441,0.438230392358687,0.687430111602107,0.989057514621631,85.2386,79.0021520833333,84.9320852941176,87.4999161616162,94.8155765714286,99.7064948717949,NA,3.99682264530058,3.67988801154188,4.09741239983004,3.67857754864123,8.10555083160864,85.2386,60.603025,55.8787,59.208,64.4175,65.11335,85.2386,97.707825,104.91055,107.9804,125.75535,122.67415,1,48,136,99,175,39
"ZNF780B",0.943261761418574,0.860628719683701,0.741895524960847,0.781648265542801,0.229628933815142,0.831996015776239,0.800536936857684,0.255272409617019,0.893611188796187,0.99967587893512,0.988963675436819,0.768743201440989,0.0517495859188347,0.00500530968349233,0.00450000175873388,243.2852,169.343608333333,150.826042647059,138.00636969697,141.028486857143,192.322979487179,NA,14.2358262680155,6.50733745086975,8.81961844286796,5.37613334505273,14.1101742595708,243.2852,106.102475,98.0068,92.5653,93.486,125.7277,243.2852,198.71795,183.327075,165.53625,181.43855,240.88355,1,48,136,99,175,39
"ZNF557",0.999999678871913,0.999999998092139,0.999731473868988,0.999349387995856,0.157371648033939,0.0542078997568443,0.999764666114192,0.244568502846453,0.0776290367283065,0.995243265834502,0.991472921853562,0.14536575221948,0.0206727123646036,1.09790326765502e-05,1.28697799746114e-05,156.2708,160.656935416667,157.832990441176,136.010664646465,139.849655428571,191.31288974359,NA,8.96206125460289,5.12059668738755,5.09122023556981,4.08963953505925,13.0053460491134,156.2708,123.487475,122.1754,101.6358,101.37995,143.6167,156.2708,186.6473,186.9101,164.5385,169.68855,205.67875,1,48,136,99,175,39
"ZNF337",0.999999999652434,0.999999999991161,0.999981029887262,0.999999985213412,0.999410034911362,0.99989871388376,0.99999999998965,0.999976869308574,1,0.999876509315567,0.999904295636352,0.84277827695756,0.809965299866145,0.904542299483384,0.793646380097517,343.4628,340.098825,345.066651470588,350.548497979798,345.116461142857,385.005276923077,NA,25.4515251991886,15.0548821034168,17.0587068884643,12.504570553257,36.0921427117883,343.4628,208.72715,229.922225,226.12265,225.66815,269.90205,343.4628,433.501075,411.89035,433.1351,435.07685,454.3052,1,48,136,99,175,39
"ZNF317",0.999610349189513,0.999963448502014,0.979297354355411,0.999998615866672,0.828312795424837,0.981440473252219,0.999983145073139,0.942516114351424,0.999879006053555,0.995524475982757,0.998048396652624,0.992332293904823,0.753936639995057,0.470803219040368,0.63319398990012,702.7747,793.626675,758.621218382353,731.742967676768,750.519270857143,829.746182051282,NA,41.2669108675913,33.0269482755169,16.8931522567747,19.8166604054945,41.0847238254544,702.7747,637.63285,603.9479,646.4679,599.488,657.42175,702.7747,855.091875,813.9959,843.1687,848.58555,921.0404,1,48,136,99,175,39
"ZNF426",0.987298399255529,0.966794327344466,0.943816128762206,0.970240336847582,0.973901815368098,0.999991180890115,0.974076664246406,0.986107366766909,0.998737215953695,0.999946040440552,0.982224992758931,0.999885928285507,0.993799615048009,0.998107017187589,0.999603107700525,261.0433,174.164102083333,153.854932352941,156.393655555556,159.874048571429,167.222441025641,NA,20.9312824978216,12.5124592835908,12.0715237014456,9.4531582449417,21.5740494820859,261.0433,89.717925,61.885475,79.76335,81.7144,105.0945,261.0433,203.85335,195.921125,196.3203,205.937,189.1395,1,48,136,99,175,39
"ZNF331",0.998293013529363,0.999953797940679,0.767041613089727,1,0.153886845928213,0.65228358856691,0.999986833799185,0.564888177650754,0.998724081252215,0.819682105763273,0.999229603062457,0.999693641883868,0.951271508953084,0.399298386729038,0.856120941974787,174.0289,240.309175,205.531627205882,174.328501010101,198.472659428571,230.378971794872,NA,25.0999227370742,14.4160763777286,14.3453357126535,11.1609661354412,24.2399465664415,174.0289,134.40055,82.273575,65.86205,79.96985,109.59675,174.0289,315.459,279.944425,229.1918,267.7179,296.28375,1,48,136,99,175,39
"ZNF227",0.999784216596771,0.996076377320353,0.76051396411529,0.981244050897582,0.142189853180207,0.631140774815425,0.997508904871903,0.88147385748909,0.998582677884367,0.344590103622766,0.999999999743299,0.832600643478016,0.0818743421665753,0.00384403353799279,0.131024860357273,259.707,231.430333333333,208.542661764706,187.747082828283,213.250442857143,257.871092307692,NA,15.8334511363327,6.84396310348125,6.44987886994553,9.60085511178061,17.0348981918216,259.707,163.5275,155.456975,139.35125,152.1803,178.061,259.707,270.600075,256.36435,215.9348,244.5018,315.78655,1,48,136,99,175,39
"ZNF141",0.99455011606813,0.995819245448934,0.999957805276872,0.998613042182912,0.969839797900912,0.968392467793693,0.999688297874001,0.6573023574643,0.426543840152448,0.956011602715233,0.907122864243718,0.187137726019176,0.0401000578254169,0.0101464634135967,0.000420647724764245,30.1887,42.2701333333333,41.5316389705882,39.2017202020202,36.8054354285714,53.3807846153846,NA,2.7903575223331,2.16873669254967,2.08216365982197,1.38746057077484,5.0489837355374,30.1887,28.03735,23.8543,25.9684,23.35865,29.5375,30.1887,53.398675,52.607325,48.12885,46.6269,79.95445,1,48,136,99,175,39
