"gene","p-adj-M1-M0","p-adj-MX-M0","p-adj-MX-M1","mean-M0","mean-M1","mean-MX","SEM-M0","SEM-M1","SEM-MX","Q1-M0","Q1-M1","Q1-MX","Q3-M0","Q3-M1","Q3-MX","count-M0","count-M1","count-MX"
"ZNF195",0.991811983140582,0.0705974712916949,0.593106473393493,214.375791632653,219.27935,263.639765,4.38834759571675,18.8983164560365,27.030516255246,152.4748,183.397225,206.324875,256.8101,258.247325,279.86855,490,6,20
"ZNF263",0.386836401501687,0.605951539420452,0.76740683715197,641.500361632653,746.657533333333,683.86303,8.84614465377573,44.4921628144303,39.8470738601998,510.896775,671.965825,571.1443,736.925075,750.820725,772.625525,490,6,20
"ZNF200",0.0816007763319504,0.990316484125612,0.123395993411035,263.88880877551,335.083516666667,261.44198,3.67077172441303,21.7344442148159,16.2909062547122,207.479925,294.07295,216.172675,306.0851,379.93335,319.800025,490,6,20
"ZNF582",0.216522117393364,0.621895386981524,0.563987969199606,9.51785632653061,2.67761666666667,7.407445,0.453915013046874,0.616050455410197,1.94771402279799,3.268925,1.448125,2.03895,11.557025,3.447825,8.463675,490,6,20
"ZNF285",0.958850721883972,0.345580075223969,0.624038919435898,12.9290312244898,10.8134833333333,18.854705,0.842626413826908,3.60388700002434,4.58814165977718,3.2347,3.82445,4.0344,16.33585,18.069,33.27315,490,6,20
"ZNF275",0.907250431869595,0.596331933548362,0.674463294487771,425.862027142857,469.17785,370.352855,11.2207577207736,128.853437132402,65.5129330050216,245.01195,324.42765,240.652775,559.493475,506.5166,347.949075,490,6,20
"ZNF37A",0.763001373524684,0.126699747983725,0.939787305522452,324.630191632653,381.542,412.426585,7.03868894343196,70.807142528599,145.289407344806,215.128325,276.7454,217.6356,400.432,535.1316,312.0647,490,6,20
"ZNF510",0.368673174450896,0.0608052865491684,0.996704077354033,187.286970816327,146.556383333333,149.20384,3.37482776709846,23.1586730346742,8.30875142773981,133.092175,116.251175,121.746225,224.845625,168.437,174.401425,490,6,20
"ZNF506",0.7511423558161,0.238865350633288,0.98654122197419,161.461030204082,129.8471,122.057175,4.86929325191209,31.2438912998579,18.854414283381,75.128375,85.626025,44.95735,231.4779,177.470375,185.37275,490,6,20
"ZNF324",0.899927889072345,0.451713972867062,0.977379032304676,238.663272040816,253.112833333333,260.73908,3.53380563707343,28.4130694517114,28.1550453246741,185.283375,200.938525,202.6408,281.302625,290.220275,261.2872,490,6,20
"ZNF671",0.601298977201295,0.995906482654506,0.6991350574403,37.7213904081633,25.3045666666667,37.103,1.43935121145613,6.32986903717429,4.87881123741386,15.9417,16.346,21.5988,51.882225,29.854625,52.89805,490,6,20
"ZNF416",0.99913383110921,0.999872004349883,0.99958266658611,145.627375714286,144.60295,145.4087,2.85131405614769,25.6005528373738,12.8368722136623,105.02295,120.277625,106.638825,172.1824,143.744275,160.588475,490,6,20
"ZNF586",0.961476810005586,0.934702545673776,0.997742726869348,132.849485102041,126.38,128.138235,2.68307892349197,9.29283666182363,12.3737543832124,94.86335,111.6461,89.558525,163.543675,142.9739,149.1955,490,6,20
"ZNF446",0.954739101501917,0.586095849886163,0.740402709805204,192.665269591837,180.9362,214.82112,4.44607001240479,20.4583761432166,24.5501232099637,129.457325,165.3069,135.701325,227.16445,178.163875,258.8696,490,6,20
"ZNF8",0.197271024983044,0.847640045229821,0.174082821141164,92.4463312244898,66.6602666666667,96.99778,1.62859601128885,12.3230606986432,10.3074150015276,66.3993,48.32795,66.102275,111.93695,78.023875,101.70205,490,6,20
"ZNF264",0.839463126417219,0.0170232745746868,0.67226748430676,653.934998571429,598.325366666667,503.33143,10.8775490134849,160.437956710332,35.2792161131915,490.168675,351.401475,359.897025,790.765075,604.37665,563.622525,490,6,20
"ZNF213",0.979618862071446,0.0176982436582086,0.471725125192227,497.586491632653,483.635333333333,387.931855,8.01696125840611,62.8455310589155,29.2708698791976,381.038225,392.797875,274.235325,577.129825,588.97695,476.87435,490,6,20
"ZNF343",0.904923693331394,0.349739106871239,0.950713465742765,255.315058979592,273.710816666667,288.53669,4.77621828873999,22.1540274809257,22.6282276881122,191.165125,271.35075,228.189775,288.8412,287.046625,335.21185,490,6,20
"ZNF302",0.979617755947528,0.112526003378354,0.482499397414892,226.197106734694,216.10215,284.29759,5.69994979953474,27.7389411050212,35.8166966622823,141.1196,158.8928,194.66575,283.807875,277.2289,314.198275,490,6,20
"ZNF268",0.998871271520612,0.316736363196527,0.733773517160932,266.562214897959,269.2528,218.726925,6.59766604762514,57.4084590243575,23.9059511886904,158.922775,138.803325,157.417325,358.338925,381.596575,260.14275,490,6,20
"ZNF184",0.939442932678967,0.833766255846908,0.831592237114267,200.121879387755,187.9941,211.6168,3.93506648373038,25.5082849547097,23.8429973132177,143.871425,180.0497,154.561775,234.333275,226.5195,239.92365,490,6,20
"ZNF500",0.636055414151144,0.277330732975398,0.268258708730311,199.690452857143,223.947166666667,176.95519,2.97389525589859,17.0795406110092,11.062696898577,153.357975,206.732575,137.71735,236.09485,247.146575,198.37885,490,6,20
"ZNF419",0.927551466589276,0.29355147526433,0.912631587051721,122.124036122449,132.110233333333,144.58832,2.98713538244799,15.927287537382,14.1763421690405,77.2992,97.67505,101.677525,155.39505,160.003775,170.0248,490,6,20
"ZNF175",0.429086432045788,0.340590880340641,0.912075073545652,103.638307142857,77.5672666666667,87.290505,2.33340758995376,25.6300431564426,6.47014625595074,68.11735,35.747225,70.86745,132.7672,130.488175,104.1171,490,6,20
"ZNF14",0.707833518151489,0.999596502608356,0.771760166674814,89.4191563265306,111.187666666667,89.83193,3.04101579232163,22.1623905014429,12.9630148188974,37.238675,108.520725,39.341125,126.951425,128.42125,128.359225,490,6,20
