"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-NX","count-N0","count-N1","count-N2","count-N3","count-NX"
"ZNF426",0.999999725943812,0.0929186042401327,0.316287233232501,0.651393403869843,0.672148881508601,0.972869203228439,0.981356001664267,0.983447795468438,0.98985855649259,0.929999907598494,171.745138114754,172.341987951807,135.942282208589,106.143755555556,152.545944444444,10.3363487290277,14.9603333538864,8.89936809672954,18.316496963053,32.0547232759438,78.0631,84.95435,62.50745,74.3553,76.108525,202.210875,227.14755,183.99055,122.485,150.861925,244,83,163,9,18
"ZNF331",0.999978437997888,0.349566736072404,0.697481987305858,0.775635274915372,0.815016905378427,0.974671953269625,0.805618001814041,0.815192418191793,0.354890164225283,0.484354774695859,194.016895491803,195.962014457831,222.918036809816,254.886133333333,152.319761111111,10.2198716246737,14.8661900481193,11.8117495392387,78.0963824427227,39.3356685992415,78.581775,88.21545,105.19965,92.8889,57.628575,257.72055,273.2197,294.35175,270.4403,180.467075,244,83,163,9,18
"ZNF227",0.981354249347267,0.0235318275330468,0.417246802988772,0.158340397136736,0.272734448928222,0.654922744582153,0.995713207692363,0.99998931287177,0.914100573674199,0.461631655489254,200.49601352459,207.787155421687,231.905128220859,280.014711111111,210.016316666667,4.84455322381736,11.2739120860046,10.6482526420814,39.8703600839488,19.4917139958738,144.1869,147.4025,164.63935,205.486,152.88675,246.8102,242.19665,266.1831,329.6922,250.13385,244,83,163,9,18
"ZNF141",0.999988646146202,0.0103097823021826,0.125724464904135,0.915318604884829,0.933533441105974,0.999947979689654,0.760230185329278,0.777507244886378,0.0935961036946488,0.618978320581674,38.6170659836066,38.8666024096386,46.3217447852761,45.3370222222222,31.8628222222222,1.24368805967731,2.60195118359926,2.22106405349257,7.52224997309422,4.73925562163094,24.8804,21.4708,27.1185,33.7979,20.3798,50.0162,50.40885,55.57215,43.23,40.968975,244,83,163,9,18
"ZNF304",0.71501868511048,0.737090436939041,0.99883116526895,0.945382526798732,0.763665039415063,0.805680219979935,0.958408131528178,0.999999742334804,0.999760852535532,0.839544835080575,269.902536885246,252.199753012048,256.221511042945,297.8828,251.262766666667,6.92802154944036,11.9786124798724,8.68921973798671,47.644295192814,29.4789689506857,196.86855,188.71865,180.6477,169.6652,175.202675,330.6476,303.65485,314.7579,431.0134,298.395025,244,83,163,9,18
"ZNF132",0.130057304919962,0.0204487271360662,0.999995103430834,0.0145536997142053,0.181149955626193,0.170877416936732,0.99959098968314,0.663387643321442,0.599076353091318,0.0486114917374477,34.6173831967213,43.1790506024096,43.4421601226994,65.2870555555556,33.1701833333333,1.37053241631352,3.67245031446217,2.55950681879444,19.1979800154,7.44645350007029,20.66845,21.27995,22.42405,28.3902,16.37295,41.188925,53.3113,53.34255,65.7109,31.204325,244,83,163,9,18
"ZNF20",0.514900916131236,0.990908016382099,0.359147771263549,0.999998230906614,0.985466318203395,0.999722067872651,0.994503872881334,0.781563093990578,0.999579157267561,0.998569510853844,81.1659504098361,74.1928698795181,82.7822,80.5407444444444,84.5875166666667,2.17173059973993,2.96554788506082,3.02109132389761,14.8683417367247,9.22279978656989,59.8285,54.1602,58.9031,55.3483,48.758125,98.379775,92.59045,103.8648,94.3508,108.830975,244,83,163,9,18
"ZNF670",0.9999976566444,0.845486606172558,0.924550926275656,0.139043128099872,0.157076828371329,0.266626050019525,0.999319982258944,0.999687399332234,0.967083524969093,0.233541787786469,61.2885323770492,61.0448506024096,64.7845705521472,87.9751777777778,59.3434777777778,2.04108242682291,4.0578337745301,2.6582939931957,21.3406578080419,5.01890605487072,40.66655,41.7222,43.7892,52.8778,46.538975,73.075525,70.2051,80.8777,98.4249,65.73285,244,83,163,9,18
"ZFP37",0.994876142405028,0.0665289950791406,0.497333765193434,0.301601666148901,0.418927640774713,0.786091450868955,0.929004679265684,0.87740395911008,0.338887589263462,0.226766126266728,52.7777901639344,54.8276759036145,63.6556484662577,79.5931111111111,44.7368833333333,2.40080303476948,4.58070396767781,3.61019320237744,9.51910424807287,8.24082422346866,28.4847,30.1502,32.10895,61.5121,15.384975,69.89415,59.03675,82.5105,91.1681,62.46335,244,83,163,9,18
"ZNF189",0.522699284137736,0.247866278251919,0.0233719585507329,0.487573237395881,0.209428674811663,0.855712157965792,0.950114678660699,0.999990696756029,0.53257797035954,0.386985379649343,327.667475819672,300.269034939759,356.174488957055,403.407222222222,303.141838888889,8.42972225618121,15.7817237871609,11.7434881792919,34.8730236695046,19.8679458912093,242.055,214.81345,263.8554,366.2175,254.404175,386.001425,351.11465,409.39115,443.8471,349.27855,244,83,163,9,18
"ZNF434",0.992252581976963,0.886684371419042,0.998636722779817,0.173805531674587,0.144409333603564,0.0980466131955284,0.999851522268571,0.996193168690507,0.983698940787284,0.404238989719997,308.434437704918,303.4801,300.119895092025,375.306288888889,311.909127777778,5.82690991615715,9.99916093783385,6.45507151343087,40.2766813129109,19.855198860628,246.71725,249.7122,246.09525,318.2602,282.74665,353.86465,348.32045,345.38455,365.7363,362.569175,244,83,163,9,18
"ZNF287",0.994380524882558,0.897454747952449,0.998386331620891,0.999959343829606,0.999999685070973,0.999884204632271,0.559572181573727,0.490729605581046,0.348294225521946,0.856793357825941,66.1726254098361,68.7596759036145,70.7513429447853,68.1530777777778,47.6511333333333,3.252496531104,5.70477125432953,3.95708057739763,15.6394353182444,8.04465039252226,26.373125,26.85725,37.7442,33.7979,24.83345,94.775975,91.3995,92.3597,105.5942,72.865525,244,83,163,9,18
"ZIM3",0.885301359883538,0.437751123718973,0.994819715632428,0.813416608805947,0.953184612439916,0.978488075516487,0.978378039851301,0.999986540649646,0.999948468486664,0.98089568978393,0.377079508196721,0.256301204819277,0.201758895705521,0,0.232966666666667,0.077797712719532,0.10684166506724,0.0590393782128051,0,0.145816657421912,0,0,0,0,0,0,0,0,0,0,244,83,163,9,18
"ZFP14",0.944454268402969,0.0832957641790891,0.751590840355011,0.6858169054007,0.85786611615639,0.982317609787785,0.946189786524587,0.824552990783138,0.394783655654437,0.541509740277869,73.790975,79.5221240963855,89.2507901840491,100.508588888889,62.8745611111111,3.23615870297016,8.1261167927484,5.19235402341363,25.0363103249918,8.90549951951972,37.493375,27.86935,41.8284,62.526,30.8338,98.117075,89.18535,115.9141,116.4875,78.3193,244,83,163,9,18
