"gene","p-adj-DNA_meth_cluster:1-CIMP","p-adj-DNA_meth_cluster:2-CIMP","p-adj-DNA_meth_cluster:2-DNA_meth_cluster:1","mean-CIMP","mean-DNA_meth_cluster:1","mean-DNA_meth_cluster:2","SEM-CIMP","SEM-DNA_meth_cluster:1","SEM-DNA_meth_cluster:2","Q1-CIMP","Q1-DNA_meth_cluster:1","Q1-DNA_meth_cluster:2","Q3-CIMP","Q3-DNA_meth_cluster:1","Q3-DNA_meth_cluster:2","count-CIMP","count-DNA_meth_cluster:1","count-DNA_meth_cluster:2"
"ZNF721",0.00918341468326467,0.311887257843146,0.00670533355986613,293.795233333333,443.702463333333,360.548231967213,21.489242104843,37.6472948076136,10.0579183301531,261.078,328.7891,288.570625,349.6078,500.2621,430.936525,9,30,122
"ZNF662",0.571298240775946,0.0203295513149633,0.0204168722548068,19.9123333333333,61.67005,121.675094262295,5.87552239485988,22.1230351513212,9.87454097921043,6.5934,5.291125,40.008175,33.4064,53.155075,161.268,9,30,122
"ZNF320",0.0183389056021938,0.00784199886817849,0.999674992211219,400.910288888889,1133.99897666667,1137.47394672131,66.0419074556776,193.279864555783,55.2757762101832,321.1247,554.185725,673.81885,493.7524,1411.666125,1450.140025,9,30,122
"ZNF530",0.690582402094959,0.99985634429626,0.291907882183333,39.2513222222222,33.7524433333333,39.1530598360656,6.48048616479971,4.36795868991687,1.41238644990516,28.1662,17.33875,28.9045,44.4125,44.244575,49.2674,9,30,122
"ZFP1",0.0201310950971717,0.174088406306994,0.111833066651398,204.517644444444,288.100186666667,254.810831147541,18.6334080558215,19.513308375766,6.79562884369714,180.0718,205.141825,198.677025,229.0048,369.14055,301.669425,9,30,122
"KRBA2",0.0348026713664056,0.106287803240167,0.440990053295294,72.9394555555556,150.702413333333,130.369287704918,12.1204019941024,21.8406972979153,6.50599478462998,65.7989,70.4251,78.174175,72.512,186.3472,174.746,9,30,122
"ZNF93",0.213745681186225,0.0206587013542581,0.323562183740642,53.6654666666667,40.21597,34.0615844262295,12.6482723399285,4.32347908840121,1.68331266229847,18.315,24.121525,22.523475,71.1852,48.37115,43.409925,9,30,122
"ZFP90",0.121953136296167,0.0310001851384792,0.794707363894563,666.293366666667,934.680326666667,981.793433606557,103.465618926708,80.0331413894209,30.6534094153467,442.4178,639.4488,745.34775,790.2599,1303.557375,1151.743475,9,30,122
"ZNF479",2.46456965946606e-09,7.89519560839835e-11,0.999535565563749,8.65158888888889,0.0185133333333333,0.0390680327868852,5.13085109485975,0.0185133333333333,0.0284079359113384,0,0,0,3.663,0,0,9,30,122
"ZNF445",0.818500066564874,0.244790124529982,0.247750737397449,543.142588888889,503.030243333333,445.916481147541,31.6392232858882,43.6872026257678,14.4970571522622,493.236,345.9221,327.739225,623.4239,605.446075,541.676725,9,30,122
"ZNF74",0.825307775346231,0.447428231103002,0.607100024470521,231.979522222222,217.017496666667,204.062840983607,19.0094923353204,12.3132684711142,6.06970950854357,171.6522,171.730525,158.74285,273.9927,262.408275,229.1701,9,30,122
"ZNF829",0.841158934823916,0.254256263036657,0.230241855819354,12.8117,11.2827766666667,8.8783393442623,3.92666200169502,1.20453351258288,0.624825090869761,5.5494,7.5049,2.991375,14.2987,15.098075,13.41445,9,30,122
"ZNF267",0.988694245635454,0.621804345282013,0.158420840171076,334.505133333333,341.151833333333,295.363652459016,31.6717642910492,28.3391873441172,10.3194433553554,279.1663,251.314125,219.209975,379.6542,433.22115,365.9367,9,30,122
"ZNF566",0.0335658780770859,0.0486403234462893,0.777392060252283,98.8893888888889,143.582146666667,137.155479508197,16.4971720917425,9.65453525693118,4.05277646125238,66.814,100.641525,104.985775,120.7285,173.703475,161.014375,9,30,122
"ZNF224",0.782808175591166,0.820312479206419,0.971878643652193,165.339288888889,191.095676666667,186.387212295082,20.1688107791423,22.3804426810217,8.88246900670819,136.4079,113.687275,125.68155,166.2597,232.3103,235.455075,9,30,122
"ZNF529",0.418198502198958,0.973224727446857,0.120649207371277,239.348744444444,308.53411,250.395594262295,49.864422745609,42.8509656654733,10.0987470204369,167.265,170.65275,172.28385,260.5074,365.28705,293.434875,9,30,122
"ZNF284",0.0507145866055375,0.0864681145677725,0.712008108713676,43.1894444444444,25.47611,28.640187704918,7.39894512457146,5.02336460367514,1.55541324851504,28.63,5.352475,15.6181,50.3308,34.669575,37.78725,9,30,122
"ZNF749",0.228649358044827,0.0934927556840568,0.879839211192168,66.3187444444444,49.9932366666667,47.4322729508197,8.66439250904899,7.05625484491284,1.99234514751308,52.703,23.9638,32.1488,74.8926,59.668825,58.4414,9,30,122
"ZNF17",0.275013517721739,0.123064413881661,0.887061769449,74.5922,93.08586,96.0894319672131,8.54468780048621,6.97032986108352,2.7319766716756,55.6777,65.176275,74.034875,85.533,112.026925,114.5199,9,30,122
"ZNF555",0.669253348235313,0.464391785214429,0.910725580471398,60.6984666666667,69.28107,71.4983180327869,5.19464533213449,5.12170737462751,2.4052369642638,49.5191,50.022775,53.892125,67.1388,87.892925,85.17075,9,30,122
"ZNF75D",0.0835925153607259,0.364976568858433,0.207343451171768,287.682688888889,417.247923333333,362.178696721311,32.7840440161294,49.6403460458554,10.9130910801148,232.8675,290.6926,269.470975,317.6342,452.268475,428.731225,9,30,122
"ZNF197",0.163662816121291,0.163773001522249,0.947949250844094,334.724922222222,270.3739,276.251663114754,20.7254249822583,20.6512953338815,8.03455322022483,302.3188,232.498175,218.3598,342.6492,321.3931,326.374725,9,30,122
"ZNF732",0.0704397935381487,0.998533128505273,0.000228069758274052,2.17046666666667,5.21995,2.23480245901639,0.620840113162086,1.22538963790458,0.221543968237537,1.0097,2.5925,0.78305,2.5897,4.911525,2.880175,9,30,122
"ZNF546",0.151631289468061,0.466586130439301,0.302445837422716,58.8455888888889,87.6567466666667,75.398331147541,8.39605649042461,10.5803220019332,3.2709194662672,42.9711,52.57045,50.732275,62.8827,100.12555,92.526175,9,30,122
"ZNF286A",0.442174369649229,0.00636754331399381,0.00922661757298637,316.814477777778,271.66614,212.555195901639,52.1829526424173,21.0974120196901,7.85427797532117,224.1758,175.33285,153.466175,346.2888,363.714025,258.430275,9,30,122
"ZKSCAN4",0.928084291143637,0.925765191902145,0.998498817000526,89.8769222222222,94.2541033333333,93.9212303278689,11.4502946085434,7.97668577197709,2.46787001718551,68.7779,72.857725,73.444925,118.865,124.180675,110.635375,9,30,122
"ZNF643",0.2292070193105,0.856297988012777,0.0792986060415551,17.8620666666667,25.20926,20.0146532786885,4.856264725732,2.7793332692903,0.951133332763848,7.8603,13.4806,12.63355,29.1174,34.5996,23.7071,9,30,122
"ZNF642",3.52546968929168e-06,1.1271972132354e-06,0.900258222979448,18.4193666666667,70.2860233333333,67.8826393442623,5.28838362059818,7.80828172127353,2.0181933088731,7.068,50.021325,51.73365,20.0532,74.0929,80.64355,9,30,122
"ZNF490",0.268451488754772,0.274545031474119,0.955557913706802,180.086244444444,217.282316666667,213.597781967213,11.2637189404017,11.4564792427642,5.83597128214753,167.5613,181.7197,172.932275,192.5782,264.522475,242.521075,9,30,122
"ZNF626",0.0597897570496398,0.170576146831779,0.447690625205551,153.221966666667,237.969583333333,213.938074590164,30.0527746033771,21.859113925067,8.2892829794846,63.8825,173.3461,151.08775,206.9923,304.8044,261.734075,9,30,122
"ZNF793",0.611422571865352,0.876276316019283,0.618389009567954,97.0141444444444,123.28243,109.361170491803,18.3654202484294,20.4152987212251,5.55022920687351,74.8926,35.8426,66.582575,98.9524,141.9787,146.683525,9,30,122
"ZNF383",0.584176984677802,0.373915939278137,0.903690830312777,56.3259,64.8345166666667,66.8103655737705,6.74539167337392,3.59682599477853,2.11840344049843,51.9953,49.626475,50.103275,61.3874,82.161725,83.214625,9,30,122
"ZNF669",0.0243713701514261,0.685602605181638,0.00159793004107356,56.3998666666667,92.3423833333333,66.643387704918,11.2025928567155,9.30268943825261,2.82566001175076,38.6489,54.779475,42.42165,56.2338,115.5358,80.859675,9,30,122
"ZNF559",0.763941080281571,0.96689808473728,0.649779193374828,253.325288888889,225.998866666667,244.554730327869,31.4731704202892,18.2016143966441,9.41421576837964,182.02,164.381475,176.366125,270.0442,263.3052,300.7336,9,30,122
"ZNF177",0.928964069681582,0.887207620854811,0.99357711842663,58.2931111111111,65.15682,66.2447844262295,10.2387901920214,11.764146366221,4.17515048251219,38.3295,22.488,36.22155,79.9134,77.756225,82.0306,9,30,122
"ZNF548",0.444005162961962,0.563761316939929,0.852032771494969,199.594533333333,168.660856666667,176.002772131148,29.1404843256193,14.2413569064992,5.6265263376761,143.9142,140.572075,136.69905,213.0591,186.375975,207.4032,9,30,122
"ZNF563",0.000561350564927787,9.82203291806094e-05,0.992063671101968,37.6398777777778,69.4470566666667,69.9839975409836,7.18135384788616,4.30518002593049,1.94856532358164,24.9578,54.88595,53.594475,42.9711,80.061125,82.218725,9,30,122
"ZNF567",0.559883409862377,0.137831633021178,0.382325458895771,95.3697,83.3683266666667,75.0670795081967,10.3205879073497,7.25196681585426,2.54283967674177,81.3187,61.1371,57.005925,95.8195,96.5927,91.803125,9,30,122
"ZNF573",0.709268945785069,0.99982613689202,0.291427823038215,17.7842666666667,21.3117333333333,17.7122663934426,5.8818741574103,1.96163009254081,1.03878964090811,6.9572,13.490775,8.344775,19.7582,28.9245,26.223175,9,30,122
"ZNF527",0.0229873764613522,0.0233460499099926,0.888771416009714,59.8521555555556,94.8749733333333,91.6143229508197,9.20750336703277,8.26235415441132,2.89124124554444,45.875,64.89205,66.7996,61.5928,113.51555,107.4915,9,30,122
"ZNF33A",0.775997809432257,0.992174773014753,0.308689076688691,889.471844444444,981.43023,874.780783606557,55.5186745329871,72.7428819951621,32.1217864743654,818.9073,667.28325,649.19095,976.2121,1160.01355,1079.200075,9,30,122
"ZKSCAN3",0.793956758946366,0.677459022858649,0.973815976191396,70.0375333333333,77.89393,79.3210040983607,10.0365864571964,5.87854213325967,2.89398671774163,45.676,47.7509,56.4618,93.9417,107.36395,97.45705,9,30,122
"ZNF676",0.931327098170051,0.384849311610368,0.261105974365519,28.4977,24.0542066666667,13.636306557377,11.4454875104291,8.47522105204536,2.54113165762426,0.7669,0.935575,0.701275,51.9746,27.31525,12.119225,9,30,122
"ZNF699",0.713845586150977,0.863070485506617,0.828809505870739,24.0999111111111,19.2567866666667,21.1934852459016,5.3030836386181,2.01186066482834,1.56755746504108,18.4162,12.668875,8.94895,23.6774,27.246625,28.1643,9,30,122
"ZNF250",0.300552916109552,0.533925604539066,0.605338424417195,340.983466666667,492.983293333333,440.501847540984,35.3708592712788,75.4708973850155,20.8299384005434,284.8613,244.536125,285.65945,421.5224,658.359875,530.914375,9,30,122
"ZNF79",0.975685053869022,0.564582799018168,0.376969353622279,93.1409777777778,90.2968466666667,80.6496434426229,12.8636226691868,8.91335725254324,2.81642591871296,56.6749,57.692125,58.914675,134.6429,107.42875,95.6798,9,30,122
"ZNF681",0.0539434778903948,4.09763816263675e-05,0.00399425825594657,89.1534777777778,63.35074,44.0866795081967,19.1343532262059,6.63795973179857,2.16007685180907,50.3145,36.703325,28.652575,150.6036,82.477725,52.9157,9,30,122
"ZNF766",0.736636625400583,0.450214182558024,0.788854987442425,363.242133333333,340.30271,329.471552459016,39.1456031735934,17.9954363174165,6.59948448648978,285.243,265.3306,289.799,375.8787,407.193275,374.876125,9,30,122
"ZNF471",0.727751116844409,0.706252828804465,0.997328997930932,160.461966666667,120.851606666667,122.796948360656,36.4387359477559,34.274064380048,11.1952405415737,85.0906,7.238675,26.35255,213.1868,188.760825,177.1433,9,30,122
"ZNF836",0.995931016089507,0.91320031562615,0.85784291269882,87.0229555555556,88.2728766666667,92.3860598360656,17.2357326333189,7.39559162885082,3.3137049436611,61.966,60.578875,65.93645,86.3515,114.551075,116.0004,9,30,122
"ZNF493",0.359162647012425,0.323754395579287,0.99250568470228,118.030366666667,192.9578,189.531904918033,18.8732731422124,34.7963152444719,12.1892094096083,72.512,79.67875,111.299825,131.6606,193.808025,220.90335,9,30,122
"ZNF167",0.00853596508310384,0.000529993814196383,0.648782520605565,13.3432777777778,104.940943333333,119.433936065574,2.29779130505904,19.9009991484975,6.73137508424131,8.0593,35.607625,66.8026,14.4106,125.416775,154.362775,9,30,122
"ZNF565",0.957729691075266,0.939620359318138,0.520469099648141,42.5745222222222,44.35879,40.6270631147541,5.17179717849548,4.5929588850495,1.27918564472606,31.5018,31.553275,30.984275,45.2411,47.16155,49.678925,9,30,122
"ZNF34",0.367533954668003,0.606221396573139,0.636958275391916,94.0014333333333,114.078656666667,106.87191147541,13.860644333658,8.06893720120731,3.39294085084537,66.0341,79.356125,82.249575,94.546,131.969725,132.068,9,30,122
"ZNF140",0.596780816267993,0.678469744370541,0.9216778320509,349.042511111111,403.28743,391.751380327869,50.7860701405728,28.6410278821151,13.0663035019472,270.8102,299.30145,296.53195,455.739,524.98185,457.179675,9,30,122
"ZNF658",0.0276887560497432,0.0439452878471573,0.737894034295309,29.6061111111111,49.24044,46.2248713114754,5.44662096335488,4.13415219563582,1.7566668431888,19.1647,35.57625,30.99515,30.3367,61.15965,59.00225,9,30,122
"ZNF765",0.970867531022737,0.622528075559199,0.113780057796021,172.2443,177.247016666667,153.998863114754,16.5668877540747,13.0155908257221,4.82173533661129,138.8659,133.74035,117.4809,209.1263,229.00235,184.186225,9,30,122
"ZNF124",0.330962490842739,0.312166700141211,0.982606134516446,50.4098888888889,72.0562666666667,70.6021540983607,11.0739425458727,8.45103194229473,3.50880351530266,25.5461,39.63155,43.36705,59.7217,97.053,89.586325,9,30,122
"ZNF569",0.356350667174403,0.796272307336124,0.306211993010109,89.9889333333333,113.57775,100.021464754098,10.5030796203754,10.2204357414258,3.88680156248449,69.7312,75.11495,70.26465,97.8105,127.6325,124.413225,9,30,122
"ZNF777",0.185736888485714,0.219943410918599,0.89183589953397,514.744966666667,439.499096666667,449.937715573771,45.2341881108931,23.473752242299,9.6249573087903,410.7025,370.311375,379.5493,565.5678,520.01285,510.26485,9,30,122
"ZNF605",0.381108242770583,0.921132905989665,0.164933137462914,469.165533333333,575.812566666667,497.324053278689,69.3104331854159,56.5819514060411,16.2746364238973,288.5683,350.887575,382.462925,484.9817,741.28225,609.784825,9,30,122
"ZNF799",0.924890762793589,0.368864478889961,0.25333952848846,126.473088888889,135.162013333333,154.827422131148,17.9980528168747,12.2442801233899,5.39023540051223,79.1209,93.9042,114.25255,172.6619,162.616925,191.41575,9,30,122
"ZNF782",0.691304447206125,0.719840654352268,0.0140659354986654,58.6034555555556,66.7933333333333,51.5812614754098,7.56480016513088,5.65324517625162,2.28734080429535,43.4401,49.35865,31.65805,63.0244,83.2229,69.569175,9,30,122
"ZNF846",0.228976414116744,0.271373045116407,0.895308188021419,45.8547444444444,69.7456366666667,66.2609450819672,6.10550587953454,10.993730964411,2.8774456586583,36.7324,34.1264,41.2253,56.0394,77.492825,85.0272,9,30,122
"ZNF136",0.802071818750952,0.463016975219991,0.684999059445695,141.334088888889,155.024173333333,164.646151639344,23.9604243173071,10.9505808722107,4.97688466744523,94.3396,114.113,115.771525,139.846,189.22485,200.229925,9,30,122
"ZKSCAN5",0.222438930754115,0.0547091668673737,0.675609807887844,345.762488888889,439.23948,464.698285245902,19.1090221216565,29.7028575620628,13.4216310192063,315.0183,340.096825,346.5007,396.4724,465.610825,563.3531,9,30,122
"ZNF33B",0.0532958787638278,0.207374065262159,0.304247070821948,879.804255555556,1312.36008333333,1165.86188606557,108.5148673284,111.283988897968,41.7711825305432,650.4427,1039.531875,901.32975,1190.899,1669.000525,1382.348925,9,30,122
"ZNF431",0.590196081387526,0.994328373931517,0.225268622217292,84.2174666666667,109.038693333333,86.5541393442623,11.9820120428499,14.7558413390274,5.82618316252399,66.2227,60.963875,52.8664,90.2119,125.08685,106.29495,9,30,122
"ZNF418",0.255758613329544,0.872764355667833,0.0909491794240108,52.6361555555556,25.8173666666667,44.9833975409836,20.4501280065548,6.69525381846445,4.07104585773638,9.6189,4.63905,13.368925,68.6609,29.86445,62.0711,9,30,122
"ZNF700",0.799772671863225,0.771531730795221,0.999669601443411,261.860477777778,310.47868,309.477245901639,33.5020590135508,45.174251156672,17.4777205927835,191.9378,155.784425,204.7667,374.6166,334.631175,363.802975,9,30,122
"ZFP28",0.00330566605982097,0.0257220109173313,0.199233360874825,219.969733333333,104.14198,136.508236065574,28.3893988556126,19.6631310742991,8.0037671432847,165.3718,16.40695,72.122675,230.8165,171.983075,183.0759,9,30,122
"ZNF585A",0.933798196981971,0.656389219051551,0.687030347232978,135.414777777778,128.802303333333,120.488930327869,19.5012773453987,9.05813073011354,4.40117328197281,95.6341,96.922275,81.647225,153.9031,163.605125,155.7856,9,30,122
"ZNF138",0.951933161950222,0.982824133333697,0.667455713152038,143.797255555556,150.671096666667,140.092997540984,16.4485790103761,9.85543032902024,5.66759091224055,127.266,109.315775,96.69885,172.2723,182.226475,177.054625,9,30,122
"ZNF429",0.0213899348731647,0.0410517089501529,0.656693744274307,92.3139111111111,171.958763333333,158.070725409836,12.682044452848,17.5065025041019,6.78553023619233,66.1578,105.924725,108.956025,117.7694,206.839725,187.897525,9,30,122
"ZNF470",0.984446012327294,0.996430998248038,0.894035438737732,123.611388888889,119.974243333333,125.189940163934,17.4451966475131,15.8647104052842,4.26047044929255,74.7253,64.739425,87.809525,146.6268,163.433875,157.8253,9,30,122
"ZNF100",0.976909242622476,0.875144761327473,0.444242092098081,121.514744444444,116.943163333333,131.447413934426,17.0783263826725,12.0473698245282,5.15383909301574,64.3729,61.088925,90.714975,161.0556,149.78705,160.92125,9,30,122
"ZNF398",0.965819415381312,0.327089944998103,0.126080453676745,249.808955555556,258.52505,294.958790163934,19.9458960451567,14.6367551048766,8.63951643633222,196.8951,196.56235,232.4571,269.8715,301.396325,346.3229,9,30,122
"ZNF498",0.264860166486396,0.0367498256475717,0.395609304782385,315.191277777778,418.07091,464.066370491803,25.7382606341209,29.5658038218656,16.3211022173588,261.5385,321.879025,329.879075,386.7222,478.91855,554.00325,9,30,122
"ZNF441",0.424438329374371,0.184706190277949,0.788863477041576,160.597888888889,224.748856666667,242.787648360656,23.2491419096338,19.1955274570734,13.0434021519211,119.7796,150.95895,151.1089,172.9274,263.406325,312.6883,9,30,122
"ZNF420",0.802673759358492,0.999761609324653,0.488768703014866,79.3775444444444,89.0158633333333,79.6657147540984,11.7457741580053,7.72009324809904,3.61131461637619,45.9422,57.720375,48.491825,96.7819,119.632725,109.31685,9,30,122
"ZNF763",0.124177317679942,0.00341587209047156,0.134688710219904,35.6228111111111,65.3685633333333,80.9984032786885,11.4337285792038,7.49020622894497,3.60904220922744,14.652,31.8154,53.243925,39.6972,101.75295,101.375075,9,30,122
"ZNF679",1.73976079098637e-08,7.52121032121522e-10,0.999568474165186,3.90222222222222,0.0185133333333333,0.0279729508196721,2.44403402957407,0.0185133333333333,0.0174297457186697,0,0,0,2.3285,0,0,9,30,122
"ZNF682",0.803377006428554,0.913115632298129,0.877106729488684,60.7836666666667,77.08565,70.32375,17.3018124132673,17.6680096300128,5.44264843987025,29.2268,35.4732,35.490125,72.4371,69.282975,94.6219,9,30,122
"ZNF772",0.854725044272071,0.667744131946292,0.040577768962454,134.416888888889,119.308196666667,156.468993442623,41.0952984411655,15.3340510503885,6.10067076154826,42.1754,36.44555,107.7718,173.1123,180.9084,198.40245,9,30,122
"ZNF257",0.897311078736104,0.0402106415824947,0.0030808034215476,31.6085555555556,28.6437933333333,16.7067508196721,7.8811373425398,5.32070885539113,1.1571581596942,9.3592,7.687675,8.1872,46.6544,38.16955,22.04125,9,30,122
"ZNF785",0.37596317881946,0.969665844207327,0.0939330553603342,235.795711111111,298.823913333333,245.911736065574,21.7100680980907,32.2237366371601,10.0381913390916,179.2306,162.38195,160.792475,295.4294,373.47185,299.099275,9,30,122
"ZNF98",0.809035024091476,0.0377556786670256,0.00770725917054094,13.5216888888889,10.91942,4.07976803278689,4.76396643385543,2.3155743954442,0.935927533894817,1.5599,1.191725,0,30.7964,21.293075,2.813225,9,30,122
"ZNF786",0.814133366340234,0.623379493050677,0.901944089143668,134.726333333333,146.680453333333,151.219066393443,11.2764740616619,10.5427792389031,4.59998805944455,120.3988,98.580825,115.283875,153.9031,195.576625,181.020475,9,30,122
"ZNF517",0.208035965461037,0.49251661160075,0.429043793795166,230.871311111111,313.485063333333,281.08163442623,30.7261444090572,22.3111554413144,11.8684303661869,171.922,205.22115,199.6021,283.6096,407.622975,317.1655,9,30,122
"ZNF675",0.963888098841957,0.316178299689431,0.0103197767673583,99.8603222222222,103.707986666667,80.1839975409836,10.9860991456347,9.301230476634,3.27877449641451,93.5997,76.34205,57.38075,114.4853,127.935775,100.52335,9,30,122
"ZNF860",0.160084452046851,0.0568748156380019,0.876393465879696,33.9213222222222,99.5704,108.936794262295,13.2512246854749,20.7792590110372,8.24906537219737,11.4988,31.24175,48.5856,36.0265,113.17685,145.711625,9,30,122
"ZNF695",0.139078628333315,0.239994761885253,8.06942634934416e-09,8.48738888888889,14.5491466666667,3.81424508196721,3.59898326272869,2.84885563414115,0.452255215359587,1.0097,4.962625,1.489925,13.9145,17.56575,4.234425,9,30,122
"ZNF665",0.449951640818177,0.10192507437449,0.434137030138125,38.6834111111111,29.8374466666667,24.9882327868852,14.0683099572076,4.41119961199529,1.36326382782502,15.5383,9.485625,14.026275,39.379,43.4126,34.430025,9,30,122
"ZNF624",0.0389325289214738,0.0363080075714685,0.9261676159173,60.6119222222222,98.5298933333333,95.4532327868853,7.71531712581425,8.529621101187,3.5977605030917,41.7582,70.287925,64.937975,73.3631,118.661175,116.99055,9,30,122
"ZNF841",0.136997246743317,0.00432416965989102,0.144333438063376,243.210811111111,171.235846666667,133.162076229508,51.7963570454805,25.7544690499373,7.22404462676555,158.339,92.807225,83.735225,247.4977,196.6219,162.4659,9,30,122
"ZNF615",0.863868858758728,0.998885688420893,0.650362908734421,148.463455555556,161.075936666667,149.463258196721,24.467201562563,12.9417338435273,5.61716906403982,104.7832,116.194525,104.586925,181.7066,212.357575,186.11755,9,30,122
"ZNF433",0.134845144672277,0.00252870186416188,0.0823351839657304,45.9883,92.0772166666667,119.732324590164,11.6614379468781,11.3581349940164,5.84657331673149,20.3478,51.24305,80.4112,85.3789,125.91915,142.9034,9,30,122
"ZNF595",0.191425586134006,0.00291023821941694,0.043940247398219,171.889122222222,130.22661,99.2913729508197,46.8603003735832,19.3942769175842,3.05053280277343,86.9404,85.9831,78.0368,287.2928,128.293125,117.555375,9,30,122
"ZNF460",0.000645987692186489,1.86865497742161e-07,0.0288707185216497,79.6043222222222,46.3765266666667,34.2141672131148,21.0844291260674,4.14514347574691,1.59492687798841,27.8289,27.05175,21.197025,84.0054,67.270875,44.510175,9,30,122
"ZNF81",0.19408876761679,0.81053293260845,0.0750808812374403,101.228066666667,151.668203333333,117.519839344262,15.3968761791782,14.2997674459183,7.01092711925931,68.7538,92.93025,60.26105,110.1972,222.8919,154.734425,9,30,122
"ZNF780A",0.953538361917881,0.888152852193796,0.969094754616133,254.592688888889,265.58136,270.367259016393,23.4727752751367,19.8899611233346,8.81106214724697,216.8205,205.02045,203.1666,250.2207,327.808975,335.75885,9,30,122
"ZNF461",0.833321701926383,0.582104330753226,0.814727096302485,71.5604333333333,80.0290133333333,84.8432655737705,8.03231948880756,8.67867406522757,3.35929867048975,64.6613,53.4764,61.8619,70.6622,94.28955,102.6542,9,30,122
"ZNF181",0.0477885833743554,0.231752887641776,0.221499225778794,109.544788888889,194.75517,162.8283,17.300355441182,34.2667544356482,4.89649336336097,80.7775,128.1061,126.84895,123.5932,185.375125,196.2901,9,30,122
"ZNF44",0.781880191395737,0.500799094972236,0.788385742518302,211.140511111111,257.328996666667,281.673883606557,50.9816565345606,35.9480176320026,16.2630038742911,131.0282,159.956475,190.7676,203.9631,265.741725,314.5663,9,30,122
"ZNF790",0.282137105596796,0.202325232981222,0.997648558233783,68.6205333333333,84.9308166666667,85.3056491803279,9.60790926522981,7.17575996993788,2.23489791056018,47.9616,51.895175,67.77355,71.6186,99.934375,96.92735,9,30,122
"ZNF677",0.0324660507355609,0.14232106250911,0.288517339896956,42.1942111111111,21.6297266666667,28.1994131147541,13.474279998023,3.83817207008853,1.76591714977818,11.7216,5.51395,14.459175,64.9942,30.52305,40.209275,9,30,122
"ZNF823",0.882780489869334,0.599066211415147,0.73358848385962,141.775722222222,153.822136666667,164.013848360656,13.2181609312379,8.83720705685282,6.48337798700289,114.0972,122.008775,112.810825,174.8925,184.7999,195.966325,9,30,122
"ZNF311",0.15323463801474,0.345871917666374,0.510668058541071,13.1302333333333,34.37106,27.594706557377,5.05075642607675,6.85013309118395,2.59860417215001,1.1643,6.061875,6.56155,26.8561,50.1237,36.404575,9,30,122
"ZNF347",0.580146343637677,0.331025207883087,0.843985798894678,123.002777777778,100.7687,94.1270975409836,28.6083295339146,11.3523800842181,5.02993762675376,68.1319,48.826025,46.592425,155.5146,143.2414,130.435875,9,30,122
"ZNF273",0.264707412616082,0.403119793289012,0.746474277504794,65.2589555555556,116.667513333333,103.80577295082,9.12393167819467,18.0609486662823,7.77935489300466,42.9153,49.798925,51.82155,83.7125,132.7406,117.7008,9,30,122
"ZNF84",0.0488167393245299,0.222872816925104,0.243313401250688,544.849655555556,914.016386666667,779.652784426229,77.5260935931737,94.3361674420672,35.1486232642769,420.5128,502.77465,536.513375,691.0544,1117.285075,912.052575,9,30,122
"ZNF667",4.24926401476622e-06,8.38656046830977e-08,0.841699244144627,203.255088888889,64.9555233333333,56.6774204918033,23.3720292574945,20.8077968355082,5.31229850185337,168.3315,4.34675,4.776075,239.5604,110.982825,88.94105,9,30,122
"ZNF649",0.0154962239034008,0.218363603922179,0.0464217790271823,173.282644444444,98.5634333333333,132.771835245902,39.1875892208416,10.4875228649,6.20977665328076,67.7026,66.83815,76.3737,251.1374,125.632425,176.33285,9,30,122
"ZNF248",0.0014255911522435,9.04283324043575e-05,0.797632714783721,853.269744444444,466.40727,429.029186885246,123.817576119529,56.1218625253219,24.810280652619,569.3488,248.23585,272.764875,1129.9366,542.4652,480.91625,9,30,122
"ZNF544",0.588405065502716,0.976824791372201,0.301109434791143,408.036122222222,350.79398,397.12531557377,61.4760346940935,44.3155843061323,10.8108598614161,314.3557,140.206725,323.552775,546.7962,555.634925,464.73295,9,30,122
"ZNF251",0.79159023055028,0.935720058011466,0.171489090580693,283.158877777778,318.834413333333,265.886347540984,25.4036482654984,33.8310333115538,12.3022557286817,232.4534,217.2111,178.12155,286.1934,397.57475,321.23705,9,30,122
"ZNF607",0.775309559610899,0.777602139240609,0.991776069469307,131.412477777778,144.875946666667,143.577150819672,14.6901934608676,11.0651190959708,4.5556625834222,109.1575,101.391125,105.76865,142.4187,181.73135,173.628975,9,30,122
"ZNF334",0.00823003143831147,0.00431800624699641,0.985272559114883,13.9075777777778,268.859843333333,261.435154098361,4.29817846214397,45.5982743823957,20.1299808722397,4.1524,92.56035,113.809775,15.9607,343.044025,325.891125,9,30,122
"ZNF485",0.596307608213298,0.039966466367226,0.0518464254887162,47.9937444444444,41.6084633333333,33.3171008196721,6.5181028909899,4.56057412499757,1.33111395483202,36.63,29.369125,23.551175,57.7041,44.60485,39.164225,9,30,122
"ZNF192",0.99625331195965,0.276927658004951,0.0178006192768905,377.571588888889,383.72659,273.442759836066,73.9065072564551,41.5747573168608,16.8457204444987,297.3728,237.8182,142.29005,466.5187,524.562125,412.005625,9,30,122
"ZNF442",0.0117209093041653,4.33046691784567e-05,0.0795400510381128,14.1302111111111,28.6963966666667,34.5358918032787,2.99018018058205,1.91564448758524,1.26739551495252,6.5934,21.6677,23.44455,17.1885,35.257425,41.85155,9,30,122
