"gene","p-adj-mRNA.Cluster 2-mRNA.Cluster 1","p-adj-mRNA.Cluster 3-mRNA.Cluster 1","p-adj-mRNA.Cluster 3-mRNA.Cluster 2","mean-mRNA.Cluster 1","mean-mRNA.Cluster 2","mean-mRNA.Cluster 3","SEM-mRNA.Cluster 1","SEM-mRNA.Cluster 2","SEM-mRNA.Cluster 3","Q1-mRNA.Cluster 1","Q1-mRNA.Cluster 2","Q1-mRNA.Cluster 3","Q3-mRNA.Cluster 1","Q3-mRNA.Cluster 2","Q3-mRNA.Cluster 3","count-mRNA.Cluster 1","count-mRNA.Cluster 2","count-mRNA.Cluster 3"
"ZNF778",0.998541540990393,0.865094300021205,0.786345081761549,59.8935608695652,60.3010454545455,64.0776672131148,6.11700916367854,3.76629440793473,4.48317462017265,38.17345,38.4009,42.4595,67.70305,72.3234,74.8733,23,77,61
"ZNF212",4.66460758534737e-05,0.962502647737655,1.0430685859486e-07,298.689826086957,440.693441558442,307.331336065574,13.1916594318073,19.0733583958751,13.0651965685676,256.96695,328.4211,238.4596,333.06335,524.7323,376.9994,23,77,61
"ZNF282",0.000995471039079932,0.58273324709718,0.00100501023674526,752.328091304348,1036.07680779221,831.548231147541,33.2833798759969,46.519346748847,31.3245913302124,637.3876,781.2007,661.1173,823.51355,1137.8078,970.8561,23,77,61
"ZNF160",0.00190088212728046,0.552680789363084,0.00306755384698454,407.982408695652,694.625488311688,496.346845901639,43.1855107901514,48.8503648012604,33.611934723432,257.6622,420.0611,347.2709,473.6632,790.8065,586.1887,23,77,61
"ZNF415",0.384268970489002,0.165214176182951,0.72291548366179,111.126169565217,136.979915584416,147.807608196721,11.9340845517152,9.37716013370508,11.4655528806433,67.8391,65.8864,77.6928,160.20855,192.1897,206.5386,23,77,61
"ZNF439",0.000113592839640742,0.487551135749431,0.000113102168828205,66.0075130434783,141.983,87.1649393442623,8.90566841786869,10.340555310077,7.99888228192163,31.4359,77.2655,27.2364,87.21195,175.6495,137.0934,23,77,61
"ZNF440",0.0174711562131645,0.869923472625107,0.00618400002930286,171.30362173913,241.282307792208,184.419955737705,14.0811723344054,12.9278097575821,13.9801166020618,109.10425,153.8766,107.2232,217.3604,304.185,207.6942,23,77,61
"ZNF562",0.180064054493664,0.966550551195162,0.0908074648392792,275.383034782609,322.478167532468,282.156986885246,21.0390791743341,13.1576400838686,14.0701289737993,198.8759,235.7117,202.2538,316.78035,381.1104,344.8708,23,77,61
"ZNF561",0.232936727707011,0.0566933170999966,0.556777081442974,464.697908695652,523.887887012987,550.837785245902,20.3026530425042,15.9101870520385,23.1741895581069,403.74935,427.5457,420.9446,526.19825,590.5201,656.5789,23,77,61
"ZNF584",0.0195474722086222,0.000427196875569913,0.179478516488379,136.848273913043,165.551161038961,179.084244262295,6.16066998227327,4.45433659317615,6.92250976329427,115.9396,137.7226,144.314,152.30265,191.229,211.8948,23,77,61
"ZNF274",0.24921162543677,0.0959359045976718,1.86605937524398e-06,460.860686956522,526.628741558442,372.482055737705,30.4564450365222,21.7645103037373,20.2057380623175,346.2854,390.5852,277.2074,530.2671,616.2153,457.2014,23,77,61
"ZIK1",0.499971648440416,0.939245964806195,0.105765333832634,53.7371260869565,65.3326649350649,50.1582344262295,6.93830840093825,4.71732084331408,6.24081942667949,26.81645,35.8555,14.0026,71.7963,89.3398,71.5397,23,77,61
"ZNF540",0.000543411361576873,0.680103525572364,0.000186478670229806,42.9542652173913,89.7851935064935,53.510237704918,4.79431385832414,6.51201195526076,6.59318164441262,27.95975,45.7206,19.8036,49.89425,110.6518,72.4271,23,77,61
"ZNF570",0.269129526150623,0.727516305387157,0.535863318305474,47.9039086956522,58.4253792207792,53.2110032786885,4.66362491695505,3.16619626277061,4.00577559363306,28.62225,41.1398,30.368,64.2058,79.5106,70.4647,23,77,61
"ZNF57",0.660951841156136,0.965122184720528,0.677730615359374,94.1610652173913,104.329780519481,97.2211147540984,6.07816107182784,4.51181709718285,8.19516453619781,68.7074,76.6445,64.5554,119.80775,116.2098,112.8702,23,77,61
"ZNF556",0.0832175561310187,0.80543856548294,0.0961015098431726,4.33936086956522,9.65498441558442,5.93589672131148,1.42692422004553,1.38264380909176,1.1552493695978,0.34205,0.9042,0,6.6161,11.6861,7.5652,23,77,61
"ZNF554",0.000284003627541218,0.372673799085693,0.00112108193552019,94.1161826086957,130.528151948052,106.718595081967,5.10648717203599,4.67979805861218,4.97046168093375,78.69265,103.9906,81.1112,105.6661,147.1059,125.7291,23,77,61
"ZNF738",0.008915395587624,0.183583840019825,0.237477580690747,94.870347826087,148.419981818182,127.436857377049,7.28225204833295,9.27088457908618,9.98798741530751,71.91365,91.6785,85.623,116.10915,168.6666,166.6808,23,77,61
"ZNF596",6.3396376668301e-06,0.433192855199599,3.45750672359202e-06,52.4922391304348,110.950135064935,67.6185426229508,7.19490188886443,7.05034115565725,4.60130388562955,32.66805,69.6203,41.0256,54.07945,132.9777,93.2779,23,77,61
"ZNF621",0.0703148569171217,0.676231638680609,9.2556146098266e-05,699.819204347826,917.689694805195,614.660690163934,67.2695101076726,51.5006052368216,49.7309804571749,490.21985,632.6152,376.7616,872.93295,1056.2113,709.8269,23,77,61
"ZNF680",0.0539954830397924,0.57200556519195,0.174403615023699,171.048234782609,219.835046753247,192.769909836066,12.8443868120488,8.65720636825026,13.8285944061025,122.57665,157.8947,125.7398,200.0821,270.2519,229.9502,23,77,61
"ZNF483",0.0352117650045578,0.28164832025755,0.400356951060358,14.792352173913,25.2159714285714,21.330137704918,1.97108451298939,2.19354412718814,2.23799150027218,8.8481,12.8383,7.9051,17.79135,30.2443,30.9056,23,77,61
"ZNF417",0.0887029469694818,0.972825726990098,0.0258292753124433,98.8532782608696,129.640362337662,102.193883606557,10.8446826678061,7.76847785343388,6.9444842418255,71.72035,85.3586,63.1579,118.43195,157.0812,119.0693,23,77,61
"ZNF791",0.0949766332055577,0.250536849619299,0.808917949436083,140.336917391304,184.088909090909,174.717519672131,15.5250491425007,10.2590340532879,11.5396586603252,76.16035,124.7021,97.5992,191.3907,235.5972,241.8351,23,77,61
"ZNF519",0.182020530153717,0.724998192533545,0.361305110618011,21.3257913043478,30.1925298701299,25.2652163934426,2.91251221070512,1.78424997125544,3.58581710664716,10.8824,18.5918,12.3203,26.66555,37.8419,30.2632,23,77,61
"ZNF25",0.0559982368586567,0.126167884899896,0.907150687527661,185.732417391304,232.985701298701,226.804709836066,13.856786094872,9.85358366492758,11.6401687272693,144.5369,172.0818,154.1458,220.33975,291.3386,297.0257,23,77,61
"ZNF77",0.00771744983313638,0.269058505049503,0.11568087644234,45.5106608695652,61.3729376623377,53.8518983606557,3.68143061845361,2.18495095941096,3.35908351084863,33.1716,49.0449,36.659,53.7226,72.3884,64.2189,23,77,61
"ZNF169",0.00580248302080966,0.432457707788094,0.0291610840469571,46.7264043478261,82.7310948051948,61.3761540983607,5.89802960900291,5.88216218166713,6.38611553784564,28.15205,48.3871,35.7143,55.09925,103.1986,70.8001,23,77,61
"ZNF613",0.202334688769753,0.0477775535919971,0.56241932854795,75.1469826086957,88.0974805194805,93.6752459016393,3.59636816565694,2.7170554604298,5.47220776284847,63.8422,73.5363,66.7508,83.6996,99.5406,110.2757,23,77,61
"ZNF404",0.202837973768143,0.650282264642377,0.507323000035344,31.9586173913043,51.5999402597403,42.4018491803279,5.34202829195813,6.10074541546221,6.07022021866062,10.5041,15.2632,12.6867,48.42175,72.825,52.1405,23,77,61
"ZNF135",0.149820087636165,0.880422165917052,0.00359478349413322,121.452169565217,169.704646753247,108.696532786885,16.218251696592,12.6388237445671,14.6779763051016,79.72945,93.7285,24.2669,146.488,227.9749,162.9601,23,77,61
"ZNF620",0.00610152454509405,0.721958308742793,6.49867340607457e-07,51.2743434782609,67.2026779220779,47.2237131147541,4.78085471721404,2.33884594252364,2.83688577990683,34.72725,49.3144,30.1667,58.5014,80.2096,63.2715,23,77,61
"ZNF619",0.788463158349196,0.620541238056268,0.907435219655404,55.6455913043478,51.0028116883117,48.8633590163934,6.60983877903078,3.32607214963581,3.79572860019102,35.56895,32.7227,23.5223,69.1669,66.1445,69.8393,23,77,61
"ZNF354C",0.0947283408655799,0.4261381386473,0.505082577920579,20.6878739130435,36.585712987013,30.4632295081967,4.03855653444957,3.72134667603834,4.44440319349719,2.93055,8.9286,5.7278,34.72405,52.3173,41.0763,23,77,61
"ZNF114",0.999774353846918,0.546443103895468,0.307581446538613,4.48067826086957,7.85755454545455,184.975495081967,2.4870129138853,1.91504912889152,145.918490323017,0.8493,0.8703,1.2999,2.72145,6.6385,7.2184,23,77,61
"ZNF454",0.125983755501607,0.180216403805726,0.982910156368539,10.3443347826087,19.8074662337662,19.1911770491803,1.70794511116468,2.14488486884419,3.17601339482385,3.37825,3.5757,2.6357,15.9369,32.8377,22.807,23,77,61
"ZNF543",0.734278311826846,0.763618813839099,0.999140751509094,82.1055652173913,89.2051506493506,88.9354032786885,6.15293559507803,3.46561025426237,6.64321308151235,62.738,67.6408,58.5637,96.58675,110.7401,109.0934,23,77,61
"ZNF354B",0.00265581411831972,0.0666236934407464,0.307024074750621,60.6051130434783,120.044783116883,101.343773770492,9.35380727466381,8.23378476115756,10.797287351394,32.5413,60.3065,57.7625,73.2511,159.7518,124.031,23,77,61
"ZNF223",0.31258314462809,0.959147366828566,0.0439430747028197,65.0341304347826,74.987225974026,63.1040639344262,5.95175455464957,2.9204938610776,4.1173923449233,44.59025,55.182,38.9334,75.89105,90.5867,85.1176,23,77,61
"ZNF713",0.00950359953595947,0.942738918280874,0.00101546636545602,33.8912739130435,50.2022155844156,35.7393278688525,5.18451783336073,2.81087566968445,2.58103348338315,18.1026,30.7973,20.5514,42.7532,65.3441,49.731,23,77,61
"ZNF552",0.899411242685947,0.211577412462384,0.170730708052157,100.442704347826,104.911757142857,118.18558852459,6.73295568713768,3.36526006067416,7.41270566294776,82.19185,83.9695,75.0299,110.3616,123.8886,155.6748,23,77,61
"ZNF154",0.799028372052277,0.939790579591126,0.913152757963261,32.8934217391304,39.5649857142857,36.5046655737705,7.85401773586581,5.10219584456815,5.76878716872094,10.0283,10.4398,7.3994,39.18525,50.7735,47.248,23,77,61
"ZNF571",0.123533443974865,0.676828057247555,0.282038527082943,64.9768173913044,81.4089376623377,72.225193442623,4.34152965824547,3.14030580031264,5.90937545983867,53.92225,61.6642,47.0257,79.8878,91.3423,87.6056,23,77,61
"ZNF443",4.82378912403103e-05,0.978912725250197,3.95731691860135e-09,82.3927173913043,129.047909090909,80.2688344262295,7.30523083334974,5.86969232417996,4.65327019406952,61.57805,93.3522,54.6624,95.01845,152.4732,101.33,23,77,61
"ZNF792",0.178572560511972,0.114668660931707,0.920320660341559,69.717,86.0397285714286,88.6034147540984,4.61887626607429,3.45922181348298,6.47960638418126,57.27315,63.9976,65.7633,85.09825,100.6664,106.5574,23,77,61
"ZFP82",0.999047471720746,0.518773764920451,0.240077772555087,51.5940652173913,51.2961376623377,59.6716295081967,4.07449270874558,3.14052311912689,4.60367671979106,35.8503,30.6476,30.6324,64.1134,68.4755,88.9834,23,77,61
"ZNF707",0.166052267532017,0.712404798902442,0.341836604426499,165.248056521739,189.763688311688,176.139254098361,9.87794143849642,6.67110246452263,7.34342110027319,133.53385,148.9808,137.1064,199.04865,223.8053,204.8748,23,77,61
"ZNF746",0.701765811615853,0.008937763548588,0.00534158077163949,455.63537826087,492.747101298701,598.10948852459,28.1540195162387,16.7410918088125,32.7964214754924,386.54625,403.2058,418.6107,465.53875,560.7822,772.937,23,77,61
"ZNF678",0.598336182518458,0.0209189934834931,0.0345715599425638,19.334347826087,24.5111571428571,34.2044426229508,3.47091282938146,2.17466071758825,3.55701406998302,6.74555,10.4968,15.0656,31.05785,31.6251,43.8364,23,77,61
"HKR1",0.000253257813633279,0.197403549528924,0.00607974294742841,500.732586956522,686.844157142857,582.964219672131,25.9033618689163,22.8416887977054,26.5126102981596,419.3996,551.6765,451.7014,565.255,766.8482,699.5698,23,77,61
"ZNF101",0.911121928702114,0.791971142293645,0.293946908905884,75.1058391304348,72.4042727272727,79.512537704918,3.98095520559105,2.12687704767137,4.85756889198531,59.4939,59.5948,57.4317,87.30665,81.9899,89.865,23,77,61
"ZNF716",0.996819810008696,0.182538399541435,0.0433427589540523,0.0701,0.321201298701299,6.09614098360656,0.0487489037071422,0.172903548675392,2.88015620825743,0,0,0,0,0,0,23,77,61
"ZNF708",0.00185778222765309,0.486486598589229,0.00488640250212546,86.1407608695652,138.772663636364,104.003121311475,10.9379036189564,8.32959510953174,6.87528145925841,51.35935,84.5881,57.593,109.5779,172.4184,137.5857,23,77,61
"ZNF721",0.00262202147099211,0.00685484377600809,0.955476607211308,283.611752173913,389.97984025974,383.452414754098,19.9799882868881,13.241387896495,20.5412708147041,217.59695,305.677,264.8896,326.4006,438.7199,456.5032,23,77,61
"ZNF662",0.0429682436292017,0.103104585794393,8.67485816513636e-09,96.163452173913,154.481649350649,45.3578295081967,20.8267919300526,14.3735223840885,7.1532963887755,28.5905,61.5537,7.0104,101.9722,228.9648,53.787,23,77,61
"ZNF320",0.00779156898577948,0.45272675545185,5.49963716789392e-08,943.458839130435,1413.61066363636,751.678836065574,115.830434671094,89.8751026163014,59.4303128636799,627.4388,932.9197,418.3136,1047.81495,1785.379,991.5211,23,77,61
"ZNF530",0.004191845284641,0.632140794380206,0.00499594757727984,30.4891913043478,43.5110402597403,34.2771639344262,2.87823965733499,1.9533671912108,2.2655264717457,22.4352,32.9601,22.7992,34.0074,52.6662,43.9034,23,77,61
"ZFP1",0.501814573595387,0.608539880338619,0.0113259644671744,255.017934782609,276.613715584416,236.16257704918,15.3462822992195,9.90304996293674,9.6821479004861,219.8062,209.2037,185.1393,291.09005,330.0983,271.2351,23,77,61
"KRBA2",0.306680802344841,0.235137804715155,6.57924013057753e-05,129.685343478261,157.173511688312,98.3189721311475,17.4734875494014,9.45838961533742,9.00060939729913,72.6779,104.4332,61.1407,155.30855,200.8457,128.5088,23,77,61
"ZNF93",0.459674339800656,0.0141701113396655,0.0462064780106007,27.974952173913,33.8951766233766,42.4857229508197,2.51554001447437,1.6473209868204,3.69386229687214,19.47925,23.8001,23.7859,36.2163,43.4277,51.0417,23,77,61
"ZFP90",0.0705357953056842,0.00286986443619519,1.66378022470326e-12,973.392413043478,1136.8047974026,719.571378688525,69.5222768394789,37.768082606759,34.4247865722316,752.13765,932.6861,513.7464,1041.3613,1347.3193,842.6101,23,77,61
"ZNF479",0.99865435307721,0.389610441674975,0.170597063777328,0.0118347826086957,0.0583649350649351,1.28556885245902,0.0118347826086957,0.0448337725667161,0.82126618740288,0,0,0,0,0,0,23,77,61
"ZNF445",0.181093435594247,0.976455486905272,0.0804874105458868,423.483760869565,496.984407792208,432.345498360656,33.6743880890443,21.9399902013573,19.5829186125452,299.31685,361.0635,335.2491,511.6711,590.6985,554.7445,23,77,61
"ZNF74",0.00322499540491705,0.0426913724255598,0.497092893207325,168.97242173913,220.102258441558,207.537173770492,9.98660398289945,8.17085923542757,7.8196531861577,139.6309,180.9693,159.3529,191.34605,254.8903,247.6014,23,77,61
"ZNF829",0.0368662748093135,0.00903869946571456,0.691151518962462,5.58240869565217,9.76693896103896,10.7622344262295,0.941112396498108,0.703004376793409,1.11874689997406,1.57645,4.7681,3.9196,9.0753,14.1715,16.5787,23,77,61
"ZNF267",0.546931501687369,0.611307231744815,0.99420479227347,331.51727826087,300.889180519481,303.050860655738,31.8107802122863,11.7218020476116,17.0783397578544,260.99205,232.2943,202.2963,392.8005,366.5208,378.1223,23,77,61
"ZNF566",0.000592845602304104,0.0669832869764341,0.0995463102157708,107.1309,148.182019480519,132.072314754098,7.56145209023276,4.96763822069801,6.45616341322514,86.4391,113.7133,97.8996,132.41815,174.6628,157.6087,23,77,61
"ZNF224",0.00733697968527436,0.795205163266137,0.00320814969995631,146.542573913043,217.083668831169,161.872821311475,16.6814660766567,13.0585801780865,9.77829880609083,98.80145,132.8439,113.292,162.4513,255.8768,194.8129,23,77,61
"ZNF529",0.0424195390262934,0.106664984739663,0.888680220395025,193.941534782609,276.748994805195,265.378632786885,14.1892544257658,15.6913791538595,21.5600468034854,147.2505,197.785,164.6252,226.22905,310.9244,322.2737,23,77,61
"ZNF284",0.324173918850373,0.955756416089822,0.0457352703135845,26.1676434782609,32.9000662337662,24.7857426229508,3.24021082993132,2.51886264262969,2.27417403740859,15.2204,17.5365,11.4686,32.5717,44.4268,35.0877,23,77,61
"ZNF749",0.057001577311681,0.496669568932051,0.252332448310166,39.4346043478261,53.6798428571429,46.6075295081967,4.78515384527021,2.75272810269307,3.70640644763756,25.48255,37.7358,28.9776,43.81345,67.7271,57.8755,23,77,61
"ZNF17",0.103881194467935,0.945736148246945,0.0474279302542723,86.127352173913,101.346923376623,88.560231147541,4.89699824164666,3.55457904134635,4.31643712625725,71.97235,82.4719,66.2575,99.31835,122.364,111.6973,23,77,61
"ZNF555",0.0949580248242242,0.334834117233502,0.655865037090835,60.827752173913,73.8281311688312,69.8968639344262,3.569130543485,3.05593264406673,3.58629891434055,52.1568,55.4478,50.9554,72.87825,88.0128,84.208,23,77,61
"ZNF75D",0.000732316110610198,0.249629831558649,0.0113935471475933,280.371791304348,416.727053246753,340.259813114754,17.0036547893845,21.4136166082999,15.4900375086634,233.9468,312.3338,255.0186,331.62965,466.8864,406.2678,23,77,61
"ZNF197",0.0718767444884545,0.645790391567416,0.174439550710658,247.706917391304,296.041361038961,267.770496721311,16.497867374791,10.0963424169636,12.7949314693145,187.62735,231.1796,217.8626,284.71815,339.5552,324.9073,23,77,61
"ZNF732",0.177348889308362,0.0369898949876784,0.533098126643649,1.17313913043478,2.75415324675325,3.43814098360656,0.196107167981088,0.333690454418065,0.644426069050598,0.54745,0.9539,1.1957,1.6687,3.4528,3.6931,23,77,61
"ZNF546",0.000357606446921954,0.209706593707095,0.00775648457800748,53.2588826086957,89.619612987013,69.3810590163934,5.09294751004419,5.02447981304156,4.60047763443379,37.99185,61.7954,43.8797,64.6975,104.1517,91.4454,23,77,61
"ZNF286A",0.00841602101532568,0.302269270970552,0.101204694222623,181.889660869565,252.782119480519,217.792836065574,14.9962186723666,10.3889230818014,14.8150072097167,137.98115,184.8831,137.8371,215.785,292.9476,281.191,23,77,61
"ZKSCAN4",0.0949817258964482,0.446346445717943,0.475998065922833,82.9512608695652,98.2811233766234,92.1209836065574,5.35112180820753,3.12695979905848,4.63752148066383,67.94155,77.2655,68.7779,93.26755,116.7979,115.8838,23,77,61
"ZNF643",0.978979063292368,0.736537495071194,0.708101363685769,19.7735304347826,20.3288428571429,21.9460983606557,1.77863445612504,1.24798075669955,1.78585304794673,14.15155,12.8432,11.7647,24.537,24.1306,28.1853,23,77,61
"ZNF642",0.215180647200763,0.805514117181558,0.324431413983947,58.3222956521739,69.9359454545455,62.7796131147541,3.16151323364321,2.63497902377481,4.89431697415257,48.28785,53.0148,44.1556,68.31895,82.2024,75.4908,23,77,61
"ZNF490",0.172509234220809,0.139560732474339,0.971824528285614,188.48787826087,215.316722077922,217.763381967213,9.76142380894631,6.1956926966207,9.75057072687182,155.02305,182.0509,167.5613,228.70925,248.6421,250.5136,23,77,61
"ZNF626",0.00464280304725873,0.0248967763355947,0.775744857124679,156.728339130435,229.669758441558,218.511591803279,11.9622614038112,10.0640700005008,14.6435418100822,129.6441,169.1819,152.6215,179.3526,264.6478,283.6963,23,77,61
"ZNF793",0.00215795258102258,0.925306386637955,0.000116788068501683,82.1203391304348,138.074218181818,88.412793442623,13.8566227401098,8.72613710409357,7.36890714994887,48.929,87.5412,48.2315,80.65475,168.8689,116.8631,23,77,61
"ZNF383",0.0286613853526758,0.161112856987679,0.603417307963215,55.5227695652174,69.1981636363636,65.5336213114754,3.86136164507915,2.41300840456586,3.17077303573736,47.1545,54.8272,48.6649,68.49465,84.6095,84.0544,23,77,61
"ZNF669",0.760297594338002,0.138977290111715,0.190440065439544,61.3971695652174,67.5648805194805,78.5857852459016,5.06148423092072,3.33821285923593,6.08173419567169,45.5573,42.2106,45.5543,67.1567,86.5454,97.2768,23,77,61
"ZNF559",0.00506799552204618,0.600962730946706,0.00803663051569325,197.191082608696,271.607279220779,220.433037704918,16.0169939202329,12.6182565558205,11.3787318066843,152.59865,203.2713,162.8228,206.8173,310.5401,264.9448,23,77,61
"ZNF177",0.0057459403884339,0.414048379198652,0.0325187487120979,43.0340826086957,78.4973662337662,57.8217245901639,3.54598911142797,6.07636394640959,6.07728278984324,31.0621,39.5738,28.0785,51.8267,93.3529,73.6166,23,77,61
"ZNF548",0.250761915412138,0.193504803018214,0.959729049940505,153.192465217391,178.372351948052,181.482244262295,9.82422762218759,7.1440360820555,9.77633893845545,122.2717,139.7825,143.9142,173.25055,221.3473,209.9679,23,77,61
"ZNF563",0.859257031306276,0.454197655103217,0.586100057431115,72.014347826087,69.1417753246753,65.2454360655738,5.3230999589895,2.33889718743635,3.19845723324913,57.47705,54.1829,47.503,76.2319,80.2407,81.0434,23,77,61
"ZNF567",0.0151981567349901,0.049125571966086,0.865637928145274,61.3414130434783,81.6626272727273,78.9948524590164,5.27468276202954,3.29304965174854,4.3258656117936,48.8291,64.979,59.9644,71.4463,95.7354,91.2002,23,77,61
"ZNF573",0.22390690721661,0.466628830740823,0.811414132676183,14.8933652173913,19.5165727272727,18.2784163934426,2.12661485246754,1.39022187360228,1.48813491038221,7.08585,9.3104,8.6207,20.39635,27.8421,26.3007,23,77,61
"ZNF527",0.0252415998230485,0.0872245675704245,0.816241685758271,73.2475434782609,94.9076883116883,91.2996803278689,5.51351173262948,3.32382207490905,5.47374527724559,55.67605,74.6444,60.9606,84.31205,107.7408,113.1983,23,77,61
"ZNF33A",0.00835799768653656,0.0576547769456334,0.64950335469028,701.311195652174,951.268622077922,898.255208196721,76.6970936038474,39.5424516094299,44.035967451397,442.7522,705.987,666.2562,830.9498,1123.9578,1115.4702,23,77,61
"ZKSCAN3",0.0512856084214387,0.999763504742365,0.00346038155753947,70.3571608695652,87.5822064935065,70.201206557377,7.29382349221873,3.4750755569299,3.77014248907785,46.38295,61.9086,44.2441,77.96725,108.4625,93.9417,23,77,61
"ZNF676",0.995840307718303,0.357242362925928,0.159952208197642,11.9453739130435,12.6173987012987,22.8762557377049,2.61713371896307,3.7520223842599,4.71274924066525,1.281,0.4279,1.0543,22.0506,9.6899,28.6661,23,77,61
"ZNF699",0.34765763967494,0.839787709662502,0.499933528731429,17.5911913043478,22.9418831168831,19.8210754098361,2.76206348736192,1.99956445695732,1.96288604109649,7.57595,9.8506,8.9244,26.934,31.1606,25.5502,23,77,61
"ZNF250",0.156548805201597,0.11490860615505,6.39004557934086e-07,438.563047826087,548.08082987013,316.563957377049,50.3708742660063,35.3305229523272,18.1484122724856,280.14645,365.7056,216.1307,526.9468,668.7901,387.7765,23,77,61
"ZNF79",0.816460975246286,0.0177389300083876,0.00652495726986635,71.9842043478261,76.9425142857143,95.1839409836066,5.33630129823204,3.1849553547304,5.55360222606873,53.99245,57.6506,63.1175,94.29925,92.092,127.0088,23,77,61
"ZNF681",0.24671406560978,0.000697819521429111,0.00565935125926498,34.3160608695652,45.7213363636364,61.8305918032787,2.35461821587266,2.38741118993255,5.361743124825,25.3004,30.7692,27.8638,41.7871,53.7781,79.3992,23,77,61
"ZNF766",0.537678917423836,0.605285335649058,0.993396291053897,316.381613043478,336.883642857143,335.360201639344,14.0091879859027,8.27485356836518,12.1296069727484,286.7573,291.9662,276.1254,343.78915,383.4567,382.7356,23,77,61
"ZNF471",0.104307984506244,0.951677719198386,0.00379458826544288,97.389547826087,161.857594805195,87.6711344262295,21.5816963348564,18.8068239743628,11.3024532733082,29.27545,35.6065,15.4111,131.9056,200.2031,144.756,23,77,61
"ZNF836",0.211592850986675,0.933569607511854,0.0136903673444712,85.376,100.355649350649,82.155068852459,7.55707002002164,4.18998102710058,4.89774038340518,57.0616,74.452,53.4077,110.06615,120.8476,103.0502,23,77,61
"ZNF493",0.00435351568952946,0.702383087043508,0.00313603801993578,125.362730434783,231.06667012987,152.433168852459,21.5559014716617,18.3131693365162,14.8716889751634,68.35815,143.8458,76.6773,135.8137,254.3964,189.8271,23,77,61
"ZNF167",0.00239069502462919,0.497858276853485,7.10156233818537e-09,89.7735130434783,150.028787012987,69.2172229508197,13.6525843916338,8.21413615321324,10.2713646568898,45.1276,106.307,24.1457,102.99565,167.9905,82.2055,23,77,61
"ZNF565",0.151466515568518,0.116019134208902,0.96264922418855,34.8285173913043,42.2009844155844,42.9492524590164,2.12284213832659,1.71358201078515,2.56761122593652,29.03935,32.5866,31.1029,38.8497,50.834,51.3661,23,77,61
"ZNF34",1.18118592038474e-05,0.0988027287206569,0.000966467890049505,80.8875304347826,121.985705194805,99.2366114754098,4.87028281254055,4.51508046875504,4.54157829693208,65.80755,96.1745,73.073,91.7646,143.8583,122.3432,23,77,61
"ZNF140",0.00467486027290354,0.325209382883981,0.0471238591301962,320.88532173913,429.018332467532,370.801637704918,23.1809387160936,17.9260586647447,16.8442700802962,242.51575,314.4922,291.7182,362.20675,518.0525,425.9357,23,77,61
"ZNF658",0.00019176594921444,0.0841407186673818,0.0255945313921744,33.0736434782609,51.8118363636364,43.1622508196721,2.20371492633562,2.19689627920205,2.74920421896739,25.07015,36.0846,26.7658,40.19215,65.1078,59.06,23,77,61
"ZNF765",0.166626222532259,0.447403845450077,0.70927239113819,141.145769565217,165.802097402597,158.071414754098,10.2649952988471,5.42607725081776,8.87690145353211,108.07325,136.7642,108.9578,175.864,197.1466,208.0427,23,77,61
"ZNF124",0.162603569395421,0.510714115833802,0.604426502541383,57.3599782608696,74.7002155844156,68.158093442623,6.99910256535182,4.85911250394079,4.89768080274516,35.28305,48.4441,39.4052,71.08905,89.6661,95.0135,23,77,61
"ZNF569",0.00211089147504817,0.00290379583217037,0.999980233535351,71.2866043478261,107.083485714286,107.128381967213,6.73561228005974,3.93933450245956,7.17788217544386,51.3144,83.8773,66.4397,87.5949,124.9496,131.9868,23,77,61
"ZNF777",0.114468208255884,0.17372929801286,0.975353531607775,407.438817391304,460.783784415584,456.698929508197,18.3371626657739,12.0136092102355,16.2560782200819,344.5239,389.002,367.8019,439.3504,518.5463,524.3728,23,77,61
"ZNF605",0.00064647895096448,0.604816477240459,0.000458153306852171,406.724265217391,586.337587012987,453.569655737705,35.0117922382961,25.098627803342,23.4387577062515,310.2312,448.8449,326.3666,460.89845,694.5259,530.8382,23,77,61
"ZNF799",0.000573038856386265,0.834598812990578,4.44103825594233e-05,121.889513043478,173.459858441558,129.872062295082,8.39119203600954,7.19480646528305,6.88042159974011,97.6189,134.1382,83.7718,148.54015,209.265,157.5946,23,77,61
"ZNF782",0.0133303318302669,0.0632053037875524,0.749818244990108,40.7383652173913,58.594874025974,55.3337262295082,5.45187854922307,3.08231216510803,3.24568589248346,25.8842,35.1064,37.7358,48.60535,75.9494,70.9816,23,77,61
"ZNF846",0.00515935412789914,0.711092573739707,0.00373718991618555,49.8590217391304,77.5209077922078,56.9349131147541,5.4643467111307,4.93850694237469,3.87943357519667,31.128,48.4447,33.1562,62.9297,94.0427,72.1311,23,77,61
"ZNF136",0.202225908786187,0.984463418837263,0.0853446495399969,149.707030434783,172.633355844156,152.025121311475,10.4357849453745,6.37620304559984,7.50571258715475,102.76205,130.9059,104.9754,180.42785,207.7024,195.9209,23,77,61
"ZKSCAN5",3.44306996857835e-06,0.331022632869289,4.39648317751562e-14,399.776639130435,545.05605974026,357.673086885246,26.0964786688281,15.6091613172313,12.1077904698845,307.24795,473.3571,295.7458,485.05195,596.4899,406.2013,23,77,61
