"gene","p-adj-mRNA.Cluster 2-mRNA.Cluster 1","p-adj-mRNA.Cluster 3-mRNA.Cluster 1","p-adj-mRNA.Cluster 3-mRNA.Cluster 2","mean-mRNA.Cluster 1","mean-mRNA.Cluster 2","mean-mRNA.Cluster 3","SEM-mRNA.Cluster 1","SEM-mRNA.Cluster 2","SEM-mRNA.Cluster 3","Q1-mRNA.Cluster 1","Q1-mRNA.Cluster 2","Q1-mRNA.Cluster 3","Q3-mRNA.Cluster 1","Q3-mRNA.Cluster 2","Q3-mRNA.Cluster 3","count-mRNA.Cluster 1","count-mRNA.Cluster 2","count-mRNA.Cluster 3"
"ZNF182",0.00761306643223569,0.203434075414406,0.1804869515925,145.3439,210.742185714286,183.216518032787,13.3710024372637,10.2526021537186,12.6324404427632,101.36295,147.5177,123.5322,174.0536,236.0936,193.7784,23,77,61
"ZNF673",0.0206193104790225,0.0653883147340861,0.856248464332966,148.9728,186.842774025974,181.479893442623,7.67515557012704,6.7782771681539,8.26315774291026,124.33625,150.7307,134.4965,162.69835,203.8123,224.8866,23,77,61
"ZNF41",0.0191951807855392,0.354316337353041,0.167471184392576,159.891539130435,210.392790909091,186.156554098361,15.0008450894349,9.05155299128914,9.97167047820717,101.61085,160.1913,132.2356,205.2765,269.7201,230.8405,23,77,61
"ZNF7",0.000369366283197836,0.00121983515485824,0.949369592562857,223.537552173913,314.812772727273,309.670145901639,15.7665289770534,10.8969452340663,13.7073952784505,169.4355,246.74,240.8663,270.2115,361.9072,351.7712,23,77,61
"ZNF214",1.56241818989322e-05,0.598645037851847,2.21515124598781e-06,56.1550695652174,96.2114623376623,64.6147180327869,6.34615029078719,4.36862117070955,4.36759361148627,29.8789,65.6713,44.4664,67.51215,127.769,78.0052,23,77,61
"ZNF215",0.102315736839946,0.255347863140692,0.825928284713208,31.5634304347826,44.6790454545455,41.9672655737705,2.50354077852559,3.00685209242142,3.97059977294857,23.2538,31.3825,16.6278,38.37555,50.5725,62.2861,23,77,61
"ZNF547",0.0357551899488533,0.984811359501914,0.00432463122897342,30.6437739130435,47.3815922077922,31.793006557377,2.96541032017572,3.86132866088267,3.04027612299776,19.92495,28.2122,16.8627,42.2877,56.4843,45.7965,23,77,61
"ZNF773",0.667911603250692,0.877928217479814,0.874078443479422,75.1621739130435,82.9266142857143,79.6967950819672,6.07892204440762,3.694644120679,5.9807089675102,53.97955,58.0841,49.8074,87.88855,101.0017,104.2743,23,77,61
"ZNF776",0.022528540362439,0.878766182832467,0.00841731991907846,261.543404347826,340.056084415584,276.199413114754,23.7903979270422,14.5199289603361,15.6364303367161,186.0064,252.6264,191.1729,304.2324,400.8639,336.0619,23,77,61
"ZNF256",0.460188249390262,0.888532691464194,0.584265397539251,63.8730608695652,71.5602558441558,66.9516721311475,4.77721753237282,2.47874726003966,4.34308000106817,49.2354,57.676,43.9228,78.9377,85.6044,86.4469,23,77,61
"ZNF599",0.00428693308950912,0.981009122128298,1.39085791920346e-05,95.1723347826087,138.058288311688,92.6218147540984,7.58078174868072,5.2280402901999,9.12130670629876,69.92005,111.4413,59.2869,113.9538,163.341,104.6312,23,77,61
"ZNF18",0.323859117891578,0.734354589414194,0.00721465984462499,223.021186956522,253.291412987013,206.776647540984,14.5523226136935,10.8820890803811,10.9571624759441,174.0471,193.087,147.5379,286.965,291.0143,256.7734,23,77,61
"ZKSCAN2",0.203813392683849,0.797124185535261,0.00351889473119926,267.264230434783,301.669775324675,253.979083606557,18.6587014327276,9.8049444404284,10.3377261578603,216.9986,245.7927,201.487,293.825,373.3058,295.5282,23,77,61
"ZNF689",0.757237751351645,0.936138186038456,0.875270369085773,164.062882608696,150.70341038961,157.368609836066,16.5731414504668,9.19053707259053,9.83561183717642,115.79115,87.2431,107.0632,207.6105,202.0982,205.4645,23,77,61
"ZNF19",0.0242806352786423,0.00672293736678364,5.33684207937313e-13,144.409930434783,177.669784415584,104.443708196721,11.6972260654677,6.51822291902127,5.83399243160445,105.54845,141.1595,75.8591,155.88635,204.331,117.1695,23,77,61
"ZNF230",0.0890813444124776,0.0898183640773553,0.996294203596971,67.8002,81.0747935064935,81.4454868852459,4.00218417086344,2.78086646157941,3.92458953127409,55.99655,62.8875,60.1281,79.9953,96.8936,98.2828,23,77,61
"ZNF222",0.706032925591095,0.411274596728988,0.753889386223066,36.7052130434783,39.943861038961,42.0477672131148,2.40998164696491,1.77130658516451,2.61466276938129,30.8197,27.3656,29.4143,43.27725,50.6392,53.7123,23,77,61
"ZNF221",0.371867739420347,0.810702779685304,0.587649392887838,10.5871434782609,13.9386038961039,12.1704180327869,1.746630489268,1.18235881725866,1.44270836677416,4.36685,7.1807,4.01,15.20765,16.8592,18.0461,23,77,61
"ZNF233",0.659468319815415,0.0382202010504371,0.055526400403361,7.57364347826087,11.2081636363636,18.2020344262295,1.58855345576134,1.33885487498115,3.1784879116925,2.89725,4.2155,3.7749,9.23745,11.9184,16.1725,23,77,61
"ZNF235",0.00544701203621445,0.579502877982779,0.0102324710274165,45.7119913043478,65.0736012987013,52.0176868852459,4.03831796751512,3.02596822487184,3.45198236581594,33.23045,47.727,30.1589,50.23255,79.3147,72.9967,23,77,61
"ZNF208",0.693392201483035,0.362873615272399,0.695078244292877,42.0822956521739,84.9143532467533,115.70771147541,11.0001846129289,24.6877322371283,33.3587044373403,7.9466,3.744,6.7734,53.8877,60.1132,143.7126,23,77,61
"ZNF714",0.0477784075902685,0.00881999061285144,0.594358461540671,43.8952695652174,83.3188324675325,94.9352295081967,4.45184701068432,7.00415666212051,11.3057022924931,29.9675,44.337,37.8942,54.18045,111.8463,114.897,23,77,61
"ZNF394",0.044971008415874,0.963428305580822,0.00964710569200988,373.6331,443.320574025974,381.378914754098,17.9290406381994,16.6612966853017,12.3134776983789,316.48955,333.4895,311.4551,435.403,557.1375,444.2539,23,77,61
"ZNF333",0.0419955060002917,0.392451802226752,0.289513554259782,103.890143478261,142.414575324675,125.201926229508,6.69255404591868,8.99842838601727,7.45354332446429,82.1274,100.1094,76.9388,127.499,158.9101,166.4075,23,77,61
"ZNF382",0.350088662178159,0.989338916327278,0.0886420073440978,61.068047826087,74.2970753246753,59.6986704918033,6.54951233444794,4.4050148063004,5.70828414352035,40.5423,49.7719,32.9381,79.19625,92.1087,77.1061,23,77,61
"ZNF577",0.0297575849920357,0.996396644497463,0.000937237633846899,91.5762739130435,228.756674025974,87.1272196721311,24.4057100487328,35.1559994317956,11.008055446905,33.66945,73.1587,28.8812,109.07045,236.1951,113.3759,23,77,61
"ZNF75A",0.0274719894045927,0.0296717353358175,0.997617658316484,177.806352173913,252.359579220779,253.720475409836,19.1648844768752,11.6878896275648,18.9682017345682,113.3864,185.306,149.4424,190.92695,301.9888,307.4399,23,77,61
"ZNF496",0.653689578930883,0.0143497316067532,0.0147185778667793,218.010908695652,241.96892987013,297.430247540984,15.5398079797489,13.5869638468243,15.4303747928727,159.98705,154.8848,206.6703,266.6955,296.4871,369.6112,23,77,61
"ZNF2",3.64745507319686e-06,0.144077644023,9.00571051299925e-05,100.618326086957,138.601266233766,115.28791147541,5.45000797654425,3.8499768235588,3.93680491784864,80.07975,116.0242,94.4845,114.81565,155.9844,126.3091,23,77,61
"ZNF589",0.907108299533329,0.693959761906247,0.190950682857674,207.887804347826,218.116963636364,187.469798360656,18.3102102965804,12.997146686775,11.6399992534433,152.13125,155.6793,122.6092,242.3597,244.8764,232.0338,23,77,61
"PRDM9",0.994056314415747,0.234338828884795,0.0762271522121493,0.136008695652174,0.33327012987013,3.32816065573771,0.0466277610370666,0.162135606560623,1.6458471861191,0,0,0,0.2898,0,0.3723,23,77,61
"ZNF12",9.23036715949621e-08,0.656132449394214,5.29199239984735e-10,672.005839130435,1041.19079090909,729.171672131147,47.0978802726441,33.6990652345054,30.77693655654,489.539,851.8283,539.0307,823.76315,1213.0142,918.1791,23,77,61
"ZNF202",0.00259813256213393,0.276969036087265,0.036029717753965,151.361608695652,210.645425974026,179.08506557377,8.82824119270412,9.63022888186056,8.70960753174078,115.78085,157.1186,125.3717,181.5293,228.9907,211.0847,23,77,61
"ZNF3",2.10313256254757e-07,0.83102584222691,1.9022272645941e-10,558.806295652174,925.944158441558,597.559872131148,33.7005328760801,41.1877061985304,18.7072792221858,464.7539,728.5971,510.2798,636.9156,1069.1718,693.3637,23,77,61
"ZNF606",0.000214370064017033,0.481935333506667,0.000285530203128936,151.670252173913,232.077232467532,175.140963934426,15.548306153299,9.59553752370546,10.8235630711004,102.91655,169.4426,117.2965,170.15125,267.4934,224.3935,23,77,61
"ZNF91",0.0267472335721172,0.0240542414360807,0.985353203731985,222.876252173913,295.25281038961,298.526440983607,19.9560554980651,12.0978660502321,17.2974694617272,171.1068,218.8295,223.7671,269.08375,349.5431,415.6366,23,77,61
"ZNF226",0.0200019332042669,0.989929664418729,0.00136184597655364,223.102882608696,290.830951948052,226.582703278689,15.7133289955237,12.3068290666369,14.1154127304899,181.5829,212.4113,155.218,238.32945,343.2637,272.5587,23,77,61
"ZNF229",0.919345059620655,0.989144573663595,0.938015843632676,111.856634782609,120.44747012987,115.042437704918,14.1076944587711,9.32907492149397,14.245537223661,60.51525,58.8235,27.5689,144.9561,166.5488,172.3381,23,77,61
"ZNF180",0.012752074873902,0.00216211399507971,0.627184691358005,74.6714043478261,99.3322233766234,105.039885245902,5.02489145974247,3.59277033857077,5.67202946379009,62.44745,78.8203,71.1479,85.1077,113.2222,124.354,23,77,61
"ZNF641",0.9278614359542,0.419866730984891,0.40414455472377,98.3947391304348,103.647744155844,116.884196721311,10.9716515251478,5.8884969327397,9.11825752441116,69.1441,73.6004,70.6416,139.26085,140.5152,155.8721,23,77,61
"ZNF610",0.637511091863321,0.924123859701881,0.174275391228512,93.0717565217391,103.023772727273,88.7894229508197,9.30577611677641,4.8788990032393,6.50215297209396,61.72615,74.663,52.4678,126.79475,129.1675,113.6114,23,77,61
"ZNF528",0.680874833904607,0.751506547513027,0.990622191000193,249.996008695652,288.013728571429,283.728339344262,29.5467630645605,19.5785995191104,29.0721190348255,148.6223,182.6961,152.4619,307.53335,321.4483,361.6236,23,77,61
"ZNF701",0.329007107817633,0.54131898764186,0.88602627798267,98.7263217391304,116.600693506494,112.368019672131,9.22814673969836,5.53213699802241,7.68626448870922,68.55555,79.37,65.7084,119.58755,137.8556,136.2799,23,77,61
"ZNF283",0.225972949155123,0.149578946307231,0.923040160035578,28.3071434782609,34.4927246753247,35.5207508196721,2.31078380699729,1.75768937608429,2.23691369759902,19.64385,24.2256,25.0329,33.1975,42.04,47.3684,23,77,61
"ZNF558",0.00298199365744056,0.769067230731096,0.00105254095286778,256.955256521739,425.709631168831,292.902260655738,26.6532335788817,29.6207820020842,21.2129145385863,172.81495,279.0811,180.6787,277.7041,493.0597,370.0583,23,77,61
"ZNF597",0.973014412007397,0.783542606406684,0.420199925316468,45.4463956521739,46.6067831168831,41.8744459016393,4.90597809716078,2.63949196943727,2.5048166836097,28.9119,29.0528,28.1083,63.34015,57.936,51.7544,23,77,61
"ZNF30",0.00313643897118865,0.0234386147105156,0.69401884287038,42.7329956521739,62.1143701298701,58.6858852459016,3.24608264191798,2.40491497611055,3.90751432744461,28.6881,48.2554,39.8839,50.7338,71.7545,71.8044,23,77,61
"ZNF354A",0.459911316745078,0.18685350111601,0.666793328524717,205.01002173913,317.315042857143,375.722004918033,17.5376368126047,14.8408737524693,79.975280172117,149.752,237.3272,194.3575,261.0749,357.3846,382.0175,23,77,61
"ZNF764",0.298137230012303,0.994147523300168,0.136611763857098,205.022082608696,225.027406493507,206.448021311475,7.33210601145318,5.84048395106312,8.70199791021796,179.0319,189.4175,167.2485,229.4954,254.6501,230.3876,23,77,61
"ZNF747",0.915244504163108,0.247813163387034,0.196899988513983,377.337465217391,367.922709090909,338.606309836066,13.1262369053842,11.3802272231899,13.8051637435354,323.2381,285.0063,271.0096,415.94295,447.9484,395.7274,23,77,61
