"gene","p-adj-T3b-pathologic_T","p-adj-T3c-pathologic_T","p-adj-T3c-T3b","p-adj-T4-pathologic_T","p-adj-T4-T3b","p-adj-T4-T3c","p-adj-TX-pathologic_T","p-adj-TX-T3b","p-adj-TX-T3c","p-adj-TX-T4","mean-pathologic_T","mean-T3b","mean-T3c","mean-T4","mean-TX","SEM-pathologic_T","SEM-T3b","SEM-T3c","SEM-T4","SEM-TX","Q1-pathologic_T","Q1-T3b","Q1-T3c","Q1-T4","Q1-TX","Q3-pathologic_T","Q3-T3b","Q3-T3c","Q3-T4","Q3-TX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF479",0.000723282628230404,0.999994261655788,0.499026758449098,0.999427549167095,0.356574650342528,0.999717224499142,0.999977263953157,0.216206609895974,1,0.999369059052367,0.207408992805755,5.0474,0,0.67425,0,0.146791206683868,5.0474,NA,0.67425,0,0,0,0,0.337125,0,0,0,0,1.011375,0,0,0.307905517241379,0,0,0,0,0,0,0,0.174865171145764,Inf,NA,Inf,NA,"KIRP"
"ZNF445",0.999171232286122,0.997816526032818,0.999648333167811,0.246830248518275,0.317866848771608,0.599414651210386,0.958258298057555,0.98947726007089,0.999908893591383,0.297269407527453,453.213728057554,436.296866666667,400.6472,693.9624,371.87455,9.89474290250061,64.6310805102089,NA,264.2338,34.60775,333.375,355.181425,400.6472,561.8455,354.570675,541.994325,527.8559,400.6472,826.0793,389.178425,552.918334375,453.508535517241,550.88955,438.04525,464.316825,626.501325,336.87875,541.994325,22.5931446699353,9.73738391722733,0.820208894013023,0.795159846470132,-0.285936707136751,-0.330683188541779,"KIRP"
"ZNF74",0.883086901832504,0.999991414059434,0.992856794899812,0.999632211283649,0.998285506869665,0.999760097110629,0.967716889249142,0.840423082456631,0.998016228810524,0.975061717933088,220.955197482014,250.771616666667,214.8867,231.9975,185.656,4.6596368782583,18.2963935304642,NA,70.175,47.3094,172.2748,230.3444,214.8867,196.91,162.0013,252.30535,271.5396,214.8867,267.085,209.3107,201.519859375,221.208259655172,195.3377,211.82135,168.904325,223.14615,172.2748,254.3331,7.92810577765399,4.51306424563925,1.09769955348934,1.08438540025812,0.134483234666625,0.116877594535954,"KIRP"
"ZNF829",0.955558522177719,0.999288686513096,0.988299308611905,0.995711919722656,0.999999852337824,0.993889312030932,0.653470501552241,0.538624494153201,0.975952410621566,0.732307431796923,8.74402697841727,10.7229666666667,7.1197,10.5651,2.16345,0.403028675699305,4.31434151713149,NA,7.8681,1.40215,3.661325,5.1713,7.1197,6.63105,1.462375,12.008625,15.965425,7.1197,14.49915,2.864525,15.66325,8.71993620689655,15.0582,6.8567,12.853825,18.211875,3.57945,12.008625,0.829583709038708,0.399456048413496,0.556713083612695,0.455346588569683,-0.844994105735444,-1.1349630193214,"KIRP"
"ZNF267",0.643719060954195,0.97065380411987,0.802773471032462,0.990668504868452,0.808537571043307,0.999192534863027,0.962162656944235,0.703844840816096,0.999948013678173,0.999885369472826,301.385657194245,375.474733333333,219.4175,258.6831,239.0913,7.85725506508156,42.6004081576587,NA,2.01469999999998,120.3246,214.926575,308.15365,219.4175,257.67575,178.929,366.768675,372.7363,219.4175,259.69045,299.2536,175.844709375,302.608381034483,169.35125,280.04215,142.4307,189.631025,217.28935,368.645875,10.2713020402529,7.66881380302067,1.72088419441242,1.65361725998479,0.783150015583648,0.725625352393484,"KIRP"
"ZNF566",0.998892928862574,0.999986630361596,0.999999960099692,0.999550246713114,0.99999861973911,0.99999844524478,0.214319496399734,0.27978401352141,0.691349545547627,0.463680396994233,137.858021942446,142.72695,141.7476,144.5228,71.1494,2.63741415249292,23.4420438688375,NA,54.6214,8.7208,104.130275,113.319475,141.7476,117.2121,66.789,163.382275,136.93195,141.7476,171.8335,75.5098,139.41405625,137.500729310345,142.68565,139.6817,123.4327,160.779575,104.130275,162.75805,4.80572798553627,2.60248924878221,0.986275939520588,0.978947077018607,-0.0199367557048989,-0.0306972266688085,"KIRP"
"ZNF224",0.999999999998848,0.997716207601126,0.998311500668201,0.998024383431422,0.998872948054897,0.999989142637656,0.610971067346218,0.72840058977723,0.980002720946658,0.932362383093754,212.66706942446,212.591633333333,173.7799,186.1237,89.91305,7.30633908915656,44.5623666033771,NA,30.2752,38.31425,131.330725,138.670325,173.7799,170.9861,70.755925,264.188125,243.293675,173.7799,201.2613,109.070175,167.283871875,211.435390344828,160.0037,178.35415,132.002425,193.6834,130.961025,261.3097,8.82154057266222,7.08591170611146,1.26393171066018,1.11468766034785,0.337918517824072,0.156639518223828,"KIRP"
"ZNF529",0.0221985931486074,0.998540906565928,0.61352491493,0.999057062532257,0.402837795484712,0.999987851089382,0.65443585549291,0.0545379552422158,0.981399038682832,0.935379060921373,263.986750359712,422.072183333333,227.8317,241.06745,142.0893,6.95485579925448,164.554358585385,NA,12.71795,6.9542,181.9137,261.586425,227.8317,234.708475,138.6122,321.4468,305.218075,227.8317,247.426425,145.5664,248.692434375,266.060962068966,237.67115,242.15955,203.952025,289.523975,181.9137,319.590925,9.67072010794344,7.50354461623205,1.06983938911377,1.01888491724805,0.0973942266065456,0.0269911087248735,"KIRP"
"ZNF284",0.511761655210023,0.996284615525186,0.99888010186092,0.984347845333954,0.997157273796664,0.999999998027422,0.671232742594918,0.996403647190686,0.98953081361213,0.979274223749462,32.3593748201439,18.4135,24.5825,24.3298,12.1281,1.29083935325028,4.9540994143571,NA,22.0823,0.7082,17.6987,12.497525,24.5825,13.28865,11.774,42.528175,27.123,24.5825,35.37095,12.4822,25.035684375,31.8853510344828,23.2378,28.2109,18.88465,28.151325,16.919075,42.2827,1.64680888480319,1.25615175967857,1.273596142086,1.21400907142673,0.348907870860857,0.279779201868271,"KIRP"
"ZNF749",0.974103952425097,0.998309559287959,0.999999182794547,0.993427028177904,0.999997157472986,0.999999999999511,0.997085360440464,0.999999997776781,0.999999065409795,0.999997655142498,54.0993244604317,43.9747833333333,42.0712,42.00925,44.30335,2.4470747827468,12.4771841865173,NA,6.04865,2.04985,36.6593,26.73455,42.0712,38.984925,43.278425,65.39965,66.624325,42.0712,45.033575,45.328275,45.4548375,53.6366493103448,44.73465,47.7195,37.571075,49.02605,36.53565,64.9477,2.09359554331945,2.36147043639733,1.17999870333592,1.06672344591944,0.238785274255024,0.0931861977973708,"KIRP"
"ZNF17",0.709159992219979,0.997347906391486,0.999779037845815,0.823113554738858,0.998545303138143,0.996896961556632,0.94677802884914,0.999999999999551,0.999863078388484,0.999356197514689,100.089216546763,82.1215833333333,88.6731,74.1417,82.0873,2.05357785263153,15.1880591535021,NA,25.595,12.0454,76.274975,57.931325,88.6731,61.3442,76.0646,119.6775,84.661925,88.6731,86.9392,88.11,114.604896875,99.3345351724138,114.05265,95.2167,101.891025,122.5533,76.192925,118.780425,3.1310284903734,2.00614625199374,0.8667564639996,0.834848642271793,-0.206301404249108,-0.260413433632715,"KIRP"
"ZNF555",0.0631715864843795,0.73606964591647,0.999949169052668,0.997311263389636,0.477681742736024,0.753440228639281,0.8133655946305,0.994674718224691,0.995845557506793,0.851570960084885,71.4998586330935,45.2380333333333,42.0712,77.17505,53.02715,1.44474126001309,7.39982255164121,NA,13.34505,11.15425,54.3224,49.97865,42.0712,70.502525,47.450025,84.760975,52.3346,42.0712,83.847575,58.604275,89.76703125,70.7062086206897,88.4784,66.84995,74.78185,100.983175,53.391475,83.925925,3.69864739898042,1.41942428993947,0.787663439863281,0.755551072352122,-0.344348781654142,-0.404398815554475,"KIRP"
"ZNF75D",0.209474201924978,0.998985315429329,0.978903428682655,0.954692725431773,0.990556453056646,0.999662689895301,0.316786687542983,0.978120099753864,0.90004566938862,0.914530986492833,390.257500719424,258.1702,351.1003,314.8743,187.22495,9.05782866641123,52.1402454732682,NA,2.54050000000001,42.40195,294.754675,183.757875,351.1003,313.60405,166.023975,460.943775,341.2403,351.1003,316.14455,208.425925,358.75925625,385.219075862069,347.41575,376.576,313.296725,407.719325,289.8931,455.663375,10.6895391408738,8.87477066736909,1.07375369178943,1.08393473813435,0.102663091659107,0.116277897093754,"KIRP"
"ZNF197",0.999240478885449,0.979721188133033,0.992630372374878,0.873193895969778,0.87456524932715,0.846340292428388,0.644107760308975,0.82030950955966,0.997334554225432,0.462779025990589,284.770201798561,275.674266666667,233.0097,346.7911,195.8291,5.37847216401221,58.376151466683,NA,94.6177,75.1591,228.12185,245.9408,233.0097,299.48225,158.24955,333.8178,330.854075,233.0097,394.09995,233.40865,298.9249125,284.03475862069,298.52205,275.58035,264.4528,319.45895,228.58985,333.077525,8.13471500863235,5.33834971854986,0.950187644934711,0.923149060513285,-0.0737156470391588,-0.115364476809978,"KIRP"
"ZNF732",0.0211036025022356,0.994980642693215,0.54509817347938,0.999998578065777,0.509087266473697,0.99841076298199,0.96074469707794,0.209897449895209,0.999993546471438,0.991723420373829,3.01321654676259,8.51511666666667,1.2945,2.85805,0.9035,0.242540321140004,5.45759176306526,NA,2.40855,0.5228,1.008125,2.65365,1.2945,1.653775,0.6421,3.514325,4.37915,1.2945,4.062325,1.1649,2.370709375,3.09865482758621,1.7242,2.0147,1.051725,2.960575,1.008125,3.523175,0.367768596308375,0.259205972198952,1.30705807310785,1.16848393457836,0.386323242069415,0.224637898721963,"KIRP"
"ZNF546",0.819240886177577,0.999993681411174,0.989297130394567,0.998902719040645,0.937892830828164,0.9999818913924,0.507340646197022,0.307955128246635,0.9112231909968,0.88212574602082,82.0393370503597,100.797516666667,78.9644,74.07105,34.4352,2.50470550619655,28.6945813594183,NA,0.996650000000002,0.205100000000002,53.879875,56.175825,78.9644,73.572725,34.33265,100.12555,110.7621,78.9644,74.569375,34.53775,81.008184375,81.9844931034483,82.09645,74.67615,64.8904,99.2391,53.3552,99.384375,3.81026848157656,2.47836626589105,1.01205197642659,0.909614849363158,0.0172833850987261,-0.136672288625845,"KIRP"
"ZNF286A",0.999999722215439,0.999768945934444,0.999770447004075,0.599194536253002,0.708303322712221,0.958393724019139,0.579314498400967,0.712549456314225,0.854606690767181,0.235003026760947,214.45364676259,213.134566666667,231.7152,313.114,113.7039,5.80356896866987,34.3735034854917,NA,4.6874,14.5793,148.454325,150.102825,231.7152,310.7703,106.41425,258.23265,286.84695,231.7152,315.4577,120.99355,204.039884375,214.321815517241,196.3306,201.2757,168.705925,218.467775,147.577775,259.27405,8.27189327750044,5.64589837384167,1.05039177106837,1.02518761721301,0.0709275190915722,0.0358879581731894,"KIRP"
"ZKSCAN4",0.936942334766399,0.999069575005387,0.983855473992045,0.971513512213565,0.883727643245252,0.999879501386636,0.876416347797957,0.739939151670493,0.997016346038084,0.999336023721622,95.5169449640288,85.4019,103.5599,109.42965,116.7999,1.87766813720645,17.7263802571572,NA,8.74015,24.8065,72.8083,81.4166,103.5599,105.059575,104.39665,115.834075,97.0529,103.5599,113.799725,129.20315,83.301359375,95.6207351724138,83.15985,96.75215,72.140075,94.6752,73.1667,115.834075,3.06216029877608,1.84220188188525,1.14788925282666,1.16344786576695,0.198983458995345,0.218406564860476,"KIRP"
"ZNF643",0.934229924227704,0.963217621286827,0.997768486893484,0.999154361951154,0.972836729200601,0.958573761465077,0.962670293316007,0.999739133995592,0.999860925693459,0.966190140254092,20.4388014388489,16.4838666666667,12.2977,22.5867,14.6481,0.727100448102801,6.30695787743804,NA,10.0005,2.4669,12.6316,7.795275,12.2977,17.58645,13.41465,23.73945,15.551725,12.2977,27.58695,15.88155,13.740240625,20.2899827586207,12.0827,17.38245,9.892725,16.122375,12.3215,23.686025,1.07705570187279,0.710957739708738,1.47668321919367,1.43862298989464,0.562360369694433,0.524688564369657,"KIRP"
"ZNF642",0.466897852764332,0.999995615667106,0.979464495481626,0.670690869020586,0.272265516358983,0.922216279740118,0.994084343732246,0.757458383814702,0.998421285344202,0.965471532253831,68.6791586330935,87.8729833333333,70.5502,42.0038,60.49085,1.55514851435884,34.8355622957385,NA,34.3622,19.37935,53.0469,50.427425,70.5502,24.8227,50.801175,81.120025,74.77055,70.5502,59.1849,70.180525,53.315840625,68.9101237931035,53.5993,64.36635,46.994275,58.1594,52.926225,81.0017,2.02259795239027,1.65622941505912,1.29248874228181,1.20088042194581,0.370151714563465,0.264092501372775,"KIRP"
"ZNF490",0.956515986878104,0.999999883069221,0.998407307615484,0.843305959670127,0.724951587628845,0.978972211551331,0.999251002002692,0.999903019970193,0.999846555900909,0.897110976253934,209.350046043165,226.390733333333,207.767,166.361,219.45035,3.55959359343876,13.9201139183717,NA,43.6456,50.43925,169.56415,206.43675,207.767,144.5382,194.230725,240.765275,251.080425,207.767,188.1838,244.669975,195.758715625,209.534894137931,190.24575,199.44515,167.4226,223.9693,169.94555,240.765275,8.75870605904388,3.44804313190641,1.07037325755304,1.04835535090797,0.0981139769238851,0.068127816204246,"KIRP"
"ZNF626",0.999997966498838,0.999999272944861,0.999999974335191,0.811958532554699,0.889363396301039,0.975513373094476,0.922699415655768,0.958636082165045,0.991947799743045,0.999722760918784,223.441007194245,219.918283333333,216.8285,102.6939,131.9772,9.42352032952662,45.9255544419474,NA,89.2087,74.1165,151.36495,149.71835,216.8285,58.08955,94.91895,262.011275,217.570575,216.8285,147.29825,169.03545,261.2272125,221.564764137931,263.65475,203.1351,222.3869,294.62545,151.08775,261.4482,9.71731617403615,9.12726852514557,0.848168772378303,0.770458715422347,-0.237576727685513,-0.376210442042421,"KIRP"
"ZNF793",0.972792154860569,0.999479966287554,0.99230006438778,0.999865499083481,0.999791468512594,0.998823477308974,0.670659038286434,0.915082638745198,0.875980487124817,0.9194550876451,121.351364748201,101.601,138.5113,112.7071,47.599,4.64992037890011,43.703610255607,NA,31.7959,25.1399,69.596575,43.097325,138.5113,96.80915,35.02905,157.716,85.30425,138.5113,128.60505,60.16895,120.49175625,120.298611034483,115.37845,111.029,91.1311,139.383175,69.3678,156.630075,6.31756001683636,4.5570622836207,0.998397025476859,0.962302752377069,-0.00231445890051907,-0.0554372397301868,"KIRP"
"ZNF383",0.97869527071922,0.999129897794906,0.99999999403161,0.952790784408864,0.997377084307415,0.999566014209268,0.586360197715972,0.862997468435349,0.967675684439616,0.984055084350403,68.3899679856115,62.47845,62.1359,55.7245,42.4724,1.50756628663954,7.09478598346466,NA,5.8292,1.7415,51.632675,54.5549,62.1359,52.8099,41.60165,83.199475,61.0809,62.1359,58.6391,43.34315,87.224575,67.9514196551724,86.6798,64.1736,76.800575,100.44925,51.3759,82.161725,2.91960931677179,1.45949555080618,0.779039848060852,0.740352423517359,-0.360230970542038,-0.433715907081548,"KIRP"
"ZNF669",0.992642005539888,0.91374315035559,0.970956287281372,0.936587071619524,0.990907586306137,0.999187492730482,0.981758212296891,0.998991235984431,0.995643173779893,0.999846056761138,70.4731654676259,64.5280333333333,42.0712,52.09295,57.4697,1.93014544836439,29.2845211509501,NA,17.03145,21.6874,48.19945,33.713325,42.0712,43.577225,46.626,85.685675,48.410625,42.0712,60.608675,68.3134,88.8183375,69.9876175862069,81.587,64.51155,72.322375,94.768225,46.4397,84.843725,5.13337207778737,1.94265279218953,0.787986124894613,0.79070869133563,-0.34375786840618,-0.338781812291295,"KIRP"
"ZNF559",0.971594685302955,0.997190951789257,0.981816115938673,0.932891634948499,0.995817027976071,0.948188468254794,0.987751691290553,0.99995815751355,0.9802085305543,0.999563253307503,261.225547482014,230.1152,302.2654,193.0529,218.56705,7.31327658930082,43.268876949666,NA,48.8826,32.45365,182.1966,177.742625,302.2654,168.6116,202.340225,316.756425,304.957875,302.2654,217.4942,234.793875,289.47960625,259.987406206897,284.9928,246.4102,241.965575,337.7373,182.1966,316.1336,12.7854750953971,7.08050284029371,0.898119938654216,0.864619035989681,-0.155019973587716,-0.209863495033853,"KIRP"
"ZNF177",0.712940017327917,0.999994698376116,0.982162233769793,0.991970273593867,0.999078626776109,0.997892152035668,0.999559168533704,0.923570350956788,0.999995860912438,0.990432467175625,75.213514028777,105.333583333333,71.1974,93.3649,66.58245,3.39312669289174,44.240680521713,NA,12.3906,8.81915,37.115525,26.6957,71.1974,87.1696,62.172875,93.334475,159.992075,71.1974,99.5602,70.992025,85.143440625,75.8460351724138,76.35395,62.6513,54.800925,113.89085,37.992025,93.334475,6.18365051590727,3.37045102322681,0.890803033277278,0.820537771785219,-0.166821624226146,-0.28535834809175,"KIRP"
"ZNF548",0.992242058908843,0.998097269657271,0.999959545648019,0.520177303362901,0.785383032225141,0.965082107496215,0.977464594591373,0.998551294246125,0.999986322893864,0.956871024270975,185.205310071942,170.586533333333,160.5178,95.54435,151.81785,4.81402669012952,40.9989167808587,NA,78.91255,2.21755,139.93685,127.0597,160.5178,56.088075,150.709075,215.929425,176.56415,160.5178,135.000625,152.926625,222.398828125,184.085047586207,220.20355,169.65755,200.8849,249.54115,139.93685,214.23085,6.10958253815503,4.72165213023424,0.827724899174115,0.770457833218402,-0.272776738447933,-0.376212093982959,"KIRP"
"ZNF563",0.989245820556116,0.920111103712271,0.976503628601099,0.906171521033822,0.985518855857019,0.999789024653041,0.999094257632414,0.990619474309461,0.92176464481,0.930481130026023,73.5898492805755,68.1234,50.4854,56.4182,78.55755,1.64991112330995,13.4372829194248,NA,1.1187,35.54275,54.70265,48.3075,50.4854,55.85885,60.786175,87.87,71.123925,50.4854,56.97755,96.328925,84.893634375,73.3567348275862,81.3737,70.2961,73.95355,94.439725,54.524575,87.512375,3.15888012801332,1.61675273059721,0.864101712309171,0.863867564090118,-0.210726954712253,-0.211117939067291,"KIRP"
"ZNF567",0.781884429569144,0.994913612666849,0.999993610886201,0.99844850314705,0.920779980753164,0.98825446136397,0.699275495074653,0.436852783875218,0.822918633622699,0.954635411242834,78.3225730215827,93.0665,90.6149,71.90485,49.83725,1.84933584826367,19.7814976537504,NA,13.01945,18.62295,59.98615,65.2741,90.6149,65.395125,40.525775,92.9816,97.3367,90.6149,78.414575,59.148725,87.099559375,78.4390837931034,83.63215,78.021,74.040975,95.9267,59.98615,92.875475,3.73556065775127,1.82552540822619,0.900568089620183,0.932906782858028,-0.151092736197537,-0.100195162392451,"KIRP"
"ZNF573",0.561426256452096,0.953591455017866,0.999987291241821,0.999976160287195,0.962374308023291,0.984878545899507,0.619481595076747,0.990045051667824,0.999306027870805,0.884587576600939,17.752935971223,10.7616,9.7087,16.9431,6.4447,0.679210119188728,3.7794524710157,NA,8.4025,0.0266000000000002,8.9547,6.14135,9.7087,12.74185,6.4314,24.827875,9.158825,9.7087,21.14435,6.458,26.28395,17.5101534482759,28.54715,14.31305,21.0355,34.665475,8.572625,24.4995,1.68043723191413,0.661801346087953,0.666191856561737,0.501382800034329,-0.585990376074444,-0.996015589602626,"KIRP"
"ZNF527",0.943853341930349,0.996809815926403,0.999999605003463,0.994873637428593,0.951142421411672,0.985948467656936,0.98124452013919,0.910312601825458,0.973922641958876,0.999961565884224,91.763235971223,102.811733333333,104.2071,81.79925,77.73625,2.03283409835383,37.0295831408408,NA,16.62075,9.97835,67.757275,61.259975,104.2071,73.488875,72.747075,108.82465,78.758925,104.2071,90.109625,82.725425,118.578715625,91.8203217241379,121.20035,87.22215,102.170125,136.886725,67.6252,107.771025,3.928311491552,2.07768245386095,0.774340666789778,0.719652624765522,-0.368959683348677,-0.474627407030192,"KIRP"
"ZNF33A",0.999999940102568,0.999965627616552,0.999964877514097,0.999696759623404,0.999773799415908,0.999999960788853,0.246236297663047,0.380833552452822,0.808733577803793,0.680926229719148,939.406882014389,942.908933333333,897.7346,888.3848,394.6469,22.4599536955175,174.554352526313,NA,54.999,278.5449,691.384225,704.459925,897.7346,860.8853,255.37445,1151.861475,885.3945,897.7346,915.8843,533.91935,1060.613721875,933.668427241379,1058.23695,897.50655,952.78585,1167.321975,680.358625,1141.722075,33.2575615834052,22.0412163148731,0.880309586784149,0.84811492360005,-0.183917115714615,-0.237668324822895,"KIRP"
"ZKSCAN3",0.121012583021131,0.999902242463634,0.936451072809796,0.99733322706295,0.56504664634587,0.997960829281001,0.99993207123426,0.677602766508868,0.999680957824836,0.999905520082921,79.6728902877698,48.33055,75.0809,87.1862,82.64155,1.92311043446674,6.11763500511704,NA,21.1087,4.91075,57.31965,41.54445,75.0809,76.63185,80.186175,99.25745,52.612625,75.0809,97.74055,85.096925,74.93915,79.0116196551724,74.61185,74.3708,68.039625,84.50925,57.13375,98.110875,2.39402533427893,1.87033401556149,1.05434368624641,0.996769279946818,0.0763452214538014,-0.00466848915720126,"KIRP"
"ZNF676",0.992982608297104,0.994856621018483,0.984272185608287,0.966486525824462,0.935834913870146,0.999998063210016,0.974899833625567,0.998090176613321,0.962514419218755,0.901283479805339,17.0828510791367,23.5555166666667,2.589,0.1646,32.7099,2.21170446445876,10.3272416146622,NA,0.1646,30.0453,0.607675,2.724575,2.589,0.0823,17.68725,16.3537,45.321075,2.589,0.2469,47.73255,33.21575,17.1273189655172,30.22525,2.80615,20.292875,40.1914,0.607675,16.887675,3.2983573645795,2.13853438136428,0.515638483716828,0.092841250279154,-0.955568154315134,-3.42909023840438,"KIRP"
"ZNF699",0.693685447411125,0.996720724095123,0.999814650045601,0.998527919701185,0.895272493287067,0.991261707003011,0.743755032515402,0.994620770765768,0.993725648506774,0.82479800790975,19.2093165467626,10.6719333333333,13.5922,22.45045,5.46895,0.962970258120883,4.59939950396909,NA,12.11175,1.66235,8.2185,2.0242,13.5922,16.394575,4.637775,25.191675,16.3497,13.5922,28.506325,6.300125,31.424040625,18.91009,31.7491,15.65345,25.865725,39.1591,7.79525,24.86875,1.73849527228325,0.934966060298345,0.601771434350671,0.49303602306837,-0.732712470267877,-1.02023503570106,"KIRP"
"ZNF250",0.995085699577704,0.999999976766168,0.999830784220531,0.655497177315364,0.643083997940361,0.938523116951928,0.970400241763916,0.996801300902189,0.99561244738968,0.622290444368629,446.180772302158,406.24945,450.6214,685.17385,335.5287,14.9236717907578,54.3786159708008,NA,322.57465,137.7023,286.03335,324.04685,450.6214,523.886525,266.67755,548.978725,442.194525,450.6214,846.461175,404.37985,287.98843125,445.585120344828,276.60635,391.10285,231.0681,316.408325,286.03335,546.0999,12.9405181834967,14.5206014709958,1.54723270796256,1.41393301346842,0.62969019832231,0.499713772604087,"KIRP"
"ZNF79",0.784500466368602,0.99998971605045,0.986133692864538,0.982070170549225,0.830065198195608,0.99912524950114,0.722247874669577,0.986407686329033,0.933076100408039,0.706273602345755,85.2650431654676,69.4404333333333,88.0259,98.3444,55.46555,2.00990804397863,16.0545970369583,NA,25.27,18.38295,62.63975,40.58815,88.0259,85.7094,46.274075,101.91205,87.674925,88.0259,110.9794,64.657025,86.711278125,84.8796896551724,88.5483,79.8466,75.1625,95.44575,62.422825,101.6784,3.05781889129991,1.96784410937295,0.978877159817812,0.901729338677309,-0.0308002688081426,-0.149233632964649,"KIRP"
"ZNF681",0.366763828157946,0.999496345557088,0.898365556828551,0.955425365951236,0.998102616008407,0.977033154255506,0.963898018795517,0.566997434322716,0.999594482502904,0.86810882353395,50.5722643884892,81.9521666666667,41.4239,71.50835,30.8356,2.49050701794551,25.1483915470508,NA,22.96165,19.7964,28.652575,39.9919,41.4239,60.027525,20.9374,58.284525,128.076525,41.4239,82.989175,40.7338,46.710315625,51.1620037931035,44.48345,42.2783,37.269975,55.190625,28.951375,59.19435,2.47039442269277,2.45738763680199,1.09530417657295,0.950427630950387,0.131331575847897,-0.0733513159291957,"KIRP"
"ZNF766",0.9999808760863,0.845452278311271,0.892702289885122,0.999828010829126,0.999689644430281,0.884421348354679,0.966470596998018,0.98563110357635,0.990866022500939,0.978002009625127,341.472997122302,338.157866666667,255.6634,351.36785,302.76075,5.02957063802713,38.5824082599973,NA,18.28325,48.09765,291.907625,296.65615,255.6634,342.226225,278.711925,386.462575,391.056,255.6634,360.509475,326.809575,303.8521125,340.720664137931,294.51755,334.64385,276.50125,351.900075,290.702875,384.87315,11.2722121571241,4.89894008750672,1.12133715752241,1.13624417288545,0.165220125022807,0.184272895721194,"KIRP"
"ZNF471",0.737358476147084,0.996982481032939,0.934374529537898,0.979544778021956,0.799903881811749,0.999998793447683,0.885636206819439,0.999716816272771,0.924539074286295,0.825675174230255,142.156731654676,66.8381,193.5275,202.28795,43.88875,9.03039391116427,33.6788688208299,NA,8.08125,25.99765,22.736925,12.311025,193.5275,198.247325,30.889925,195.811975,77.4662,193.5275,206.328575,56.887575,181.052678125,140.362437241379,168.54115,93.23545,145.96835,212.445425,21.870325,194.971175,8.82412267422735,8.72451481059901,0.775257448246483,0.55319101596257,-0.367252613363692,-0.854150368137737,"KIRP"
"ZNF836",0.880990815257905,0.992003110188785,0.999998397055613,0.995932173065522,0.931066955227597,0.97830389370446,0.913311852390729,0.998880646687594,0.999930241190822,0.907884821628031,93.7921579136691,79.6918,77.6699,103.37185,71.77105,2.17998464083602,13.8543624038784,NA,41.78945,0.967849999999999,69.936475,52.882125,77.6699,82.477125,71.287125,114.299675,93.121225,77.6699,124.266575,72.254975,134.55086875,93.3048455172414,125.828,90.85915,101.674675,156.89235,68.976175,113.8827,8.12715606236803,2.12371043595755,0.693454054842298,0.722090075340942,-0.528127795679493,-0.469749281123777,"KIRP"
"ZNF493",0.990245758209909,0.999959494148113,0.999994224791269,0.990514562760598,0.968691107281715,0.996281907621219,0.621714050648199,0.588537682670078,0.892322375008258,0.962280631037145,202.95965647482,231.386166666667,220.0647,154.42975,55.18325,8.7930360989652,89.0361699160615,NA,20.02715,29.67885,118.639375,129.63265,220.0647,144.416175,40.343825,238.764325,189.791325,220.0647,164.443325,70.022675,234.6982875,201.979959655172,229.6154,162.60385,196.35655,260.3503,118.639375,236.814375,9.68711115462559,8.63822507712066,0.860594092128484,0.708157423239034,-0.21659515848935,-0.497857988137369,"KIRP"
"ZNF167",0.961759045926651,0.999998787938397,0.998176182531625,0.989063398581586,0.942058582085754,0.999271963004679,0.998250264869897,0.974873806822344,0.999927050779977,0.999937425866171,112.636026618705,135.19075,108.7379,84.9916,95.4395,4.6710614037727,75.9217599078189,NA,74.6529,13.4299,57.19845,36.582675,108.7379,47.66515,88.72455,150.63015,102.449475,108.7379,122.31805,102.15445,77.99400625,112.814926551724,71.2361,103.15495,65.5393,92.043275,57.19845,149.107525,4.44803926075983,4.72345935467356,1.44645636217365,1.44807127285183,0.532522799572172,0.534132612406863,"KIRP"
"ZNF565",0.638486083821937,0.98297245830606,0.84116094680577,0.71577133676065,0.378659581718487,0.998494647979158,0.681594116886101,0.350969396346642,0.997719811611818,0.999999447365729,44.4515485611511,55.1460666666667,34.3042,27.703,26.96405,1.05726511695223,21.0819924237198,NA,4.6615,8.69225,33.1628,29.01955,34.3042,25.37225,22.617925,52.3316,45.818,34.3042,30.03375,31.310175,46.210509375,44.3883644827586,44.0402,41.07045,38.45015,52.12425,32.9409,52.0931,1.67274360979803,1.10093086529046,0.960568604049468,0.932567290793411,-0.058039439676967,-0.100720265936229,"KIRP"
"ZNF34",0.0286828714115283,0.968335318914143,0.42423487352353,0.999995889009786,0.608036608898548,0.980438579840579,0.949805263902729,0.214076826323111,0.999975739591941,0.980223874659264,112.845205035971,164.761833333333,85.4369,114.8221,90.75845,2.46042584683729,41.2596988886384,NA,15.0854,22.29825,82.249575,108.427675,85.4369,107.2794,79.609325,138.389975,174.729625,85.4369,122.3648,101.907575,114.866703125,113.619396896552,112.12385,104.1106,100.0706,133.027125,82.540025,138.118875,4.35263110747416,2.53080024230633,0.9891412724966,0.928532154398908,-0.015751508609825,-0.10697622437273,"KIRP"
