"gene","N1-N0","pathologic_N-N0","pathologic_N-N1","mean-N0","mean-N1","mean-pathologic_N","SEM-N0","SEM-N1","SEM-pathologic_N","Q1-N0","Q1-N1","Q1-pathologic_N","Q3-N0","Q3-N1","Q3-pathologic_N"
"ZNF671",0.811463085623096,0.183546353497505,0.515241896699831,32.4243333333333,80.46625,136.994721582734,9.9899685855918,33.2557732449696,6.16426331263916,24.51915,33.848625,58.124475,41.6666,115.958925,200.728125
"ZNF416",0.784334544280969,0.193388948787497,0.581171872140264,48.0630333333333,63.983825,79.6913827338129,22.7420999295238,14.5109838595559,1.87933308336466,31.7424,52.8536,58.623825,69.9394,71.554875,95.682375
"ZNF586",0.551164476478169,0.877817635253208,0.0836058499127146,110.552533333333,72.507675,124.052810431655,33.171406076134,21.7611840409851,2.86585356155164,92.23355,36.913025,94.948725,143.6613,109.0332,147.9348
"ZNF446",0.00859413851625768,0.0037618798141047,0.709433922019951,581.5029,260.967525,316.876119064748,98.7654175647023,51.6865639361007,8.4339881865806,526.91875,187.1156,229.17825,680.0788,319.660175,366.748425
"ZNF8",0.0456584130032204,0.279804292110199,0.149859366600829,51.5338333333333,112.0851,80.9070179856115,3.24899776050674,38.6760611532078,1.94620117725661,48.59075,60.53625,56.8368,54.1973,139.93635,100.264875
"ZNF264",0.671401173056871,0.471735753792339,0.998136644174698,500.019,654.322725,661.273802517986,198.040825348066,91.4681702364852,14.2087218496594,339.53695,591.014175,489.715075,680.7551,736.79425,824.121525
"ZNF213",0.676472387360724,0.911779671837126,0.69904807459426,501.665233333333,626.450475,547.714144244604,20.5602331867721,61.7629179851926,11.6987821238466,481.98565,555.258075,430.269325,516.6604,680.4487,633.100625
"ZNF343",0.889059482689374,0.940342710027057,0.946572458154211,241.661566666667,275.55265,260.286548561151,24.6205141383043,48.9839059697247,5.77556099649285,226.3955,207.567375,193.819975,266.02295,325.371375,311.7533
"ZNF302",0.975455028561007,0.908336807798816,0.986077826350069,600.7797,559.04865,538.382682374101,180.043299870901,141.200964072078,15.3904552004203,489.21065,375.93335,370.671125,778.9405,651.49915,649.748
"ZNF268",0.744241424730082,0.379008184980134,0.906064267261157,267.220633333333,371.99115,411.882397122302,21.4743001751965,14.783931687562,11.3255299594758,246.6788,358.8643,279.803925,282.91225,384.89205,521.91885
"ZNF184",0.925013975447005,0.880699559094881,0.999843060438943,185.729133333333,162.3894,163.079750719424,60.9573678594402,13.9101376169205,4.88417470361894,124.9607,147.877125,119.3991,220.2665,182.496275,194.485325
"ZNF500",0.643919148991195,0.759864481197635,0.850101177205566,293.448733333333,239.36605,261.003434892086,44.9746229402513,17.9628979216189,4.76615856410775,256.0598,216.01115,202.92465,333.7901,250.4714,310.40015
"ZNF419",0.991629164118462,0.883721297210103,0.743910711981701,126.457566666667,118.7857,148.825939208633,60.1046985294365,41.2128720890492,4.86687556008346,80.36865,78.68235,99.8073,182.91295,161.8689,172.282725
"ZNF175",0.704210753274886,0.289077067795573,0.858628346110641,97.0067333333333,133.344775,149.129019784173,35.3965115163125,16.2082401031787,3.58614446116671,74.7104,115.010975,109.290275,131.9633,155.62645,181.55755
"ZNF14",0.416964636527038,0.301397650135922,0.976204441814236,89.5214333333333,139.938575,134.439982733813,17.5554250394129,18.0975970367328,3.1492981167203,72.28655,122.249025,100.846175,101.0309,146.5465,159.877675
"ZNF85",0.281900007887902,0.655328128853602,0.397285569765876,48.2519666666667,90.124625,66.5807309352518,2.01849370598749,18.4749129843406,2.16679939755517,46.33245,71.660475,45.06195,49.7524,104.09215,76.603725
"ZKSCAN1",0.776957393080053,0.358651524780029,0.84615742534306,291.1771,525.119575,650.575338489209,85.173688237859,194.87858447992,27.2525729480603,236.6425,303.493675,325.99555,375.1048,605.77125,865.12845
"ZNF862",0.605035372602007,0.960020235994541,0.492143598649297,1118.74816666667,550.110875,995.809236330935,642.106629432073,101.016887910639,46.7478785950757,491.4018,412.358625,518.221575,1550.9671,698.2652,1259.7756
"ZNF684",0.993422893456885,0.830977630410235,0.870167439195531,84.1193666666667,90.112425,108.261631294964,9.09416509129771,41.1350400013252,4.30900780575278,77.75645,51.0978,63.82825,92.9278,104.925575,135.835775
"ZNF430",0.399211673318939,0.281584789720899,0.976377771288117,20.282,59.970025,55.7616305755396,2.06051913119,8.8596647753903,2.42582583702091,18.31735,50.84875,30.527625,21.8023,61.728025,71.0992
"ZFP30",0.373900760272113,0.300595835159971,0.943848225034966,93.7353333333333,157.466175,147.316057553957,9.65754323319917,30.5484809475413,3.74626021185566,84.41205,104.7465,106.700575,100.57835,207.038125,179.00175
"ZNF549",0.707425321384694,0.0516013201058566,0.293435606449384,34.1030666666667,78.246875,133.203741366906,16.1760381136558,32.2867257497405,4.3879003099467,18.08645,32.492325,83.69675,44.0733,115.417,174.16105
"ZNF211",0.900078759481369,0.400204945888364,0.686238279758968,93.8342,144.018675,206.659675179856,43.7254196076302,27.6451646784863,9.08126418790383,55.2781,115.4616,119.78125,130.97295,171.046925,253.64225
"ZNF205",0.0269306169596535,0.00623006134426063,0.926318810464269,971.104033333333,453.774725,502.790639208633,291.488005105701,75.694182604757,15.5647646864138,679.63635,406.97705,327.9627,1119.81865,551.408025,582.3901
"ZNF45",0.666935129873194,0.2307051002079,0.826612566936078,110.468933333333,154.307075,174.109445323741,14.929369193677,29.2435350516536,4.02758369219552,98.9389,120.356225,125.65755,124.44725,163.42375,210.632675
"ZNF133",0.871777262457477,0.961903044071403,0.893983364586834,394.9157,303.47765,357.956834892086,95.9980152559416,33.3794045306508,14.4838498880249,300.3706,275.985325,217.192775,456.5977,327.067225,419.7724
"ZNF436",0.956224053001988,0.966310471055521,0.988505379018146,382.596666666667,337.321225,352.490496402878,102.654692101828,38.7408756649523,12.5455475458136,288.04835,315.73055,247.26335,464.4967,374.010975,388.19185
"ZNF484",0.258070328017737,0.283169638727291,0.799689989901393,35.3408333333333,61.5499,54.5586784172662,3.7858465483664,13.8806371763571,1.30645577870043,32.99895,49.873775,39.771725,39.08785,66.910675,67.0451
"ZNF780B",0.785363816597324,0.58933659415921,0.991271098021521,200.079566666667,286.705525,297.576374460432,64.1060062623967,79.8158238359242,10.2953378809241,136.14285,207.53475,174.2995,236.07995,297.304775,380.015
"ZNF557",0.993429506343175,0.556975076967169,0.562154164848942,119.571866666667,123.660475,148.91204676259,24.7217139088517,15.1913761797264,2.94836958241384,94.9851,109.296,113.5625,134.0992,127.686975,174.1208
"ZNF337",0.971682797409676,0.984891127031495,0.986897128245365,737.4814,865.037,808.051358992806,304.329697641423,343.863638391361,43.9811271404219,436.5229,422.674825,362.15795,927.0811,1056.722825,946.730675
"ZNF317",0.652675523675933,0.144183754508426,0.678961321655511,485.048366666667,575.07185,631.607270503597,29.7330542561828,62.2226198120975,8.05367997703644,455.37885,495.1236,545.857225,501.5656,653.3584,705.55685
"ZNF426",0.43255588315116,0.142747703108387,0.949832346263223,13.0219,61.6579,69.5822086330935,6.05192272945824,26.6095884055917,3.09778704885973,7.34985,28.529375,29.023825,17.68555,90.482225,94.839225
"ZNF331",0.637736508108198,0.535950670682242,0.98872401831332,186.123333333333,372.49125,353.012274100719,53.462886997316,137.670290712318,16.2230017064094,139.7866,178.354,194.6102,232.38695,505.7082,421.46475
"ZNF227",0.9989275516579,0.936151001312939,0.887372424044364,173.5612,171.424975,186.295044604317,29.1924741913049,51.3243899833269,3.77396774826431,144.78785,143.362625,147.376875,192.2165,230.72845,214.372225
"ZNF141",0.883457234514286,0.301237981648056,0.0417818231094235,131.162133333333,153.049075,79.1972892086331,38.0811638646691,110.188506292076,3.37094390530511,109.80265,35.12835,45.536875,169.145,175.536225,92.332975
"ZNF304",0.725355533049431,0.152328286452336,0.586797216641339,102.2596,157.812025,205.043719784173,42.3998841321923,18.0306601478045,5.74421021206358,72.31825,135.13915,145.86195,143.2293,177.652775,253.64125
"ZNF132",0.989220316996786,0.234695495041643,0.0934033586374465,71.4594,65.62215,123.032439568345,31.2299732187419,16.9596134936551,3.28017321964767,45.9272,47.260125,82.13405,99.79995,70.671775,153.406725
"ZNF20",0.795321927984027,0.530128406901186,0.0699081560845958,97.8675,80.382125,120.022401798561,28.1095805378404,12.2116685818234,2.12795306666291,73.8005,75.158425,98.34985,122.4786,95.69025,138.4853
"ZNF670",0.160153767599221,0.064761081159315,0.980455527133271,17.8618333333333,41.644975,40.0277841726619,4.56612778122168,4.22088397285351,1.02486254751097,15.09325,35.789125,28.863175,22.3907,46.14805,48.204675
"ZFP37",0.904491098075791,0.851277653492154,0.41294583402936,43.1434,33.971025,51.9741356115108,7.60046050271517,10.512592046555,1.69615939760713,36.4686,27.72825,30.298275,49.6289,44.292825,69.86145
"ZNF189",0.427087871779372,0.435639269271627,0.885193848941733,708.877433333333,466.8962,527.140913309353,299.947565601414,105.145013828965,15.0997014439092,409.0674,343.6255,362.2909,866.64785,538.2391,606.266675
"ZNF434",0.855885044302447,0.89969769195611,0.951182825041096,288.710966666667,323.216425,310.319142805755,26.2375965210442,38.1093250531803,5.11569915119068,262.49995,274.343375,253.7941,302.839,377.47145,356.07055
"ZNF287",0.994157999269069,0.237090372619933,0.107270179139928,108.635066666667,102.8691,177.677243884892,43.2232227325517,25.509219714089,4.40359347943058,77.9203,81.088125,125.8597,150.32945,131.689625,224.541425
"ZIM3",1.88095753175244e-05,0.973256329023771,2.93403523698998e-10,0,1.592875,0.0583302158273381,0,1.592875,0.0188834797762201,0,0,0,0,1.592875,0
"ZFP14",0.743004796217912,0.475899677361754,0.97203054216626,117.735833333333,153.86305,161.216913669065,2.09881396057657,41.7219121503018,3.86036817296271,115.64315,101.98875,119.2117,118.921,171.44455,195.111175
"ZNF473",0.117491215357157,0.49278203737535,0.205856322588833,137.0146,222.74555,174.278524820144,23.3416938409219,35.3426545197278,3.38523300845743,113.81245,215.092875,136.745875,150.82275,261.469525,204.5132
"ZNF614",0.464100140235417,0.494925182908665,0.876402966133655,80.0037666666667,169.232075,144.899316546763,11.254775335731,19.5881207052206,5.96870542789685,70.4367,145.25315,86.6779,89.9211,197.994875,177.2971
"POGK",0.408977740930051,0.853755663543808,0.385154298269256,1223.40686666667,1750.109525,1391.28537769784,11.8842572201398,443.307566995396,32.1908285680209,1214.0538,1213.93595,1043.887775,1234.43295,1997.248825,1544.338475
"ZNF514",0.430710027533493,0.648441467308048,0.667765162121735,176.1762,334.955325,262.584100359712,22.5055437508924,223.900816598676,9.75204447740693,158.615,98.833825,147.417225,197.14605,362.1944,335.28645
"ZNF300",0.56286877692709,0.994290881800296,0.324687600210439,240.6786,81.906825,228.659899640288,45.7852444392659,27.0887775862802,12.2840259858623,206.946,40.40305,103.08455,284.35535,123.524875,292.114925
"RBAK",0.841277691610723,0.510435621760756,0.90466104641258,361.350366666667,445.571175,487.840531294964,74.1431520508206,47.0132084257955,11.8782156462987,287.8069,391.6017,351.399,406.2722,476.363075,608.621375
"ZNF92",0.387529555512412,0.354618280266556,0.911937449621298,107.2348,191.4794,174.212017266187,48.1616541656326,13.463491462408,5.05214456377842,59.2381,171.110125,112.8953,134.68225,205.263325,223.67305
"ZNF157",0.538336454923814,0.75320047869401,0.713323350481163,1.98093333333333,4.3426,3.1936881294964,1.31720520463256,1.96897104811963,0.174045026250817,0.7337,2.432,0.970325,2.9714,4.68015,4.695825
"ZNF182",0.269653072114572,0.960645139668727,0.104970716042643,189.1033,296.143025,203.275873741007,39.2451982698945,141.968379502963,5.16802029777892,156.3879,131.697275,142.925025,224.23375,333.7435,242.87055
"ZNF673",0.885719453408488,0.933563998666288,0.950102901611231,202.876766666667,181.12075,190.434464028777,40.2268937112695,23.2402306668666,3.64378842985773,171.8867,164.2274,152.148,240.5836,201.12655,216.77055
"ZNF41",0.583935079742456,0.0643203316495622,0.517481749409432,87.8092,150.515875,196.289225899281,17.7452548725004,14.8685404883025,5.01391107063448,73.01975,131.485075,143.093475,103.69655,166.8425,235.88625
"ZNF7",0.931933723088203,0.189932264196667,0.306742443831148,436.520566666667,406.1987,324.008438129496,105.524169587388,77.6218153076075,6.581179459527,331.7214,345.611775,249.20135,499.61425,453.215875,372.995025
"ZNF214",0.850444907565528,0.674912405883446,0.987312821176934,60.0706333333333,76.942225,80.0636,10.9090040318893,30.9003515677782,2.43236219945103,49.38695,44.033625,53.255525,67.3227,80.73725,103.948825
"ZNF215",0.834862696600656,0.996328519101382,0.719171213020878,44.3233666666667,31.940175,42.9807370503597,3.9629599233962,12.9199141321563,1.70570784776998,40.62725,23.2549,24.089925,47.4095,40.483575,52.7361
"ZNF547",0.980481047510355,0.991225550477325,0.902065175135153,40.9610333333333,36.538275,43.2084758992806,22.5562273975011,15.903435272941,1.83167534958988,20.87295,17.62035,23.552725,59.88985,50.043875,55.54405
"ZNF773",0.730450710355831,0.60208308300711,0.999192654501904,58.9521333333333,82.896475,82.0968205035971,26.9809597815653,26.0034553880305,2.4781180539173,37.43775,74.4326,58.0847,83.80995,107.841025,101.081425
"ZNF776",0.40630158796842,0.421006819201965,0.873071553031127,207.841866666667,336.23275,303.460871942446,28.5105043743725,93.7836402273561,7.84193553109122,180.55225,240.3792,214.329825,228.6347,385.6888,365.82645
"ZNF256",0.925113670493743,0.745959140149749,0.33639186649422,61.4398666666667,51.1195,76.6716377697842,26.0802937887551,18.647204995298,2.15083903217929,45.20455,30.0882,55.165225,87.2337,76.1978,91.599325
"ZNF599",0.934160698928618,0.764442938874854,0.959999215593092,93.4064,108.47655,116.168628776978,19.9713664359753,14.978354354451,3.38669008889149,82.1782,90.8984,78.627825,113.3239,116.486,146.76565
"ZNF18",0.573863963954063,0.999274192699015,0.261628430000293,248.8957,161.803575,251.284088129496,24.8300542722591,22.6516201766884,6.85205099208875,229.63395,133.5044,182.8043,272.0963,190.983325,295.4048
"ZKSCAN2",0.823576792420492,0.858692443125358,0.953388592982721,237.7384,276.86135,264.076151079137,48.2582326033946,46.7961696663039,5.17026908999049,190.35145,231.253475,202.525975,269.3376,318.205725,313.026625
"ZNF689",0.706217510951453,0.425192030321131,0.970296373354987,87.4752333333333,131.7278,140.308623741007,38.805886898525,24.0353391332083,4.3850694118162,50.8557,93.831075,86.70485,116.90615,169.909525,183.694575
"ZNF19",0.546988885805473,0.954442581013975,0.422049544987347,160.923033333333,107.54205,149.66778057554,22.0026588332966,16.918895270008,4.02396434709225,142.2324,87.398725,100.68395,180.32235,127.735225,191.596525
"ZNF230",0.878281514944116,0.983524245044698,0.617774582003327,79.9737333333333,69.559175,82.8043255395683,13.875472066484,7.34542420971213,1.693003870877,68.23645,63.3124,62.921925,92.25125,76.703575,98.55095
"ZNF222",0.899898343732348,0.267365003930755,0.497666781061498,24.8981666666667,31.7545,43.4078755395683,9.58013727534446,9.53779248175384,1.23291939193453,18.486,25.985675,30.402725,34.26845,43.455875,53.65475
"ZNF221",0.652313718696188,0.387232296766573,0.982275867605826,4.90113333333333,11.54965,12.4451669064748,1.53698636876772,7.13959239937174,0.59063375436024,3.3736,2.24395,5.434225,5.8123,16.2516,16.5694
"ZNF233",0.999206552317448,0.997660956704056,0.999829723578338,15.1526,15.816725,16.0195460431655,0.864167925424992,10.1197405686752,1.38100885214168,14.29165,4.1629,5.4411,15.6476,18.776775,16.159
"ZNF235",0.60947628387507,0.444218417677303,0.999229084733455,40.4911333333333,60.09405,59.5848834532374,8.56713452178991,12.2363081246959,1.62703559585668,32.12335,47.12325,39.61115,46.26625,65.5817,75.826175
"ZNF208",0.975419958380844,0.746995906790214,0.863091645098059,3.91536666666667,42.4503,104.277793884892,2.02552069217879,17.5958397845911,14.3676245884952,2.48635,21.587675,3.555675,5.87305,62.691425,92.431025
"ZNF714",0.117316083721317,0.459969850616206,0.230024479153344,25.8312,139.872925,77.7526,7.3529588176008,88.3613246413872,4.41160084453809,20.2739,43.816275,37.85295,32.7796,155.6223,92.13655
"ZNF394",0.193320320333953,0.377980951793675,0.51637994235232,580.701633333333,360.1043,452.016446402878,243.772052821267,30.6425049106901,9.82312463399285,336.93655,342.610975,342.6895,704.18055,387.707675,533.3925
"ZNF333",0.959605571670678,0.910806876175139,0.998029072559869,123.713066666667,138.4468,140.571466546763,30.2685759128359,49.6063866033901,4.2144679089774,93.4933,75.234875,92.712775,140.311,163.597675,173.125975
"ZNF382",0.541276772471625,0.788547652934119,0.674327725391201,51.3803,81.99145,65.8333154676259,7.37649023316645,52.8332649449584,2.19558899185273,45.2455,30.00955,39.81695,57.9949,89.42885,86.832875
"ZNF577",0.936880611218665,0.5855652469316,0.811381569088069,44.2655666666667,112.24055,192.530702517986,3.8376776403329,32.3356901384394,15.6525941368802,40.7197,82.9959,42.27905,47.3097,133.63375,231.63695
"ZNF75A",0.690758457811786,0.979306620646238,0.307623603634193,267.270833333333,348.763025,252.565652158273,17.8644939189755,80.2903051716434,7.80573858787977,249.48905,259.54345,166.7269,277.64875,391.716175,302.1898
"ZNF496",0.990674170553932,0.504038186836971,0.520793056474919,185.9159,196.683875,256.068268705036,75.9069560178337,30.5196577241995,6.4988242496724,110.4625,166.109425,181.375725,230.8181,225.3653,321.6713
"ZNF2",0.708926886534729,0.922658824496426,0.728443708624043,115.548333333333,135.311675,122.806979856115,5.9812785103001,16.0771100108392,1.96896703097135,110.6671,120.449875,101.0929,120.9826,142.22935,141.11765
"ZNF589",0.927020738401601,0.801489867360683,0.400130042875412,188.596466666667,158.6835,227.465439928058,6.21567221688674,37.640682332263,6.37350748720668,182.38115,110.0899,156.42945,191.7617,179.56775,275.9511
"PRDM9",0.247924853821742,0.983556791833833,0.0688088948240719,0.165766666666667,7.5711,0.776336330935252,0.165766666666667,7.5711,0.354661491102732,0,0,0,0.24865,7.5711,0
"ZNF12",0.663728225103375,0.981397818130055,0.516748126577238,884.649333333333,687.69025,852.656746043166,210.245929759368,51.2453039906178,17.964778267849,704.817,623.425725,635.778425,1068.89345,712.678625,1039.121375
"ZNF202",0.998762583610127,0.9528075234102,0.910202036449398,189.520233333333,186.434475,204.176419064748,62.7308203710195,22.8665044344479,5.12138383334092,130.20845,148.5809,151.5415,236.86655,219.168575,232.804225
"ZNF3",0.274486570787891,0.523652736757899,0.526069693038556,967.469733333333,597.0215,768.780145323741,334.962788797554,38.2414940588536,18.8405088680482,643.55235,563.7376,556.8623,1203.30805,611.8104,918.060925
"ZNF606",0.523769309278078,0.456228318522945,0.961366882031577,146.720666666667,225.974025,213.104793884892,70.4122942242412,64.8362852098059,5.69344091741737,92.42145,154.113675,146.285875,212.69185,240.87245,265.4252
"ZNF91",0.453991865820127,0.573469760555419,0.786584436405734,211.4037,330.303775,287.166498920863,10.9693750894631,75.2189307401221,7.79190721604373,201.6499,258.941125,202.983275,220.6272,351.364,347.6776
"ZNF226",0.844951374767619,0.989031406100082,0.777718368547974,303.730133333333,249.252275,293.142921582734,76.304866247886,42.134790311914,7.75656628946996,227.7889,201.776175,207.757125,348.14445,260.2027,350.4227
"ZNF229",0.589867332605384,0.28618338179588,0.964134962062523,42.0429666666667,108.480075,119.981978057554,18.9807990137694,77.6409031094583,5.27843698759736,29.31535,7.0797,50.30385,60.6014,151.796175,171.50435
"ZNF180",0.994686848586496,0.747619656363106,0.77009592094941,85.4882,88.541425,102.652131654676,18.4532130864338,8.6061472254212,2.45321617852573,67.3372,83.194925,75.13355,97.4441,96.63775,118.619075
"ZNF641",0.522469760341629,0.131465907942932,0.832066746558491,39.8889333333333,85.94775,102.081024820144,4.91124188786412,11.1968355977258,3.35186325316569,37.20785,74.5566,66.247625,44.79305,101.34575,136.26985
"ZNF610",0.982518036037797,0.938364181323284,0.992045925363413,86.0327333333333,92.507725,95.3804338129496,21.4770378007407,35.7777540103804,2.82688735032701,65.58615,47.55375,59.830025,101.94815,148.453975,129.55195
"ZNF528",0.509467827053233,0.88527806111915,0.0689536837781005,340.670866666667,503.593575,288.144652158273,50.1519929252512,314.127860353892,10.9536662111834,290.56295,118.02535,159.71115,367.54535,683.503025,361.09415
"ZNF701",0.205738852856838,0.329969687992631,0.614168909155143,70.6768333333333,132.73235,110.103148561151,6.92616149593538,41.8125632836691,2.83847642335017,64.14335,80.592375,76.48585,75.93455,164.331625,134.21875
"ZNF283",0.975775399648638,0.997030148295616,0.969960077461567,34.4180333333333,37.188575,35.1512741007194,2.00539762419105,3.46708289401311,1.03970544165288,32.5384,33.876325,23.76025,35.9632,41.22985,45.64965
"ZNF558",0.90259538644426,0.730174277975555,0.974282642059499,280.342966666667,367.391025,396.322089928058,140.310193222212,147.978803404763,15.8358315538437,148.6876,207.3499,238.73245,388.18685,387.081325,482.91725
"ZNF597",0.770568617585895,0.435621371806497,0.92519170681386,27.7410333333333,39.089025,43.1730895683453,4.42935658470217,15.5641305533683,1.29135493062041,24.37015,23.679025,28.729475,31.9149,41.90915,53.4898
"ZNF30",0.817070567865302,0.812046235341821,0.976002978225954,51.4069,62.6352,60.0698571942446,10.0273794474595,14.9202303630563,1.45400821092322,45.78265,46.886,43.45,61.4084,69.2571,71.6096
"ZNF354A",1.01773217797696e-05,0.890154352409668,1.16384679671455e-12,385.701533333333,1420.826675,309.400468345324,49.2868089831121,1194.4604672947,8.77696069053255,336.4393,224.120825,213.989,411.6804,1432.7485,370.066
"ZNF764",0.901682395305321,0.188326745841245,0.36304493546382,272.416133333333,253.3361,213.841570143885,51.7615728600646,30.3868736513263,3.43699773357542,222.35575,226.23535,176.40495,308.8443,264.4122,241.94515
"ZNF747",0.0597898533159478,0.37444234036724,0.135212407661324,421.493633333333,257.884025,348.542302158273,114.110308930472,84.8525635136949,5.48590423471332,322.6807,224.5594,280.2477,520.32555,345.685825,399.56695
"ZNF778",0.868035872672851,0.635136720580083,0.958059762157145,44.1216666666667,56.434125,60.8993,11.4834055833237,7.38224132116787,1.91960239311502,33.8549,44.842,40.5193,53.71,67.870775,71.48855
"ZNF212",0.115766914819924,0.0303538609784031,0.996078438007345,595.5041,374.219375,380.399530215827,223.59033530706,36.9428436816563,8.56029049952378,384.45205,365.59325,278.574075,764.96175,410.348525,445.771625
"ZNF282",0.181560726909823,0.0345727140418883,0.978784261029341,1362.95913333333,941.1391,910.148867266187,386.109522545008,205.095013617409,18.393860108198,1050.67495,793.035425,726.2863,1715.7465,1222.030475,1026.76175
"ZNF160",0.989467072188167,0.995721338468008,0.94781618869068,676.6771,720.86265,655.308404316547,126.288583989567,301.278779038964,24.9545000455764,557.202,392.407,412.86975,771.85305,777.23195,789.83465
"ZNF415",0.784149002873458,0.735781733995686,0.988114283358596,99.6586,144.7476,138.16070971223,8.82392971016882,33.8008141658353,5.35745712156355,91.5275,100.4359,66.502225,106.69235,176.1742,193.04525
"ZNF439",0.898541827656884,0.997685127080172,0.823654757681363,129.787033333333,96.396875,126.053484532374,76.1708697845691,34.7271299819602,5.94990269177425,59.3174,58.261,56.6648,190.0623,133.225725,166.78285
"ZNF440",0.899195018173616,0.770696345571761,0.99115671239807,146.1043,222.82345,237.443751438849,31.2466336321744,105.035528581004,13.7759769406141,123.41175,103.454625,140.409675,176.053,251.340125,279.9069
"ZNF562",0.327981714829691,0.173371644281941,0.994783703892044,164.8056,302.839425,296.630921942446,7.51061005977544,87.3268562727161,7.58168107142446,157.45205,217.529925,221.34785,169.8056,338.0881,340.6728
"ZNF561",0.465147212076531,0.352696381651243,0.977923930039976,376.2278,556.1482,535.943864388489,93.871661373086,176.726183183925,11.8325180562905,304.02345,355.8084,425.464075,464.2801,646.92845,604.6606
"ZNF584",0.948736609584814,0.999999996306727,0.886002687037434,169.6356,159.074675,169.637725899281,13.7970771430039,23.9126622821249,2.68865100962479,157.47065,122.127,139.4464,181.35545,193.394125,194.159225
"ZNF274",0.996076951474546,0.353977479061431,0.311876377053976,342.549166666667,354.784875,494.273631654676,88.8883479656798,62.8598542467206,11.4276155008512,271.34395,310.73905,364.775075,424.23015,433.189475,593.6249
"ZIK1",0.693361040625174,0.254942218181708,0.827658697604356,15.1265666666667,45.214925,59.4636370503597,6.61949157522271,19.1574964384866,2.91079425640126,9.11685,30.132425,26.0843,20.5347,53.6853,80.5466
"ZNF540",0.996604249842485,0.993560345998182,0.999982421528877,81.0402,77.5348,77.3686496402878,11.2763489308375,36.2348684943338,3.50547109350548,69.83615,43.759775,37.184475,87.7463,92.435875,100.67965
"ZNF570",0.802342775176221,0.441393465339051,0.894995644891775,32.9823,45.712875,51.6680697841727,3.67908588420185,10.4837252059541,1.58897860564631,29.58285,30.78415,30.9376,35.90045,53.479625,67.618675
"ZNF57",0.97940515743956,0.274642317417022,0.302855781965657,61.4458333333333,69.416175,109.402530935252,27.814865903945,7.32979366016704,3.23968086811863,37.22095,61.921775,76.450775,85.39535,74.8151,126.95385
"ZNF556",0.920130172911271,0.548124079207661,0.81100764600195,0,3.579275,7.32481007194245,0,2.66262386421584,0.728875067160121,0,0.613875,0.3202,0,4.38965,10.74985
"ZNF554",0.770518032241104,0.871026350022703,0.238419435168675,112.810233333333,90.853975,124.949147841727,26.9204732045045,10.5378271468691,2.51283032503832,97.68195,78.36655,96.6308,139.6587,106.043125,146.15085
"ZNF738",0.112399311191139,0.712186075698587,0.0840731634410874,100.782466666667,219.850125,136.205803597122,9.25881909970765,95.7943088322263,4.54547668098456,94.83135,122.7817,83.96275,109.9007,223.625075,166.743125
"ZNF596",0.413543549459056,0.989846265608389,0.182021841629688,102.750366666667,41.32805,97.7478435251799,20.848422274226,8.00241998236575,3.82737668548123,85.8937,31.5961,55.064025,121.8033,52.7036,122.473225
