"gene","TUMOR FREE-[Unknown]","WITH TUMOR-[Unknown]","WITH TUMOR-TUMOR FREE","mean-[Unknown]","mean-TUMOR FREE","mean-WITH TUMOR","SEM-[Unknown]","SEM-TUMOR FREE","SEM-WITH TUMOR","Q1-[Unknown]","Q1-TUMOR FREE","Q1-WITH TUMOR","Q3-[Unknown]","Q3-TUMOR FREE","Q3-WITH TUMOR","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF586",0.353607447089276,0.00416270305293165,0.00738986588668034,138.817915384615,125.305344954128,100.371082051282,8.88456651376756,3.18909362315066,7.90562138082016,105.081625,101.0854,73.5233,168.7008,148.104675,124.58645,126.608075,123.233772413793,118.85645,119.6513,107.774225,142.84975,94.948725,147.5674,4.86170055291455,2.80180494418359,0.973348440956812,1.00668747888735,-0.0389717389538884,0.00961587536282844,"KIRP"
"ZNF446",0.560733145694425,0.722140824993212,0.993973901853525,346.440669230769,315.874152293578,318.486748717949,24.1813794052135,9.9185157914618,22.237912548622,266.5318,217.5149,219.5983,411.3018,365.21925,378.011,263.497053125,318.697742758621,253.8523,292.45565,236.261125,280.900925,227.720925,373.97105,9.35262056332297,8.35132740544975,1.20949262611842,1.1520701210901,0.274401973704098,0.204228529514787,"KIRP"
"ZNF8",0.625375412828966,0.400395856185654,0.715866489702841,74.6367576923077,81.0398642201835,85.5654076923077,5.58074546094715,2.14990817240638,7.02960037047158,60.799375,56.728525,53.49555,93.371675,101.833875,101.6568,81.973490625,80.8191817241379,79.6548,74.48165,69.744125,95.434175,56.6421,100.264875,3.61934728275314,1.95134668602332,0.985918509849207,0.93505538900355,-0.0204596879342018,-0.0968762677759278,"KIRP"
"ZNF264",0.490973422616956,0.866250135657385,0.0911166894293315,618.999792307692,674.522984862385,588.624033333333,43.5147760439678,15.7995369233628,40.4061343785355,505.66765,512.3357,412.54505,769.253125,825.873825,812.9043,637.4946875,660.166481724138,632.12955,640.92615,562.544875,687.1283,493.4914,821.994275,22.7791553978976,13.835774572567,1.03556389514875,1.0139158183635,0.050416571781851,0.0199378757425557,"KIRP"
"ZNF213",0.777990417431989,0.855773036152467,0.255772846827232,568.104415384615,541.051004587156,594.098130769231,43.0755612170573,11.3996882978524,45.5995474771838,452.5705,431.143325,403.00145,602.884,637.693175,688.50465,409.883159375,547.585537931035,406.7508,505.93805,350.0942,471.87335,430.67085,633.100625,15.1066178634223,11.2879697269599,1.33595519944271,1.24385262426036,0.417871628601223,0.314815560352691,"KIRP"
"ZNF343",0.902752266397984,0.73329968081967,0.243992279920425,264.756761538462,256.23607293578,282.875794871795,16.3613851893875,6.37258672827786,17.382118551921,212.64425,191.87155,216.9992,288.296725,306.217325,318.02325,204.181196875,259.345228275862,196.1678,237.0566,186.258875,232.73165,193.0912,307.8701,6.80830595606431,5.60780279024102,1.27017194651197,1.20843787818388,0.345023811634179,0.273143310803443,"KIRP"
"ZNF302",0.997066025666899,0.958724485824173,0.876203301685617,538.990303846154,535.078971559633,557.07058974359,49.1139973166477,15.3100985059957,63.7028524144738,398.471975,378.6731,337.80385,627.9545,653.7722,663.5878,491.55044375,537.157846551724,464.0551,503.71405,404.519275,587.9292,370.671125,649.748,20.3788961442544,14.9825386471781,1.09278275176356,1.08546172641999,0.12800661774727,0.118308857157524,"KIRP"
"ZNF268",0.0289583999617739,0.0565750741347247,0.953138809346614,317.946815384615,418.466256880734,428.149969230769,26.5663078364433,13.3808453061081,26.5640929363051,229.7704,272.685825,303.6366,404.1084,535.11755,496.93275,450.02109375,410.523025172414,486.2456,395.90395,378.09065,531.54935,279.803925,515.605225,18.474803296235,11.0920145733448,0.912230628461322,0.814205722375688,-0.132529484889629,-0.296534733868765,"KIRP"
"ZNF184",0.339215634285609,0.286117189605565,0.858561178948155,140.580392307692,164.293280275229,171.730761538462,12.1989042139088,5.77151273559724,10.9546235111405,106.152625,120.0647,118.4865,177.330525,192.122175,219.32815,238.066821875,163.216246206897,248.9228,152.47775,192.467075,267.4535,119.98425,194.485325,9.46433947574003,4.73652302187055,0.685590057956901,0.612550356978148,-0.544581906440849,-0.707099643790368,"KIRP"
"ZNF500",0.636818520297006,0.393696194473392,0.691820478490196,278.063457692308,263.243557798165,252.026033333333,18.5781916977019,5.23492086917648,12.1482522855992,230.72365,204.6839,207.37565,312.81515,310.466075,302.63285,228.25259375,261.503111034483,209.28645,255.1223,185.289775,279.836025,203.403125,310.179875,11.4462753852737,4.61450642175529,1.14567421442273,1.21901011747297,0.196196855563723,0.285710100008577,"KIRP"
"ZNF419",0.124471875777779,0.00682458618102399,0.0877312329379264,182.425430769231,149.789074770642,120.197887179487,22.1116113880744,5.19757862374584,11.8977173199325,117.86385,103.927925,65.51525,191.70045,175.82735,151.02355,128.277428125,147.99082137931,125.6933,136.805,107.335,149.42685,99.8073,172.282725,4.8797954806083,4.73180356282009,1.15367780241977,1.08840328004754,0.206240366310879,0.122213209459505,"KIRP"
"ZNF175",0.713490869507858,0.763853722622181,0.125761073057602,142.024996153846,151.693293119266,131.488694871795,9.06181885438099,4.14158073051904,9.20833339683535,115.441225,111.301725,99.20755,180.4606,179.96935,165.78795,171.588828125,148.267370689655,171.17535,141.57265,152.350575,204.1194,109.290275,179.8451,6.15538957066717,3.48505436344432,0.864085222271257,0.827062132485782,-0.210754486567109,-0.27393237992609,"KIRP"
"ZNF14",0.563657777575756,0.701240858115351,0.998645033253123,123.926226923077,135.003669724771,134.5532,11.4845148416312,3.51495241268531,7.96850305714573,83.158475,101.2689,99.5874,142.29405,159.877675,162.9048,217.53250625,133.526630344828,210.33845,124.8086,182.57445,245.916725,100.02855,159.52795,13.1136122696636,3.05508434395904,0.613823803378478,0.593370351450246,-0.70410350194998,-0.752995252471453,"KIRP"
"ZNF85",0.662044659577767,0.407218273859027,0.683867050827492,59.9605769230769,66.4653811926605,71.696858974359,4.14099392957892,2.50371209590186,6.31474377378894,45.36175,46.119525,41.08235,71.615275,76.051725,89.0689,68.029521875,66.6221220689655,68.27185,58.9951,57.4743,76.585025,45.147375,76.774475,3.53775651816647,2.10327211877897,0.979311925657504,0.864120424450194,-0.0301596416737873,-0.210695713458614,"KIRP"
"ZKSCAN1",0.020448429597261,0.427461622784866,0.342151932048725,430.456961538462,680.957066513761,571.819871794872,44.2658947558328,32.938562905474,49.7803113151768,225.512375,320.5416,376.3686,567.64695,901.242425,723.88605,819.65959375,642.312210344828,887.42,554.63285,741.015775,979.58165,323.333,850.006975,46.3078804435821,26.5162842709154,0.783632882775402,0.62499476009105,-0.351750157693226,-0.678084000508391,"KIRP"
"ZNF862",0.998251121759531,0.398267405446167,0.164605583294787,1027.92239230769,1018.87054357798,773.745235897436,122.944551419158,54.552699765195,107.88413352684,610.40435,555.84785,333.3703,1229.306,1274.5329,818.808,531.5688,987.986286896552,506.81725,779.48315,389.7774,664.74985,508.976375,1253.5798,31.4946839446688,45.3668119321064,1.85862354392611,1.53799648689937,0.894234588272669,0.621052207890998,"KIRP"
"ZNF684",0.160550942942367,0.0169857888205845,0.162125972117031,133.771353846154,107.031405504587,84.6849102564103,27.3383383818736,4.02327184781622,9.42703115615373,94.708075,65.172775,41.55775,125.05215,136.6431,120.8876,138.62829375,107.25511137931,133.16295,95.41705,118.561825,154.1797,63.457625,135.42215,5.78703032886962,4.18269629077556,0.773688461986934,0.716543528060921,-0.370175335784267,-0.480873747957239,"KIRP"
"ZNF430",0.0379631471923267,0.0862875045192363,0.986659015923943,36.3734730769231,56.8189633027523,57.9040358974359,3.80921808045676,2.88550616218586,5.46938794254585,22.2844,30.8697,31.2243,50.697225,73.123225,78.33505,83.182103125,55.202915862069,78.4982,49.72185,65.7495,95.717875,30.298275,69.8658,4.47975029008783,2.34595740391869,0.663639338129189,0.633413887197414,-0.59152868833769,-0.658779597001506,"KIRP"
"ZFP30",0.141180758057252,0.717248636005939,0.494674839713829,125.717426923077,150.398948623853,138.053694871795,11.9741111343927,4.27795443474388,9.75848105310962,94.9161,106.40315,106.25455,155.822375,186.2072,169.6894,167.073003125,146.339225172414,170.49395,139.063,142.520325,194.89905,104.998975,179.00175,7.14037040616858,3.66873608947568,0.875899890677887,0.815647710666566,-0.191162105741008,-0.2939819277613,"KIRP"
"ZNF549",0.907645129353875,0.0693487099854015,0.000663316543030423,132.093811538462,138.386650917431,91.420941025641,14.7453473871824,4.91327690779225,11.0539862870414,87.52875,90.023075,33.02615,152.591775,181.1266,141.44065,174.847353125,131.287737241379,178.03825,124.96525,146.569175,204.001025,82.1588,173.006575,6.95520798422957,4.29364999841664,0.750870601670021,0.701901136413102,-0.413363786899638,-0.510660255313183,"KIRP"
"ZNF211",0.37000322378047,0.0106447747436831,0.0237758006635063,251.426126923077,209.864776146789,141.670658974359,51.3238874502389,9.27017103294777,16.5767878439252,148.82815,125.5873,78.43575,226.056625,255.3104,181.3773,213.439796875,204.208875862069,209.6979,180.36555,182.73535,242.2425,119.78125,247.54425,8.4500381789108,8.75865582772665,0.956751640752652,0.860120916804603,-0.0637836248846974,-0.217388605058825,"KIRP"
"ZNF205",0.0724532035324539,0.175877770637397,0.999607242826595,618.953492307692,498.886863761468,500.106107692308,55.0498357677628,17.3976984821361,45.2683929987413,450.5192,326.79515,339.28315,743.705675,588.947475,531.43775,271.218209375,505.693012758621,268.1468,448.69685,230.328075,319.135425,331.530125,582.3901,10.014420724878,15.4231825979488,1.86452456095757,1.67332539489563,0.898807801530061,0.742718019168913,"KIRP"
"ZNF45",0.654546093728735,0.901903622952225,0.908428279075695,162.912503846154,175.073605963303,170.228423076923,14.2074467106054,4.5067543509827,10.2403031542484,118.683825,126.319125,120.1682,180.63935,214.444825,197.0601,256.37945,172.907029310345,260.5415,163.40375,233.01465,278.180125,123.737775,208.12845,6.50497583294028,3.90299246472954,0.674418442314097,0.627169759903892,-0.568284106840907,-0.673072095843131,"KIRP"
"ZNF133",0.259494662139546,0.154646098830053,0.6898143770562,433.505284615385,355.609570642202,321.48528974359,60.2071539213341,15.8922005986115,33.5376416575632,273.27815,215.01055,227.69905,431.10735,433.16595,336.682,241.126790625,355.952187931034,226.74275,301.1463,187.39995,289.3231,219.789225,405.42615,13.772138311433,13.9461934137074,1.4762033990848,1.32814081155847,0.561891517220793,0.409408111570145,"KIRP"
"ZNF436",0.0791847888723556,0.505124694983056,0.603972013951218,273.753130769231,366.611107798165,332.166833333333,22.9402681192934,15.3235795951375,18.7556462036929,203.188225,257.243425,234.97485,299.057225,394.32245,411.28815,383.559978125,352.263786896552,377.8323,308.3402,345.101,411.622175,247.26335,388.19185,14.4038993940378,12.0838369264964,0.918406004241013,0.816076867964967,-0.122796020969996,-0.293223045865974,"KIRP"
"ZNF484",0.543388676069514,0.252418296026242,0.543036414723543,49.4261346153846,54.1843288990826,58.173658974359,4.03410194720324,1.46024028548202,3.77002117272612,37.309925,40.086825,39.1759,59.82585,67.15645,69.75605,73.92785625,54.3037072413793,72.38495,52.741,63.767,83.01895,39.52515,66.741975,3.60076208979393,1.27781263154121,0.734550005856274,0.728618310850529,-0.445067386617495,-0.45676484309337,"KIRP"
"ZNF780B",0.848189265024738,0.805023270848498,0.261858150728956,283.210442307692,302.57278853211,256.087882051282,28.3555720111017,12.012121080658,23.3299043644095,195.88915,181.7155,144.36425,350.263,382.04195,317.4537,352.9377125,294.542452413793,336.2503,261.046,289.085775,403.450625,172.578675,378.154825,18.4472355191434,9.9976531357649,0.834545139218562,0.77634428876346,-0.260938010110081,-0.365231502349026,"KIRP"
"ZNF557",0.237821152909568,0.78622540719657,0.594178743734188,134.170730769231,150.584220642202,142.331271794872,7.67763319221143,3.41046650630896,7.21123798185752,114.9904,112.82955,110.7136,159.8991,179.030825,158.5363,163.277728125,147.904478275862,168.24795,143.02345,126.189825,194.5358,112.4985,173.38515,7.52195728745109,2.86180478838532,0.905846008358417,0.850075439254981,-0.142662278457095,-0.234337217155103,"KIRP"
"ZNF337",0.266384570039732,0.163757433060793,0.704521265353023,1035.98301923077,800.687159633027,699.591997435897,213.729023300686,47.3311013587647,93.5480742326547,471.175525,362.15795,340.91095,1085.683375,946.730675,802.66905,287.889546875,802.623793793103,267.09815,591.19655,202.331025,365.465325,359.086925,935.1802,19.9978013129493,42.5647687808094,2.78795740416931,2.21340563384658,1.47920851914638,1.1462678670054,"KIRP"
"ZNF317",0.627206500413415,0.0848273843612108,0.112018479579215,602.966415384615,628.487566972477,675.104241025641,24.6418165816738,8.77637314748752,25.3361122697043,542.706075,543.59965,587.707,680.569875,701.82085,736.6762,613.595084375,630.064809655172,628.90335,617.21355,560.869275,668.5665,543.6058,705.55685,14.5498396608961,7.88807758749582,1.02684135792409,0.981412406214723,0.0382133093921315,-0.0270685859926061,"KIRP"
"ZNF426",0.0700812508609145,0.572521238253304,0.467349094725305,48.85955,72.140145412844,61.7746871794872,6.44815052143039,3.4916057857652,8.753077428412,29.023825,31.336775,20.1114,58.662575,98.78025,81.23905,131.21375625,68.7281637931034,128.6575,58.3041,108.205275,166.1222,28.747475,94.142575,7.73829148153026,3.0182068620426,0.523787792967046,0.453172959213415,-0.932945657251392,-1.14186631663404,"KIRP"
"ZNF331",0.394331638035675,0.995430687165053,0.211403088410335,293.297403846154,364.363316513761,287.234382051282,25.5291408269461,18.9512534340311,35.9517865034229,236.001075,208.66,102.47695,352.1657,429.4226,389.0419,1173.97438125,353.483587586207,1047.8942,294.88675,677.30535,1596.385825,192.491575,426.022275,106.08356681237,15.901765890724,0.301099916004838,0.281408896050765,-1.7316857892805,-1.82926015833332,"KIRP"
"ZNF227",0.891777487336554,0.464318458039263,0.466987100022083,178.9916,184.973469266055,197.928635897436,12.8539497497779,4.22773580383695,10.59648642299,151.595725,146.0239,156.05355,196.479675,214.040025,230.5299,217.979340625,185.720734827586,208.98825,175.41965,198.046425,238.4743,147.644425,214.372225,6.50770097824223,3.68466946825883,0.852010719433684,0.839375658679375,-0.231056513290085,-0.252611468227436,"KIRP"
"ZNF141",0.811081620054962,0.956223174278664,0.944799991387702,86.8931576923077,79.0283628440367,82.4584,18.6442864713928,3.3464671754596,14.2745460529834,46.65155,47.861,38.6028,89.966625,94.6951,85.77065,87.354559375,80.2034982758621,68.91585,66.12715,56.70705,94.1532,44.7085,92.570575,11.2310365834552,3.56926038958653,0.918137517373999,0.959534707908268,-0.123217840186133,-0.0595931029309928,"KIRP"
"ZNF304",0.22944929866853,0.977618409424905,0.0639275463210068,179.050392307692,211.363731651376,174.186635897436,17.7477339416917,6.43244098625484,15.4605633822717,135.29825,147.587275,135.36055,214.579525,258.489175,225.14245,310.336928125,203.074544827586,322.52885,193.8162,267.09705,337.556,145.62445,252.158275,10.1757332634497,5.57658548823247,0.6543679672752,0.600926707796837,-0.611825967916258,-0.734739051947537,"KIRP"
"ZNF132",0.943107902072988,0.161926501048314,0.00699323185684575,122.087965384615,125.775402752294,96.8402384615385,6.90836199132604,3.76755868656379,9.35012983622614,93.759575,83.4778,54.6814,141.24925,156.923675,142.2703,166.8549375,121.502045517241,162.7863,121.47885,137.89075,190.0157,81.4344,151.93565,7.38072514784825,3.21429234225829,0.728189691822823,0.746247380768529,-0.457613776600614,-0.422274132173418,"KIRP"
"ZNF20",0.999960918002154,0.148123321312009,0.0190034421231889,121.316723076923,121.254745412844,104.482153846154,5.4778042579888,2.45910548269446,5.62395973445656,102.551175,98.36445,83.444,144.5476,138.8905,118.5718,133.263103125,118.961982413793,125.04755,115.01755,104.10585,159.82345,97.134275,137.556875,7.08344918289266,2.08864852792544,0.89268506904126,0.919790511689353,-0.163776799124375,-0.120622779545381,"KIRP"
"ZNF670",0.868016303902518,0.759974325359461,0.905896658168437,38.0728076923077,39.8747091743119,41.1362051282051,2.84560055659433,1.1341582238341,3.29167762100833,30.2722,29.119225,25.87425,45.547475,47.5208,51.0226,57.62745625,39.7954227586207,51.7642,36.67145,45.8136,68.532025,28.703725,47.5208,3.0342032822012,0.99441653617646,0.690563584586829,0.70843266195556,-0.534153836168355,-0.497297366486067,"KIRP"
"ZFP37",0.946382172769495,0.86869170405571,0.931502758237849,53.1939615384615,51.3491467889908,49.5949076923077,5.20832172415254,1.91561081594703,4.50997104909958,35.52105,28.79015,29.58435,61.86035,69.407975,67.4573,80.9106875,51.4818455172414,78.5052,48.1249,64.55925,90.1585,30.2022,69.308675,4.61731232160408,1.64475063804378,0.636279916880466,0.613015443562974,-0.652266508853619,-0.70600467501525,"KIRP"
"ZNF189",0.341482222505105,0.383161625326396,0.964756722502038,459.653484615385,533.774687155963,545.081474358974,29.7645577589789,17.7895295390174,42.2473253134261,350.2265,360.563675,370.15885,551.467475,613.69165,599.18955,536.102778125,526.173066551724,486.9868,468.1722,441.71565,590.32105,362.2909,604.830775,27.8040370046652,14.8384345973088,0.981477970310087,0.961365277251868,-0.0269722087354658,-0.0568433979657279,"KIRP"
"ZNF434",0.638956692417095,0.997520782320916,0.590297963508032,297.453442307692,313.383884862385,298.898207692308,18.4026924810718,5.77760314821941,12.3426928782884,239.81695,253.7941,255.4092,344.24305,359.543325,345.5979,276.60289375,309.130686896552,278.93145,301.37255,248.184025,298.0542,252.637275,355.436475,6.55911383707436,4.97405682890391,1.1175974434163,1.08045381759569,0.1604006255962,0.111637407644343,"KIRP"
"ZNF287",0.889227594091769,0.0262791185925485,0.00383034252638903,187.433284615385,180.504143577982,139.764474358974,13.2861605661179,4.99848648892939,10.665511809391,148.34175,128.78985,95.997,241.716325,227.99935,180.80235,155.0093625,176.137462068966,163.6465,172.1034,131.46485,180.41605,125.5815,223.7821,5.40309224390479,4.31936563135104,1.13630208671406,1.05167785439957,0.184346427331817,0.0726928519360507,"KIRP"
"ZIM3",0.803392464642151,0.206600492360969,0.197840008447156,0,0.0635692660550459,0.209233333333333,0,0.0235009287757458,0.164210246693708,0,0,0,0,0,0,0.089878125,0.0778872413793103,0,0,0,0,0,0,0.0410403014785602,0.0283251333681251,0.866587296734443,NA,-0.206583006526541,NA,"KIRP"
"ZFP14",0.920236634628362,0.988191757899006,0.776914346196593,156.758519230769,161.945280733945,154.366548717949,10.8052512399894,4.33385986780509,11.4840219008899,124.26865,121.105125,112.0675,181.919125,195.276775,181.23285,191.51529375,160.454345862069,196.1416,146.3237,159.323125,222.9728,118.6917,194.6421,7.69090279814816,3.75510476492613,0.837814791290364,0.746010535245965,-0.255296740245009,-0.422732090358879,"KIRP"
"ZNF473",0.388183933358441,0.0109112567289719,0.0220201601963187,157.112461538462,172.450133486239,198.520848717949,7.94794360544446,3.74177116494597,11.0789991935575,130.846,134.5996,144.40375,181.108975,202.371225,245.63815,165.74454375,174.073986896552,164.3591,161.15815,148.029825,179.2292,135.435875,204.5132,4.52696883545449,3.31689715099278,1.05025470497005,0.980524656073196,0.0707392488777548,-0.0283741862983005,"KIRP"
"ZNF614",0.312302543332997,0.794426263364756,0.703577340882322,119.048626923077,148.796897247706,135.136202564103,15.5316417822373,7.15086406198189,9.28863784837942,74.057675,87.085675,98.8848,150.19645,180.574625,171.4678,227.246396875,144.083777931034,226.98355,117.0459,185.244975,283.674,86.6779,177.22075,11.4878159574265,5.75613952423112,0.634042079049067,0.515658073018948,-0.657349504962882,-0.955513346822874,"KIRP"
"POGK",0.957454543616877,0.0143249994776639,0.000588423501346802,1322.43799230769,1353.76413165138,1705.85124102564,94.4917897377908,34.1189098450164,116.288741248798,958.919325,1034.695375,1194.6177,1545.822425,1492.674875,2103.1744,1331.9801875,1398.16849034483,1296.75805,1279.07645,1214.63805,1444.033325,1046.1762,1570.023175,33.9205389523569,32.0284343065896,1.04969165717777,0.986364765578282,0.0699656040915661,-0.0198068294464655,"KIRP"
"ZNF514",0.194112121541504,0.216387948509913,0.927374015156013,319.911215384615,259.757516972477,249.00871025641,33.475736271873,10.6506335081361,34.1325184837772,203.4889,150.923425,135.967,427.673175,324.368375,285.9812,186.001734375,261.065750689655,178.55095,216.48855,118.0232,230.783175,146.809725,331.97555,14.6577558383934,9.78875742983701,1.40356621709407,1.21247492662459,0.489097128559902,0.27795491339594,"KIRP"
"ZNF300",0.742276854046093,0.276908385363382,0.366387328281392,260.887703846154,229.916732110092,182.157974358974,61.1615477185415,12.9857713521737,27.332209009945,140.282975,102.7533,102.5648,282.246725,295.86035,222.27565,104.596621875,225.913050689655,83.7291,173.05235,55.884475,160.35875,103.08455,290.81575,10.8828079491313,11.8481676541398,2.15985035309875,2.06681249410301,1.11093135761033,1.04740751014789,"KIRP"
"RBAK",0.35502836500723,0.933455515938871,0.498261044682252,438.322769230769,494.403777522936,455.907446153846,33.4662133991163,14.0091497814876,23.1798862668509,318.2088,361.754325,351.7398,528.14175,625.47205,549.75345,350.116115625,484.451267241379,355.97695,470.61455,304.22165,389.8436,351.01095,607.184175,12.2485279573917,11.5646959765916,1.3836874271742,1.32203658130112,0.468518077226074,0.402762097368711,"KIRP"
"ZNF92",0.0516414386983216,0.441299810919258,0.566636086243858,138.069161538462,178.425503211009,163.745894871795,12.4941480796191,5.79483570312418,12.7052523997748,91.681025,115.0249,116.32945,186.868425,224.466825,200.45935,121.80459375,173.275025172414,117.34365,159.17185,103.66125,141.559275,112.5005,221.7037,5.91934211508356,4.92563966116321,1.42256560149164,1.35645899884655,0.508495183824938,0.439845440502397,"KIRP"
"ZNF157",0.808266894422866,0.567790371659321,0.0694595232335626,3.01500384615385,3.3897119266055,2.26842564102564,0.432590639056612,0.205371624120188,0.406367627276359,1.79835,1.04985,0,3.86595,4.9037,3.01255,5.2217375,3.21523,4.51315,2.4757,3.34775,6.582525,1.0112,4.63,0.512968850248828,0.171145848887913,0.615739492841224,0.548552563065708,-0.699607990523167,-0.866298226599954,"KIRP"
"ZNF182",0.944610218229814,0.994083873472319,0.970603753046575,209.688026923077,203.581588990826,207.283920512821,19.9698249514123,5.88901431093633,17.3438944427719,168.605575,141.461925,143.1192,248.9293,241.7896,242.3896,145.04045625,203.477022758621,140.31805,187.917,110.870875,170.0451,142.1388,241.7896,6.81409126185124,5.31859626425782,1.40289839138327,1.33922186062306,0.488410521747597,0.421394982847876,"KIRP"
