"gene","M1-M0","MX-M0","MX-M1","mean-M0","mean-M1","mean-MX","SEM-M0","SEM-M1","SEM-MX","Q1-M0","Q1-M1","Q1-MX","Q3-M0","Q3-M1","Q3-MX"
"ZNF41",0.477506691764096,0.538342739045601,0.796206106549055,194.785968686869,163.81428,181.902475,5.5511440262903,14.7981881613692,12.7234547177991,143.999675,134.67185,101.4973,229.512325,185.834725,239.546825
"ZNF7",0.0297708029112735,0.999991978511358,0.0417440421381261,321.520664141414,410.33974,321.460433333333,7.73035846836238,36.6949908265729,12.9143103796021,244.988575,324.047375,263.7271,378.551825,468.208025,358.6983
"ZNF214",0.999986151049473,0.131423335247693,0.679246158179233,80.8334611111111,80.89948,69.255575,3.05029260181477,11.8928052974598,4.18654007490944,52.078675,58.156475,48.85435,105.8393,81.56135,85.1244
"ZNF215",0.779200485392281,0.889916166354398,0.89866158607231,42.9270909090909,36.86434,41.04331,2.01159814756429,8.00818093087313,3.39924728130282,24.31205,18.696275,24.762975,51.826775,55.9622,50.839025
"ZNF547",0.826921035222918,0.314383500619338,0.462971104922613,41.5278136363636,35.66997,48.12388,2.17042467954626,9.99748421605322,4.0480963925913,21.457325,17.658,27.676225,54.3407,35.2083,58.258775
"ZNF773",0.0126192004606243,0.791078326146447,0.00837424199612713,80.7308308080808,44.03963,84.535565,2.94693776201358,10.7203309996064,4.3086643728791,57.1656,21.896575,64.58445,101.962725,56.848875,100.248575
"ZNF776",0.761107323466447,0.0600863058041479,0.946399036052442,303.246855555556,275.5809,262.494081666667,8.7683453760565,40.4650142178813,14.5087187461204,217.63245,207.597775,180.5538,360.5144,284.955975,337.1297
"ZNF256",0.0708016605566142,0.983366669924032,0.0773201276621756,75.9153984848485,50.55179,76.82434,2.45902059037628,11.4821395331518,4.85955083748691,56.0524,16.728925,50.61585,90.791075,80.06755,92.597975
"ZNF599",0.997875137983484,0.959197645450323,0.982770998687065,114.394536363636,113.24414,116.709633333333,4.28010706199172,12.8723946220429,6.19363451944414,73.689,91.473575,86.03505,147.54355,140.171725,137.368425
"ZNF18",0.689518990671839,0.084547744954326,0.206320752197321,245.132446464646,214.64694,281.142558333333,7.5366829162101,41.1076596596741,17.6221135234556,184.744025,142.803175,187.638,284.74375,214.388575,337.1632
"ZKSCAN2",0.808978104238689,0.45091258920751,0.99739882435815,265.79343989899,248.85127,250.828756666667,6.05837035994843,24.0834878136686,10.580353187545,202.910725,213.255475,194.9632,314.557575,293.76345,302.5396
"ZNF689",0.603670560367282,0.0454111322780946,0.991585582821194,142.928726767677,120.78069,117.766353333333,5.19028336199248,22.2835134845346,8.42095054158574,90.596075,67.475675,72.198025,183.511525,165.617125,162.501375
"ZNF19",0.799623465800723,0.923895888713671,0.898268750502971,146.612824747475,160.42803,150.348016666667,4.64011947507044,26.7511558631608,8.90643244409113,100.9045,105.12525,96.4747,192.377425,181.691425,184.8559
"ZNF230",0.678392598339278,0.997480963292552,0.686962046360701,81.3995398989899,73.95821,81.67192,1.96026643539837,5.71184911233656,3.56786130791603,62.065775,68.2783,62.7174,97.04705,77.307475,101.3241
"ZNF222",0.0996090328531907,0.466964582987831,0.0378837139642244,41.9454964646465,28.96574,45.3172083333333,1.43431830384035,5.25502249620304,2.19949147374843,29.119375,25.179975,34.8143,52.731025,33.5426,52.9745
"ZNF221",0.473174992953299,0.157432239793106,0.947415308908196,12.2108146464646,8.8695,9.81309,0.665092924750161,2.94992992639938,0.856267012264335,5.603475,3.4056,4.406275,15.9871,10.0517,14.7708
"ZNF233",0.930874178654818,0.207123894994862,0.530085420262322,14.6438828282828,11.95894,20.3995783333333,1.43874673573364,4.46666697896019,4.02510173929465,4.87035,3.65605,6.958125,14.7784,11.2872,20.983125
"ZNF235",0.984057816771646,0.785878167800939,0.991630826652014,57.8739858585859,59.37021,60.5104466666667,1.88230041063278,9.75693865891745,3.64171876668012,38.468575,40.4546,38.610425,73.8219,87.530425,82.82345
"ZNF208",0.977704321821942,0.999471634681635,0.982577922635203,104.901393434343,88.91488,103.788661666667,17.2370351096368,61.5994174106141,32.8934448899367,3.1429,2.0201,4.951525,86.26285,21.686225,76.04835
"ZNF714",0.813422223480342,0.34785224116196,0.465736657893341,77.5138464646465,91.39871,63.192095,4.70506968960816,36.5096925493353,9.40155869812113,39.429925,29.7075,28.69215,92.377775,101.34625,65.3426
"ZNF394",0.625699777404359,0.331534662606753,0.962435828004513,447.430757575758,498.04137,482.825268333333,10.4299570292058,86.7012613619818,27.3644417980026,340.568025,318.389025,368.146075,544.436575,560.14285,523.0095
"ZNF333",0.737574341645032,0.999999427910098,0.759963391287115,137.306320707071,153.80783,137.296046666667,4.92375660316811,22.3777176587687,8.41338578791034,89.6553,128.73635,95.1196,169.57075,163.3945,177.787525
"ZNF382",0.893725763837369,0.335424279603207,0.553340918396924,67.1018707070707,72.59145,59.29045,2.61807237362612,22.078601629085,4.16725791377473,40.6735,30.9819,32.655825,91.338075,94.14885,79.5877
"ZNF577",0.252563706014604,0.872120283612372,0.198869567632759,189.935267171717,54.98423,209.193676666667,16.8143916004579,8.87474014646877,45.0409344863376,44.143075,36.59505,38.782475,230.383875,65.1267,232.273475
"ZNF75A",0.57630397130996,0.159372546605423,0.986359350891222,244.359076767677,286.10485,279.174025,8.658880909343,46.1146665403204,18.8926686952633,160.22485,178.4839,196.990175,299.11515,302.0312,313.07145
"ZNF496",0.963156338010377,0.45366241180131,0.960475085338918,253.034312121212,244.17858,234.505646666667,7.15343894998598,36.9531866485506,14.8984375130933,182.070075,180.2624,157.8336,303.56595,308.901625,286.60585
"ZNF2",0.930086813911229,0.994536176839472,0.920731944370274,121.771284343434,125.57035,121.296485,2.36005212680782,7.36239725698166,3.92969267665042,99.637975,110.814525,98.281475,140.54715,133.189075,138.075575
"ZNF589",0.165574883819844,0.196528257833731,0.0374029556154279,217.771018181818,158.08545,243.566895,7.06095849054388,25.9077287173335,14.1923879515309,156.5315,95.392675,167.89995,260.950075,239.004875,289.0463
"PRDM9",0.854223868404622,0.541932686852051,0.9985258052216,1.17181212121212,0.08073,0.191925,0.518376928463606,0.0540532619017782,0.0621755030431786,0,0,0,0,0,0
"ZNF12",0.978757785654035,0.0336738981996958,0.413002258569602,868.542536868687,887.59071,758.344376666667,21.7562106242439,79.9830865051126,35.494598736973,654.343,703.23575,552.036675,1071.790075,995.141675,958.67105
"ZNF202",0.789590191382373,0.584482879075039,0.9792515185696,198.756803535354,216.89485,211.205055,6.0075563368146,29.0536726837771,11.2695296368484,145.004975,160.447475,160.191275,226.808375,248.0243,225.114125
"ZNF3",0.191516008231286,0.724920382450512,0.118355070265801,770.835434848485,951.63325,734.748668333333,23.0185376975743,189.074607513892,30.4498141068562,555.54135,538.3086,575.2197,918.060925,1084.065725,848.926875
"ZNF606",0.993133750692377,0.999473963402078,0.992170013091322,209.242684343434,212.65038,208.81452,6.73573841839972,32.1448376915306,11.6591522446206,144.671925,156.0472,153.51955,259.554875,252.3639,265.731825
"ZNF91",0.986768966508836,0.127751046391703,0.585445932355288,287.505299494949,293.77925,251.777598333333,8.31870862178731,33.9515824236916,19.2128942127389,210.789075,215.4795,159.48585,348.54245,327.0016,310.06865
"ZNF226",0.548141894581146,0.628005022613938,0.347475920489148,288.502361616162,245.05791,305.869166666667,9.36995761181651,34.5098871844173,15.168171777106,203.62385,158.571925,240.7246,348.97475,273.703625,349.9975
"ZNF229",0.00455383334337478,0.184310877993219,0.0625965506896077,122.168574242424,36.68603,100.682845,6.20417483576978,11.6599792218707,9.20036505613128,57.935725,7.220575,41.9653,172.258475,73.5217,144.269975
"ZNF180",0.873907885241627,0.949244885657873,0.939413303796727,100.795923232323,94.50743,99.018995,2.8721787141807,4.69747984481632,4.86772827969652,74.080875,86.1493,71.72375,114.855025,108.165525,116.844275
"ZNF641",0.679516209214023,0.00494596627845756,0.836669069027704,102.12802979798,88.8349,79.32529,3.54914975489442,15.4300968965921,5.85700597852122,71.6269,64.149375,43.7514,136.53085,96.241325,110.926675
"ZNF610",0.945163887143478,0.221962802867584,0.564578221417618,95.8747222222222,100.62169,84.663385,3.31906535478545,17.5079544138051,5.26606695344958,60.4778,61.90965,57.60815,129.55195,149.832825,110.08195
"ZNF528",0.6308909835471,0.994566375479827,0.687245221800447,283.778217676768,340.71643,286.588946666667,12.1176168046786,137.147899536702,25.6774966372751,161.3234,154.355175,151.476775,361.09415,248.238175,342.66125
"ZNF701",0.804643177735812,0.0145446352420476,0.168260156386737,110.72150959596,119.81989,92.20296,3.17408529239363,19.0616411151148,5.39734749002143,78.73535,79.38165,61.266025,134.855875,129.8431,116.15025
"ZNF283",0.945587256491055,0.524963157694434,0.985059621444414,35.0999550505051,33.38018,32.4402516666667,1.15814188713032,5.5123189875607,2.28208267592191,23.90325,25.610275,22.7137,45.11605,44.4623,38.582075
"ZNF558",0.607125627111354,0.999997002106383,0.638581590259196,387.143362626263,467.93772,387.233231666667,18.3284414767392,119.243002148251,32.5083877229917,233.97205,226.94925,241.957875,488.06915,552.344025,469.243775
"ZNF597",0.99000851568949,0.0278555069432476,0.42945925737319,43.5967060606061,44.5092,35.65887,1.49916884918297,8.8239337196312,2.41456766415818,29.24365,27.17225,21.29065,54.2497,44.1626,47.390675
"ZNF30",0.76928855115632,0.708500188111636,0.947242498730043,58.8537146464646,64.25033,61.6671066666667,1.73983518522122,6.31181590394907,3.02813508357593,42.51385,49.2556,42.994025,70.624,77.642425,73.202825
"ZNF354A",1.02502631049717e-07,0.737829469872399,2.18085702763382e-06,296.337188383838,858.47111,329.754628333333,8.90501232630773,463.912143051473,24.8726131786117,210.826325,290.11385,215.0402,365.3088,590.11525,342.513225
"ZNF764",0.44681220494848,0.990736843227553,0.518314121430635,214.384766666667,237.37423,215.504841666667,4.06803929844372,25.0466589061387,7.60775570826955,180.4218,177.1237,175.35315,241.94515,288.610325,249.604325
"ZNF747",0.0835782012729578,0.162313087007604,0.428881259339054,357.618436868687,292.18197,332.214611666667,6.99846178590499,39.3016995816128,9.29838256732289,289.212025,264.768825,275.7784,410.207475,336.382425,380.6984
"ZNF778",0.183633961668188,0.370786040823811,0.51900800439103,61.2259212121212,43.8321,55.19075,2.18323512533518,3.87274796724209,4.04298763434843,41.8778,38.426325,36.817375,71.088925,44.756675,64.147275
"ZNF212",0.999394943103502,0.870399538433656,0.966658244506709,382.558401515152,380.93679,393.729958333333,11.1707776666094,42.418402519741,16.9181206593166,276.420225,281.3715,284.5174,451.490125,424.169075,477.85215
"ZNF282",0.997007367436863,0.808496251401709,0.938954238685209,916.194810606061,908.45668,945.849525,23.6593965125404,112.771603108449,36.8481176285211,712.486175,693.637075,742.563425,1030.9065,1102.255125,1104.884425
"ZNF160",0.694790053233585,0.880229136209173,0.590216446062005,649.862477777778,760.22281,620.189085,29.7386708076421,188.87999712603,49.5197702131224,416.608125,438.695925,395.07095,781.45975,671.2412,712.4989
"ZNF415",0.763362683554517,0.999199204268704,0.774649536185629,135.656147979798,155.55555,135.16383,6.26462370487145,28.232783207837,11.0575758449816,65.923375,110.984375,72.693325,195.2851,204.42705,183.4459
"ZNF439",0.921778593915558,0.747685964110954,0.776209849001887,120.031600505051,108.43219,130.004341666667,6.28240054876425,28.9812169851304,13.8686117468437,55.108275,33.3766,58.7657,163.626125,145.59245,160.7908
"ZNF440",0.873612952069371,0.18957761550297,0.956521092886214,230.402117171717,207.6178,193.850406666667,10.8782949064122,41.9248195857246,12.6205161891897,140.998475,141.576,119.271675,279.63105,208.25885,252.5917
"ZNF562",0.905269975569782,0.354988566799457,0.980227533616703,289.88375959596,276.30726,269.900096666667,6.98795692293629,46.0193847398468,11.6266913516565,228.9579,165.099525,204.85475,338.040425,319.65235,317.22465
"ZNF561",0.475878461605573,0.999306856385473,0.52167775976808,519.046252525252,577.68106,519.858613333333,11.0566624064275,73.972468613908,17.9604813736115,414.344775,457.933375,434.595425,592.1566,636.65345,589.693075
"ZNF584",0.314642629491814,0.904156874805109,0.456757007480377,168.456304040404,189.71901,171.29869,3.29103107394425,13.200794405611,5.33876509794891,135.656375,168.993925,141.89565,192.46175,213.6523,198.2955
"ZNF274",0.724462085366124,0.995578606751627,0.770843028913871,491.274488888889,444.20603,488.768263333333,13.1841921169425,72.845807973059,25.3678883971918,357.554975,393.201925,347.728925,590.208275,501.95895,591.9958
"ZIK1",0.0157242063189467,0.81454190503587,0.0471360697997225,57.7192196969697,19.27231,53.8893116666667,3.0745322475218,4.9528733822892,5.5588831772163,26.9245,5.39615,24.3273,78.4233,29.5707,73.161225
"ZNF540",0.993857520198162,0.7216435244082,0.902036756007472,76.3328590909091,74.28996,83.0998533333333,4.08214732595894,16.6205421643165,8.68704213991332,36.136725,41.411575,38.495025,100.2418,99.8857,103.8567
"ZNF570",0.907881355342275,0.0145112280203057,0.693070990687204,52.4160505050505,48.93715,41.7890666666667,1.86629536944347,9.4731171895381,2.91629661680436,32.049,30.879,26.98815,67.618675,54.845675,56.5168
"ZNF57",0.703069184026565,0.891953326887133,0.839866099236523,110.187150505051,95.95231,106.503248333333,4.04804360061879,13.7414913862559,6.32488201355106,76.04165,70.32255,78.8767,127.953525,108.371425,116.04015
"ZNF556",0.943451312566517,0.204776213281551,0.549489225160119,7.20892878787879,8.23907,4.750165,0.754562653766986,2.63597763302136,0.841873609519737,0,0.8138,0.24195,11.467575,14.2949,6.9721
"ZNF554",0.971781992949369,0.780474468612432,0.868582618795477,122.672783333333,119.56292,126.837065,3.02982566869271,16.6097900344934,4.95482294584207,91.30385,101.26565,112.28315,146.676975,122.706325,138.7781
