"gene","Recurred/Progressed-DiseaseFree","mean-DiseaseFree","mean-Recurred/Progressed","SEM-DiseaseFree","SEM-Recurred/Progressed","Q1-DiseaseFree","Q1-Recurred/Progressed","Q3-DiseaseFree","Q3-Recurred/Progressed","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF716",0.0597216855847983,0.845481860465116,4.01075094339623,0.54108284868055,2.57123789517324,0,0,0,0,0.04586875,1.41499827586207,0,0,0,0,0,0,0.0264207188361817,0.620265594012154,30.8488519059723,NA,4.94714489283963,NA,"KIRP"
"ZNF708",0.842409318138024,120.046919534884,122.043945283019,4.6433443334634,7.30109304114537,71.1165,84.7518,153.3341,151.6406,109.365846875,119.424309310345,110.21815,109.93845,88.9222,124.453125,72.372,152.387825,5.13773935279886,3.89532650746087,1.09197078176372,0.99746230543699,0.126934254088778,-0.00366577263675587,"KIRP"
"ZNF721",0.233325193592922,390.212320930233,417.548494339623,9.56111485966425,24.9583611656953,304.0953,299.2265,456.40845,452.7438,392.0322625,393.401349310345,386.1675,385.60255,352.534525,433.7325,302.065325,456.484525,10.7947363174653,8.74534068135404,1.00349228097099,0.9985370338001,0.00502951929375706,-0.00211215946753115,"KIRP"
"ZNF662",0.0603036997386684,152.703434883721,93.6095283018868,15.0843986295771,15.0891086808703,30.15125,9.2308,213.86235,149.1841,118.889625,141.877156206897,109.1238,93.0717,77.444325,143.2942,25.958675,195.554175,10.038222613459,11.81790884245,1.19335186907097,0.852900100619663,0.255019495602803,-0.229551324950882,"KIRP"
"ZNF320",0.0102843899270907,1183.06618325581,923.184147169811,44.8989102618939,88.5319642576136,699.8413,457.4973,1474.0321,1236.2964,544.291109375,1144.97717103448,477.1562,978.01935,389.8712,664.343125,644.39475,1470.9689,39.7723310167285,41.8874539159875,2.10361174620184,2.04968383518856,1.07286845771173,1.03540139042201,"KIRP"
"ZNF530",0.881110753650814,41.4080586046512,40.940320754717,1.31329491400438,3.35657190528211,28.9474,27.3331,51.20535,51.6697,35.7930625,41.3095437931035,38.31835,38.89045,29.060775,43.1535,28.766625,51.231925,1.58411105930127,1.20287034206974,1.15412152265829,1.01493018358045,0.206795139846504,0.0213804887242056,"KIRP"
"ZFP1",0.176182870080817,246.583174883721,230.150901886792,5.36603443517579,11.0339500963664,193.4303,180.6895,288.52475,273.8078,196.31096875,243.957542413793,204.7262,235.2258,172.4045,221.215975,188.4273,289.014725,6.00316754154199,4.65568823553521,1.24270968640815,1.14897751240437,0.313489302908451,0.200350562074389,"KIRP"
"KRBA2",0.0183543442203788,133.216617209302,103.44990754717,5.53712628128899,11.5699954326633,79.439,41.243,172.8201,135.8932,155.077396875,127.551399655172,144.95055,112.23665,115.2391,178.7107,72.721375,166.10555,8.36582288342301,4.83873820286252,0.822501552292531,0.774309928454911,-0.281909693264257,-0.369016953908504,"KIRP"
"ZNF93",0.0180611308218951,34.2081851162791,44.3355452830189,1.51122097666272,6.0195818884474,21.1688,23.7918,43.37435,46.0701,37.307303125,36.0161982758621,34.5035,31.46995,29.3255,45.81045,21.91085,43.439625,2.25181097565276,1.60542231938511,0.965392704886439,0.912079933919747,-0.0508121699734215,-0.132767828374336,"KIRP"
"ZFP90",0.011212314919212,958.382090232558,819.426698113208,24.1261856821204,49.3124840180845,709.1803,561.7953,1116.57485,1013.2626,633.440009375,934.93744137931,601.0212,881.96725,539.627925,720.474375,660.2624,1121.704375,22.3116658238408,21.4342429867014,1.47596840670325,1.46744782047622,0.561661840652807,0.55330920488315,"KIRP"
"ZNF479",0.137695121607719,0.191553953488372,0.897060377358491,0.142179290359503,0.764144357820446,0,0,0,0,0,0.307905517241379,0,0,0,0,0,0,0,0.174865171145764,Inf,NA,Inf,NA,"KIRP"
"ZNF445",0.231136790350425,456.632545581395,426.683575471698,11.2463772599552,21.0671589323408,334.74985,309.2199,553.42765,499.0328,552.918334375,453.508535517241,550.88955,438.04525,464.316825,626.501325,336.87875,541.994325,22.5931446699353,9.73738391722733,0.820208894013023,0.795159846470132,-0.285936707136751,-0.330683188541779,"KIRP"
"ZNF74",0.129243296252591,218.090366046512,236.13590754717,4.92833367725754,13.0975587410327,169.2956,180.3473,247.81565,272.4548,201.519859375,221.208259655172,195.3377,211.82135,168.904325,223.14615,172.2748,254.3331,7.92810577765399,4.51306424563925,1.09769955348934,1.08438540025812,0.134483234666625,0.116877594535954,"KIRP"
"ZNF829",0.769045524758852,8.86413255813953,8.55254528301887,0.472097229840188,0.943941650203095,3.62585,2.8641,12.1663,13.0217,15.66325,8.71993620689655,15.0582,6.8567,12.853825,18.211875,3.57945,12.008625,0.829583709038708,0.399456048413496,0.556713083612695,0.455346588569683,-0.844994105735444,-1.1349630193214,"KIRP"
"ZNF267",0.000294777474686203,286.674849767442,359.213005660377,7.77189587402648,24.4170271062354,210.1985,248.7919,342.4111,434.2604,175.844709375,302.608381034483,169.35125,280.04215,142.4307,189.631025,217.28935,368.645875,10.2713020402529,7.66881380302067,1.72088419441242,1.65361725998479,0.783150015583648,0.725625352393484,"KIRP"
"ZNF566",0.12012558640605,140.580174418605,130.135301886792,2.93628293439616,6.34092100054412,108.44175,91.9668,164.90155,155.2611,139.41405625,137.500729310345,142.68565,139.6817,123.4327,160.779575,104.130275,162.75805,4.80572798553627,2.60248924878221,0.986275939520588,0.978947077018607,-0.0199367557048989,-0.0306972266688085,"KIRP"
"ZNF224",0.685855914085177,214.034680465116,206.488373584906,8.1829955493568,17.5321936947821,132.53825,130.0332,262.0802,254.6908,167.283871875,211.435390344828,160.0037,178.35415,132.002425,193.6834,130.961025,261.3097,8.82154057266222,7.08591170611146,1.26393171066018,1.11468766034785,0.337918517824072,0.156639518223828,"KIRP"
"ZNF529",0.814127507603529,266.085009302326,270.741898113208,7.9715118888906,23.3677583028626,183.2176,183.1596,317.74095,324.5409,248.692434375,266.060962068966,237.67115,242.15955,203.952025,289.523975,181.9137,319.590925,9.67072010794344,7.50354461623205,1.06983938911377,1.01888491724805,0.0973942266065456,0.0269911087248735,"KIRP"
"ZNF284",0.483057924823859,32.0012320930233,29.7792245283019,1.40662365138517,2.83533587131204,17.3204,13.9657,42.44655,38.7984,25.035684375,31.8853510344828,23.2378,28.2109,18.88465,28.151325,16.919075,42.2827,1.64680888480319,1.25615175967857,1.273596142086,1.21400907142673,0.348907870860857,0.279779201868271,"KIRP"
"ZNF749",0.568010465481963,53.9366669767442,50.3268566037736,2.99965432956825,3.66033312070032,36.62175,30.7692,62.40495,72.2199,45.4548375,53.6366493103448,44.73465,47.7195,37.571075,49.02605,36.53565,64.9477,2.09359554331945,2.36147043639733,1.17999870333592,1.06672344591944,0.238785274255024,0.0931861977973708,"KIRP"
"ZNF17",0.082500716927387,101.643761860465,92.3806358490566,2.36576099246922,4.74106773758546,77.99975,68.4015,120.25675,118.5663,114.604896875,99.3345351724138,114.05265,95.2167,101.891025,122.5533,76.192925,118.780425,3.1310284903734,2.00614625199374,0.8667564639996,0.834848642271793,-0.206301404249108,-0.260413433632715,"KIRP"
"ZNF555",0.710641563407674,71.4307781395349,70.0240169811321,1.72004197447726,3.08016031774361,53.95065,53.2441,85.0419,86.1678,89.76703125,70.7062086206897,88.4784,66.84995,74.78185,100.983175,53.391475,83.925925,3.69864739898042,1.41942428993947,0.787663439863281,0.755551072352122,-0.344348781654142,-0.404398815554475,"KIRP"
"ZNF75D",0.406197726452624,390.570946511628,371.197618867925,10.6652902351318,18.0693820740026,302.2432,265.4664,449.5165,461.7405,358.75925625,385.219075862069,347.41575,376.576,313.296725,407.719325,289.8931,455.663375,10.6895391408738,8.87477066736909,1.07375369178943,1.08393473813435,0.102663091659107,0.116277897093754,"KIRP"
"ZNF197",0.552641697795839,286.228838604651,277.842458490566,6.33437961445337,12.1081785326846,228.1491,227.9822,334.69605,327.3684,298.9249125,284.03475862069,298.52205,275.58035,264.4528,319.45895,228.58985,333.077525,8.13471500863235,5.33834971854986,0.950187644934711,0.923149060513285,-0.0737156470391588,-0.115364476809978,"KIRP"
"ZNF732",0.177831272773573,2.98199860465116,3.92020188679245,0.267324384515534,0.886538177593114,0.9902,1.1456,3.50675,3.9195,2.370709375,3.09865482758621,1.7242,2.0147,1.051725,2.960575,1.008125,3.523175,0.367768596308375,0.259205972198952,1.30705807310785,1.16848393457836,0.386323242069415,0.224637898721963,"KIRP"
"ZNF546",0.937851716463853,82.1815037209302,81.6840056603774,2.90053006782176,5.12890070866413,53.90055,55.5345,100.50195,99.4687,81.008184375,81.9844931034483,82.09645,74.67615,64.8904,99.2391,53.3552,99.384375,3.81026848157656,2.47836626589105,1.01205197642659,0.909614849363158,0.0172833850987261,-0.136672288625845,"KIRP"
"ZNF286A",0.96518158353109,213.386022790698,214.028205660377,6.37683480055697,14.4087718191306,153.03925,138.1738,257.6109,275.7668,204.039884375,214.321815517241,196.3306,201.2757,168.705925,218.467775,147.577775,259.27405,8.27189327750044,5.64589837384167,1.05039177106837,1.02518761721301,0.0709275190915722,0.0358879581731894,"KIRP"
"ZKSCAN4",0.626576517702767,95.6951651162791,98.0198641509434,2.03970632768446,4.89991463663099,73.0272,78.1759,114.84875,125.9155,83.301359375,95.6207351724138,83.15985,96.75215,72.140075,94.6752,73.1667,115.834075,3.06216029877608,1.84220188188525,1.14788925282666,1.16344786576695,0.198983458995345,0.218406564860476,"KIRP"
"ZNF643",0.420415553247004,20.0528265116279,21.5711150943396,0.81340336588904,1.86606163810939,12.1718,13.0912,23.6144,26.4192,13.740240625,20.2899827586207,12.0827,17.38245,9.892725,16.122375,12.3215,23.686025,1.07705570187279,0.710957739708738,1.47668321919367,1.43862298989464,0.562360369694433,0.524688564369657,"KIRP"
"ZNF642",0.294830286118288,68.5360762790698,73.1274113207547,1.64628054548074,5.76816833948957,52.86505,53.1928,80.6275,88.2889,53.315840625,68.9101237931035,53.5993,64.36635,46.994275,58.1594,52.926225,81.0017,2.02259795239027,1.65622941505912,1.29248874228181,1.20088042194581,0.370151714563465,0.264092501372775,"KIRP"
"ZNF490",0.747400277552549,210.131555348837,207.194677358491,4.0675861747561,8.01963639481136,172.95045,165.9574,237.8889,249.4314,195.758715625,209.534894137931,190.24575,199.44515,167.4226,223.9693,169.94555,240.765275,8.75870605904388,3.44804313190641,1.07037325755304,1.04835535090797,0.0981139769238851,0.068127816204246,"KIRP"
"ZNF626",0.770472387870693,222.648986976744,229.804262264151,10.59322120101,24.2866624085613,153.0834,147.3684,261.3412,263.1579,261.2272125,221.564764137931,263.65475,203.1351,222.3869,294.62545,151.08775,261.4482,9.71731617403615,9.12726852514557,0.848168772378303,0.770458715422347,-0.237576727685513,-0.376210442042421,"KIRP"
"ZNF793",0.599253914792733,121.60903255814,115.490632075472,5.01613019428162,11.6175327100773,74.81575,49.8141,155.32595,162.1358,120.49175625,120.298611034483,115.37845,111.029,91.1311,139.383175,69.3678,156.630075,6.31756001683636,4.5570622836207,0.998397025476859,0.962302752377069,-0.00231445890051907,-0.0554372397301868,"KIRP"
"ZNF383",0.97879664369986,68.2110995348837,68.1074603773585,1.64664820480869,4.12534151309281,51.8611,51.5118,82.84745,83.2818,87.224575,67.9514196551724,86.6798,64.1736,76.800575,100.44925,51.3759,82.161725,2.91960931677179,1.45949555080618,0.779039848060852,0.740352423517359,-0.360230970542038,-0.433715907081548,"KIRP"
"ZNF669",0.0542746230700341,68.4862488372093,78.4627905660377,2.01070865591899,6.46519689348595,47.4976,45.6885,83.0272,95.0355,88.8183375,69.9876175862069,81.587,64.51155,72.322375,94.768225,46.4397,84.843725,5.13337207778737,1.94265279218953,0.787986124894613,0.79070869133563,-0.34375786840618,-0.338781812291295,"KIRP"
"ZNF559",0.856113533924365,261.360666976744,264.761045283019,8.09949923224726,18.579936385486,184.29205,182.7264,315.89115,316.5282,289.47960625,259.987406206897,284.9928,246.4102,241.965575,337.7373,182.1966,316.1336,12.7854750953971,7.08050284029371,0.898119938654216,0.864619035989681,-0.155019973587716,-0.209863495033853,"KIRP"
"ZNF177",0.524339827055623,77.6786972093023,71.9934150943396,3.88494406304845,8.62571999716516,38.93515,32.7181,95.68105,92.389,85.143440625,75.8460351724138,76.35395,62.6513,54.800925,113.89085,37.992025,93.334475,6.18365051590727,3.37045102322681,0.890803033277278,0.820537771785219,-0.166821624226146,-0.28535834809175,"KIRP"
"ZNF548",0.993751588789429,184.258019534884,184.357432075472,5.787850192759,10.0400542026802,139.85625,137.7414,217.2492,213.442,222.398828125,184.085047586207,220.20355,169.65755,200.8849,249.54115,139.93685,214.23085,6.10958253815503,4.72165213023424,0.827724899174115,0.770457833218402,-0.272776738447933,-0.376212093982959,"KIRP"
"ZNF563",0.628685869537686,73.6257079069767,71.5936886792453,1.58393179702463,5.51448368656336,56.5271,49.0706,87.31435,82.0646,84.893634375,73.3567348275862,81.3737,70.2961,73.95355,94.439725,54.524575,87.512375,3.15888012801332,1.61675273059721,0.864101712309171,0.863867564090118,-0.210726954712253,-0.211117939067291,"KIRP"
"ZNF567",0.337293929856358,77.6242823255814,82.2344962264151,2.06269967716978,4.83351215333044,60.0734,58.4276,92.42165,99.6454,87.099559375,78.4390837931034,83.63215,78.021,74.040975,95.9267,59.98615,92.875475,3.73556065775127,1.82552540822619,0.900568089620183,0.932906782858028,-0.151092736197537,-0.100195162392451,"KIRP"
"ZNF573",0.258851698220292,17.9371404651163,15.964241509434,0.801170695810874,1.32657783694927,8.5631,9.009,25.141,21.6648,26.28395,17.5101534482759,28.54715,14.31305,21.0355,34.665475,8.572625,24.4995,1.68043723191413,0.661801346087953,0.666191856561737,0.501382800034329,-0.585990376074444,-0.996015589602626,"KIRP"
"ZNF527",0.693242818977265,92.9079758139535,90.7276169811321,2.32798384998272,5.88508468232534,67.4562,68.3559,108.77895,111.6134,118.578715625,91.8203217241379,121.20035,87.22215,102.170125,136.886725,67.6252,107.771025,3.928311491552,2.07768245386095,0.774340666789778,0.719652624765522,-0.368959683348677,-0.474627407030192,"KIRP"
"ZNF33A",0.953009806419272,942.74718,946.131590566038,26.7259259156998,39.8331949035535,682.07035,738.8002,1143.7592,1138.9163,1060.613721875,933.668427241379,1058.23695,897.50655,952.78585,1167.321975,680.358625,1141.722075,33.2575615834052,22.0412163148731,0.880309586784149,0.84811492360005,-0.183917115714615,-0.237668324822895,"KIRP"
"ZKSCAN3",0.226120739259252,79.5869479069767,73.6710905660377,2.06436217608909,5.14094731762753,57.4012,45.6026,97.93705,97.3523,74.93915,79.0116196551724,74.61185,74.3708,68.039625,84.50925,57.13375,98.110875,2.39402533427893,1.87033401556149,1.05434368624641,0.996769279946818,0.0763452214538014,-0.00466848915720126,"KIRP"
"ZNF676",0.7477920076234,16.6774060465116,18.4205528301887,2.46474085473447,4.35108129160787,0.655,0.4887,16.77315,20.4305,33.21575,17.1273189655172,30.22525,2.80615,20.292875,40.1914,0.607675,16.887675,3.2983573645795,2.13853438136428,0.515638483716828,0.092841250279154,-0.955568154315134,-3.42909023840438,"KIRP"
"ZNF699",0.127098283039972,19.7611604651163,15.9738641509434,1.14142933706516,1.83863458428503,8.60015,5.1554,25.54525,20.267,31.424040625,18.91009,31.7491,15.65345,25.865725,39.1591,7.79525,24.86875,1.73849527228325,0.934966060298345,0.601771434350671,0.49303602306837,-0.732712470267877,-1.02023503570106,"KIRP"
"ZNF250",0.10666093483941,458.93191627907,397.166049056604,17.2859631270318,31.3926150183322,295.3186,237.172,550.75525,496.7036,287.98843125,445.585120344828,276.60635,391.10285,231.0681,316.408325,286.03335,546.0999,12.9405181834967,14.5206014709958,1.54723270796256,1.41393301346842,0.62969019832231,0.499713772604087,"KIRP"
"ZNF79",0.266891238610837,84.4710037209302,90.2722943396226,2.13574781442894,5.95180303079401,62.7475,60.1614,101.8618,104.7619,86.711278125,84.8796896551724,88.5483,79.8466,75.1625,95.44575,62.422825,101.6784,3.05781889129991,1.96784410937295,0.978877159817812,0.901729338677309,-0.0308002688081426,-0.149233632964649,"KIRP"
"ZNF681",0.0635159721496235,49.288196744186,61.435779245283,2.69177316689336,7.31092350058828,29.02315,30.2135,57.8092,72.9455,46.710315625,51.1620037931035,44.48345,42.2783,37.269975,55.190625,28.951375,59.19435,2.47039442269277,2.45738763680199,1.09530417657295,0.950427630950387,0.131331575847897,-0.0733513159291957,"KIRP"
"ZNF766",0.21909777103196,338.395821860465,354.31418490566,5.41320454334496,14.003272861782,292.0679,291.8881,381.81115,407.7732,303.8521125,340.720664137931,294.51755,334.64385,276.50125,351.900075,290.702875,384.87315,11.2722121571241,4.89894008750672,1.12133715752241,1.13624417288545,0.165220125022807,0.184272895721194,"KIRP"
"ZNF471",0.177014054654449,145.887797674419,115.583790566038,10.2889003041561,17.0161913165973,33.50895,13.8122,193.8671,196.0073,181.052678125,140.362437241379,168.54115,93.23545,145.96835,212.445425,21.870325,194.971175,8.82412267422735,8.72451481059901,0.775257448246483,0.55319101596257,-0.367252613363692,-0.854150368137737,"KIRP"
"ZNF836",0.112613024446008,95.5081693023256,86.6104075471698,2.50416376145019,4.85095087545377,71.36345,61.4958,114.19505,109.478,134.55086875,93.3048455172414,125.828,90.85915,101.674675,156.89235,68.976175,113.8827,8.12715606236803,2.12371043595755,0.693454054842298,0.722090075340942,-0.528127795679493,-0.469749281123777,"KIRP"
"ZNF493",0.176351340371678,208.21418372093,178.68229245283,10.1493068279399,15.0900263567718,120.4721,111.9114,244.29585,221.258,234.6982875,201.979959655172,229.6154,162.60385,196.35655,260.3503,118.639375,236.814375,9.68711115462559,8.63822507712066,0.860594092128484,0.708157423239034,-0.21659515848935,-0.497857988137369,"KIRP"
"ZNF167",0.0216293782044045,118.119103255814,89.8871981132075,5.43770734993389,10.9134406740901,58.1527,35.2752,153.82465,118.0142,77.99400625,112.814926551724,71.2361,103.15495,65.5393,92.043275,57.19845,149.107525,4.44803926075983,4.72345935467356,1.44645636217365,1.44807127285183,0.532522799572172,0.534132612406863,"KIRP"
"ZNF565",0.561986757921344,44.3425265116279,46.0380830188679,1.23154523217653,3.11054563577292,32.96365,31.5018,52.35655,52.04,46.210509375,44.3883644827586,44.0402,41.07045,38.45015,52.12425,32.9409,52.0931,1.67274360979803,1.10093086529046,0.960568604049468,0.932567290793411,-0.058039439676967,-0.100720265936229,"KIRP"
"ZNF34",0.372311449924431,112.826721395349,118.802777358491,2.77768184930889,7.39636286908261,82.83985,79.8762,138.4415,145.7447,114.866703125,113.619396896552,112.12385,104.1106,100.0706,133.027125,82.540025,138.118875,4.35263110747416,2.53080024230633,0.9891412724966,0.928532154398908,-0.015751508609825,-0.10697622437273,"KIRP"
"ZNF140",0.760019365762029,405.476531162791,399.084598113208,9.50252511963136,16.9069116969129,305.4354,311.9114,484.45365,455.739,362.135471875,403.358084827586,351.4401,377.90685,315.9993,410.7476,307.361175,477.18265,10.9179389426267,8.04479622412313,1.11383202186505,1.07530941972757,0.155531674782783,0.104751854303033,"KIRP"
"ZNF658",0.75511984235263,48.0738004651163,47.1175056603774,1.37610159944023,2.62403131931281,32.97835,30.2352,59.28975,57.5827,55.345084375,47.5248672413793,56.53385,44.9644,46.78255,65.0718,32.13645,58.896875,2.4724101554386,1.16156046316223,0.858700782157391,0.795353580200181,-0.219772589017572,-0.330331731347781,"KIRP"
"ZNF765",0.806984892550232,151.954715813953,149.932660377359,3.64865328151956,7.63485757973139,118.8383,117.428,178.9427,181.1135,174.54506875,150.760584137931,179.21295,146.6713,154.7291,192.803675,117.35945,179.79245,4.08439296045472,3.14149061736948,0.863734422390727,0.818419093039872,-0.211340308422419,-0.289088292530623,"KIRP"
"ZNF124",0.54565424248304,71.0569981395349,74.7312698113208,2.64830373924283,5.85178418849683,43.5044,42.7949,88.3058,102.247,67.64374375,71.3493227586207,69.57955,65.44,49.772475,80.223,43.0592,90.957725,3.81494067553105,2.31326950299326,1.05478080903263,0.940506226326557,0.0769432277700525,-0.0884906001971448,"KIRP"
"ZNF569",0.442767508786721,102.239960930233,96.9694320754717,3.0064859211905,6.48312679759594,75.01385,68.2233,123.29255,117.8488,138.018284375,100.128853793103,139.51405,94.20625,127.6041,150.797175,72.595925,121.1577,3.60917665531299,2.59302115876264,0.725475282108639,0.675245611463505,-0.463001634264232,-0.566515736443993,"KIRP"
"ZNF777",0.294850638087925,457.722322790698,475.960047169811,7.33183178946249,18.481520334107,380.9084,407.9794,521.30825,549.8313,426.4621125,462.392784137931,436.66345,455.08245,384.0745,467.0044,384.9747,524.00855,9.77107194422644,6.77689580831923,1.08425290450141,1.04218122675484,0.116701307903958,0.0596061722486002,"KIRP"
"ZNF605",0.133081046819542,518.729114418605,473.533416981132,13.5597446076729,24.961750572637,380.32355,348.9168,638.35225,548.0904,369.761546875,509.600709655172,349.31705,469.3866,292.75415,431.325625,367.2232,621.847625,15.4719558598437,12.143209890545,1.37818741283946,1.34372656588048,0.462772086292906,0.426239594826512,"KIRP"
"ZNF799",0.498684359402348,158.146029302326,151.576873584906,4.32510146827748,8.57523887236426,112.7563,115.1653,192.71575,163.498,125.52605625,155.941973103448,120.1662,148.59325,107.62015,140.5622,112.67635,189.187125,5.13800729018269,3.66760341109093,1.24230759542761,1.23656444158174,0.313022429158382,0.306337425435805,"KIRP"
"ZNF782",0.217813765694244,55.7761362790698,60.9900924528302,1.8835768336486,3.72572445744449,35.19845,45.3532,70.85975,76.9527,64.895646875,56.359375862069,63.94625,55.0908,50.77745,75.916375,35.16075,71.5566,2.68176554139842,1.62456661895008,0.868461577563541,0.861517289911449,-0.203466072186268,-0.215048344497266,"KIRP"
"ZNF846",0.332212223653683,72.091623255814,78.3981943396226,2.76865101574652,6.70718674679062,43.7374,43.0858,89.50135,92.6965,66.624353125,73.3613179310345,59.83015,67.88525,46.276175,85.997625,43.247625,90.259675,4.64982853786373,2.55397688444582,1.1011186524152,1.13463278965538,0.138969936684163,0.182225462043792,"KIRP"
"ZNF136",0.40454095538971,163.282419534884,155.683820754717,4.13646513746681,7.3688477942154,124.69045,118.4149,196.93265,188.743,236.468603125,160.968753103448,234.81595,161.6455,208.150925,265.09095,120.71195,196.1765,6.87905054686915,3.4493133876447,0.680719346992372,0.688392334507089,-0.554867981169911,-0.538697062341001,"KIRP"
"ZKSCAN5",0.407454376034442,451.879898139535,433.285294339623,9.62834203006341,22.6610879032184,341.9055,335.8183,555.95765,485.2161,330.681265625,448.98881862069,331.16585,425.7452,316.6452,349.345275,338.56135,552.535825,4.9897786298928,8.69595246011632,1.35776914296032,1.28559511797488,0.441238203721868,0.362436355526695,"KIRP"
"ZNF33B",0.408040995448422,1230.95847395349,1170.49229245283,33.3770736791422,57.0273538557241,948.0665,907.6923,1481.1129,1422.4766,1226.521028125,1207.95431724138,1209.8458,1143.6498,1089.14,1330.964125,935.662725,1452.0456,42.1366032342519,28.0534482838043,0.984862297133214,0.945285589287494,-0.0220060729892817,-0.0811778332751977,"KIRP"
"ZNF431",0.235576560705056,93.3780358139535,105.711722641509,4.49906245052754,10.188077098025,58.9037,64.8936,111.8712,122.0635,91.637490625,94.614764137931,86.89305,83.33815,69.292375,107.126125,58.5735,112.0218,4.75190323364466,3.87181742490688,1.03248968836472,0.959088787883496,0.046127373296661,-0.0602637156086403,"KIRP"
"ZNF418",0.455735262330679,50.9571911627907,44.4044,3.87850417179128,8.04185460277252,12.01015,4.561,71.443,63.7434,82.95734375,49.2834865517241,72.8275,29.2572,58.3446,102.8284,10.102175,68.475125,5.98685642436213,3.27143488559529,0.59408226353347,0.401732861899694,-0.751265377709107,-1.31569161567823,"KIRP"
"ZNF700",0.758186207992152,359.360700930233,348.811050943396,15.6903141269926,26.4381455615197,213.5807,243.5906,425.95515,414.0153,236.462453125,357.15329137931,219.55995,307.70175,175.18505,281.793225,214.0646,419.064575,13.2205399804996,12.9840207463619,1.51040170081679,1.40144753175613,0.594932294387714,0.486917732888292,"KIRP"
"ZFP28",0.214235209598551,146.761140930233,128.597113207547,6.51433817916043,12.8484179492211,77.8487,46.1357,206.69585,198.6528,186.14661875,141.965008965517,180.98815,125.3398,165.63615,196.55285,71.26335,198.6753,6.30504573877567,5.53960967998204,0.762651558856302,0.692530422571864,-0.390904027510852,-0.530050645343587,"KIRP"
"ZNF585A",0.953414833413552,120.750652093023,120.344894339623,3.07863551774754,6.27454543484632,90.74165,90.0883,149.03275,152.9657,148.875175,120.562318275862,155.19495,114.8218,134.853175,169.4267,89.996125,149.7999,5.14328112845786,2.61655413990682,0.809821505001503,0.739855259465595,-0.304324140256447,-0.434685036139863,"KIRP"
"ZNF138",0.102655115297278,148.34180744186,164.465013207547,4.3253415757854,9.24112613812675,101.84495,109.2896,183.94735,189.7329,143.4901125,151.069113448276,130.35385,143.9111,121.054375,162.1947,104.192,187.284975,6.36514420129673,3.81624407195359,1.05281897697499,1.10400344907343,0.0742573988789541,0.142744679320208,"KIRP"
"ZNF429",0.765334736340367,146.841235813953,143.621269811321,4.80624030291241,9.53736856084013,98.6118,87.9241,177.9768,194.9659,174.13359375,145.882966206897,174.33215,136.6352,146.8173,197.023625,94.201475,179.6509,7.65216822437219,4.3198526104185,0.837764632689645,0.783763637401363,-0.255383114622137,-0.351509454018749,"KIRP"
"ZNF470",0.352034132484999,126.072913488372,117.697028301887,3.91093435694611,8.71164542490342,83.68495,79.1388,155.6043,155.8863,201.211365625,123.886457241379,201.66855,118.7016,168.720075,242.137775,82.25695,155.82345,8.49125910558722,3.44379484891348,0.615703078484483,0.588597478387185,-0.699693312913551,-0.764646733251418,"KIRP"
"ZNF100",0.814350360588829,130.292301395349,132.59498490566,4.33550709506641,8.9469269535702,86.2819,86.2454,164.78255,179.0936,126.855490625,129.255872413793,125.14215,119.7068,99.4952,157.34225,85.793075,163.94295,6.78140265913697,3.69994480771316,1.01892217496434,0.956566592471042,0.0270438630044392,-0.0640626879641163,"KIRP"
"ZNF398",0.692076333351742,291.131451627907,298.418766037736,8.21926125557848,16.0813288688707,221.70875,214.7787,335.2246,346.4682,317.57686875,292.120295862069,322.75015,274.72935,282.4715,355.184425,219.180825,338.5214,8.07894859509991,6.86518681246888,0.919841224620264,0.851213701992083,-0.12054323830622,-0.232406720790593,"KIRP"
"ZNF498",0.406972664464791,458.999495348837,436.022179245283,11.8787555738867,28.0212371420618,330.3203,306.5367,542.84875,483.3333,351.208846875,453.84766137931,349.54015,423.62675,324.876725,385.785,327.8635,541.06695,8.44025182798822,10.6166493240426,1.29224438796908,1.21195447790476,0.369878936881224,0.27733551091116,"KIRP"
"ZNF441",0.122258735058068,254.71096372093,222.766488679245,9.56569889408993,14.6557267570203,163.858,146.8494,324.5848,279.7884,263.702359375,246.071382068966,252.03705,216.3838,200.990275,308.8788,155.201325,311.29715,14.8153045615277,7.95792384214855,0.933140616004265,0.858539647246308,-0.0998335960973581,-0.220043335657164,"KIRP"
"ZNF420",0.405189433611971,78.7924302325581,73.7731396226415,2.74117606869973,4.82679924763944,51.37975,47.4579,104.3391,95.1586,124.406528125,77.4124651724138,128.65325,73.31515,108.984275,144.0607,49.502675,98.999925,4.84825106162179,2.26145135858884,0.622254043571026,0.569866287870691,-0.6844243946374,-0.81130464658469,"KIRP"
"ZNF763",0.0422374988350432,88.8226706976744,74.2466603773585,3.29210368654259,5.32609382353383,55.3617,46.7588,110.1908,102.9601,113.16063125,85.3282172413793,111.57695,80.36415,93.10345,132.401275,52.591525,107.984425,6.1962794891426,2.74411357914587,0.754045079978991,0.720257633857172,-0.407277318451762,-0.473415048603889,"KIRP"
