"gene","Stage II-clinical_stage","Stage III-clinical_stage","Stage III-Stage II","Stage IV-clinical_stage","Stage IV-Stage II","Stage IV-Stage III","mean-clinical_stage","mean-Stage II","mean-Stage III","mean-Stage IV","SEM-clinical_stage","SEM-Stage II","SEM-Stage III","SEM-Stage IV","Q1-clinical_stage","Q1-Stage II","Q1-Stage III","Q1-Stage IV","Q3-clinical_stage","Q3-Stage II","Q3-Stage III","Q3-Stage IV","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF426",0.817877241593153,0.102206761530591,0.978584058843986,0.997609074949463,0.833419723017424,0.324044893284315,69.9137474637681,38.1164,21.4661,74.27694,3.1113274975856,11.0894,5.43070935673539,24.1677944295833,29.8474,32.5717,13.51835,36.5408,95.1741,43.6611,26.0427,124.7531,131.21375625,68.7281637931034,128.6575,58.3041,108.205275,166.1222,28.747475,94.142575,7.73829148153026,3.0182068620426,0.523787792967046,0.453172959213415,-0.932945657251392,-1.14186631663404,"KIRP"
"ZNF331",0.968106979989572,0.958089084098588,0.9989551296527,0.9997048787924,0.986726789486508,0.99282694602899,352.949944927536,265.56895,296.986833333333,341.5743,16.3396290809846,98.83885,59.5568032001196,111.030280393193,193.325525,216.149525,209.182025,194.8025,423.298625,314.988375,379.94895,428.3394,1173.97438125,353.483587586207,1047.8942,294.88675,677.30535,1596.385825,192.491575,426.022275,106.08356681237,15.901765890724,0.301099916004838,0.281408896050765,-1.7316857892805,-1.82926015833332,"KIRP"
"ZNF227",0.931253182726318,0.917673537556004,0.997236627493979,0.988965384775979,0.986446567353582,0.997054265337182,186.385731521739,159.4155,169.62645,177.36382,3.78857180817307,3.4547,20.5369784555364,40.1968367440822,147.441625,157.68815,139.5666,183.11,214.339075,161.14285,211.6622,222.2222,217.979340625,185.720734827586,208.98825,175.41965,198.046425,238.4743,147.644425,214.372225,6.50770097824223,3.68466946825883,0.852010719433684,0.839375658679375,-0.231056513290085,-0.252611468227436,"KIRP"
"ZNF141",0.531759584097248,0.967390095158894,0.496231144155223,0.109687661637909,0.0863140747929486,0.518705348221386,79.4289358695652,21.5458,90.9252833333333,141.06994,3.38979362405796,0.152000000000001,25.3794160354071,86.1881884406187,45.615025,21.4698,55.7986,41.7434,92.448525,21.6218,140.2273,93.1534,87.354559375,80.2034982758621,68.91585,66.12715,56.70705,94.1532,44.7085,92.570575,11.2310365834552,3.56926038958653,0.918137517373999,0.959534707908268,-0.123217840186133,-0.0595931029309928,"KIRP"
"ZNF304",0.934586307981889,0.723397623801391,0.99999906390416,0.948664268967868,0.996743344787405,0.989847820253787,204.785687681159,164.77955,163.70965,181.48332,5.77279595670535,0.0472499999999911,38.2249957918528,27.4844143142327,145.68415,164.755925,133.7728,140.4791,253.48715,164.803175,189.0691,202.169,310.336928125,203.074544827586,322.52885,193.8162,267.09705,337.556,145.62445,252.158275,10.1757332634497,5.57658548823247,0.6543679672752,0.600926707796837,-0.611825967916258,-0.734739051947537,"KIRP"
"ZNF132",0.827961676400846,0.531076596392998,0.999921905740582,0.48922183820365,0.999977714016087,0.99910615618805,123.129410869565,89.98725,92.6681833333333,88.17908,3.29840572648334,1.29295,19.2297260200523,26.1034898995786,82.21695,89.340775,75.334375,48.9963,153.8866,90.633725,122.475375,115.8175,166.8549375,121.502045517241,162.7863,121.47885,137.89075,190.0157,81.4344,151.93565,7.38072514784825,3.21429234225829,0.728189691822823,0.746247380768529,-0.457613776600614,-0.422274132173418,"KIRP"
"ZNF20",0.987542022766058,0.352340301959178,0.947347949205035,0.223236188839046,0.87505479697763,0.990232177098958,120.187602898551,111.90175,96.1208166666667,89.61512,2.13866001733997,6.47734999999999,13.2938810687829,13.2182868179428,98.35475,108.663075,83.30115,85.3775,138.74695,115.140425,109.443025,96.0942,133.263103125,118.961982413793,125.04755,115.01755,104.10585,159.82345,97.134275,137.556875,7.08344918289266,2.08864852792544,0.89268506904126,0.919790511689353,-0.163776799124375,-0.120622779545381,"KIRP"
"ZNF670",0.992177061646057,0.660682689205067,0.987048626068357,0.997193381591493,0.985679257735719,0.788678779805261,39.9498644927536,36.548,31.8988166666667,41.47924,1.02130835232768,8.379,9.88077667043155,3.27368064991074,28.998925,32.3585,21.88655,36.5327,48.021425,40.7375,33.07725,44.0517,57.62745625,39.7954227586207,51.7642,36.67145,45.8136,68.532025,28.703725,47.5208,3.0342032822012,0.99441653617646,0.690563584586829,0.70843266195556,-0.534153836168355,-0.497297366486067,"KIRP"
"ZFP37",0.768301048413983,0.612144056129911,0.996137077682006,0.849801586044586,0.980786144265546,0.995670802761019,52.1646050724638,32.9317,38.0096833333333,41.92336,1.70167320539764,11.9953,6.27893874506495,11.3819324754015,30.311625,26.93405,32.443425,35.3228,70.010175,38.92935,46.1281,54.8394,80.9106875,51.4818455172414,78.5052,48.1249,64.55925,90.1585,30.2022,69.308675,4.61731232160408,1.64475063804378,0.636279916880466,0.613015443562974,-0.652266508853619,-0.70600467501525,"KIRP"
"ZNF189",0.972919804654329,0.514495049795052,0.707037026530284,0.89730805856737,0.99999956599899,0.463244527967956,525.827485507246,448.25145,669.642316666667,445.99886,14.9805297030718,108.70065,186.512431153081,84.0831920120282,362.3633,393.901125,401.202,362.4095,606.004425,502.601775,1008.834875,464.0682,536.102778125,526.173066551724,486.9868,468.1722,441.71565,590.32105,362.2909,604.830775,27.8040370046652,14.8384345973088,0.981477970310087,0.961365277251868,-0.0269722087354658,-0.0568433979657279,"KIRP"
"ZNF434",0.237952588887335,0.186554025367104,0.925639773596512,0.979943426305222,0.27236650039022,0.346883620693773,311.353922463768,199.0677,241.619283333333,326.11758,5.10004918595978,9.8785,26.9647250633541,29.6615760528567,254.65615,194.12845,187.8996,287.7021,356.29055,204.00695,263.522475,369.4947,276.60289375,309.130686896552,278.93145,301.37255,248.184025,298.0542,252.637275,355.436475,6.55911383707436,4.97405682890391,1.1175974434163,1.08045381759569,0.1604006255962,0.111637407644343,"KIRP"
"ZNF287",0.898792894002482,0.687823968198637,0.999963041085334,0.581557516168799,0.999680890447356,0.997326950910192,177.889054710145,141.5449,144.360933333333,135.61984,4.43158710831818,1.0805,29.3414244613841,38.2497469900207,125.7607,141.00465,127.606075,96.2241,225.0386,142.08515,170.229675,155.9789,155.0093625,176.137462068966,163.6465,172.1034,131.46485,180.41605,125.5815,223.7821,5.40309224390479,4.31936563135104,1.13630208671406,1.05167785439957,0.184346427331817,0.0726928519360507,"KIRP"
"ZIM3",0.997906720417286,0.989606558797137,1,7.07254982357242e-08,0.00555938067429862,3.94124453204636e-05,0.0587528985507246,0,0,1.2743,0.0190181913565077,0,0,1.2743,0,0,0,0,0,0,0,0,0.089878125,0.0778872413793103,0,0,0,0,0,0,0.0410403014785602,0.0283251333681251,0.866587296734443,NA,-0.206583006526541,NA,"KIRP"
"ZFP14",0.774154744051235,0.324048775656504,0.9999910026571,0.999654888069051,0.823085853640437,0.605707718573605,161.584269927536,118.16315,116.636216666667,164.43342,3.8796097430526,12.33905,2.48795190460168,34.0024042388682,119.957125,111.993625,112.293875,102.7215,195.2942,124.332675,120.4211,206.7149,191.51529375,160.454345862069,196.1416,146.3237,159.323125,222.9728,118.6917,194.6421,7.69090279814816,3.75510476492613,0.837814791290364,0.746010535245965,-0.255296740245009,-0.422732090358879,"KIRP"
"ZNF473",0.706967837347284,0.998038749582597,0.834179583574685,0.308237879245866,0.254918451756149,0.492741480106117,173.831277173913,130.9203,169.719383333333,217.95944,3.36299229697613,11.8281,33.0868406429648,27.7915236364004,136.545175,125.00625,122.488725,198.815,204.1966,136.83435,173.930875,259.9554,165.74454375,174.073986896552,164.3591,161.15815,148.029825,179.2292,135.435875,204.5132,4.52696883545449,3.31689715099278,1.05025470497005,0.980524656073196,0.0707392488777548,-0.0283741862983005,"KIRP"
"ZNF614",0.957399049582471,0.885178784475512,0.999866644012486,0.944336248889394,0.884644361839478,0.797961497986672,144.697686594203,109.27515,115.052366666667,169.48704,6.00116161909613,53.31775,25.5320204654426,15.1750351172114,86.3076,82.616275,85.3127,153.0654,177.2877,135.934025,107.281025,194.9665,227.246396875,144.083777931034,226.98355,117.0459,185.244975,283.674,86.6779,177.22075,11.4878159574265,5.75613952423112,0.634042079049067,0.515658073018948,-0.657349504962882,-0.955513346822874,"KIRP"
"POGK",0.961985908501169,0.711419357957236,0.771614219522174,0.0507502628285464,0.273725813684166,0.629809265588706,1385.10833985507,1198.15035,1622.82363333333,2014.76834,32.1147916647781,241.13405,208.627558259201,433.540364591846,1040.406925,1077.583325,1230.592925,1267.9659,1527.72035,1318.717375,1955.05435,3026.4415,1331.9801875,1398.16849034483,1296.75805,1279.07645,1214.63805,1444.033325,1046.1762,1570.023175,33.9205389523569,32.0284343065896,1.04969165717777,0.986364765578282,0.0699656040915661,-0.0198068294464655,"KIRP"
"ZNF514",0.533941895291971,0.454725701647531,0.974051053904749,0.909093823974153,0.437281974214684,0.437561692606539,263.517827536232,104.33195,162.2224,313.71804,9.79039933417961,9.48605,26.025985618557,174.728268114531,148.046675,99.588925,145.01395,104.3585,337.340225,109.074975,204.222325,228.7689,186.001734375,261.065750689655,178.55095,216.48855,118.0232,230.783175,146.809725,331.97555,14.6577558383934,9.78875742983701,1.40356621709407,1.21247492662459,0.489097128559902,0.27795491339594,"KIRP"
"ZNF300",0.821681112325371,0.890754044428709,0.979511330946586,0.655203068498461,0.999491564840427,0.982202119099017,229.941397101449,105.43015,170.1886,124.4458,12.3386138760034,35.76895,43.9778175746061,47.432536477844,104.5595,87.545675,100.140725,44.9507,292.487975,123.314625,244.2925,136.825,104.596621875,225.913050689655,83.7291,173.05235,55.884475,160.35875,103.08455,290.81575,10.8828079491313,11.8481676541398,2.15985035309875,2.06681249410301,1.11093135761033,1.04740751014789,"KIRP"
"RBAK",0.170338907838258,0.963608818698753,0.412314598752351,0.997178880255406,0.360022493904995,0.99799543576192,487.993373188406,201.11265,449.095083333333,470.28182,11.9537972088742,65.59685,65.0873211857958,44.008647289009,351.04245,168.314225,320.7649,402.0544,609.553525,233.911075,549.178125,569.1244,350.116115625,484.451267241379,355.97695,470.61455,304.22165,389.8436,351.01095,607.184175,12.2485279573917,11.5646959765916,1.3836874271742,1.32203658130112,0.468518077226074,0.402762097368711,"KIRP"
"ZNF92",0.380377661539265,0.666587121375592,0.847116137941831,0.802440522199234,0.254613957918083,0.469728688955389,174.392339492754,79.3863,135.108466666667,208.5489,5.08609620737722,43.9847,26.1752728510283,20.0031795388883,112.7505,57.39395,81.759825,171.7116,224.292525,101.37865,185.22465,226.8238,121.80459375,173.275025172414,117.34365,159.17185,103.66125,141.559275,112.5005,221.7037,5.91934211508356,4.92563966116321,1.42256560149164,1.35645899884655,0.508495183824938,0.439845440502397,"KIRP"
"ZNF157",0.989574018446393,0.507181386358058,0.972945859367724,0.296250813589245,0.620092261769072,0.110937006646363,3.20951050724638,2.56825,1.54295,5.5149,0.174870367371692,0.28425,0.674686250909759,1.92364120433099,0.984175,2.426125,0.323625,2.697,4.7283,2.710375,1.88215,10.1943,5.2217375,3.21523,4.51315,2.4757,3.34775,6.582525,1.0112,4.63,0.512968850248828,0.171145848887913,0.615739492841224,0.548552563065708,-0.699607990523167,-0.866298226599954,"KIRP"
"ZNF182",0.380758335590361,0.887155015494309,0.735771399675365,0.277086267120652,0.0947065311360999,0.260121608708889,203.629844565217,101.31025,176.664083333333,276.72548,5.19945109274688,49.15955,18.9257202093063,111.669393842025,142.4402,76.730475,154.3248,133.1709,243.36005,125.890025,191.40475,205.4246,145.04045625,203.477022758621,140.31805,187.917,110.870875,170.0451,142.1388,241.7896,6.81409126185124,5.31859626425782,1.40289839138327,1.33922186062306,0.488410521747597,0.421394982847876,"KIRP"
"ZNF673",0.367550641515921,0.780771255604305,0.787241613355871,0.895585841251171,0.751385438555016,0.999390618784208,190.929415942029,121.40125,167.391466666667,171.75638,3.61725471632255,3.39595,35.4716372612135,20.2917820401856,152.502,119.703275,133.4614,134.2989,216.27465,123.099225,220.505725,190.0122,186.80591875,189.622267931034,187.82805,181.87795,161.630175,207.400925,151.4512,216.2394,5.83551374460178,3.54537443621534,1.01507633805117,0.968321557935569,0.0215882282838841,-0.0464418810616646,"KIRP"
"ZNF41",0.3123696936859,0.889764545541215,0.667177116347455,0.90425359338053,0.692144639227438,0.999997902648905,195.731399275362,93.67095,171.024566666667,170.11646,5.01484124017082,6.87995,45.0070897718472,22.7338300797204,142.649225,90.230975,96.850775,135.607,234.63815,97.110925,208.68865,187.3208,236.751525,193.92409,242.78795,190.11785,216.054125,253.76325,137.72765,233.818325,6.69016391914731,4.89566405535265,0.819103868496729,0.783061309261848,-0.287881686899409,-0.352802828104956,"KIRP"
"ZNF7",0.687806599491861,0.127682844965478,0.166439255437969,0.746722781624684,0.452302311957454,0.878496133279471,323.139220652174,236.67525,423.068033333333,373.2111,6.55948716835417,12.35405,62.0559562189409,68.5803869976613,248.762925,230.498225,317.9813,241.2607,372.907475,242.852275,528.04425,401.3782,265.554978125,325.260965517241,259.89055,310.754,212.83065,313.49235,249.0686,373.51175,10.681524437715,6.5225117790399,1.22483475103275,1.19571104066693,0.292587120699675,0.257868785384611,"KIRP"
"ZNF214",0.844889818641442,0.841440611822504,0.991079422057271,0.975939471546727,0.794544757102282,0.818906160108253,80.0849054347826,56.42655,66.207,87.6894,2.44337393059397,14.17305,10.8444739755324,26.2373932906453,53.318175,49.340025,47.476725,44.5012,103.822675,63.513075,76.7743,130.6781,71.21604375,79.6259624137931,68.8167,70.683,56.382,82.12935,52.476025,103.7016,3.53684744588774,2.38059942463159,1.11809022547385,1.0271198706128,0.161036612681576,0.0386045620328405,"KIRP"
"ZNF215",0.738694531592301,0.996081180006958,0.866779608098124,0.979195400890381,0.915009633982747,0.99898130052357,43.0149213768116,22.613,40.4177333333333,37.99454,1.70842022124442,6.6252,9.44157400206366,11.6965740395468,24.100175,19.3004,34.29505,30.8567,52.4611,25.9256,49.56255,62.212,38.30258125,42.716674137931,31.99485,37.7703,27.349275,41.59905,24.1465,52.23535,3.55956421692092,1.64946864132952,1.11524270020134,1.18051186362805,0.157357705011017,0.239412540093753,"KIRP"
"ZNF547",0.984768189581524,0.917275280850081,0.999997797494983,0.952324478729448,0.999998628820606,0.999964433293331,43.3732467391304,35.72205,35.2672,36.12002,1.84123021189891,12.98755,11.1801914065905,12.3258463941995,23.770225,29.228275,19.6436,21.8621,55.5858,42.215825,45.49555,40.3898,48.011915625,42.9878820689655,43.73175,36.539,37.51845,56.56215,23.445925,55.47035,3.29524550433085,1.77918765334777,0.895358610656675,0.835525676425023,-0.15946246592498,-0.259243930656127,"KIRP"
"ZNF773",0.988187054792279,0.9927023807256,0.97485350824896,0.999840141817356,0.995482235773771,0.994856124339182,81.9439760869565,91.45925,77.249,83.36788,2.48956673581514,6.95225,16.6394239591399,20.147705525553,57.935525,87.983125,68.001875,85.2535,101.028275,94.935375,96.5504,101.9082,96.457103125,81.9041989655172,95.62835,79.7195,80.683925,112.711925,58.27075,101.081425,4.69255268031054,2.41144009572469,0.849125635251315,0.833638769256188,-0.235950066498453,-0.262505721645908,"KIRP"
"ZNF776",0.880232870132885,0.990927372184682,0.960238263469423,0.969597454598123,0.819544478630687,0.949859584021619,302.899089130435,234.0896,286.903616666667,329.45032,7.87772951940264,0.897100000000009,43.5644222108624,72.960428050289,212.59925,233.64105,211.7415,265.9115,365.57495,234.53815,326.878175,313.759,416.55025,302.346247931034,405.54325,286.4223,372.600325,461.7402,214.329825,362.638425,13.6921555625126,7.6397460592201,0.725833792996246,0.706268197041869,-0.46228886825312,-0.501711960870251,"KIRP"
"ZNF256",0.999964378937548,0.830747084414759,0.965700715707144,0.55743737006907,0.878461441758748,0.978722820722295,76.7457985507246,77.92165,64.1926166666667,55.57632,2.16399530634203,21.20295,12.549845578158,15.1160245102474,55.479675,67.320175,53.8621,38.4694,91.614875,88.523125,82.9236,73.4036,80.984665625,76.1284786206896,79.7555,71.57,69.76145,90.649425,55.165225,91.374275,3.30936968141645,2.09744351508191,0.94003572198721,0.897367579665352,-0.0892125136773152,-0.156229032001829,"KIRP"
"ZNF599",0.916117938548672,0.759263730532691,0.999893868689783,0.992369091502848,0.978440335573224,0.967294596666509,116.540823913043,90.8332,93.87145,109.49356,3.40090559818608,30.2174,15.9939928647967,11.6466720070843,79.20165,75.7245,62.3717,93.0479,147.07865,105.9419,114.59335,113.5616,110.259325,115.636833793103,107.96315,108.19135,99.754175,121.77365,78.627825,146.51525,3.63776420483514,3.26979699437758,1.04877146484529,1.00211368415983,0.0687003381110679,0.00304618345344352,"KIRP"
"ZNF18",0.999989209497477,0.859276580785343,0.982413049727919,0.41733820260348,0.853409366181225,0.929886222403304,252.06679057971,249.58215,215.35485,173.94582,6.87855507500386,2.15165,25.9266996036743,21.3375643318866,183.277625,248.506325,173.108675,141.4463,296.1151,250.657975,258.368125,212.1673,138.67025625,249.913584137931,135.80305,226.23295,128.370225,150.331275,183.268475,287.3689,3.55526082184267,6.60635322377554,1.80221477118624,1.66589005180664,0.849770948366824,0.736293186449147,"KIRP"
"ZKSCAN2",0.976515420653642,0.507128388164318,0.985887300164102,0.663583053899283,0.769515282817493,0.276380229839392,264.849442028985,239.7597,215.5519,309.17834,5.17810988665734,4.1297,28.9654641825859,48.5625034354964,203.385175,237.69485,173.103375,252.1734,313.265675,241.82455,250.569875,393.756,183.88311875,264.145145172414,186.7133,254.3767,157.298925,204.911,202.525975,313.026625,6.38550190589828,5.05237288540076,1.43648393048812,1.36239196672117,0.522541853967011,0.446141833372122,"KIRP"
"ZNF689",0.937956657687242,0.716286243873117,0.999990693514619,0.999775801644729,0.949606808545823,0.861863157491688,140.370035507246,110.47075,108.717816666667,143.17026,4.40796408897491,17.05115,24.2257575690203,21.8528809817058,86.79635,101.945175,74.269575,97.0935,182.788125,118.996325,152.089125,178.8418,172.237546875,139.491231724138,175.2524,141.2486,152.1352,197.84595,86.70485,181.6675,6.0098585921451,4.24529476490711,0.809877023070774,0.805972414643109,-0.304225238341231,-0.311197633229199,"KIRP"
"ZNF19",0.998795967565703,0.737553448300504,0.980498849422131,0.983741459502416,0.999886760000671,0.97404309150203,150.185950362319,143.07515,122.045716666667,139.2713,4.03346849357864,9.46265,21.5402356622425,34.32921082485,100.81785,138.343825,96.919275,93.718,191.6716,147.806475,152.2864,146.5435,84.43314375,149.163817241379,79.11695,139.604,64.5732,101.0343,99.91305,191.164925,4.44663912888136,3.90966469762624,1.76665004542578,1.76452707036861,0.821016285655852,0.819281563292461,"KIRP"
"ZNF230",0.969597618166137,0.999679594368369,0.986167814401515,0.970161920374333,0.999007261624016,0.993291587428537,82.7682510869565,73.8091,81.65335,77.10882,1.70416478154524,17.4711,7.14905259129954,9.45358628872662,62.743875,65.07355,75.0188,67.426,98.48425,82.54465,94.356875,86.3515,90.234621875,82.5731927586207,90.34465,78.51675,80.0762,101.522725,62.921925,98.408875,3.54906518083526,1.63735458553526,0.91509435117939,0.869080238840927,-0.128007594156242,-0.202438713205705,"KIRP"
"ZNF222",0.968021924521621,0.432924320508864,0.651839328192085,0.699162739316765,0.764640065532099,0.996205121554422,43.4382528985507,50.0807,30.7054833333333,33.4352,1.24084505763131,5.5432,5.64082217561806,7.57670401592935,30.440975,47.3091,30.455525,33.1492,53.7325,52.8523,36.068575,42.2249,55.48010625,43.0527413793103,56.056,40.3315,44.112325,63.031525,30.477975,53.256175,2.10335115791126,1.19930709305882,0.776003225107565,0.719485871271586,-0.365865446550963,-0.474961738215818,"KIRP"
"ZNF221",0.402206504154693,0.878472754959158,0.760622122627418,0.962824279659739,0.388667593799524,0.821335196869698,12.4198583333333,1.47445,9.38126666666667,14.57218,0.592629439031005,0.04815,3.37881734059583,6.30237696257531,5.410275,1.450375,4.35075,2.8421,16.4672,1.498525,9.270575,26.6623,16.504075,12.3005855172414,18.17915,10.1657,12.600675,20.390675,5.321125,16.38955,1.11203850148739,0.579396920410739,0.745305963360042,0.559195561948716,-0.424095291855477,-0.838575184066693,"KIRP"
"ZNF233",0.85590776330913,0.985611364167642,0.954971922787573,0.998913891539506,0.932727668972802,0.999239254126397,16.0528286231884,3.16335,12.7875166666667,14.56254,1.39062453145791,1.02395,1.71387206395667,7.93841731837021,5.41585,2.651375,9.8513,4.5017,16.212025,3.675325,15.69405,9.7442,35.803284375,15.8383551724138,33.28135,8.73375,22.383475,42.8463,5.38095,16.11075,3.47963559288271,1.33161018049017,0.442371571460441,0.262421746714,-1.17666941960151,-1.93004081480773,"KIRP"
"ZNF235",0.541921944205101,0.407968001848112,0.981954004684423,0.997373108875106,0.603986317759057,0.62553658011538,59.7360855072464,34.30865,42.5370166666667,62.09762,1.63510379784642,3.43025,4.91567424181171,9.68765372308486,39.65485,32.593525,34.00065,49.5986,75.888325,36.023775,53.201125,70.1119,73.852478125,59.2167406896552,72.9599,54.29785,62.7595,84.8532,38.9809,75.574325,2.8287814730254,1.57778340664369,0.801824694215773,0.744214972882364,-0.318641245278414,-0.426208678508823,"KIRP"
"ZNF208",0.962292824370897,0.878181235635805,0.99996782524428,0.910485427902713,0.999944685997891,0.999999068467572,105.01724673913,23.6345,32.2598333333333,34.22358,14.4623744832178,9.1693,29.0342799715976,15.9200209985226,3.6591,19.04985,1.7901,2.2475,92.95665,28.21915,6.323225,55.6232,90.344859375,101.587592758621,92.87405,17.40765,51.9172,115.18325,3.555675,86.26285,9.24660888981724,13.8057824401447,1.1244424249636,0.187432872799237,0.169209792422085,-2.41555409351589,"KIRP"
"ZNF714",0.813327841975112,0.892397383431965,0.672664659744576,0.257656882071805,0.304465412697521,0.812796965460741,76.7090188405797,29.74425,98.7041,138.82394,4.36923430161583,13.75645,42.9268916766091,68.4524257054387,37.8005,22.866025,30.6965,46.285,91.551625,36.622475,136.74875,134.628,86.865034375,77.8928382758621,83.8599,56.78935,65.689575,103.8098,37.13045,91.567275,5.38626987623619,4.40269342740022,0.896711074096804,0.6771931519117,-0.157284880214893,-0.562360710775165,"KIRP"
"ZNF394",0.999841079309656,0.999695139967798,0.999467892706208,0.588807604260297,0.927167571738308,0.747227853936686,453.005490217391,444.02485,459.49675,358.52452,9.86852221075814,71.77265,122.358053813641,23.7880972162424,344.044225,408.138525,335.340175,352.2054,536.2217,479.911175,373.224825,375.7878,353.332234375,451.599632413793,359.3247,423.04135,306.997625,398.04355,342.6895,521.776325,9.70005698728023,9.71425620623196,1.27811614248164,1.17732332344534,0.354018940016562,0.235510576174771,"KIRP"
"ZNF333",0.83970165649097,0.971515706503966,0.959010091700333,0.999597965207836,0.915894747864976,0.996117246288731,140.513644565217,99.104,127.770483333333,137.22222,4.22639396464465,18.5207,25.2649317219002,38.4444502013412,92.822325,89.84365,92.00525,76.9388,172.740325,108.36435,162.709925,132.3239,142.118359375,139.84292862069,140.7925,124.02935,120.011525,161.42815,92.139075,172.5379,6.13822503008458,4.10143376172831,0.983989185040433,0.880937194807962,-0.0232856358007723,-0.182888927011742,"KIRP"
"ZNF382",0.691313454825205,0.895429060630302,0.932574019844787,0.752342991681931,0.458462051469783,0.613790152757189,65.961706884058,36.5672,54.9972,82.90718,2.20961129595378,19.0567,5.99189148583317,40.9347150018099,39.7381,27.03885,46.9552,35.511,87.340625,46.09555,60.8224,86.5701,39.6160625,65.7863724137931,37.794,62.97615,31.78385,45.162325,39.4669,86.509525,1.92315281674322,2.21148417999604,1.66059846088422,1.66630020638197,0.73170326624206,0.736648345025912,"KIRP"
"ZNF577",0.847837202147104,0.769081733728515,0.996263024561228,0.833685368501903,0.995389431327038,0.999990662823597,193.447678623188,44.7008,90.8386,95.45406,15.7526040166856,18.0544,38.3134314779469,30.1520208370451,42.08565,35.6736,45.2859,42.0516,232.273475,53.728,72.38045,112.1342,178.651778125,188.679145862069,166.82015,101.70945,122.1375,224.8932,42.1037,230.383875,11.8102298116142,15.0750002884646,1.05612800411118,0.609695231661163,0.0787847018410416,-0.713839831959561,"KIRP"
"ZNF75A",0.650625648677338,0.999811413469841,0.766551955774445,0.853726469408139,0.488639920874821,0.91472495623155,252.960644927536,145.57035,248.629483333333,300.01108,7.85689703535648,41.26885,18.8885011929025,79.023237114259,166.59815,124.935925,223.00595,211.5307,302.390175,166.204775,283.5041,329.4455,234.8702375,252.634392413793,227.0531,225.4362,196.088875,280.13115,166.7269,302.1898,9.69045758865468,7.62011730536502,1.07563391216732,0.992878758316887,0.105187145768171,-0.0103105356977352,"KIRP"
"ZNF496",0.88913198554728,0.975822364252832,0.975744516952361,0.834138045228395,0.99863884326068,0.985890773293148,255.707126086957,200.581,237.21355,214.68746,6.53335721878971,25.1518,44.6188801008702,29.715295344546,181.113925,188.0051,154.726375,179.6751,321.3357,213.1569,316.04745,271.7414,298.066353125,253.977061724138,298.2124,234.27545,252.804325,341.4827,179.83145,313.2303,10.0839937768281,6.31264418075636,0.852082293292687,0.785599290975157,-0.230935323600635,-0.348134467305894,"KIRP"
"ZNF2",0.999949361627921,0.722725745574463,0.939877257004198,0.885962861118271,0.985459417502621,0.592469071614777,123.040614130435,124.242,108.99825,133.72662,1.97338093480086,21.5517,8.54829393145205,12.5537436302244,101.3099,113.46615,106.37415,125.4124,141.618425,135.01785,123.1467,129.3227,111.86175625,122.814138275862,114.98625,117.9913,98.469425,126.619275,101.4601,140.54715,3.7070248103588,1.90758776853546,1.09790997739553,1.02613399428192,0.134759766101387,0.0372191327616648,"KIRP"
"ZNF589",0.999837863969896,0.981371347247995,0.999299387016024,0.635446358385834,0.939423871884389,0.923612454783576,227.154349637681,221.41415,210.6438,170.65976,6.32873518226324,82.35445,56.5856077789574,31.520205955079,157.92975,180.236925,163.5277,111.725,275.2087,262.591375,196.3944,218.5648,248.766315625,226.661365517241,227.56535,200.37335,190.2462,290.631025,154.4031,274.755575,12.8406613984694,6.22685143063025,0.911141707219395,0.880509049378563,-0.134252645246587,-0.183590263543556,"KIRP"
"PRDM9",0.997847685617497,0.995309774304044,0.99997923890595,0.216441688493403,0.629045349198149,0.378988529165666,0.781961956521739,0,0.19075,6.05688,0.357213784735251,0,0.122183162369725,6.05688,0,0,0,0,0,0,0.372975,0,0.236475,0.852587586206897,0,0,0,0.458275,0,0,0.0535281646922681,0.354976228279168,3.60540262694533,NA,1.85016037887316,NA,"KIRP"
"ZNF12",0.319597336514442,0.985234526368264,0.344492166359204,0.945197415888916,0.657305459338678,0.914767989586808,852.57985,490.42925,895.668716666667,777.93364,18.0950986273652,88.93885,96.1417034780101,98.5876166024243,633.367475,445.959825,861.13165,625.6598,1040.701525,534.898675,968.51385,837.2093,544.087159375,849.669462413793,560.7951,830.76705,488.746175,598.681875,626.22635,1035.557575,13.2048248777083,17.4903509819664,1.56164218870708,1.48140925268427,0.643063933817945,0.566970253223103,"KIRP"
"ZNF202",0.996292618114339,0.995017945516404,0.999886980818872,0.975771634902031,0.999979420102886,0.998912686018394,204.243370652174,191.05505,195.76935,188.31808,5.15775891452021,49.14285,28.6377309252526,17.812191971411,151.183725,166.483625,169.14525,149.4113,233.11115,215.626475,214.651175,213.2187,160.833378125,203.743947586207,160.4998,193.99265,125.70825,189.084325,150.755175,232.804225,7.40109568715321,4.95418206089249,1.26680139384908,1.20867845318187,0.341190359862744,0.273430492974369,"KIRP"
