"gene","Stage II-clinical_stage","Stage III-clinical_stage","Stage III-Stage II","Stage IV-clinical_stage","Stage IV-Stage II","Stage IV-Stage III","mean-clinical_stage","mean-Stage II","mean-Stage III","mean-Stage IV","SEM-clinical_stage","SEM-Stage II","SEM-Stage III","SEM-Stage IV","Q1-clinical_stage","Q1-Stage II","Q1-Stage III","Q1-Stage IV","Q3-clinical_stage","Q3-Stage II","Q3-Stage III","Q3-Stage IV","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF671",0.504058837723085,0.222394078686936,0.130855297450415,0.782610679831484,0.330740096229622,0.93004130158527,137.846388043478,238.44705,57.32825,94.65608,6.17927026587242,40.19775,30.6039516300619,29.4095077806719,59.086875,218.348175,17.409225,39.2879,201.133025,258.545925,44.95065,151.4154,171.448221875,136.157349310345,181.3624,117.7047,125.9596,207.6678,57.9912,199.602425,11.0870482757852,5.9973058808212,0.794160171632546,0.649002770144198,-0.332498085610284,-0.623703458781951,"KIRP"
"ZNF416",0.353846526915856,0.616180200603804,0.173341821069574,0.938401681987636,0.320648599772403,0.978534636742647,79.6818652173913,116.4699,63.8702333333333,71.46356,1.8869034065321,31.6078,14.5507861552258,13.5013935285807,58.909475,100.666,53.43325,59.6833,95.507325,132.2738,79.7839,101.3825,99.062896875,79.3832789655172,100.62525,73.8811,81.061025,111.298625,58.623825,95.682375,4.30907499607562,1.85159583748112,0.801342192381927,0.734220287651459,-0.319509655210962,-0.445715115985485,"KIRP"
"ZNF586",0.999974556030086,0.62708358196743,0.940718854890186,0.163646359805608,0.699411054828408,0.885582845286861,124.374164130435,122.9795,100.830916666667,79.86262,2.87733534133554,16.7236,16.3974075855996,18.390886179638,95.3937,114.6177,75.88295,38.8787,148.056825,131.3413,133.57805,109.2824,126.608075,123.233772413793,118.85645,119.6513,107.774225,142.84975,94.948725,147.5674,4.86170055291455,2.80180494418359,0.973348440956812,1.00668747888735,-0.0389717389538884,0.00961587536282844,"KIRP"
"ZNF446",0.997175019292245,0.153808984209566,0.809776672332468,0.843585003997879,0.927820145024789,0.173000606310349,317.409376449275,337.48665,440.499633333333,264.80036,8.47186294844816,110.08475,84.8410457070462,40.2192883956144,230.17875,282.444275,351.9679,195.5085,367.446,392.529025,605.093775,296.108,263.497053125,318.697742758621,253.8523,292.45565,236.261125,280.900925,227.720925,373.97105,9.35262056332297,8.35132740544975,1.20949262611842,1.1520701210901,0.274401973704098,0.204228529514787,"KIRP"
"ZNF8",0.774908855818058,0.761842589582293,0.986941188105653,0.190051231392934,0.234878025932807,0.137689177772633,80.8608934782609,58.4578,67.5167666666667,110.70034,1.9573136827954,2.6271,9.12259268964208,29.9903348439727,56.751975,57.14425,52.58595,63.8345,99.924825,59.77135,73.7368,112.9405,81.973490625,80.8191817241379,79.6548,74.48165,69.744125,95.434175,56.6421,100.264875,3.61934728275314,1.95134668602332,0.985918509849207,0.93505538900355,-0.0204596879342018,-0.0968762677759278,"KIRP"
"ZNF264",0.995104253720855,0.942152050802202,0.999836203673004,0.988418846398035,0.98161316844765,0.923785521171341,661.216125,620.7761,605.881233333333,695.67674,14.2854354159433,94.4885,111.153931650397,82.0366397194973,488.49585,573.53185,510.16335,650.0203,822.712575,668.02035,814.928275,856.3237,637.4946875,660.166481724138,632.12955,640.92615,562.544875,687.1283,493.4914,821.994275,22.7791553978976,13.835774572567,1.03556389514875,1.0139158183635,0.050416571781851,0.0199378757425557,"KIRP"
"ZNF213",0.904645380692502,0.995463523459152,0.965043438781937,0.776537037284454,0.695708218096971,0.820700872416774,547.705451811594,454.6303,529.05735,630.58764,11.725655314906,69.5418,60.8185042527067,48.0199016769568,430.437575,419.8594,476.830275,574.1764,631.561475,489.4012,563.89685,647.1363,409.883159375,547.585537931035,406.7508,505.93805,350.0942,471.87335,430.67085,633.100625,15.1066178634223,11.2879697269599,1.33595519944271,1.24385262426036,0.417871628601223,0.314815560352691,"KIRP"
"ZNF343",0.391074063599757,0.95542499498261,0.681319482842497,0.999777459806345,0.508497803962516,0.975940837799713,260.277474275362,152.9456,239.94135,263.9576,5.81235645284369,21.0171,19.5315179839962,39.6749166468312,193.6996,142.43705,198.194275,215.3138,313.72055,163.45415,269.108325,299.4584,204.181196875,259.345228275862,196.1678,237.0566,186.258875,232.73165,193.0912,307.8701,6.80830595606431,5.60780279024102,1.27017194651197,1.20843787818388,0.345023811634179,0.273143310803443,"KIRP"
"ZNF302",0.699290327752971,0.915689399839664,0.92745112558747,0.999927813510734,0.810940121040347,0.978462628148836,540.509562318841,343.4016,471.874033333333,533.7432,15.4271136300196,105.8683,108.721858484203,112.263053373018,376.124975,290.46745,253.719875,388.374,655.4223,396.33575,685.26205,548.3937,491.55044375,537.157846551724,464.0551,503.71405,404.519275,587.9292,370.671125,649.748,20.3788961442544,14.9825386471781,1.09278275176356,1.08546172641999,0.12800661774727,0.118308857157524,"KIRP"
"ZNF268",0.529808944630645,0.987671217501909,0.743796979667121,0.844524901276584,0.385573505630059,0.837227096298714,411.192760507246,229.3652,385.475633333333,481.33222,11.3288983737184,119.3538,82.5761833908328,109.939112104976,280.235175,169.6883,259.22315,366.3481,521.38795,289.0421,449.891625,408.0213,450.02109375,410.523025172414,486.2456,395.90395,378.09065,531.54935,279.803925,515.605225,18.474803296235,11.0920145733448,0.912230628461322,0.814205722375688,-0.132529484889629,-0.296534733868765,"KIRP"
"ZNF184",0.80191936540545,0.990771264958646,0.920195896818736,0.991003628926601,0.790150551486991,0.974442156434417,163.411237681159,111.34715,153.443183333333,174.21698,4.90888620404793,46.25385,32.8821729176202,15.9995876749809,119.7149,88.220225,119.69145,155.0799,194.8542,134.474075,154.010875,187.3208,238.066821875,163.216246206897,248.9228,152.47775,192.467075,267.4535,119.98425,194.485325,9.46433947574003,4.73652302187055,0.685590057956901,0.612550356978148,-0.544581906440849,-0.707099643790368,"KIRP"
"ZNF500",0.998639433233416,0.728290215547968,0.980132605735572,0.987711507764806,0.989668808800558,0.777131924206071,261.008361956522,269.7622,294.771783333333,249.29402,4.79648887506706,29.4384,27.6488117229224,17.0928057780576,202.800175,255.043,240.5089,217.2148,310.440575,284.4814,350.666375,289.0059,228.25259375,261.503111034483,209.28645,255.1223,185.289775,279.836025,203.403125,310.179875,11.4462753852737,4.61450642175529,1.14567421442273,1.21901011747297,0.196196855563723,0.285710100008577,"KIRP"
"ZNF419",0.999996498336001,0.963365878002808,0.996013176682939,0.81867249057241,0.969025514462873,0.988296685472622,148.93672826087,147.70975,132.875983333333,117.01672,4.90145732640835,43.40825,27.2080705228604,31.9723284378445,99.7162,126.005625,130.241875,99.0662,174.02685,169.413875,149.90445,144.4649,128.277428125,147.99082137931,125.6933,136.805,107.335,149.42685,99.8073,172.282725,4.8797954806083,4.73180356282009,1.15367780241977,1.08840328004754,0.206240366310879,0.122213209459505,"KIRP"
"ZNF175",0.762444066106341,0.569410128790789,0.99728537522087,0.999995289793133,0.834471881002246,0.806215091264909,149.22957173913,107.96495,117.535866666667,149.86212,3.61146523276544,3.28285,18.345434393361,20.7472146129161,109.0407,106.323525,125.2499,122.332,182.26635,109.606375,140.321475,165.7459,171.588828125,148.267370689655,171.17535,141.57265,152.350575,204.1194,109.290275,179.8451,6.15538957066717,3.48505436344432,0.864085222271257,0.827062132485782,-0.210754486567109,-0.27393237992609,"KIRP"
"ZNF14",0.755169674354682,0.69125832163256,0.990055080574336,0.999836892145204,0.814564088184581,0.851908861079816,134.368936956522,97.7279,110.749383333333,136.17732,3.17161204221826,29.2087,13.5723646896777,14.5141603366299,100.53925,83.12355,85.4138,121.1323,160.13085,112.33225,134.7285,131.256,217.53250625,133.526630344828,210.33845,124.8086,182.57445,245.916725,100.02855,159.52795,13.1136122696636,3.05508434395904,0.613823803378478,0.593370351450246,-0.70410350194998,-0.752995252471453,"KIRP"
"ZNF85",0.998853546109813,0.975408635286933,0.999795086815005,0.582195832302251,0.849434265767838,0.60712246729885,66.5086300724638,62.7483,60.3158166666667,87.10958,2.18137982391988,23.5401,6.27793059117502,14.6247715270838,45.027675,50.97825,48.5831,75.0494,76.420775,74.51835,66.276175,92.4903,68.029521875,66.6221220689655,68.27185,58.9951,57.4743,76.585025,45.147375,76.774475,3.53775651816647,2.10327211877897,0.979311925657504,0.864120424450194,-0.0301596416737873,-0.210695713458614,"KIRP"
"ZKSCAN1",0.402271615089929,0.830441853600892,0.789969193170063,0.999999970258542,0.546485895398868,0.937308993720146,649.490162681159,148.35105,490.897983333333,650.37874,27.395751787441,10.00445,133.846904055221,196.154163937031,323.9814,143.348825,362.53405,325.8925,856.15795,153.353275,491.56815,1095.8904,819.65959375,642.312210344828,887.42,554.63285,741.015775,979.58165,323.333,850.006975,46.3078804435821,26.5162842709154,0.783632882775402,0.62499476009105,-0.351750157693226,-0.678084000508391,"KIRP"
"ZNF862",0.753973302578239,0.99980684311628,0.844359814088294,0.73562645492952,0.991539725007139,0.89405956002738,999.014347826087,453.1563,973.001583333333,640.8787,47.0068994602424,125.8311,328.157288625751,119.839246664526,522.385325,390.24075,372.85605,442.179,1262.855475,516.07185,1244.3856,756.5201,531.5688,987.986286896552,506.81725,779.48315,389.7774,664.74985,508.976375,1253.5798,31.4946839446688,45.3668119321064,1.85862354392611,1.53799648689937,0.894234588272669,0.621052207890998,"KIRP"
"ZNF684",0.74576473579319,0.938220690276521,0.93745541578139,0.861879431447502,0.973098738537552,0.997597706919756,108.48710942029,57.4382,91.3995,83.21568,4.32937382086799,39.5471,17.1549072551267,32.6009202499163,64.20695,37.66465,72.129475,55.6287,136.04895,77.21175,120.4315,70.2395,138.62829375,107.25511137931,133.16295,95.41705,118.561825,154.1797,63.457625,135.42215,5.78703032886962,4.18269629077556,0.773688461986934,0.716543528060921,-0.370175335784267,-0.480873747957239,"KIRP"
"ZNF430",0.562362147368564,0.912461969073574,0.854910871621605,0.989841823808017,0.582439304676336,0.905243116006517,55.5719452898551,18.54375,44.68135,61.14258,2.43514343895178,12.83385,14.467981966,6.96211757925705,30.421625,12.126825,20.5978,51.6933,70.4312,24.960675,50.491225,65.8328,83.182103125,55.202915862069,78.4982,49.72185,65.7495,95.717875,30.298275,69.8658,4.47975029008783,2.34595740391869,0.663639338129189,0.633413887197414,-0.59152868833769,-0.658779597001506,"KIRP"
"ZFP30",0.198933695167495,0.495985224927683,0.745088590697717,0.808320889923995,0.137325303050096,0.366411934763449,147.402117028986,60.20165,111.323883333333,172.45088,3.77252327399583,28.22605,9.86862047952724,28.0083415585143,106.52085,46.088625,94.676575,104.7503,179.24455,74.314675,122.154075,216.4927,167.073003125,146.339225172414,170.49395,139.063,142.520325,194.89905,104.998975,179.00175,7.14037040616858,3.66873608947568,0.875899890677887,0.815647710666566,-0.191162105741008,-0.2939819277613,"KIRP"
"ZNF549",0.81049095293893,0.236105261534945,0.997903430524395,0.747767541992681,0.996567380261148,0.949623985677934,133.411206884058,87.3733,76.6127166666667,100.39012,4.41070102296165,3.2243,24.5622269223757,33.4033365835421,84.11325,85.76115,30.902875,38.2287,174.740525,88.98545,127.69915,158.3794,174.847353125,131.287737241379,178.03825,124.96525,146.569175,204.001025,82.1588,173.006575,6.95520798422957,4.29364999841664,0.750870601670021,0.701901136413102,-0.413363786899638,-0.510660255313183,"KIRP"
"ZNF211",0.960970278803181,0.613251826398826,0.997540068649536,0.84601883945937,0.999994841318952,0.996056762293351,207.086877173913,154.9235,131.6432,151.8838,9.14174126498053,4.8169,27.9572470002204,22.8125682317007,119.53495,152.51505,100.984575,127.4279,254.0505,157.33195,169.32775,183.3443,213.439796875,204.208875862069,209.6979,180.36555,182.73535,242.2425,119.78125,247.54425,8.4500381789108,8.75865582772665,0.956751640752652,0.860120916804603,-0.0637836248846974,-0.217388605058825,"KIRP"
"ZNF205",0.998695001840876,0.380195094395117,0.781891609880426,0.971964214017395,0.999582399395964,0.490144344376908,503.654675362319,474.8933,677.357933333333,451.73736,15.6397436383207,3.17269999999999,190.545801103416,58.6678483009612,329.0087,473.30695,427.6017,443.5879,582.77925,476.47965,682.617125,545.5907,271.218209375,505.693012758621,268.1468,448.69685,230.328075,319.135425,331.530125,582.3901,10.014420724878,15.4231825979488,1.86452456095757,1.67332539489563,0.898807801530061,0.742718019168913,"KIRP"
"ZNF45",0.947274896224525,0.801568514138891,0.999998058408662,0.969446921910654,0.996186091294321,0.992191116057259,173.954320652174,148.0378,148.993516666667,160.37786,4.0454468713264,0.420500000000004,23.5925296276232,23.4513333502937,124.986125,147.82755,119.906375,121.3967,209.902025,148.24805,163.744725,184.661,256.37945,172.907029310345,260.5415,163.40375,233.01465,278.180125,123.737775,208.12845,6.50497583294028,3.90299246472954,0.674418442314097,0.627169759903892,-0.568284106840907,-0.673072095843131,"KIRP"
"ZNF133",0.830155821917308,0.977617562252769,0.950491587721757,0.930598766229278,0.979013082578018,0.998094927310894,358.896419565217,214.8583,319.0791,293.80252,14.5715090401599,45.1341,56.561765346183,27.6065015641135,218.306525,192.29125,271.948575,255.102,423.738325,237.42535,316.258225,306.5367,241.126790625,355.952187931034,226.74275,301.1463,187.39995,289.3231,219.789225,405.42615,13.772138311433,13.9461934137074,1.4762033990848,1.32814081155847,0.561891517220793,0.409408111570145,"KIRP"
"ZNF436",0.992241837368348,0.999740347273686,0.991523676741648,0.999745954028818,0.99179519134956,0.999999948375374,352.674773188406,311.3802,360.344316666667,361.0005,12.6214228867965,41.7184,56.2036456033617,38.2259248795631,247.78465,290.521,253.422475,344.2672,387.52195,332.2394,423.8156,414.3237,383.559978125,352.263786896552,377.8323,308.3402,345.101,411.622175,247.26335,388.19185,14.4038993940378,12.0838369264964,0.918406004241013,0.816076867964967,-0.122796020969996,-0.293223045865974,"KIRP"
"ZNF484",0.521405181329317,0.435769870243337,0.973806875827813,0.824250100666013,0.366619102614593,0.342430853012558,54.6130485507246,33.54845,41.1226,63.0648,1.31400057379044,15.65735,4.32220572547552,10.8580926070374,39.979575,25.719775,36.05515,54.8112,67.14095,41.377125,44.957575,69.1244,73.92785625,54.3037072413793,72.38495,52.741,63.767,83.01895,39.52515,66.741975,3.60076208979393,1.27781263154121,0.734550005856274,0.728618310850529,-0.445067386617495,-0.45676484309337,"KIRP"
"ZNF780B",0.372572659859929,0.920414763182168,0.701321932135194,0.990202898096078,0.624459285675215,0.996881035365266,297.472907608696,102.25505,252.750816666667,274.06488,10.3424112403017,8.99275,53.1143463726667,63.104083439825,175.5081,97.758675,149.42645,214.8643,379.5002,106.751425,319.1039,223.5023,352.9377125,294.542452413793,336.2503,261.046,289.085775,403.450625,172.578675,378.154825,18.4472355191434,9.9976531357649,0.834545139218562,0.77634428876346,-0.260938010110081,-0.365231502349026,"KIRP"
"ZNF557",0.529215889597193,0.938375285412663,0.812930820651214,0.847286844607498,0.893481048232412,0.996579598039351,148.87766557971,101.9683,137.218416666667,130.92312,2.96959645034906,12.132,13.6364392461379,13.8279701524266,113.28765,95.9023,111.966625,112.4645,174.133975,108.0343,157.67475,159.9737,163.277728125,147.904478275862,168.24795,143.02345,126.189825,194.5358,112.4985,173.38515,7.52195728745109,2.86180478838532,0.905846008358417,0.850075439254981,-0.142662278457095,-0.234337217155103,"KIRP"
"ZNF337",0.691318507698192,0.975997547435865,0.878920035286296,0.998298805777774,0.835261066089898,0.998623711518535,809.871395289855,242.7223,685.393216666667,754.54244,44.2641622394131,51.4688,155.305878641234,288.364992456159,363.47045,216.9879,397.40245,371.9173,953.060425,268.4567,795.275375,789.1273,287.889546875,802.623793793103,267.09815,591.19655,202.331025,365.465325,359.086925,935.1802,19.9978013129493,42.5647687808094,2.78795740416931,2.21340563384658,1.47920851914638,1.1462678670054,"KIRP"
"ZNF317",0.982276045848199,0.994798580758006,0.969942748144363,0.997051981539915,0.974069008451626,0.999998451864651,630.479775,666.2559,616.790966666667,618.122,8.00846988756814,173.4852,80.9311941596344,64.6243612331372,545.213125,579.5133,480.1547,514.8136,705.47195,752.9985,650.801025,717.4135,613.595084375,630.064809655172,628.90335,617.21355,560.869275,668.5665,543.6058,705.55685,14.5498396608961,7.88807758749582,1.02684135792409,0.981412406214723,0.0382133093921315,-0.0270685859926061,"KIRP"
