"gene","p-adj-T1-T0","p-adj-T2-T0","p-adj-T2-T1","p-adj-T3-T0","p-adj-T3-T1","p-adj-T3-T2","p-adj-T4-T0","p-adj-T4-T1","p-adj-T4-T2","p-adj-T4-T3","p-adj-TX-T0","p-adj-TX-T1","p-adj-TX-T2","p-adj-TX-T3","p-adj-TX-T4","mean-T0","mean-T1","mean-T2","mean-T3","mean-T4","mean-TX","SEM-T0","SEM-T1","SEM-T2","SEM-T3","SEM-T4","SEM-TX","Q1-T0","Q1-T1","Q1-T2","Q1-T3","Q1-T4","Q1-TX","Q3-T0","Q3-T1","Q3-T2","Q3-T3","Q3-T4","Q3-TX","count-T0","count-T1","count-T2","count-T3","count-T4","count-TX"
"ZNF671",0.805396375780722,0.999999999875641,0.120254479303263,0.999999926489611,0.0992744570905436,0.9992559506508,0.999999777717175,0.177474948280074,0.99381305123503,0.95366791401588,0.999999983417219,0.831026221164154,0.999999700537579,0.999997370825962,0.99999999997246,62.8394,155.661466666667,61.8516375,59.303587804878,67.2759682539683,66.5423,NA,59.9158671633909,6.16145140210942,4.12665916218791,8.0237699090996,NA,62.8394,102.4104,16.5868,19.2815,26.41415,66.5423,62.8394,206.07095,81.31155,77.4355,87.04825,66.5423,1,3,128,205,63,1
"ZNF416",0.980089173948172,0.999983497650603,0.868035715071679,0.998052455746031,0.984875848212516,0.160098333985171,0.999920950716773,0.913363409172922,0.998622996555048,0.700726636144845,0.999884554778761,0.913724573161168,0.995933296244067,0.97143654715954,0.99315087694147,136.1521,91.201,127.18905859375,112.49202097561,123.8094,154.8507,NA,11.7392682518971,5.22975344614271,3.36452288671216,8.03703093513643,NA,136.1521,79.9607,87.844875,79.9054,91.905,154.8507,136.1521,99.75365,145.682775,133.5846,140.8988,154.8507,1,3,128,205,63,1
"ZNF586",0.979523908493573,0.995319850976563,0.995111302710941,0.982053547371645,0.999921580005979,0.619387235670529,0.994549569839258,0.996600280622838,0.999995496460931,0.884373633196008,0.99823935642415,0.999956186967736,0.99999962950956,0.999998616816438,0.999999915360283,245.896,175.8342,201.75516796875,186.846726829268,200.115787301587,195.2736,NA,61.499047426471,7.28798336278605,5.47925317031217,13.0752170632866,NA,245.896,128.72545,140.190975,130.7511,135.48685,195.2736,245.896,233.6256,243.6061,233.168,239.3714,195.2736,1,3,128,205,63,1
"ZNF446",0.999923033999267,0.954493758813242,0.902370108767201,0.996025145160217,0.99824987655342,0.0168164140614075,0.997291923429036,0.999256693567114,0.099069334987307,0.999853497188043,0.999732857175782,0.999994999920424,0.99742411487817,0.999998770578934,0.999999886601934,229.647,288.764666666667,428.45453828125,345.190601463415,336.788207936508,322.8545,NA,92.1725807848215,26.6118312460121,13.254880530179,21.3588849077327,NA,229.647,197.6127,240.602225,222.7909,218.9975,322.8545,229.647,346.18665,468.9835,407.5337,406.6382,322.8545,1,3,128,205,63,1
"ZNF8",0.998297545965346,0.999999999181705,0.968360768061564,0.999999882103413,0.977902523200826,0.99938939455728,0.999999999926193,0.958338686941597,0.999895344625214,0.995335872573362,0.999863924197871,0.999997297762461,0.9994706732721,0.999707596820717,0.999136688570131,114.7634,85.7542,113.41591015625,111.126217560976,115.599565079365,93.6007,NA,16.4383037623513,4.20657542986562,3.62441018574244,12.0242805270382,NA,114.7634,74.16445,77.012025,75.6391,73.543,93.6007,114.7634,101.6447,140.57115,137.1805,122.4514,93.6007,1,3,128,205,63,1
"ZNF264",0.999895909694851,0.99999498823022,0.999871174586226,0.998291418561461,0.999853249426499,0.0988179713191464,0.99995347326885,0.999996510834516,0.996785638033651,0.65062229862299,0.999910690182258,0.999999975228435,0.999960296571676,0.999998818237653,0.99999630447665,737.0054,659.433433333333,700.40400625,617.546890731707,679.46823015873,644.9005,NA,205.522800003765,28.8353653918187,16.4626781857622,40.558238756373,NA,737.0054,474.567,470.210925,456.6528,479.7112,644.9005,737.0054,829.63565,851.90375,763.2552,783.70815,644.9005,1,3,128,205,63,1
"ZNF213",0.999188984533514,0.999984701449226,0.920301339460406,0.999999990874133,0.986573861629276,0.490534735375015,0.999752510813553,0.841597860723328,0.966826054182008,0.223002803821388,0.998396080952797,0.95313179804881,0.998229429386271,0.989242807928562,0.999670266754584,503.4911,418.6605,536.438065625,496.059215121951,561.563450793651,623.1343,NA,90.4101556924332,16.9188909795352,14.171042739657,28.6836605635689,NA,503.4911,339.84275,393.74515,362.737,404.63815,623.1343,503.4911,496.42715,643.983375,584.9961,652.18965,623.1343,1,3,128,205,63,1
"ZNF343",0.999966154178125,0.986549192119907,0.664072253785344,0.963527002873964,0.472196363701039,0.683845841559091,0.987544881768629,0.684344821001106,0.999999928874432,0.832827767675947,0.999993623055273,0.99925349583603,0.997294788437761,0.988728149223467,0.9975677374245,213.3437,191.3615,279.4178359375,296.051075121951,278.567201587302,232.5871,NA,51.5466326436881,8.4756120277376,6.98589293636874,13.9682182207192,NA,213.3437,141.57625,216.576775,229.7356,205.2669,232.5871,213.3437,227.82405,323.210925,342.5392,319.9004,232.5871,1,3,128,205,63,1
"ZNF302",0.999999968809376,0.999906189068725,0.996425658097835,0.999952007923492,0.997836440360954,0.99982058949801,0.999864611906938,0.995422338735059,0.999995933667756,0.999399138859503,0.999966164466272,0.999772392430432,0.999999993487803,0.999999848681323,0.99999999989021,488.3631,506.400866666667,410.0947,420.111959512195,403.71746984127,398.6318,NA,39.2087494181819,20.8059836107238,27.8762064375997,34.8655644533199,NA,488.3631,469.6363,232.7935,243.8037,220.0243,398.6318,488.3631,536.5844,532.885775,451.4646,480.1737,398.6318,1,3,128,205,63,1
"ZNF268",0.811756037233132,0.999702204462917,0.364389199572208,0.999129300404461,0.435175096921047,0.987853953485884,0.9919723493635,0.699921587060001,0.395772896304281,0.636819334829918,0.999999999999175,0.81539706572951,0.999740389337378,0.999219073194729,0.99247318700798,224.5927,428.8238,266.41323046875,276.624311219512,308.068795238095,225.7463,NA,65.2561367142585,11.5265965537374,9.79079883532352,20.951279337177,NA,224.5927,364.6476,178.474125,184.8249,182.5649,225.7463,224.5927,471.15075,319.8114,348.087,377.55035,225.7463,1,3,128,205,63,1
"ZNF184",0.999652525724993,0.99997461471802,0.999707674409505,0.999902601198295,0.999957008013113,0.996368261015918,0.999983785659709,0.999585354835744,0.999998829070558,0.996528830908033,0.993385741056743,0.998916999881467,0.990140966101398,0.993602390537804,0.989200780041553,269.2009,215.3728,241.656915625,233.117185853659,243.933382539683,147.3881,NA,45.9245157223242,10.8965849447343,11.0906170573358,23.7990662905669,NA,269.2009,169.47305,163.340425,150.2501,157.09655,147.3881,269.2009,239.62865,292.7463,256.6278,271.028,147.3881,1,3,128,205,63,1
"ZNF500",0.999947466148341,0.999993088883438,0.999978594279471,0.999995647277947,0.99996107603517,0.999997700730855,0.99999928815622,0.999850774791298,0.999506281197144,0.999830627177735,0.999916956600409,0.999999743309839,0.999972032314662,0.999960973940263,0.999908864112602,210.6284,193.645,200.8131765625,201.696314634146,204.381795238095,187.8109,NA,17.8805684611349,6.06251006725618,5.18666450292473,8.28984399086588,NA,210.6284,175.8579,157.6139,149.8668,144.18575,187.8109,210.6284,204.1198,245.46385,247.4824,266.36775,187.8109,1,3,128,205,63,1
"ZNF419",0.99962877760292,0.999999958414062,0.995212749614615,0.999742891413415,0.999996660277523,0.28826172087937,0.999991165453711,0.999256333149281,0.98916651977683,0.925227704705511,0.999999999997482,0.999574626710908,0.999999895560047,0.999695555357438,0.999987694707726,199.3794,168.583366666667,195.08325390625,174.574483902439,186.756526984127,200.2488,NA,30.1311711646667,7.29034878994829,6.18319123427908,11.2501529550797,NA,199.3794,141.2815,137.82955,117.2727,126.7851,200.2488,199.3794,193.27385,238.348075,210.4171,222.93555,200.2488,1,3,128,205,63,1
"ZNF175",0.748590738744932,0.844795810823216,0.985816433352972,0.726829576164211,0.999703031008891,0.392745820863276,0.705360819883055,0.999933903983742,0.544009912940491,0.999683509491773,0.995273045319026,0.34194261129386,0.391910057181143,0.270213015458412,0.254965902840531,541.505,136.865633333333,236.337259375,180.829970243902,169.797642857143,731.3433,NA,31.6509704117864,29.5448217614246,15.3002092640331,23.1246473117034,NA,541.505,111.36615,76.8777,76.8547,78.5584,731.3433,541.505,165.8533,209.7229,204.2566,188.2697,731.3433,1,3,128,205,63,1
"ZNF14",0.998004042612926,0.994570918628555,0.999999853592169,0.962798787787341,0.993618266471013,0.113458667356388,0.980255897635848,0.999141679150299,0.854079190967997,0.975588136514314,0.999956578969632,0.999964197268198,0.999846033713779,0.994290452811863,0.998040920999843,225.3685,184.962533333333,181.980484375,158.942452195122,167.604125396825,202.7363,NA,24.193812085072,7.36518122995594,5.46447707556546,10.2932545044482,NA,225.3685,162.3702,112.749325,105.4375,104.3081,202.7363,225.3685,203.75505,227.426175,193.9328,220.7156,202.7363,1,3,128,205,63,1
"ZNF85",0.988888024867771,0.949587100882505,0.999758745157107,0.891558203302472,0.990736474156869,0.562768253207764,0.961325099455647,0.999963332972495,0.999472281808418,0.567489334711074,0.886052512363895,0.36697873938778,0.152040841334605,0.0974945944452524,0.173405650821473,223.429,158.129,143.299690625,126.520455121951,147.884614285714,361.9403,NA,13.0724042995158,8.13457397033181,6.34080703433993,10.6478848183904,NA,223.429,147.0535,85.0203,71.1144,95.07485,361.9403,223.429,169.68055,172.583375,165.6483,190.91575,361.9403,1,3,128,205,63,1
