"gene","p-adj-Cluster 13 (HNSC-LUSC)-BRCA basal-like c8","p-adj-Cluster 14 (HNSC)-BRCA basal-like c8","p-adj-Cluster 14 (HNSC)-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 5-BRCA basal-like c8","p-adj-Cluster 5-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 5-Cluster 14 (HNSC)","p-adj-Cluster 6-BRCA basal-like c8","p-adj-Cluster 6-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 6-Cluster 14 (HNSC)","p-adj-Cluster 6-Cluster 5","p-adj-Low purity c2-BRCA basal-like c8","p-adj-Low purity c2-Cluster 13 (HNSC-LUSC)","p-adj-Low purity c2-Cluster 14 (HNSC)","p-adj-Low purity c2-Cluster 5","p-adj-Low purity c2-Cluster 6","mean-BRCA basal-like c8","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 14 (HNSC)","mean-Cluster 5","mean-Cluster 6","mean-Low purity c2","SEM-BRCA basal-like c8","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 14 (HNSC)","SEM-Cluster 5","SEM-Cluster 6","SEM-Low purity c2","Q1-BRCA basal-like c8","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 14 (HNSC)","Q1-Cluster 5","Q1-Cluster 6","Q1-Low purity c2","Q3-BRCA basal-like c8","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 14 (HNSC)","Q3-Cluster 5","Q3-Cluster 6","Q3-Low purity c2","count-BRCA basal-like c8","count-Cluster 13 (HNSC-LUSC)","count-Cluster 14 (HNSC)","count-Cluster 5","count-Cluster 6","count-Low purity c2"
"ZFP1",0.99869876607875,0.99798491889894,0.617842627039904,0.99883347999538,0.479026160931108,0.999966318228012,0.999886362356626,0.701485397628618,0.992894496396099,0.9710959223013,0.99807440672755,0.999999987719869,0.445679657380847,0.212700080077854,0.450409358655149,261.6041,316.00244,203.9121875,212.712204285714,231.12847173913,318.75115,NA,89.4321741870709,39.7244927005837,7.10298598645894,19.9912712363248,115.23541645062,261.6041,189.8638,130.589025,170.513,168.126875,156.542325,261.6041,384.448,256.102275,249.454925,235.54915,268.11475,1,5,8,70,46,8
"KRBA2",0.92755980163371,0.999995961180766,0.300479166086957,0.996361992871416,0.828228798479698,0.547867991499115,0.997987742259406,0.775959015305375,0.672087597146225,0.999680886285779,0.999672134484247,0.783871981896127,0.946905901693723,0.996810151933346,0.999548554175284,32.4994,64.3144,28.5768625,47.4022328571429,45.7059869565217,42.0309375,NA,20.4025222228772,7.93466422050237,3.74753251232413,4.29398678202202,4.71840425385901,32.4994,26.8978,13.020425,26.69495,28.53635,36.124025,32.4994,92.9246,45.565225,55.096925,53.668625,45.2489,1,5,8,70,46,8
"ZNF93",0.999999999517489,0.995080475613438,0.935770979417742,0.999275242279073,0.964596124765822,0.149423687761484,0.999999986065597,0.999994314446923,0.627013791333832,0.562508593771048,0.999997177603253,0.999858999542649,0.752238249941969,0.98905824988849,0.999938669839946,116.1612,112.75066,30.23385,170.837697142857,122.328204347826,134.905325,NA,41.5027692528776,7.58670515410723,23.8775783037751,11.7520657684239,33.5043745736644,116.1612,77.4699,10.433775,70.73135,68.0731,86.4585,116.1612,126.4933,46.84055,190.3093,161.5996,166.376425,1,5,8,70,46,8
"ZFP90",0.999980054407855,0.892036109992886,0.556306922094082,0.994620655573197,0.973146621955021,0.600669928749829,0.999773184037309,0.999953942500155,0.229819105572875,0.749047171530466,0.999996399803242,0.993900920931999,0.123750970656148,0.477901409879034,0.894147307734002,713.0561,657.81446,375.5301,552.84992,629.704184782609,750.9729,NA,140.60841625019,63.0392420837183,24.2503399968389,58.4001865876108,142.404604506586,713.0561,497.295,293.5579,417.038925,407.092675,396.561875,713.0561,903.8155,388.0009,662.966975,693.18625,955.188,1,5,8,70,46,8
"ZNF479",0.99999999856002,1,0.999999962314275,0.999900707979215,0.99760530261632,0.988317931402904,0.999918177825442,0.998180017399029,0.991188003295475,0.999999977717744,0.999998330707923,0.999991311780551,0.999929811597774,0.999386074240742,0.999610455923234,0,0.16972,0,1.45765285714286,1.40678695652174,0.6746125,NA,0.16972,0,0.501081437526919,1.3517819235358,0.6746125,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,70,46,8
"ZNF445",0.999999980135972,0.992576828788139,0.921741540793003,0.999989892974135,0.998248724454337,0.331155413100287,0.999379534311251,0.961325529650288,0.135124740400227,0.906997402977405,0.99999811567898,0.999997127183826,0.919490960531764,0.981681070875072,0.839923742844583,464.9666,456.97336,360.4013125,490.583684285714,524.182108695652,445.7093375,NA,86.1947957473222,49.6408512261123,17.2142062127952,30.3883045532964,69.2052605982995,464.9666,379.48,278.525825,389.3348,379.05325,361.316975,464.9666,587.6737,398.933825,561.361125,641.12275,467.48295,1,5,8,70,46,8
"ZNF74",0.971579102082043,0.999999998690093,0.702732054473491,0.979398993890717,0.999814249248097,0.425978275154747,0.998786608228295,0.930148193639847,0.928169076388459,0.516408583003692,0.999151408970325,0.965419121925213,0.979324074504861,0.944520070114197,0.999999998190218,245.837,554.21646,255.3563625,509.302492857143,389.933006521739,386.265375,NA,120.13388405218,36.9319445403005,54.4521206870717,32.5745597896451,105.025282113469,245.837,339.2587,186.295575,281.176875,244.465475,192.6765,245.837,737.8806,346.68385,528.652275,475.63965,404.408425,1,5,8,70,46,8
"ZNF829",0.99962413512058,0.999572587542897,0.846232867034925,0.99505455228264,0.998374840344659,0.194832095806292,0.9713191056499,0.9332464849928,0.0465060442261069,0.764509513634215,0.971267339091499,0.957161820475916,0.195779680857994,0.969840114302999,0.999998441498683,8.688,13.90482,3.5022875,16.8858714285714,20.8109956521739,21.4141375,NA,3.47356658701111,1.31982673692928,1.5989674125983,2.78353273766481,7.20235852992262,8.688,12.3051,0.885875,8.730375,8.853825,8.761425,8.688,15.6165,6.73485,23.035225,23.7584,27.7933,1,5,8,70,46,8
"ZNF267",0.83646402585665,0.993526163370493,0.801667993752845,0.989807139541005,0.664179006415497,0.999999649449437,0.954328359754631,0.936575601624352,0.97688660422618,0.762181609869873,0.992901723034839,0.812492448161907,0.999999998931854,0.999999976996412,0.980872628422266,503.258,295.75446,409.9443,405.498194285714,365.329936956522,408.0757,NA,11.0156781989399,46.1664869289788,20.0811818053395,23.3904792782335,40.1904736533245,503.258,273.9011,320.7141,302.935075,265.548275,315.229825,503.258,315.003,527.104475,483.801125,454.431575,471.851775,1,5,8,70,46,8
"ZNF566",0.996340742445703,0.930026924616442,0.960316309159438,0.999997250955603,0.940954696696356,0.158048123649727,0.999999740748647,0.784658008988392,0.0571691328016456,0.922649950767773,0.999605747613576,0.99907923725813,0.742205654498256,0.992479572760971,0.900785689747045,176.6551,124.97964,79.4174125,165.677238571429,183.519739130435,145.1416,NA,27.6866955469518,12.5648413253502,10.8184255580305,15.7359934412234,43.3696235251373,176.6551,69.6494,51.51095,109.9359,99.569575,100.988775,176.6551,171.8468,101.970875,195.80875,218.91,125.929425,1,5,8,70,46,8
"ZNF224",0.999978720871931,0.999999260629426,0.999981356659064,0.99832182368788,0.774595521975939,0.739456198721447,0.996200160367214,0.685595847082904,0.629757188765129,0.998185944318557,0.999999451297574,0.996656686879383,0.999182236907049,0.946949692960922,0.887182365446879,168.5464,128.60524,148.845175,257.985945714286,275.117576086957,187.1049875,NA,21.0136256245942,15.4491169730986,21.622842765,41.353401270523,45.3529889718632,168.5464,96.7663,144.621175,145.87745,139.3182,106.133725,168.5464,162.6265,165.75535,324.004975,290.796675,213.61595,1,5,8,70,46,8
"ZNF529",0.999999474722913,0.997133747800652,0.979910225324744,0.99995093710011,0.988062182506871,0.418734777228144,0.999980263587406,0.993698793900358,0.505486889076587,0.999974870473514,0.999999631783632,0.99999999987353,0.961017177798344,0.972763371908357,0.98611699890455,259.3516,239.76088,150.71425,304.158838571429,296.780369565217,241.68575,NA,38.0786467885796,16.1809345976876,22.1868747924958,42.7906034463641,41.9535911103354,259.3516,252.042,123.863725,172.877025,156.00225,184.11,259.3516,284.889,161.490575,366.415975,331.1868,280.039425,1,5,8,70,46,8
"ZNF284",0.917979856431675,0.989682404779711,0.97202051516076,0.857401751310466,0.999988975786033,0.74856348098299,0.872117928590653,0.999999382447635,0.811038636926929,0.999986125469354,0.929021372855569,0.999995262823234,0.977438683873636,0.998935766313875,0.999703714518853,11.7706,46.69898,32.6621125,48.9276828571429,47.9706195652174,44.382625,NA,15.0676185200383,4.78692076109616,3.73680297275912,4.93014303249962,14.1828154167634,11.7706,26.8603,25.43705,27.9403,27.62325,21.67225,11.7706,78.2562,34.7714,60.3442,61.808325,45.704625,1,5,8,70,46,8
"ZNF749",0.995077750389827,0.9993860279134,0.998995755165222,0.973546478807967,0.998458323474457,0.886415501533009,0.988291104833594,0.999992874643869,0.97790884353015,0.985791871050514,0.999847970116308,0.994712324193529,0.999974077151958,0.770609070398319,0.928588457942966,52.4495,82.19798,71.102575,92.0447114285714,85.5569891304348,66.477875,NA,19.8595527865408,8.02154182780766,6.65764078298096,7.58590497811103,12.0067396029235,52.4495,61.8018,50.534625,58.2736,52.5226,48.135125,52.4495,71.8357,89.980375,108.6124,93.46495,69.76885,1,5,8,70,46,8
"ZNF17",0.999999999846928,0.99989610146564,0.99704548184065,0.999872643619719,0.996134579447036,0.762698633825168,0.999400899189118,0.982875829401651,0.63339052375329,0.996350061892288,0.999999999954563,0.999999999996814,0.994909271803084,0.988567554080219,0.955575933088968,120.3443,121.3505,105.96295,134.575002857143,139.931836956522,121.108525,NA,24.7645576146032,8.44686183327022,6.67389007990529,9.39197428132222,18.2565371139525,120.3443,87.8328,84.0128,99.29085,104.273425,92.18655,120.3443,148.5565,120.35815,156.818675,154.756675,130.864275,1,5,8,70,46,8
"ZNF555",0.999993078284337,0.875759974969671,0.466199930331574,0.999999993830628,0.999860208843477,0.0306226193893706,0.999998819140388,0.995062523270728,0.0139498658331185,0.982714015020387,0.998135868751073,0.99473823982645,0.696167987772125,0.869820114341335,0.703101014153243,61.1375,58.0479,36.8934875,60.4416557142857,63.136902173913,51.8026375,NA,13.100190812618,5.06203373551006,2.37357124009017,3.01589517139046,9.34292447395617,61.1375,59.6549,24.93215,48.2479,47.85525,44.364125,61.1375,73.4062,46.55845,71.1338,74.952775,57.8664,1,5,8,70,46,8
"ZNF75D",0.971178179175795,0.995586386929092,0.994613775361073,0.999982854840845,0.679260786937524,0.912419521724841,0.999999692629659,0.56933795817535,0.822783923886363,0.996710682719627,0.990286764990973,0.999203733819239,0.999953385481529,0.793162409867174,0.671165180634791,306.923,200.88216,238.982875,286.230945714286,297.654445652174,226.4155875,NA,34.3514183248028,25.8878797285715,14.1894484721087,21.8092554090828,25.978333958756,306.923,144.6271,197.838725,196.607225,208.562575,183.101525,306.923,217.1739,268.0341,329.0603,340.33665,249.722775,1,5,8,70,46,8
"ZNF197",0.920499047623951,0.997244415750019,0.904424773306646,0.5241436201972,0.732996120828668,0.0150033310614888,0.601092391143422,0.868670404876416,0.0449674632081962,0.99155400991518,0.795194164643672,0.996769180335745,0.514191332122806,0.920368699043511,0.984678676082821,181.16,310.18528,239.802275,386.755002857143,373.429186956522,342.77885,NA,56.0214791058697,36.0991367831388,14.3426039101283,18.5943574420222,20.8446292229215,181.16,325.8725,185.476975,294.5469,290.246675,302.500375,181.16,364.6145,326.84475,431.4134,452.33995,381.7073,1,5,8,70,46,8
"ZNF732",0.85913964235525,0.960107645539212,0.00331800522465897,0.999927405392741,0.0207778201955749,0.479898724928727,0.997906478405314,0.00553618985102589,0.855121198422997,0.851656791772588,0.999914866405617,0.0964023852408401,0.788754655028996,0.999999944766548,0.994982106278407,16.4106,38.0491,1.1729125,12.60188,8.79863043478261,12.267975,NA,29.6159598124558,0.529651647796354,1.77879041036038,1.66886737120571,2.35389721804606,16.4106,0.3782,0,2.2962,0.919475,9.107475,16.4106,19.0941,2.077375,17.1783,13.25205,17.62685,1,5,8,70,46,8
"ZNF546",0.993307784392436,0.926637144346221,0.97835267715173,0.99801016521122,0.998901188917098,0.609481949050482,0.999948373564259,0.954361458105628,0.271912402045516,0.832439883688545,0.999152059352713,0.998627434801535,0.792004446029265,0.99999292329194,0.997257104047588,60.8157,35.41082,18.28915,42.7501157142857,52.2254239130435,44.8759,NA,13.3531012381169,3.17330330953184,3.97573870878099,8.30807142152214,6.25774446948396,60.8157,15.5409,11.083,22.154325,22.49215,30.546225,60.8157,54.7364,26.96635,48.95445,58.045325,59.130725,1,5,8,70,46,8
"ZNF286A",0.946158139735791,0.999976339638517,0.726756392574818,0.991509038026796,0.959017788978594,0.882740016300323,0.984696168187075,0.987020595749385,0.791460525685286,0.99773851232516,0.985969422753907,0.996082012000584,0.908417581828874,0.999763068929807,0.999999945609838,180.1947,381.13382,218.215825,301.588922857143,318.853284782609,322.9141,NA,57.790880779578,48.2614524060861,23.643148762893,33.7298298028586,66.1407493054179,180.1947,306.354,147.249775,187.657575,207.13515,208.573375,180.1947,427.6803,225.81235,326.021175,356.4864,355.126775,1,5,8,70,46,8
"ZKSCAN4",0.666716503667747,0.992497243034542,0.464921259622607,0.944263176780115,0.61915992762085,0.964930620748718,0.870296557421236,0.893050880169395,0.741399476443356,0.845422674371847,0.899369194679041,0.940612186771699,0.913707015822387,0.99429581261902,0.999999915462652,66.6077,139.98124,93.895575,107.449792857143,117.474245652174,116.501825,NA,49.8165568454866,6.8692630382365,4.13416171305461,7.67971321547108,11.4216360781968,66.6077,63.9183,75.2291,80.7795,88.9094,96.08225,66.6077,130.8574,102.5123,128.40125,136.695525,133.557075,1,5,8,70,46,8
"ZNF643",0.986977486834493,0.999999999454104,0.832401747571533,0.993950990129624,0.999383854456551,0.713241067698469,0.999924719345136,0.90616714210126,0.994949923143297,0.513714015552356,0.98793712257325,0.999999890512135,0.779652735779998,0.999462843604728,0.845502108677378,31.8558,73.20012,33.132825,64.0297357142857,44.9068260869565,71.2178125,NA,26.414824521893,5.68830424513913,8.7155110521018,4.55973822359406,19.5004715687892,31.8558,42.4768,19.09515,32.83305,23.496325,47.07255,31.8558,93.2457,45.389975,71.627675,52.218775,66.3165,1,5,8,70,46,8
"ZNF642",0.920583046027899,0.999999999994465,0.396645760941176,0.996976320853227,0.778620667528209,0.783494507504175,0.999514317745721,0.596153196335875,0.951054485540747,0.969264730616853,0.999680749844023,0.757753052208018,0.986961743612361,0.998034624398479,0.999999995442417,94.924,231.0848,93.82145,154.86108,136.09125,134.5691625,NA,95.9999562296931,12.5012799064022,17.2979850219855,14.2168742287374,21.6546427412224,94.924,89.0759,71.0797,95.329525,93.795325,97.931075,94.924,299.1408,113.154775,163.05205,150.4367,146.203225,1,5,8,70,46,8
"ZNF490",0.883963045431973,0.581174637887502,0.937378190331736,0.982725077182943,0.888245059751313,0.069661295488448,0.932968274292311,0.995961988084221,0.343937003992167,0.735105513709651,0.960685721529462,0.994089453503719,0.54333772482286,0.995867987623883,0.999961415049105,275.7622,180.26574,137.8074125,220.21951,199.205143478261,205.1354125,NA,13.711496408693,16.1797932249991,9.71461815888875,12.5274548257341,27.617027847174,275.7622,152.4206,112.966925,155.790075,146.18505,160.075225,275.7622,189.48,147.7243,277.509525,232.1994,204.44035,1,5,8,70,46,8
"ZNF626",0.931887146260713,0.866168555273355,0.999759074493206,0.996605616957251,0.837582003764871,0.39832904076986,0.99438837990751,0.897900351745512,0.524091416088964,0.999661717004074,0.990135014725641,0.982311852365004,0.875703128380965,0.998213958955374,0.999821999497712,802.1881,135.20988,32.7908875,489.548164285714,453.005323913043,388.2964125,NA,74.0293876354951,12.2556465912137,84.9158692047678,92.145511388179,161.035783076088,802.1881,10.7591,9.933475,37.363775,50.36385,22.178175,802.1881,282.6579,48.10505,673.063225,662.92445,747.40945,1,5,8,70,46,8
"ZNF793",0.971858818002719,0.999976014463644,0.462963994478614,0.967368462161316,0.999999210834538,0.0916678376954582,0.988855908924859,0.997654601599292,0.272737708527367,0.946405256056819,0.892101058872493,0.995715238049672,0.0937970910402025,0.948522177229296,0.778435176890596,54.3802,178.0663,27.0341375,172.05316,147.109117391304,220.6255625,NA,52.5427985338048,19.5111688098577,17.9607312721907,16.8150566698154,104.212785832208,54.3802,151.4798,4.2013,76.6033,74.81035,79.512875,54.3802,266.4168,12.11175,209.295775,175.4833,201.860075,1,5,8,70,46,8
"ZNF383",0.999993889801076,0.972428620245738,0.84966427514662,0.999999988642987,0.999902100503172,0.304399890045474,0.999860941748123,0.957235218255394,0.0655628688675129,0.639461399761834,0.999999984190209,0.999972087099445,0.637472428090946,0.999999999949952,0.971230110153521,96.2111,89.85912,60.9172625,94.55374,107.218239130435,94.3462,NA,14.4740304510319,5.60934595127178,4.59618340390197,7.92895369842289,13.2469858200972,96.2111,83.3919,52.174225,70.9839,65.655425,66.672725,96.2111,117.2204,71.609425,114.967,124.59995,117.507025,1,5,8,70,46,8
"ZNF669",0.998430680794956,0.999997178965308,0.99216665391335,0.920525519644468,0.847602617176238,0.183808131285083,0.964985788360642,0.970284570031195,0.454026128616924,0.938147165877185,0.913846181672437,0.886265990937498,0.406886093727757,0.999954736514461,0.986313935786843,50.8406,72.17336,56.5704875,97.8389557142857,89.5175608695652,101.3621625,NA,12.9317868423741,6.92479474506123,5.21076256659732,7.72842632505678,24.1586192486756,50.8406,54.3453,49.07345,70.97575,53.0804,64.19675,50.8406,87.9153,69.964975,114.665425,109.6505,103.23595,1,5,8,70,46,8
"ZNF559",0.999917924980985,0.999948167422061,0.964012488448498,0.990188893546296,0.96849505465664,0.231392681667428,0.998892066950396,0.999670497043443,0.610812837047322,0.841876473749746,0.995192558621446,0.9944680954603,0.635776689000876,0.999985408876179,0.998022523091231,198.8577,243.86306,159.147975,310.552627142857,269.522773913043,299.7301875,NA,28.6597914357833,15.4744939698796,26.5079591292005,19.4717396232317,53.7318754427064,198.8577,196.4312,147.577075,187.864975,189.05745,193.95525,198.8577,273.9211,174.8068,378.0736,338.663125,347.371225,1,5,8,70,46,8
"ZNF177",0.999999924602197,0.997941397674633,0.980871150644112,0.999999999983927,0.999997800662409,0.829122663441841,0.999992948723627,0.998207695349333,0.617407467986143,0.969209667397721,0.999954291627063,0.999813602643478,0.996039698689857,0.994276966628889,0.941081839019444,66.2859,61.39834,28.9902375,65.4573985714286,77.484097826087,49.1675,NA,33.9580083254687,7.32941004449436,9.09979692411259,14.0095459407935,19.8929902496816,66.2859,11.0257,10.648825,23.08285,26.898475,28.81485,66.2859,62.6033,41.635175,70.521675,73.818575,38.710425,1,5,8,70,46,8
"ZNF548",0.982791566022003,0.905815682187089,0.991078736894778,0.751426162214236,0.771755314263207,0.978011437983464,0.847428716884262,0.940855072835049,0.999884493242655,0.933833504895768,0.896451934416149,0.98730091125369,0.99999992967385,0.986301661683598,0.999979540340562,110.0475,197.23236,236.4912125,267.87921,247.182663043478,239.6452,NA,30.7099168596009,32.9946969367343,14.6276329251956,17.0817492882091,26.360326910103,110.0475,144.9207,179.370225,188.915175,196.3265,216.12405,110.0475,217.2483,259.236675,334.10865,288.767125,271.754525,1,5,8,70,46,8
"ZNF563",0.632206204777307,0.251524010599002,0.886026654419009,0.814027965854446,0.928989387592497,0.0554866839165362,0.745906205536348,0.984848475825621,0.149839478958934,0.983616053952274,0.817492752629787,0.984201937091067,0.341950948150487,0.999985462063908,0.999971006644122,88.8102,44.0981,27.7960875,55.8203214285714,52.4108565217391,54.2559625,NA,7.70388071889746,5.5213259786951,3.33447341142908,3.77048260648851,9.83875435773063,88.8102,28.4346,17.145175,37.582525,35.05545,32.606125,88.8102,54.9699,31.1923,72.688175,68.20025,74.57665,1,5,8,70,46,8
"ZNF567",0.971796757993658,0.99996462247898,0.868677024850799,0.959860157210376,1,0.521308065744648,0.91291389217295,0.998963463165631,0.270811280938075,0.932978564732357,0.982338046223677,0.999963462051089,0.893111094911096,0.999724626251885,0.97493549987603,82.0529,158.8053,100.3956375,158.663948571429,175.005334782609,148.8819875,NA,48.6481793279769,21.8838374175027,9.79925327390615,15.3472239435644,33.3811656435152,82.0529,90.2365,72.13995,100.4202,106.87215,89.17125,82.0529,164.3754,131.98405,203.4739,203.06595,186.2887,1,5,8,70,46,8
"ZNF573",0.176383083996371,0.0420813864357501,0.931166978291074,0.259866992040223,0.950748783802761,0.117572378839001,0.143626585618728,0.99992861787955,0.540442806274957,0.599359714755915,0.220330154196134,0.999303953973064,0.673469565072479,0.993476664384876,0.999865205432491,58.5633,15.71992,6.7193125,22.4548085714286,17.4293217391304,19.011,NA,3.09952515192247,1.08132945660778,2.36606740165335,1.7462989710524,6.67127422249946,58.5633,12.5523,5.4738,11.73055,10.41375,10.51985,58.5633,17.8212,8.6877,27.375,22.4066,18.23305,1,5,8,70,46,8
"ZNF527",0.998044272719366,0.999999989395768,0.945743933489019,0.991988842050588,0.999875363044527,0.54715816567841,0.96946931656003,0.983731400101037,0.255164577250878,0.884128061783706,0.944132616682174,0.955956649342403,0.346010666260924,0.916017028030011,0.997939952170243,64.9988,91.37154,62.7869625,97.7051828571429,109.237202173913,118.5601625,NA,20.0198088564202,7.5271957304577,5.23116381383808,10.5268753265919,25.5215139577512,64.9988,73.085,51.168725,67.33625,70.991125,80.045475,64.9988,116.6401,68.272225,124.4841,125.71765,128.702875,1,5,8,70,46,8
"ZNF33A",0.72878682935961,0.744327499909655,0.999993856798835,0.991426685007057,0.337712581332021,0.202030322726868,0.994497155791972,0.296275653001433,0.172308677878427,0.999780595629807,0.947924412368669,0.908632999649506,0.911706490746735,0.936233511136804,0.900165417894404,1232.4029,567.3643,600.5459375,973.351437142857,996.087917391304,821.4185875,NA,87.8223289508824,83.1539528364577,59.1617247534951,56.5453676202626,124.147028353007,1232.4029,386.9138,482.49795,629.769125,783.235225,619.769975,1232.4029,649.3324,789.6733,1226.958325,1193.66655,946.0798,1,5,8,70,46,8
"ZKSCAN3",0.489646503655464,0.999472729664547,0.0662770490356757,0.929401868677718,0.29645164988816,0.563588588909671,0.947029558348455,0.24849004359625,0.696666542942591,0.999474340788202,0.892079433460421,0.723550627902289,0.618217936650456,0.997609460272995,0.990689408429624,29.6034,118.4715,45.646675,73.9886514285714,71.1195543478261,81.7090875,NA,64.0580957110028,7.58740696981683,4.86999440072747,5.90164380879439,10.2206149325664,29.6034,54.6576,29.94875,43.704275,46.349625,61.82825,29.6034,65.053,57.857725,88.263425,90.200175,88.280225,1,5,8,70,46,8
"ZNF676",0.991434773638864,0.989964140790393,1,0.999999301813167,0.830343260984037,0.66030865956683,0.993369159934248,0.999976963435401,0.999930165027009,0.125063661899746,0.99977101709777,0.989409914316912,0.980511047737256,0.993552254164087,0.980746818013724,37.0043,0.54916,0.4681,32.09996,5.17576304347826,20.4188375,NA,0.279008470480736,0.145846096720383,9.07914197111752,2.45649645962857,11.0295995954706,37.0043,0,0,0.34035,0,2.5546,37.0043,1.1606,0.670825,8.849525,2.032225,23.56055,1,5,8,70,46,8
"ZNF699",0.853209500765431,0.668981517159873,0.994259208556077,0.544816760020656,0.943358786364116,0.999670625246654,0.592578954921477,0.974820814090777,0.999996938689995,0.999257203198034,0.849458537930858,0.999999922523144,0.983609443667061,0.829421686338713,0.914778869376864,45.0487,26.84314,22.42295,20.8267485714286,21.7857804347826,27.2971375,NA,5.13907686502158,6.25825512537526,1.56288057958252,2.14154419855023,7.2136479065711,45.0487,24.0493,12.342775,12.6854,13.575,10.000225,45.0487,35.6423,23.51635,28.995775,29.73105,32.772975,1,5,8,70,46,8
"ZNF250",0.999952595338158,0.994818375704102,0.741027103796144,0.999999598860011,0.987138037244246,0.78444462404019,0.999834931121483,0.907563127147214,0.96979676466479,0.925324182256733,0.996069647552155,0.773506695486361,0.999999841517208,0.829334364232437,0.981640972479444,231.5083,253.96296,174.367775,223.591495714286,204.833991304348,177.631275,NA,40.3915309341401,37.2296662112773,12.7064247123151,14.529425440003,23.5794531407094,231.5083,191.3235,105.6186,140.07415,143.81305,131.135875,231.5083,314.6351,189.262275,258.2845,238.297225,205.8113,1,5,8,70,46,8
"ZNF79",0.989799651858901,0.99640049631887,0.999813434993041,0.974454669236767,0.999967968573773,0.987828717889294,0.986829736192898,0.999999993148698,0.999247375199006,0.994374229968648,0.959640045236081,0.99895256332611,0.97693351630406,0.999309280640618,0.990346191864377,131.9282,103.08048,109.5941,99.3777857142857,103.772784782609,93.80555,NA,18.6709338350657,14.8530496807053,5.3913372038883,6.13130520738181,9.17668808314618,131.9282,95.6366,77.20595,67.9494,72.147975,82.172575,131.9282,107.0348,133.081375,124.4188,125.073275,96.147275,1,5,8,70,46,8
"ZNF681",0.778831799271773,0.496612767571048,0.974800135952468,0.987529330514227,0.532037106450066,0.0173350614188914,0.970585332612798,0.741471363384527,0.0620141981912573,0.976333205162421,0.975521967141075,0.868930287973562,0.271687073219096,0.998812566979566,0.999999999958245,349.1272,103.58906,30.250125,238.461635714286,214.391491304348,213.5806875,NA,46.9500712978223,11.0923230256939,20.1517894175498,28.4554798909519,55.6424675113302,349.1272,35.1081,3.952975,106.00715,92.0827,118.706975,349.1272,138.0495,52.863475,318.576875,271.41325,302.37405,1,5,8,70,46,8
"ZNF766",0.898734013069156,0.744071837142372,0.994977705923976,0.983293595431004,0.916892825060867,0.321608563520909,0.951017818883717,0.993141108201144,0.678539191438099,0.902841318955287,0.989099821861598,0.954489350533192,0.609343281262091,0.999999607773657,0.991460024635899,692.4624,406.12816,331.481325,521.12669,472.046445652174,528.2727375,NA,83.0666927690792,38.0373637750284,34.3813086087329,24.7891419265024,128.920050905956,692.4624,234.8716,278.845525,368.455875,376.51135,311.646225,692.4624,513.2743,385.572925,566.79145,611.3403,564.771575,1,5,8,70,46,8
"ZNF471",0.999135456392529,0.998316556924721,0.999999577548654,0.998889399862706,0.534197646987957,0.231946038940234,0.99999977782943,0.981491404148474,0.923967260173814,0.16159368461831,0.999999999933805,0.978343000302539,0.941345283403068,0.917602734820117,0.999929041042716,67.8948,25.13022,20.3559875,109.299267142857,60.4518652173913,69.4339375,NA,21.6859736307457,11.5985602919445,14.8321941220897,13.9140239443489,22.9935184850997,67.8948,1.8911,3.0278,29.997825,6.040475,30.943475,67.8948,6.8712,16.555325,129.22355,78.337275,90.35315,1,5,8,70,46,8
"ZNF836",0.33319726024457,0.0835082660431928,0.873811224401308,0.497098086172255,0.925815927896411,0.0474033643482162,0.576297129449507,0.835346022156662,0.0250226960538609,0.99021516829776,0.531142416237789,0.978969398062214,0.295801644244459,0.999998272743394,0.998605297194283,224.278,101.9475,66.86995,126.762004285714,133.134080434783,124.6263625,NA,27.4619479958724,8.57694737608567,6.61592075707049,8.23385974613841,23.1367840757876,224.278,53.096,51.2188,83.786725,95.08565,91.915075,224.278,160.7428,77.181625,147.78365,176.290975,129.170175,1,5,8,70,46,8
"ZNF493",0.181237578112943,0.0919015812109554,0.998337980609537,0.415088670891597,0.689281509828128,0.146683750099979,0.347653346462654,0.847065080634134,0.310059513754049,0.98737543448323,0.317150830278611,0.982265888816857,0.801502055228565,0.974887247901321,0.998430393732797,500.0402,79.4735,40.5773375,189.905887142857,169.947397826087,144.120875,NA,26.8792161087521,9.47441983992645,22.1969866490365,22.6540009583099,31.6198599147511,500.0402,55.4185,28.555,70.660025,69.671975,100.7031,500.0402,74.959,52.407,240.8608,214.795425,180.2262,1,5,8,70,46,8
