"gene","p-adj-1-[Unknown]","p-adj-2-[Unknown]","p-adj-2-1","p-adj-3-[Unknown]","p-adj-3-1","p-adj-3-2","p-adj-4-[Unknown]","p-adj-4-1","p-adj-4-2","p-adj-4-3","p-adj-5-[Unknown]","p-adj-5-1","p-adj-5-2","p-adj-5-3","p-adj-5-4","mean-[Unknown]","mean-1","mean-2","mean-3","mean-4","mean-5","SEM-[Unknown]","SEM-1","SEM-2","SEM-3","SEM-4","SEM-5","Q1-[Unknown]","Q1-1","Q1-2","Q1-3","Q1-4","Q1-5","Q3-[Unknown]","Q3-1","Q3-2","Q3-3","Q3-4","Q3-5","count-[Unknown]","count-1","count-2","count-3","count-4","count-5"
"ZNF195",0.84490486370759,0.886249840757807,0.99995296609334,0.932136864179841,0.992194408434331,0.999332744958478,0.840811461987259,0.999999800181649,0.999867969254614,0.991480462946131,0.90370377196033,0.999971547157715,0.999792393383126,0.998003460667511,0.999990400735044,341.94449,438.095574336283,431.110160215054,419.267956302521,440.549367948718,451.7836,26.0828887594421,22.1358113049042,27.7113919860252,22.3486462211057,29.1388019020501,60.60564404955,307.544025,265.713,253.112,258.28495,260.09545,317.456925,396.991625,517.3149,481.0855,526.7087,558.5194,552.068425,10,113,93,119,78,12
"ZNF263",0.856508967798371,0.953968239262052,0.985533384059187,0.563055972190352,0.817836122005876,0.435702015864902,0.981832036124963,0.918925983746478,0.999323040735559,0.277224463503979,0.784915631924152,0.992580100872856,0.952641892097424,0.999999985659011,0.905375383600063,553.17154,617.208007079646,601.580015053763,644.472955462185,592.613978205128,646.50085,30.0555336390533,14.7619954949554,19.4330111699449,15.1988593927874,18.3096981415854,58.2942125969448,481.5088,508.505,463.5586,526.3153,472.947875,509.656275,640.020575,701.7874,708.502,767.2193,688.693575,758.5417,10,113,93,119,78,12
"ZNF200",0.996056655975535,0.981251195054541,0.996444156475386,0.999999545202104,0.895745536303006,0.660380943409433,0.999999640622391,0.932150376287972,0.749428642448329,0.999999999999743,0.962962415897728,0.989841596210111,0.998896264816851,0.889787462031777,0.898434116769569,243.83173,230.500249557522,224.965289247312,241.720878991597,241.777501282051,215.467858333333,34.9922992997509,7.21122292712196,9.15700218182722,7.13972329133006,8.79708216673498,17.3841766553339,198.101925,184.8572,168.3407,180.9595,193.31655,178.4292,251.531375,262.8975,270.4681,279.19845,290.903725,252.864525,10,113,93,119,78,12
"ZNF582",0.902568792202449,0.999582008523443,0.525164131512941,0.999845872688849,0.356793966885043,0.999990690615789,0.986406238799756,0.959381917339198,0.975007118268632,0.938043257283584,0.997990224199255,0.995398226906023,0.999816591564647,0.999424164564388,0.999997857977933,25.5505,33.9357752212389,28.1059430107527,27.613687394958,30.9183615384615,30.0971833333333,5.40577370570886,2.35363247979457,2.27691103376816,2.27221782129549,2.92657014862096,7.32782214546592,14.7341,16.5485,6.2467,9.336,14.33325,8.3895,37.297125,46.8234,41.0385,39.6611,40.905625,38.94315,10,113,93,119,78,12
"ZNF285",0.999998817111291,0.999684866311561,0.996823819532457,0.99999999967586,0.999725546756122,0.973827239699852,0.993920439901861,0.903608351245568,0.993430938729528,0.777513698614814,0.98740312630977,0.9126046580965,0.824676478730329,0.948183093051267,0.671563875088567,68.90012,71.0665407079646,75.6373161290323,68.4813529411765,81.4874397435897,50.1064,10.7986567768589,5.6847655636204,8.93501667306153,5.39726458645116,8.28446613647784,9.44714635738638,40.6555,26.455,23.0583,30.43395,39.175975,28.509925,94.48805,92.4362,99.6885,89.34705,101.7949,69.90965,10,113,93,119,78,12
"ZNF275",0.620656740720969,0.900361284100843,0.838634050425527,0.599122831890041,0.999999695781896,0.795979715855001,0.727956704434658,0.999542295763496,0.970387728139416,0.99881198506657,0.849512569775114,0.999999961280038,0.99623963379211,0.999999516575673,0.999998215998159,348.13961,462.560515044248,425.501397849462,464.699814285714,452.088919230769,459.287358333333,45.8359279054917,19.8674701736366,20.8871640102114,24.2648061175766,20.4615969503806,78.7096566270489,264.4914,317.8742,287.7141,307.24895,338.121525,271.643725,382.0008,555.8927,533.7255,500.27975,533.559175,511.08445,10,113,93,119,78,12
"ZNF37A",0.994103993267709,0.99351031677847,0.999999988368793,0.984468476716143,0.999555063057053,0.999823904895886,0.944679494449882,0.01347616977358,0.0186318849618455,0.00444943936335873,0.997011733282515,0.999999697484398,0.999999927126379,0.999999837643446,0.574412020448526,381.54174,350.837662831858,349.926637634409,343.70517394958,433.290775641026,347.045216666667,48.539626171328,14.9574454961158,16.2918846564898,13.5144330234484,26.2902137474731,22.1353891868293,249.1229,238.9937,226.3678,239.3675,261.784625,307.056775,507.859,430.8017,435.7601,405.2961,496.275225,382.078325,10,113,93,119,78,12
"ZNF510",0.991434388649027,0.999834794995596,0.971111226190883,0.999880367019116,0.951635527836507,0.999999970687549,0.999999995578869,0.807341433921477,0.996265321889786,0.996832507873588,0.997970352410024,0.999999997376552,0.999502296127093,0.999285295571828,0.992926702151859,182.9088,166.813569026549,175.766312903226,176.29041092437,182.037646153846,167.522958333333,27.7577388675703,6.23047720922608,7.91174256591661,8.56210692712743,10.3630537576432,21.1497794578854,110.2519,123.8646,126.0373,118.43435,124.326975,123.5303,241.496775,197.9305,198.186,204.756,207.92355,188.534475,10,113,93,119,78,12
"ZNF506",0.851834984333244,0.989292566676456,0.800646927578927,0.993925222310623,0.63066844634826,0.999968281453388,0.84041772298673,0.999998373158003,0.807646186698753,0.662307355102614,0.999663952497917,0.959109725042194,0.999853506587102,0.999978696366886,0.952327626217434,365.93382,459.532037168142,416.306167741935,410.018275630252,463.214175641026,397.318408333333,56.579800897715,22.2237939812249,26.3939661270548,22.2916812452455,27.9133622777582,65.2012612968938,209.7242,280.2806,248.444,242.0322,280.893475,272.13125,465.312275,607.7622,562.8141,530.2649,604.60575,550.5283,10,113,93,119,78,12
"ZNF324",0.998966084619983,0.974507993412454,0.945972835079615,0.994701173906791,0.998867958109307,0.994265136356655,0.133329989976919,3.25185117047155e-05,0.00246432776893291,0.000127527386906356,0.94830937635231,0.958830205510704,0.998231619104146,0.984185933071132,0.695479796276347,171.9181,185.654513274336,199.48193655914,191.2268,263.04942948718,213.75705,21.1579611260579,5.5334147581554,10.5677187939263,6.96961311480639,21.9460294663337,22.9031209643004,123.828425,142.6322,137.931,145.6534,165.8702,149.83675,205.232275,216.299,226.2509,219.5373,281.9509,244.626125,10,113,93,119,78,12
"ZNF671",0.973251778919006,0.998829740328133,0.952411826265324,0.971963590282563,0.999999999809569,0.946212869681977,0.950740881946713,0.999680642120388,0.887702251143248,0.999739030964315,0.840076041391347,0.957390421712459,0.81565450593941,0.958485837412567,0.982754475307375,78.69006,62.1637902654867,70.1867107526882,62.0189907563025,59.2830833333333,45.2165583333333,19.6200448854804,5.48934567917226,8.13319518657865,6.14282867499659,6.80049217296637,8.35806608336267,31.8255,20.3962,17.9286,19.13855,19.402725,20.28575,126.6595,78.6051,90.7003,73.969,80.64235,68.0644,10,113,93,119,78,12
"ZNF416",0.999999956959164,0.999452393694439,0.984565314865844,0.99999978715198,0.999690569024843,0.928738808450646,0.522087788059426,0.000945613704812498,0.000142083185360242,0.00227501581867007,0.999991110562843,0.999989357506963,0.999985536128328,0.999770584450342,0.311363459331457,117.93177,117.03487079646,111.868417204301,119.164300840336,149.416219230769,114.544483333333,16.875930177419,4.79950047556733,4.37010395564195,4.54125208761348,8.76685903546413,11.9392353143782,75.4383,79.5617,86.6602,86.2103,97.602425,89.707725,146.95205,141.109,135.0448,138.79075,181.023125,150.135225,10,113,93,119,78,12
"ZNF586",0.999957695739541,0.998288583243799,0.683534711480843,0.943726546520588,0.0626233313194071,0.859343864585188,0.976331288843115,0.810648249467969,0.11471229305489,0.00253716543090243,0.99792345866058,0.960860409161082,0.999987344220397,0.999107576305559,0.719770706122074,202.20788,207.825984955752,190.144459139785,176.454780672269,223.659470512821,186.048241666667,18.0634783246122,8.12461119353638,9.50456875730154,7.111951721746,10.9175630669399,14.5595589642788,166.0639,158.8301,121.1027,125.67915,152.579625,158.24635,221.5169,236.5823,239.8328,231.2499,277.190775,226.373975,10,113,93,119,78,12
