"gene","p-adj-C10-GBM-C1-LUAD-enriched","p-adj-C11-small-various-C1-LUAD-enriched","p-adj-C11-small-various-C10-GBM","p-adj-C12-small-various-C1-LUAD-enriched","p-adj-C12-small-various-C10-GBM","p-adj-C12-small-various-C11-small-various","p-adj-C2-Squamous-like-C1-LUAD-enriched","p-adj-C2-Squamous-like-C10-GBM","p-adj-C2-Squamous-like-C11-small-various","p-adj-C2-Squamous-like-C12-small-various","p-adj-C5-KIRC-C1-LUAD-enriched","p-adj-C5-KIRC-C10-GBM","p-adj-C5-KIRC-C11-small-various","p-adj-C5-KIRC-C12-small-various","p-adj-C5-KIRC-C2-Squamous-like","p-adj-C8-BLCA-C1-LUAD-enriched","p-adj-C8-BLCA-C10-GBM","p-adj-C8-BLCA-C11-small-various","p-adj-C8-BLCA-C12-small-various","p-adj-C8-BLCA-C2-Squamous-like","p-adj-C8-BLCA-C5-KIRC","mean-C1-LUAD-enriched","mean-C10-GBM","mean-C11-small-various","mean-C12-small-various","mean-C2-Squamous-like","mean-C5-KIRC","mean-C8-BLCA","SEM-C1-LUAD-enriched","SEM-C10-GBM","SEM-C11-small-various","SEM-C12-small-various","SEM-C2-Squamous-like","SEM-C5-KIRC","SEM-C8-BLCA","Q1-C1-LUAD-enriched","Q1-C10-GBM","Q1-C11-small-various","Q1-C12-small-various","Q1-C2-Squamous-like","Q1-C5-KIRC","Q1-C8-BLCA","Q3-C1-LUAD-enriched","Q3-C10-GBM","Q3-C11-small-various","Q3-C12-small-various","Q3-C2-Squamous-like","Q3-C5-KIRC","Q3-C8-BLCA","count-C1-LUAD-enriched","count-C10-GBM","count-C11-small-various","count-C12-small-various","count-C2-Squamous-like","count-C5-KIRC","count-C8-BLCA"
"ZNF671",0.942296529200055,0.685603450443433,0.999999846997842,0.99999986728493,0.982036782483553,0.913164852598058,0.994949925493748,0.978038653989794,0.810481922763148,0.999995397892037,1.60039736216699e-05,0.000192375548752177,5.4531634724464e-06,0.000304285268800775,2.8606679945975e-06,0.993328403967002,0.976551762004254,0.795847289868654,0.999995854306117,0.999999999986226,2.38868103641376e-06,56.6912090909091,10.3912,4.7017,53.2041,47.2397918918919,286.0814,47.4320292134831,13.1624923630226,NA,0,41.5981,7.01894393556832,NA,4.46755552027642,27.79215,10.3912,4.7017,32.40505,10.5003,286.0814,17.1291,73.09555,10.3912,4.7017,74.00315,72.8068,286.0814,56.49,11,1,2,2,37,1,89
"ZNF416",0.871469233627825,0.951063169320172,0.99946446864286,0.997482523824005,0.785665593342915,0.88693505616662,0.999838424717382,0.794538859725148,0.878630656506896,0.999443666143083,0.998901842386521,0.855246135398866,0.939917148442455,0.999999994974799,0.999721339374422,0.982888991235421,0.943087861286624,0.991150243048422,0.95748838338317,0.447385566409601,0.987196785341848,121.817090909091,203.8509,170.4378,94.2611,114.198435135135,89.5075,138.171561797753,18.9775875339472,NA,0,22.6691,7.34660529636776,NA,7.33435411313135,89.3398,203.8509,170.4378,82.92655,91.905,89.5075,97.3529,118.58325,203.8509,170.4378,105.59565,129.9202,89.5075,154.6961,11,1,2,2,37,1,89
"ZNF586",0.999999899220565,0.747667929778924,0.978902657612831,0.85099457103657,0.990587854495836,0.999999012963661,0.35104180966672,0.996386220005442,0.997207503388014,0.999768129649672,0.999031389844501,0.999487290301457,0.826920137673233,0.88221854261213,0.887752517365646,0.999999462865191,0.999999035310269,0.638958828247787,0.769003289102318,0.00251854745950808,0.999278561180873,208.343454545455,199.4163,112.2539,124.7726,147.649505405405,250.5353,211.956937078652,34.055046271912,NA,0,32.7952,8.30764516243467,NA,9.65297828228268,120.42675,199.4163,112.2539,108.375,101.9148,250.5353,155.5331,243.6061,199.4163,112.2539,141.1702,177.4757,250.5353,230.7019,11,1,2,2,37,1,89
"ZNF446",0.999999976043376,0.99962353440239,0.99990096580864,0.999999296942525,0.999998671463662,0.999993345638483,0.784885531978011,0.999664222166785,0.924104261055423,0.981868706237744,0.998199560405101,0.999875525825673,0.991384601117704,0.998015471439775,0.9999999886678,0.999862236440246,0.999995506280183,0.99995346704797,1,0.0400662688317963,0.994039942381897,371.211672727273,348.9242,454.7899,400.0638,240.89707027027,221.8116,400.441059550562,42.5791593799854,NA,0,197.9226,16.9427731171379,NA,33.7509164346385,297.11,348.9242,454.7899,301.1025,164.0339,221.8116,217.3103,458.9787,348.9242,454.7899,499.0251,289.6214,221.8116,416.6989,11,1,2,2,37,1,89
"ZNF8",0.628519795640546,0.999465759671448,0.611630554216315,0.999998921241963,0.725954035951683,0.999990780469601,0.74442052345708,0.279985255108296,0.99997977951496,0.998007803242051,0.556875200457574,0.145139632544986,0.87147357706417,0.783867905450811,0.83335756322998,0.544261500838349,0.240760847362425,0.999870956040492,0.995108845155882,0.999906388731441,0.857948743152661,149.039272727273,246.3478,130.5172,142.5747,120.523710810811,45.5246,117.031107865169,14.1557889482269,NA,0,74.9938,11.3316529232414,NA,5.20810743971615,110.41865,246.3478,130.5172,105.0778,77.2778,45.5246,79.2414,174.51425,246.3478,130.5172,180.0716,143.6628,45.5246,137.7471,11,1,2,2,37,1,89
"ZNF264",0.999963036890513,0.514059224662647,0.801661279183131,0.999650589853528,0.998964535645417,0.922667401194545,0.533146297781503,0.971619063956773,0.927179447173862,0.999464040319711,0.871923841437965,0.918285049727632,0.999999931794956,0.98314501719675,0.993894735236544,0.999999277911301,0.999890697987412,0.464169290601559,0.999787161581636,0.0527451706521491,0.870535051288777,780.052554545455,867.665,345.8713,685.3755,589.076983783784,381.5846,766.225714606742,92.1645375441428,NA,0,189.1349,33.1087045481457,NA,36.0011544928061,521.274,867.665,345.8713,590.80805,442.2434,381.5846,558.5618,1038.3025,867.665,345.8713,779.94295,671.4653,381.5846,878.1981,11,1,2,2,37,1,89
"ZNF213",0.955195375368664,0.968394483221736,0.999969732840472,0.988874357195432,0.842865667364662,0.8567829307318,0.79812138922887,0.745824069429572,0.655789004752478,0.999999544346178,0.979507654340919,0.82348268966778,0.850716140976717,0.999979391325871,0.999691800212739,0.996737211270399,0.88535629463158,0.868909728786941,0.998168449393552,0.751635662328822,0.99306938853121,582.021254545455,802.2616,732.8828,459.0156,479.328908108108,394.0043,541.251605617977,59.0790069231262,NA,0,167.417,25.3573253814044,NA,24.9124566868411,454.6036,802.2616,732.8828,375.3071,376.0276,394.0043,387.7984,667.1802,802.2616,732.8828,542.7241,571.1044,394.0043,664.7276,11,1,2,2,37,1,89
"ZNF343",0.999079145569701,0.0705548218905999,0.806814097654075,0.999979063720614,0.999978514390545,0.413894019998492,0.999912652100265,0.999735713532201,0.0673649201865264,0.999999805271563,0.998320359868461,0.989288725565167,0.275710597854818,0.996379326452707,0.994625694787218,0.999999813133372,0.998303934673684,0.0341268569800903,0.99991134017983,0.989434461513686,0.998577184766759,301.502909090909,356.9682,545.695,322.8337,313.646472972973,239.8287,297.486064044944,21.2257418087629,NA,0,94.9815,18.8200966298614,NA,12.0345357585823,256.5533,356.9682,545.695,275.34295,255.6608,239.8287,229.7356,330.83105,356.9682,545.695,370.32445,322.412,239.8287,346.5653,11,1,2,2,37,1,89
"ZNF302",0.999940982001629,1.06581410364015e-14,7.70494779089859e-14,0.999227371925187,0.99999999976889,1.88737914186277e-14,0.912801303038607,0.999999975427651,1.06581410364015e-14,0.999999998582852,0.996696425088318,0.994288876926131,1.22790666523542e-13,0.98424764600143,0.951574081726889,0.998434292735065,0.999100080221405,1.06581410364015e-14,0.990213348993692,0.0695144294086767,0.999293266109316,406.171045454545,322.7384,3515.1337,310.5748,300.819318918919,574.3041,451.181292134831,58.7037371470728,NA,0,107.2404,19.9488115656155,NA,33.5750420443721,250.86965,322.7384,3515.1337,256.9546,209.3514,574.3041,224.1464,610.2682,322.7384,3515.1337,364.195,386.1327,574.3041,547.2589,11,1,2,2,37,1,89
"ZNF268",0.381177285419691,0.999998433996777,0.510270059031464,0.993353793718651,0.309343645116189,0.999668996591566,0.999922903006012,0.286055785365953,0.999999999984589,0.997401246732387,0.967773492577443,0.298754996201778,0.993068125022847,0.999818857729819,0.979184958614801,0.990273841215578,0.478107685459062,0.998799266572018,0.93800839054939,0.586730616687635,0.895062766115904,334.948227272727,665.0367,315.8977,254.503,318.525172972973,186.7238,370.859804494382,25.764783728119,NA,0,94.6307,18.8358828938015,NA,18.3275667124474,273.1455,665.0367,315.8977,207.18765,232.2775,186.7238,262.7212,382.66025,665.0367,315.8977,301.81835,400.8365,186.7238,453.6951,11,1,2,2,37,1,89
"ZNF184",0.520187119731246,7.92699239582362e-14,0.000394568320430833,0.997653865876536,0.465460837156475,3.51983997504135e-11,0.980166865080796,0.309679915657816,6.55031584528842e-14,0.999994348618575,0.999902237293189,0.680799285708206,9.29972334695606e-08,0.999999980767502,0.999999998604151,0.999413348476253,0.384222630394514,6.86117829218347e-14,0.999623346844248,0.988802710922122,0.999994941207491,275.567772727273,575.7946,1419.042,207.91205,230.596908108108,222.6981,253.541103370787,33.5787598927766,NA,0,34.65285,25.478065273012,NA,17.1714125578305,214.9161,575.7946,1419.042,190.585625,144.9432,222.6981,165.2261,339.96875,575.7946,1419.042,225.238475,243.7113,222.6981,277.5165,11,1,2,2,37,1,89
"ZNF500",0.999933870426998,0.998167095027941,0.996766028932967,0.995171018819534,0.994318385167593,0.999999977841863,0.867152796884387,0.98967203446612,0.999999999976421,0.999999968915468,0.905052411106053,0.931042074885458,0.994637145576605,0.996970251571967,0.986965589036866,0.999699375538246,0.999424276537043,0.999646921507879,0.998589037601928,0.69854197051134,0.930859460702816,183.925245454545,161.6748,213.0473,218.60805,214.336472972973,269.379,192.74953258427,15.599158900486,NA,0,25.40765,12.3875886674673,NA,7.4561573897374,151.72475,161.6748,213.0473,205.904225,152.0443,269.379,149.7528,196.65045,161.6748,213.0473,231.311875,266.8314,269.379,236.2911,11,1,2,2,37,1,89
"ZNF419",0.87717274830177,0.982720249049851,0.700868440446309,0.991295810352198,0.739525221247688,0.999999981385844,0.858346819064275,0.60860909057484,0.999974121696271,0.999998870415908,0.999924930658372,0.912755514582381,0.999979762815247,0.999996420158356,0.999999797328754,0.999747109059229,0.795904080231459,0.991876429539115,0.996691563495747,0.664041468452646,0.99999426392956,199.490927272727,332.5183,134.881,142.7977,154.213040540541,166.167,186.937095505618,30.6411526245879,NA,0,38.6341,12.4086004783551,NA,11.9765437463054,150.74725,332.5183,134.881,123.48065,109.6451,166.167,117.9672,230.1211,332.5183,134.881,162.11475,178.5053,166.167,217.1591,11,1,2,2,37,1,89
"ZNF175",0.999851091796695,0.999999830866371,0.999798690201116,0.967002942676881,0.974735902270664,0.995727617179536,0.90263741573999,0.999999999729736,0.99383259356831,0.719758514539318,0.999967607324282,0.999999996254802,0.999939296934864,0.983220456938085,0.999999731597148,0.969594137183916,0.994761304235191,0.999950616285191,0.99697838168227,0.00912959840253369,0.997521295801453,189.128590909091,106.0513,208.6394,352.0579,97.2670756756757,125.0535,255.755239325843,31.5187828384873,NA,0,37.9029,6.61525182926324,NA,29.6530587323601,90.1364,106.0513,208.6394,333.10645,69.205,125.0535,95.3271,237.1128,106.0513,208.6394,371.00935,122.7753,125.0535,288.1104,11,1,2,2,37,1,89
"ZNF14",0.00234568568993043,0.999996588004448,0.0115529567937724,0.922735524583704,0.00152225038875486,0.991490320793375,0.227283522582424,6.22005804234993e-05,0.969170532348173,0.999999991822458,0.999999237430951,0.0460019913888167,1,0.997355982901075,0.994936619063356,0.905057010133766,0.00506920388596432,0.991169972294382,0.603945685981868,2.9252837652205e-07,0.99852844142638,174.711009090909,504.5844,163.3852,106.2184,110.118413513514,162.7409,204.543894382022,25.8075517780304,NA,0,23.2357,9.39578212253411,NA,9.30028233175632,111.46475,504.5844,163.3852,94.60055,71.0072,162.7409,146.093,200.1279,504.5844,163.3852,117.83625,140.1765,162.7409,248.0372,11,1,2,2,37,1,89
"ZNF85",0.853764251993983,0.897826969362287,0.999827622493517,0.999986166112458,0.8731211073998,0.92950273767162,0.831941918870693,0.5588398304434,0.489760276672112,0.999729831974879,0.993007962191098,0.999382170771165,0.999998665066803,0.990199792587971,0.906145713671611,0.834866748359838,0.968813800169858,0.993481097394054,0.979394195256859,0.0002523080129474,0.999947773913913,127.813936363636,260.0856,217.1613,110.26425,82.7771594594595,198.2869,169.540414606742,18.2780030108686,NA,0,70.51375,9.89731263305365,NA,11.9899907440265,86.2796,260.0856,217.1613,75.007375,19.0231,198.2869,103.5013,172.8157,260.0856,217.1613,145.521125,127.6234,198.2869,222.3975,11,1,2,2,37,1,89
"ZKSCAN1",0.00867867878769846,0.999984211216985,0.0280977013214404,0.926774907044401,0.226068192425304,0.946240120591173,0.999752572327722,0.00385475661903467,0.999999987306274,0.82870684362961,0.922096689968991,0.012382124357869,0.984382424185262,0.654577289804721,0.948246258578952,0.999994531483308,0.00676768586395904,0.999859843648368,0.928702496668281,0.954369116217124,0.884092039899959,614.288218181818,1741.1369,558.9186,869.95555,574.772321621622,262.0985,633.543347191011,91.4760661911447,NA,0,483.88165,32.1348971227798,NA,35.0853579416789,344.28225,1741.1369,558.9186,628.014725,430.3913,262.0985,400.9642,795.2752,1741.1369,558.9186,1111.896375,674.41,262.0985,765.5819,11,1,2,2,37,1,89
"ZNF862",0.999999956298941,0.997333521447788,0.999952813507749,0.492244894479711,0.924483966582868,0.951780556490429,0.716878181685717,0.996234667224862,0.830250139443588,0.0988243171148199,1,0.99999998776827,0.999791199974634,0.896208860024495,0.998605550831617,0.999999999833415,0.99999997464585,0.99654294669155,0.411121540974737,0.0893387259634167,0.999999999994498,465.744072727273,499.6944,628.2692,996.3374,271.647959459459,462.5268,469.847101123596,83.634738777457,NA,0,483.4247,29.051803757496,NA,44.957245532924,255.1747,499.6944,628.2692,754.62505,129.5253,462.5268,230.9457,722.0111,499.6944,628.2692,1238.04975,353.6435,462.5268,539.8051,11,1,2,2,37,1,89
"ZNF684",0.45535766221187,0.809604042989652,0.985679630252354,0.99999079560007,0.731803974250179,0.9725820224227,0.998252573018704,0.310557227054896,0.604748812935823,0.999017834898655,0.999999949676344,0.742748431569299,0.964192764647245,0.999991634858081,0.999999959206272,0.998770769820508,0.511120394397796,0.867644364205225,1,0.574517492989375,0.999976762613492,50.2126181818182,143.9487,99.3241,57.941,41.7132702702703,45.8244,57.6446842696629,7.05905033172205,NA,0,31.1349,4.52499853817086,NA,5.70853185536217,32.2993,143.9487,99.3241,42.37355,26.3694,45.8244,34.5652,62.45035,143.9487,99.3241,73.50845,51.4833,45.8244,60.379,11,1,2,2,37,1,89
"ZNF430",0.0667485439156397,0.999944648528811,0.263755811166903,0.999108320425954,0.0919264575334313,0.99693976760314,0.999999999991298,0.0538083696635764,0.999936210435828,0.9986180880825,0.99572996504645,0.639940641526601,0.999844567679575,0.98076068817382,0.995264717701933,0.203919971172646,0.285821871517662,0.988353588321592,0.690558108343388,0.00286885690365835,0.999999834851341,105.8985,311.4303,121.3635,80.93955,106.401710810811,150.7495,158.361991011236,11.0754051604773,NA,0,24.65055,8.92007597257098,NA,8.08613941432688,81.8973,311.4303,121.3635,68.614275,69.0529,150.7495,104.431,137.67085,311.4303,121.3635,93.264825,132.81,150.7495,203.2527,11,1,2,2,37,1,89
"ZFP30",0.0328051309925074,1.53018478870059e-05,0.997352655325553,0.909096316017531,0.0148354544836558,5.96073667611385e-05,0.108393600434088,0.00111605371201362,7.42552952459619e-09,0.999999998759326,0.999754426165722,0.13347126977136,0.00839836693582852,0.999666887141506,0.998530405650918,0.999174837199782,0.014475216932988,9.64519379920148e-07,0.945496962732415,0.00228437829503458,0.999981048168759,235.764672727273,647.9218,736.7029,124.19795,119.726267567568,185.8672,216.921928089888,38.6524831438882,NA,0,7.82005,13.4545320292471,NA,14.8979620805625,156.8824,647.9218,736.7029,120.287925,50.0569,185.8672,131.2324,276.2148,647.9218,736.7029,128.107975,163.2135,185.8672,258.5321,11,1,2,2,37,1,89
"ZNF549",0.562967965721854,0.999999999998397,0.726768177415999,0.382667827142551,0.0805500575377824,0.701082361141502,0.123413224175339,0.0989114422429017,0.881361886631952,0.966400603189598,0.947949112305314,0.375895403131417,0.977461797278672,0.999562056307272,0.999998485130758,0.639730928103859,0.215362715864632,0.990691006906431,0.762187598658186,0.479830636330769,0.998310165160712,233.147127272727,425.1222,231.8542,69.77025,139.728656756757,122.9122,178.204412359551,48.6494445794775,NA,0,35.81985,10.8684533741155,NA,11.4559113991256,140.88775,425.1222,231.8542,51.860325,98.3232,122.9122,111.2897,228.02525,425.1222,231.8542,87.680175,165.0386,122.9122,226.1217,11,1,2,2,37,1,89
"ZNF211",0.999998960475333,0.93700854693528,0.998178145012512,0.876345637531918,0.994879663542882,0.999999451432194,0.162288322542652,0.992603408941688,0.999999995285624,0.999999654360115,0.995012870841594,0.999801515765294,0.999999779596809,0.999988149814619,0.999996546249241,0.99998539918783,0.999999973012905,0.94362556728253,0.881246558211316,0.00175138413664855,0.996786437567583,464.866327272727,417.4847,218.7511,177.991,205.380835135135,261.6103,442.26362247191,75.0235476104343,NA,0,46.0659,16.1095735034983,NA,38.0005336151245,300.1735,417.4847,218.7511,154.95805,142.316,261.6103,250.8604,572.0339,417.4847,218.7511,201.02395,229.8149,261.6103,494.6603,11,1,2,2,37,1,89
"ZNF205",0.999999999976552,0.967508163679143,0.997754159974149,0.999999845294924,0.999999951333311,0.984885732548518,0.958138754831083,0.999829997182439,0.776648887290237,0.999858896397388,0.945687114871115,0.986437804074972,0.766414227271927,0.983471646420441,0.990312934031054,0.999999998912015,1,0.958413314155374,0.999999352437375,0.554536010947915,0.930905240796988,341.619027272727,346.0727,461.7073,327.40665,285.104354054054,160.0557,344.202647191011,24.3981606064775,NA,0,85.89965,16.2225352673116,NA,20.9185295479327,292.34775,346.0727,461.7073,284.456825,203.055,160.0557,232.153,391.3688,346.0727,461.7073,370.356475,374.2742,160.0557,415.2995,11,1,2,2,37,1,89
"ZNF45",0.120739412805217,0.00558650456304632,0.999999990982572,0.973110520185086,0.0795852980002768,0.00986395339974333,0.751322199247321,0.0253415333872095,0.000171867419589855,0.999983063373128,0.966797762909041,0.121770917401721,0.0351472389024967,0.999985851252864,0.999303804229998,0.85769751238403,0.0315641313215717,0.000228294492696679,0.999735283415763,0.998632147552405,0.99778469242992,297.824281818182,601.1614,610.3438,222.48335,241.716372972973,191.0064,252.73758988764,52.8659471435868,NA,0,60.99265,10.8742010083498,NA,12.2042956286441,185.422,601.1614,610.3438,191.987025,196.2356,191.0064,176.2278,317.1022,601.1614,610.3438,252.979675,267.5236,191.0064,309.9969,11,1,2,2,37,1,89
"ZNF133",0.999999999985291,0.999972466067884,0.999999201278801,0.999502798502467,0.999979222055742,0.9999995931244,0.999998985311766,0.999999999966984,0.999993323477223,0.999740859407802,0.994847927614655,0.999230403211895,0.999711617950932,0.999953986852579,0.996054633211366,0.999999999681917,1,0.999971071839392,0.999395966933482,0.999994429237413,0.99427504123065,441.346918181818,435.2078,390.8316,358.46645,428.394964864865,270.6638,438.212664044944,49.4831848244685,NA,0,10.31345,35.6964735816515,NA,29.0051912920017,340.2166,435.2078,390.8316,353.309725,310.5223,270.6638,269.7957,482.5868,435.2078,390.8316,363.623175,503.079,270.6638,521.6248,11,1,2,2,37,1,89
