"gene","p-adj-BRCA nonbasal-like c7-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BRCA nonbasal-like c7","p-adj-RNA cluster 2-BLCA nonsquamous-like c1","p-adj-RNA cluster 2-BRCA nonbasal-like c7","p-adj-RNA cluster 2-GBM-like c6","p-adj-RNA cluster 3-BLCA nonsquamous-like c1","p-adj-RNA cluster 3-BRCA nonbasal-like c7","p-adj-RNA cluster 3-GBM-like c6","p-adj-RNA cluster 3-RNA cluster 2","p-adj-RNA cluster 5-BLCA nonsquamous-like c1","p-adj-RNA cluster 5-BRCA nonbasal-like c7","p-adj-RNA cluster 5-GBM-like c6","p-adj-RNA cluster 5-RNA cluster 2","p-adj-RNA cluster 5-RNA cluster 3","p-adj-squamous-like c4-BLCA nonsquamous-like c1","p-adj-squamous-like c4-BRCA nonbasal-like c7","p-adj-squamous-like c4-GBM-like c6","p-adj-squamous-like c4-RNA cluster 2","p-adj-squamous-like c4-RNA cluster 3","p-adj-squamous-like c4-RNA cluster 5","mean-BLCA nonsquamous-like c1","mean-BRCA nonbasal-like c7","mean-GBM-like c6","mean-RNA cluster 2","mean-RNA cluster 3","mean-RNA cluster 5","mean-squamous-like c4","SEM-BLCA nonsquamous-like c1","SEM-BRCA nonbasal-like c7","SEM-GBM-like c6","SEM-RNA cluster 2","SEM-RNA cluster 3","SEM-RNA cluster 5","SEM-squamous-like c4","Q1-BLCA nonsquamous-like c1","Q1-BRCA nonbasal-like c7","Q1-GBM-like c6","Q1-RNA cluster 2","Q1-RNA cluster 3","Q1-RNA cluster 5","Q1-squamous-like c4","Q3-BLCA nonsquamous-like c1","Q3-BRCA nonbasal-like c7","Q3-GBM-like c6","Q3-RNA cluster 2","Q3-RNA cluster 3","Q3-RNA cluster 5","Q3-squamous-like c4","count-BLCA nonsquamous-like c1","count-BRCA nonbasal-like c7","count-GBM-like c6","count-RNA cluster 2","count-RNA cluster 3","count-RNA cluster 5","count-squamous-like c4"
"ZNF264",0.83761606798062,0.999843043661685,0.945092317654928,0.758385659561145,0.996768959924455,0.989228404523261,0.999884184103317,0.991935901122467,0.999999352488751,0.999917772666058,0.999999485064389,0.978978696641122,0.999999999587333,0.998827700630699,0.999999262503191,0.0347631754921767,0.993103469134578,0.976278842266868,0.99999996060169,0.999939309907484,0.998842991377392,767.950690789474,381.5846,715.755025,570.92706,670.7275,728.9377,582.98656,37.0985876668045,NA,125.366361634414,84.0442562411471,NA,NA,35.7570545770907,564.90245,381.5846,667.697875,456.5794,670.7275,728.9377,430.8338,904.336975,381.5846,869.37635,704.8865,670.7275,728.9377,658.90965,76,1,4,5,1,1,35
"ZNF213",0.983300014545946,0.999005320453761,0.96265070252116,0.781274691600229,0.999999299557434,0.822212174726064,0.977734963080267,0.999999999873803,0.953963748750072,0.999996554456159,0.997976127047219,0.999996266946177,0.991303178696402,0.99999991034302,0.99999005804485,0.175164161077147,0.999930871710274,0.783321108633987,0.999900398825144,0.999841248533658,0.999999999217221,574.601709210526,394.0043,629.52815,428.16036,383.5466,452.381,462.547368571429,28.4466807404555,NA,97.9172878891627,76.4689613936439,NA,NA,26.1929039580214,394.016125,394.0043,558.95835,342.233,383.5466,452.381,365.2557,700.112225,394.0043,750.2275,415.6238,383.5466,452.381,556.6564,76,1,4,5,1,1,35
"ZNF343",0.996431935818203,0.439738389798002,0.772432704310782,0.458182036724108,0.999974351794624,0.0759167174208757,0.526928353627432,0.590964758441523,0.989040471999473,0.167273518390504,0.770568171274904,0.996635046175428,0.296547137011525,0.998535372700059,0.233337447687638,0.999992779662543,0.99504831311602,0.528654093776306,0.443651228404403,0.564191587293397,0.752597238853634,308.266967105263,239.8287,421.113225,208.1892,514.6807,144.6886,313.031017142857,13.950836286504,NA,43.6948831462063,15.9376019803482,NA,NA,16.1428416377759,237.449925,239.8287,362.222925,197.411,514.6807,144.6886,252.98985,349.099225,239.8287,449.78515,227.8522,514.6807,144.6886,333.49685,76,1,4,5,1,1,35
"ZNF302",0.999865063727548,4.1921209936735e-07,0.185026862158884,0.922161679515499,0.98597446854256,8.14372955215692e-06,0.999970529886436,0.999999997332276,0.159227575057727,0.991547504454554,0.999991509535945,0.999999948030489,0.144151932488914,0.99409923830237,0.999999999814206,0.156237377810465,0.978769790218402,8.22485779483628e-09,1,0.987033932109117,0.990872438417457,455.730788157895,574.3041,1517.960075,278.80092,547.2589,529.9145,277.762534285714,33.9180266343428,NA,748.136301490481,40.7854322747032,NA,NA,17.8875088956117,223.49065,574.3041,394.046,204.6926,547.2589,529.9145,194.5682,598.49975,574.3041,2240.898175,284.0034,547.2589,529.9145,312.9079,76,1,4,5,1,1,35
"ZNF268",0.927501535559833,0.9996146620565,0.901373573938894,0.99668061028707,0.988518874757753,0.990611545687415,0.947536210810094,0.738161115789078,0.990219731948304,0.895159371944264,0.931840125412194,0.712350349610377,0.985831503666573,0.873347117985636,0.99999999948216,0.900914103972739,0.978600107586608,0.978236912501291,0.999999981864156,0.871296217575808,0.844827037935148,365.938148684211,186.7238,400.106025,320.9675,533.0231,542.735,326.908911428571,20.3643819558099,NA,107.44500567617,76.7441434968884,NA,NA,18.9915307048946,260.68225,186.7238,276.89135,280.4925,533.0231,542.735,260.50535,436.53935,186.7238,510.972225,349.1337,533.0231,542.735,401.2438,76,1,4,5,1,1,35
"ZNF184",0.999998861709866,0.000305006185905787,0.299223071054461,0.99685861888087,0.999999842135243,0.00344754978261974,1,0.999999849408346,0.377291634284422,0.999978522279157,0.998955056175012,0.999983895269529,0.165161345022445,0.999994644106632,0.999852619436724,0.996077954740488,0.999999999963455,0.000194628740498914,0.999925555835795,0.99999966153532,0.999819390062388,249.357821052632,222.6981,649.81265,201.85036,249.4011,164.2247,227.474962857143,18.9812398289358,NA,265.513056903656,20.0162807980054,NA,NA,21.7702860276548,164.79635,222.6981,332.02805,173.2592,249.4011,164.2247,143.576,283.98705,222.6981,786.60645,243.7113,249.4011,164.2247,250.4188,76,1,4,5,1,1,35
"ZNF500",0.892253795003319,0.914127201211441,0.997787185595581,0.999981687461025,0.890158502759934,0.943474476298968,0.746946234658126,0.99999268952002,0.982109987480103,0.757745889227006,0.992306501442664,0.999831311720772,0.999999860173172,0.989205356121021,0.997627278112186,0.989132505465886,0.943057957384852,0.982568469951374,0.997853321516186,0.834723570997994,0.998069338373903,189.893227631579,269.379,228.3428,182.48228,288.8235,236.2637,199.935122857143,7.39213957667519,NA,27.8667334334627,10.3727577593136,NA,NA,12.2326608322244,150.11175,269.379,200.204175,164.644,288.8235,236.2637,144.66365,227.010825,269.379,256.670125,193.2004,288.8235,236.2637,259.4728,76,1,4,5,1,1,35
"ZNF419",0.999970048570979,0.983384290458718,0.99999950182005,0.699606895857154,0.999567539060638,0.999241450330324,0.999999686581053,0.999999904692464,0.99997275380651,0.997976506906256,0.999101303447037,0.998388565077287,0.984461025746427,0.926798006164882,0.999520434500575,0.349286646298075,0.999998337499545,0.99999999991937,0.996249469426789,0.999933229028444,0.972036465344215,194.317307894737,166.167,150.46245,117.79596,181.2333,244.8107,148.734937142857,13.2883207164452,NA,64.5322015433962,23.3904815416998,NA,NA,13.6054865513979,122.67135,166.167,85.694425,84.9515,181.2333,244.8107,103.44615,216.786575,166.167,184.290325,159.2719,181.2333,244.8107,175.6126,76,1,4,5,1,1,35
"ZNF175",0.997553649648686,0.999994706759777,0.996616503039011,0.997689438795907,0.999954188781246,0.998188522560445,0.99999096563794,0.999978780717907,0.999953391865735,0.999999999729923,0.990478143762974,0.999999798994616,0.989152970657733,0.999477143555459,0.999806030626054,0.00879198863127295,0.999998667972494,0.6958620652395,0.955885929409836,0.998725002047136,1,245.499623684211,125.0535,266.890825,190.81576,199.5757,90.9646,91.5055742857143,29.5529035568569,NA,66.8510955427605,49.3801697382927,NA,NA,6.88786529988064,106.232925,125.0535,182.992375,104.6644,199.5757,90.9646,66.10275,277.582275,125.0535,369.67405,308.5802,199.5757,90.9646,118.46325,76,1,4,5,1,1,35
"ZNF14",0.998050077377155,0.996415982261448,0.987250061219656,0.167226851869873,0.99788542522727,0.309119367345353,0.999999984353377,0.999881496486448,0.999855849445499,0.955909153071177,0.920827868848566,0.999627411322496,0.856292452061921,0.999999999967405,0.989449770475568,2.95077721657044e-06,0.997080777946059,0.0927120790872217,0.999999999982269,0.939740326375895,0.999999999997498,209.544917105263,162.7409,236.1573,111.06112,203.1346,113.5531,112.043962857143,10.2656587621678,NA,92.4733876232058,22.3320372742703,NA,NA,10.3708879650198,151.01795,162.7409,143.284575,67.5566,203.1346,113.5531,75.59545,257.01765,162.7409,271.403775,136.5188,203.1346,113.5531,130.9644,76,1,4,5,1,1,35
"ZNF85",0.999986080641354,0.977671077750534,0.996567937113116,0.816868573155931,0.985397815902112,0.999954437201259,0.736555623908836,0.875776916153454,0.959906920155246,0.983205958944714,0.998482552358434,0.998211975398818,0.999999983200847,0.999999924315427,0.992057219568016,0.00019760149462078,0.906654522667123,0.962730829703899,0.994782600850872,0.997503734879084,0.999604695862087,174.767759210526,198.2869,130.577725,111.42072,22.1751,122.1001,80.1689142857143,13.1546276991714,NA,63.3835651758716,27.5646440826541,NA,NA,9.8251502627226,103.456275,198.2869,31.14125,76.4563,22.1751,122.1001,25.70585,212.6187,198.2869,227.892375,164.3282,22.1751,122.1001,109.8061,76,1,4,5,1,1,35
"ZKSCAN1",0.868129260505986,0.026468599008819,0.130886578087058,0.627996960108727,0.999358887158211,0.00761335240162708,0.999999999954449,0.969081544359038,0.770540560987453,0.990044060323731,0.999960371852768,0.992404389915805,0.596925667727797,0.999315125067152,0.999990613219973,0.658263538830716,0.968413551275663,0.00470853391075421,0.967566800493332,0.99982680555288,0.999999997864874,657.490222368421,262.0985,1173.103875,415.26528,666.3473,570.2076,553.25882,39.8228741947248,NA,250.11025402663,66.0315831984619,NA,NA,34.0727328841389,415.2709,262.0985,918.62175,386.0739,666.3473,570.2076,418.4529,782.230675,262.0985,1450.662125,498.328,666.3473,570.2076,639.1589,76,1,4,5,1,1,35
"ZNF862",0.999997582805333,0.968806752093635,0.997317055264315,0.923012877270982,0.999926114648762,0.7625463843126,0.995608267295225,0.999899168511359,0.955078392330956,0.999999826210678,0.953942431292882,0.997127327942548,0.842019785175927,0.999380100377326,0.999974085010122,0.00632669042415079,0.997538801314137,0.244217480310287,0.998832262031786,0.999999801758185,0.999980477850555,528.763967105263,462.5268,707.39105,334.1203,287.7284,148.9621,243.822291428571,50.8271358773418,NA,271.065257096615,52.0973605755128,NA,NA,28.7853812521983,274.824175,462.5268,430.230425,253.5189,287.7284,148.9621,118.6296,578.85515,462.5268,841.142425,392.4586,287.7284,148.9621,322.77115,76,1,4,5,1,1,35
"ZNF684",0.999977566498927,0.0698588449161243,0.71629321363962,0.873870465323712,0.999945877193773,0.0429468425827937,0.999999999669109,0.999992960794507,0.858266825637167,0.997712021696804,4.91828799908944e-14,4.26024771016387e-11,2.56694665523582e-12,5.97299987248334e-14,1.25161214725722e-10,0.408896301161883,0.999998743108675,0.00901402305909038,0.999866750682285,0.999385102850454,3.64153152077051e-14,53.0777381578947,45.8244,95.10895,36.6597,54.2057,363.2479,41.3236714285714,3.36311640730291,NA,19.686164217774,3.22286177333127,NA,NA,4.57871739200785,34.629775,45.8244,78.8287,31.7288,54.2057,363.2479,26.9878,62.18665,45.8244,110.48025,41.9392,54.2057,363.2479,44.83,76,1,4,5,1,1,35
"ZNF430",0.999999994484289,0.999111528616152,0.999998437757188,0.913939827553117,0.999542781141044,0.999550283385748,0.329408461607521,0.751648147781625,0.604051397080722,0.745923504578597,0.850708434501093,0.974816199674844,0.962899433801012,0.991540463667467,0.996483317374689,0.046538759657715,0.998023218089086,0.991776127971577,0.999995678349413,0.728109929801563,0.993445248588045,155.027028947368,150.7495,138.543275,119.40192,8.4868,66.5446,113.210282857143,7.7587964959725,NA,59.4041057605501,18.6339985952935,NA,NA,10.7705860718885,106.68365,150.7495,62.889975,105.5901,8.4868,66.5446,83.07995,199.203175,150.7495,168.8802,155.4444,8.4868,66.5446,135.50505,76,1,4,5,1,1,35
"ZFP30",0.999950650282389,0.0896442709592451,0.724215955059957,0.497326995526847,0.998400492530239,0.0149054559774172,0.933020872220418,0.958678404376123,0.999936350515708,0.561358014587779,0.999839321210734,0.999999999164866,0.688075694493536,0.999186413900593,0.948546517991714,0.0041660880376857,0.999061522033278,0.00113089971360358,0.999995872512692,0.525762439346716,0.999586844867761,225.414093421053,185.8672,419.0119,107.34018,373.1435,177.0452,119.69622,16.9603674212056,NA,158.925718205398,14.8395625199465,NA,NA,12.9098786944797,134.053925,185.8672,152.558175,111.1966,373.1435,177.0452,66.86115,258.5321,185.8672,670.117075,125,373.1435,177.0452,156.97595,76,1,4,5,1,1,35
"ZNF549",0.995021941245471,0.999924779317049,0.999428639485326,0.662380890852965,0.999999941125313,0.974089373447917,0.607438622011824,0.988152640046928,0.799921796555502,0.973672307940916,0.999816372889958,0.991276098403627,0.999186417920481,0.948500677926729,0.757225875242,0.293191355795903,0.9999952149231,0.997810107544092,0.995798091636014,0.870607104577685,0.983956175181691,190.530614473684,122.9122,173.99365,112.29686,11.2244,228.3272,143.43402,12.5649811396767,NA,97.7105436029424,18.7181761742591,NA,NA,13.9001072830155,126.664475,122.9122,26.72475,105.5901,11.2244,228.3272,96.19765,227.0823,122.9122,280.1712,146.1256,11.2244,228.3272,173.9939,76,1,4,5,1,1,35
"ZNF211",0.995056730776031,0.922185705733575,0.999999989735247,0.434056019244646,0.999983408298062,0.998695160618675,0.998001737276478,0.999999989979879,0.999999999996874,0.999892544218442,0.992376493983541,0.999999999715835,0.999999757678575,0.99999578147443,0.999999860598603,0.00513857353684055,0.999999814568088,0.999806471387633,0.999924361301843,0.999992563411639,0.999999995997136,466.736598684211,261.6103,286.1967,178.59332,292.585,244.5116,225.451271428571,43.841617893906,NA,66.9344297817897,31.5706884596836,NA,NA,20.8298827450802,279.4671,261.6103,197.0446,153.71,292.585,244.5116,145.72195,495.1451,261.6103,386.8406,224.0569,292.585,244.5116,248.36945,76,1,4,5,1,1,35
"ZNF205",0.912642293455934,0.999999986524935,0.937176992812266,0.906253441948122,0.99771635465062,0.978084137290467,0.999999999843656,0.980203264365269,1,0.998481940440623,0.991463291010504,0.999930555494417,0.993624001243242,0.999998130227497,0.998289866953542,0.285109304664185,0.993146011345428,0.965889957680093,0.999997985018406,0.999005582153248,0.999974011709216,361.227769736842,160.0557,367.759625,267.45768,367.3232,235.641,281.518908571429,23.8393793595408,NA,45.8708125632443,37.2085428840932,NA,NA,14.2742893355118,258.2354,160.0557,322.042575,208.2712,367.3232,235.641,206.2505,421.691525,160.0557,425.40655,271.8447,367.3232,235.641,349.99785,76,1,4,5,1,1,35
"ZNF45",0.998094538447563,0.064017538615712,0.534970303911048,0.999996270860459,0.999556637217901,0.228783772198186,0.927080025976788,0.904076600520511,0.999862011837401,0.930179659701663,0.999999981099954,0.999888157045327,0.798865279681469,1,0.980448962298845,0.984539075228602,0.999760150135486,0.0343650247795828,0.999998435933889,0.871730559139581,0.999999967304237,257.979136842105,191.0064,440.4961,247.425,393.4022,248.4737,237.978742857143,15.5559407368909,NA,95.4885150047725,63.4149560219669,NA,NA,11.8667109527389,176.16235,191.0064,279.3578,161.4907,393.4022,248.4737,194.9991,300.35505,191.0064,603.457,220.5459,393.4022,248.4737,269.64815,76,1,4,5,1,1,35
