"gene","p-adj-BRCA nonbasal-like c7-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BRCA nonbasal-like c7","p-adj-RNA cluster 2-BLCA nonsquamous-like c1","p-adj-RNA cluster 2-BRCA nonbasal-like c7","p-adj-RNA cluster 2-GBM-like c6","p-adj-RNA cluster 3-BLCA nonsquamous-like c1","p-adj-RNA cluster 3-BRCA nonbasal-like c7","p-adj-RNA cluster 3-GBM-like c6","p-adj-RNA cluster 3-RNA cluster 2","p-adj-RNA cluster 5-BLCA nonsquamous-like c1","p-adj-RNA cluster 5-BRCA nonbasal-like c7","p-adj-RNA cluster 5-GBM-like c6","p-adj-RNA cluster 5-RNA cluster 2","p-adj-RNA cluster 5-RNA cluster 3","p-adj-squamous-like c4-BLCA nonsquamous-like c1","p-adj-squamous-like c4-BRCA nonbasal-like c7","p-adj-squamous-like c4-GBM-like c6","p-adj-squamous-like c4-RNA cluster 2","p-adj-squamous-like c4-RNA cluster 3","p-adj-squamous-like c4-RNA cluster 5","mean-BLCA nonsquamous-like c1","mean-BRCA nonbasal-like c7","mean-GBM-like c6","mean-RNA cluster 2","mean-RNA cluster 3","mean-RNA cluster 5","mean-squamous-like c4","SEM-BLCA nonsquamous-like c1","SEM-BRCA nonbasal-like c7","SEM-GBM-like c6","SEM-RNA cluster 2","SEM-RNA cluster 3","SEM-RNA cluster 5","SEM-squamous-like c4","Q1-BLCA nonsquamous-like c1","Q1-BRCA nonbasal-like c7","Q1-GBM-like c6","Q1-RNA cluster 2","Q1-RNA cluster 3","Q1-RNA cluster 5","Q1-squamous-like c4","Q3-BLCA nonsquamous-like c1","Q3-BRCA nonbasal-like c7","Q3-GBM-like c6","Q3-RNA cluster 2","Q3-RNA cluster 3","Q3-RNA cluster 5","Q3-squamous-like c4","count-BLCA nonsquamous-like c1","count-BRCA nonbasal-like c7","count-GBM-like c6","count-RNA cluster 2","count-RNA cluster 3","count-RNA cluster 5","count-squamous-like c4"
"ZNF256",0.998977802740768,0.999935797040032,0.997344222554363,0.791788348977003,0.999999008343733,0.890521692549683,0.904184293791691,0.998994220321241,0.896131985585602,0.999088119688534,0.338327911943398,0.505809107914223,0.560591438719696,0.148024740194678,0.22829668502087,0.48804830244156,0.999999901117141,0.94678548419827,0.997784642858626,0.986558013535658,0.168035842674467,138.339165789474,103.6403,149.309275,92.03992,55.027,290.5983,110.943908571429,8.33450081603257,NA,43.5720459495989,21.0144156057074,NA,NA,11.3627801458237,90.012325,103.6403,102.586625,61.458,55.027,290.5983,61.44925,163.5088,103.6403,216.88455,119.7411,55.027,290.5983,154.06045,76,1,4,5,1,1,35
"ZNF599",0.999999992974543,7.88813458996174e-13,0.00190845362727832,0.682384794945864,0.996244657091554,9.69090363511782e-11,0.94749219833826,0.986872394128633,0.0441717461586324,0.672739767733336,0.999999998296142,0.999999970056557,0.00277986758163096,0.990994810404253,0.99281831911848,0.438399058071443,0.999888082842077,1.10800257857591e-13,0.992181679954903,0.793616210232142,0.999362623944685,81.8453473684211,78.8009,286.92355,47.69106,129.4915,84.2491,63.2297057142857,4.19487100386679,NA,97.6856351761822,12.9307830375658,NA,NA,4.99751678418904,53.337675,78.8009,142.002925,33.5761,129.4915,84.2491,42.3582,102.722325,78.8009,384.025625,47.2821,129.4915,84.2491,77.2129,76,1,4,5,1,1,35
"ZNF18",0.999407564966014,0.999827456506411,0.999985644117351,0.999585969678387,0.997214282783648,0.997758017544995,0.281067143042198,0.859080534130838,0.513925520641205,0.284506938389315,0.99483103047325,0.986586842104428,0.988943885985803,0.999543139302516,0.383374472472105,0.999966303146069,0.999736114550524,0.999982301217779,0.998559968221485,0.318939849923091,0.992311226622184,180.300511842105,224.8394,198.642,161.1045,405.9955,114.7741,185.829917142857,11.053169000094,NA,37.9615455783657,15.1863173165847,NA,NA,19.2455564932728,128.57205,224.8394,156.636875,146.4531,405.9955,114.7741,123.78385,199.728875,224.8394,235.362475,166.3507,405.9955,114.7741,202.6295,76,1,4,5,1,1,35
"ZKSCAN2",0.999981765605633,3.14114290134171e-11,0.00345984743040251,0.999199300695833,0.999999999960181,7.59357872137656e-08,0.862341409006926,0.932625090454615,0.171789973331474,0.817856346533257,0.979129264669977,0.999498055948489,0.00046735239478024,0.997193027922203,0.73793734393157,0.758706555016854,0.999999997531655,5.10336217729446e-12,0.999997025907264,0.706694111567181,0.998075011221933,165.750847368421,134.0471,690.8416,137.95142,331.2573,55.5556,126.854568571429,11.4164373580987,NA,300.966917588498,14.6408250228735,NA,NA,9.05953235508989,113.174225,134.0471,243.49795,147.1069,331.2573,55.5556,89.01265,179.213,134.0471,965.9068,156.5534,331.2573,55.5556,163.76335,76,1,4,5,1,1,35
"ZNF689",0.999623196749898,0.00126560517294061,0.725686206683253,0.999186802690361,0.999997126156508,0.0755120583496827,0.249831160163781,0.826441663613648,0.999997275966905,0.470021221548675,0.999924305595032,0.998636635465337,0.31493144999747,0.999028589363966,0.509003616008324,0.999832035529389,0.999883499949281,0.00315418925320454,0.999938785613143,0.294359627715288,0.999754351523659,114.250561842105,140.8994,251.6387,128.22542,264.4583,94.0171,118.956111428571,7.99656915286733,NA,57.2129053114621,16.3582721491422,NA,NA,8.01447300015612,73.62715,140.8994,164.15175,104.3689,264.4583,94.0171,82.7781,127.868525,140.8994,342.7212,165.7983,264.4583,94.0171,144.18315,76,1,4,5,1,1,35
"ZNF19",0.999405880646047,0.615196821027692,0.900222260531327,0.899020019586594,0.999999946269392,0.3496636503647,0.999999996192931,0.999964513682723,0.980777436460113,0.999392934350131,0.951703395534266,0.999665771961408,0.625847441852733,0.999527660331624,0.993773149504167,0.0114834269068959,0.999970164990057,0.0487673828575225,0.999842387281635,0.995046562720858,0.999945683050894,54.7752868421053,42.3983,79.0362,39.60372,53.1244,26.6606,34.92898,3.64502445046902,NA,19.932707080115,4.11358549557439,NA,NA,2.68524584960174,36.21835,42.3983,47.20565,37.8713,53.1244,26.6606,20.64135,67.674075,42.3983,108.2647,43.1154,53.1244,26.6606,46.5051,76,1,4,5,1,1,35
"ZNF230",0.999039416417691,0.999286509721767,0.995158204835936,0.746046280577586,0.999996089324788,0.811347292501518,0.999963115936736,0.999999101519191,0.9992856420034,0.999760965012599,0.999940788741213,0.999999555991147,0.99908006072266,0.999828954447959,0.999999999998337,2.86792656237767e-05,0.998037013365376,0.202397517703895,0.990574704877802,0.988833164546582,0.99051487366181,134.371030263158,106.6381,147.787475,94.8389,118.5408,117.2161,74.9276714285714,7.64444652259656,NA,22.4231821868714,17.3670980659119,NA,NA,5.3697611052781,86.36185,106.6381,110.888175,76.5223,118.5408,117.2161,58.0509,166.050275,106.6381,184.46535,98.4994,118.5408,117.2161,86.36865,76,1,4,5,1,1,35
"ZNF222",0.992966851433137,0.999039693807484,0.999671490990409,0.657047282934412,0.999999996718927,0.988171003701791,0.9952899589959,0.999999999836237,0.999833792531201,0.999999895026896,0.998575078660481,0.999999690685829,0.999981838170538,0.999991028413609,0.999999958112145,0.000180918407178265,0.999978409814089,0.836926584738313,0.99966629188424,0.99993852652447,0.999545079550483,113.479864473684,63.8073,95.790775,59.28834,67.3465,76.2698,45.5744657142857,9.98841595824668,NA,19.7616345694705,15.1246250907452,NA,NA,3.72300270434412,56.933675,63.8073,73.944325,41.2428,67.3465,76.2698,32.0048,140.9914,63.8073,120.957,59.7128,67.3465,76.2698,50.6167,76,1,4,5,1,1,35
"ZNF221",0.895629171355264,0.994663066295023,0.814287547668208,0.963303228442591,0.992626341636347,0.90924153565684,0.99999976332245,0.987759088884945,0.999637112232869,0.999947139553101,0.99999994719563,0.969647342680229,0.999990641643379,0.999005866574894,0.99999903240137,0.0384000720021217,0.997753216194556,0.527336068023321,0.999642408063619,0.998717639412183,0.991470452461368,20.7462276315789,4.7109,25.234975,14.88684,19.1636,21.978,12.2972057142857,1.81548206167349,NA,5.89711155430846,4.32304667712483,NA,NA,0.969068892816321,12.40565,4.7109,19.216175,8.7099,19.1636,21.978,9.06435,25.067225,4.7109,33.5244,15.7767,19.1636,21.978,14.66695,76,1,4,5,1,1,35
"ZNF233",0.990029051151117,0.999996667733265,0.997309373154789,0.977835268085468,0.99991886149988,0.99934374477583,0.999357664137456,0.979748820593167,0.998962307418152,0.986966325758425,0.999864298158253,0.987505831166728,0.999701100943716,0.993610234870495,0.999999983792536,0.000122803852182551,0.999988970874805,0.64632511049245,0.89437587190476,0.800719591806931,0.852837875486673,37.7851407894737,16.7024,35.1085,26.50472,50.6468,47.619,10.2302971428571,3.9513352658582,NA,8.54126986821437,11.573499644334,NA,NA,1.09146279107163,17.003175,16.7024,27.940825,13.8515,50.6468,47.619,5.39785,40.388525,16.7024,41.455575,22.2492,50.6468,47.619,13.17375,76,1,4,5,1,1,35
"ZNF235",0.999999999999415,0.217813229766446,0.933333827988019,0.985440374923168,0.99985734477227,0.224339716138681,0.712122918432486,0.928320541142676,0.999928789766008,0.577274908259165,0.999968102840472,0.999994253613482,0.835409405102155,0.99999996168004,0.852374588792764,0.0182118678002979,0.992992847638116,0.00809713254364786,0.99406202094641,0.294961144460404,0.999625671050727,74.032222368421,74.5182,116.1139,61.43016,127.9776,64.7131,50.4073085714286,4.36830065119936,NA,34.0074794121087,12.3658678824658,NA,NA,3.23349051023363,47.711375,74.5182,84.256575,56.5544,127.9776,64.7131,37.28885,87.83225,74.5182,153.744525,57.9184,127.9776,64.7131,63.3217,76,1,4,5,1,1,35
"ZNF208",1,0.970097020671202,0.999615220005658,0.990732034165532,0.999920167854484,0.894195640196204,0.998754315323233,0.999806441219028,0.975990320385714,0.999998655036624,0.999974650712944,0.999997225701983,0.999996386867166,0.998109110614499,0.99811782321521,0.843407482238405,0.999964499568639,0.803510301545569,0.999999364736049,0.999985239507025,0.998500789539835,91.4809263157895,92.9336,172.964925,33.0717,3.0114,136.7521,44.6421942857143,23.2231833599011,NA,103.925392687931,16.7574453641359,NA,NA,16.2577296424575,3.77805,92.9336,5.9236,11.8205,3.0114,136.7521,1.2766,80.1722,92.9336,297.188575,26.1523,3.0114,136.7521,20.1329,76,1,4,5,1,1,35
"ZNF714",0.995846127504598,0.999999972132836,0.996669565004776,0.804655931682937,1,0.948081749310118,0.670151783334326,0.99193133579815,0.746834934240986,0.971744480160032,0.992543568760434,0.999999998484663,0.994200294320469,0.999999997932445,0.994596907467898,0.0343605429846837,1,0.853544884244322,1,0.958295104068727,0.999999995806164,252.001601315789,156.7452,258.39035,154.74922,5.4753,145.9096,155.118111428571,19.9890068155603,NA,64.6913037848532,27.1306931703265,NA,NA,16.1639020527029,136.62975,156.7452,200.718375,117.3586,5.4753,145.9096,86.8337,355.375375,156.7452,306.778625,176.4632,5.4753,145.9096,217.3224,76,1,4,5,1,1,35
"ZNF394",0.999999999997154,0.994802707265963,0.999917670705577,0.988465046126508,0.999935376782315,0.948641788989843,0.469067862321667,0.823408725146898,0.401088942634131,0.774017913182182,0.991140082187581,0.998818811663986,0.963873344274307,0.999866052395474,0.978038581975178,0.034021254037729,0.996235380455364,0.518372052617458,0.996361764293161,0.861134481025818,0.999999972836339,492.586336842105,490.364,533.97315,449.36212,252.9601,402.9304,413.221605714286,15.0194179438308,NA,69.7100829531914,52.2772709346749,NA,NA,17.8175463353422,406.434925,490.364,500.6275,370.6232,252.9601,402.9304,338.8312,553.446275,490.364,620.8793,462.2426,252.9601,402.9304,485.64625,76,1,4,5,1,1,35
"ZNF333",0.999999717149473,0.822060770035571,0.99025132983954,0.997894673324353,0.999999708833616,0.789821890304567,0.999993170940801,0.999985963135815,0.999446845349954,0.999541679972913,0.901478330814753,0.988877322116587,0.628597327363998,0.979164053739014,0.956367322466612,0.0398823988403695,0.99880481237556,0.163869225858194,0.986210554594691,0.981759358941782,0.998029892172362,179.325594736842,167.4518,247.144725,154.46668,199.5757,64.1026,118.066237142857,13.0651798067736,NA,45.4209191129002,10.6486564088809,NA,NA,9.05284075977444,108.602875,167.4518,218.5668,145.7993,199.5757,64.1026,77.44875,220.2363,167.4518,280.077275,159.2719,199.5757,64.1026,150.986,76,1,4,5,1,1,35
"ZNF382",0.991514668258362,0.000153435137103752,0.74033727068205,0.999955276470972,0.998237695538375,0.0163320922738123,0.999999992154548,0.997851053285129,0.29862195981935,0.999996913732316,0.999874657632396,0.999968910511535,0.521120066049604,0.999995691554274,0.999951094335997,0.999998224907186,0.989600736862059,0.000201405016553635,0.999860623293927,0.999999999885755,0.999792150943756,23.3699868421053,44.9679,95.5948,27.31228,21.3538,33.6142,22.3573371428571,2.73674846369071,NA,55.6335660521146,5.01125564937571,NA,NA,4.53243569646124,5.96965,44.9679,2.707475,20.7306,21.3538,33.6142,4.70035,34.3812,44.9679,171.054175,35.783,21.3538,33.6142,28.921,76,1,4,5,1,1,35
"ZNF577",0.991879256101172,0.998151961741717,0.999717486261692,0.801994719694346,0.999999995144283,0.99800086924979,0.992697950847324,1,0.99976626678677,0.999999998796268,0.998453655760784,0.999999550161347,0.999989159660399,0.999999861122111,0.999999718589626,0.00995971799454543,1,0.979431751447752,0.999998264926368,0.999999999979147,0.99999536691463,235.500315789474,71.5203,171.670875,87.02528,74.7382,114.1636,68.9520114285714,32.4847109034374,NA,60.3586520289259,26.5879646784856,NA,NA,7.52249707067398,85.552375,71.5203,100.050275,55.4207,74.7382,114.1636,34.5463,276.6496,71.5203,216.5005,103.8861,74.7382,114.1636,93.10615,76,1,4,5,1,1,35
"ZNF75A",0.99991297872364,0.847956791092732,0.999921373685228,0.828488369397491,0.977662093313653,0.46807711635443,0.999389951560085,0.999999951837817,0.999994635661447,0.958160539256972,0.74698285676332,0.980400248307919,0.989193911467084,0.457502826544976,0.989154263645877,0.99134863947536,0.999260788213704,0.716123398967209,0.954397072631442,0.997110231201726,0.66425407306708,256.481371052632,301.9272,351.540775,168.27752,320.0329,470.0855,235.710728571429,18.0096880501593,NA,76.6209889639949,19.9876548161709,NA,NA,18.5301956169912,150.076675,301.9272,264.050075,131.4625,320.0329,470.0855,172.97235,332.70115,301.9272,447.59,209.3113,320.0329,470.0855,305.0147,76,1,4,5,1,1,35
"ZNF496",0.999428386853258,1.38367095559033e-12,0.000663678308667204,0.916316990619588,0.974583220901044,1.55272959112551e-06,0.0609494097159275,0.209711501445704,0.859316314231666,0.297698301366178,0.986499142187794,0.97656672252977,0.0274490630797901,0.999984121832092,0.727434296337147,0.999982406199727,0.998996057931597,7.72448771613199e-12,0.954977469662701,0.0732324744368085,0.990800742669312,263.258278947368,210.2784,787.05375,325.8922,615.7005,357.1429,269.187722857143,13.3843658636605,NA,126.345021701117,54.8402758091441,NA,NA,18.0515440666117,195.04525,210.2784,682.7348,233.8188,615.7005,357.1429,209.35855,327.41925,210.2784,895.14175,398.8231,615.7005,357.1429,333.7466,76,1,4,5,1,1,35
"ZNF2",0.991405224206816,0.399756570052893,0.697040435432209,0.277846454680809,0.999949022437104,0.0377085423631067,0.999999999849688,0.999003574039919,0.960651588360271,0.969266185646827,0.372364247051285,0.959439977322675,0.0834005259306098,0.96107766289857,0.770581013190733,0.0132637538686892,0.999999999999193,0.0204636924838184,0.992558850313136,0.99437636111669,0.817963300334075,124.840134210526,96.3597,166.07695,83.77818,123.4686,42.1245,96.9463685714286,4.67427746077216,NA,37.9536200185283,5.37200856276309,NA,NA,5.71948773282441,93.77675,96.3597,129.228725,78.3887,123.4686,42.1245,74.4249,149.9321,96.3597,176.233625,94.6518,123.4686,42.1245,110.06065,76,1,4,5,1,1,35
"ZNF589",0.274562725463256,0.621669728901404,0.871087361819772,0.996961206664812,0.242515361093483,0.616076885446545,0.891754397143414,0.989014527545242,0.999930956322788,0.824409668603894,0.999994618910462,0.586117561327773,0.962196304992305,0.999999992178687,0.953601774038985,0.344035723311358,0.116074040571568,0.180333694460162,0.999876328008769,0.668308707605226,0.999986765933643,233.100128947368,481.3704,328.089,203.25516,365.4781,211.2332,185.595142857143,14.0805308094258,NA,20.9520040842159,16.4233518042633,NA,NA,14.3739718344666,146.2931,481.3704,300.71335,181.6083,365.4781,211.2332,124.11955,286.179675,481.3704,353.8858,212.3786,365.4781,211.2332,237.19885,76,1,4,5,1,1,35
"PRDM9",0.9999999999984,0.884908873656733,0.9974067067804,0.999999999958152,1,0.96287263283815,1,1,0.997703740688293,1,0.9999999999984,1,0.9974067067804,1,1,0.688180307450369,0.999878877893012,0.997513157728747,0.991959824249127,0.999904981603539,0.999878877893012,0.646817105263158,0,25.36495,0.13918,0.5475,0,13.4805171428571,0.157214997425173,NA,24.5596870814247,0.0860229295013835,NA,NA,12.0729811494844,0,0,0.217575,0,0.5475,0,0,0.7181,0,26.362125,0.3111,0.5475,0,1.71795,76,1,4,5,1,1,35
"ZNF12",0.998649215190592,0.951173243864427,0.96812431507803,0.923605116259776,1,0.722765220890528,0.986102483472235,0.999995354926328,0.904509573961417,0.999977930968713,0.999220986147596,0.999999999870909,0.974783562695001,0.999999999537667,0.999987994397446,0.999998747811422,0.998185814188147,0.968693027858337,0.91451469203845,0.983599153703859,0.99891454994228,741.635938157895,569.5931,914.4686,570.25762,477.996,585.4701,752.254051428571,27.4137952756467,NA,122.101481361291,50.9500006787282,NA,NA,84.1944526532184,596.06485,569.5931,801.385675,496.8944,477.996,585.4701,589.82605,863.4952,569.5931,1019.574725,682.5702,477.996,585.4701,802.38725,76,1,4,5,1,1,35
"ZNF202",0.999992312484055,0.43314603859419,0.927460608801741,0.933526076332892,0.999973366645466,0.274860841668169,0.999033102573024,0.998898918707557,0.999122472081081,0.972328309707347,0.874446033564643,0.989975516899715,0.401641507673047,0.99288738296198,0.881009702423552,0.848155638340804,0.999999997890191,0.195967216543672,0.999028659525829,0.989615692301844,0.958685003316021,285.072978947368,259.9572,405.172025,226.24644,342.4817,136.7521,253.536225714286,14.3601261186928,NA,101.717468569459,12.1814925627199,NA,NA,16.3935825698306,202.452375,259.9572,305.3169,215.5689,342.4817,136.7521,171.9392,329.639725,259.9572,485.477725,218.9357,342.4817,136.7521,311.47165,76,1,4,5,1,1,35
"ZNF3",0.903885671909217,1.05995583723484e-05,0.0117000760301296,0.197791963227836,0.999999997960802,1.62826134109118e-06,0.999999696088218,0.968631177225714,0.239148393079987,0.916020551473005,0.848938374606942,0.99999993407651,0.00793452712172149,0.999997388540801,0.949563249552153,0.00018670662025233,0.999987943021006,4.47184345109264e-09,0.999818321905513,0.939504201226277,0.999820299964443,772.8819,483.576,1442.9176,497.89914,803.2277,450.5495,540.276322857143,30.2394135890563,NA,163.492009106393,57.9144131785827,NA,NA,34.2806429154139,614.651625,483.576,1253.481975,390.3722,803.2277,450.5495,400.41255,868.89885,483.576,1687.350325,591.9778,803.2277,450.5495,625.39115,76,1,4,5,1,1,35
"ZNF606",0.998933959420988,0.988487731607159,0.985655928713495,0.242427228107512,0.998385965280509,0.316267368075648,0.658452865073243,0.982861631203599,0.536639511161288,0.998421563093628,0.999999830160868,0.999966924370646,0.99937160456,0.975391047428412,0.931005579137156,0.00799589209639207,0.999983309573991,0.340781924157125,0.992386607024121,0.972239857143185,0.996159458516607,304.318736842105,217.4047,372.59335,115.61916,14.2358,284.591,174.486291428571,23.3778976577366,NA,109.847542542611,23.0221397210511,NA,NA,16.4601273846875,171.68675,217.4047,196.54715,71.8563,14.2358,284.591,119.7542,372.15585,217.4047,545.02635,147.1069,14.2358,284.591,232.02985,76,1,4,5,1,1,35
"ZNF91",0.964018216569869,0.973729895388931,0.999392966791006,0.52716302490232,0.999999930340124,0.997156242041053,0.773604256875245,0.99982623349856,0.972280512254246,0.997791732643619,0.999996311543597,0.998152147272222,0.999983686007644,0.996635672662155,0.972066104939702,3.28960368287667e-05,0.999999978127702,0.928836080908295,0.999724667482637,0.999560387118662,0.980959145668985,530.074936842105,253.5332,397.831225,284.0507,106.4951,475.58,230.247834285714,38.2152558946916,NA,175.156708838697,57.0383791090262,NA,NA,29.2766391132247,318.5772,253.5332,135.3801,213.3738,106.4951,475.58,125.9493,653.65565,253.5332,571.620875,368.6033,106.4951,475.58,269.92825,76,1,4,5,1,1,35
"ZNF226",0.999979778661248,0.98300240762632,0.999998979349026,0.689261533787436,0.999414997851765,0.999157749387707,0.99534136078572,0.999960650104618,0.999994182686592,0.999999971215524,0.995367433859375,0.999961037971196,0.999994283362856,0.999999969937746,1,0.000313876679454705,0.994400166743657,0.963040730677131,0.999714853894037,0.999964449918524,0.999963947575646,389.906006578947,346.0385,316.54695,261.13758,277.0515,277.1673,228.4229,23.9950815389253,NA,51.8409022289752,42.4857494534979,NA,NA,13.6382728072204,253.302525,346.0385,245.584075,228.9342,277.0515,277.1673,178.86485,469.776475,346.0385,358.305525,318.7702,277.0515,277.1673,270.98405,76,1,4,5,1,1,35
"ZNF229",0.995196400363979,0.97494595403658,0.99999748061729,0.997356881386193,0.999854421014205,0.99996245521309,0.968757139841976,0.999994874533326,0.999536253729501,0.996647278456601,0.972226690609788,0.928017929148103,0.88824747124477,0.936135441618206,0.853659064086727,0.718904285735183,0.999897589094439,0.999974634342676,0.999999899165561,0.996644033432428,0.892200452570147,223.511677631579,71.5203,117.477675,160.95516,6.0229,435.8974,149.48742,31.705516879198,NA,92.5550212892884,75.4221712164904,NA,NA,19.6511082248432,19.2758,71.5203,24.44935,52.1845,6.0229,435.8974,45.6468,298.91275,71.5203,127.749475,157.2409,6.0229,435.8974,218.6157,76,1,4,5,1,1,35
"ZNF180",0.924470072348846,0.999427156646149,0.893020818225835,0.896692545944358,0.998569782281118,0.909051655653812,0.862898254830517,0.620960823237806,0.964437866439365,0.63652549162282,0.999340373176082,0.923980531054636,0.999993681058061,0.969347321182811,0.997136644252759,0.0409385092777996,0.999050602539472,0.671487518285978,0.999998268908665,0.496075207373057,0.936493773571667,220.644034210526,120.7709,240.85805,171.45654,335.3638,261.2943,164.425505714286,11.9408680760429,NA,61.4389846250937,20.930233083523,NA,NA,7.28777496188132,148.179025,120.7709,165.91945,139.1586,335.3638,261.2943,131.8256,276.0481,120.7709,264.5909,220.5459,335.3638,261.2943,185.98495,76,1,4,5,1,1,35
"ZNF641",0.999999886852932,0.88604915374801,0.999215082997436,0.999947855255309,0.999999999962915,0.99042210134787,0.10470797094722,0.513863744943666,0.496303243430386,0.221723031643069,0.777964981801657,0.962937724622488,0.989781035858224,0.892157844323998,0.971369832407671,0.183323390831914,0.999703869941633,0.999986948673408,0.987332104413004,0.306405144207017,0.96605662282338,101.073869736842,107.9229,141.916575,109.878,279.5154,195.9707,133.955054285714,6.06961030696949,NA,16.127142853503,13.4829553519991,NA,NA,15.3198767828658,68.300275,107.9229,116.606025,90.8042,279.5154,195.9707,85.37505,125.053525,107.9229,169.16895,126.185,279.5154,195.9707,148.44485,76,1,4,5,1,1,35
"ZNF610",0.992303594637763,0.464677064554681,0.734197982317342,0.504973858584457,0.999999225926344,0.0924327556955304,0.988995411404402,0.999999999843593,0.707307456493483,0.999999917344041,0.999527560919825,0.999995031430599,0.864648180371787,0.999685464723341,0.999986924394441,0.00809014365446059,0.999999999921841,0.0230825486239215,0.999971446553324,0.999999999997498,0.999933030458442,98.297475,41.97,177.348625,29.41946,38.0535,64.1026,39.4680371428571,10.3123157602914,NA,61.3569450101396,7.70071013235792,NA,NA,8.53286756188526,39.2019,41.97,143.17515,18.2039,38.0535,64.1026,5.99675,118.6245,41.97,246.950125,42.324,38.0535,64.1026,46.34215,76,1,4,5,1,1,35
"ZNF528",0.999150971540062,0.999754706543697,0.999978958509472,0.889140120165125,0.999999981822172,0.998129947285325,0.967549043448355,0.999903269099859,0.994449783923342,0.999868183968643,0.999994510992946,0.999087340258295,0.99983801289718,0.99276475330252,0.984417097547839,0.273282601308759,0.999999999999712,0.998746867440774,0.999993863984193,0.999217694784379,0.994765003837645,311.285831578947,176.8737,256.0674,153.0794,47.0878,368.1319,180.590777142857,38.9447571368392,NA,37.8191759287093,26.9955032079974,NA,NA,23.039200667876,132.382725,176.8737,211.49205,145.2265,47.0878,368.1319,70.8742,338.817725,176.8737,315.81825,194.1811,47.0878,368.1319,281.23815,76,1,4,5,1,1,35
"ZNF701",0.986381824100164,0.860221718869222,0.999999781059831,0.86425001416592,0.999996774713165,0.999999886673332,0.999999568608679,0.999232440027919,0.999168842793157,0.999588006053959,0.99880300146026,0.969961802811021,0.944135736713679,0.954105707532422,0.999356995392555,0.0862828905365571,0.999991881960445,0.999998343601027,0.999999999862703,0.999478932797016,0.93857917658676,145.558378947368,86.9379,96.626575,101.83396,135.7881,183.1502,103.044431428571,9.217735282108,NA,36.3022855203906,19.642843250548,NA,NA,10.7457936116548,90.4263,86.9379,34.2671,64.2144,135.7881,183.1502,59.68,189.59555,86.9379,154.071975,127.4926,135.7881,183.1502,142.3334,76,1,4,5,1,1,35
"ZNF283",0.87328417272273,0.996965884684641,0.978533319431048,0.986783137277692,0.982432645059058,0.999999972139306,0.999954859956544,0.92951610289747,0.998395590289264,0.997033355553113,0.999999563168973,0.98495342875307,0.999998830709399,0.999993060259141,0.999943791164802,0.509775466236583,0.977047175476788,0.99999914181433,0.999999999186092,0.994560718150605,0.999981108338502,69.7451105263158,27.409,59.53225,57.6718,79.3922,65.3236,56.9363428571429,4.39473207918721,NA,12.0687900181626,15.422339185383,NA,NA,3.55051173087729,43.836075,27.409,41.4731,37.2671,79.3922,65.3236,38.8118,80.3055,27.409,77.52595,52.8813,79.3922,65.3236,72.8675,76,1,4,5,1,1,35
"ZNF558",0.994709203354445,0.96390361711488,0.947655404685187,0.990453467663218,0.999946000883862,0.882464072175858,0.981825290046175,0.940134446173922,0.999926904382195,0.936612482249521,0.991542254923937,0.999999999485335,0.93368424526482,0.999853053181335,0.928289998310306,0.938577711899051,0.999458291985503,0.83636167383487,0.999977777152178,0.945349639037877,0.998881130423911,401.620205263158,204.7109,546.912575,300.82596,650.1951,186.8132,336.913691428571,35.1264118140472,NA,95.6257676053581,19.8279368973829,NA,NA,52.0724838454025,239.110975,204.7109,426.2782,275.9072,650.1951,186.8132,224.90495,516.823375,204.7109,665.300875,304.3478,650.1951,186.8132,351.3503,76,1,4,5,1,1,35
"ZNF597",0.999850359674452,0.157619186198198,0.979224168271201,0.999999999837292,0.999881379788986,0.445382223090798,0.764859795368466,0.985133668291398,0.99999868080476,0.821282802468247,0.999999999580492,0.999990321854046,0.919181681597253,0.99999999816693,0.949989446383536,0.96915078161435,0.999998422359402,0.356073918078198,0.99952754164391,0.864568842479621,0.999999206033077,39.4167105263158,31.2634,9.2732,39.79086,5.2016,38.4615,35.0692485714286,2.87848501720962,NA,7.19955561765215,4.54049250176674,NA,NA,3.45488743920396,19.33855,31.2634,1.74365,33.5951,5.2016,38.4615,21.36905,55.015675,31.2634,10.226,46.1716,5.2016,38.4615,49.0837,76,1,4,5,1,1,35
"ZNF30",0.999982832736516,4.5146863775658e-05,0.167943321107444,0.99124913930742,0.999999975401922,0.000685880789816795,0.155168867355398,0.433364512863982,1,0.124892102719223,0.994218431232237,0.999936895497767,0.0681131921990031,0.999927766801461,0.26237689027821,0.442966381703343,0.999998734197337,2.99746007670354e-06,0.999999149026881,0.0626745955587871,0.999970872234109,74.7976842105263,63.8116,190.226325,59.82046,190.2676,44.5665,56.6709628571429,4.9736863180204,NA,55.7821168856318,14.463638756537,NA,NA,6.74993318570989,42.61455,63.8116,93.668925,40.2092,190.2676,44.5665,34.5493,104.946775,63.8116,285.81825,59.466,190.2676,44.5665,66.81975,76,1,4,5,1,1,35
