"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-NX","count-N0","count-N1","count-N2","count-N3","count-NX"
"ZNF671",0.732300645398474,0.999999998277109,0.82915504842917,0.957340229646613,0.776773743366349,0.961131222768447,0.391431221782312,0.14021823504534,0.507346337657023,0.999818033423594,62.5583184,50.2376215686275,62.4810975609756,78.8167625,83.1067444444444,4.23546299095585,6.48880898800105,6.50323560330307,23.568650715993,14.0830026682548,16.736675,18.38,28.493575,31.13755,20.691025,81.5138,57.325,76.7855,111.4661,138.9416,250,51,82,8,36
"ZNF416",0.136817628069224,0.999975034831479,0.299794539812218,0.780155152300377,0.999905567862952,0.817285195060336,0.096851464820439,0.995297769921248,0.202313782818533,0.999992558821428,117.009434,136.809370588235,117.729948780488,139.8154625,141.449694444444,2.87208064530464,10.8306086926995,6.60548053449008,21.399617976371,11.2849846469995,87.09015,87.39635,80.543975,98.08455,94.0439,144.3323,145.94165,132.699125,189.426,188.095075,250,51,82,8,36
"ZNF586",0.244958987123849,0.916721190250689,0.772693353505658,0.999697633117896,0.851348093218363,0.989500799520658,0.921578029049299,0.211536319041756,0.706018705839923,0.999629138302436,200.755264,173.369584313725,191.410723170732,206.747775,213.613983333333,5.32212793260396,7.43558005209946,11.2703957116658,24.1640920373063,18.1460817379433,139.992325,138.2027,105.687575,152.626025,138.659125,245.85285,215.88765,236.4177,245.95855,264.293025,250,51,82,8,36
"ZNF446",0.0150769719814928,0.688232113190142,0.00278212417784374,0.69647852777335,0.0943308072501625,0.929269229643823,0.999899427511451,0.220596059408547,0.872708361722597,0.719951134179626,363.6385312,472.016582352941,326.428142682927,259.691275,369.443433333333,13.0968709482339,54.1213928069706,14.559221190393,35.7367431821715,35.1556500336579,228.462225,226.7939,247.4166,202.15605,233.9353,427.750575,521.06315,382.750425,300.4185,425.590175,250,51,82,8,36
"ZNF8",0.967115388315919,0.999999983247539,0.979430207818715,0.813932657842114,0.699481757841587,0.833202756557351,0.370623355818743,0.844570499073598,0.484124405261029,0.362265010150901,111.8911904,117.807052941176,111.766484146341,88.6931,131.059266666667,3.13478111585471,7.57902800082912,9.51765436563337,18.1708219569668,9.56678794191092,77.961425,78.95065,71.1892,67.360925,90.60265,135.4493,150.6855,123.2145,77.145025,169.233275,250,51,82,8,36
"ZNF264",0.612683048164726,0.99960977077897,0.816446995392491,0.958476877558695,0.999992021265458,0.975137399559761,0.823793545130383,0.999931816834909,0.924273614454152,0.999890952115432,648.6388236,712.776376470588,656.268587804878,721.3613,704.362722222222,16.2751883005469,54.5999925189175,31.15755996842,146.417726021781,60.0150984869702,469.69135,474.78665,480.3275,463.45805,389.7305,789.129825,846.6281,764.933775,813.654625,1003.242675,250,51,82,8,36
"ZNF213",0.878753185995015,0.997169953728664,0.978885555745779,0.0951639568718373,0.283454845034488,0.147926461561188,0.994166461443274,0.997327598894971,0.999890914022562,0.221706050426111,511.0276396,540.52692745098,519.770351219512,692.4562125,525.790713888889,12.7025244127698,24.3961568676348,22.021901365226,144.282594305472,33.8089530372624,375.65245,410.81945,369.833025,367.030675,416.84315,609.6462,643.41285,619.772675,1008.00915,604.430375,250,51,82,8,36
"ZNF343",0.848747348408469,0.999844729050865,0.942268353768609,0.960013466156669,0.829205758413508,0.952250057389421,0.902301126487618,0.601560394049445,0.899637149045544,0.999438439465132,290.04562,274.081480392157,287.932425609756,315.1854,306.209522222222,6.47151739935344,11.2777341636355,11.4600273390446,46.0984137529621,20.0233277081631,222.48625,224.7432,219.3451,215.66235,224.229175,340.92445,311.2956,335.929,430.445525,394.559775,250,51,82,8,36
"ZNF302",0.517163034316061,0.906229525130194,0.949628984709039,0.999977612485364,0.949752560028774,0.99474420080415,0.99997433063368,0.844193384561945,0.990417991840623,0.999916583479789,440.7480872,360.27188627451,403.642762195122,452.690025,434.614280555556,23.978392512022,34.1151013520611,27.8254295503962,99.5869413465472,44.3212204643065,245.9124,231.73925,232.714475,239.673375,251.3127,530.749025,407.855,497.47435,528.541575,497.9357,250,51,82,8,36
"ZNF268",0.91438254639054,0.55922837961987,0.370471159471859,0.8615253827667,0.706670087305902,0.992285276426312,0.999394065501292,0.934124217431528,0.943193685166349,0.929953250897219,280.5369944,261.60881372549,308.28438902439,331.8194375,286.435919444444,8.6969576717723,18.3948134308903,18.0361286937019,84.9079595230034,23.7652676181308,187.1497,175.53765,185.8401,219.195575,166.81315,356.4428,352.69815,410.371525,365.24045,349.51815,250,51,82,8,36
"ZNF184",0.952834500488427,0.65019297019947,0.503930149294422,0.698403660249134,0.886017818336469,0.423539049873466,0.862067370296062,0.998202264967359,0.406166151989913,0.948241105650339,239.2622468,255.779758823529,213.165804878049,308.7719125,265.630047222222,9.88174558630915,21.2287740951374,8.7663852663136,152.336991115717,19.5304607804096,158.8872,147.87825,157.190925,104.443025,180.154775,275.446325,332.5578,253.545375,210.567025,318.790175,250,51,82,8,36
"ZNF500",0.94633730232964,0.508683414161922,0.988233146763333,0.817429960620538,0.952111656695741,0.987152827796617,0.998130832357344,0.998745361945042,0.947795468773505,0.913812242282014,206.5943452,198.608374509804,192.486831707317,179.4729,202.7971,4.62431186610476,8.52971942799207,7.86927148322718,19.6636347054567,9.67783405345793,151.399675,165.501,137.562875,147.8573,169.496275,252.297975,249.35835,242.29545,200.039975,224.079375,250,51,82,8,36
"ZNF419",0.986939045956845,0.487185570444837,0.505666377384475,0.238708361752935,0.408228376751897,0.0808059539279558,0.553376086210262,0.902495014862711,0.122796115752971,0.749168287458846,186.7047568,193.657,168.233931707317,253.17365,210.941,5.45704068144312,12.6499955145502,9.25186279749555,44.0497886697582,19.1131778037662,132.68875,137.1421,104.750575,163.485125,127.7381,220.091525,244.84055,195.092825,339.772125,263.23355,250,51,82,8,36
"ZNF175",0.740049520907345,0.978618161045036,0.96839390435672,0.970723322937983,0.999978008851604,0.994048815236152,0.999977616351027,0.88015016352745,0.991136146157464,0.971626611664918,189.3783764,236.980249019608,207.979054878049,246.5692,184.863330555556,16.2481442661091,44.9720436329779,27.121915745912,57.9990275354713,21.2836556863383,77.0585,70.749,84.333075,128.725025,83.573075,180.7351,216.7228,238.913475,318.200125,269.754525,250,51,82,8,36
"ZNF14",0.10355118950461,0.999866560652935,0.172478070879276,0.985818058008261,0.577444744982741,0.99178808588819,0.220995416651846,0.00549077730422121,0.389558960158661,0.988693736328481,173.5767644,141.466003921569,175.268537804878,189.344075,205.501763888889,5.44554663542597,8.52761479889477,8.48192543739494,52.4404688370665,17.8048361468322,110.53575,91.1621,116.5517,106.5548,118.370075,221.596625,183.956,223.1618,206.736575,261.82205,250,51,82,8,36
"ZNF85",0.720766312876877,0.994182532323393,0.647558920928358,0.872001972429326,0.618722026890431,0.932670747270744,0.53774951496034,0.203613638646487,0.799908417930731,0.999753542279028,138.0732432,119.284896078431,143.140852439024,171.820225,164.867736111111,6.66183271596377,10.3701081043205,9.16185904080306,36.1629923825832,16.86866322432,74.318925,73.72895,85.341825,87.419575,101.762875,170.228375,146.61255,200.22815,217.777,209.039525,250,51,82,8,36
"ZKSCAN1",0.725818473136727,0.744439885519079,0.299752852629128,0.999999687950079,0.983708080804515,0.9954166319384,0.354469680216993,0.122559050073065,0.909458143932052,0.928813846048146,523.7411996,461.778547058824,573.762365853659,527.7274375,629.859072222222,18.9859351822434,31.4351594148006,40.8288804364655,88.9679656976558,79.236271011977,318.88855,291.16665,284.413075,419.31195,280.348125,650.84315,575.35925,704.480375,693.77195,815.178725,250,51,82,8,36
"ZNF862",0.604977019148914,0.998065998932117,0.847126539357468,0.191849551691392,0.066332359256033,0.176860936562417,0.0551827178611501,0.0117319320291605,0.0711772574797881,0.940621175019226,424.7439108,351.767558823529,411.819145121951,683.0019375,584.153391666667,21.3210619924622,30.7286038869788,28.3296586103339,238.103082490684,74.4281257693001,228.278675,187.7475,230.086,407.64305,251.9814,539.7201,496.6098,557.680575,572.661925,736.4401,250,51,82,8,36
"ZNF684",0.855587883012838,0.9999931282474,0.928079523231129,0.99999344407991,0.989733782669044,0.999980294349893,0.106292382525904,0.0548299714139121,0.172583486152223,0.833508596314925,51.451252,45.5720078431373,51.0898475609756,52.4593,68.1196555555556,2.39629839330019,3.56985766413221,4.62775529367303,10.2851002349099,7.99398170837391,33.024725,29.75585,28.07325,31.452025,40.1226,59.46625,54.6227,55.6628,66.0708,73.034925,250,51,82,8,36
"ZNF430",0.486688678726487,0.655999947177039,0.127975639669158,0.999398392413541,0.908042357680571,0.999205452987338,0.968861120485481,0.457439057244695,0.998347377508926,0.999990172860061,114.67427,96.7645980392157,127.109126829268,120.577175,122.861508333333,4.42495068737796,8.52404752241309,8.72985724220301,33.5862261481057,13.1171232270964,66.1882,53.58165,63.46585,51.64785,62.50455,151.5162,135.69345,177.356225,144.522425,152.963925,250,51,82,8,36
"ZFP30",0.991757788866135,0.433076425106858,0.92101776744211,0.993901910625299,0.979313945983741,0.861859489439499,0.934376664464767,0.997459793411111,0.995447892385897,0.947457490864289,174.8424884,183.061519607843,200.809243902439,157.0838,191.646161111111,7.3667009869726,17.5453198306414,14.883396311269,34.7382991827361,16.7832682357419,99.2727,104.33585,118.42325,99.034125,112.2919,216.362525,213.9001,239.57715,176.527925,256.83795,250,51,82,8,36
"ZNF549",0.7389299964703,0.857563755168889,0.397099899447529,0.587839041410438,0.901533779229645,0.398825782975499,0.206606497199563,0.901462497601011,0.0842512960328101,0.99604115468608,154.3083184,171.880150980392,142.452045121951,203.4739375,189.969552777778,4.96452163534172,16.285924057673,10.1821190645193,37.914256939107,23.9068168829963,106.708725,102.04715,92.4743,105.5802,81.718075,190.209725,196.2056,170.29825,313.283775,280.638175,250,51,82,8,36
"ZNF211",0.997020452961264,0.908843257293348,0.997635987717221,0.731990604119932,0.689356420912144,0.567226026673072,0.709892511579062,0.702492247055782,0.444938661106951,0.981416556696984,387.9537328,371.896164705882,354.333423170732,522.924125,456.938483333333,19.6169011761896,30.3405295290068,28.9108704130913,161.758439803202,68.2618131465951,201.3212,195.2352,186.531375,210.899825,182.928775,499.821725,516.8058,454.4558,540.087225,514.005425,250,51,82,8,36
"ZNF205",0.999997030369023,0.358211248457363,0.719890806459343,0.999165002586519,0.999016223767832,0.908196214400146,0.377091387634439,0.55430762292307,0.0465697506758967,0.976327159932922,392.0415872,390.117956862745,343.575351219512,410.5805125,458.717338888889,13.0792204193015,26.1952865761082,15.5666792133204,46.8160234356497,57.5068201777636,259.93695,257.6667,266.492175,368.85375,280.06965,465.436575,447.71885,406.01965,429.963925,435.636375,250,51,82,8,36
"ZNF45",0.999520772608511,0.88889305880474,0.917158279588876,0.974452925038698,0.988864301413435,0.896131473084741,0.995454833155205,0.990366529576572,0.99920231894083,0.949631026229017,234.8912768,231.28322745098,247.664913414634,211.2451625,242.323644444444,6.33053285048578,12.5962926642125,15.8955092328589,30.407620096179,17.5331060160248,164.26855,170.4952,170.8709,154.73425,160.7783,282.23065,301.87255,270.618225,266.712925,298.49365,250,51,82,8,36
"ZNF133",0.999951044480887,0.983551577813103,0.998687733203146,0.354912744260024,0.385481965392592,0.285897957709007,0.328317207819529,0.480731035376626,0.258252964257423,0.92208002452878,458.3645184,454.187382352941,443.074414634146,606.0480625,533.573133333333,13.7921273542301,36.295240421134,24.1827231934872,96.6035468186209,35.492377660893,329.3666,296.00855,296.615,339.198425,378.091775,528.474225,498.55,546.8001,797.15175,639.884475,250,51,82,8,36
"ZNF436",0.968987285971737,0.208812681147607,0.867634202018177,0.97715540461612,0.927346155306805,0.691258047274852,0.441859037375335,0.883699861275542,0.999887691110644,0.686073416121453,946.3100128,1017.50357254902,1143.6521402439,793.2303,1165.390975,42.6340900854382,105.21093107733,93.3176777280745,173.111656805793,133.748084863069,486.5039,520.5583,513.7199,473.395475,540.809975,1189.484925,1301.4511,1349.654525,1116.5814,1568.372325,250,51,82,8,36
