"gene","p-adj-Low Grade-High Grade","mean-High Grade","mean-Low Grade","SEM-High Grade","SEM-Low Grade","Q1-High Grade","Q1-Low Grade","Q3-High Grade","Q3-Low Grade","count-High Grade","count-Low Grade"
"ZNF264",0.0481654196206254,650.497829888268,780.519425,15.3052278706636,42.9250665596393,465.734025,670.75995,785.020025,889.8256,358,20
"ZNF213",0.00075204828110953,508.410516759777,663.253875,10.5394164156562,39.5635418375048,365.29295,580.39745,606.195075,696.483275,358,20
"ZNF343",0.961473837613771,288.177573184358,289.324385,5.40636466329363,26.8265902324033,222.48625,213.311875,336.8487,368.7649,358,20
"ZNF302",0.0165709429012842,421.428610614525,612.03772,18.2147549435852,77.1880088277006,236.631,422.11945,485.909775,629.38585,358,20
"ZNF268",0.95059955826249,286.30691452514,288.374575,7.42432153291686,48.0556944337395,186.461125,140.257525,361.96015,377.26265,358,20
"ZNF184",0.573355872998992,242.426598603352,222.48859,8.31598825520643,13.9857796008527,158.406075,177.1535,277.5165,274.098575,358,20
"ZNF500",0.0308452597909669,200.882468156425,235.443625,3.6507406948368,16.8482257061575,150.510125,182.321275,242.4854,278.26355,358,20
"ZNF419",0.200181154744956,184.384713687151,211.055485,4.6845883587203,26.7329760921524,125.6423,152.3212,219.306825,209.95215,358,20
"ZNF175",0.00134021045160349,190.637418715084,381.79142,12.5021394016012,114.077591769202,77.0585,74.23615,199.7101,363.88805,358,20
"ZNF14",0.00422865001546879,169.260060055866,226.33296,4.54561564910829,20.5030233143469,105.5811,169.642075,218.42505,253.3601,358,20
"ZNF85",0.635036066588538,139.862836592179,150.922865,5.3216702182971,25.1944787067172,74.318925,106.86355,184.54295,162.012375,358,20
"ZKSCAN1",0.0723163555443135,536.938668715084,671.624385,16.3969159913272,119.395234749276,313.87235,341.142825,676.0728,854.5015,358,20
"ZNF862",4.33178268977041e-06,409.926429608939,768.388105,16.5861521353136,134.994927174634,210.36655,417.668325,521.8434,863.4149,358,20
"ZNF684",0.884951153330486,52.6207851955307,51.28282,2.14730928593002,7.03875058901791,32.20695,31.53065,60.389725,61.76295,358,20
"ZNF430",0.74698203615925,117.491444413408,122.95674,3.87667144798099,17.7788943799788,64.34125,70.94235,158.1193,159.60205,358,20
"ZFP30",0.875342732032506,183.784325418994,179.38661,6.55755767963914,15.6836341748567,105.821575,126.96465,234.370725,216.25785,358,20
"ZNF549",0.238159679960804,157.424346368715,183.18083,5.00701117774526,21.8046211133692,97.316375,117.6542,193.4137,219.156575,358,20
"ZNF211",3.93748958993356e-08,363.326652513967,714.979145,13.0071777254013,129.427277258313,184.448925,413.46215,485.56225,740.588425,358,20
"ZNF205",3.05556568935827e-09,367.744856703911,650.676905,10.4257686951856,64.1510809201354,255.90995,476.481725,426.822275,756.45225,358,20
"ZNF45",0.328130703386207,240.301045530726,215.33643,5.87915951459701,23.6274142233162,169.4288,140.149025,284.029425,273.106175,358,20
"ZNF133",0.00618002851258759,449.902738547486,591.66132,11.1760715007364,87.5386170567706,309.324875,401.171825,528.474225,616.348425,358,20
"ZNF436",0.730773551962202,1014.61633603352,1073.571475,40.2324881643455,70.440321131361,481.5317,913.701425,1284.8106,1289.298975,358,20
"ZNF484",0.361343876000192,72.1546346368715,79.93494,1.94152289707551,9.51375082003993,51.747825,47.55335,85.89285,104.0576,358,20
"ZNF780B",0.517089726517755,293.704065083799,351.84572,21.0544560570677,39.8072465881823,158.2673,217.56405,334.124325,424.75925,358,20
"ZNF557",0.12121032355312,162.924451955307,190.144075,4.10259145338909,9.75235150754307,111.50645,153.045425,201.5424,215.578525,358,20
"ZNF337",0.00261701165720873,633.132208100559,918.095035,20.5722951481698,153.174952588599,380.21265,608.079175,751.2889,979.395675,358,20
"ZNF317",0.0237063476851263,705.533400837989,837.31367,13.2097663458871,66.4453459824341,546.705175,656.3322,836.26485,879.6202,358,20
"ZNF426",0.254475043012802,87.2919801675978,72.863705,2.91143929750038,12.0223448594,50.4508,39.492625,112.319775,99.9788,358,20
"ZNF331",0.631355538312629,584.231159497207,657.399075,32.8259049239043,269.629528019145,265.29655,240.10205,649.9671,463.22975,358,20
"ZNF227",0.445706445301196,268.154793575419,248.559685,5.97617382115154,18.3508645205934,189.66705,202.6888,311.078075,255.0923,358,20
"ZNF141",0.000936945658785104,70.2463927374302,109.15113,2.52761689447336,20.0343400203857,38.86755,58.3247,86.846125,124.7333,358,20
"ZNF304",0.194250369171001,259.227581843575,295.325035,6.37537100132569,27.7658707036518,177.419675,204.7341,317.95775,353.8018,358,20
"ZNF132",0.0174234499241246,76.8976759776536,129.08948,5.07904117785219,16.584447213731,32.356825,88.52985,90.9015,161.515675,358,20
"ZNF20",4.27889947574034e-06,121.900463687151,180.427895,2.889647030469,11.8577405900567,81.617775,154.43325,156.800175,213.75895,358,20
"ZNF670",0.373614611464507,79.8784388268156,71.23718,2.25283103651104,7.53484014818252,51.1433,42.737,102.347225,90.44785,358,20
"ZFP37",0.96919851871803,43.0767698324022,43.475375,2.34575475158033,11.996054566604,9.412925,9.850125,61.751875,41.5305,358,20
"ZNF189",0.866780207913399,295.741663128492,300.734955,6.80009974032175,32.1138537593582,214.378525,209.80125,353.310875,360.036275,358,20
"ZNF434",0.00202600321087731,262.591231284916,326.89872,4.76479103643841,19.6829063781517,203.6926,287.014825,309.55775,385.90855,358,20
"ZNF287",0.0520697577136479,105.296389664804,133.30703,3.33062716992018,11.8867843637092,63.617725,82.58835,131.452275,184.6587,358,20
"ZIM3",0.585683096381298,0.0693648044692737,0,0.0300134091274297,0,0,0,0,0,358,20
"ZFP14",0.308920590350183,188.002279608939,219.383075,7.21501921835804,16.4669082249185,102.92225,172.542025,237.9464,255.705625,358,20
"ZNF473",0.0944803338072653,302.285325698324,242.021205,8.44941796648505,14.4073677827307,207.3216,180.230475,358.53725,276.692875,358,20
"ZNF614",0.00290303301565253,273.318292178771,456.834755,11.7417502025678,154.541736881378,155.969725,131.42175,318.0011,412.5653,358,20
"POGK",0.559139597506898,2683.7631452514,2407.325995,110.659353170833,267.76624381373,1423.374675,1648.371125,3193.432775,2856.47665,358,20
"ZNF514",0.471981461292898,265.250174581006,291.33359,8.29019823026482,38.5128098627019,150.1701,151.37355,345.833,352.9232,358,20
"ZNF300",0.0555975248732031,204.59782821229,319.812705,13.607300969353,72.1538163652494,40.1699,128.68735,269.028925,401.2254,358,20
"RBAK",0.220037025140678,478.207576256983,425.65788,9.93425130648169,33.2090486960871,349.277625,300.48205,570.7227,499.495575,358,20
"ZNF92",0.19159453569071,248.197667318436,200.508225,8.56753893373267,14.7724275169974,142.52315,154.050075,307.0154,239.850425,358,20
"ZNF157",0.719406812153486,1.57768575418994,1.82453,0.159330743373833,0.545067686530765,0,0.1911,1.918125,2.175275,358,20
"ZNF182",0.00286996584000121,179.432862849162,243.81834,4.58627599667385,39.4018693116866,121.454275,156.682875,224.352925,250.40795,358,20
"ZNF673",0.709334856188847,211.801051117318,219.513555,4.77641276777551,18.4005924893087,155.658825,172.322075,246.37495,247.602675,358,20
"ZNF41",0.00835618664368321,222.271261731844,289.23698,5.42187266582754,45.4891740976747,149.321525,155.143175,273.5219,344.070075,358,20
"ZNF7",0.234975927168643,493.152551955307,540.451015,9.13163716449398,39.8268060269775,386.047375,437.404625,578.573125,597.7232,358,20
"ZNF214",0.00508075335000757,31.8315251396648,49.790725,1.41912067147123,9.14613703026375,12.832975,18.31195,44.20685,68.900175,358,20
"ZNF215",0.28619040372454,55.422394972067,69.689605,3.07544356225334,12.781797327778,16.66145,26.698525,78.452625,91.98,358,20
"ZNF547",2.99504515549609e-05,53.2753276536313,95.548415,2.18846506649314,16.2790455072032,27.811125,67.522725,66.886475,95.610225,358,20
"ZNF773",0.777626121433021,113.875822625698,117.88123,3.30093520605379,9.99542026627853,74.619375,87.6187,136.701725,132.48945,358,20
"ZNF776",0.399259890500139,352.868548044693,386.793875,9.33724725174321,31.087212593296,232.95615,283.171475,438.445725,449.024875,358,20
"ZNF256",0.685986274060194,125.97285,119.955095,3.47151834405172,9.61354376994269,82.1059,95.440875,165.756175,136.672675,358,20
"ZNF599",0.963114785150812,84.9168952513967,84.333265,2.95748120867381,6.27618575316869,52.26765,70.93045,103.7271,93.867825,358,20
"ZNF18",5.37832684716077e-05,184.415224022346,261.6542,4.19169485339667,28.0980982434268,136.0403,197.913225,215.6068,280.917925,358,20
"ZKSCAN2",0.833867968684091,153.979826815642,160.376345,7.15685815570582,13.4262203028067,93.26905,124.59865,166.7696,192.640625,358,20
"ZNF689",0.511992726742356,104.697238826816,94.92731,3.3890216998219,17.0202015151236,68.201475,39.134175,124.198425,151.326175,358,20
"ZNF19",8.66236775798335e-05,49.4687125698324,76.039195,1.50356857363601,8.93376812297168,30.5459,50.7431,60.619075,87.83925,358,20
"ZNF230",0.261509229289486,111.008712290503,125.843215,3.04108064261913,12.2958234881204,72.940975,88.875575,133.6486,135.016625,358,20
"ZNF222",0.000774053160615629,89.492355027933,141.98763,3.46803304538743,21.2184461633295,47.247125,105.8072,109.62355,144.513875,358,20
"ZNF221",0.911226913006835,15.7851994413408,15.452255,0.68703054433143,2.8576299772205,8.208075,7.620925,19.21215,16.902475,358,20
"ZNF233",0.537422754173114,30.1376142458101,26.47213,1.38313732601943,4.17771262085833,12.63505,18.7298,39.276125,31.03055,358,20
"ZNF235",0.328369159815173,69.2394153631285,61.27723,1.89202775030828,6.0459574639506,46.675725,40.862075,85.2785,74.309825,358,20
"ZNF208",0.000350047006352217,72.7026315642458,248.32796,10.1710864286463,98.0337770583635,2.97105,0.726875,39.379175,302.589825,358,20
"ZNF714",0.167440052589964,197.982412290503,144.94616,8.9841487664363,20.2513295284017,90.35965,85.749,247.94295,167.33615,358,20
"ZNF394",0.00150443981632142,506.456307821229,645.33955,10.0919871281114,33.2846058661789,394.9626,535.041375,575.957975,737.08115,358,20
"ZNF333",0.0414369984580883,169.29574972067,220.763045,5.61910419489921,35.1942343525608,103.06705,132.8149,210.746625,253.40905,358,20
"ZNF382",0.0721288863382656,27.3824005586592,14.258395,1.70739939355842,3.48472026515665,6.86675,3.96115,35.8223,22.6666,358,20
"ZNF577",0.115713808522117,183.596300837989,260.310005,10.5427829250437,83.5884397312516,71.524175,71.596375,228.928675,275.97125,358,20
"ZNF75A",0.91329858170623,248.991729329609,252.653755,7.82113543314047,24.4999275775916,150.377425,165.6387,320.279725,350.5656,358,20
"ZNF496",0.15345455768026,272.877495251397,226.72767,7.49511161391496,24.8551822393557,186.577225,178.11395,326.930675,252.990425,358,20
"ZNF2",0.373301709050715,110.655970949721,119.25936,2.25417118857706,6.08497417548644,81.256425,102.58155,131.971625,135.469575,358,20
"ZNF589",0.419205819616766,247.543750837989,222.926935,7.02845375496062,27.4332622694683,155.486575,135.2341,309.604475,246.82535,358,20
"PRDM9",0.586421065935827,3.29121675977654,0.3525,1.27400758029148,0.211142918297935,0,0,0.97255,0.302875,358,20
"ZNF12",0.285441375549243,679.925884636872,608.30357,15.6831220063065,36.0424362499044,508.12075,463.108175,792.91765,695.160925,358,20
"ZNF202",0.00832470530898932,273.208118435754,345.641485,6.10850004421607,37.7484324974939,196.118575,255.5428,323.926375,373.692175,358,20
"ZNF3",0.16870985377585,726.596683240223,832.9103,18.0650257623774,40.4313982582915,515.14395,707.545825,862.4068,949.864725,358,20
"ZNF606",0.276878859039764,258.001297486034,303.063095,9.66964483489198,25.4411309503874,138.2904,227.314525,319.9188,328.71185,358,20
"ZNF91",0.111706260730005,396.195297486033,508.11769,16.1943664916193,64.5027570136787,176.804925,306.689525,510.123425,610.44425,358,20
"ZNF226",0.0287256756806781,360.004037150838,451.31031,9.74049188464614,22.3765104003082,233.9767,396.3988,443.369975,500.3503,358,20
"ZNF229",0.270196230286748,176.312008938547,126.677185,10.5503306790251,20.7652457219639,33.83935,18.975575,248.73785,200.31745,358,20
"ZNF180",0.619086955415292,186.129498324022,195.922115,4.54839142877582,17.3787395642541,131.575775,144.473725,218.59915,204.8989,358,20
"ZNF641",0.369941288924774,94.715138547486,81.253665,3.47873478689261,12.0311403262693,51.757825,44.608525,123.507125,112.76925,358,20
"ZNF610",0.173397450536295,76.1993240223464,101.46864,4.29922344309433,14.7122836330813,21.722775,67.026175,107.010475,122.61095,358,20
"ZNF528",0.000315121068587554,272.426883798883,469.509465,10.9680315181151,120.812493342163,119.83195,230.30165,368.1319,400.72065,358,20
"ZNF701",0.24689134468156,121.395973463687,140.807335,3.85188956254632,16.1411007944956,71.92185,83.2537,151.868225,198.213425,358,20
"ZNF283",0.48427114781775,60.5405220670391,55.64376,1.63292954425133,4.46952087231659,41.606675,44.14425,72.65555,67.664375,358,20
"ZNF558",0.0085446063857274,394.456536871508,579.958445,15.4587914715537,109.113530554176,225.96045,333.2973,470.5362,638.81195,358,20
"ZNF597",0.000427775224697613,32.903282122905,50.84942,1.12176102479426,7.39449582268923,17.156675,32.4494,45.740025,61.01585,358,20
"ZNF30",0.555122563625799,74.5984569832402,81.23008,2.60081890156743,9.37003590903247,41.5666,60.9919,96.622075,86.1875,358,20
"ZNF354A",0.803434767086233,260.228122625698,252.692185,7.0055167494425,25.4949223706111,171.998625,182.326625,317.875025,279.010475,358,20
"ZNF764",0.622071020814873,179.366603910615,169.63869,4.62844296045034,9.09841944540485,127.70825,144.00335,203.2892,195.127775,358,20
"ZNF747",0.729374480371717,228.924198044693,237.233935,5.6235024097236,12.6896337916495,169.520025,207.521175,264.87685,275.2633,358,20
"ZNF778",0.095879911346008,58.9044067039106,69.1076,1.37856108225791,7.8097565066868,43.590075,41.111025,68.02355,78.822775,358,20
"ZNF212",0.537366137190428,457.306912849162,477.43593,7.42274890285276,37.3280213557767,355.202925,409.9226,537.6348,486.015925,358,20
"ZNF282",0.0182152392723126,1198.58198128492,1403.654605,19.9959574410861,75.2516185531736,952.254525,1209.10035,1401.1611,1493.365625,358,20
"ZNF160",0.000205551626973555,590.672424860335,863.668875,16.0005803425627,115.241574543793,395.105975,634.671475,720.925825,875.52615,358,20
"ZNF415",0.0390310864787929,166.577268435754,214.50249,5.36280711203882,19.0521713364892,95.52545,180.5276,230.7624,237.768925,358,20
"ZNF439",0.0232786318812493,223.519372346369,343.77419,11.7577412769076,75.6829702686712,74.810375,173.825125,303.125475,367.842075,358,20
"ZNF440",8.41651950711508e-06,752.194160893855,1389.030525,32.1278785986436,159.438206886602,293.7978,957.629975,1066.080275,1743.3643,358,20
"ZNF562",0.818831384576536,559.352372625698,574.38733,15.217023266966,52.5645449928357,355.582375,431.796575,695.8566,608.582975,358,20
"ZNF561",1.5881806192386e-07,858.994868156425,1395.411235,23.2485710451837,84.4450293527422,555.5892,1156.74605,1063.58445,1513.1262,358,20
"ZNF584",0.609824841571837,206.428094413408,192.918765,6.21497822531319,11.0008701225625,145.5747,162.287375,236.22405,219.98225,358,20
"ZNF274",0.913395164468049,469.183398044693,475.589135,13.3990811142774,67.4492114857961,311.500425,339.019075,591.63115,511.23225,358,20
"ZIK1",0.535177987566354,102.627170949721,88.387545,5.35765486401065,14.496796316732,24.055775,43.0175,142.059775,138.95545,358,20
"ZNF540",0.00054229742008538,35.8324782122905,65.07692,1.82599084638442,13.9773025562491,13.695975,22.693175,44.605225,82.951025,358,20
"ZNF570",0.0349731707909973,49.4203508379888,30.59967,2.08509592327426,4.47554419269234,25.9412,18.941225,60.409275,33.57625,358,20
"ZNF57",0.00498369924936815,129.729789664804,165.601775,2.92886414544731,11.7217349747648,89.213225,135.2896,153.206725,172.881575,358,20
"ZNF556",0.0432103955265186,13.1028460893855,2.92124,1.18265512250016,1.3220892106893,0,0,17.17935,2.788775,358,20
"ZNF554",0.000903478110450551,113.55997877095,166.4082,3.49379205167782,23.8953085684749,70.0644,126.46255,134.622075,168.10375,358,20
"ZNF738",0.756754752949767,322.776796368715,303.36792,14.6996127237364,28.433855003133,141.7517,234.1858,410.658325,355.4365,358,20
"ZNF596",0.000173084361799636,41.3495703910615,68.0449,1.55719054778308,10.6128067954687,21.53435,44.274925,52.6694,80.614475,358,20
"ZNF621",0.0282043799471502,524.323523463687,649.68797,12.916749969866,67.6932071018504,356.76845,412.331925,652.8256,827.32785,358,20
"ZNF680",0.12814798872188,262.945167877095,207.48363,8.5267657118887,18.5110498812112,155.7261,148.642275,337.93235,246.694475,358,20
"ZNF483",0.00108621655759289,8.47544441340782,16.45517,0.491027322140745,5.38358943863615,3.2874,2.719,10.2885,15.69365,358,20
"ZNF417",0.886380827854979,126.121940502793,123.841285,3.66293599421258,15.9967375723438,82.66545,74.903675,155.046825,167.405725,358,20
"ZNF791",0.858308036386438,149.798440782123,146.8782,3.7035829079747,19.8635531226614,98.2866,73.73205,193.2364,195.816275,358,20
"ZNF519",0.057451153056181,56.360837150838,38.188415,2.23886306976645,4.29118332826172,27.983575,24.855775,69.089425,48.064175,358,20
"ZNF25",0.802164428156646,164.628975418994,160.03339,4.22703056711984,16.947892400988,111.773125,106.35275,200.907275,189.348,358,20
"ZNF77",0.739824346261514,99.8600594972067,103.98378,2.88608741230749,9.18123540082992,61.54625,81.340775,125.3604,120.162425,358,20
"ZNF169",0.288742786367275,57.9275463687151,66.05891,1.74886790198053,8.32354496537857,35.562,37.80475,70.9937,88.28625,358,20
"ZNF613",0.00600142114914948,148.148719273743,243.287005,6.35061590215238,93.008848553435,79.81625,104.15115,172.051575,207.574475,358,20
"ZNF404",0.0360234641588953,61.8630081005587,85.792525,2.51924145092608,17.0101619860041,28.49625,43.509575,77.31165,92.164625,358,20
"ZNF135",0.0191612513814484,69.4273326815643,118.972535,4.45555544727009,40.4501173391384,9.123075,7.6079,112.273725,151.89755,358,20
"ZNF620",0.0238883788786111,58.9127955307263,81.062675,2.27253757137784,7.10612228146626,27.0692,49.699925,79.849375,109.44685,358,20
"ZNF619",0.31350667571972,42.2003851955307,36.63465,1.24117371261061,7.20288412390445,24.3553,16.93375,53.132775,46.453925,358,20
"ZNF354C",0.217393530534255,18.0532072625698,12.311735,1.05398707496907,5.57524270444216,3.27695,0.940025,27.5973,13.456675,358,20
"ZNF114",0.0448719478302777,80.5658268156425,8.08701,8.49950746435118,3.24831334694517,3.953325,1.0272,79.0683,7.788,358,20
"ZNF454",0.656128597567376,7.92558268156425,6.694705,0.630282769690566,3.06384298591504,1.38405,0.966975,8.713825,5.69125,358,20
"ZNF543",0.842045878507787,114.458637709497,112.01368,2.83081637810065,11.055502824887,78.70735,83.82005,139.877425,126.155075,358,20
"ZNF354B",0.144910472271679,99.5467245810056,118.71222,2.90015478385598,19.9343088478931,62.200375,53.965425,124.2408,137.2201,358,20
"ZNF223",4.4702491669435e-06,117.965444134078,210.55218,4.29781126045077,34.6080585093001,62.70215,137.516,148.98825,221.7921,358,20
"ZNF713",0.310253794147434,40.8834829608939,31.3412,2.2064039296766,3.9663946045164,18.965375,20.351075,49.1468,38.637775,358,20
"ZNF552",4.27980129447114e-07,391.328953351955,842.078525,19.6221762798684,119.412606713256,150.03285,495.263825,560.27175,1050.060625,358,20
"ZNF154",0.00014083090937711,25.3457790502793,53.931305,1.46477347018599,17.7090469822979,10.73065,7.390575,29.189725,83.504275,358,20
"ZNF571",0.160563161563612,83.1899296089385,99.308405,2.65826720241677,9.31263115355606,48.275,69.806625,104.505975,116.14515,358,20
"ZNF443",9.51527086401338e-06,120.014124022346,212.66756,4.72786497224124,21.575671385179,57.37425,161.1876,158.9774,259.01455,358,20
"ZNF792",0.000213781712827599,128.374055307263,205.50889,4.7663581598772,18.3615548405528,70.6212,155.41945,162.9417,258.4491,358,20
"ZFP82",0.175248028014693,79.7729966480447,62.533175,2.95651147257256,8.96137237881176,43.186825,38.3878,104.472225,71.92825,358,20
"ZNF707",0.650902161836541,317.380917318436,331.26665,6.99116776096657,34.3739950865587,225.1539,247.781025,380.030225,324.673525,358,20
"ZNF746",0.708242472430301,491.278482960894,474.43318,10.5462833272948,22.6390323829217,383.86385,395.915725,545.56605,535.30835,358,20
"ZNF678",0.510630585028067,34.5863625698324,37.95924,1.1538929542013,6.62771362855047,18.91575,17.75985,43.85855,43.37785,358,20
"HKR1",0.152572069966812,717.179787430168,850.437055,21.5752441586005,73.6396299805141,481.289675,699.941025,855.0136,928.272575,358,20
"ZNF101",0.292059217849755,113.664370111732,102.673035,2.43173302449682,6.7174841461442,84.628825,80.805575,134.08165,119.888975,358,20
"ZNF716",0.17962806036866,3.7089843575419,0.17386,0.620716270006471,0.0789816039207532,0,0,0.476025,0.0637,358,20
"ZNF708",0.108085887093876,162.174329050279,204.557365,6.11570926170109,19.9464131313064,81.7092,134.5342,209.189675,266.02215,358,20
"ZNF721",0.525841995189616,407.657305307263,436.58938,10.594473320225,34.0906533354399,267.483575,326.531875,513.8045,560.6571,358,20
"ZNF662",9.39301837421525e-08,215.744789106145,689.09161,16.9001118422366,213.548554164558,16.229625,211.487325,256.790475,824.5569,358,20
"ZNF320",3.07962333412348e-09,766.686002793296,1592.294485,28.6958202616522,263.702690217846,355.072175,1000.3903,1084.18465,1753.465875,358,20
"ZNF530",0.75139308397235,98.2017268156425,94.164625,2.86540139417719,16.6637744678719,63.037675,66.93215,120.49945,87.74755,358,20
"ZFP1",0.412828226586069,211.47004972067,191.85767,5.63040589678428,7.97610945495524,149.94735,167.687225,239.9578,202.474775,358,20
"KRBA2",0.622875811751002,43.6533701117318,47.2761,1.69447132345811,7.05136751078526,23.12185,25.33775,54.512025,63.017525,358,20
"ZNF93",0.720257665693007,131.74608575419,142.260115,6.80020550158075,24.0490040969413,58.630525,69.979625,165.171075,188.085625,358,20
"ZFP90",0.685926455545559,561.422884078212,585.64524,13.9837811931008,37.0473569002194,385.945375,469.92265,679.77045,605.703975,358,20
"ZNF479",0.425136879915876,0.775520391061453,0.041945,0.216887523975274,0.0312421859493656,0,0,0,0,358,20
"ZNF445",0.363816394432823,463.447394692737,502.1175,9.79534844213598,40.4026273106739,327.100175,352.65695,561.361125,614.394075,358,20
"ZNF74",0.675325525771907,422.506840782123,452.172305,16.4507763357282,53.3869936315463,250.149125,334.153725,479.7688,469.87855,358,20
"ZNF829",0.151529190931027,14.3447184357542,9.88294,0.726376537892935,1.79252190503242,5.330575,4.08795,18.447025,13.278475,358,20
"ZNF267",0.0246392481785578,369.837911173184,286.05239,8.68742574515623,21.5899092873913,267.1216,213.59835,436.4554,331.708825,358,20
"ZNF566",0.362305251814301,155.228291899441,173.044275,4.53680354315092,15.114856711722,96.467925,132.897025,188.4631,195.8118,358,20
"ZNF224",7.13459249606085e-05,224.475185195531,375.27856,7.57918137725922,84.2676300231575,134.3633,168.7083,265.268225,392.302275,358,20
"ZNF529",0.352432657995839,281.503175977654,322.166505,10.1649140422257,31.626982202315,171.164025,227.49515,339.93535,399.522975,358,20
"ZNF284",0.590986665307735,40.8721589385475,44.693945,1.59895999869375,9.29319498488707,20.097425,20.3295,52.429025,51.699475,358,20
"ZNF749",0.270979000366262,77.1786715083799,66.34495,2.30006321421137,5.54094322919701,49.413125,51.97575,92.64885,73.712125,358,20
"ZNF17",0.397075875518103,120.222184916201,130.35385,2.74420017534683,11.9903195870877,85.838275,88.70685,141.229675,178.3497,358,20
"ZNF555",0.661311537705378,60.2473893854749,57.66732,1.35422753385038,5.67399605292982,44.6656,44.68455,71.93465,72.6028,358,20
"ZNF75D",0.000144549216924528,264.609546089386,376.06981,6.51922141689039,38.7251187574013,191.0919,266.548575,310.71655,473.0024,358,20
"ZNF197",0.0186986144160344,352.655691899441,417.361565,6.3506197136618,22.4541773429699,269.7699,359.0934,424.7886,456.729175,358,20
"ZNF732",0.78307098848272,9.60515083798883,8.73331,0.741436404117334,1.66844436260248,1.2041,4.151625,12.978275,11.22675,358,20
"ZNF546",0.0192114615777123,41.5173539106145,60.662435,1.8481194247974,9.67337106406382,20.649775,31.55215,51.9844,63.49095,358,20
"ZNF286A",0.177546288485224,280.640229050279,228.67623,9.00298282927791,21.7278912168391,174.152875,172.667625,310.809125,270.180875,358,20
"ZKSCAN4",0.495902532665122,111.602053072626,104.384665,2.47189080263549,6.80660511264136,80.560475,83.41265,130.8241,120.21895,358,20
"ZNF643",0.0330321259937369,54.3310608938547,27.45383,2.96134717533299,2.84681074217133,27.827025,19.2631,61.515275,36.954525,358,20
"ZNF642",0.256601790251954,141.99922150838,112.119185,6.18413690819001,9.99787227404773,89.1607,83.9086,150.366175,133.510475,358,20
"ZNF490",0.011149404067517,199.75634273743,246.77237,4.28403126578119,13.9921618458112,145.9602,203.04875,236.793975,287.0694,358,20
"ZNF626",7.5535532616855e-05,411.699520391061,963.933165,31.6810023539711,138.658887365345,33.210375,512.689975,583.968425,1444.4586,358,20
"ZNF793",0.57081838794554,158.040824301676,176.782685,7.68835388927452,23.9196384248738,70.6934,108.528375,199.338225,218.403925,358,20
"ZNF383",0.0542437869801634,94.2547136871508,112.132245,2.10706989776263,10.6480560629764,65.4856,76.66325,115.388875,120.565475,358,20
"ZNF669",0.61532639879589,85.2645349162011,90.01788,2.17133134001071,9.41731933971603,57.1979,62.60415,100.8821,102.039475,358,20
"ZNF559",0.0223933321815513,289.284518156425,377.29691,8.90824839195762,30.3271707585857,181.023,300.140325,361.2532,477.666975,358,20
"ZNF177",0.00222659682455628,65.571994972067,113.998415,3.41767887913835,26.5811626282265,26.34805,55.51735,78.757375,116.227675,358,20
"ZNF548",0.690892088923255,230.910154189944,221.438695,5.52258613512999,18.9523020947137,163.564875,148.5047,268.53435,272.906125,358,20
