"gene","p-adj-Dead-Alive","mean-Alive","mean-Dead","SEM-Alive","SEM-Dead","Q1-Alive","Q1-Dead","Q3-Alive","Q3-Dead","count-Alive","count-Dead"
"ZNF195",1.44468807518061e-05,474.213538075314,372.839503092784,17.0712564452074,14.6750829890894,292.3373,237.560425,589.00355,462.038625,239,194
"ZNF263",0.770275738982628,619.703644769874,614.964063917526,10.4990321690032,12.523766415877,498.33255,495.402125,731.11635,707.5048,239,194
"ZNF200",0.125320440891327,239.281852719665,227.452986082474,5.6155264298667,5.02143015895683,183.49835,179.3969,282.43615,263.650875,239,194
"ZNF582",0.103013911475425,31.4567828451883,27.6321175257732,1.59592253606678,1.69848890529673,12.29365,9.929875,46.9103,38.913575,239,194
"ZNF285",0.242357903450418,76.1241054393305,68.4591525773196,3.98930455193585,5.35350993421529,31.79885,25.60925,102.70925,88.13905,239,194
"ZNF275",0.0530365638319719,471.120953974895,429.895517525773,16.1655077991231,12.6347597946842,300.86385,294.206875,551.7823,520.065075,239,194
"ZNF37A",0.843858982219138,368.290994142259,365.016141752577,11.9674039644696,11.080554757524,243.1826,245.714825,433.668,450.3239,239,194
"ZNF510",0.078098746797603,181.345271966527,167.48691185567,6.13761509930835,4.32133119431735,122.65385,123.662775,212.04035,196.5255,239,194
"ZNF506",0.000164195870111628,468.787053138075,380.86953814433,16.9372874907992,14.942386833272,280.28245,233.834525,624.8359,513.444125,239,194
"ZNF324",0.520581414259777,207.551251882845,200.608544845361,8.31928759962936,6.21036980202435,148.1522,145.18835,230.1355,233.1395,239,194
"ZNF671",0.601700279935499,64.3483251046025,61.0706036082474,4.41394162350348,4.35172207807391,18.19745,19.28205,85.4181,80.020725,239,194
"ZNF416",0.970842422863709,121.953724686192,121.757376804124,3.50320610654419,4.10888271914738,86.2103,87.09015,145.5594,143.398975,239,194
"ZNF586",0.00972042179057309,206.489820502092,184.799756185567,5.81590648642873,5.88068760478126,140.09165,129.86105,254.4632,224.83655,239,194
"ZNF446",0.000362907449052763,401.483375732218,324.085977835052,17.0714240143899,11.3498016572788,244.2134,207.76915,450.20695,403.270575,239,194
"ZNF8",0.602662535648558,112.519830125523,115.510613917526,3.10871184730423,5.09344347069389,76.92015,75.977125,137.7218,136.88625,239,194
"ZNF264",0.188112538450303,680.288646861925,643.111092783505,19.5984056673696,19.9205376334421,477.75535,460.187975,823.5158,771.4714,239,194
"ZNF213",0.367262967935299,528.663846861925,510.962175773196,13.3064386460337,14.3229329065745,385.3951,376.0276,629.71755,611.75505,239,194
"ZNF343",0.77088839149109,291.405187447699,288.522584020619,6.59123728888939,7.39070467193294,218.2899,226.33995,346.0647,330.81565,239,194
"ZNF302",0.000267811680389807,476.169389539749,360.022284020619,25.8376361037172,14.7310430672407,263.70415,221.924725,562.3965,432.72955,239,194
"ZNF268",0.702808832554332,282.2463041841,287.583512886598,9.78480072111367,9.76927327044848,180.6364,186.2666,340.9968,372.1228,239,194
