"gene","p-adj-cluster 2-cluster 1","p-adj-cluster 3-cluster 1","p-adj-cluster 3-cluster 2","p-adj-cluster 4-cluster 1","p-adj-cluster 4-cluster 2","p-adj-cluster 4-cluster 3","mean-cluster 1","mean-cluster 2","mean-cluster 3","mean-cluster 4","SEM-cluster 1","SEM-cluster 2","SEM-cluster 3","SEM-cluster 4","Q1-cluster 1","Q1-cluster 2","Q1-cluster 3","Q1-cluster 4","Q3-cluster 1","Q3-cluster 2","Q3-cluster 3","Q3-cluster 4","count-cluster 1","count-cluster 2","count-cluster 3","count-cluster 4"
"ZNF671",0.585295504028855,0.063060810366421,0.541376682438317,0.00949778095171283,0.14509943616688,0.794243525686053,72.4732208333333,57.1707205882353,42.9664769230769,32.8498333333333,12.6731807023701,6.96749569343756,6.85231426730225,6.73950197641826,34.047325,24.281875,10.3931,8.1376,81.998075,82.5182,52.4421,42.29605,24,34,39,30
"ZNF416",0.996192518494051,0.221271170690097,0.240917292439467,0.516894010294418,0.5841209439754,0.956693718031771,113.424195833333,116.981011764706,143.693217948718,136.210446666667,7.4530307678149,10.0234178048527,10.9808750823988,12.1194251530871,91.305625,73.879525,100.8925,100.165175,128.368675,140.639725,180.97215,162.968325,24,34,39,30
"ZNF586",0.986376070153238,0.108730349374634,0.148607221422005,0.304649005705583,0.413071902374713,0.96650363674921,160.496483333333,168.553467647059,212.989707692308,202.957963333333,13.8985697473015,11.7066848689584,18.6022668537301,15.0404881364258,107.73455,125.76615,138.1953,150.858475,200.07885,201.270125,243.97225,229.207,24,34,39,30
"ZNF446",0.883484258770583,0.172661115274654,0.475283158372381,9.56281077102439e-07,3.11300640365442e-06,0.00048033051659524,216.7758875,257.582838235294,328.236217948718,534.49498,20.4447648498252,19.02041436109,22.7643661410682,67.4046750225848,152.164375,173.65445,221.21795,280.3988,231.314075,333.510125,389.174,578.601775,24,34,39,30
"ZNF8",0.419734001794498,0.30008499985859,0.997311759335503,0.0575098468919484,0.657680819016534,0.750000432700812,96.08005,117.832676470588,120.278941025641,133.177656666667,8.9409173156581,9.55733674288499,8.75463267887777,10.0120141298729,75.1569,85.427,86.883,83.6144,103.027975,123.193,146.31235,181.14195,24,34,39,30
"ZNF264",0.330650749394598,0.195694059505731,0.992369780169997,0.0488469653610177,0.718388447915713,0.846447308458077,565.906183333333,696.585832352941,715.525676923077,772.880203333333,30.6161566728011,43.759285650017,51.7376507360764,64.7846320624677,452.9954,490.483675,461.29245,582.78825,684.840075,852.264725,910.8691,887.762325,24,34,39,30
"ZNF213",0.576215005575661,0.0534511182747227,0.505403524987581,0.187082127960235,0.834432322844581,0.96364510422403,439.747208333333,514.428744117647,585.914694871795,560.504553333333,22.9473373339196,37.6646582167716,40.8636552702903,41.7570582240776,383.6742,365.29295,403.55535,397.505275,503.00945,655.7755,721.4413,674.152575,24,34,39,30
"ZNF343",0.517359148350487,0.488799865190749,0.999999761736217,0.298414693828631,0.967745051164957,0.966525907070977,273.530204166667,317.547132352941,317.792341025641,331.352586666667,19.8587137985166,17.8687562108511,21.6291033663718,24.0696325832717,220.935625,260.74165,230.04225,250.3204,295.01035,350.10935,347.41635,440.110625,24,34,39,30
"ZNF302",0.988142886217233,0.656244589842199,0.800399958680451,0.00552088419477592,0.00609908178153395,0.0553903336258538,304.159816666667,336.754,417.062948717949,651.665576666667,26.9194475055309,26.4858685246658,40.1393202527627,126.342921618953,202.336025,228.996675,195.64405,260.87655,366.487975,410.995175,607.34645,607.126825,24,34,39,30
"ZNF268",0.998233172947764,0.574357925940648,0.374500252408356,0.20580816461362,0.0961992147864666,0.831945716067874,317.817966666667,310.647835294118,370.437405128205,402.900973333333,24.0409636021872,17.7383135089043,27.2903418595861,38.5012385871168,243.3004,256.06705,254.0467,284.0456,405.922725,369.1892,467.243,451.295075,24,34,39,30
"ZNF184",0.773168700534093,0.0702952397788534,0.360985653507737,0.221727589817639,0.697637780289048,0.967325196513043,185.1215875,231.088064705882,300.244735897436,280.102113333333,10.7585511716267,13.2651780144606,37.5855431150971,43.21775073398,143.02635,174.826175,184.7659,161.671475,222.910775,273.17635,288.87475,337.29365,24,34,39,30
"ZNF500",0.920280013570225,0.99856502840072,0.805866073497513,0.999986301204205,0.918861350303084,0.996819395966895,198.604329166667,187.246441176471,201.3663,197.987746666667,14.7332641292371,10.0432368817704,10.6579842871161,13.1743191989033,153.565775,142.974725,150.25895,151.399675,234.47255,207.66635,246.7101,255.143025,24,34,39,30
"ZNF419",0.841506031079777,0.00322329556412693,0.0187991105618829,0.0553766991220005,0.223850242251314,0.814338137812667,125.638975,147.723588235294,217.405746153846,195.961713333333,7.93240903563097,14.0917513857398,18.9752419916317,22.5529069335134,96.5266,95.123775,130.64315,135.110125,145.95035,178.427475,243.0635,242.5729,24,34,39,30
"ZNF175",0.988684706330728,0.358790380840296,0.468827689056307,0.0328856526931446,0.0408738080675013,0.525014462958241,124.7659125,142.508114705882,213.578607692308,282.554066666667,15.1755759051994,16.944956147956,27.8845240912025,65.5732157154175,81.6944,69.663075,100.6892,80.74425,132.609,210.1531,277.39485,244.4571,24,34,39,30
"ZNF14",0.139516538250835,0.00644677787486125,0.620186735769667,0.0236535031634149,0.829572847479951,0.9912021056323,120.099033333333,172.860182352941,198.888641025641,192.37768,11.8247980551278,17.1694547163419,16.7948962020066,15.3042744263895,84.212475,106.922825,135.9546,139.33185,139.479575,215.2998,236.6468,227.1846,24,34,39,30
"ZNF85",0.980558758823728,0.109471759350569,0.165832473459676,0.274289310002529,0.400786098958686,0.979577723552444,107.0077875,117.717070588235,168.648025641026,158.725286666667,12.3587506640872,12.8239494938804,20.5081919295327,22.7183517734481,66.0026,65.843925,101.03265,82.5606,156.92695,147.7064,200.85035,212.30395,24,34,39,30
