"gene","p-adj-Papillary-Non-Papillary","mean-Non-Papillary","mean-Papillary","SEM-Non-Papillary","SEM-Papillary","Q1-Non-Papillary","Q1-Papillary","Q3-Non-Papillary","Q3-Papillary","count-Non-Papillary","count-Papillary"
"ZNF793",0.0956627968625445,148.490905154639,172.64421459854,8.40770607032039,11.1956202524892,58.03195,84.2422,176.4852,217.9675,291,137
"ZNF383",0.130625574955801,93.0951890034364,99.3625204379562,2.38101469611629,3.28487107104101,64.0284,70.7111,114.0643,118.1138,291,137
"ZNF669",0.0299473158452416,82.7786762886598,92.0433094890511,2.31669637306969,3.7713697494158,55.8779,64.7528,97.17565,111.2918,291,137
"ZNF559",0.0291739752013136,283.249487628866,320.456155474453,10.0596021478222,12.5379244184334,179.4682,207.1585,346.7344,412.228,291,137
"ZNF177",0.000585320990366678,60.9159395189003,84.9977751824817,3.23012740952004,7.45992486960313,26.23645,35.4455,76.1093,104.2962,291,137
"ZNF548",0.254953751978887,234.316936082474,221.766799270073,6.64073006055216,7.64208788659838,161.52705,161.7732,277.8271,250.475,291,137
"ZNF563",0.186891130846001,56.9306120274914,61.0458423357664,1.86425700965886,2.21287652892249,35.4923,41.6391,73.29805,78.3309,291,137
"ZNF567",0.931367421497634,139.713373539519,140.398457664234,4.73139926532394,5.76237183434418,89.2327,95.219,168.8259,158.2509,291,137
"ZNF573",0.765369444709479,15.6378065292096,15.2597124087591,0.760322908017655,0.891969963409761,7.6982,8.7099,18.93415,17.8433,291,137
"ZNF527",0.622653943511805,97.2963439862543,99.9379481751825,3.20912551610129,3.82575562116769,66.5567,73.5294,113.9806,119.9722,291,137
"ZNF33A",9.07312264321058e-05,877.44799347079,1054.79670364963,25.0150604230612,38.1414333435671,569.9265,753.8462,1125.15655,1277.2496,291,137
"ZKSCAN3",0.924709678999652,70.5247718213058,70.1041262773723,2.75443149888784,2.78959397376391,42.39985,45.3172,84.75395,88.226,291,137
"ZNF676",0.595971416822221,14.9765237113402,12.5712503649635,2.69084230958968,3.31186431629355,0,0,3.7694,3.1532,291,137
"ZNF699",0.452900252534303,17.4131027491409,16.3425284671533,0.848066341370077,1.03301153830887,6.40815,7.4964,23.39155,21.7681,291,137
"ZNF250",0.22857260104258,209.958147079038,221.349539416058,5.32187924107386,7.86132693327349,143.3501,160.6241,253.0988,263.8207,291,137
"ZNF79",0.216022446746343,101.019590721649,95.5795423357664,2.402294951032,3.86224429812863,68.65825,67.6861,123.2046,112.6645,291,137
"ZNF681",0.314398015315454,190.678425773196,207.854239416058,9.75273226986408,13.7292129893405,60.58865,112.4853,275.5784,258.8488,291,137
"ZNF766",0.252753928917741,466.78950652921,491.195537956204,12.4494736561231,16.285629670837,340.2147,380.1939,549.39245,576.9026,291,137
"ZNF471",0.175196340665372,71.453487628866,84.5635313868613,5.22731517345997,8.64498479525591,12.3393,12.8988,95.8725,119.9789,291,137
"ZNF836",0.0795850865618354,117.928438487973,128.174795620438,3.23494644786633,5.00061865063481,75.3437,87.8084,152.26395,156.0945,291,137
"ZNF493",0.000309633832545564,146.183522680412,200.079146715328,8.05019156958358,13.1966242637926,56.2237,90.6344,191.7924,266.549,291,137
"ZNF167",0.00136664590352065,51.5788367697594,71.8629481751825,3.54841461503117,5.22803077958864,18.148,28.8761,67.6584,102.7853,291,137
"ZNF565",0.000261585959595356,68.5633594501718,82.169102189781,1.68023475908359,4.03731266087547,47.25665,56.3636,86.95975,94.4363,291,137
"ZNF34",0.186382173529312,116.819129209622,125.112909489051,3.56496262915048,5.10601143361541,76.8579,84.1182,140.3599,149.976,291,137
"ZNF140",0.000780480304229281,428.032481099656,498.693578832117,10.1311238233431,21.5334463283448,308.8773,340.2783,514.52555,560.3774,291,137
"ZNF658",0.0400867288553373,42.827970790378,49.5222218978102,1.80495183848192,2.78436195059499,23.0835,28.3717,52.86545,58.3137,291,137
"ZNF765",0.37009668204674,238.607271477663,227.224410218978,7.57717913491639,9.09543356981371,152.2056,162.212,287.3273,267.5922,291,137
"ZNF124",0.00421377387097477,75.6769518900344,93.3423,3.45679992078086,5.11467187372008,35.8337,48.5858,93.431,126.6452,291,137
"ZNF569",0.00512914604677139,92.3966687285223,71.2222175182482,4.72134724955381,4.43564838052446,46.75695,37.0353,114.37375,90.7695,291,137
"ZNF777",0.544159385797977,579.353239862543,590.032262043796,10.5415705260502,12.4826202246185,466.8395,502.0027,645.69935,654.8626,291,137
"ZNF605",0.102876151973332,384.955983505155,414.004088321168,10.0002994452353,14.8196652447148,265.34955,300.7098,468.5158,483.83,291,137
"ZNF799",2.3459633929912e-06,157.1204395189,214.436748175182,6.20129324335866,11.4549666646051,80.26885,137.1944,204.03225,270.6422,291,137
"ZNF782",0.133187832245292,36.2690457044674,32.3228357664234,1.61308811521153,1.69293548675172,20.31305,18.4989,42.72175,41.1184,291,137
"ZNF846",9.83898572615161e-08,110.284794501718,159.155548175182,4.55928633355548,8.87734485102851,58.19125,89.0585,142.2347,204.8736,291,137
"ZNF136",0.277240512976847,153.025876632302,160.959862043796,4.34608234838034,5.26446312571978,101.4608,114.0827,196.9743,200.2772,291,137
"ZKSCAN5",0.950378853772424,330.175288316151,329.445016788321,6.22342185617275,10.8399733108193,259.795,249.9051,377.1303,373.9612,291,137
"ZNF33B",5.22225578669655e-07,579.039104123711,758.220739416058,16.9855496750016,36.4163238128888,381.9404,470,682.48135,1006.6465,291,137
"ZNF431",0.0467399664911049,177.211701030928,202.53497080292,7.58485991841253,9.09728087389189,98.18035,131.3746,216.48015,244.7752,291,137
"ZNF418",0.211508111766033,64.2238731958763,74.3568335766423,4.43521758816094,7.11058142509115,10.6184,10.7968,88.4352,102.6293,291,137
"ZNF700",1.79780407295604e-05,344.049343986254,454.742662043796,11.2985020584586,28.4351281634454,216.1902,271.8247,405.69955,518.1422,291,137
"ZFP28",0.750913265127134,108.800894501718,112.169223357664,5.68218372824277,9.65638145931408,26.50535,25.1177,162.95155,162.4835,291,137
"ZNF585A",0.49610220261275,133.734432646048,129.039066423358,4.33097515232282,4.02736827394696,89.9483,93.4253,159.3407,150.1111,291,137
"ZNF138",0.158647546099344,223.227014776632,243.198323357664,7.72709402858611,12.4719993869913,134.1072,165.1928,273.7421,302.1618,291,137
"ZNF429",0.000235657319355043,85.8629498281787,112.686545255474,3.82111731016775,6.72752837569061,38.1003,63.4441,116.13675,138.4804,291,137
"ZNF470",0.179533575007969,108.21954604811,120.157490510949,4.63764307604673,8.39712920977476,51.5716,53.3752,145.44325,151.255,291,137
"ZNF100",0.00252996848676768,189.69957628866,228.0432,6.83930863571859,11.2892757391221,101.69115,154.0033,254.72005,276.186,291,137
"ZNF398",0.00633596821454674,548.195580068729,616.45323649635,14.5447751139016,18.9775160934924,376.8086,466.7019,657.9328,718.9664,291,137
"ZNF498",0.048798071170031,327.613314776632,353.492616058394,6.54948622399462,13.0770170329509,250.36445,258.2938,391.3432,420.1236,291,137
"ZNF441",0.00931064041888141,109.919571477663,128.196260583942,3.98703068012244,5.67857964860738,63.56365,80.0868,139.70035,160.7711,291,137
"ZNF420",0.559213857394953,100.607664604811,95.9076496350365,4.89382905907319,5.40780846131481,55.1048,56.4872,124.4483,114.4083,291,137
"ZNF763",9.29248678005479e-09,59.2717347079038,90.8076846715328,2.50192636544186,5.77445269482124,24.62075,45.6714,83.3421,116.0645,291,137
"ZNF679",0.463194033843683,0.587380412371134,0.322671532846715,0.231088702224897,0.186869511875536,0,0,0,0,291,137
"ZNF682",0.000427817123735075,137.168795876289,208.256608759124,8.23498625502582,23.3823631662772,48.9619,77.4775,187.9183,235.7787,291,137
"ZNF772",0.700687985404491,156.411692439863,160.472767883212,5.5753799246224,9.82855343880027,91.72195,94.4395,200.8717,202.1324,291,137
"ZNF257",0.771905121083041,55.1698343642612,53.2623948905109,3.92357875138093,4.72922205727339,7.1318,15.013,73.3057,82.7068,291,137
"ZNF785",0.0274779992077144,207.032184879725,234.095064233577,6.74836955762328,10.6038254257096,129.4337,151.0562,254.0331,299.0166,291,137
"ZNF98",0.678168021030042,14.5880656357388,13.2199328467153,1.83982395624286,2.79050098520493,0,0,12.62775,9.9379,291,137
"ZNF786",0.000266955522009171,218.082478006873,252.710648905109,5.52295816849639,7.12776123162414,153.80755,190.0883,273.7087,309.7011,291,137
"ZNF517",0.264374198616529,243.89034467354,260.635572992701,8.643197415074,11.8221596726956,150.49555,158.9915,291.75575,339.1264,291,137
"ZNF675",0.0244662385413401,198.493264948454,231.48837080292,8.38317849311354,11.6849024164828,93.79125,149.1615,277.57895,269.5031,291,137
"ZNF860",0.896778689452101,55.4249701030928,54.708902919708,3.23230956300248,4.18148984142872,23.7726,20.4102,76.1349,69.1266,291,137
"ZNF695",0.337881430269616,71.0884388316151,65.7557598540146,3.05737102095516,4.84299309326473,32.0612,31.9399,90.9505,78.4099,291,137
"ZNF665",0.953260314537498,29.1454,29.271297810219,1.26853214705711,1.58927312317305,12.7496,15.4739,41.4134,39.4587,291,137
"ZNF624",0.0054019886740273,94.916612371134,108.041327737226,2.69785221072874,3.73480980663925,62.9697,72.4586,115.19245,133.1038,291,137
"ZNF841",0.000192141217394859,286.036232646048,438.757937226277,14.3471839244282,50.7688291476751,144.06725,182.8365,342.2064,457.7799,291,137
"ZNF615",0.000286576930391691,207.463625773196,300.629935036496,12.0103768395709,26.991254449408,99.2005,120.3096,218.78685,336.3816,291,137
"ZNF433",2.38173674517173e-05,129.473020618557,173.690078832117,4.88437025047438,10.9545301823844,71.767,109.9243,167.42065,206.7757,291,137
"ZNF595",0.925093474061795,150.492810996564,151.789650364964,8.33671902468626,9.48238366728271,75.87675,87.5174,176.6366,180.1738,291,137
"ZNF460",0.0040774489124199,44.3094704467354,36.2376138686131,1.6187379782605,2.18433058141413,25.24575,21.6955,57.5988,46.5116,291,137
"ZNF81",0.916901061340839,90.8181446735395,91.4108430656934,3.2804316440333,4.46100402538542,53.91435,50.6157,114.2445,117.1982,291,137
"ZNF780A",0.173437311964268,275.534583848797,309.969433576642,12.7948573328973,24.8354165630598,180.51345,204.7545,311.2164,330.8824,291,137
"ZNF461",0.0997022054940296,96.8198202749141,106.328618248175,3.20321244519263,4.9260518985194,60.5017,64.8298,118.7682,129.7393,291,137
"ZNF181",0.197379220517232,149.06641580756,160.397797080292,4.82703153723157,7.6498104007845,96.2557,100,179.0659,202.3026,291,137
"ZNF44",0.0124936136794497,367.805925085911,534.484610218978,35.0405266352304,61.9767447051868,132.56545,192.749,338.76785,526.2604,291,137
"ZNF790",0.00151745985454488,92.4657903780069,108.140408759124,2.74511891926328,4.15011508841184,63.9928,77.2446,113.26725,130.2646,291,137
"ZNF677",0.463801292591237,31.4513975945017,28.7799824817518,2.12374415383856,2.79977530244134,5.072,3.4236,45.75785,44.8477,291,137
"ZNF823",3.66121341910386e-07,230.982228522337,352.392872262774,11.8278389290434,23.285136897127,89.57145,178.3784,327.2942,437.0758,291,137
"ZNF311",0.249516903015265,41.914493814433,47.3661175182482,2.70033907091205,3.81793726160738,13.5944,8.7974,53.9484,71.0277,291,137
"ZNF347",0.884678830886446,124.863962886598,123.742596350365,4.70619876264885,5.18009076420686,70.23925,82.9781,165.4409,157.0515,291,137
"ZNF273",0.847994263328428,198.997495189003,196.40956350365,7.98832191898674,9.93578934840779,97.50235,117.6159,252.6013,249.7566,291,137
"ZNF84",0.00995493282984738,606.417847079038,707.577477372263,20.182311958593,37.5032873741173,362.06025,462.5984,776.33485,806.0815,291,137
"ZNF667",0.211987626425887,55.8717549828179,67.3626540145985,4.77311554540275,8.7627163593396,4.57195,2.9211,79.905,91.5254,291,137
"ZNF649",0.360469362783768,177.362575945017,190.850880291971,8.44368490089277,11.8074570925493,85.8932,85.769,217.56835,250.5553,291,137
"ZNF248",2.97495613589271e-05,264.021089690722,329.664762773723,7.72358110247238,15.6491455423607,169.4684,199.3292,331.34485,392.2075,291,137
"ZNF544",0.916470028468955,614.738555670103,617.793761313869,17.3168092266989,21.1386070980224,427.12875,465.5943,728.5754,724.0947,291,137
"ZNF251",0.127163237173302,366.371979725086,406.34167080292,12.9164292515413,26.474654326205,218.27955,223.622,447.1896,496.2791,291,137
"ZNF607",0.764551160278821,202.485384536082,207.050979562044,9.39923552542401,9.70026475605708,111.13625,130.4348,246.9907,245.1022,291,137
"ZNF334",0.0724149636530035,99.921364604811,138.101140875912,11.8848384243894,17.815061604813,7.9037,11.7208,112.3171,183.1499,291,137
"ZNF485",0.0019072852932126,65.5987336769759,77.7630832116788,2.1553073920668,3.35480017392403,40.94965,47.7835,84.0967,102.0829,291,137
"ZNF192",0.914265199065952,189.958026460481,188.323593430657,8.6316306029792,12.3614476239011,80.3985,81.2004,268.48515,262.4752,291,137
"ZNF442",0.743030159506879,21.5787508591065,22.0983532846715,0.950192480279848,1.11955309835991,11.27535,13.5301,28.12725,27.4924,291,137
"ZNF813",0.577573378256362,103.896383161512,97.9740394160584,6.1487143820395,8.31966880317774,38.3517,38.1136,131.7136,117.1057,291,137
"ZNF26",0.112300031319577,267.469447766323,296.399473722628,7.74993180385965,20.782952973084,181.5081,186.9347,317.7174,318.5732,291,137
"ZNF69",3.89830831470928e-06,112.080581099656,169.180246715328,6.3655409666722,11.566545693304,36.80165,76.5143,155.56755,223.851,291,137
"ZNF583",0.137191806010828,55.8287652920962,61.9658445255474,2.34707004751992,3.3498485779041,30.3452,40.927,69.08065,71.0392,291,137
"ZNF568",0.0669311830755963,91.2771436426117,78.6013693430657,4.40484705593098,3.67979028704024,51.064,49.3057,115.09325,99.5708,291,137
"ZNF480",0.00019569288526522,469.611539862543,578.298849635037,16.3663329028308,23.8514898982313,302.2752,405.6525,558.8053,683.6493,291,137
"ZNF587",8.98323909811483e-05,648.945645704467,801.241778832117,20.5601579935068,35.2741291636773,390.7251,532.9535,814.4344,955.9995,291,137
"ZNF808",8.16320400198745e-05,177.900849140893,209.921594160584,4.29150609126139,7.38713455566553,125.75325,165.1266,214.581,243.3281,291,137
"ZNF43",0.000133164792136875,360.718810996564,481.479806569343,16.9926938335052,27.9499268732723,139.1317,233.6449,542.52505,615.0253,291,137
"ZNF28",0.151999355072231,424.087025085911,459.128338686131,13.8545761906172,20.0097778463906,251.6928,299.5261,553.93355,598.9508,291,137
"ZNF627",0.000549361361524059,302.784690721649,358.510045255474,9.26604608970425,12.5148030475338,192.10925,265.5685,381.3649,443.2577,291,137
"ZNF789",0.0215374282457242,103.728775601375,122.732145985401,4.10898249676463,8.24881063301289,55.58855,62.1442,129.6508,142.2222,291,137
"ZNF534",0.295286724042721,6.90149209621993,7.54610218978102,0.309154610698551,0.610752375620752,3.90625,4.2102,8.43885,8.7579,291,137
"ZNF525",0.460185196667889,298.382300343643,310.056226277372,9.39598747920734,11.4577513984633,189.1066,211.945,382.32305,354.3192,291,137
"ZNF814",1.92619381922388e-06,272.448419931271,385.432090510949,10.4804878799406,25.8619316968667,159.0874,183.0925,346.6987,481.7508,291,137
"ZNF551",0.430113918481252,116.957701030928,123.47960729927,4.1800540566312,8.13030111853242,68.5256,64.8649,150.0456,158.3835,291,137
"ZNF805",0.0615253589234167,334.923491408935,361.805794890511,8.1603287900196,11.6759830303127,243.403,282.6186,394.6971,423.8227,291,137
"ZNF468",0.146274727487461,499.719434707904,544.863218978102,18.4050480804503,22.6837678183059,269.986,330.3887,634.5705,694.0829,291,137
"ZNF616",0.00558830181329661,167.046291065292,193.849312408759,5.4007828715373,8.06967311054363,109.5277,126.0581,194.47295,242.9324,291,137
"ZFP57",0.131602671996915,53.4987580756014,18.6563102189781,15.119121297981,9.87454751776013,0,0,8.5853,3.7688,291,137
"ZNF155",1.02571389370976e-06,168.994041924399,220.112930656934,4.71703075268358,11.204272153266,116.73245,124.3406,210.38425,256.2376,291,137
"ZNF425",0.237238655513742,55.6225085910653,60.5547175182482,2.45753265643797,3.10302512018574,24.6102,34.881,74.1051,82.1559,291,137
"ZNF611",0.0259868018025905,162.850195876289,185.542586131387,5.65699308988264,8.64607936231017,89.24605,121.7356,211.35705,230.7725,291,137
"ZNF254",0.00209911278522645,381.528411683849,470.023264963504,16.4810677555452,22.6066871361356,166.1801,291.915,547.2442,570.8037,291,137
"ZNF625",0.12603935163434,19.8182635738832,22.0871343065693,0.873640314116731,1.09935499558299,8.81075,13.1636,27.24875,29.9778,291,137
"ZNF845",0.352270866013154,212.096404123711,221.08181459854,5.46871001361781,7.92664272052101,147.71325,151.7615,252.40375,275.0565,291,137
"ZNF90",0.0046772668441778,325.508862886598,420.224620437956,17.2506942526467,31.8615023476469,131.314,177.4398,437.711,502.1148,291,137
"ZNF788",0.00482156134235878,67.0129690721649,48.8606408759124,3.86392279302463,4.44722730009935,17.3884,16.1264,94.1125,57.1571,291,137
"ZNF880",0.0143574400310298,134.635625773196,164.322574452555,6.64291993364944,10.5223313439163,50.45785,74.556,190.2879,223.0411,291,137
"ZNF630",0.000486638214041379,64.9197120274914,82.946401459854,2.61097836980587,5.01325984233631,39.1893,50.6621,80.92535,104.1483,291,137
"ZNF844",0.550125693801833,99.8167604810997,103.655452554745,3.69783056479482,5.08034354678098,52.6878,60.0644,136.00345,124.9107,291,137
"ZNF717",0.0419003961136878,33.2400144329897,38.4872437956204,1.41682071711717,2.23362904086561,17.0363,20.8333,41.83035,54.692,291,137
"ZNF492",0.418315585123602,19.870918556701,17.024503649635,1.94800273869398,3.01717117766851,0.47415,0.3189,24.1401,16.636,291,137
"ZNF688",0.0279486436441607,262.195941924399,306.888657664234,8.70540782409891,23.0488102320323,166.2554,175.8361,316.63125,361.187,291,137
"ZNF879",0.114740961506849,50.6133697594502,58.8053255474453,2.72967132042258,4.84439842324811,16.85675,23.8417,65.73975,78.1991,291,137
"ZNF737",0.025440557434228,729.804854295533,1024.62684014599,72.4760545660439,114.097437137832,74.91555,231.666,845.2318,1305.512,291,137
"ZNF709",0.0124761038008083,66.5324419243986,76.7043839416058,2.41543291578974,2.9288323519379,36.39225,53.1809,89.653,100.4248,291,137
"ZNF585B",0.69120436259738,63.118770790378,61.5037919708029,2.49888831569939,2.62162971258015,35.4883,39.3732,79.4743,80.0439,291,137
"ZNF324B",0.881053893778419,156.005617869416,154.537171532847,6.22112335548676,5.43742587685559,103.1921,117.1171,172.7717,184.903,291,137
"ZNF564",1.58241801995196e-07,213.828727147766,264.42512919708,4.4735178834356,10.0576433465584,157.79845,204.9689,260.3656,304.512,291,137
"ZNF674",0.31747325937318,54.4531494845361,52.2388496350365,1.25579683621041,1.81160391132251,40.9542,37.6766,63.12055,64.3773,291,137
"ZNF432",2.84579073793756e-05,148.999384536082,452.625266423358,13.735150130668,100.553892278166,58.5451,92.0276,149.148,299.8323,291,137
"ZNF10",2.36371377083655e-05,171.3015,258.01303649635,6.83657417333753,25.7802316102352,89.44615,104.7393,212.51355,300.6106,291,137
"ZNF486",0.000141642850132628,205.227780412371,338.408633576642,19.4094510372967,29.2452967492757,17.79165,51.7712,246.16245,572.8779,291,137
"ZNF225",0.197006894011217,61.3873790378007,65.7804708029197,1.75341307701677,3.26985435766807,41.2222,40.9814,74.2084,80.5517,291,137
"ZNF350",0.0152400082442682,269.280947766323,340.441829927007,14.8901672619106,28.5036954653321,140.1268,161.5308,288.8651,356.9705,291,137
"ZNF253",0.000285003622938595,182.341320618557,235.310561313869,8.45775149325171,11.0602764708805,75.7788,152.3374,238.78785,298.4421,291,137
"ZNF878",0.349833900088803,8.87422680412371,9.6347204379562,0.448994266249214,0.70214296307817,4.0245,4.4379,11.1233,12.3867,291,137
"ZNF727",0.760025926519196,5.73456975945017,6.05923430656934,0.555853643583354,1.00180222903562,0,0,7.65075,6.8166,291,137
"ZNF578",0.0427418046962023,31.4136542955326,44.8142700729927,2.98332811796713,7.23071267156187,6.0506,5.8847,35.05425,38.1999,291,137
"TRIM28",0.224831955418603,9582.12683024055,8824.28614525548,408.945170692415,265.243103076937,6500.57825,6489.137,10452.8985,10570.8411,291,137
