"gene","p-adj-T2-T1","p-adj-T3-T1","p-adj-T3-T2","p-adj-T4-T1","p-adj-T4-T2","p-adj-T4-T3","p-adj-TX-T1","p-adj-TX-T2","p-adj-TX-T3","p-adj-TX-T4","mean-T1","mean-T2","mean-T3","mean-T4","mean-TX","SEM-T1","SEM-T2","SEM-T3","SEM-T4","SEM-TX","Q1-T1","Q1-T2","Q1-T3","Q1-T4","Q1-TX","Q3-T1","Q3-T2","Q3-T3","Q3-T4","Q3-TX","count-T1","count-T2","count-T3","count-T4","count-TX"
"ZNF195",0.99925135961222,0.998994005457486,0.999994451220287,0.685800889809651,0.172964802435873,0.239219074064738,0.999948835016333,0.999997882009033,0.999988724789439,0.664906382828439,457.4944,479.006203278689,482.379642105263,310.634238461538,473.460142857143,56.3316743230884,22.0979081902957,55.5755180525513,42.0724912645631,78.0610950699144,356.0284,302.66375,252.654925,210.2656,281.8812,542.8571,595.43615,717.597,322.2061,608.9203,9,122,38,13,7
"ZNF263",0.96483905898068,0.79872376046592,0.855286598928347,0.993186227226736,0.999887913185837,0.95324002131516,0.869977870023025,0.963097429758127,0.999767119845239,0.967168795123962,662.146366666667,624.353832786885,593.502984210526,631.582346153846,581.253871428571,43.1712658339755,15.6632708524317,25.535096666812,38.8094675077365,63.8146066147858,567.0221,525.989025,461.6694,568.5168,439.9844,738.4198,732.6068,700.0152,796.2695,653.676,9,122,38,13,7
"ZNF200",0.999639004410318,0.990689656663712,0.697098402020556,0.703873217301366,0.208022949979421,0.75360288084767,0.998853201119694,0.984632385490399,0.999987374588953,0.898283495576399,243.308422222222,249.443702459016,228.165471052632,194.067153846154,231.3126,25.382613981456,8.16651794201086,15.2949579375295,17.3177950017502,31.5180697468399,202.8246,188.952975,167.921,152.5633,166.4803,270.7022,291.955525,266.596325,212.5061,278.86875,9,122,38,13,7
"ZNF582",0.00700154586680679,0.018442711469685,0.999895842071009,0.00153605338340579,0.451071110563655,0.494911971841162,0.109155597622744,0.999930382871063,0.999699464510669,0.883498650798112,62.1884777777778,30.4835614754098,31.2151236842105,17.3282538461538,29.1003714285714,14.9159559090982,2.29738362767878,4.69986993982668,4.66235394723627,10.6152500442639,38.9924,10.690825,10.274725,3.1023,5.56685,77.9661,41.928975,41.98865,21.5366,51.53665,9,122,38,13,7
"ZNF285",0.550120980738846,0.376724545844543,0.940637343792497,0.447013321967425,0.956153867652686,0.999677762351811,0.183056747663835,0.560440361457993,0.817971858715966,0.926718063726843,109.4864,76.8205844262295,68.000397368421,64.1139615384615,40.4496,35.3314823275141,5.2212394949143,11.0680558124549,16.4267149644184,10.4633894608091,30.349,35.79965,18.18155,20.3193,21.0504,117.6755,108.419025,99.1333,88.3091,59.36035,9,122,38,13,7
"ZNF275",0.591060710405275,0.691743927988857,0.999956991375172,0.99048568606388,0.837448161075589,0.905901564495011,0.184101504463864,0.526475077485664,0.547688125618262,0.30144403307398,342.5705,465.695231967213,460.369428947368,391.662815384615,613.712014285714,28.8162938931547,23.2735421948974,38.6197513978153,52.1440571080029,100.239751739589,296.3928,294.246,348.259125,290.5537,397.4183,350.2415,553.446275,508.6684,409.5007,831.4191,9,122,38,13,7
"ZNF37A",0.919184537201006,0.991955212686619,0.962676147069213,0.646845333311018,0.832239292663453,0.667019604694772,0.543620154559738,0.72636587486885,0.578927475473401,0.995648048447111,420.6665,370.930441803279,392.364302631579,318.215207692308,287.713314285714,67.5049683922269,16.4055467463142,25.0319818864384,36.0430752771907,43.0419199294375,339.3488,258.028525,281.88425,210.8949,186.9701,489.7511,431.293675,471.715,445.5647,373.1119,9,122,38,13,7
"ZNF510",0.979261982395963,0.997468433017208,0.994337501957722,0.943885731716012,0.381636347626071,0.632953235875987,0.99999937203135,0.991193506542244,0.9991832092316,0.94711310784423,170.6647,188.412267213115,181.641105263158,141.290323076923,172.513871428571,16.1442393388306,7.63064499102473,20.1458132828538,12.6000066606472,22.790309476113,139.9527,126.819025,115.88565,104.2802,138.4337,190.6498,219.208975,188.0138,172.8556,180.29105,9,122,38,13,7
"ZNF506",0.987227360555062,0.63434523829566,0.351270689620842,0.217818736359365,0.0838807356617266,0.721582103142698,0.738296848115807,0.784880274679108,0.999206585957815,0.967784557484788,520.479011111111,476.895313934426,390.506710526316,289.205561538462,365.172714285714,67.1171425967325,23.8642215555988,38.885437642912,49.3807557352578,104.094512731232,337.3799,280.763775,225.8351,183.4951,158.1277,649.7226,646.40555,494.47215,430.8042,560.09195,9,122,38,13,7
"ZNF324",0.998298651853299,0.838531340897809,0.0712215085023489,0.667248593895639,0.136692496666183,0.973018229823579,0.663422001210687,0.266395153205019,0.952940940511991,0.999584945557038,208.523244444444,215.951519672131,180.693257894737,166.433392307692,159.385514285714,17.1990930899642,7.26699109987175,9.18852563592458,14.3543135582978,19.0222697273289,188.6525,168.7348,144.97885,149.4743,120.1552,215.5795,255.9755,208.9333,195.7999,186.0722,9,122,38,13,7
