"gene","p-adj-MALE-FEMALE","mean-FEMALE","mean-MALE","SEM-FEMALE","SEM-MALE","Q1-FEMALE","Q1-MALE","Q3-FEMALE","Q3-MALE","count-FEMALE","count-MALE"
"ZNF195",0.763855883614326,423.026519491525,430.954825079365,20.5824166393247,14.1795314112856,264.6609,258.2229,489.006125,520.6964,118,315
"ZNF263",0.89599953421001,619.304028813559,616.934362222222,16.6569304664774,9.16825466105993,491.35375,499.3751,704.645225,728.2871,118,315
"ZNF200",0.307116992047195,227.573575423729,236.382730793651,7.02289287640762,4.56943117745647,183.208475,181.3516,261.183325,275.9256,118,315
"ZNF582",0.0897576430106546,26.5097474576271,30.9544498412698,2.28513215420619,1.35152037108456,7.567875,12.5844,37.1594,43.76565,118,315
"ZNF285",0.143147774378982,64.8938779661017,75.6103466666667,5.39255811837341,3.98828076312165,20.8904,30.1371,89.107275,98.62985,118,315
"ZNF275",0.772116309257211,447.625533050847,454.532779365079,19.8036692091441,12.5606918316727,295.23045,300.6053,544.22255,534.23685,118,315
"ZNF37A",0.0312673900932355,337.806448305085,377.693708571429,12.4376030919443,10.289764559644,244.3774,245.83555,397.69135,448.27255,118,315
"ZNF510",0.815582303390135,176.629454237288,174.576842222222,7.36059517475808,4.62327476406223,124.408075,120.82585,202.250125,204.756,118,315
"ZNF506",0.00362342238312285,374.068977118644,450.12272,21.4415350364098,13.7358426799451,197.53925,280.2627,495.63155,596.75715,118,315
"ZNF324",0.42240218822003,197.397408474576,207.079087936508,6.41519599413153,6.97342174520625,153.18775,144.0011,228.74725,233.44405,118,315
"ZNF671",0.143354831275334,55.4211610169491,65.6738088888889,5.53292192438354,3.74438983905953,16.7725,19.98775,67.33275,86.46815,118,315
"ZNF416",0.212454664327274,127.302822033898,119.82901047619,4.6506029606284,3.2220165132241,93.8851,83.1811,149.482525,142.15675,118,315
"ZNF586",0.842462311163832,198.131725423729,196.262464126984,8.52629793471604,4.78563834393056,135.734425,135.9729,240.485275,239.19735,118,315
"ZNF446",0.488367248598008,354.49916440678,371.416841587302,17.2282408890308,13.4599755835753,215.6479,230.5184,416.27035,416.92185,118,315
"ZNF8",0.181600737823921,107.629623728814,116.19366,4.07466967843597,3.60651649219646,74.210125,77.18915,130.076125,139.13725,118,315
"ZNF264",0.198172853613447,634.098398305085,674.695008253968,23.5307798991034,17.1431553573136,469.9098,469.92035,725.62265,827.39595,118,315
"ZNF213",0.0412016812748011,488.229836440678,532.908573968254,20.1366471461617,11.0223384349466,344.3118,394.2751,579.997575,637.90115,118,315
"ZNF343",0.83918782964658,288.48151440678,290.725086984127,9.17774883787366,5.82314815393338,224.4029,221.3085,346.328,340.54285,118,315
"ZNF302",0.260381289124125,394.785152542373,435.124314920635,18.5314983879903,20.7683207757841,239.10185,244.42555,516.79235,502.66465,118,315
"ZNF268",0.143083054258951,268.012352542373,290.86543047619,13.0138512873055,8.1930625586553,179.5814,186.2177,320.344825,370.49165,118,315
"ZNF184",0.236827423235477,225.967331355932,245.111937777778,11.9161033222775,8.82491620937639,150.659075,161.13125,252.351175,282.58785,118,315
"ZNF500",0.940286390615338,202.663183050847,202.09916031746,6.74737139705899,3.85051069734813,146.6006,152.45955,252.6837,246.4768,118,315
"ZNF419",0.330829054588009,180.108620338983,189.576973650794,7.47630554659512,5.25165088833895,128.2722,127.8314,218.231225,221.1326,118,315
"ZNF175",0.862434813878287,198.115244915254,202.920493968254,24.1303170111678,14.3546107975193,82.779525,77.0599,193.152475,214.1944,118,315
"ZNF14",0.142408165971095,163.603376271186,177.267640634921,7.47944193024417,4.95288969436161,105.4375,111.3901,213.654675,227.1846,118,315
"ZNF85",0.0786871604646703,126.453379661017,145.175994920635,9.37655901547302,5.47140838893378,59.621425,84.87585,176.647625,186.3312,118,315
"ZKSCAN1",0.610864306951888,526.312060169491,544.466766031746,28.6239997798454,19.0027958355018,287.80185,313.04815,697.3874,675.8011,118,315
"ZNF862",0.566094455580985,418.139827118644,439.096253333333,29.775381437666,19.3496066365254,209.832675,229.2269,556.3199,541.97495,118,315
"ZNF684",0.349094937825993,49.2888406779661,53.1612593650794,2.51376842003106,2.34561273090139,33.150125,31.75145,56.5268,60.57975,118,315
"ZNF430",0.0584608908869547,105.610712711864,120.430269206349,6.89701634484179,4.02273096961563,58.541575,65.57985,135.3192,165.09535,118,315
"ZFP30",0.163716890065053,169.281142372881,187.34844952381,8.91399268812155,7.18671831750647,98.110325,108.6904,215.59625,229.33555,118,315
"ZNF549",0.135152117515316,146.895287288136,162.085603809524,6.92538819449753,5.64145607394709,95.573225,99.24135,183.6658,202.5296,118,315
"ZNF211",0.691679328312874,378.523542372881,391.658376507937,30.837121722131,16.6448103330696,177.493975,195.4309,491.6863,492.24165,118,315
"ZNF205",0.153244279365827,364.867442372881,396.977465714286,15.7078103763373,12.4089889077399,262.5654,261.86415,424.75495,462.46665,118,315
"ZNF45",0.644716660173904,233.164544915254,238.575621269841,8.1918658117985,6.48619978939196,177.803075,161.2917,278.653775,282.99035,118,315
"ZNF133",0.31579726440579,481.999773728814,457.664571428571,22.0128254003892,12.3284242571677,341.317525,313.30125,554.4093,531.02155,118,315
"ZNF436",0.396898911628135,966.484955084746,1034.4199047619,74.15930551618,40.4097881319877,469.770975,505.9366,1092.257375,1301.4511,118,315
"ZNF484",0.336126070784715,74.8328110169492,71.0419717460317,3.39496723554181,2.04659695666386,48.081575,51.25425,89.154475,85.2633,118,315
"ZNF780B",0.292999081156415,263.37795,305.250649206349,15.4874467058879,23.6257561133595,158.2673,163.84675,302.1341,356.91795,118,315
"ZNF557",0.576518664258013,162.001243220339,166.49891047619,6.23111629248682,4.33640709581873,114.1611,113.7772,201.280175,209.84695,118,315
"ZNF337",0.806800035810975,659.873116101695,649.128652380952,41.7385578134042,21.8626236945333,389.87845,396.3918,776.83445,776.4918,118,315
"ZNF317",0.122130027031399,679.072097457627,720.514202222222,19.6267818606879,14.6286744252296,535.4832,562.69405,815.436575,836.0541,118,315
"ZNF426",0.586791849177453,82.8539584745763,86.0090063492063,5.15226093603666,2.9801891835335,48.753425,48.29745,107.455,111.4141,118,315
"ZNF331",0.988308578023874,606.666378813559,605.577819365079,67.9950985367075,37.6366265474226,287.65375,248.6522,635.9195,672.7051,118,315
"ZNF227",0.595411456673617,271.80871440678,265.529827619048,9.83804017091089,6.22193446863642,198.106925,190.1112,334.465975,304.02855,118,315
"ZNF141",0.0124053706230942,62.2239652542373,75.7468803174603,3.7890496511826,2.97411920157281,35.399125,42.44245,82.7102,87.9562,118,315
"ZNF304",0.616483568608321,256.061525423729,262.695702539683,9.47458373598347,7.28060257553451,178.0058,174.68055,317.085975,318.5192,118,315
"ZNF132",0.0113856679089974,60.4165516949153,85.2346361904762,4.06552680922197,5.77591637072435,27.6868,38.87845,82.1401,98.4968,118,315
"ZNF20",0.437583997615412,122.527147457627,127.137407301587,4.87767221717777,3.13815147439244,85.25125,84.4405,164.055525,160.74325,118,315
"ZNF670",0.547371301440154,78.2889118644068,81.039019047619,3.68616760987314,2.4300383996104,53.406725,49.3575,92.94575,104.6931,118,315
"ZFP37",0.833186597724157,42.3402228813559,43.3286146031746,3.10853342552613,2.62281006151511,11.21695,8.0046,59.7644,61.50285,118,315
"ZNF189",0.187420545160211,306.586508474576,288.691065396825,12.6571421556931,6.808349788798,215.844425,212.86455,364.788025,340.21405,118,315
"ZNF434",0.870206284512326,268.686861864407,267.09172,8.57499259494039,5.03425281040412,205.365775,205.19055,318.7195,323.62355,118,315
"ZNF287",0.636123675125043,104.756193220339,107.897453968254,4.99543932185094,3.6031282398043,69.42035,64.81685,135.80145,134.6829,118,315
"ZIM3",0.334028497217403,0.0204372881355932,0.0746453968253968,0.0127101399950672,0.0339507728194241,0,0,0,0,118,315
"ZFP14",0.211539060547578,176.470200847458,194.131582857143,10.4354450165424,7.70263088256136,90.83435,112.5235,234.9614,241.5088,118,315
"ZNF473",0.0861961654698782,278.703861864407,307.009008253968,10.5413229602662,9.26395879904254,201.9939,210.201,340.566575,360.21745,118,315
"ZNF614",0.0776467715613428,241.99961779661,290.992115238095,17.125338486648,15.6863755703912,149.526525,150.78515,282.36955,336.44595,118,315
"POGK",0.288934979394002,2504.44990084746,2742.11542444444,184.420667346409,118.298786227246,1307.719575,1526.2573,2995.468525,3287.76535,118,315
"ZNF514",0.00645548761748282,233.141560169492,279.143324444444,13.4475695155723,8.96778161421722,133.2107,165.128,289.09035,358.1172,118,315
"ZNF300",0.0407263313022572,166.551547457627,222.945561269841,16.4659111085947,15.6379661436747,33.684475,46.47455,212.1953,272.8641,118,315
"RBAK",0.542040396655563,479.496529661017,467.452519365079,17.370508572097,10.1785411859811,348.5367,340.37095,570.7227,557.101,118,315
"ZNF92",0.804432269940893,241.786453389831,245.943931111111,14.2640413358094,8.77045220282413,147.642525,141.43855,292.02525,302.53745,118,315
"ZNF157",0.62454309394902,1.4983593220339,1.66372984126984,0.315331550180964,0.169604586746081,0,0,1.544825,2.10315,118,315
"ZNF182",0.592700560623533,186.591946610169,181.258985396825,8.35324063877849,5.23291324886168,118.831425,123.11615,228.145075,224.9365,118,315
"ZNF673",0.985325804412672,214.100294067797,213.922809206349,8.20165433027362,5.04014276598532,165.418925,157.8284,263.7025,244.89595,118,315
