"gene","p-adj-Mixed serous and endometrioid-Endometrioid endometrial adenocarcinoma","p-adj-Serous endometrial adenocarcinoma-Endometrioid endometrial adenocarcinoma","p-adj-Serous endometrial adenocarcinoma-Mixed serous and endometrioid","mean-Endometrioid endometrial adenocarcinoma","mean-Mixed serous and endometrioid","mean-Serous endometrial adenocarcinoma","SEM-Endometrioid endometrial adenocarcinoma","SEM-Mixed serous and endometrioid","SEM-Serous endometrial adenocarcinoma","Q1-Endometrioid endometrial adenocarcinoma","Q1-Mixed serous and endometrioid","Q1-Serous endometrial adenocarcinoma","Q3-Endometrioid endometrial adenocarcinoma","Q3-Mixed serous and endometrioid","Q3-Serous endometrial adenocarcinoma","count-Endometrioid endometrial adenocarcinoma","count-Mixed serous and endometrioid","count-Serous endometrial adenocarcinoma"
"ZFP30",0.870749325575682,0.49455564700378,0.536025411902777,189.18796952381,174.651675,206.838548275862,7.82986092357915,32.8332974049883,15.0146849512162,133.2924,124.213175,120.628075,253.2051,224.16955,268.822575,105,12,58
"ZNF549",0.928788654251318,0.425189582071703,0.953700318963426,165.004500952381,175.931241666667,185.039627586207,7.86738478632825,28.9987233811235,16.1511947159695,119.1223,101.9406,105.08535,203.935,253.752975,232.4141,105,12,58
"ZNF211",0.813519112086201,0.652210369863942,0.550446139689371,231.536617142857,208.2368,249.55699137931,11.7261486082893,32.6553723868445,17.7246046092301,144.5831,141.290025,150.626125,281.1608,239.463075,307.520475,105,12,58
"ZNF205",0.734273460500519,0.239827358805217,0.267578726392997,666.720312380952,742.588858333333,578.674920689655,33.641248058446,85.4255640598146,41.3499975279855,457.7934,482.7468,414.202825,733.1332,994.290925,663.214875,105,12,58
"ZNF45",0.810795091064193,0.53405155646588,0.487709566083996,223.823234285714,203.763116666667,242.485634482759,9.29627210775476,20.3389996210811,17.0143642126756,156.6339,178.7078,149.241275,278.4161,240.71875,311.3637,105,12,58
"ZNF133",0.983551768009099,0.00401628273428878,0.290045991913791,540.045903809524,555.254125,692.787886206897,24.4694016504867,64.8439373519059,46.4926060675382,400.108,377.528075,490.467675,636.3214,723.3802,750.424425,105,12,58
"ZNF436",0.993784369550608,0.967422503403456,0.971596615523359,535.065684761905,524.374133333333,548.296922413793,27.6043758633615,98.2511934556494,52.5404525069833,368.7877,255.031925,324.827625,648.0641,758.319125,585.974775,105,12,58
"ZNF484",0.779247218506878,0.986459026547287,0.83837763365095,55.2072971428571,47.57975,54.2509862068965,2.86031674335705,10.9631545089747,6.32896859386378,34.5596,29.802725,35.400325,70.4441,47.232175,64.87825,105,12,58
"ZNF780B",0.999697790538175,0.128913547431049,0.589441883261518,233.85472,234.952258333333,282.840762068966,11.1468500263166,35.573315795158,27.7513119695576,153.3711,131.376425,171.5751,277.8498,344.1244,326.547325,105,12,58
"ZNF557",0.999515788535248,0.721795115591137,0.904963296432336,158.979442857143,159.540108333333,151.157539655172,4.86650424110528,13.9825566796822,10.6983307015528,125.0646,125.445625,101.092925,181.5424,190.21795,174.0431,105,12,58
"ZNF337",0.986580950549198,0.243009392792109,0.774564518112901,549.386245714286,561.402716666667,615.846996551724,24.1204919452027,82.9701691693949,33.234987033637,380.6667,402.337025,465.557775,641.5227,678.522925,688.40385,105,12,58
"ZNF317",0.885384021557982,0.648913254713636,0.999979704639995,750.634148571429,808.714575,809.494594827586,19.3510826018015,77.3901832932279,84.1059414840359,626.5499,592.614075,480.55065,864.2232,929.576175,911.2874,105,12,58
"ZNF426",0.797496597412832,0.983939068267293,0.857806075147179,79.2052761904762,68.3859166666667,77.6530396551724,5.37983798681386,15.146749206057,7.39542472553158,33.871,35.401525,33.760675,110.3969,97.27745,99.300125,105,12,58
"ZNF331",0.825941114707682,0.0021411989209289,0.451747600560743,388.249527619048,431.045341666667,522.099510344828,17.784748362967,126.403437727581,35.6407913903552,265.3196,252.101475,372.925525,475.5571,420.140975,608.72515,105,12,58
"ZNF227",0.741109515665645,0.898316440085693,0.617680085758109,271.169661904762,243.189308333333,280.148401724138,10.6900127409556,23.7296615566042,20.1223214876943,201.878,210.022625,199.610875,334.1262,281.0392,334.7681,105,12,58
"ZNF141",0.897589150532016,0.387820612399354,0.512388880690731,101.653415238095,109.657883333333,88.8776948275862,6.47851973188524,17.7928717252794,5.63192098404844,63.2205,70.6271,58.30855,120.4013,135.9768,111.51385,105,12,58
"ZNF304",0.989125203389763,0.0223747605186286,0.42942567169411,222.513617142857,228.431816666667,282.804355172414,10.5011181860509,32.8896974520571,24.1234614625595,160.0313,154.56605,157.309275,281.637,288.925375,345.760175,105,12,58
"ZNF132",0.459168836521951,3.65277339042791e-07,0.207195652790863,38.5409838095238,52.2349833333333,72.5790517241379,2.75939704487616,9.11428788600152,6.73804552544159,19.6382,29.986275,30.602375,49.5726,63.062225,112.555525,105,12,58
"ZNF20",0.985276979776766,0.87860681351302,0.995296021512134,207.439651428571,213.552158333333,217.138670689655,9.04884288563812,25.9851622035988,21.9222543667035,149.8544,154.39485,110.981975,250.4749,231.3846,279.035525,105,12,58
"ZNF670",0.756348692898487,0.014632610849391,0.0846611463963532,94.4454266666667,81.9187416666667,121.087377586207,4.93313290815859,9.53174936438868,9.43926154633738,58.8117,62.1577,70.85615,118.872,106.90935,159.616275,105,12,58
