"gene","p-adj-Notassigned-CN high","mean-CN high","mean-Notassigned","SEM-CN high","SEM-Notassigned","Q1-CN high","Q1-Notassigned","Q3-CN high","Q3-Notassigned","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF394",0.356304003442428,836.252,584.629522222222,NA,60.8785634565392,836.252,430.812425,836.252,669.309025,447.872090909091,432.901768108108,416.129,400.0748,375.7717,483.0255,342.0891,498.7727,29.1227590076136,10.9089963970549,0.966574557547008,0.961420136544197,-0.0490470746549788,-0.0567610744485608,"UCEC"
"ZNF333",0.363884694273364,82.3253,146.370861111111,NA,15.7482444309704,82.3253,112.090675,82.3253,157.822275,374.081481818182,208.079202162162,358.0923,188.4748,319.58055,437.4106,147.084325,239.85915,26.8823531825445,5.20858103398615,0.556240317352295,0.526330222682811,-0.846219777142373,-0.925959855932146,"UCEC"
"ZNF382",0.160456814249607,9.388,37.0982333333333,NA,4.33152062112624,9.388,20.051125,9.388,49.570475,70.5654636363636,46.1750664864865,67.8387,40.4382,63.80855,75.43125,28.57155,57.027575,3.55412709877284,1.57139052205839,0.654357870082663,0.596093380327158,-0.611848229522449,-0.746389742753273,"UCEC"
"ZNF577",0.201897808680374,38.9962,228.545394444444,NA,32.7576612758756,38.9962,138.120025,38.9962,302.768,250.199872727273,203.914437837838,213.448,158.98115,199.9484,288.24175,114.976725,248.93385,20.0374812551655,8.13263170917928,0.815006161334511,0.744823797833664,-0.295117128926291,-0.425028925766006,"UCEC"
"ZNF75A",0.691276417464492,218.8121,286.146833333333,NA,38.2402686845606,218.8121,154.989725,218.8121,430.789225,246.319627272727,241.928194054054,246.5116,206.7268,190.02425,260.60025,138.877125,300.81055,24.4333627366989,8.04426686793143,0.982171809582145,0.838608811917979,-0.0259526801730101,-0.253930105099463,"UCEC"
"ZNF496",0.875592123894852,444.8456,413.675005555556,NA,44.9930856089446,444.8456,283.83235,444.8456,534.6273,603.013272727273,428.623396216216,535.6696,394.7713,512.8999,705.7536,290.615625,511.570625,39.7572229732892,9.83164393254783,0.710802590260847,0.736967899615733,-0.492479156135191,-0.440326314201714,"UCEC"
"ZNF2",0.0160045493083538,252.0311,151.202788888889,NA,8.64902168604891,252.0311,136.352625,252.0311,162.064475,158.309663636364,149.615220810811,158.0645,144.6795,133.25375,181.969,120.862675,169.0166,9.22967436720251,2.18599591327808,0.945079519305126,0.915319379114222,-0.081492371605877,-0.127652869230497,"UCEC"
"ZNF589",0.789646291274694,459.2887,583.942277777778,NA,105.521788490322,459.2887,343.0588,459.2887,692.010525,375.705009090909,601.019811891892,356.6992,509.3126,317.8526,403.38935,354.279225,737.508325,24.1925737596909,20.2136725492283,1.59971200103553,1.42784901115562,0.677812197564706,0.513843428684976,"UCEC"
"PRDM9",0.770672446852362,0,0.0768555555555556,NA,0.0595288424750537,0,0,0,0,0.274945454545455,1.03674945945946,0,0,0,0,0,0.8097,0.200440438835733,0.229361264544955,3.77074595095029,NA,1.91484995407262,NA,"UCEC"
"ZNF12",0.0407045396231478,186.3152,519.297994444444,NA,34.4883202018044,186.3152,448.174375,186.3152,590.233175,829.277036363636,586.919422702703,813.2296,568.92675,775.57845,902.7621,462.593625,679.3452,34.0030201158268,10.3024646694807,0.707748312043383,0.699589328770128,-0.498691691532807,-0.515419811699598,"UCEC"
"ZNF202",0.599038024297174,210.8684,325.709566666667,NA,49.1720748570047,210.8684,188.051575,210.8684,396.3071,305.654736363636,279.704692702703,291.6667,251.86605,279.7489,338.5887,202.212275,314.896025,12.058363165457,7.24392230153498,0.915100142174597,0.863540644166784,-0.127998464372387,-0.211664012375891,"UCEC"
"ZNF3",0.746327418116916,1308.1928,1177.08120555556,NA,91.4831315341472,1308.1928,846.20695,1308.1928,1398.58065,946.587827272727,1039.66987162162,942.5907,971.0408,715.046,1127.22525,765.099025,1263.808725,101.985675994903,19.6926572058126,1.09833429256858,1.03018287789175,0.135317224496995,0.0429004671249783,"UCEC"
"ZNF606",0.931962366471871,339.4476,326.090183333333,NA,35.365391668368,339.4476,233.873125,339.4476,409.833025,318.743509090909,311.62058,353.1509,291.1377,242.06585,384.79275,204.583675,381.505425,31.399800741526,8.61882935344498,0.977653100729096,0.824400277615037,-0.0326054483579396,-0.278583104185631,"UCEC"
"ZNF91",0.0350250466109319,56.3279,273.516722222222,NA,21.7508569774323,56.3279,232.028275,56.3279,323.6395,484.888263636364,410.568905135135,468.8716,385.91625,436.90995,514.5651,275.1369,497.275925,23.1728756329161,10.1561342490651,0.846728898027189,0.823074483504652,-0.240027967216799,-0.280905102733142,"UCEC"
"ZNF226",0.326300359450654,205.0912,296.239188888889,NA,20.6880962997541,205.0912,251.726425,205.0912,344.81825,365.987072727273,289.585733783784,371.3355,275.54765,282.5057,442.23815,206.6894,351.946975,33.4496876665241,6.14469515801698,0.791245799000059,0.742044997044452,-0.337802160097246,-0.430421421458284,"UCEC"
"ZNF229",5.95644853773614e-07,106.1563,7.03041111111111,NA,2.94751404297285,106.1563,0.605275,106.1563,5.765375,209.609345454545,28.8750616216216,195.8115,5.843,105.92015,317.7818,2.7188,12.065225,33.2203742859938,3.54025426129757,0.137756556412144,0.0298399225786024,-2.85980711055055,-5.06661239733209,"UCEC"
"ZNF180",0.310970030154473,77.2703,149.222422222222,NA,15.8067179032062,77.2703,104.95645,77.2703,193.385675,185.422381818182,146.659245405405,188.1313,139.5461,167.60545,198.735,103.060725,178.246825,13.4899203006327,3.71002407222488,0.790946831592391,0.741748449088482,-0.338347376644492,-0.430998089689666,"UCEC"
"ZNF641",0.285264233228569,14.443,85.3231388888889,NA,14.738327884594,14.443,35.70455,14.443,121.9706,236.250036363636,101.031267027027,189.3939,91.17405,170.8357,277.37275,58.740775,132.9915,27.9650248244263,2.78747185549402,0.427645508894312,0.481399084131009,-1.22551270590151,-1.05469469782133,"UCEC"
"ZNF610",0.506925028307646,75.1038,117.11055,NA,14.2148661861039,75.1038,74.216425,75.1038,162.61735,131.115790909091,145.430271891892,135.7587,136.5676,118.8883,146.1858,92.179625,184.817325,8.12951892914675,3.99662468222873,1.1091743479832,1.00595836583585,0.149486156483381,0.00857059674870095,"UCEC"
"ZNF528",0.340134461751521,110.4893,280.333044444444,NA,39.7013988133716,110.4893,168.655275,110.4893,389.067925,356.523072727273,380.381308378378,367.4746,323.54475,312.2159,413.53995,183.376675,534.39615,20.6777753497504,13.8082919870048,1.06691919114406,0.880454730748737,0.0934509100418051,-0.183679266189478,"UCEC"
"ZNF701",0.303309130071335,46.2177,93.1185444444444,NA,10.1363625098613,46.2177,57.364425,46.2177,121.795325,120.5736,136.567675405405,115.3488,127.9061,99.98155,137.4803,98.230775,169.167925,7.49372855356701,2.97152798574635,1.1326498952126,1.10886372463346,0.179701989582535,0.149082074358092,"UCEC"
"ZNF283",0.37850329532658,31.0525,51.0689222222222,NA,5.07837771697919,31.0525,40.007575,31.0525,65.096175,60.7869363636364,52.5863197297297,56.294,49.94495,48.83345,70.6306,36.456725,68.138275,5.35075408844012,1.22504528384699,0.865092450377013,0.887216221977476,-0.209073776504114,-0.17264235072171,"UCEC"
"ZNF558",0.0814524116150391,68.6044,420.720888888889,NA,43.6150478609572,68.6044,316.282625,68.6044,510.513525,417.611163636364,406.519769189189,421.9895,355.50505,353.49555,469.90695,258.88125,464.331725,23.9519741892672,12.802279961411,0.973440857398074,0.842449989869416,-0.0388347659987585,-0.247337048365966,"UCEC"
"ZNF597",0.997483619637173,35.3854,35.4671777777778,NA,5.86190097949761,35.3854,22.66615,35.3854,44.1427,49.6255090909091,44.8235894594595,48.4754,43.06255,43.2038,61.04445,32.750325,55.818825,4.18469849276568,1.07608428864662,0.903236869113968,0.888338208658412,-0.146823718384207,-0.170819050001606,"UCEC"
"ZNF30",0.296037456179984,51.9949,90.3299777777778,NA,8.1573486936088,51.9949,58.7518,51.9949,110.0663,99.5716727272727,96.2685705405405,100.1927,88.1507,88.94565,108.83645,66.374225,114.0504,4.30280531892415,2.21959091348552,0.966826888649552,0.87981160304094,-0.048670498095481,-0.184733467111432,"UCEC"
"ZNF354A",0.472753655143468,209.4241,323.668488888889,NA,35.691501836904,209.4241,215.8994,209.4241,410.77965,219.489518181818,277.478723513514,213.9785,252.16,190.07925,251.3607,191.419825,338.09175,12.9499595203426,7.62113660469773,1.26420034000739,1.17843615129557,0.338225108002709,0.236873594222691,"UCEC"
"ZNF764",0.773473943052518,295.3602,262.076044444444,NA,26.1091967686046,295.3602,208.841225,295.3602,282.764175,244.240954545455,246.669688648649,237.5954,227.0503,205.00195,267.71255,198.361325,261.9255,15.8009411360864,6.2302395589595,1.00994400839824,0.955617406734305,0.0142753117440501,-0.0654949619171609,"UCEC"
"ZNF747",0.616395656708505,310.5254,245.323988888889,NA,29.3119902729697,310.5254,158.635275,310.5254,314.404875,346.955918181818,284.120531621622,353.952,278.88055,322.6372,372.1646,217.105225,329.779925,10.7548504980761,7.17271077953481,0.818895187349799,0.787904998417865,-0.288249285716217,-0.343906407558488,"UCEC"
"ZNF778",0.275806231245518,24.5532,72.0035888888889,NA,9.66763531602157,24.5532,40.38645,24.5532,87.652475,88.5547454545455,73.1999497297297,80.6189,61.4102,64.0347,98.31695,44.99025,83.694175,11.9500685778585,2.41904994378685,0.826606743139505,0.761734531232751,-0.274726962176307,-0.392639796910808,"UCEC"
"ZNF212",0.514135649946711,428.2361,553.981933333333,NA,43.2933134000676,428.2361,438.796725,428.2361,642.338075,369.438009090909,434.637405675676,347.907,428.63875,322.50465,419.64985,337.949775,498.42005,18.1309095706223,7.92420306119565,1.17648264385466,1.23204980066512,0.234480037256213,0.301060572364402,"UCEC"
"ZNF282",0.636648423023716,1119.3356,1388.04941666667,NA,128.164438080295,1119.3356,1060.917425,1119.3356,1618.49265,1105.76756363636,1378.9548872973,1069.2103,1293.81695,1005.30075,1237.51835,1067.118475,1588.192925,60.6887137848385,25.1651512812565,1.24705673474681,1.21006779489498,0.318527101956627,0.2750878777634,"UCEC"
"ZNF160",0.109151298575307,257.8083,606.60685,NA,47.3303770641214,257.8083,454.3436,257.8083,805.760775,788.093,687.723474864865,722.5131,634.8692,679.0039,891.894,509.679675,818.56195,47.1336030495654,14.669746353448,0.872642536940266,0.878695763440137,-0.196537295322543,-0.186564356768477,"UCEC"
"ZNF415",0.311495619031913,87.3804,185.966438888889,NA,21.6820320454083,87.3804,125.6406,87.3804,249.198825,265.590272727273,212.627176216216,273.2919,207.4444,238.41135,293.50555,153.76405,264.956425,12.1160412072823,4.82251272459311,0.800583447702383,0.759057988912222,-0.320876306996719,-0.397717989061699,"UCEC"
"ZNF439",0.332409098830377,49.1063,117.401038888889,NA,15.7038056200141,49.1063,77.4351,49.1063,156.63685,126.193672727273,140.696333783784,117.6471,111.8837,94.5627,159.37645,76.174875,167.404975,11.5409874575799,5.82647057226239,1.11492383685396,0.951011117146109,0.156945159521278,-0.0724658888616544,"UCEC"
"ZNF440",0.17462267147493,74.3817,277.187466666667,NA,32.8406833187638,74.3817,154.1418,74.3817,343.712,557.931790909091,524.573215675676,341.6771,447.35795,218.6897,889.87625,302.79055,663.523975,126.141602384703,16.1889098686424,0.940210298504301,1.3093003599012,-0.0889446118459144,0.388796096543962,"UCEC"
"ZNF562",0.154331519359015,139.3753,409.356733333333,NA,41.546377766773,139.3753,307.677575,139.3753,467.048375,480.533518181818,588.535178918919,475.2688,563.8777,459.0634,514.58395,420.93305,701.331275,18.6278540299189,12.6707081822159,1.22475364704161,1.18643954747292,0.292491587649353,0.246638592918797,"UCEC"
"ZNF561",0.179265386667456,403.683,733.771533333333,NA,54.0604620098149,403.683,594.6674,403.683,900.483525,932.164490909091,786.215944324324,957.0681,764.44705,794.2443,1051.5968,583.9085,939.48695,48.096843774254,16.6131835858519,0.84343048034105,0.798738407434121,-0.245658935444501,-0.324205007367537,"UCEC"
"ZNF584",0.0251832550958176,331.4678,198.286883333333,NA,12.4482544894693,331.4678,180.058875,331.4678,205.507275,269.259818181818,251.097751081081,247.0817,236.02845,231.7832,308.24915,183.648375,296.390975,14.9698582483288,5.09810127506326,0.932548171415339,0.955264797028675,-0.1007498441929,-0.0660273948200935,"UCEC"
"ZNF274",0.832515500462935,254.9197,291.263805555556,NA,38.8257104507994,254.9197,188.95005,254.9197,384.906725,477.009509090909,341.256592432432,480.0625,299.8375,337.7934,589.79255,224.47655,418.549025,51.0568121341199,9.63879884860529,0.715408363834934,0.624580132795209,-0.483161109916472,-0.679041415336244,"UCEC"
"ZIK1",0.66485533084361,0,9.91318888888889,NA,5.15841495854763,0,2.2679,0,8.176625,129.173018181818,26.2993497297297,120.4188,8.82955,87.15895,173.50015,4.57275,20.175875,17.3715510089384,2.74954921768697,0.203597857353708,0.0733236836772996,-2.29620571619205,-3.76957692313485,"UCEC"
"ZNF540",0.560393635336847,15.8873,55.0302,NA,15.120154600238,15.8873,20.862575,15.8873,58.002575,117.470654545455,43.472677027027,114.6452,30.2556,99.281,124.86335,17.4854,51.342025,14.2004299951949,2.25925819649177,0.370072655126013,0.263906382473928,-1.43411955684869,-1.92190185277893,"UCEC"
"ZNF570",0.435716501729648,23.1089,37.4485555555556,NA,4.12101996613966,23.1089,21.2044,23.1089,51.7776,76.9674272727273,52.3969451351351,73.93,48.33495,57.89935,83.02075,32.3648,64.20325,6.93815743255554,1.95852113824435,0.680767786994766,0.653793453266603,-0.554765322614395,-0.6130931640763,"UCEC"
"ZNF57",0.198470082333072,54.1614,131.864988888889,NA,13.3216240018399,54.1614,100.603775,54.1614,158.797975,92.2476818181818,117.150302702703,101.1673,115.0904,57.3608,118.117,87.28865,140.06125,10.4825365453719,2.29052868382834,1.26995389362308,1.13762450910521,0.344776120108621,0.186024451982463,"UCEC"
"ZNF556",0.784193856925138,6.4994,10.6852722222222,NA,3.45151661261783,6.4994,0.10885,6.4994,17.992825,34.1279363636364,17.5535740540541,11.6732,11.6832,5.07045,65.5023,4.053525,23.381825,11.2359475450107,0.998413938277757,0.514346190376678,1.00085666312579,-0.959188375505624,0.00123537456889157,"UCEC"
"ZNF554",0.631159390336254,123.488,148.826705555556,NA,11.8901350371584,123.488,98.9903,123.488,186.9696,183.5009,134.121578378378,174.2671,130.0084,158.91655,198.72725,100.68435,157.63,12.8332722292556,2.58695029506532,0.73090419926212,0.746029514463717,-0.452245772576733,-0.422695387291374,"UCEC"
"ZNF738",0.319226182610699,114.8222,293.339155555556,NA,39.9130268038574,114.8222,168.390625,114.8222,406.1724,227.966209090909,381.840505135135,224.3941,340.334,182.5729,287.47195,231.94015,475.34925,19.714229840353,13.1538418346408,1.67498730034531,1.51667980575247,0.744150157183362,0.600916542795774,"UCEC"
"ZNF596",0.103892333022344,17.3316,134.251316666667,NA,15.6099995653432,17.3316,80.690225,17.3316,193.41595,102.282845454545,82.2174932432432,93.1937,73.85185,84.75265,118.7872,46.9689,105.055975,7.27034255560798,2.62739377226563,0.803824853306225,0.79245539129791,-0.315046910390274,-0.335598369180591,"UCEC"
"ZNF621",0.0140347975897863,64.2715,497.465744444444,NA,36.3056275365032,64.2715,437.983475,64.2715,584.34135,665.035409090909,562.472908108108,668.491,535.5849,603.5784,700.1461,424.0718,662.822425,29.4404719885783,10.4990919832124,0.845778886987383,0.801184907500625,-0.241647547784748,-0.31979285057035,"UCEC"
"ZNF680",0.086954768963809,48.3842,211.118283333333,NA,20.5515922121537,48.3842,168.0207,48.3842,239.848175,187.306472727273,220.508762162162,142.6783,214.898,136.6054,211.55355,136.411325,282.495925,26.9353835136782,6.47318242919947,1.17726183698539,1.50617157619624,0.235435228540403,0.590886124610139,"UCEC"
"ZNF483",0.530039366986506,3.6108,10.9659222222222,NA,2.63222130230053,3.6108,3.560275,3.6108,12.04715,91.1080818181818,15.7333164864865,79.7665,11.9539,56.6459,130.5425,6.7962,20.749325,12.723129065502,0.758235457090242,0.172688483529753,0.149861157252731,-2.53375622110283,-2.73830159752921,"UCEC"
"ZNF417",0.601321454424931,40.4405,170.966811111111,NA,56.2421651238124,40.4405,66.550075,40.4405,121.61085,386.966545454545,336.118393783784,388.8889,314.4986,365.95715,416.30115,236.6071,399.0755,15.1795522505733,7.43688542703609,0.868598068055125,0.808710662608267,-0.203239350949333,-0.306304461804125,"UCEC"
"ZNF791",0.242630042953232,20.9424,102.431588888889,NA,15.4433013594762,20.9424,57.414675,20.9424,132.78915,237.407009090909,140.699912162162,246.2366,125.46165,185.2423,273.79775,85.536825,180.389225,16.4097496720337,3.71096699202223,0.592652730435118,0.509516659992869,-0.754741101134804,-0.972798775000415,"UCEC"
"ZNF519",0.542036826483901,54.1614,39.4914722222222,NA,5.40865236745237,54.1614,22.794425,54.1614,58.396425,78.4072181818182,48.2536491891892,81.6754,39.85565,57.716,101.6533,24.048075,58.9276,8.7349364040961,1.87798582416943,0.615423558036379,0.487976183771368,-0.70034842467748,-1.03511735774142,"UCEC"
"ZNF25",0.243419079118686,38.9962,174.557888888889,NA,25.7356183925429,38.9962,110.714525,38.9962,220.252675,568.346918181818,165.184446216216,534.418,153.89485,420.7692,684.8468,109.94665,209.8005,49.7779705077125,3.90224302383479,0.29064017228184,0.287967190476369,-1.78269396883938,-1.79602364722478,"UCEC"
"ZNF77",0.2670342834821,31.0525,125.711805555556,NA,18.9235198036202,31.0525,69.382625,31.0525,165.13925,79.7612272727273,120.250376216216,71.9844,112.064,68.2128,88.06505,87.8238,143.401125,4.40176711535659,2.49675382195339,1.50762946268423,1.55678174715633,0.592281894100772,0.638566700122835,"UCEC"
"ZNF169",0.188448692754189,21.6646,64.4023833333333,NA,7.15567596355796,21.6646,50.254725,21.6646,71.150925,100.991409090909,74.4864562162162,105.973,65.68695,78.0642,120.97355,48.8531,89.8648,8.40243669131385,2.24213224260907,0.737552400612274,0.619846092872713,-0.439182543263951,-0.690018054570578,"UCEC"
"ZNF613",0.49671018506498,90.9912,130.612111111111,NA,13.0867952377263,90.9912,94.093175,90.9912,140.03995,109.027345454545,127.186501081081,100.0782,117.96635,82.93345,134.64355,97.9743,145.2873,10.048226310769,2.47210694646759,1.16655597319029,1.17874172397185,0.222255531759928,0.237247641673072,"UCEC"
"ZNF404",0.956689202547327,41.1627,39.49445,NA,6.94404380631838,41.1627,17.858725,41.1627,53.25675,98.7889454545455,35.3417318918919,93.0414,22.6222,56.0196,128.4236,13.846725,40.15075,16.5920069512147,2.23480238798461,0.357749864919383,0.243141225304004,-1.48297687267385,-2.04013356762835,"UCEC"
"ZNF135",0.444426294160138,228.9222,128.398944444444,NA,29.4547050991538,228.9222,11.79975,228.9222,233.378325,263.558709090909,138.436454864865,260.1156,102.1608,212.77665,305.41495,21.8102,210.01925,19.7859780116188,7.00958851993081,0.525258510114777,0.392751530473374,-0.92890046359413,-1.3483111974658,"UCEC"
"ZNF620",0.785537315016323,67.1601,77.0791333333333,NA,8.23152016282414,67.1601,47.0455,67.1601,104.7466,61.3418363636364,88.2151694594595,51.4641,79.47395,48.0328,77.9165,57.506075,107.050625,5.4138465269961,2.41526798972805,1.43809143463716,1.54425997928653,0.524155406030321,0.626915653677027,"UCEC"
"ZNF619",0.418433349757611,11.5544,33.3990944444444,NA,6.04314518157985,11.5544,17.87295,11.5544,41.486,77.5219272727273,50.9370027027027,74.4186,46.3607,64.81265,96.46425,32.896375,63.085225,7.24534135270998,1.30070153401614,0.657065742489902,0.622971945185747,-0.605890368755148,-0.682760900262073,"UCEC"
"ZNF354C",0.466660118300612,2.1665,15.6881166666667,NA,4.16587475445677,2.1665,2.21425,2.1665,26.379125,73.8834818181818,19.9009859459459,65.1466,14.61625,47.2198,97.47185,5.344875,27.99615,8.52055867787188,1.03683423267197,0.269356362967839,0.224359367948596,-1.89241194872383,-2.15611667102099,"UCEC"
"ZNF114",0.667100690266822,6.4994,89.4591722222222,NA,43.4806100802203,6.4994,8.808425,6.4994,52.693475,17.0274727272727,53.3657959459459,13.0293,18.5642,10.72115,17.72975,7.9031,47.8315,3.84496630920553,7.88581802338481,3.13409962833008,1.42480409538502,1.6480510416526,0.510763568367977,"UCEC"
"ZNF454",0.282140617278911,0.7222,5.42954444444444,NA,0.972262452639158,0.7222,1.899225,0.7222,8.521325,48.1390454545455,10.0010748648649,51.7677,6.6381,41.8454,54.7887,3.8125,11.155325,3.63248183456294,0.610025857481218,0.207753908920114,0.128228605868138,-2.26705247311865,-2.96320995351999,"UCEC"
"ZNF543",0.783077592471864,70.0487,86.2352333333333,NA,13.2762322039304,70.0487,49.5905,70.0487,124.5102,193.547618181818,128.231432702703,186.4831,121.9889,176.42685,192.60065,91.1148,157.184475,11.0730499178519,2.58125494492392,0.662531701021722,0.654155255891821,-0.593938608154137,-0.612295012187254,"UCEC"
"ZNF354B",0.190442137029999,19.4981,86.3518666666667,NA,11.2466636410203,19.4981,52.65345,19.4981,105.8671,117.088690909091,112.944452162162,117.6471,104.2768,97.2628,127.725,75.4744,137.026975,7.57007481091237,2.89513571406371,0.964605986156713,0.886352489776629,-0.0519883316755842,-0.174047542697722,"UCEC"
"ZNF223",0.442077449315535,37.5519,74.0294166666667,NA,10.6325216568422,37.5519,42.420775,37.5519,102.097325,78.3944727272727,66.8780891891892,77.0713,63.73685,67.1433,88.04645,39.922925,91.581825,5.3714062919583,2.08141200998621,0.853096996032514,0.8269855315792,-0.22921831144516,-0.274066005758686,"UCEC"
"ZNF713",0.251877165752151,18.776,64.7752611111111,NA,8.89681569174894,18.776,41.838925,18.776,78.1415,104.7854,81.9235389189189,101.1535,73.59715,69.77525,130.1631,48.2658,104.10425,13.1653849949852,2.56327646321178,0.781822075584184,0.727578877646349,-0.355087773644418,-0.45882443419207,"UCEC"
"ZNF552",0.533218002588868,75.826,240.736577777778,NA,59.4818505202918,75.826,113.244825,75.826,240.28085,143.779718181818,273.833637297297,133.9174,242.25515,86.3391,176.6548,172.339025,349.710375,22.5777810586217,7.00509983822848,1.90453591619242,1.80898934716475,0.929439494844866,0.855183912194728,"UCEC"
"ZNF154",0.249979133162013,1.4443,6.54269444444444,NA,0.981991627876942,1.4443,3.32785,1.4443,10.25015,65.5566727272727,13.3346291891892,53.2387,10.49875,48.33365,93.144,6.502975,16.34895,10.3041768561288,0.587388773385714,0.20340613143476,0.197201471861635,-2.29756492671851,-2.34225777522247,"UCEC"
"ZNF571",0.204342828875051,45.4956,85.45785,NA,6.94556836495319,45.4956,61.5682,45.4956,109.6414,135.329654545455,117.693001351351,127.5253,103.2375,110.68365,158.8893,75.2068,140.815725,9.70315429590121,3.71074541164252,0.869676359898049,0.809545243179197,-0.201449476498051,-0.304816383987328,"UCEC"
"ZNF443",0.131544687985635,44.7734,174.232033333333,NA,18.7460577766776,44.7734,119.2262,44.7734,196.3173,143.263109090909,288.526797837838,137.7649,247.77275,128.91405,158.075,176.844875,346.67065,7.02447256786074,9.07395253106917,2.0139643741415,1.79851870832121,1.01003816313418,0.846809166569121,"UCEC"
"ZNF792",0.514077431560704,62.8272,95.5089222222222,NA,11.250486259747,62.8272,54.61795,62.8272,120.64795,140.171209090909,113.70111027027,123.534,105.9295,103.4963,174.57355,80.6927,137.412825,13.9160071664479,2.61123715257743,0.811158803635121,0.857492674081629,-0.301943710914601,-0.221803749096083,"UCEC"
"ZFP82",0.0865175310113964,192.0924,79.3771166666667,NA,14.2132203222254,192.0924,38.32955,192.0924,97.820375,165.185772727273,89.8384705405405,167.7524,83.5166,131.362,193.93095,51.913725,117.819025,14.6834115362516,3.1370249183777,0.54386324595198,0.497856364499107,-0.878684162510263,-1.0061985214988,"UCEC"
"ZNF707",0.567445174795356,246.2538,305.597072222222,NA,23.3458956104026,246.2538,255.17195,246.2538,374.254475,177.559518181818,297.573963783784,176.7005,249.46375,161.5229,186.6432,203.3046,325.27145,6.81291945149158,8.77581808062725,1.67591107945603,1.41178859143013,0.744945604508006,0.497524068120275,"UCEC"
"ZNF746",0.100804926880404,235.4216,548.904433333333,NA,41.4476581560942,235.4216,440.8381,235.4216,656.602925,540.674181818182,581.480859459459,541.5309,570.71335,483.77255,592.24855,482.737825,656.8259,24.4205253182118,8.12127788626279,1.07547369379476,1.05388879932798,0.10497223671263,0.0757226495922488,"UCEC"
"ZNF678",0.447450161142916,11.5544,38.0674222222222,NA,7.82141795904274,11.5544,12.07025,11.5544,53.047675,42.4106545454545,50.2269827027027,42.9319,40.9245,38.9729,47.5763,25.489975,66.28295,2.78138360210635,1.84427067013977,1.18430104984281,0.953242227807295,0.244035861294605,-0.0690852317994225,"UCEC"
"HKR1",0.409774982394103,572.6665,837.032533333333,NA,71.7636843712742,572.6665,591.916225,572.6665,1030.515325,764.412845454545,869.141023513514,737.5954,803.7155,661.8986,819.61745,620.388675,1011.1339,41.6688143301992,22.3482331175908,1.13700473334758,1.08964277705636,0.185238260178158,0.123855246711227,"UCEC"
"ZNF101",0.22168120655463,36.1076,116.324027777778,NA,14.5064918703263,36.1076,76.262625,36.1076,132.69155,75.1953454545454,112.556141081081,71.9697,100.1918,64.7188,87.70905,76.85395,133.727625,4.59681826850948,3.01303086336309,1.49684984357336,1.39213863612048,0.581929504764854,0.477302889120687,"UCEC"
"ZNF716",1.62758695410048e-13,14.443,0.0388666666666667,NA,0.0388666666666667,14.443,0,14.443,0,1.28699090909091,3.66979216216216,0,0,0,1.33095,0,1.62735,0.754462402395308,0.692992297166274,2.85145150306803,NA,1.51169649583993,NA,"UCEC"
"ZNF708",0.0558664163981307,16.6095,133.876488888889,NA,13.1085744221797,16.6095,99.718275,16.6095,172.190975,197.680063636364,180.507191891892,166.4581,165.3203,144.41805,228.26455,119.634825,214.466325,28.9732013705903,4.70221631281395,0.913127953175584,0.993164646238302,-0.131111061098668,-0.00989518818984189,"UCEC"
"ZNF721",0.0704765494068589,90.2979,429.062222222222,NA,40.2701187105104,90.2979,308.6491,90.2979,560.343025,472.447963636364,438.001009459459,485.0063,414.5432,420.2502,527.90215,312.854775,524.2269,25.2717136797656,10.0064268306023,0.927088363527338,0.854717144911313,-0.109221241961942,-0.22648103295788,"UCEC"
"ZNF662",0.873939003350548,135.7646,105.656572222222,NA,42.8842785004837,135.7646,9.46935,135.7646,93.17065,289.177081818182,73.7971335135135,256.4504,30.0751,244.37175,332.5357,14.195475,96.21325,22.108173616959,5.07852773631296,0.255197033767403,0.117274529499662,-1.97031653456957,-3.09203838207194,"UCEC"
"ZNF320",0.488680640143809,301.1374,998.6161,NA,226.080827510365,301.1374,429.3758,301.1374,983.61045,587.146481818182,799.258419459459,597.7199,718.8283,495.646,672.70905,557.1261,921.937325,40.5115110490156,21.0898548559617,1.36125897746069,1.20261731289187,0.444941563502555,0.266177632849565,"UCEC"
"ZNF530",0.425529494215714,105.0587,71.8484055555556,NA,9.33167894131714,105.0587,40.542325,105.0587,83.35605,50.7293090909091,72.7963327027027,53.7634,62.7786,42.3828,59.73705,45.24425,87.8662,3.69204487317492,2.20883080647931,1.43499554808146,1.16768284743896,0.521046261102518,0.2236484792186,"UCEC"
"ZFP1",0.129328197767629,101.8234,253.205688888889,NA,21.7858308952148,101.8234,172.6022,101.8234,284.723275,259.6316,188.485656216216,228.3034,182.44925,207.6189,318.2686,132.413075,230.4311,22.7251694093535,4.33152755643879,0.72597348017813,0.799152575038304,-0.462011247374749,-0.323457124603835,"UCEC"
"KRBA2",0.310284612475172,5.7772,34.0339277777778,NA,6.19848407449897,5.7772,14.623575,5.7772,39.433325,141.207554545455,63.2492456756757,142.1756,57.70345,118.8678,156.8812,37.84565,82.699125,11.1066730604981,1.72161544584519,0.447916868748802,0.40586042893436,-1.15869709513274,-1.30094440960203,"UCEC"
