"gene","p-adj-MSI-L-MSI-H","p-adj-MSS-MSI-H","p-adj-MSS-MSI-L","mean-MSI-H","mean-MSI-L","mean-MSS","SEM-MSI-H","SEM-MSI-L","SEM-MSS","Q1-MSI-H","Q1-MSI-L","Q1-MSS","Q3-MSI-H","Q3-MSI-L","Q3-MSS","count-MSI-H","count-MSI-L","count-MSS"
"ZNF765",0.965970805349268,0.306373368669161,0.761167703816556,216.620157142857,195.98495,139.56692,43.6983664579715,143.30755,22.8767966357899,145.1169,124.331175,79.5281,290.6419,267.638725,203.2862,7,2,10
"ZNF124",0.992656705819008,0.271953382265836,0.646973860195298,154.150014285714,145.90635,83.80727,33.3218180179753,106.28945,25.2169485244395,99.65685,92.761625,23.9018,220.7111,199.051075,130.6636,7,2,10
"ZNF569",0.634469927603726,0.556864491186671,0.955988315663137,134.346071428571,85.06275,99.83412,29.1715580036831,6.36085,19.7864705509418,94.8883,81.882325,52.7025,185.87195,88.243175,149.394575,7,2,10
"ZNF777",0.869193708135789,0.599636327874214,0.499921760123813,701.645885714286,776.2615,612.95353,73.5948096515885,174.9792,52.8263585286467,593.29365,688.7719,511.21155,812.4663,863.7511,734.664325,7,2,10
"ZNF605",0.623784096008301,0.999873940289999,0.609603342598981,445.648371428571,555.5088,446.73468,35.7668604079165,190.6819,48.7113458071361,368.8581,460.16785,353.2938,504.1524,650.84975,532.39265,7,2,10
"ZNF799",0.596349561286248,0.989658621011436,0.523531753065785,174.1194,93.9395,180.99039,38.863871408981,2.9513,33.5647830488063,127.1538,92.46385,130.4399,204.6099,95.41515,231.8327,7,2,10
"ZNF782",0.389612180460257,0.236914268905428,0.946070572939393,61.1221428571429,37.2108,42.64871,7.79539326687051,18.0554,7.15610959385134,42.63615,28.1831,24.868025,76.5854,46.2385,60.053825,7,2,10
"ZNF846",0.994315046912429,0.00243215011137798,0.0602222269329433,24.1772142857143,25.6829,61.19399,3.84330840270454,13.4931,7.04745256989991,17.4868,18.93635,41.370625,30.57325,32.42945,73.8157,7,2,10
"ZNF136",0.965574706718637,0.549067264136965,0.909682573350719,158.499257142857,144.3265,121.77428,28.6925558757955,21.1223,21.8648247030339,118.9438,133.76535,77.1729,212.89125,154.88765,159.629625,7,2,10
"ZKSCAN5",0.758133699192801,0.67823022239607,0.425427771438665,399.538385714286,340.68015,442.53697,40.310696598371,48.95855,32.5722344092328,331.3989,316.200875,387.628,474.11745,365.159425,467.052475,7,2,10
"ZNF33B",0.0607375778400687,0.136079702873774,0.430861534599813,547.704857142857,1134.46555,843.7285,79.8481876994053,311.76865,101.804482434004,413.213,978.581225,557.2675,591.5107,1290.349875,1157.163375,7,2,10
"ZNF431",0.271294040442759,0.957450510561375,0.324100008207789,88.7085142857143,151.29175,95.4396,17.3282785583954,74.67005,12.4615397169317,67.1463,113.956725,78.744825,118.65405,188.626775,115.0893,7,2,10
"ZNF418",0.125652225139809,0.528753880101915,0.338056727486623,32.2587571428571,144.729,68.75502,20.724875776638,45.9044,23.6868888757839,3.00865,121.7768,6.46165,34.2744,167.6812,149.92925,7,2,10
"ZNF700",0.354479361272312,0.538133109068475,0.719465915340369,339.154185714286,190.95045,269.72605,54.7115579411936,6.26335,40.1755247457516,245.421,187.818775,201.981325,414.5281,194.082125,367.927775,7,2,10
"ZFP28",0.31804786119908,0.953135362704004,0.382998012972594,154.480385714286,77.2641,145.11726,31.1274017342049,18.9271,16.5729578104761,127.5337,67.80055,105.22855,195.8077,86.72765,180.220475,7,2,10
"ZNF585A",0.959306175770319,0.923339377559764,0.999032190200642,91.0071285714286,100.5464,99.14137,18.0449704542728,11.7349,13.3420637195804,57.6579,94.67895,55.033125,121.9808,106.41385,131.305125,7,2,10
"ZNF138",0.919409473510409,0.458069232179205,0.480087284284828,180.559257142857,145.48025,247.83587,37.1147241825991,30.11235,39.4638697477186,131.35345,130.424075,158.605375,205.5847,160.536425,316.04105,7,2,10
"ZNF429",0.831306686470098,0.805772169510368,0.977818807167991,238.882128571429,104.23045,149.31175,155.612361070356,20.64315,58.8953910349325,60.1778,93.908875,78.3009,127.83785,114.552025,113.978625,7,2,10
"ZNF470",0.156155583779184,0.121926067200828,0.773790004710325,227.333514285714,104.82565,146.49685,42.2186181983248,13.40205,15.859199642943,129.596,98.124625,113.56485,286.48505,111.526675,177.96175,7,2,10
"ZNF100",0.998966312997691,0.396857611374141,0.705486762452276,192.5762,190.10845,145.80913,33.1611457065702,28.15805,19.1548340351292,144.9041,176.029425,109.430075,244.70745,204.187475,178.6353,7,2,10
"ZNF398",0.0287731018292386,0.357313169546153,0.129453492628224,509.491785714286,310.54645,449.07718,36.1232267884821,2.03514999999999,26.9585320185849,454.22505,309.528875,415.379375,536.15325,311.564025,498.726075,7,2,10
"ZNF498",0.866979323073523,0.999240201026125,0.869692178806528,341.845028571429,300.70695,340.00866,49.3540647695314,27.74225,25.2322542004528,277.6838,286.835825,282.132875,405.29805,314.578075,387.136075,7,2,10
"ZNF441",0.807862054679116,0.401176452520591,0.979112559850832,108.776842857143,81.5132,73.28168,22.041772123887,6.6329,17.202502272446,79.0548,78.19675,51.40795,140.14015,84.82965,76.30565,7,2,10
"ZNF420",0.914173676118182,0.518090638483758,0.954385363592843,92.8517285714286,75.3351,63.14618,21.7610530049478,34.8475,16.4390406203025,61.8767,57.91135,21.047625,120.5528,92.75885,109.580825,7,2,10
"ZNF763",0.88716877754321,0.94251169806105,0.770788831714845,67.3338857142857,78.6735,62.4424,14.9878006578593,15.3622,7.23736011566219,47.86665,70.9924,47.76175,89.90435,86.3546,66.74635,7,2,10
"ZNF679",0.0107065714091885,0.991220629914899,0.00712088268549227,0.181342857142857,4.7221,0.07597,0.118866445377721,4.7221,0.07597,0,2.36105,0,0.27,7.08315,0,7,2,10
"ZNF682",0.9991338677896,0.90376788294328,0.970709959609177,144.643842857143,148.60165,171.01905,36.9408065850777,81.55765,44.4004672010335,94.1793,107.822825,60.781425,193.5918,189.380475,262.9124,7,2,10
"ZNF772",0.51623351324859,0.535328662445587,0.887420199636509,54.3636857142857,177.1698,127.65278,31.2235721525339,77.4745,52.3313047543497,6.12115,138.43255,21.46395,80.57365,215.90705,140.577925,7,2,10
"ZNF257",0.585234455483837,0.998447976711123,0.543929486189296,19.3636571428571,0.96005,19.96192,8.59314881205501,0.08935,7.65056338310091,1.2752,0.915375,2.636175,41.8207,1.004725,26.597275,7,2,10
"ZNF785",0.77683481477124,0.96448990658039,0.666479856736659,210.498,161.94815,221.70781,30.2424336650233,43.73305,30.4953226761287,184.8105,140.081625,143.077775,266.52285,183.814675,297.4295,7,2,10
"ZNF98",0.114999234739068,0.832380483886431,0.18975204111631,2.60728571428571,14.33745,4.57128,1.02364230299934,12.59605,2.08973201731174,0.54705,8.039425,0.55695,4.1466,20.635475,4.94805,7,2,10
"ZNF786",0.999499249782866,0.7710420026902,0.885331984408152,285.509485714286,288.5011,243.2499,64.3919118429904,7.9726,28.0686393260798,214.26535,284.5148,158.0598,335.12805,292.4874,326.3644,7,2,10
"ZNF517",0.811157788929265,0.263511159660045,0.918955577678398,312.221514285714,399.67085,453.1345,38.3004577990819,228.97525,60.3646965571416,233.79465,285.183225,327.329275,386.3495,514.158475,491.77425,7,2,10
"ZNF675",0.971400171932201,0.960385786363503,0.911926823235574,136.501042857143,147.89725,128.23079,24.363058577367,38.18895,19.2791397855901,104.4443,128.802775,95.571,185.0646,166.991725,176.1713,7,2,10
"ZNF860",0.45034446419397,0.97620133127556,0.501060214415112,32.7871,11.4663,30.56834,10.9122800277398,3.771,5.14477193627343,11.1238,9.5808,25.3594,50.05625,13.3518,38.376725,7,2,10
"ZNF695",0.959966023251523,0.699357193193346,0.969725659485478,150.113671428571,133.785,120.10602,23.1995410825887,24.3988,26.9786548184375,116.80355,121.5856,50.974275,199.18085,145.9844,194.23355,7,2,10
"ZNF665",0.508624040833412,0.429919631162887,0.930390151698402,26.5765571428571,12.2665,16.69241,7.25205233788067,3.1241,4.40195119750448,15.95575,10.70445,6.781625,35.91025,13.82855,20.915425,7,2,10
"ZNF624",0.852854140947293,0.781104018793203,0.990771168643721,83.0884571428571,69.4517,72.61548,7.41997721331558,17.645,11.9848022626139,74.22485,60.6292,40.382925,89.00575,78.2742,104.3893,7,2,10
"ZNF841",0.508438845488035,0.99058453098355,0.533967127159635,220.240685714286,127.35025,213.63793,38.1064816000752,59.43555,33.2052703998328,131.32515,97.632475,142.580475,297.61315,157.068025,277.511925,7,2,10
"ZNF615",0.328297855868523,0.41405477600584,0.767707308187946,224.502142857143,102.0701,158.06994,54.0283698036497,10.2112,23.225216370451,126.16065,96.9645,106.736575,289.54965,107.1757,186.048425,7,2,10
"ZNF433",0.809560913771745,0.925003571458111,0.913856941012691,140.405314285714,107.06535,128.01266,20.7376319377694,0.0308500000000009,24.2950954314844,112.4102,107.049925,74.982025,174.1211,107.080775,178.730275,7,2,10
"ZNF595",0.35880097071765,0.896922492907951,0.483085867100061,137.652842857143,217.78195,153.21155,20.0826852987943,34.06405,26.0301350474418,98.00055,200.749925,99.724025,179.2241,234.813975,198.14425,7,2,10
"ZNF460",0.683438238437741,0.959756287120369,0.560393636241222,30.3958,44.2719,27.62568,7.46895254554607,35.1295,4.66176284591045,20.4687,26.70715,17.780725,33.98495,61.83665,37.9515,7,2,10
"ZNF81",0.753642852900762,0.890907170004168,0.56289964638068,57.6091714285714,40.29355,64.37274,10.9061093268584,11.12505,10.0170140751202,36.22375,34.731025,45.530425,77.4373,45.856075,78.542275,7,2,10
"ZNF780A",0.572983414152974,0.775794441624788,0.808971049525582,285.5391,204.34735,252.18622,20.2415669049748,116.40655,35.303891595406,265.0623,146.144075,165.519975,316.974,262.550625,300.9106,7,2,10
"ZNF461",0.943667334241356,0.948804880392586,0.85635855512943,93.0457571428571,103.51725,86.91946,14.9645542178343,6.62645,13.4811778224901,64.24345,100.204025,62.10315,108.46565,106.830475,111.6958,7,2,10
"ZNF181",0.84573389676175,0.971784615619104,0.756030890538118,119.972528571429,141.5686,114.51186,20.2218648887277,3.40309999999999,15.1190516304885,72.11005,139.86705,77.490425,159.35125,143.27015,137.591925,7,2,10
"ZNF44",0.965551607855246,0.999912450164561,0.965325646173178,212.4243,189.76625,211.72913,18.1897729263295,32.95305,45.2668860979661,180.19225,173.289725,126.181975,252.37295,206.242775,230.6678,7,2,10
"ZNF790",0.941740043608491,0.455080778098987,0.900144278783126,113.882071428571,102.50415,87.93025,16.2943393130094,29.36525,13.580863836273,85.3777,87.821525,68.457925,127.59595,117.186775,106.509025,7,2,10
"ZNF677",0.854340169734718,0.881942566749897,0.671679706972975,31.6709571428571,46.38705,23.59945,17.3216837152009,24.61955,7.35230256172627,5.37955,34.077275,6.25145,32.2109,58.696825,33.556825,7,2,10
"ZNF823",0.912154541588515,0.253738835639235,0.807743787428572,163.9622,143.516,113.2928,29.2138268782911,49.9157,15.3402126378715,108.4492,118.55815,89.528775,217.3855,168.47385,130.5098,7,2,10
"ZNF311",0.493438134838321,0.432877646369162,0.918683764825884,1.80851428571429,37.2926,25.65879,0.459547985695142,15.5251,15.9297573037483,1.10035,29.53005,0.33115,2.63505,45.05515,28.6255,7,2,10
"ZNF347",0.963764402876966,0.631239264372715,0.944628864327132,88.0616,78.8631,67.81568,16.4013172908677,52.3067,12.7409876038346,61.36815,52.70975,37.199225,125.38105,105.01645,87.89525,7,2,10
"ZNF273",0.978335036893402,0.398303924970184,0.554799314884586,107.244071428571,94.1459,161.0328,22.5812362037675,2.5019,30.8932009999432,86.3936,92.89495,104.433775,137.66535,95.39685,199.515675,7,2,10
"ZNF84",0.990758520823232,0.571897285542783,0.863617516269471,938.201142857143,992.6612,1202.70837,92.5756349705314,437.9004,201.0326508949,786.36395,773.711,620.87195,1107.02175,1211.6114,1813.40005,7,2,10
"ZNF667",0.237221291102161,0.293165597491845,0.728554621290409,31.0335714285714,133.49445,88.77603,17.4841016447149,15.51445,29.3576923324934,2.3914,125.737225,16.2603,50.05135,141.251675,122.3263,7,2,10
"ZNF649",0.667556552213727,0.0562895414823554,0.0582436532976579,268.245042857143,336.86565,145.845,38.0542860186969,83.92705,29.9458025158637,243.0244,294.902125,83.56525,323.3503,378.829175,191.0489,7,2,10
"ZNF248",0.0636993263453529,0.182931614799588,0.385852718771162,312.862657142857,706.2187,496.02858,41.9928619540946,21.6873,79.2216032795794,235.9936,695.37505,352.47605,392.47715,717.06235,553.8137,7,2,10
"ZNF544",0.534619316365978,0.992682524065822,0.47014338085623,537.109371428571,853.74335,516.46543,135.983473531113,504.97975,95.4532633080831,288.29455,601.253475,397.85725,778.1357,1106.233225,698.35465,7,2,10
"ZNF251",0.961941958195307,0.147544597002367,0.593858020016045,367.018957142857,409.25845,561.24196,65.5377917001432,213.72805,63.0324903327063,214.6071,302.394425,441.577075,481.52765,516.122475,705.39945,7,2,10
"ZNF607",0.999432867920904,0.576797212107094,0.777909746085693,267.625814285714,270.34295,214.6465,51.8921984810518,89.23715,23.46357780278,166.1995,225.724375,147.887425,313.24375,314.961525,269.56525,7,2,10
"ZNF334",0.0212290269026838,0.790538240874778,0.039527704714017,4.72865714285714,123.16375,20.62082,1.66744181234339,120.98695,10.0161417692509,1.4463,62.670275,1.585175,7.20965,183.657225,19.1014,7,2,10
"ZNF485",0.199192230242901,0.883658088017222,0.106820847577419,90.1404857142857,149.9118,80.46676,18.4269522213087,21.4834,11.5813753348037,52.7308,139.1701,55.405275,118.48655,160.6535,112.07345,7,2,10
"ZNF192",0.90830000001171,0.998031853011867,0.885406819520254,144.344142857143,194.1768,139.97432,41.0531883597066,154.5599,50.9308199371195,68.39895,116.89685,23.301125,194.6393,271.45675,261.141925,7,2,10
"ZNF442",0.389006558843251,0.0574419898575997,0.978785528698699,34.3263714285714,16.7093,14.2226,8.49269895702337,0.269399999999999,3.65802445948933,22.1255,16.5746,7.88905,39.48165,16.844,15.576775,7,2,10
"ZNF813",0.998936862766758,0.399900209330699,0.708097055315053,86.9751857142857,84.6219,43.19313,32.7890772352873,72.4321,13.2445153861098,40.1939,48.40585,11.878875,134.5377,120.83795,59.3373,7,2,10
"ZNF26",0.808373580065571,0.719545351513899,0.501756762065259,304.346485714286,202.08745,382.83117,25.1560882486813,81.76105,83.3356275593019,261.84925,161.206925,186.92725,322.0426,242.967975,534.575675,7,2,10
"ZNF69",0.539286210227038,0.427500179755902,0.94996183632913,160.847857142857,95.9427,113.68204,29.3283407270401,18.9898,24.2602854247714,102.9933,86.4478,62.50525,199.2421,105.4376,164.971375,7,2,10
"ZNF583",0.992198523569718,0.770448247761459,0.840434201281337,58.2406857142857,60.55475,49.96376,11.9765917566295,19.19645,5.39089225899057,38.3629,50.956525,39.4687,74.7117,70.152975,63.033775,7,2,10
"ZNF568",0.772844880389253,0.980090482828479,0.826227724722038,73.2123142857143,50.94325,69.4188,12.1450740593799,18.97545,14.5457283367317,54.5588,41.455525,38.5093,92.7955,60.430975,105.467725,7,2,10
"ZNF480",0.605962666299296,0.886992509743342,0.763786362849137,564.346471428571,411.66205,519.01271,66.4030491690157,152.19315,65.4901746925097,412.8184,335.565475,403.1004,707.69015,487.758625,564.261325,7,2,10
"ZNF587",0.143844273421656,0.999998924085524,0.127205357523758,420.3299,971.391,420.09357,49.9510794846318,857.0984,58.8337136988744,324.45225,542.8418,279.189175,518.599,1399.9402,519.19725,7,2,10
"ZNF808",0.737029361452956,0.711733140632634,0.959971795258874,160.041171428571,127.9605,139.20097,25.5920698958329,59.1751,10.9728664485534,116.3241,98.37295,112.493175,185.7553,157.54805,156.781725,7,2,10
"ZNF43",0.743108107516616,0.724947713660837,0.958987864792542,310.8926,444.0645,396.15769,86.048190351841,64.8743,73.3409092130313,154.81595,411.62735,244.111375,446.02235,476.50165,544.9864,7,2,10
"ZNF28",0.951948871852216,0.525413260542218,0.580046645603973,368.037928571429,418.78265,253.01616,68.1057585983661,318.21665,59.4273327714897,293.01655,259.674325,86.501975,499.5643,577.890975,384.7833,7,2,10
"ZNF627",0.712664552937164,0.966405983672001,0.599998167816585,380.3152,497.001,357.76738,65.9487971395811,31.176,62.7668546706297,310.8531,481.413,273.74415,474.84015,512.589,376.561125,7,2,10
"ZNF789",0.667795714636563,0.907879849793789,0.48994795262459,197.403114285714,104.36665,225.0931,40.6848299093832,37.55755,48.75973005837,131.7071,85.587875,107.9124,226.7273,123.145425,260.344325,7,2,10
"ZNF534",0.65468519116441,0.758993455920366,0.88793970345331,8.28091428571429,4.14715,6.24105,3.17327632344963,1.09965,1.11913686425944,4.5696,3.597325,3.911,8.86955,4.696975,7.738675,7,2,10
"ZNF525",0.919337907394634,0.117420390517217,0.622151699630411,426.021814285714,354.68625,188.82216,124.62274631596,254.99095,21.9318121620687,229.02785,227.190775,130.802475,433.25295,482.181725,248.408975,7,2,10
"ZNF814",0.951186790498521,0.999302964553017,0.954903169145053,555.334214285714,670.28255,563.66006,151.851641023103,387.97085,161.291239891328,295.01025,476.297125,261.668775,633.7412,864.267975,776.3586,7,2,10
"ZNF551",0.554775824864565,0.392795320882184,0.158202424303381,101.449,170.5498,47.33622,32.6291323095671,143.5581,15.2636740632552,53.1917,98.77075,13.7465,160.3937,242.32885,66.084725,7,2,10
"ZNF805",0.751111118925184,0.962470410082252,0.829904740170023,267.711285714286,349.3265,285.89898,30.5893227013192,197.3892,46.6765773034775,224.23565,250.6319,201.29175,258.94825,448.0211,297.17765,7,2,10
"ZNF468",0.936621747411523,0.124409723872942,0.605785214885301,468.659171428571,409.66425,249.65351,93.5685046780565,318.24065,41.6262383689648,357.0013,250.543925,146.2119,644.33615,568.784575,326.048225,7,2,10
"ZNF616",0.603474223366002,0.39684600225134,0.986353398342008,155.096142857143,113.3461,119.89043,25.1101118571199,59.798,11.6188891882146,113.2626,83.4471,97.834575,206.7629,143.2451,124.3251,7,2,10
"ZFP57",0.974989262638515,0.514470935522635,0.625999193549963,2.31977142857143,0.1749,9.21901,1.20503534678731,0.1749,5.19300353222059,0.27,0.08745,0.5145,3.86685,0.26235,9.18235,7,2,10
"ZNF155",0.977223333546847,0.70337100101164,0.75191207799669,169.3054,155.49475,202.84522,21.4413732077007,48.08075,31.5327698228325,123.46905,131.454375,129.95075,220.671,179.535125,211.4259,7,2,10
"ZNF425",0.975531968067265,0.993953923778572,0.987211977895726,107.991314285714,121.9433,112.23159,28.646742742932,100.9561,24.2203093487284,41.8951,71.46525,62.901025,150.7549,172.42135,149.017025,7,2,10
"ZNF611",0.997778352714066,0.6618680833812,0.809329486842836,149.1993,153.8306,109.8878,44.7419042064382,119.0026,14.8741647908715,55.9963,94.3293,93.670325,194.06285,213.3319,138.9993,7,2,10
"ZNF254",0.982331668054801,0.957835284710112,0.929761470968324,302.7813,280.35235,324.22987,55.6937778658399,66.39065,52.4597282025493,214.28845,247.157025,236.755125,416.04545,313.547675,414.585375,7,2,10
"ZNF625",0.767229967398841,0.148377424122538,0.853830620094148,32.0663428571429,23.1717,16.55937,7.53682081273433,0.0368000000000013,4.26795145208383,21.81545,23.1533,4.545125,36.3646,23.1901,21.471025,7,2,10
"ZNF845",0.96298629900393,0.333493007190596,0.789171688403503,158.1896,144.69855,111.82423,24.9345075745776,92.45645,15.9314653110479,107.54495,98.470325,79.4301,213.7616,190.926775,160.721175,7,2,10
"ZNF90",0.995441152062226,0.876589910208513,0.974162019361317,344.079085714286,325.13345,281.2922,123.759787447359,166.66585,64.8713670087059,80.04875,241.800525,142.966225,567.4033,408.466375,452.756775,7,2,10
"ZNF788",0.28267964825214,0.0937896433750695,0.976694563499242,124.338628571429,54.28155,63.15067,22.6144375495023,37.14205,16.5753840643692,86.8714,35.710525,22.0873,168.0358,72.852575,93.377225,7,2,10
"ZNF880",0.411168895920142,0.294428507210316,0.928847278194239,173.133642857143,77.9157,103.7105,48.5889977518567,37.8635,18.2134921955004,102.28465,58.98395,67.1359,187.81415,96.84745,130.02665,7,2,10
"ZNF630",0.691306709845295,0.993242470033831,0.63097296994618,53.4921857142857,40.9014,54.52833,8.1494141283264,10.47,5.51768922547292,46.9164,35.6664,42.515275,61.73585,46.1364,63.2665,7,2,10
"ZNF844",0.416078671459642,0.070977192260558,0.982357396420466,152.577542857143,89.7041,81.29573,25.1856062887672,41.8155,17.6974588075429,121.0829,68.79635,34.922825,188.89185,110.61185,97.9788,7,2,10
"ZNF717",0.986829414633622,0.42092648353583,0.789517488477113,20.4047857142857,18.36,9.95712,7.14851066131722,16.6186,4.24918486880589,2.26855,10.0507,0.460325,33.3009,26.6693,16.06805,7,2,10
"ZNF492",0.570544039943265,0.589675251052798,0.236342767136449,18.2743,32.3364,9.89834,7.95727879120446,23.6294,3.12852926242064,0.4201,20.5217,0.192475,33.6178,44.1511,18.372875,7,2,10
"ZNF688",0.702954773699578,0.818631784398274,0.457090829369613,436.899557142857,234.2565,530.27312,121.157901344599,54.8162,102.138021512357,273.6046,206.8484,328.1601,396.94835,261.6646,601.586875,7,2,10
"ZNF879",0.53430024724388,0.985701436681934,0.45340169010749,77.9702571428571,128.6994,73.33995,32.1236014992304,2.7764,10.8858064004388,48.37515,127.3112,54.0297,52.26495,130.0876,89.373525,7,2,10
"ZNF737",0.974758350909104,0.82476816175566,0.986781704483826,363.507628571429,314.4437,280.26111,111.275554422818,125.937,90.5589033144597,191.5068,251.4752,150.5071,331.72395,377.4122,337.733475,7,2,10
"ZNF709",0.986133496139141,0.987429949593799,0.997424479144628,109.584328571429,104.06205,106.3539,16.5698836341391,16.96535,14.0763042876002,103.0176,95.579375,76.292225,131.7184,112.544725,127.586975,7,2,10
"ZNF585B",0.977776402042877,0.877786006291351,0.862836937645319,41.4319714285714,45.2634,35.74001,9.2136261715155,29.5908,6.35337025582923,24.4655,30.468,22.382675,61.5904,60.0588,44.27465,7,2,10
"ZNF324B",0.114991338629206,0.00381671985316467,0.967750920183321,185.149785714286,104.48955,95.56204,24.6327396268948,39.62235,8.84636171378695,125.7613,84.678375,70.965925,223.3501,124.300725,113.105275,7,2,10
"ZNF564",0.634843804669631,0.85344936355759,0.816138011587843,311.999514285714,210.0288,275.35126,60.7750062742056,19.7807,40.6466735275736,200.8165,200.13845,207.862225,349.9599,219.91915,292.2575,7,2,10
"ZNF674",0.984018222353646,0.99909740664694,0.977616375969782,43.0002,40.4698,43.36822,9.48273851371658,8.2895,4.12777748053895,33.1963,36.32505,38.059,53.84485,44.61455,50.4039,7,2,10
"ZNF432",0.87353258162649,0.691316515471889,0.99991872629814,105.207871428571,82.8555,82.32844,21.2854047663866,42.3679,17.5215085014593,79.3513,61.67155,45.572425,145.5798,104.03945,128.0595,7,2,10
"ZNF10",0.946558758308927,0.598422078184067,0.616519264919315,268.431971428571,223.73415,353.7327,45.2921208936195,98.86055,65.9652962519569,174.0194,174.303875,201.083225,362.40275,273.164425,472.13865,7,2,10
"ZNF486",0.641359446047784,0.358998285402354,0.998863735057549,126.055542857143,10.9303,16.47451,96.6046736885729,9.5312,7.68860253791936,1.5477,6.1647,4.186425,95.8248,15.6959,18.171075,7,2,10
"ZNF225",0.961205067120365,0.465355115445841,0.876467987299659,62.7421142857143,56.86935,46.4802,8.42699129211292,29.87765,8.92022833519412,47.19505,41.930525,25.594025,78.74295,71.808175,52.887925,7,2,10
"ZNF350",0.76207874333243,0.197649328535731,0.908346610910455,268.567642857143,212.4961,180.4638,58.0610210337483,30.955,11.7477967990314,151.064,197.0186,150.541575,353.0645,227.9736,211.70645,7,2,10
"ZNF253",0.999677013665807,0.610055008149432,0.828764509394267,346.592214285714,342.49375,246.41997,109.764773233179,83.89555,46.3556029353879,180.732,300.545975,159.6267,341.2431,384.441525,359.28085,7,2,10
"ZNF878",0.437727419848518,0.58330847814697,0.788274763885465,8.82365714285714,3.8867,6.39613,1.94392020569838,1.7099,1.55795795379365,5.73505,3.03175,4.202075,12.17935,4.74165,8.075375,7,2,10
"ZNF727",0.571942572854248,0.999865566190895,0.544509094480942,1.18471428571429,3.362,1.16434,1.06445588703439,1.1852,0.828336939388529,0,2.7694,0,0.3668,3.9546,1.083225,7,2,10
"ZNF578",0.677848758578992,0.981218769274176,0.730542567157225,57.3046428571429,11.4461,51.15713,31.2719656644799,7.0926,18.5996859991778,7.1579,7.8998,9.71785,96.96505,14.9924,54.80865,7,2,10
"TRIM28",0.791009417710763,0.968804424213292,0.688578032459779,11088.0960857143,14306.735,10365.65408,1814.93370946351,5590.1481,2097.78669003159,8364.2336,11511.66095,7973.749825,11517.2795,17101.80905,9312.39565,7,2,10
