"gene","p-adj-N1-N0","p-adj-NX-N0","p-adj-NX-N1","mean-N0","mean-N1","mean-NX","SEM-N0","SEM-N1","SEM-NX","Q1-N0","Q1-N1","Q1-NX","Q3-N0","Q3-N1","Q3-NX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF621",0.560133047862561,0.816057138326887,0.430125409658631,537.930674476987,598.27838125,525.735439208633,15.5578403043043,79.5998119975937,12.5634835775463,378.81135,388.220975,379.711125,633.9938,695.6017,648.04755,551.1717375,533.178420262664,543.81205,499.0792,475.661425,637.582125,378.8408,645.6465,14.3768149426362,9.86046177786084,0.967354426917916,0.917742076513384,-0.047883522379819,-0.123839341268554,"KIRC"
"ZNF680",0.72678080688776,0.110952065291745,0.996862837825764,235.555045188285,214.97744375,217.00843705036,7.4127854530022,20.0309260087058,5.79007897307089,170.5129,158.011975,154.91885,279.3139,290.199525,250.294375,322.549827777778,224.725414634146,304.7929,201.9453,272.650125,345.4875,162.4835,263.743,10.9917501645608,4.53436151463868,0.696715345292238,0.662565630629847,-0.521358755604089,-0.593864726672039,"KIRC"
"ZNF483",0.34148315932027,0.957632163010414,0.290493098971563,30.199180334728,17.13473125,31.092373381295,1.40145292210568,1.90787756356636,2.74269214529637,15.94105,13.0081,15.033275,37.25785,21.786075,37.2223,43.9568944444444,30.2693378986867,43.20335,24.5869,33.24095,52.208875,14.9655,36.9706,1.90173004921457,1.56543746536868,0.688614113468435,0.569097072333511,-0.538232344966666,-0.813253337206993,"KIRC"
"ZNF417",0.042164249294435,0.804826566863243,0.069972841510846,169.445618828452,123.44985625,165.364147841727,5.1350278368228,12.6960420685771,4.16980810556147,116.9031,85.113125,116.49425,208.7244,154.619225,200.60605,152.503277777778,165.868248968105,157.27745,158.4241,124.187825,174.5783,114.4196,201.9615,4.50860757303299,3.20528707132318,1.08763727170377,1.007290619221,0.121197496325304,0.0104799836618748,"KIRC"
"ZNF791",0.263983141988453,0.908372498699417,0.329374026254,279.279890376569,242.0678625,275.877232733813,6.36838299992777,18.7858006309328,5.25949189097082,223.95675,181.983475,207.54215,333.338,309.109125,335.447725,318.395641666667,276.025657035647,315.73705,275.305,272.11395,358.77695,209.9002,332.0015,7.08405683942394,4.01197776217335,0.866926618689783,0.871943916623025,-0.206018213704134,-0.197692750953835,"KIRC"
"ZNF519",0.989230079611225,0.64602220907986,0.89593221023231,37.8121330543933,38.4698,36.3833471223022,1.28376090177406,4.67528142559354,0.993643212219188,24.5472,24.0625,24.637225,46.5568,49.575575,45.9045,22.7963472222222,36.9580151969981,20.4851,34.3436,17.0382,28.14935,24.2664,46.3132,1.0928987650507,0.781922804397919,1.62122531459649,1.67651610194727,0.697084607611684,0.745466339432274,"KIRC"
"ZNF25",0.64991718221752,0.762914629582106,0.496209793202834,475.759776987448,435.3577,486.691696043165,12.2161673285802,36.0574560742389,10.0369172912328,359.544,322.80555,377.0058,582.71865,534.35305,566.731425,368.592876388889,479.975299624765,368.84555,473.3527,319.23005,412.9511,363.9036,573.8226,7.59583006932487,7.65408199018568,1.30218278857446,1.28333580274996,0.380931975124566,0.359898721147441,"KIRC"
"ZNF77",0.124252803736123,0.999027552703538,0.118318828090744,55.7886108786611,43.58388125,55.8781384892086,1.81251223668945,4.29825030535894,1.23821374150422,39.86145,35.0282,43.031175,64.4546,55.077125,64.522175,65.9445583333333,55.5307427767355,57.67975,51.5021,50.52175,69.0153,41.1711,64.0247,3.3291738279702,1.04700640761278,0.842082260920475,0.8928974206719,-0.247966921423259,-0.163433652114749,"KIRC"
"ZNF169",0.985114799181432,0.271118387347469,0.766204257255679,78.4128372384937,80.13233125,72.9132838129496,2.83070988902513,11.253623560583,2.21447692143221,46.6821,44.036025,47.24465,101.03575,118.909075,92.95245,52.3820888888889,75.593138836773,51.0201,66.3812,43.760325,61.47575,46.2885,97.3439,1.69408437228516,1.74976037822197,1.44311043030603,1.30107937851945,0.52918170257273,0.379708983195524,"KIRC"
"ZNF613",0.014646622694062,0.656327426718803,0.00554760389930509,120.895756066946,94.68189375,123.694499640288,2.07720390433547,8.41521535794672,2.37517030626992,101.93835,74.876425,102.372725,135.59025,122.475175,137.722225,143.525479166667,121.608045028143,145.98305,119.4162,125.338,159.478625,101.6575,136.4055,2.9545690496131,1.58167745108333,0.847292381354304,0.818014146162859,-0.239068198125903,-0.289802302548532,"KIRC"
"ZNF404",0.805983035444105,0.189317944702525,0.999513474297831,58.9631887029289,47.660525,48.1946978417266,5.73218053541495,8.50633601224454,3.02731267013288,16.37385,20.199725,16.9901,64.2092,65.18505,57.197575,37.8289180555556,53.0559112570356,38.2022,30.1659,29.675925,43.937075,16.7541,60.8387,1.4871641612588,3.03168036809311,1.40252256697159,0.789637769552539,0.488023984378503,-0.340737097186573,"KIRC"
"ZNF135",0.011074176937968,0.497451381594431,0.0323078353626893,146.524171129707,86.357275,138.512498561151,5.72362336442058,17.1876701313337,4.41934160374461,90.7902,33.23055,82.100225,193.98425,136.56925,185.44865,141.781616666667,140.584619699812,140.8679,133.0109,120.1577,161.1617,83.7894,188.5147,3.89903127480623,3.51007608157711,0.991557460021997,0.94422434067662,-0.0122317168993824,-0.0827984209680933,"KIRC"
"ZNF620",0.520363348044853,0.774158064596976,0.379496547857746,39.8970719665272,35.3545125,40.8673460431655,0.868724743753138,3.22422059603654,1.09590362301847,31.27085,28.833475,29.909875,46.5808,44.600775,46.877325,74.7706486111111,40.3063590994371,74.43775,38.2166,61.673725,87.2246,30.5173,46.3523,2.19329013386168,0.697560024614556,0.539066596962053,0.513403481432472,-0.891464578548206,-0.961835015903651,"KIRC"
"ZNF619",0.286813504523986,0.511381379522753,0.491124368013077,52.7599338912134,42.904675,50.2969845323741,1.6443136256967,6.85324865712423,1.50021060134908,36.16565,25.5944,32.683875,65.4842,63.126375,62.834,94.9342916666667,51.1779484052533,89.1088,48.7279,77.30275,111.290075,33.4158,64.3885,3.03433757262745,1.09555569949607,0.539088115651079,0.546836002729248,-0.891406989585165,-0.870819864289667,"KIRC"
"ZNF354C",0.561232889013224,0.883431351616001,0.458134183325861,57.0126866108787,44.92478125,58.9229435251799,2.93348858094954,12.3993623743798,2.74074534877086,23.2005,9.53685,23.4142,81.2943,66.837625,82.555475,65.3404555555556,57.5900636022514,66.0486,46.3193,48.689625,76.8327,22.3995,82.3454,2.52628531632343,1.97835858478482,0.881384482440371,0.70129117044116,-0.182156597980879,-0.511914530915981,"KIRC"
"ZNF114",0.973281678153528,0.488092263012279,0.984283716492646,56.928779916318,80.47114375,98.3966104316547,12.7697019823337,41.4491978700503,32.2269619181267,3.39895,4.072725,4.1327,25.3798,15.48125,41.00505,19.7324138888889,79.2556148217636,9.7884,8.8764,7.769225,13.958175,3.8865,31.2722,9.12533948659059,17.8043686858955,4.01651897573421,0.90682849086674,2.00594569243226,-0.141098376298242,"KIRC"
"ZNF454",0.234641662410448,0.91636362291442,0.180035145941437,16.4121380753138,11.8122875,16.7963467625899,0.70430264565579,2.09978448600237,0.666048790227847,8.3128,5.823525,8.925575,22.1392,15.132525,22.446,29.0323111111111,16.4642489681051,28.0671,14.1114,19.00045,37.36565,8.4433,22.2222,1.34830211243437,0.474489151175741,0.567100872717086,0.502773710144618,-0.81832271840587,-0.992018881158368,"KIRC"
"ZNF543",0.00508031731825176,0.999939728641532,0.00479620026595118,120.365869874477,89.1069,120.401436330935,2.6268691439588,7.29296497396635,2.22972969478456,92.9924,75.412025,94.517175,141.35355,92.936575,142.590925,118.358869444444,119.33293902439,118.56195,116.4756,105.019375,130.886275,92.9615,141.3305,2.74061682940479,1.68530630566183,1.00822979794009,0.982402870398134,0.0118244985247114,-0.0256133188870234,"KIRC"
"ZNF354B",0.533296332175818,0.785500979533267,0.673743101201498,167.444143514644,140.83654375,161.817799280576,6.3131500707468,22.7596417014727,5.72682722536902,96.46475,60.554775,98.681075,223.11705,208.0652,200.50975,72.5148083333333,163.355923076923,71.8188,142.5339,56.1394,85.4678,97.4125,210.8902,2.68675029556578,4.16912623227949,2.25272502032984,1.98463215759662,1.17167122124406,0.988871635283547,"KIRC"
"ZNF223",0.0204297921775202,0.90904076625086,0.0130114375960931,96.2337326359833,70.5547625,97.5929845323741,2.43695496363554,6.88120115384949,2.21543122389849,68.53845,49.450725,74.861325,117.45625,81.751675,118.102775,115.94465,96.1855716697936,114.498,91.9252,101.32455,131.8786,70.2718,116.6473,2.84519801740396,1.6127869545473,0.82958180191836,0.802854198326608,-0.269543848000081,-0.316790082798543,"KIRC"
"ZNF713",0.225339640482236,0.818459376240633,0.315465181289283,42.6536225941423,30.60675625,41.1502165467626,1.82278798728045,3.49192250024931,1.73302791404329,24.96255,23.1828,24.5099,53.05305,34.26545,49.7305,53.6062791666667,41.4616234521576,55.56295,36.4964,35.5843,64.196275,24.4118,50.606,2.64566305642158,1.22520002957049,0.773447142698521,0.656847773561339,-0.370625393481126,-0.606369034498895,"KIRC"
"ZNF552",0.299332899468838,0.985027128118597,0.324163379518646,129.169357740586,108.44765,128.380393165468,3.23286570358277,7.66291006158887,3.49517241291983,96.3323,95.754225,96.16835,150.76115,125.00835,142.35585,250.161788888889,128.216360412758,240.49605,119.0392,193.58275,297.880625,96.2792,144.1886,8.73862714667859,2.33934639270999,0.512533752585636,0.494973618069819,-0.964281079372692,-1.0145764628146,"KIRC"
"ZNF154",0.192122497450932,0.986087402039919,0.170494111895783,92.5141443514644,64.6384375,93.3876737410072,4.16545445938512,9.66688716742138,3.66736964352117,45.04815,33.450375,47.30315,126.4215,87.37275,122.636425,79.3298972222222,92.1566682926829,75.2583,79.9936,51.3306,103.367275,44.8216,124.3756,4.27840507340024,2.69355055119651,1.16168899140925,1.06292063466754,0.216223880611513,0.0880338788575859,"KIRC"
"ZNF571",0.1015343942308,0.598703131545231,0.0451796833281916,93.9158623430962,78.53145625,96.3924489208633,1.91282691609277,7.43608744799065,1.71421103040025,74.5435,65.072325,79.0601,109.0006,99.635475,110.824175,96.1039402777778,94.7589705440901,95.5058,91.8063,85.702725,103.688925,76.9231,110.3399,1.84159217033029,1.26333706621864,0.986005051095717,0.961264132649535,-0.0203330576431236,-0.0569951909379783,"KIRC"
"ZNF443",0.763248119919195,0.363976468815381,0.969311292676914,81.9115384937239,87.65951875,85.7170978417266,1.91372252020193,20.0930363358495,1.72755722270679,63.0607,56.762025,67.1123,95.80235,88.719,99.826175,100.463351388889,84.0782958724203,100.13335,79.8183,84.48465,115.372825,64.8017,98.328,2.76469382061466,1.37617046342045,0.836905147101425,0.797120040426092,-0.25686397457396,-0.327131095029425,"KIRC"
"ZNF792",0.361648776792201,0.862924506507282,0.270490505959604,148.17330083682,126.42661875,150.994613669065,4.22174912531515,11.5461219594619,3.56735210808133,108.19715,111.373025,113.797625,175.3443,152.52355,181.970875,111.368259722222,149.062847654784,108.5669,143.3783,94.055875,129.83655,109.0246,178.6332,3.52473966064216,2.67618898297031,1.33846796229537,1.32064469004826,0.420582606897437,0.40124237206894,"KIRC"
"ZFP82",0.046237282138468,0.108567007562016,0.00606483409970793,99.9813426778243,78.870375,106.096393165468,2.3597223699279,8.36612259024703,1.94436528561557,78.0621,50.258925,85.58115,120.3302,114.66375,125.8073,81.3360208333333,102.518245028143,80.1852,101.9198,69.59535,93.0663,80.4422,122.125,2.29311646699439,1.50188288719173,1.26042857737304,1.27105500765727,0.333914369692612,0.346026467445242,"KIRC"
"ZNF707",0.488584178717259,0.1676723015075,0.858352268197303,134.434982426778,150.7022,143.23519352518,3.68688081020235,13.2244765357902,3.21749572742976,100.9079,121.97155,106.758125,158.42455,187.50025,169.46305,126.959779166667,139.624642964353,123.74005,129.379,106.95545,146.2118,104.7938,168.0528,3.40948705985034,2.39428391049572,1.09975492932341,1.04557093681472,0.137182067712683,0.0642909449682319,"KIRC"
"ZNF746",0.823855706338523,0.929405697743256,0.751257919296994,407.900510878661,426.91159375,403.910049640288,8.61316000584805,23.6817733707301,7.0340427966238,329.0588,362.14845,335.422675,450.36285,494.679875,449.6968,316.034738888889,406.4114630394,316.7261,391.6622,293.577375,342.422425,334.6673,451.5646,4.94216622487884,5.36829704103374,1.28597085392655,1.2365959104728,0.362857944864825,0.306374139604411,"KIRC"
"ZNF678",0.788166300978422,0.251596956935989,0.450482685834876,42.0940531380753,45.55520625,39.2382845323741,1.24280768054739,10.0419785653669,1.18513417483844,28.62785,17.3412,25.8907,55.7141,62.4525,50.050775,60.6102819444444,40.661677673546,54.14885,39.0843,47.950125,67.70225,26.4059,53.5925,2.8054852463915,0.885629617084087,0.670870954053911,0.721793722304352,-0.575892812591776,-0.470341499227397,"KIRC"
"HKR1",0.80787286430138,0.695769101898485,0.935931568901646,748.777889539749,711.66263125,732.239272302158,15.899455179607,50.6078806303827,13.1243826272314,598.70115,607.781425,592.47875,854.5316,781.864775,833.78515,659.018283333333,739.006048968105,641.56325,695.3948,586.417675,737.868575,596.8555,838.9283,13.3566042367044,9.99102831465203,1.12137412217183,1.08390684784392,0.165267682385087,0.116240775208131,"KIRC"
"ZNF101",0.20460632535166,0.81141399336974,0.133212453769966,104.25399790795,122.57235,101.991802877698,2.82971788129339,15.8219193717713,2.28752194572803,75.6446,68.26225,74.730475,120.9548,144.25405,117.8261,92.5361680555555,103.652007692308,88.67485,97.3608,74.3372,103.206875,74.7958,121.3172,3.09993724166611,1.80534279776749,1.1201242700052,1.0979528017245,0.163658798153169,0.134816037784326,"KIRC"
"ZNF716",0.996799001415209,0.511830582069775,0.950880427531716,0.234554393305439,0.39215625,1.01414460431655,0.0459858554613862,0.213982932529822,0.662666622205204,0,0,0,0,0.466175,0.242725,0.0317472222222222,0.645900938086304,0,0,0,0,0,0,0.012750294109993,0.346405801805486,20.3451166078458,NA,4.34661064411583,NA,"KIRC"
"ZNF708",0.445550350846885,0.437740491357633,0.704351725869222,149.108392468619,129.179925,142.226515107914,4.51776812510754,13.820541839051,3.48624124096827,102.88565,96.07865,102.86305,179.38015,155.11465,168.80485,130.887970833333,144.786212757974,131.00295,137.5138,104.7954,145.818325,102.3941,173.4466,4.05656977836433,2.75843555858417,1.10618425693479,1.04970002583911,0.145591715071266,0.0699771059245215,"KIRC"
"ZNF721",0.557895592453152,0.696658784858681,0.72951341040639,483.866858158996,444.22478125,473.21625323741,10.1329851779375,29.4321755884627,8.61274736046974,391.26175,370.116675,382.965575,559.9185,537.981825,538.0724,439.614893055556,476.473531894934,456.26745,454.0044,384.42155,488.010025,384.4759,546.5572,8.70911279326045,6.44797918394795,1.08384301674402,0.995040080110909,0.116155812627526,-0.00717345645452241,"KIRC"
"ZNF662",0.13641707988899,0.736634932260878,0.220027390211304,103.234092468619,56.25598125,96.9774032374101,6.4652492216016,15.7311691266236,5.54056430961323,31.80145,16.208725,35.338225,146.68295,62.31715,130.516175,109.595186111111,98.620025891182,108.9831,68.9655,85.441225,131.552225,32.6584,132.9305,3.92901834234367,4.12805017018152,0.899857278322406,0.632809123616414,-0.152231893649826,-0.660157694663781,"KIRC"
"ZNF320",0.76255620164224,0.532306879868981,0.939234368911596,1362.5798665272,1215.62045,1285.93919496403,60.2641506820325,151.642761728877,42.0973703769599,741.1937,726.045375,769.1586,1651.9238,1565.9766,1664.426275,597.408658333333,1317.88656360225,553.7913,1107.8717,447.072875,712.5844,758.547,1653.7678,25.503195956562,35.1064093135856,2.20600512767747,2.00052203781461,1.14143614435915,1.00037652154566,"KIRC"
"ZNF530",0.323689603821018,0.0598734038831595,0.786839025717405,55.4503033472803,46.72909375,50.7219543165468,1.87857037013467,5.07133964919912,1.06099608524335,39.43205,30.49275,38.927275,64.3852,52.762575,60.979175,35.0447541666667,52.7227450281426,33.69175,49.3003,31.068275,39.7725,38.9269,61.8226,0.875326314845288,1.02352199896769,1.50444043001137,1.46327513412037,0.589226982690766,0.549201059504859,"KIRC"
"ZFP1",0.0198581528433688,0.966782503956758,0.0149954075387236,268.469884518828,211.40386875,270.260735251799,5.33047868575812,17.7047338299434,4.93177004905546,217.52875,159.8726,209.0271,308.9808,255.698175,316.6567,264.948084722222,267.359981050657,257.90225,262.2511,234.4153,292.656675,210.9039,312.6174,5.99383865465681,3.57365415099628,1.00910327897242,1.01686239650875,0.0130738379092861,0.0241244645387361,"KIRC"
"KRBA2",0.040629363782158,0.273035717164021,0.13568590997645,84.2328217573222,51.33736875,77.1159615107914,3.82989664668936,5.83971051914333,2.81901767843954,48.0974,39.472775,47.682725,108.161,66.778325,95.2651,155.361255555556,79.4489606003752,150.4256,68.3408,111.15135,182.148675,47.2303,99.2313,7.4257183477043,2.28088312255565,0.511382070879088,0.454316286589517,-0.967526514494071,-1.13823107001051,"KIRC"
"ZNF93",0.777655831148101,0.696852910384432,0.604520190638098,53.1782092050209,58.3514875,51.0596899280576,2.07835950400441,6.95212638978701,1.64495824066962,35.72385,34.607375,35.25515,62.65415,77.41795,60.373975,49.4569652777778,52.1209936210131,46.75355,46.3749,38.3777,58.815525,35.2451,61.2245,2.10542537242208,1.28300473880514,1.05386558451924,0.991901149752265,0.0756908699032124,-0.0117317422873771,"KIRC"
"ZFP90",0.558478857491846,0.9642539998694,0.611388590041181,707.201941422594,656.79221875,702.904164028777,12.2451989567254,48.8157271346414,11.3673057987744,578.5825,562.7169,586.497475,817.1123,826.887225,799.7851,743.848048611111,702.458733395872,713.52335,690.7731,626.213725,842.926175,577.9857,807.6384,18.2299153992045,8.17896392309866,0.944357835861075,0.968115619481829,-0.0825944660189157,-0.0467487398542183,"KIRC"
"ZNF479",0.968045154128075,0.999752912797295,0.965850675618507,0.0494301255230126,0.032875,0.049923381294964,0.0141464475340275,0.032875,0.0181364904265147,0,0,0,0,0,0,0,0.0491904315196998,0,0,0,0,0,0,0,0.0114194674529866,Inf,NA,Inf,NA,"KIRC"
"ZNF445",0.46444391324819,0.797279160795205,0.597988487756399,443.822040167364,394.9253875,434.757693165468,10.9448607255379,33.2632178144993,9.20296170122441,333.3675,301.32675,335.20925,521.29855,440.5648,508.32365,624.155659722222,437.575625140713,617.9292,418.6704,526.7962,695.168075,334.6565,517.7325,18.0416145085483,6.93820589019705,0.701068104285803,0.677537815011817,-0.512373495240799,-0.561626625900479,"KIRC"
"ZNF74",0.997203408513511,0.999760315454073,0.996587515096681,188.38819958159,189.5337375,188.273715107914,4.6767916878572,15.3105645789132,3.12670798469919,151.2374,147.5095,155.56855,216.789,213.224275,210.371475,170.287877777778,188.384610318949,170.89815,180.7171,145.225025,196.18355,153.2258,213.697,3.93295046077249,2.69081306556873,1.10627140802581,1.05745498122712,0.145705373797969,0.0805962451486552,"KIRC"
"ZNF829",0.811105268355999,0.945341806222693,0.746449731568328,16.1896376569038,14.29585,16.5246892086331,0.633875504312277,2.11352084712926,0.814194002362425,8.72285,7.7006,8.8264,21.24145,19.759575,21.3055,18.7277513888889,16.2954247654784,18.73315,14.6175,14.055025,23.07795,8.7988,21.2947,0.745800490031426,0.514899443784607,0.870121800909128,0.780301230705994,-0.200710729249995,-0.357896919437353,"KIRC"
"ZNF267",0.862466154593388,0.090699388342581,0.429403001296632,470.622739748954,496.20068125,435.211535971223,12.6120272722588,42.2197827149857,11.3290201106114,349.18795,388.660575,320.423775,547.6584,543.8229,496.33275,238.156645833333,452.021087992495,213.40245,424.8021,188.369625,263.409975,334.3396,524.8164,9.42411088405794,8.29401995364263,1.89799905188801,1.9906149156207,0.92447927168631,0.993214158749353,"KIRC"
"ZNF566",0.110486264410649,0.231822709866329,0.0272824712944805,191.774750627615,158.0172625,201.149356834532,4.5434321133763,12.7594485046568,3.65000361637125,150.9378,133.61095,159.9529,220.48195,179.125375,227.916925,165.652620833333,195.673789868668,170.42455,191.2807,144.08405,186.007875,156.2257,224.5372,4.04969590875173,2.83112859664226,1.18122966533406,1.12237761519687,0.240289493799975,0.166558141113835,"KIRC"
"ZNF224",0.315765432516587,0.887782261473519,0.397113994329432,285.854728451883,239.6599875,280.798850719424,8.657773132081,25.7557744462041,6.87160216751854,197.5742,163.127875,198.581825,366.05145,304.494725,346.503025,190.962530555556,281.648408818011,189.1164,263.3626,166.105125,217.446125,195.7803,351.8121,4.6337322971203,5.34665988250121,1.47488833541653,1.3925952482175,0.560605731397144,0.477776005792691,"KIRC"
"ZNF529",0.971985976968069,0.820245486749531,0.901482108509122,348.922220502092,339.772825,357.179734172662,9.78537063804918,50.7694221362767,9.42631669255161,241.4696,198.71865,251.6587,412.94855,400.45925,419.50145,265.404302777778,352.556560225141,265.04335,328.0584,239.3354,289.66125,244.1989,413.2187,4.84106655511493,6.74557903982904,1.32837545034202,1.2377537485849,0.40966296580549,0.307724318564189,"KIRC"
"ZNF284",0.667229951194957,0.714085360039646,0.4960671722846,42.0565652719665,36.6583625,43.7385028776978,1.67562461530875,4.71063449329347,1.39484350378469,25.79655,22.5274,27.851275,54.24545,48.325,55.89185,31.5160652777778,42.7300814258912,31.0912,38.1242,25.966975,36.8656,26.397,54.9191,1.07887807906733,1.05586896585888,1.35581904178947,1.22620548579662,0.439164637962299,0.294200764101091,"KIRC"
"ZNF749",0.091382469156879,0.99560467505391,0.0958692379750502,59.6160866108787,46.69634375,59.4279744604317,1.59129969344145,4.49406086673446,1.40850839065935,42.81985,36.830875,45.938625,73.0291,61.174825,70.75025,48.0415736111111,59.0705022514071,46.264,56.4962,40.97695,55.39265,43.3604,70.8898,1.47605994363462,1.03801319406674,1.22957051177327,1.2211698080581,0.298154471061457,0.288263826213747,"KIRC"
"ZNF17",0.00225827168287573,0.953727926039685,0.00149655410858862,138.814934728033,103.748975,139.854567985612,2.96036017259433,6.88990241004,2.12149534703256,113.39605,91.1911,117.556925,161.84055,127.3524,160.495625,129.105505555556,138.210074484053,131.5398,136.4073,119.77815,141.449975,114.0216,160.7381,2.01834377360505,1.75931038102358,1.07052037703055,1.03700400943289,0.0983122572471262,0.0524214721431922,"KIRC"
"ZNF555",0.0859314377200752,0.858414289844066,0.0546947486253634,81.4533050209205,63.96161875,82.9341079136691,2.1184764645777,4.17455362510192,1.90490854564986,62.58045,50.17215,64.09025,91.7085,76.664275,95.831725,109.177605555556,81.699525140713,109.92175,77.2309,96.11505,120.890125,63.1207,93.0354,2.25473506158695,1.38558418792027,0.748317612618274,0.702598894213384,-0.418277363686877,-0.509226788913647,"KIRC"
"ZNF75D",0.033429642221269,0.96414121573097,0.0409461666751587,434.914258577406,341.41356875,431.633642446043,9.32126608029218,30.3671983886763,8.75431481887547,325.04595,249.86355,334.2908,527.7761,432.532725,503.62695,379.163426388889,430.284590056285,376.6263,412.487,344.960625,419.853,324.9748,517.5308,6.54439538324705,6.28454673091304,1.13482619923095,1.09521560230924,0.182471362972222,0.131214904314213,"KIRC"
"ZNF197",0.777549558248457,0.692166119186272,0.916233579393752,287.162166527197,273.87424375,281.671391726619,5.34424359398302,18.8221498013731,4.20406429818233,235.9671,240.379925,228.17415,328.54755,303.205625,320.769925,361.202744444444,283.891687992495,363.1193,275.6863,326.294925,397.721975,230.5553,321.7158,6.87001742096523,3.29399461352659,0.785962156597511,0.759216874454208,-0.347468245257764,-0.397416036642067,"KIRC"
"ZNF732",0.708083171505798,0.957294650511038,0.645527882240884,3.94807615062762,3.23936875,4.03408381294964,0.23492397113225,0.66057972851622,0.201262561297609,1.57825,1.564375,1.877375,5.2006,4.10695,5.4136,1.73943333333333,3.97288161350844,1.68045,3.0019,0.949925,2.1734,1.833,5.257,0.154426843762135,0.149890825041817,2.28400912951063,1.78636674700229,1.19156841737037,0.837028300931891,"KIRC"
"ZNF546",0.356983988966287,0.999499271513416,0.359264357241563,118.424892887029,102.32113125,118.303944964029,3.12507375606968,8.49240968312645,2.60849058896154,85.3905,75.7744,87.626125,142.7625,122.05085,142.245425,92.3789083333333,117.921280863039,91.4722,112.7627,77.833625,110.32115,85.8916,142.2122,2.78869099464569,1.96839195454957,1.27649571737242,1.23275377655725,0.352188697528866,0.301884672560848,"KIRC"
"ZNF286A",0.996628825529831,0.594423864485515,0.96474991542108,263.531139330544,265.5280375,272.009665467626,6.53570476417695,19.4954853782012,5.86997430801339,204.3678,231.987325,216.348625,321.76205,310.145075,317.88625,251.054447222222,267.974552532833,249.50005,255.719,213.32565,279.3154,211.3547,321.6686,6.78464339270687,4.2766303208914,1.06739615847408,1.02492564630749,0.0940957242331603,0.0355192525655191,"KIRC"
"ZKSCAN4",0.999998399086353,0.847932550569131,0.980403403992287,115.89130167364,115.90801875,114.057401798561,2.54670931846861,11.0835248852678,2.18164955602019,88.88695,84.492425,91.947825,146.03635,148.8922,139.672625,95.3719569444444,114.981006754221,96.37275,112.3703,87.42195,107.286125,89.3004,142.9382,2.32261672125914,1.6397757143547,1.2056060338701,1.16599661211286,0.26975854253003,0.22156359669015,"KIRC"
"ZNF643",0.999167990299988,0.131606670363833,0.807708284952545,29.0124485355649,28.8779125,26.7311571942446,0.961692830367319,3.78512285353103,0.713844668451281,18.52665,19.46975,17.99485,36.0034,35.426725,33.80575,18.0095722222222,27.7891181988743,16.6651,25.8279,13.670325,18.872775,18.1943,34.7574,1.06313066037153,0.582779353472238,1.54301933749348,1.54981968305021,0.625756142226945,0.632100371949793,"KIRC"
"ZNF642",0.218977585004657,0.838419529022074,0.148955967577688,90.7220464435146,103.6013,89.2290165467626,1.96890556502616,8.83895521652588,1.74783302467507,70.5633,79.154975,69.0485,107.24235,118.702825,106.743425,62.8128208333333,90.3467144465291,63.2615,88.0405,53.222375,71.1263,70.407,107.4516,1.45061701643954,1.29709150705482,1.4383483060927,1.39169162918995,0.524413076768765,0.476839574459951,"KIRC"
"ZNF490",0.0947382010810213,0.743543421166122,0.0510483747668045,243.498879079498,287.76785625,238.16703705036,4.67008947908482,23.2125658804791,5.37728551645255,189.29125,247.184525,186.269025,283.74255,303.716325,280.465575,229.342759722222,242.081940712946,228.73645,239.4388,191.39775,264.072625,188.4574,283.7955,6.55027398113073,3.57813640679409,1.05554647116897,1.0467890010534,0.0779900957378196,0.0659706707203218,"KIRC"
"ZNF626",0.32300118748057,0.338820678202974,0.602234061224829,258.628171129707,218.4381875,245.194795323741,8.18171657157904,18.6558397830967,5.50292183195896,192.4275,183.06255,190.68885,296.49015,262.0073,275.8984,338.422701388889,250.229784990619,332.6095,230.8427,297.701475,365.648075,190.7409,285.22,11.5849795008185,4.70441022047318,0.739400116965187,0.694035197431222,-0.435572823143269,-0.526919265121518,"KIRC"
"ZNF793",0.273984589205895,0.851838520271979,0.194966498828298,104.687032635983,72.4878125,108.545689928058,4.28173757740524,9.66730713695165,5.6039082125638,52.7631,39.74465,59.761575,145.92385,96.6859,140.6669,110.231286111111,105.523484427767,104.66985,94.5719,88.393375,130.2076,58.0094,140.903,3.95878786456718,3.51235793666767,0.957291601600308,0.903525704871078,-0.0629696423783297,-0.146362449234664,"KIRC"
"ZNF383",0.639493580976332,0.946442269430815,0.704898456865075,112.20610292887,105.13870625,111.359937410072,2.05788575987714,5.92109258827758,1.76172885491011,91.596,92.959575,92.257975,131.1145,120.705025,127.844975,101.423051388889,111.518426078799,99.01395,109.6511,87.02315,119.212175,91.7076,129.6456,2.61582007599387,1.3143978592662,1.09953728025004,1.10743082161655,0.136896520172932,0.1472165801095,"KIRC"
"ZNF669",0.212898188733228,0.870934148842405,0.15096841312362,63.4092347280335,51.876975,64.5820003597122,1.82273496352374,5.70924402675535,1.51460865612117,46.3949,36.680425,46.964875,76.05265,60.225075,78.749375,94.9920958333333,63.6429981238274,91.837,60.0387,80.6675,108.986275,46.269,76.5856,3.02278119886482,1.15181531687773,0.6699820397214,0.653752844714004,-0.577805673275412,-0.613182775828575,"KIRC"
