"gene","p-adj-M1-M0","p-adj-MX-M0","p-adj-MX-M1","mean-M0","mean-M1","mean-MX","SEM-M0","SEM-M1","SEM-MX","Q1-M0","Q1-M1","Q1-MX","Q3-M0","Q3-M1","Q3-MX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF673",0.914714934220868,0.861438791379697,0.76966688405352,272.997621140143,268.644302531646,281.545970967742,4.39405931982598,9.05105681023277,14.5060270984658,220.6557,217.4904,226.4741,304.0724,298.313,303.57255,183.2125625,272.900437711069,180.72255,261.1784,167.065975,198.71315,220.6304,304.0724,3.21322690680176,3.81209138680164,1.4895290693348,1.44518987807554,0.574856279193976,0.531259055467435,"KIRC"
"ZNF41",0.0564917929568447,0.000461790503581305,0.110496351357718,290.053885035629,265.278617721519,227.852158064516,4.27074996839338,10.9298126646131,10.8637834284158,234.7204,206.68315,197.0276,336.0665,303.53265,272.0601,312.336806944444,282.394375609756,302.39265,273.7063,279.14515,339.3404,224.3838,328.2872,6.47334231992443,3.8622208288795,0.904134156881439,0.905135425745302,-0.145391236951102,-0.143794431493441,"KIRC"
"ZNF7",0.108979437099776,0.197667663885076,0.936358525603729,371.238702137767,400.825413924051,409.581193548387,5.82589830113895,14.4694079523428,16.7699338189376,288.4525,307.69595,354.93045,437.7902,479.2267,431.1603,251.966868055556,377.836206566604,253.0496,367.3159,220.35185,277.9334,293.113,445.9191,5.09077680288953,5.19790830336802,1.49954718047809,1.45155692796985,0.584526914651441,0.537601153493523,"KIRC"
"ZNF214",0.282682978492874,0.155006712667343,0.737230174309712,72.9705057007126,67.5663632911392,62.9902290322581,1.43722790749722,2.83752754624629,5.63747281448028,51.4559,49.2997,44.72445,90.2701,86.92505,75.46925,97.2085638888889,71.3794091932458,94.61925,66.6911,74.142325,116.32865,50.7162,88.9821,3.18760775764114,1.26514665241789,0.734291366291901,0.704836489403583,-0.445575457846738,-0.504639480335471,"KIRC"
"ZNF215",0.996510514938053,0.922493761261958,0.954731021678172,41.8353831353919,41.5183037974684,39.5228419354839,1.50197562076591,4.20172182707026,7.27619339874138,18.1242,17.7092,14.5526,59.7857,57.8691,47.537,50.0387652777778,41.6513484052533,40.46525,35.3173,34.9848,59.498475,18.1242,59.0577,2.87865967018225,1.4007792686706,0.832381618012278,0.872780966384738,-0.264682989371238,-0.196308455189371,"KIRC"
"ZNF547",0.966318764884268,0.818845434467299,0.921658198958137,54.637074584323,55.5315708860759,57.9177322580645,1.46402568506785,3.09232911456955,3.90754312251162,36.8118,37.5902,40.3621,63.1917,65.7937,73.2721,49.3978597222222,54.9340028142589,44.12365,49.2706,36.6532,59.023475,36.8656,64.6943,2.21881373689287,1.26429178453559,1.11207252952189,1.11664832805083,0.153250883897046,0.159174901791904,"KIRC"
"ZNF773",0.0312937527584977,0.923344040086046,0.171197427883526,113.426457244656,98.1525962025316,116.911541935484,2.39820772928291,5.65437267410407,8.39181789613988,76.6182,61.9814,88.64995,141.5578,123.6442,147.16465,102.561259722222,111.411842026266,105.5264,112.9911,82.196825,120.81855,75.2006,140.5039,2.71310769587708,2.13765638103044,1.08629556937985,1.07073774903721,0.119416698410796,0.0986051705706524,"KIRC"
"ZNF776",0.00707937885936538,0.0210497947402277,0.824728039976665,466.178658907363,415.811520253165,398.851564516129,6.8010715184518,13.1838856288693,21.0866365193869,369.8848,336.7317,347.1672,556.9925,499.18495,469.12425,473.674779166667,454.266723827392,488.74805,460.9409,434.771175,522.3764,355.4975,545.2886,9.04657049398373,5.93031066094242,0.959026622921704,0.943105348451007,-0.0603572293582518,-0.0845091604675555,"KIRC"
"ZNF256",0.0344102178025802,0.75037373800172,0.0954450729553575,108.551850831354,96.0240607594937,114.056664516129,1.97704838822354,4.87127418338726,7.19059036098985,83.363,62.55185,96.421,130.9524,122.36935,128.58275,88.2663263888889,107.061201500938,87.9134,106.6976,76.790225,97.692675,80.6905,130.334,2.00214183713869,1.78081327571811,1.21293369601949,1.21366708601874,0.278500688926431,0.27937273854827,"KIRC"
"ZNF599",0.995988079954753,0.085187218612691,0.164247683036556,102.992907125891,103.322426582278,115.457390322581,1.48419791397538,3.88815278013864,6.58680955196335,82.5507,81.3696,92.48205,120.4325,119.6617,126.6235,103.781665277778,103.692564915572,103.0888,100.7345,95.65485,114.629375,82.5507,120.5957,1.84492067642517,1.36496061913985,0.999141463359958,0.977162407555428,-0.00123913855207981,-0.0333297321792181,"KIRC"
"ZNF18",0.000942060146879697,0.723794996089335,0.330725926398524,189.838720665083,223.640037974684,200.701670967742,3.65597059022844,9.50489337718983,12.3843315450788,144.8222,162.8161,153.507,212.9032,265.83675,214.1508,144.108016666667,195.318646341463,143.2322,176.6065,129.40375,156.191525,146.5738,218.6918,2.5280800688009,3.33011687423802,1.35536280950456,1.23300835985204,0.438679090258565,0.302182581311069,"KIRC"
"ZKSCAN2",0.0725819377456307,0.220860342359114,0.980622352304773,173.389983847981,157.53404556962,155.183864516129,2.96930379102699,5.29188300423754,10.2452495241323,130.9038,122.11015,112.27355,200.6011,185.0484,188.97875,204.686725,169.9357630394,207.8239,161.7549,179.97245,231.851675,128.9438,197.489,4.55326876950466,2.55493387571762,0.830223665161478,0.778326746827482,-0.268428038970286,-0.361552159385192,"KIRC"
"ZNF689",0.0512510827796578,0.0098405667852195,0.441851006472611,145.815958194774,130.841870886076,117.35025483871,2.53707455141962,5.97612979008864,9.24068080520445,111.9556,89.6754,87.81155,182.7087,171.274,144.0007,163.820347222222,141.885734709193,165.2489,143.1193,149.540175,176.2146,105.2632,180.3143,3.57906337148488,2.27997702050571,0.86610568903706,0.866083223549446,-0.207385010182429,-0.207422432021744,"KIRC"
"ZNF19",0.0146982258316375,0.999975180139489,0.240965582011993,98.4699389548694,86.8481860759494,98.4276451612903,1.6730036432135,3.25009294950185,7.01446199232108,75.6467,69.03765,69.6775,118.2194,97.69475,117.44725,102.417391666667,96.4591527204503,100.4285,92.3575,85.533325,119.954625,72.4396,116.6253,2.86402514077144,1.48213580359642,0.941823953439389,0.919634366738525,-0.0864706796731928,-0.120867714306678,"KIRC"
"ZNF230",0.039978863821496,0.705655193455722,0.756822569992546,137.858690261283,125.679349367089,131.822987096774,2.02969935981636,3.85034562663452,7.81209924543814,110.839,100.1805,100.31615,161.5871,145.75675,156.31985,111.572405555556,135.4590369606,110.174,132.0826,97.19185,125.576375,107.0774,159.4383,2.84531203834092,1.77527772935962,1.21409085235821,1.19885453918347,0.27987638480805,0.261656622614227,"KIRC"
"ZNF222",0.00285371941562995,0.267007625457027,0.00317713569588107,66.5523011876485,57.8377962025316,72.7584193548387,1.04378040972254,2.22887440528816,4.64799121545822,51.9778,42.62545,57.37745,81.1103,68.3646,85.7653,60.1234666666667,65.6807262664165,59.83015,64.8632,52.65305,68.476425,50.629,80.7215,1.29065271685009,0.939856084902826,1.09243079130084,1.08412230288575,0.127541883652834,0.116527520357574,"KIRC"
"ZNF221",0.0487614109878556,0.978725211966063,0.273559938571111,18.8670532066508,15.3225898734177,19.3172290322581,0.617147744364151,1.0403534752876,2.36157372561837,9.7709,8.5052,8.6141,24.2903,20.99775,29.36705,23.1905625,18.3376637898687,20.5724,15.2091,13.9301,30.1654,9.4023,23.7545,1.26613004687988,0.532179032718722,0.790738206107276,0.739296338784002,-0.338727961839837,-0.435775326188451,"KIRC"
"ZNF233",0.418514399959911,0.999709635418828,0.75837974790999,27.4717002375297,23.5536734177215,27.3633838709677,1.25901669467981,2.18800858493883,5.6596896882432,11.9131,11.5521,12.06675,32.6218,26.12835,22.68065,33.5870722222222,26.896908630394,31.44125,18.1672,20.14405,47.58155,11.9131,31.6542,2.04700747832043,1.09576478461705,0.800811349451239,0.57781417723532,-0.320465674058873,-0.791322492618331,"KIRC"
"ZNF235",0.221065725179136,0.177304306276121,0.0318279950543634,87.1333657957245,80.9966835443038,97.1111838709677,1.49043889478693,3.13045245338119,5.27540733672459,65.8499,61.03225,78.8025,106.5171,98.32675,116.2121,80.4056152777778,86.8721099437148,80.81195,84.501,70.14515,89.336925,65.7337,106.3581,2.13025785138117,1.3104869336083,1.08042342121999,1.04564980798013,0.111596819775958,0.0643997685245678,"KIRC"
"ZNF208",0.34882470160397,0.97116558728691,0.57446196633355,113.278197624703,145.906207594937,105.047803225806,8.05027850841097,34.6234381860763,25.6242921345517,16.2813,17.8107,25.52525,148.0918,178.3561,155.36055,100.920147222222,117.415521013133,93.1392,48.028,61.675875,133.690225,16.8595,152.0447,5.96145404472096,8.30132682868347,1.16344975948746,0.515658283515426,0.218408913104034,-0.9555127579013,"KIRC"
"ZNF714",0.119748438478073,0.905047158360599,0.722710473957336,92.9236539192399,114.531201265823,99.9943322580645,3.3508032273612,18.5282053640548,10.8169043967574,53.7525,58.0442,52.4374,110.9797,129.7502,126.94645,92.8026694444444,96.3004941838649,89.7886,78.5193,66.2553,113.253575,54.315,114.1439,4.16528675546321,3.86747211902682,1.0376909927307,0.874490748268711,0.0533768968510401,-0.193484973744957,"KIRC"
"ZNF394",0.621726931039803,0.308524597419109,0.734462041158719,464.13474608076,478.781453164557,499.173119354839,6.42495757937284,13.167846449458,19.379320724848,386.621,405.67315,421.61695,515.2561,552.5384,561.5506,331.634095833333,468.823141651032,322.737,449.881,302.852475,360.153425,391.7859,525.4849,5.26606529265448,5.56461459515252,1.41367593845551,1.39395544979349,0.499451444358854,0.479184454040585,"KIRC"
"ZNF333",0.847672437130351,0.580566085607833,0.843175891765667,209.126816627078,214.89430886076,225.022774193548,4.08770379989963,11.338687474987,12.5748846768478,143.4327,144.42025,174.81945,259.9344,262.93395,266.0379,143.081777777778,211.158398686679,140.2199,199.7726,121.658725,163.5219,146.5523,262.2016,3.5604050020996,3.72968170586474,1.475788195857,1.42470933155708,0.561485681619712,0.510667611420813,"KIRC"
"ZNF382",0.00269708606443841,0.659042626124633,0.477553757824865,72.1038978622328,57.309217721519,66.2272935483871,1.823359636282,3.48394690714993,5.85073357720179,46.62,34.97445,42.25005,91.762,72.69845,83.8816,43.5582638888889,69.5467065666041,42.9752,64.4515,35.430725,51.90855,45.2436,88.6987,1.35241738791535,1.58012779227535,1.59663632930844,1.49973705765185,0.675035743149234,0.584709581471642,"KIRC"
"ZNF577",0.0238132978191001,0.072967552432874,0.0017564222176909,172.118692874109,125.539339240506,231.112932258065,7.01991343340991,10.5990631473759,41.5838461372272,73.3672,57.8368,100.33625,234.9091,175.76035,256.4397,155.415954166667,168.732025515947,152.35545,127.7804,125.147225,177.7594,70.5034,220.0787,5.42951187829451,6.30973288292748,1.08568020844888,0.838699239180482,0.118599213983672,-0.253774547552099,"KIRC"
"ZNF75A",0.0516634787117642,0.0317724553815355,0.662643595947508,233.244836817102,258.545051898734,274.729109677419,4.17071311304889,11.1015393708451,17.3563135357195,176.0728,183.0936,215.1785,271.7063,341.35375,314.1139,230.433905555556,239.583096622889,229.06695,223.1999,197.328375,258.5315,179.6195,280.8487,5.39857250195249,3.84852041626509,1.0397041878246,0.974387182437274,0.0561731173436253,-0.0374329394302736,"KIRC"
"ZNF496",0.0108100946038735,0.751107348443588,0.548825300033779,336.454967458432,298.175192405063,322.011512903226,5.39200914868326,9.8819581462931,20.0514159262737,261.1531,240.25455,248.4474,406.1611,369.247,400.1827,256.970451388889,330.161477298311,267.5324,328.749,221.532875,290.99525,253.7913,400.8067,5.87678694360883,4.68501482727111,1.28482273161694,1.22881938785732,0.361569322953019,0.297272883659462,"KIRC"
"ZNF2",0.382238706467589,0.379244442127179,0.914999361072456,124.425411401425,120.106544303797,117.843306451613,1.3327189786502,2.32651949221697,5.29834504593496,105.7267,108.97735,100.4615,142.0753,131.9183,133.00045,124.529290277778,123.268264540338,124.551,123.0478,110.20995,141.022075,105.4507,139.863,2.63773312521637,1.15738011895689,0.989873661572894,0.987931048325586,-0.0146836903549776,-0.0175177410430784,"KIRC"
"ZNF589",0.705115346464382,0.00332716153155299,0.00268122925997105,201.461048218527,191.432988607595,263.840496774194,4.95809464931089,9.55788175212707,26.4863504562753,133.1171,129.72495,185.79425,246.2312,234.61345,279.5516,237.395738888889,203.561583677298,233.0123,184.9965,186.96905,283.237025,134.9476,247.4003,8.07389093805502,4.480736622322,0.857477832711115,0.793934483286934,-0.221828719288347,-0.332908136054298,"KIRC"
"PRDM9",0.847052971013217,0.963051671239934,0.848015493403051,0.260241330166271,0.150258227848101,0.339712903225806,0.0883108507145304,0.0388797079012958,0.151795080582586,0,0,0,0,0,0,0.185555555555556,0.247732833020638,0,0,0,0.295475,0,0,0.041227072107126,0.0705406557427037,1.33508712406332,NA,0.416933891240769,NA,"KIRC"
"ZNF12",0.992233045934456,0.235834702563066,0.363665514165634,917.690091211401,913.816907594937,837.346980645161,13.4117716047168,26.4942176159179,34.7296893611709,761.3006,736.3708,703.5196,1019.8643,1069.57195,942.8439,730.066184722222,911.127358724203,714.9037,885.294,634.4587,793.4401,740.8095,1023.3204,15.484810241388,11.5134905091618,1.24800652021826,1.23834021281468,0.319625471589567,0.308407724820144,"KIRC"
"ZNF202",0.42907133231967,0.223046763583366,0.742032936759016,239.312337529691,252.389829113924,265.792009677419,4.28772448659559,9.03004505968108,12.347077213637,183.4951,194.37845,236.33145,279.6547,301.97035,302.80195,163.686319444444,242.800168292683,157.9839,232.5999,142.342725,186.227825,185.2971,284.0393,3.86858906220359,3.72292779202417,1.48332596833231,1.47230129146071,0.568835672115075,0.558072934450381,"KIRC"
"ZNF3",0.551698495583215,0.698377258460641,0.993661426469272,596.236271496437,614.695001265823,617.988538709677,7.13884686705321,15.8454039082472,23.1188416339516,499.2348,522.68005,534.32925,667.8975,679.25025,668.48715,515.540104166667,599.967762664165,523.4096,579.2389,472.449625,565.801275,503.1983,668.7231,7.28494223304781,6.25736673376955,1.16376545261007,1.10666464657889,0.218800324180128,0.146218107381219,"KIRC"
"ZNF606",0.842118118957777,0.983144469475026,0.882028482487716,261.044382897862,254.528230379747,264.153764516129,4.72694502447853,10.2816719060306,13.8238632594732,202.3351,205.6258,207.45025,301.1273,317.4298,310.2966,249.854806944444,259.852243902439,253.411,250.0086,217.0938,283.70045,202.3351,304.7547,5.94186002096725,4.11717044751069,1.04001298626293,0.986573589938874,0.0566015428857477,-0.0195014272328328,"KIRC"
"ZNF91",0.0314034980527327,0.32670693350197,0.976323319963401,381.918811876485,329.221469620253,336.729812903226,8.87333326122585,11.7497749130051,22.5564247160643,280.4214,262.87225,249.47045,439.9638,376.90205,390.58775,543.527333333333,370.315949155722,549.39215,346.372,442.6927,601.60895,274.036,426.0545,16.5752797619753,7.38894290584292,0.68131982780821,0.630464050132496,-0.553595902117687,-0.665513986307278,"KIRC"
"ZNF226",0.805000938088773,0.291799118854049,0.213758805070746,325.226134204276,314.952875949367,362.488948387097,6.55088806976399,16.084793663792,15.6379111117752,231.0101,217.57905,285.8351,380.172,376.0209,422.2508,246.1261125,325.834084615385,245.53845,297.738,220.7179,267.39165,232.4711,384.1924,4.31411870644853,5.7756543659194,1.32385012425443,1.21259216224587,0.404739800971372,0.278094402526244,"KIRC"
"ZNF229",0.0352827120973044,0.154361800636103,0.00650406042665919,138.861286698337,109.963393670886,171.517019354839,4.54831427874491,10.5850623421192,20.7111143413865,65.0624,38.94795,99.69835,197.3125,130.6916,214.74885,217.099023611111,136.544497185741,222.97735,118.2075,182.518375,249.96085,59.8581,191.2195,5.41657090613385,4.13323105897882,0.628950305323956,0.530132320614627,-0.668982063625356,-0.915575594704893,"KIRC"
"ZNF180",0.0200380605146196,0.566062927731927,0.784699704977539,159.126483135392,143.901160759494,150.389664516129,2.34277990877635,4.19375799057286,6.95219462668614,127.4598,121.22985,117.8186,181.0597,167.95995,173.3712,188.339375,156.213086491557,177.6971,148.6135,161.3036,211.040075,125.8419,177.4055,4.73946087540042,2.00951552428236,0.829423409159966,0.83633047472356,-0.269819329289973,-0.257854961152857,"KIRC"
"ZNF641",0.0129920060195527,0.000587996339044494,0.227854950478606,200.583532779097,172.58275443038,144.552096774194,3.97461017544142,8.67262597730016,13.0162711024479,142.1147,114.8766,90.55465,255.3443,221.09575,201.5285,199.311184722222,192.981824953096,201.7427,189.1272,177.19925,221.6836,130.677,247.8846,3.80180488609236,3.54316534917291,0.968243830480725,0.937467378001781,-0.0465576912629376,-0.0931596064329792,"KIRC"
"ZNF610",0.235766589822397,0.960936622000325,0.467748862983042,68.5086460807601,60.5016860759494,70.5188612903226,1.97021018920228,3.50785017458107,9.83796276325528,43.4455,38.694,37.65855,84.556,76.7555,79.9722,106.279348611111,67.20691369606,101.4792,59.7973,83.182575,125.637425,41.5074,83.8497,3.74324443168808,1.74091826833667,0.632360986159016,0.589256714676505,-0.661179732268793,-0.76303180157263,"KIRC"
"ZNF528",0.0671727447883129,0.365640688230516,0.0358473430025392,346.813373396675,386.296956962025,310.402864516129,6.56581009185557,21.6815908871228,23.0256418905325,255.4702,251.61535,238.1981,423.6309,473.188,372.9266,299.619413888889,350.000061538462,292.42715,330.9038,258.107525,334.1836,250.9944,426.9202,7.76140106946325,6.29009914382247,1.16814880916981,1.13157687307762,0.224224069231988,0.178334596660181,"KIRC"
"ZNF701",0.899685530565147,0.00757086574295207,0.0107950380926373,137.747058907363,140.721292405063,106.669812903226,2.77555146366703,5.86172248220488,6.99549696174009,105.3407,104.54185,86.01465,161.3731,163.53575,124.2041,123.520863888889,136.03134727955,120.3578,129.0323,101.868425,141.351325,102.1186,159.8307,3.2992549958691,2.42212543574673,1.10128235017782,1.0720726035205,0.139184398946473,0.100402612131608,"KIRC"
"ZNF283",0.456553579447213,0.190857825239338,0.679812453792788,51.3579342042755,48.6622987341772,45.3969387096774,0.912078657122605,2.02899566711418,2.58152934407826,38.9841,37.25345,34.3866,62.3539,57.68725,49.34795,49.7161652777778,50.5584630393996,50.2198,48.7646,42.461925,57.598425,38.5316,61.2137,1.48735386528811,0.798013415050432,1.0169421305307,0.971023381216174,0.0242375844345535,-0.0424220602537027,"KIRC"
"ZNF558",0.351478291514879,0.998803779831675,0.678306308040322,422.452770308789,454.416669620253,420.816167741935,9.28968835017137,22.9702133304079,17.9105764532702,305.6131,316.7634,365.1522,490.7817,496.66505,476.8241,280.713048611111,426.477831144465,274.6651,395.0789,244.2034,311.1088,308.9236,490.7817,5.16960161706024,8.16496265474386,1.51926614475015,1.43840225787696,0.60337462301822,0.524467190582164,"KIRC"
"ZNF597",0.0106232758531629,0.000106499918532732,0.118650354361877,52.7008306413302,45.9948113924051,38.1061161290323,0.951781932575828,1.79276273574332,2.7419028494044,39.5756,35.4779,26.3083,62.2067,55.36775,51.4834,49.8062527777778,50.8391500938086,47.1325,48.2375,43.61495,55.555475,37.9676,60.3308,1.39520794568191,0.833098996410104,1.02073830610464,1.02344454463481,0.0296130396948533,0.0334329320165674,"KIRC"
"ZNF30",0.352958965794578,0.12818935338021,0.0337621754471851,63.5434852731591,59.2384506329114,72.7463096774193,1.27565971494848,2.29780645987135,4.89677836308633,45.5707,45.66425,57.53445,76.6166,73.291,92.31215,72.7431888888889,63.4412166979362,73.13745,59.5084,63.566525,81.831925,45.9005,76.1757,1.83794138806776,1.10435321615619,0.872125867273142,0.813651556076948,-0.197391731689599,-0.297516998115745,"KIRC"
"ZNF354A",0.216063285986447,0.945673849596438,0.769981262331666,363.686088598575,402.287894936709,374.826658064516,9.5115897673508,19.1475063380906,21.0952404943042,264.9915,305.7942,275.742,414.5455,460.7364,453.0681,207.893658333333,369.439017260788,208.25065,331.9324,179.39475,237.679,274.5323,423.0546,5.57586830692448,8.13796802239214,1.77705765641218,1.5939081102508,0.829490490185118,0.672568459499809,"KIRC"
"ZNF764",0.762096092861697,0.0717101076574709,0.0512821759492007,198.369180760095,194.67557721519,215.943112903226,2.11088571756929,4.36313107066606,8.40203554396802,171.2355,166.02015,197.91805,226.1307,215.0143,241.733,137.432594444444,198.918878424015,136.21745,198.1599,126.5959,149.354325,171.2087,226.122,2.02692142865135,1.8613607072448,1.44739229604245,1.45473212132513,0.533455997785117,0.540753515459182,"KIRC"
"ZNF747",0.379720190926799,0.337995119908006,0.112147540282453,298.472212114014,288.074281012658,315.181390322581,3.23579808114815,6.07034482717752,8.78276936231631,259.2949,250.6325,280.2398,327.1233,322.5914,337.07205,265.170347222222,297.447328142589,264.83475,292.3131,247.534375,282.959025,260.4131,326.6143,3.70092838696852,2.75881597146297,1.12172168290491,1.10375658783449,0.165714764626414,0.142422048707521,"KIRC"
"ZNF778",0.422957485229994,0.169704410725904,0.666821001686532,85.2073662707839,78.661917721519,70.9077709677419,1.71240786566956,8.1718098314273,5.62356767065292,60.0384,54.7745,41.96035,104.7463,85.1001,89.1784,138.5682625,83.3285947467167,134.0537,77.0497,102.24175,168.3639,57.6027,101.2744,5.56119143501143,1.84961751832532,0.601354114162445,0.574767425292998,-0.733713306449779,-0.798949794922221,"KIRC"
"ZNF212",0.000465255276303811,0.00299611274118072,0.767328440881317,269.141775059382,300.686275949367,310.626716129032,3.24905904641252,8.52502585786734,10.3691290388667,226.059,251.4289,274.31685,300.5135,339.8144,350.8409,257.250870833333,276.439133771107,258.00405,266.5793,240.385725,281.512,232.1323,309.5393,4.06680947674399,2.97625113308295,1.0745896908944,1.03323688135903,0.103785902689711,0.047171046443239,"KIRC"
"ZNF282",3.48035695002524e-05,0.000567325228387872,0.742362517334732,599.917797624703,681.481981012658,704.921419354839,7.27338799501777,19.0468793863679,19.1758199668954,509.3549,559.14005,639.94165,671.9076,779.0481,768.49035,457.021879166667,618.719201876173,456.6958,600.8336,405.5687,494.2017,519.1827,695.9943,8.45008632482851,6.67392541259086,1.35380652454614,1.31561008443695,0.437021574937931,0.39573197189907,"KIRC"
"ZNF160",0.511475728589634,0.999660191679574,0.786189800655126,963.403759382423,909.323567088608,965.248332258065,19.9394311159994,43.1227457442086,50.6620204455366,672.391,649.5006,800.5066,1163.1358,1164.2509,1102.441,591.415741666667,954.936667354597,583.3544,898.96,477.9999,683.341225,672.2272,1156.751,16.9657382316951,17.2532148816655,1.61466224193406,1.54101863292709,0.691232410833465,0.623884306024655,"KIRC"
"ZNF415",0.00901661663276443,0.928954435103784,0.105289256835875,167.885895249406,133.492189873418,174.33604516129,4.85338734810153,7.83341626556898,14.6628575501275,98.6711,79.3835,125.85655,218.5048,176.24455,211.8959,206.119770833333,162.795716510319,188.2582,152.076,162.1404,250.37965,96.2652,214.3442,8.3906023758758,4.13170691722143,0.789811262898959,0.807805450174282,-0.340420153763428,-0.307920215109196,"KIRC"
"ZNF439",0.182054099606706,0.99807251754193,0.596271590865373,136.726675534442,121.605865822785,135.957974193548,3.48233557917913,7.47481591857737,9.60106749891881,87.9163,79.5824,108.21585,174.0851,148.40305,166.55885,136.787172222222,134.498703752345,136.1985,124.8555,112.80885,154.44125,87.8162,168.8213,4.19176465488992,3.01991706661094,0.983269860523477,0.916717144461943,-0.0243406732265675,-0.125451439836691,"KIRC"
"ZNF440",0.159922183142766,0.220657390436867,0.915759360728093,241.470956532067,221.030334177215,213.326606451613,4.49339673150337,10.2635741808977,12.6697990602222,184.716,161.28255,172.09755,285.6752,244.25005,268.98865,243.341540277778,236.413168855535,237.4658,220.7803,211.830225,268.48955,178.4038,278.6931,5.60772937811025,3.94218074135146,0.971528201003683,0.929735145018778,-0.0416722206849174,-0.105108302740018,"KIRC"
"ZNF562",0.344808478245863,0.00750189169104898,0.156436277839832,395.612958907363,371.355835443038,315.8913,6.99299258336178,16.25418393355,19.71410615526,290.2327,265.39715,250.328,492.9925,472.2321,367.17175,408.661751388889,387.760639587242,402.37495,370.3485,359.031575,464.5905,281.746,483.54,10.6118733959905,6.19486929874143,0.948854739327545,0.920406451743579,-0.0757408536813559,-0.119656998476768,"KIRC"
"ZNF561",0.0232931631295379,2.37664592903641e-05,0.0403759754316395,746.024671258907,678.085106329114,569.736135483871,10.4266085231968,23.818819024685,24.8122981176698,606.3894,560.60435,500,857.0736,748.8475,618.97225,745.675515277778,724.962098311445,723.3327,708.3111,648.2689,814.2767,584.6209,842.5312,15.1522904575605,9.29093797728657,0.972221943000747,0.979232792876639,-0.0406423988383121,-0.0302762225917587,"KIRC"
"ZNF584",0.999474694067996,0.807398425076476,0.856909976370605,179.928087885986,179.73497721519,174.010164516129,2.57227400538605,5.19398600634543,6.3987536362053,150.4769,155.61055,152.20455,205.026,198.39275,195.9792,185.986975,179.604732457786,188.31245,173.7125,168.473325,203.56475,151.3648,202.8801,3.41532834731245,2.20348532458614,0.965684465042706,0.922469544631807,-0.0503762257860713,-0.116426813561436,"KIRC"
"ZNF274",0.291676744473838,0.221877538587583,0.0532461457125092,567.531303800475,522.193356962025,643.658870967742,11.8430896130257,28.5462873746099,49.2757397430254,378.4813,352.2943,419.10455,696.2659,619.87115,820.64495,480.739230555556,565.909080675422,459.418,516.5657,400.42075,516.93195,373.8892,697.4,16.9236370097821,10.7562539059076,1.17716434338309,1.12439151274003,0.235315748441341,0.169144468957113,"KIRC"
"ZIK1",0.0112530651549839,0.249162060150082,0.960337824866537,91.8010458432304,72.1469987341772,75.3349322580645,2.66068538915012,7.04780060044758,8.6326913534595,49.0566,41.1705,40.9467,123.7882,88.66735,92.94195,108.587983333333,87.9752814258912,109.43395,77.7236,90.783575,122.71975,47.1785,118.8245,3.1067333673752,2.41691927426682,0.810175110774761,0.710232976146799,-0.303694329923952,-0.493635748582274,"KIRC"
"ZNF540",0.197084967515953,0.0961666052811079,0.0138270721112782,89.6223076009501,78.2666341772152,110.358577419355,2.65402943422066,5.83096148445269,8.57861601871621,53.1471,43.3766,81.5356,110.7987,98.5589,127.74635,124.202502777778,89.1932127579737,124.73845,77.2277,108.0626,137.5225,53.0593,110.6124,3.58562594511453,2.33805319137449,0.718127338525195,0.619117040495533,-0.477688409098033,-0.691715926512328,"KIRC"
"ZNF570",0.00204144170988607,0.39297710091136,0.687700334419519,73.5998881235154,61.6187088607595,66.6336225806452,1.42725465177345,2.75494102427181,5.43292295518366,52.8338,43.5794,40.9468,93.6893,79.26235,89.7323,86.8193152777778,71.3750176360225,89.1795,70.3848,71.8913,100.8469,51.1495,91.3575,2.35864724563662,1.25436967360207,0.822109888884273,0.789248650194271,-0.282596847510333,-0.341448206703801,"KIRC"
"ZNF57",0.601608451206884,0.930705024879165,0.657460011387565,78.3071351543943,70.5935696202532,82.702935483871,3.38835290111373,4.93084817639594,9.32285636387197,55.8793,55.3221,56.5891,82.9508,73.06455,91.689,119.3873875,77.284212945591,115.30735,67.1996,103.4959,131.681425,55.8592,81.9296,3.58015756070478,2.82843021025572,0.647339845221012,0.582786786791995,-0.627404787161567,-0.77895992655453,"KIRC"
"ZNF556",0.935936225940408,0.256807131823142,0.463462170791411,4.02998741092637,4.42165063291139,6.73354516129032,0.401003098310142,1.34901601572931,2.36460299277435,0.5626,0.5052,0.6219,4.2194,4.8952,5.9075,11.4583513888889,4.2351722326454,7.8078,1.5314,4.89105,13.541625,0.5563,4.431,1.18380177361812,0.398741560913809,0.369614448789922,0.196137196137196,-1.43590693989171,-2.35006493572669,"KIRC"
"ZNF554",0.113596088125384,0.231956726857062,0.0265130510292567,119.015914964371,107.883232911392,132.838374193548,2.25637413017558,4.84492548873741,6.96761125142994,89.4228,86.06505,112.03085,138.1801,119.3514,148.8829,130.266298611111,118.125752532833,132.44755,113.2866,113.342125,143.786275,89.3326,137.2174,2.96185680200857,1.97483608900903,0.906802095340701,0.855331789829257,-0.141140370180359,-0.225443933732009,"KIRC"
