"gene","T1a-T1","T1b-T1","T1b-T1a","T2-T1","T2-T1a","T2-T1b","T2a-T1","T2a-T1a","T2a-T1b","T2a-T2","T2b-T1","T2b-T1a","T2b-T1b","T2b-T2","T2b-T2a","T3-T1","T3-T1a","T3-T1b","T3-T2","T3-T2a","T3-T2b","T3a-T1","T3a-T1a","T3a-T1b","T3a-T2","T3a-T2a","T3a-T2b","T3a-T3","T3b-T1","T3b-T1a","T3b-T1b","T3b-T2","T3b-T2a","T3b-T2b","T3b-T3","T3b-T3a","T3c-T1","T3c-T1a","T3c-T1b","T3c-T2","T3c-T2a","T3c-T2b","T3c-T3","T3c-T3a","T3c-T3b","T4-T1","T4-T1a","T4-T1b","T4-T2","T4-T2a","T4-T2b","T4-T3","T4-T3a","T4-T3b","T4-T3c","mean-T1","mean-T1a","mean-T1b","mean-T2","mean-T2a","mean-T2b","mean-T3","mean-T3a","mean-T3b","mean-T3c","mean-T4","SEM-T1","SEM-T1a","SEM-T1b","SEM-T2","SEM-T2a","SEM-T2b","SEM-T3","SEM-T3a","SEM-T3b","SEM-T3c","SEM-T4","Q1-T1","Q1-T1a","Q1-T1b","Q1-T2","Q1-T2a","Q1-T2b","Q1-T3","Q1-T3a","Q1-T3b","Q1-T3c","Q1-T4","Q3-T1","Q3-T1a","Q3-T1b","Q3-T2","Q3-T2a","Q3-T2b","Q3-T3","Q3-T3a","Q3-T3b","Q3-T3c","Q3-T4","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF133",0.999911929598866,0.999909299164096,1,0.999929602624753,1,1,0.984052149537876,0.997627249071262,0.997957674651464,0.998836824046441,1,0.999999975455979,0.999999970886219,0.999999959128617,0.99963667375664,0.999576861699071,0.985991932827128,0.98586498193769,0.98664833916935,0.911599485306738,0.999963758792452,0.731742294151946,0.390015558412745,0.492536291349007,0.812800450720517,1,0.998894162974627,0.777344022270598,0.999991567903821,0.99999999998554,0.999999999961864,0.999999999857017,0.997351529220605,0.999999996132,0.991741351568773,0.718096020604787,0.999907421021137,0.999996193201804,0.999996564774098,0.999997488895052,1,0.999982895967653,0.994832900698956,1,0.999993832682872,0.784070955570593,0.858865157464948,0.869898492019387,0.907692337073714,0.99999342882004,0.989267996973793,0.68989003735421,0.999778489238241,0.872537522853016,0.999999990881567,261.618961904762,279.719479285714,280.071191071429,280.983776363636,316.48892,262.984075,215.83744,315.163384297521,277.186140384615,319.1695,342.115990909091,19.4485890695804,7.26817655980246,11.8679861148124,19.9885984784842,37.3384463283886,17.5846643288205,62.0477977842131,13.3361434220347,15.2335205993657,2.4485,24.7039252866623,203.5343,226.982825,209.272425,193.7744,251.397125,236.5029,111.588,197.0191,202.410475,317.94525,269.28045,311.2698,317.996725,326.0077,321.38845,343.097725,281.503975,306.9839,392.1885,311.202425,320.39375,390.5275,201.707533333333,288.863538836773,199.83745,263.1259,180.390675,221.55705,212.877,328.2708,4.48418324357776,5.2451425556992,1.43209097877078,1.31669964763862,0.518123147945835,0.396926289952451,"KIRC"
"ZNF436",0.999886526898288,0.99999999973365,0.998352630984475,0.999999998357013,0.967834610389851,0.99996823971075,0.999999974581581,0.999399396319422,0.999997218109953,0.999999999929629,0.946340757154378,0.768932823894041,0.886237986290541,0.952977010911253,0.989561794748723,0.999999999208603,0.999999999987425,0.999999999993034,0.999999884670866,0.999999549104249,0.970628148213433,0.990045679042302,0.998581663443482,0.839490872514367,0.686687164495389,0.989526977694338,0.62911545642256,0.999999580589506,0.824750439075157,0.78648560687168,0.365439545990621,0.264406764756116,0.88470149416902,0.410265800923375,0.999659085156198,0.991140034190046,0.999999557412666,0.999953422395851,0.99999752917663,0.99999993151475,0.99999999773682,0.999969243129978,0.999997471038536,0.999633652002407,0.995911045778505,0.999999215831141,1,0.999999850750998,0.99995166730799,0.99996872758465,0.896782480188888,0.99999999999977,0.99999946954662,0.998169416394613,0.999981418007665,506.483128571429,547.127581428571,517.339424107143,492.416814545455,478.68732,304.17975,531.83294,575.785510743802,623.671805769231,434.81665,544.714109090909,44.3336553884374,20.1429140200559,17.8841143491221,26.2658680799432,37.4417477200512,69.4060180239257,67.8129840025168,29.0747409437668,57.2537589135293,33.62305,47.5603983053213,359.2385,394.8192,366.91655,347.63515,391.093475,204.994075,408.9045,397.867,427.553925,418.005125,444.6992,624.4415,620.073075,660.482825,585.6175,551.912325,377.484625,688.8889,658.499,674.36945,451.628175,634.42915,471.502351388889,543.445108255159,468.5085,508.6162,406.00305,528.492475,387.5439,642.5712,12.000166854413,11.475793711678,1.15258196837057,1.08560719816183,0.204869354695085,0.118502191748128,"KIRC"
"ZNF484",0.999119871730765,0.95948734786602,0.995706553645002,0.868080539473995,0.945328592784687,0.999956832557281,0.998005763736035,0.999994416713914,0.999999999999833,0.999999998985948,0.999986223459691,0.99999999954296,1,0.999999987932645,0.999999999997729,0.90478283572053,0.974855963916294,0.996465203243314,0.999648714719088,0.999583253798902,0.99975764082598,0.742512515962244,0.662310898179281,0.99808283256055,0.999999999983611,0.999999976966046,0.999999936544037,0.999753943695936,0.727129284240304,0.77619504358024,0.995998847741279,0.999999681877792,0.999999078541028,0.999999277961206,0.999953559499024,0.999999961995062,0.714533183674522,0.832073882838736,0.91090615349429,0.953795342115063,0.955840377256625,0.969335483249701,0.999556223992258,0.957391736854851,0.972020907664275,0.999998374302243,0.99999999999328,0.999987490857997,0.999398248311426,0.999997244792296,0.999999996715332,0.988563397441319,0.998218009315454,0.995833067244301,0.86916450907387,109.657842857143,103.128635714286,98.8591071428571,95.5692654545455,97.86281,100.006475,83.82726,94.8525247933884,93.2563384615385,62.23525,104.3923,7.15624669618413,2.89282332534283,3.26099603335699,5.07911073534668,10.6002191852229,36.5253799527893,12.6263549781241,2.64078888258868,4.70638994194993,16.47925,8.66189483094569,83.5542,75.758625,76.4335,69.6357,78.5339,43.267675,61.2861,74.9403,64.837225,53.995625,92.99115,125.7636,130.018575,122.599975,117.4161,128.546475,141.96445,112.6332,114.3788,114.496675,70.474875,109.99645,106.948336111111,98.4090632270169,108.04775,96.3423,87.157075,120.76305,74.4175,121.1001,2.7959493526422,1.46191579524365,0.92015515907398,0.891664102214067,-0.120050942030045,-0.165427758435448,"KIRC"
"ZNF780B",0.998349876944807,0.999949986787552,0.99998862879225,0.999998778282812,0.999894740994329,0.99999999446143,0.999999993517666,0.999999666132971,0.999999999904663,1,0.999999132278045,1,0.999999999966991,0.999999997947548,0.999999998365796,0.999993014766866,0.995945862693221,0.998945214177216,0.999654861305104,0.999942499112456,0.999842343734882,0.999999999976565,0.690461334346807,0.961635680689744,0.999002944608955,0.999999438316468,0.999993455897096,0.99999585938638,0.994381225087,0.115781398942945,0.337744091137731,0.701151071747041,0.994111032627913,0.997659364279429,1,0.943195723445545,0.98093238628679,0.900640743413453,0.932289862746669,0.950019982204513,0.972305362363309,0.971175845606927,0.999473838676514,0.980808099710285,0.998607586417222,0.999999999535035,0.998464918422529,0.999868692825982,0.999986757991949,0.999999571571902,0.999993599384271,0.999999866744646,0.999999999995696,0.999951978227748,0.992168495497348,279.314171428571,308.403721428571,299.302925,293.903741818182,292.11513,309.26495,245.37714,274.842523966942,242.033609615385,154.22855,269.808445454545,25.8018375184083,12.0613952071424,13.2175116734625,22.2947558999211,43.6634716981345,67.5202881665269,55.619283744971,12.3906226571099,14.7497500841891,26.14285,50.8533996542689,198.5841,209.808625,190.1037,166.62255,200.31955,236.961775,151.489,181.1938,144.1379,141.157125,186.81205,379.2652,373.539725,375.44335,381.78365,344.09815,414.080775,355.2764,342.2434,317.909975,167.299975,322.2215,368.963311111111,287.606412195122,360.92215,255.7663,311.496225,425.58505,191.8584,363.628,10.7723982491022,6.05233838310513,0.779498675163697,0.708646726170727,-0.359381523967367,-0.496861499044074,"KIRC"
"ZNF557",1,1,1,0.999837550429975,0.987050378583373,0.992759311937873,0.999975538466416,0.999852639598135,0.99989967962822,0.999999999996358,0.999856412943611,0.999768101459806,0.999730399576904,0.993574567706492,0.996176305475752,0.985575857915792,0.969751172374157,0.973154755582848,0.998692862476546,0.999869457476196,0.944009640495947,0.991556144528292,0.553346508417073,0.6742225359377,0.999991102966302,0.999999999984484,0.978523329965431,0.999778620424114,0.820347013751718,0.161932029660186,0.219808438962279,0.947871710238223,0.999863591203099,0.893278611541492,0.999999960696023,0.987829352363714,0.994862044283613,0.992466307531187,0.993117314906405,0.999300295990149,0.999803034591838,0.968590361505183,0.999999998186612,0.999801826151662,0.999997951806499,0.999989993757388,0.999927707294619,0.999953356234702,1,1,0.997049667102359,0.999724145521218,0.999999997508056,0.999503232925534,0.999681055622301,167.946595238095,168.33795,167.946614285714,158.619614545455,156.56318,187.5154,137.12038,154.29060661157,144.246755769231,127.79395,157.915509090909,11.5732825366907,4.04689639844253,4.59248241993649,11.5264093314643,13.0570944310304,35.0877462157612,16.273229864148,4.21878219666665,5.84310208595731,34.29265,21.2382011214332,145.8857,136.975425,130.4618,101.01055,125.956825,141.794375,116.5951,127.9381,121.9608,110.647625,108.23885,198.7323,202.30885,198.225125,184.11465,192.1056,219.616825,138.191,182.0627,168.8018,144.940275,194.0328,157.793394444444,161.000924577861,165.03665,155.5246,124.87105,195.2633,127.367,192.8,6.36991103259415,2.30669452794645,1.02032740435498,0.942364014296218,0.0290321608711018,-0.0856436463255593,"KIRC"
"ZNF337",0.999767841712357,0.98308039772828,0.997818195922358,0.978808676260565,0.997551866552428,0.999999999199432,0.991816805621364,0.999572487585498,0.999998914021257,0.999999949596815,0.999579577653186,0.999992815086075,0.99999998547282,0.999999999207793,1,0.999999999999506,0.999999982984388,0.999987967823711,0.999967801089888,0.999858358267388,0.999978933454182,0.254714000724163,0.0155361055945576,0.300019568905951,0.762268942937965,0.999954852550833,0.999999245092302,0.977506981726798,0.999972196056792,0.999999999988859,0.999212614221145,0.998600695775128,0.999465435160676,0.999987764169945,0.999999997977117,0.155391017562332,0.508818406504849,0.615547935452888,0.730252014022532,0.768581222864559,0.898255651414446,0.94906947165037,0.726293746777312,0.94331326567715,0.612387357761259,0.990568551669229,0.999482272055775,0.99999890884761,0.999999957363448,1,1,0.999858226910476,0.999912081059765,0.999369897301904,0.890682051905358,534.397885714286,594.548884285714,636.672266071429,648.15854,684.62778,684.24685,551.30928,755.368268595041,587.172890384615,1120.0366,682.605618181818,44.9656543616963,22.6496977319076,37.029500796514,50.7049048291965,76.7426508777178,138.555081758366,189.446831334711,40.9381600584782,47.6326460211693,289.4464,51.4275305673542,414.6044,392.312275,381.81545,364.1287,523.8123,613.188175,223.6901,405.0111,379.452575,975.3134,565.7049,664.9685,690.697125,787.655625,803.933,836.455175,856.094125,716.1627,1027.3023,670.659275,1264.7598,752.9407,265.517784722222,648.028076547842,262.8306,561.5259,216.09105,309.17835,393.9853,810.5478,7.70158810022217,15.7800640265226,2.44062022898313,2.13645557252466,1.28724782302246,1.09521931656746,"KIRC"
"ZNF317",0.999999601318001,0.999999392123136,1,0.999999470528682,0.988148668303693,0.988654932008846,0.998985978023764,0.976386209849074,0.975628691861796,0.999881288603998,0.995255251938981,0.975189235737966,0.974346240877767,0.998502986051732,0.999999270476197,0.999999999267046,0.999999070807211,0.999998826107145,1,0.999998501760333,0.999846054776304,0.999999999924269,0.996488657020843,0.996838375986434,0.999999545172374,0.99860847645239,0.995124175562475,0.999999999984649,0.979300564285368,0.320691163106295,0.350739626798782,0.987757014209578,1,0.999996591571784,0.999994907291972,0.837885208720296,0.998811801946758,0.995319021582102,0.995108355625516,0.999640120539176,0.999998943689528,0.999999999999454,0.99990696083165,0.999010491556286,0.999997399790106,0.999995354414484,0.999999962565085,0.999999981033152,0.999206971477377,0.987971434066487,0.976872370534654,0.999991334608812,0.999870469370638,0.925535538550683,0.993518797848778,706.417214285714,718.150027142857,718.868271428571,693.175532727273,661.77575,630.211625,693.2539,701.440171900826,662.690444230769,618.8396,730.480045454545,27.1816406084777,10.3670643995825,15.1580747642694,22.4897020389337,35.0260255042296,76.0740302433467,34.4499038507947,10.9341851216468,17.6594306473467,90.9881,58.8200871044723,660.5209,649.9556,629.7137,608.98645,575.0186,528.89185,642.2111,632.6398,617.438875,573.34555,629.8853,797.3987,768.999925,768.22085,759.7877,730.493275,750.408925,731.101,768.3159,761.62955,664.33365,777.0775,669.001022222222,703.482014258912,667.3357,706.7702,615.853575,717.6333,630.1115,767.1933,8.2016786440992,5.98999530434435,1.05154101547133,1.05909244777404,0.0725051236436799,0.0828285271242947,"KIRC"
"ZNF426",0.999953373082844,0.999654492147617,0.304858391756958,0.946606178340375,0.0643830183319059,0.989934652950434,0.991855309783127,0.834920208702505,0.999730698496557,0.999999999859731,0.998201638833763,0.976853174535781,0.999937683644094,0.99999998882401,0.999999999988222,0.992758347934508,0.927326736294895,0.9995122867226,0.99999957919869,0.999999998214899,1,0.390711883706574,1.56218452473933e-06,0.121465646862606,0.979945492834738,0.999997794684509,0.999999999980307,1,0.293336637413943,7.48401369754514e-05,0.149159776233812,0.916915524471685,0.999843189951845,0.999999916175626,0.999999986149589,0.999974449177013,0.650024133103379,0.453727383913278,0.76499494708575,0.900597508903043,0.954741903975537,0.987983375932309,0.988593428166875,0.970292391955745,0.987416299438101,0.999999997593115,0.999792364306736,0.99999992548666,0.998924089390626,0.999543764190445,0.999793480935141,0.999051010888498,0.91260094843216,0.823099932620242,0.768282596119414,128.353214285714,137.166361428571,117.199504464286,105.657434545455,102.1439,97.42705,94.91212,93.1625190082645,87.3071615384615,35.2997,123.288536363636,20.0243546913862,5.5480444753743,6.0940001820828,8.58330256771351,22.58639554214,43.5374139862582,27.7788421360466,4.71447693881096,7.27050922699401,3.1618,25.4545726687877,75.7004,88.8295,68.282775,55.74715,55.268775,29.051775,35.6784,51.4756,44.58385,33.7188,63.59715,158.0334,180.983,164.39935,153.6826,146.982225,152.546075,130.7726,120.9974,109.7052,36.8806,142.7587,166.699693055556,112.56741369606,161.65825,100.6244,137.4038,191.9173,61.4912,156.5082,4.75722121048562,2.81822875519917,0.675270671665514,0.622451375045814,-0.566462195098927,-0.683966954445985,"KIRC"
"ZNF331",0.98713001025218,0.998639188114061,0.99999316341866,0.867785904179479,0.997444401683904,0.97125866139984,0.999993531592916,0.999999988740198,1,0.999857850523004,1,0.99999014754841,0.999999322935793,0.999450604118865,0.999999948458184,0.999999999937526,0.999611732621141,0.999938538489319,0.99338106246175,0.999994572644664,0.999999999985976,0.999999999215614,0.779112719367889,0.978476495030121,0.43934709073117,0.999998063612097,1,0.999999983136082,0.999999568603228,0.992421613922188,0.999866733096975,0.84776501687094,0.999999981647311,0.999999999882393,0.999999622419775,0.999999946372743,1,0.999999537187981,0.999999967132344,0.999968992604791,0.999999995048682,1,0.999999999999337,1,0.999999999991465,0.998829340579536,0.9999999998898,0.9999997011312,0.999999934377082,0.999999932963717,0.999986213861899,0.999715755463471,0.998696053537874,0.999858435479465,0.999998819449823,441.164038095238,573.874879285714,543.367008928571,647.569241818182,533.08904,447.0635,404.43092,463.670866942149,487.879776923077,444.27175,598.346327272727,40.9661690595914,51.224731988324,49.6512249900333,102.631474759651,60.4572545349526,77.4491042539443,116.829274125021,23.3055298666698,36.7634379040926,27.87675,93.7234908751387,323.8501,390.530475,368.37675,349.0107,424.993925,361.92645,286.5775,335.4688,341.9635,430.333375,413.6769,621.0748,587.688575,577.427225,713.36145,547.0146,507.459,423.6181,524.0991,526.495175,458.210125,712.1941,1202.57134583333,531.631476547842,1082.8576,449.5589,547.3184,1770.679075,351.4454,575.9036,85.5320961108331,21.275558737506,0.442078948903812,0.415159758771606,-1.17762405780225,-1.26826148412561,"KIRC"
"ZNF227",0.999999062385425,0.999999973394887,0.999999997669518,0.999597870376617,0.99991536261241,0.999465755898061,0.99999726228222,0.999320853308776,0.999761637352268,0.993093906733892,0.999994267682428,0.999999833947891,0.999999305768629,0.999999999985556,0.999713213469225,0.967199325092934,0.979317501067549,0.971736941473898,0.996454908574919,0.919561621846847,0.999964808434453,0.998672025443872,0.99809266731063,0.992801182324051,1,0.987774874164282,0.999999999997151,0.996489078985648,0.917534878866362,0.764458266209462,0.697474140378809,0.995461421451506,0.872725600061881,0.999999991213973,0.999975440090866,0.990306007377324,0.947263725718822,0.963637253118743,0.95638829935792,0.985142035259208,0.897714818105357,0.998261144910632,0.999995858505134,0.985525106337675,0.998200683435045,0.993197411624343,0.899514646711982,0.933239919514655,0.789779353868096,0.999989153370253,0.989278305876992,0.691536069057716,0.713793646201851,0.393537037433759,0.740281124907957,305.833785714286,299.027378571429,301.029244642857,291.58542,318.32126,286.6807,258.14268,290.77798677686,277.310996153846,229.75095,334.724527272727,14.6292344001583,5.54909236775349,7.14213445473395,12.1927161023556,12.2541134251882,42.8029811148126,41.1893968955046,6.18247960670514,11.2417029574297,12.36365,26.2701878073886,259.5769,253.149775,245.70365,228.16425,294.695275,218.541975,208.4592,245.6159,212.004175,223.569125,268.69555,350.23,344.421275,342.997025,344.6352,340.17785,351.294625,310.5528,330.9817,330.8761,235.932775,379.4903,254.728323611111,295.246597748593,258.9301,290.3386,233.1317,283.043275,244.7726,341.9572,5.32541285140934,3.1809894095978,1.15906465980336,1.12130107700881,0.212961051051559,0.165173703645299,"KIRC"
"ZNF141",0.999999999786244,0.999926173494424,0.998702899197831,0.974516446717021,0.788290120387958,0.993272251357605,0.980853262782136,0.968092176969121,0.99695798779029,0.999998586924778,0.999994935925553,0.999997939931507,0.999999997904771,0.99999999998806,0.999999710945398,1,0.999999999543994,0.999998287983397,0.999444111683743,0.997635687438881,0.999996884024741,0.998923170834362,0.969225237834813,0.999999231765688,0.999600328724408,0.999300918743666,0.99999999999623,0.999983710548802,0.999999970917294,0.9999999989493,0.9999959211843,0.968284219596426,0.987852477680174,0.999999650370151,0.999999991125143,0.999508331384939,0.999995786416833,0.999982849800789,0.999825301045926,0.997716146526886,0.993898110641867,0.999817089856273,0.999999653516263,0.999574708739243,0.999967159828391,0.988066687182591,0.979191762891011,0.998685091644008,0.999999932357796,0.999999999999332,0.999999964396895,0.99870526341497,0.999778683241928,0.993144987379817,0.995785291826471,90.2271523809524,91.9803507142857,96.8398875,104.542701818182,110.83875,101.637575,88.30052,99.0947834710744,93.4085692307692,75.04395,108.971154545455,6.89834151154712,3.40222357166931,3.92215973945627,7.80905770434141,14.4865233551528,27.9516411619358,21.8456428584146,4.28442660709575,5.65815136093067,9.83665,10.9013398388902,71.8176,66.2772,68.676025,66.88385,71.7346,59.766775,47.9068,66.8815,61.398125,70.125625,86.2948,120.7733,109.5731,118.8865,137.094,135.6564,138.61195,115.0754,118.5912,116.016975,79.962275,126.00785,95.4724555555556,96.6306362101313,93.4646,88.711,73.466575,113.94625,66.4433,117.9915,3.47027888647603,1.91019095596908,1.01213104499969,0.949140102241918,0.0173960941148182,-0.0753070362067182,"KIRC"
"ZNF304",0.516246845242855,0.999999961445184,0.0216665549114018,0.999961511621758,0.00184480449173874,0.963796477948545,0.999999366647323,0.642025625586311,0.999899753432152,1,0.998830651605588,0.697094828269502,0.993564864707754,0.999942707404671,0.999981493617992,0.999949158359204,0.789104131406419,0.999305429846603,0.999999879687541,0.999999967589575,0.999999990488841,0.992010738133237,7.09909644402984e-08,0.325091022915917,0.999903953971129,0.999999836999926,0.999998510849879,0.999999999999163,0.72486860878717,8.20121762723502e-08,0.0388959900128309,0.810550524168452,0.996078390175006,1,0.999998979285245,0.947574622125941,0.727717079135425,0.213800221262194,0.613933312487069,0.820727742503826,0.877452456519496,0.992653554525841,0.967462668344678,0.883321742110852,0.975263644426668,0.941469931017398,0.0373237595013944,0.720065966238779,0.987025613368251,0.998533955468392,0.999999999997479,0.999998117357388,0.998615085111811,0.999999999986491,0.989306073121444,360.558366666667,421.05902,368.615958035714,342.763921818182,343.22563,305.269525,324.99104,330.311480165289,302.802875,195.6385,297.759663636364,32.91159954669,9.90433744926006,12.1385044730774,15.2534374184133,39.1315410697618,80.316571612758,48.0968171377545,9.65561613917253,14.3471548185934,29.8257,48.1850345113167,293.2698,342.652925,281.3616,256.1913,282.98355,224.7532,260.804,259.3065,228.951425,180.72565,193.29295,442.3077,488.94185,455.762075,406.3572,412.6363,388.270925,383.5616,393.7068,352.169325,210.55135,356.2295,376.091180555556,360.811190994371,378.51605,355.6306,342.0341,400.7035,270.3681,441.3543,7.03595632023542,5.39261529912738,0.95937158234178,0.939539023510364,-0.0598383889541578,-0.0899750100321527,"KIRC"
"ZNF132",0.807104828441725,0.999999998625151,0.141869355438714,0.999995925005231,0.0379990402659367,0.995152671114927,0.999980184622742,0.720982366490571,0.999464677832386,0.999999981781741,0.999356729784927,0.850597475204817,0.997124926796499,0.99994150431274,0.999999344426753,0.971505370089127,0.433140613617051,0.918742247716228,0.990072718330044,0.999472664429351,0.999999937425632,0.9269572166086,1.02773243915166e-07,0.088594537581264,0.943826996894775,0.999998266808977,0.999999999758737,0.99992139653182,0.140064189398076,5.20690934813217e-10,0.000181330478077779,0.054249141625304,0.908738988277017,0.99996366790909,0.999999997758928,0.401814716347717,0.966924452370723,0.692372877085476,0.941271967613934,0.984251658239268,0.996361969016047,0.999939543164724,0.999999088172423,0.99866443795972,0.999999884863381,0.859838861392861,0.0446079182277588,0.579842687916241,0.919585023043311,0.997756988720886,0.999999929844021,1,0.999000494739604,0.999999453736354,0.999995941943189,95.6849047619048,115.011987857143,97.9754035714286,90.0942490909091,85.79425,75.125175,65.61346,79.2333578512397,60.8756038461538,50.003,66.7492818181818,10.5508853306533,3.89784880380238,4.38116770886903,8.67180927687823,10.5779145308752,24.7731506794276,11.7255852788933,4.10792037235658,4.44620082973634,9.0156,18.3220596782369,59.7649,81.78465,65.5878,47.82495,67.243075,37.496475,44.3491,49.4912,37.385825,45.4952,37.8909,123.0453,146.815925,122.425225,115.6418,90.197225,104.8688,89.9497,99.7447,78.328775,54.5108,53.3457,188.234520833333,92.1716476547842,186.3974,84.4057,152.068375,226.387825,55.8691,117.0909,6.62647486425415,2.15959857774471,0.489663889741005,0.452826595220749,-1.03013628645033,-1.14296940247213,"KIRC"
"ZNF20",0.999999999367692,0.977745859601866,0.666594871563217,0.99931307575642,0.994951803844668,0.999984052562733,0.999053080662311,0.998948814069913,1,0.999999830477485,0.999897752864678,0.999941063503603,0.999999999993354,0.999999960113293,1,0.939963793608467,0.929540318166013,0.99796439951977,0.991931885342529,0.999764105412606,0.999984516574727,0.843891003870627,0.142982763131812,0.999439621182623,0.984895573412268,0.999999995002851,1,0.999828737437229,0.553631113887232,0.0687042779876291,0.908613779094441,0.789645216783236,0.999872999561574,0.999999419636876,0.999999770236311,0.997703245525773,0.999984363837624,0.999992720187213,0.999999999968828,0.999999984847828,0.999999999999508,1,0.999999380980473,1,0.999999997344182,0.984844568268736,0.975377721106834,0.99999668026228,0.999805849863068,0.99999998106942,0.999999999966664,0.999989714329288,0.999999999988497,0.999999771128876,1,126.054233333333,124.652147142857,116.716082142857,119.502363636364,115.87239,114.784175,103.46786,113.443759504132,108.568121153846,113.5577,112.181727272727,5.87524049464941,2.77827116296991,2.64023501571603,5.04987043519985,4.64723892868897,10.5730568173995,11.9992008150793,2.87285087101525,4.42798606708986,10.0365,13.2079594595497,109.2506,103.620175,94.0563,95.75715,107.123075,103.704525,87.7565,99.246,84.61455,108.53945,85.42435,141.6975,139.544925,135.050325,135.0795,123.120125,116.5156,100.5395,122.4678,121.780175,118.57595,125.47965,153.452440277778,117.660003001876,143.2158,114.2857,122.89935,186.665425,98.4579,132.0842,5.08754037940613,1.38117102200658,0.766752244466686,0.797996450112348,-0.383167610276427,-0.325545766255158,"KIRC"
"ZNF670",0.999999866905761,0.962114535636151,0.07239127633161,0.989978040287661,0.45423267081113,0.99999999915067,0.989632423004332,0.903720885463147,0.999999796351819,0.999998419397935,0.997279505694152,0.985550677000479,0.999999202367123,0.999997146965316,0.999999999949723,0.999930679390266,0.998905131962719,1,1,0.999999997516441,0.999999925273822,0.308728445932381,6.49401886865242e-06,0.593359242973718,0.734776956138189,0.999993223170796,0.99999999995398,0.999942641213213,0.569466363099514,0.00667197342180526,0.957216517998999,0.960187889933309,0.999999812307392,1,0.99999108700923,0.999999980687334,0.734111895372127,0.610752336480449,0.920030059110923,0.909372782184154,0.978171564166752,0.995553062013736,0.970951589381839,0.989717660639277,0.985690308670347,0.999695247328426,0.989762927457437,0.999999999969033,1,0.999999663712789,0.99999853384513,1,0.995537591868794,0.999194037145966,0.935476774261814,58.2743904761905,59.7892,51.9458875,52.5845072727273,49.71449,47.987675,52.08168,46.5174454545455,47.3993653846154,30.6511,52.8243545454545,4.11664391571063,1.81448271067632,1.83280816939596,3.37872742191819,3.83827856607186,4.87613222516491,12.8699683433333,1.5407480210329,2.55747768684785,7.5278,5.56332471835721,46.0177,45.74805,39.412775,37.8837,41.57145,45.886225,39.0665,37.4224,37.75755,26.8872,39.05765,68.1956,70.508275,64.9064,59.9025,58.170325,53.05035,49.2462,54.3843,55.755025,34.415,58.76225,73.9555722222222,52.4426562851782,73.12795,50.2939,63.3286,82.2838,39.0275,62.6649,2.13320490449069,0.884392710950113,0.709110276742883,0.687752083847558,-0.495918090358231,-0.540039489059824,"KIRC"
"ZFP37",0.980138315268939,0.999999979509016,0.178739053631729,0.854510870066545,0.000490546608839848,0.505906733838243,0.958725658320736,0.999758941867233,0.798141235564575,0.18023597263273,0.999992629082519,0.991373393368921,0.999998942010494,0.999999929963801,0.962804823668389,0.703686467849614,0.190802074933381,0.683071913242098,0.988505846359001,0.205474212968299,0.994813349850209,0.989192929849828,0.000559549758741285,0.905547515730232,0.996210335921029,0.376466873801517,1,0.915717033079833,0.999551711885059,0.102333435296603,0.999339708198395,0.984755400619666,0.592018907238395,0.999999999977968,0.87467221835854,0.999998832089556,0.990845220150048,0.903983337579475,0.993573395046563,0.999982374164318,0.823457007733925,0.99992460742576,0.999999999796013,0.999541770417153,0.998851994770575,0.999871115616747,0.832191229051913,0.999962249152053,0.999983185212149,0.803497098359462,1,0.96683805894413,1,0.999999999929713,0.999692295701831,96.0058523809524,109.521362857143,92.9809,75.8279363636364,120.62271,83.29225,50.75254,83.4170074380165,86.606625,57.43565,84.2248454545455,10.0930388674562,4.04025674607046,4.7755767341714,7.64592566231622,12.8756303960488,19.0112078022632,13.0713055217373,3.43630824965308,6.2212455915636,32.75005,22.1714559668112,76.038,75.776,59.4708,31.5183,97.5739,74.18,35.1759,59.1171,55.6219,41.060625,28.75475,114.6903,137.84325,121.92665,104.7967,140.175625,99.0867,55.6754,110.3896,104.058425,73.810675,121.1676,106.389369444444,92.733674108818,98.127,90.7229,85.858725,126.731875,59.5099,120.1135,3.2136511745059,2.10248922138718,0.871644174536091,0.924545741742843,-0.198188781442708,-0.113183396401127,"KIRC"
