"gene","T1a-T1","T1b-T1","T1b-T1a","T2-T1","T2-T1a","T2-T1b","T2a-T1","T2a-T1a","T2a-T1b","T2a-T2","T2b-T1","T2b-T1a","T2b-T1b","T2b-T2","T2b-T2a","T3-T1","T3-T1a","T3-T1b","T3-T2","T3-T2a","T3-T2b","T3a-T1","T3a-T1a","T3a-T1b","T3a-T2","T3a-T2a","T3a-T2b","T3a-T3","T3b-T1","T3b-T1a","T3b-T1b","T3b-T2","T3b-T2a","T3b-T2b","T3b-T3","T3b-T3a","T3c-T1","T3c-T1a","T3c-T1b","T3c-T2","T3c-T2a","T3c-T2b","T3c-T3","T3c-T3a","T3c-T3b","T4-T1","T4-T1a","T4-T1b","T4-T2","T4-T2a","T4-T2b","T4-T3","T4-T3a","T4-T3b","T4-T3c","mean-T1","mean-T1a","mean-T1b","mean-T2","mean-T2a","mean-T2b","mean-T3","mean-T3a","mean-T3b","mean-T3c","mean-T4","SEM-T1","SEM-T1a","SEM-T1b","SEM-T2","SEM-T2a","SEM-T2b","SEM-T3","SEM-T3a","SEM-T3b","SEM-T3c","SEM-T4","Q1-T1","Q1-T1a","Q1-T1b","Q1-T2","Q1-T2a","Q1-T2b","Q1-T3","Q1-T3a","Q1-T3b","Q1-T3c","Q1-T4","Q3-T1","Q3-T1a","Q3-T1b","Q3-T2","Q3-T2a","Q3-T2b","Q3-T3","Q3-T3a","Q3-T3b","Q3-T3c","Q3-T4","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZKSCAN4",0.999999378661312,0.999585535245601,0.556311738319562,0.914368785687365,0.0963074993770167,0.974581261580269,0.999998051736699,0.999513222317049,1,0.999897241146204,0.999997627147142,0.999905749130284,0.999999999996257,0.999999956308061,0.999999999989772,0.873076945833496,0.671595744778776,0.955429226740556,0.99831209580835,0.985216093860645,0.998943467368163,0.999998951212229,0.925169369358467,0.999891841803043,0.776067985977575,0.999999998069514,0.999999966422449,0.898478616026644,0.88045782773421,0.0733175150904292,0.949949191583719,0.999999999979573,0.999733613258111,0.999999796259384,0.999044644283434,0.69873399680118,0.895285236659303,0.806510365811468,0.954623037886384,0.992594014353787,0.971116992310793,0.992984827349677,0.99999829775821,0.921632969621765,0.994398798238954,0.999999361223232,0.999999999789128,0.994897225487241,0.878998849922284,0.999799377630351,0.999897661851484,0.803778519506936,0.999623898012086,0.846602374571075,0.838499731915548,119.840371428571,123.185135714286,113.045155357143,105.241876363636,113.66031,110.88375,89.55398,116.274083471074,104.269459615385,76.2834,125.175354545455,7.31468415313673,3.09781614578735,3.6715683155472,4.81497221346124,14.3750102112926,25.6679083832159,14.893783268881,3.51028161817439,5.06968687348023,23.1861,10.1951919068956,97.1613,98.325875,85.6836,85.02015,78.92375,77.4321,77.6867,88.8179,73.1886,64.69035,102.35225,138.1361,148.718925,134.8895,126.2954,139.827375,128.30045,98.995,146.8775,128.406775,87.87645,149.92315,95.3719569444444,114.981006754221,96.37275,112.3703,87.42195,107.286125,89.3004,142.9382,2.32261672125914,1.6397757143547,1.2056060338701,1.16599661211286,0.26975854253003,0.22156359669015,"KIRC"
"ZNF643",0.999999999995554,0.999999999795105,0.999999999998415,1,0.999999983913623,0.99999982849341,0.99999872314936,0.999999019025516,0.999999678634442,0.999991230163497,0.999999999994134,0.99999999960265,0.999999998536444,0.999999999999377,0.999999457191158,0.999999426858,0.999999697079303,0.999999874174665,0.999997799831124,1,0.999999444979816,0.995170521092781,0.826583930129807,0.911236995306433,0.895489023691897,0.999999989618167,0.999952878702898,0.99999999999582,0.941116163113572,0.572737133441361,0.676509346822353,0.659736923639501,0.999942033848707,0.999055620536305,0.999999265829371,0.999492082992537,0.999890560923288,0.999907750823542,0.999930635774563,0.999815028972957,0.999998236682033,0.999918824904282,0.99999967358745,0.999999762204075,0.999999999863319,0.344038700638612,0.156084410356602,0.182762105938225,0.16364992041258,0.826514990004358,0.852605170629155,0.962399890805559,0.563403083256884,0.872179477514305,0.99997935219872,26.0910904761905,26.4509407142857,26.6273607142857,25.8935290909091,28.19603,25.2286,28.60106,29.2985223140496,31.023775,32.584,38.2204454545455,2.83476588400007,0.934778594196746,1.31132945626282,2.05176227283608,3.70669574653011,4.50511356109181,6.81634259391354,1.10838519165956,1.95723446139042,1.4169,8.81595989712422,14.8803,17.939325,17.04595,16.07865,22.350625,21.3512,18.1269,21.1668,20.770825,31.87555,17.67225,35.2711,33.503525,33.8896,29.22315,36.306625,30.82755,31.4735,35.6671,37.99335,33.29245,48.5877,18.0095722222222,27.7891181988743,16.6651,25.8279,13.670325,18.872775,18.1943,34.7574,1.06313066037153,0.582779353472238,1.54301933749348,1.54981968305021,0.625756142226945,0.632100371949793,"KIRC"
"ZNF642",0.999990955767663,0.99993824163737,0.999999995722586,0.992305055426692,0.995875821275407,0.999448446986725,0.64350775887172,0.650887413011257,0.721826010536617,0.937492760963215,0.980263109233418,0.992163563556487,0.995062020609671,0.999633310527868,0.999999999603258,0.999999999983716,0.999999999995407,0.999999999641342,0.999996749620903,0.970358542213618,0.998318452777028,0.618605481760415,0.112604847330738,0.270294641308008,0.973097288166203,0.998573935851856,0.999999659998281,0.997940210976126,0.292939295783563,0.0415653743193604,0.0932109598690274,0.68619515803418,0.999999765748729,1,0.975613719102868,0.994875011051174,0.510724491991477,0.567895520309658,0.5998695589596,0.736020388193594,0.99093280915491,0.990465134079768,0.741783191346075,0.882402970851796,0.960012388373986,0.494417930422798,0.464535469044863,0.54471515499735,0.854492087323653,0.999999999992012,0.999999975077139,0.946073211210713,0.991792962469156,0.999987823147132,0.994214980088432,81.3005761904762,84.7643557142857,85.6197785714286,89.4289218181818,104.011,100.870125,83.2176,95.518532231405,100.511078846154,129.07685,105.579818181818,5.55212677975062,2.15132499288451,2.81511961920338,4.03348540037542,7.85947566339865,13.7189698782,13.0942166872249,2.82364930206484,4.84303079017081,26.95485,10.365315061289,67.9657,67.05415,68.76515,67.00205,92.1236,80.633975,60.0858,76.9444,77.294075,115.599425,93.4194,103.5447,100.159375,100.919975,109.6838,110.979,118.2034,97.5399,114.1091,112.13605,142.554275,127.42955,62.8128208333333,90.3467144465291,63.2615,88.0405,53.222375,71.1263,70.407,107.4516,1.45061701643954,1.29709150705482,1.4383483060927,1.39169162918995,0.524413076768765,0.476839574459951,"KIRC"
"ZNF490",1,0.999999995747326,0.99999499903284,0.999987413831153,0.998621077256511,0.999994156335718,0.999999999994202,0.999999999910488,1,0.999999987041214,0.9999999997614,0.999999999727642,0.999999955302262,0.999997561495942,0.999999994583418,0.999999345560127,0.999998825659179,0.99998351100063,0.999819649987258,0.999997952731232,0.999999999956316,0.999727450884333,0.941432775534752,0.998325504502691,0.999999994722965,0.999999328755769,0.999987176541111,0.999400841109975,0.999999999820974,0.99999999525394,0.999964613268359,0.997989545031079,0.999999987183108,0.999999999999295,0.999999902772633,0.969538046125189,0.999999651592315,0.9999995858905,0.999996974250068,0.999977315911273,0.999998963413001,0.999999998972255,1,0.999941873432592,0.999999919913588,0.999976416692647,0.999908164340489,0.999129702005487,0.994516050615438,0.999966385758825,0.99999999915427,1,0.982073564201164,0.999992295738296,1,237.754057142857,237.30322,242.280747321429,248.8518,241.52667,229.986075,221.93238,252.015755371901,234.177307692308,215.7018,220.542954545455,14.1478318529438,5.62156638048924,6.44171045279272,20.3974420279236,30.0139866395802,33.0309488989083,33.2081519925515,6.77237065906764,10.835996121111,30.6885,23.0013247735958,186.0895,191.5196,185.505675,181.99925,155.9374,201.313175,202.5126,197.3106,186.91195,200.35755,155.6223,274.195,275.65945,289.164425,273.1993,294.9423,241.28805,275.9444,301.1447,272.14865,231.04605,291.59515,229.342759722222,242.081940712946,228.73645,239.4388,191.39775,264.072625,188.4574,283.7955,6.55027398113073,3.57813640679409,1.05554647116897,1.0467890010534,0.0779900957378196,0.0659706707203218,"KIRC"
"ZNF626",0.999999999857093,0.999999994547213,0.999999999967583,0.999999999968228,1,0.999999999992482,0.999732923109057,0.999699678026446,0.999860895052536,0.999790366693249,0.999999999995865,0.999999998996927,0.999999995127039,0.999999999345846,0.999967542883851,0.99984912984335,0.999885430138072,0.999937188642309,0.99990347328166,0.999999999997244,0.999954255514495,0.998328197406724,0.949491048864157,0.983991479239652,0.992226165871908,0.999999998647767,0.99998279072482,0.999999970446956,0.999920710361209,0.99951369895201,0.999908528466167,0.999882285333072,0.999999839053691,0.999997687561894,0.999999493317612,0.999999963211478,0.999999999204134,0.999999999946197,0.999999999991754,0.999999999940644,0.999999999714129,0.999999993983546,0.999999994891016,0.999999999999444,1,0.999470194212035,0.999294489753032,0.999657818681717,0.999524017955028,1,0.999948194708797,1,0.999999988195501,0.999999331567063,0.999999999239891,261.747638095238,257.591644285714,255.651922321429,257.830654545455,231.37722,268.5484,224.82046,238.704038016529,243.862103846154,246.1267,229.975054545455,15.6228101820756,10.7674932990091,9.2572302909369,19.4891806555654,14.9226808705094,42.9934312466645,22.6066133224904,6.66923921262461,18.5155453111495,31.9357,22.133547827024,212.9737,194.96135,198.306825,177.85145,202.961875,199.992025,207.5377,183.9396,183.9741,230.15885,181.89035,316.4138,295.0749,292.536675,284.85165,265.140175,323.318325,259.3871,276.1795,267.902075,262.09455,269.40335,338.422701388889,250.229784990619,332.6095,230.8427,297.701475,365.648075,190.7409,285.22,11.5849795008185,4.70441022047318,0.739400116965187,0.694035197431222,-0.435572823143269,-0.526919265121518,"KIRC"
"ZNF793",0.997877699352761,0.999955529273072,0.999965761665859,0.97049452836906,0.999727039292098,0.987373276445813,0.999999135787948,0.999999999148989,1,0.99998719852708,0.999999996996236,0.999881967664749,0.999988554788774,0.998647196355272,0.999996157240749,0.999963758645162,0.990258677465418,0.997338667870241,0.963569475501095,0.999314787531274,0.999999988950517,0.999929033252365,0.999982384297661,1,0.989351337804519,1,0.999985422407689,0.996950476120812,0.999999999999586,0.984880653633448,0.999803648163432,0.888475111825279,0.999999549434567,0.999999970154199,0.999866911761966,0.999646742679638,0.999998790351402,0.999999999992202,0.999999996538615,1,0.999999999174334,0.99999323742379,0.999785125995567,0.999999997681208,0.999999302238812,0.999993772269933,0.999999999996593,0.999999999992436,0.99999643537158,1,0.999988677465304,0.998649977660868,0.99999999999885,0.999995296706159,0.999999999891133,92.6549666666667,110.189490714286,104.203215178571,119.612283636364,104.99126,82.815875,69.01398,104.728855371901,94.6235807692308,117.2551,107.328636363636,13.4285295870332,4.71563249001159,5.87545352110718,24.1155198875013,18.9094954681516,36.232144505406,31.6440714509748,5.8340009302112,8.74132676442362,8.5018,19.298787481282,37.037,73.099225,54.927575,41.34685,56.8801,26.550475,29.173,55.6608,53.1827,113.0042,65.0042,154.6619,142.1821,149.07125,144.66515,146.37285,127.34875,82.4342,140.903,129.575025,121.506,146.55585,110.231286111111,105.523484427767,104.66985,94.5719,88.393375,130.2076,58.0094,140.903,3.95878786456718,3.51235793666767,0.957291601600308,0.903525704871078,-0.0629696423783297,-0.146362449234664,"KIRC"
"ZNF383",0.996539915556158,0.971690161258407,0.99994905886331,0.813305836163386,0.954236642754507,0.998759913034276,0.999999999968862,0.999984339613192,0.999587193544218,0.98773458463002,0.969312760598293,0.997328932090449,0.999417851349318,0.999990975449249,0.990598835661018,0.694677969325279,0.876334656197818,0.93811119001945,0.990639010063213,0.85554000905835,0.999999380035802,0.575833510255282,0.529275718771925,0.92983052235614,0.999999916623416,0.959812317238205,0.999998625022275,0.995012124769015,0.224844932081986,0.153733933226699,0.455193032141066,0.978061123747247,0.761241468932259,1,0.999958996384296,0.988132296371151,0.958732872940019,0.991772923518357,0.99648786172156,0.999537927303734,0.979699633790972,0.999999794869382,1,0.999785156914044,0.999997602989222,0.995185410322261,0.999994414858977,0.999999995334027,0.99999999830344,0.999669856965937,0.999973270599294,0.99188362405641,0.999999403922947,0.997686911911357,0.99927271965679,122.892566666667,116.026588571429,113.720115178571,109.444341818182,121.27721,101.60695,93.92242,107.927459504132,102.244642307692,92.75095,111.520418181818,8.1692577994907,2.46804799518706,3.03074533778308,4.9985710613506,9.67387949988639,18.262472417798,11.0666574286186,2.33294502780168,3.7760766217502,12.51225,7.45340151520606,105.1454,94.797775,94.9131,81.71575,94.128675,74.13555,79.655,92.19,82.825975,86.494825,90.2839,151.1504,136.8458,129.445175,130.96465,145.965625,127.20395,96.4824,122.2367,125.02495,99.007075,124.01325,101.423051388889,111.518426078799,99.01395,109.6511,87.02315,119.212175,91.7076,129.6456,2.61582007599387,1.3143978592662,1.09953728025004,1.10743082161655,0.136896520172932,0.1472165801095,"KIRC"
"ZNF669",1,0.96036410614619,0.262856972373228,0.999780726255353,0.983783039800074,0.999030467564278,0.999936948801764,0.999646851921287,0.999999990252613,0.999999999860814,0.998816071491223,0.997504496134569,0.999999954511362,0.999977865773419,0.99999922172858,0.999216291704085,0.998047990052357,0.999999999304022,0.999993921912238,0.999999917771138,0.999999999999763,0.331628034787668,0.000145463141079993,0.653550988469944,0.333156840919038,0.993942731982804,0.999999996782546,0.999999361615738,0.196212445893038,0.000778467436355346,0.451797431457307,0.207893113986297,0.960472125052867,0.999996831298708,0.999925657236887,0.999723472680099,0.697305735248847,0.638321619853926,0.900565519383519,0.818734366660947,0.906730263072784,0.990316376740541,0.980039841255193,0.983640360200923,0.995444236390225,0.992327698028916,0.968403576491063,0.999999987591438,0.999881760574594,0.999999491677275,0.999999999995305,1,0.999968512563787,0.998081762304544,0.961956311534184,71.7149238095238,71.8973242857143,63.4186205357143,66.9991272727273,65.55159,59.57365,61.1557,56.6375743801653,53.5096211538462,34.66805,61.3260545454545,5.19536551073076,2.22726652824962,2.25652473897041,5.79014362248465,4.93962843075041,10.7848432677145,7.51913921250298,1.79608675347211,2.86402618829417,16.10045,7.78741579981171,61.1484,50.7666,47.877225,46.61045,52.5085,42.29005,50.0715,42.4165,36.416475,26.617825,43.3472,79.1894,87.03195,76.57195,71.2643,77.910925,77.9264,69.9241,69.9534,65.272325,42.718275,66.75205,94.9920958333333,63.6429981238274,91.837,60.0387,80.6675,108.986275,46.269,76.5856,3.02278119886482,1.15181531687773,0.6699820397214,0.653752844714004,-0.577805673275412,-0.613182775828575,"KIRC"
"ZNF559",0.990794773947262,0.999981734961798,0.995095867626028,0.999999575051052,0.498954134192534,0.958846080568876,0.996050937963763,0.999999459987014,0.999576400173589,0.952853932516789,0.999999999998309,0.999999093894994,0.999999999965994,0.999999954114573,0.999980037152358,0.760359139813513,0.267497510973431,0.451693537570638,0.808026942931832,0.395132835644544,0.936549880164702,1,0.678386582954665,0.998667969077584,0.999871926199209,0.990104903580627,1,0.627773335124666,0.999547475153143,0.156839966310197,0.682645571699577,0.999981652167991,0.846556336363817,0.999992507257286,0.911744505322217,0.970758266039775,0.998929253584155,0.977185579869319,0.993175828211838,0.999671515220005,0.96840934012535,0.999419085603292,0.999999794414035,0.998204359713958,0.999955837322194,0.998446498719639,0.732958922244419,0.934707817166869,0.999766285478711,0.871004179374588,0.999881439762031,0.992140218238965,0.991297318973004,0.999999119451045,0.999999259618626,286.769976190476,313.797747142857,300.274964285714,276.92464,326.67417,292.756975,191.1587,288.315240495868,265.934471153846,220.9664,252.204663636364,23.056907942799,8.75533635655241,10.6310504191638,15.3722412265708,35.9885022895648,78.2861855390036,54.9300359466476,8.95696906537793,12.3529118509158,8.4699,29.8252707952022,193.959,235.0021,216.15855,190.57285,252.53765,230.214275,94.5188,220.3432,206.247675,216.73145,187.30655,347.2013,385.508425,363.063725,366.7546,403.17655,329.8816,306.8577,346.103,314.656275,225.20135,332.08885,318.608415277778,293.148480675422,314.93165,289.2912,267.8618,359.46335,214.6188,363.911,7.61664506637655,4.57919509926086,0.920090200441949,0.918584080069437,-0.120152793118378,-0.122516314380865,"KIRC"
"ZNF177",0.999973507438318,0.999864813766857,0.999999997112365,0.98332304932904,0.991432446868731,0.998453928041381,0.733101747735249,0.780656603831908,0.835617540519961,0.981545355927589,0.999999992706351,0.999987495141191,0.999968793605481,0.998963271520878,0.937430655283042,0.999842693186421,0.994290431415687,0.991307680698984,0.95243100334146,0.692960942413071,0.99999991606497,0.999116421176098,0.999988161741055,0.999999972567151,0.999862675400878,0.884415411255998,0.999906352357476,0.984966458387652,0.999999038161619,0.999999999651036,0.999999800374893,0.993804141222679,0.786469655760318,0.999996677855379,0.997296089284946,0.999974309297095,0.996349133236606,0.999070596396872,0.999398871821551,0.999962936313965,1,0.996044434815941,0.972805256053781,0.999663832757901,0.998735085161,0.999788046384939,0.999998454985094,0.999999862780611,0.999999999985463,0.993780791948599,0.999856912574184,0.989700576667784,0.999999998037892,0.999993995663645,0.999950470132449,67.2468857142857,74.4617828571429,75.99,83.96476,106.67868,60.0248,48.64412,77.9752867768595,72.879675,106.9697,81.6263181818182,12.4213476964905,4.28018155576457,4.7133392862786,8.87396461278689,28.39795528624,19.6291416352066,21.3229961211693,4.68796286428551,8.3324672252277,24.735,19.2700709562067,30.3096,45.27015,43.072175,42.19505,51.496525,33.757275,18.598,41.5964,39.51815,94.6022,42.81365,76.3635,90.66445,92.7183,108.5117,104.845025,81.871325,68.3448,101.5527,83.9332,119.3372,96.8874,80.617075,76.6358318949343,77.9863,62.1694,65.653575,97.507725,42.2999,95.3285,2.64833697228848,2.36493015393729,0.950615386317779,0.797183607890104,-0.0730663421165505,-0.327016049861916,"KIRC"
"ZNF548",0.999999999392822,0.999999999987152,0.999960999298285,0.999933261885591,0.971919906118463,0.999455319027787,0.998736731970072,0.987242635288816,0.997966831856407,0.99999111984498,0.999437963927248,0.997564048121333,0.999456161899242,0.999987226418277,0.999999999837765,0.939882701127049,0.853742644118326,0.92194366874966,0.984033844931284,0.999816701119184,0.999998314501128,0.999998611158668,0.987802406101025,0.999988901735053,0.99999938328829,0.99977049221774,0.999895777449382,0.959855507505277,0.991545411229474,0.645060690785797,0.920390960143099,0.999923901348663,0.999999999951166,0.9999999630731,0.997846296415562,0.990280422344417,0.98398011398607,0.96983728139585,0.983818310569269,0.995864196598132,0.999796315697806,0.999988413091957,0.999999999096147,0.991359546958912,0.999150296354502,0.999287124202323,0.990724289670393,0.998827353711948,0.99999803809765,1,0.999999997145835,0.999575507646001,0.999905787936406,1,0.999641572281982,342.289942857143,347.721497857143,338.542442857143,322.610427272727,301.33831,289.31395,254.41586,330.236023966942,307.558873076923,234.2024,305.155027272727,21.7021742075058,8.03327406175909,15.2088494588022,14.1746535060733,18.1021324662314,51.496103328739,38.4293347377573,12.4205483122563,15.0291955222821,7.83999999999999,26.9293127381537,287.9719,285.131125,270.135625,260.22685,260.1907,216.622225,204.1433,263.0697,238.887675,230.2824,235.5477,381.138,394.3997,369.2759,376.2951,362.06085,372.297675,298.4925,371.3109,354.997,238.1224,377.48395,261.641709722222,331.517781050657,251.97885,318.7452,234.7386,272.43235,263.0697,375.6563,5.32353408391294,5.34158246613828,1.26706778289524,1.26496807172507,0.341493704771615,0.339100971207945,"KIRC"
"ZNF563",0.918691172724544,0.493634608927516,0.951714057996815,0.956014453965971,1,0.992431478245016,0.999719160435846,0.999999997251806,0.999638132500296,0.99999999858586,0.976949020446581,0.999905884233547,0.999999942026862,0.999919594160357,0.999859294587071,0.764052336651546,0.979591952315008,0.999065151529904,0.982849870545668,0.987330343088956,0.999999778648905,0.480545475281472,0.941914333465952,1,0.991188305953522,0.999611086050936,0.999999945861452,0.999078709173696,0.19185936229328,0.5258716437066,0.993397713480452,0.76158134061658,0.978952141365874,1,0.999997658882601,0.993138455918651,0.98781061573044,0.844884045254351,0.701242039094469,0.854507431044207,0.934161573417336,0.802790911439722,0.580257044540333,0.699224633748163,0.541253928818546,0.762181183479355,0.993609212919869,0.999993420182155,0.995705520611972,0.997900493401235,1,0.999998289542123,0.999993715764819,1,0.659233688672346,100.086776190476,87.8790157142857,81.7832544642857,87.9234890909091,90.37001,76.50875,68.5362,81.7399165289256,75.6326519230769,129.4362,76.4488272727273,8.89346187447596,2.4544196112161,2.26953936199009,9.56761253077353,5.53909723800729,2.3412988163624,11.2733143994568,2.53051683631093,2.8335802338003,15.7893,14.3530274060093,71.0355,70.14295,64.8092,55.1828,82.2869,73.9147,46.612,64.7292,63.2701,121.54155,46.7035,122.3054,94.682225,94.2159,100.61415,96.00655,76.9204,86.6377,94.7992,88.10705,137.33085,96.7126,90.9041388888889,84.1775622889306,89.88745,80.1354,77.263925,101.15865,65.6753,95.0681,2.05253508209098,1.51279952164061,0.926003626653566,0.891508213883028,-0.110910251137413,-0.165680004750249,"KIRC"
"ZNF567",0.999999826827007,0.999999537496078,0.967137779777309,0.999999967947006,0.997340877491362,0.999999999999451,0.999999997481064,0.99999239871178,1,1,0.999999964872693,0.999999999931361,0.999994554955587,0.999997575861901,0.999998924516369,0.999704542865563,0.99659660770934,0.999948166232251,0.999929334324449,0.999989029665648,0.999516880924191,0.999999613929197,1,0.964589172172539,0.99666448904075,0.999988835112496,0.99999999997609,0.996175784835842,0.999999999995689,0.999999942331519,0.999803996748524,0.999986098140902,0.999999855708826,0.999999992933965,0.998993591123442,0.999999805598282,0.99418097402619,0.983480951410327,0.997077429488217,0.996725567082914,0.998456426613965,0.992837733007197,0.999993786099141,0.982501472400693,0.990337690667838,0.941016927293909,0.935553595620532,0.67688659787169,0.763321842240435,0.946312061566186,0.999906801310044,0.85441103624457,0.94424536158552,0.915500295367326,0.839443062659002,114.433014285714,117.298232857143,111.212954464286,111.78836,111.3712,120.1101,101.06288,117.575253719008,115.520855769231,86.2302,133.925890909091,8.24517205554195,2.6179945941686,3.50442803700671,5.78478553085161,7.53931148593822,19.9060454909223,13.5615972216918,3.27461601639941,6.15207377399723,5.9915,12.9558159840665,100.2515,93.184275,92.501275,86.6911,88.89595,101.9872,91.9598,98.3078,85.7615,83.23445,111.2815,136.9231,134.483675,127.465625,127.2124,130.27015,149.8689,117.9604,135.8941,133.3013,89.22595,174.09175,113.869351388889,115.100403564728,113.71565,112.5856,102.488725,122.652625,93.0987,132.2756,2.96531176969283,1.58685804171627,1.01081109324699,0.990062493596968,0.0155134024825772,-0.014408502667934,"KIRC"
"ZNF573",0.999586192907012,1,0.967867726519259,0.9983939904438,0.999999903663874,0.967215224273283,0.99999887297064,1,0.999997845170742,0.999999998106719,0.999999819781146,1,0.999999823320127,1,1,0.999781215959282,0.999999331120771,0.999662039350197,0.999999981018223,0.999999640161585,0.999999988662289,0.831324800744541,0.769185361147558,0.101644485089487,0.992111953883958,0.999616632257512,0.9999977635905,0.999999999996613,0.676127833245303,0.630842781725431,0.111724793032225,0.937122344705547,0.995062579170829,0.999930700008025,0.999999845823387,0.999932126932785,0.817343932552822,0.901222725154221,0.791033000445905,0.930335350318138,0.933257017663225,0.973325895763763,0.990067131166303,0.978412044136609,0.99226650843286,0.822722453851677,0.925791639931956,0.655586200600022,0.975958050111063,0.990040964578744,0.999449214526702,0.999983444038148,0.999610169618194,0.999998847872028,0.999067382264879,34.5116,31.5070578571429,34.2981839285714,30.6626018181818,31.88741,31.425425,28.56142,27.6989842975207,25.9546057692308,12.856,23.6827272727273,4.38111847323532,1.4516735033222,1.67050535818135,2.49086079921391,7.21270138078114,15.7415906781142,8.32618672991424,1.37727324575398,1.61492901917202,1.5828,5.20150794960795,21.6058,18.232175,21.20685,15.69945,14.1375,9.8883,17.2637,16.5189,17.354625,12.0646,11.2712,43.355,41.4355,46.92735,40.6058,39.488225,41.761625,31.2024,34.7863,35.430175,13.6474,37.50935,31.3302777777778,30.4529928705441,29.72315,26.7052,21.306825,40.465375,17.34,40.2562,1.4076412349262,0.73729642675801,0.971998814901797,0.898464664747848,-0.0409735400443138,-0.154466329043607,"KIRC"
"ZNF527",0.999912657046073,0.999983178213088,0.513275699264077,0.999933033419879,0.686837552051853,0.999999999167005,1,0.999990336598717,0.999999799467866,0.999998444556945,0.998841141455618,0.980525568919217,0.999874224057044,0.999957120293631,0.999578120315703,0.974102465811083,0.82864021578662,0.991005209255846,0.995513399752357,0.989478524715072,0.999999992508048,0.999997781471054,0.624697074194692,0.999999999299309,0.999999719402209,0.999999982849653,0.999757192048376,0.986772322113175,0.687504126356933,0.00323755680551285,0.480840894864264,0.795253817173732,0.945650896241081,1,0.999999977656904,0.360263388946941,0.999999998102509,0.999997979279626,1,1,0.999999999581882,0.999999651096098,0.999972463908482,1,0.999994092454631,0.984638886920814,0.730952280994331,0.996271108364675,0.998972006053267,0.996749191295643,1,0.999999689012632,0.992856270347507,0.999999999191545,0.999999562929616,129.413857142857,135.00095,124.6559,123.463387272727,128.82423,112.014025,105.94928,125.589161983471,110.678011538462,123.59035,113.074409090909,7.35248484448033,2.92823252852265,3.5744470796433,6.42418851424515,7.45425896998264,27.1610308040575,15.8701922556219,3.14289758869373,5.50952102751495,3.56385,10.0841761090105,100.2613,114.113375,102.005525,95.5905,113.90465,68.73675,85.8369,104.0686,87.4626,121.808425,87.7067,155.8538,152.305075,148.539275,147.27805,142.498925,153.948275,102.2874,150.4167,135.910925,125.372275,121.01295,127.538459722222,125.761342776735,128.41135,123.9633,110.946425,138.407025,102.5265,148.7331,2.94458968151539,1.63229029452766,0.986066030988948,0.965360927986506,-0.0202438363261186,-0.0508596585552607,"KIRC"
"ZNF33A",0.94830828799622,0.868736601639523,0.999994725061406,0.964474067648531,1,0.999999952438803,0.995590600306668,0.999999999652071,1,0.999999999978758,0.994921931923744,0.999996637406128,0.999999829128845,0.99999836425761,0.999999956321585,0.994088130414993,0.999998428514553,0.999999962926801,0.999999350700491,0.999999992775683,1,0.427357356043946,0.800501661979828,0.981156572453873,0.973015465858146,0.999993121571604,1,1,0.0577030109079697,0.083718011339604,0.253157996752019,0.305813876113329,0.973761036195089,0.999989100409211,0.99989722947081,0.850124231290824,0.987636030154246,0.999715593316283,0.99990865027599,0.999791065403473,0.999955607361847,0.999999823858801,0.999999150721505,0.999998331654175,1,0.0615311747928032,0.196606295390499,0.307744984226878,0.286093683059696,0.773125776032842,0.993105311564573,0.979865611360241,0.647231751733488,0.992881073648869,0.999997997206364,1306.79122857143,1187.874565,1166.00033660714,1183.49611818182,1166.71872,1104.397325,1118.64578,1108.34334297521,1007.77420384615,999.22735,879.323181818182,84.061224298892,26.33341281291,38.2043649024998,65.6907059081905,123.868487578315,209.389264624807,101.890958862302,29.260903104145,42.7010640753501,260.05645,131.179176221712,1146.5715,986.07975,901.238325,811.1746,877.54365,747.795275,1040.7725,897.4652,831.91415,869.199125,619.4278,1526.9198,1347.249375,1357.8237,1481.98465,1374.59195,1451.18025,1089.9497,1311.7949,1128.135525,1129.255575,1081.4598,1285.99330138889,1141.51243996248,1285.91465,1111.8553,1164.9519,1418.46975,896.2749,1346.4093,25.2890396284197,15.9009986093628,0.887650377906035,0.864641599658266,-0.171936545995159,-0.209825846003853,"KIRC"
