"id","baseMean","baseMeanA","baseMeanB","foldChange","log2FoldChange","pval","padj"
"ZNF195",663.539551440888,488.094990249823,682.898951296454,1.39911075700024,0.484510174261205,0.000423691923956278,0.00196795138739985
"ZNF263",1599.47738413594,1076.96909752342,1657.13347093456,1.53870104048972,0.621712952718566,2.69676177552521e-05,0.000178088041779967
"ZNF200",363.463497672532,260.806945816297,374.791117187702,1.43704423214131,0.523104468551565,0.000309319653234702,0.00146781650214379
"ZNF582",67.1203418022658,134.733764145428,59.6595503712961,0.442795840743389,-1.17528642418404,1.23274472277121e-10,4.79400725522137e-09
"ZNF285",105.702565078551,121.18674271787,103.993966166626,0.858129889741569,-0.22073205893039,0.200963651483889,0.32715013032261
"ZNF275",936.30210200547,1308.88538718853,895.189463640443,0.683932659347124,-0.548073811894079,0.000296852958862081,0.00144303521669067
"ZNF37A",671.932801602891,863.528827132828,650.791171199587,0.753641512305278,-0.408049660791893,0.00299250239063543,0.0101686974439068
"ZNF510",390.899053396195,485.10098064055,380.504357976128,0.784381753823074,-0.350372118734064,0.0215718481193429,0.0567680213666918
"ZNF506",710.723773858395,738.940984842321,707.61015057741,0.95760035658112,-0.0625044053902862,0.391531480543616,0.537083953553373
"ZNF324",327.362974607218,374.835238209269,322.124655864922,0.859376662140504,-0.218637496122418,0.0190866859077341,0.0521901567789605
"ZNF671",282.823077686392,326.97154555053,277.951522611728,0.850078627312154,-0.234331806593362,0.147925476152074,0.265507264888339
"ZNF416",172.926555208694,189.351911809479,171.114102066538,0.903682991269233,-0.14611132571177,0.149022395241565,0.266111420074224
"ZNF586",259.241367112349,244.21775943946,260.899144510736,1.06830537267054,0.0953240970862579,0.653393640220324,0.773834486445285
"ZNF446",693.690258688285,510.073864448553,713.951378052669,1.39970194086405,0.485119645585896,0.0420568321886897,0.100135314734975
"ZNF8",166.364635003269,157.084000269696,167.388705042835,1.06559996406666,0.0916659388723616,0.496570160245639,0.648505806290946
"ZNF264",1362.33601407376,1223.81225459533,1377.62139443001,1.1256803396576,0.170797202316631,0.0809878982944545,0.162906691971604
"ZNF213",1186.05331378303,791.290411760045,1229.61335814419,1.55393435819498,0.635925562235488,0.0010955093591019,0.00421349753500732
"ZNF343",539.415369047242,392.737004033377,555.600567945324,1.41468861410906,0.500484537638513,0.000110564300684558,0.000586325836963565
"ZNF302",1090.64029223838,938.55626430789,1107.42197807899,1.17992071460481,0.238689920189289,0.0389847345788338,0.0934565554972044
"ZNF268",872.002734783935,878.91846633391,871.23961957842,0.991263300238167,-0.0126597766342596,0.81838767840606,0.900741155478367
"ZNF184",358.844067135653,463.825432182856,347.259916509755,0.748686666178437,-0.417566034054227,0.00145299625908654,0.00535314411242409
"ZNF500",557.366778240009,435.955794150241,570.763852346466,1.30922414612929,0.38871211548473,0.00125715482179089,0.00468089561305118
"ZNF419",297.685961254389,245.017102619331,303.497697379637,1.23867964372742,0.308803115512156,0.0596543265590221,0.129336506300013
"ZNF175",306.330891757824,330.385110422088,303.676633146594,0.919159561272687,-0.121612767350134,0.592841366560695,0.722977276293531
"ZNF14",293.717997562721,412.892736522637,280.567681539558,0.679517116000844,-0.557418204147025,2.86757032334871e-06,2.37495707654746e-05
"ZNF85",138.433402401347,128.917799731472,139.483399937334,1.08195610092531,0.113641964726499,0.725916708748027,0.830296889090881
"ZKSCAN1",1320.05826107308,1595.90668451092,1289.6198143489,0.808079712219589,-0.307430481673087,0.320085496224921,0.451733563220654
"ZNF862",1915.75751628781,1004.04303926593,2016.36049306264,2.00824109545824,1.00593247961851,1.72098544905173e-06,1.62795920856245e-05
"ZNF684",224.948199678327,267.245179724442,220.280946707721,0.824265369107326,-0.278819212502523,0.0214628036325229,0.0567680213666918
"ZNF430",115.764964518647,159.531951639634,110.935503870814,0.695381099087948,-0.524124240681568,0.0147782632903226,0.0438338317933298
"ZFP30",299.215599774213,317.333322118053,297.216402825928,0.936606344528037,-0.0944852840678372,0.858360008809104,0.92438770179442
"ZNF549",270.270971699636,333.081286952713,263.3401782924,0.790618352359693,-0.338946650543121,0.016786254914464,0.0462613324414362
"ZNF211",406.584180902526,406.91177550414,406.548032532693,0.999106088854281,-0.00129021793297295,0.882813344191642,0.942026434350838
"ZNF205",1116.72811497135,529.636180628616,1181.51067324365,2.23079675531481,1.1575590776984,7.70226477872586e-05,0.000441933225008861
"ZNF45",376.172338458233,495.867280168991,362.964620752219,0.731979372844525,-0.450125100905649,0.000485375401935083,0.00220625182697765
"ZNF133",716.776949852119,459.542031915201,745.16149252102,1.62153065610879,0.69735629915483,0.000108417327202798,0.000583785608015065
"ZNF436",746.236678646675,738.685499932995,747.069912159909,1.01135044917989,0.0162830008868661,0.972700153861894,0.999269295242088
"SSX1",8.35395100949152,0.0653116619900043,9.26855948921582,141.91277953751,7.14886070267722,0.85385661991598,0.9223759783043
"PRDM7",1.73574841950311,2.0660440941278,1.69930200023418,0.822490674358796,-0.281928773647496,0.452002397460861,0.599245602694324
"ZNF484",115.976620526652,141.814774114004,113.125513923909,0.797699073532128,-0.326083492552149,0.0450019486282906,0.105004546799345
"ZNF780B",589.49249093499,668.413432384488,580.783973257804,0.868899314584275,-0.202739083285753,0.175705216438728,0.301314285750014
"ZNF557",312.376539341812,311.130732803915,312.514007649442,1.00444596016941,0.00639994824961373,0.778570868466754,0.871500304572129
"ZNF337",1493.66284033399,542.610408528457,1598.60655694702,2.94614060442075,1.55882628456927,5.53845442661789e-11,2.76922721330895e-09
