"gene","p-adj-M1-M0","p-adj-MX-M0","p-adj-MX-M1","mean-M0","mean-M1","mean-MX","SEM-M0","SEM-M1","SEM-MX","Q1-M0","Q1-M1","Q1-MX","Q3-M0","Q3-M1","Q3-MX","count-M0","count-M1","count-MX"
"ZNF195",0.441815001402976,2.72260507447886e-05,0.999387878302688,486.157133526012,372.7512,369.655060344828,22.1048291133297,56.1731941070311,13.7788639386155,277.9269,250.1903,244.917975,615.6745,499.8706,463.03815,173,7,174
"ZNF263",0.450819522390443,0.117865659727837,0.185503208471892,628.871357803468,707.425485714286,592.876705747126,13.4269836718131,105.689790036934,11.8082091292965,491.6279,592.5912,482.987925,758.0883,869.76955,671.12785,173,7,174
"ZNF200",0.969385451090333,0.280664510029108,0.98089517834712,239.954554913295,232.7856,227.139851149425,6.27256837159065,30.6463939866698,5.5920970754801,185.5922,187.4101,182.494,280.7279,240.1414,264.368725,173,7,174
"ZNF582",0.94686378266896,0.00741736558884942,0.857266611974475,33.7869115606936,30.9065428571429,26.0679764367816,1.94898306080595,7.64022248715738,1.65326187669944,13.7322,19.7294,9.4679,49.2958,43.09815,38.3579,173,7,174
"ZNF285",0.83519766737352,0.366100112480214,0.609513104215034,77.6191895953757,93.1747571428571,67.3583632183908,4.96891691528143,19.0914673102043,5.7558272460599,28.9784,61.39845,26.7608,101.9541,109.28475,82.960075,173,7,174
"ZNF275",0.637301795914659,0.110466257771645,0.936635850687584,477.041746820809,400.403657142857,429.576317816092,17.4138661657808,64.2302222236425,16.0206897842133,311.9713,293.28685,279.894475,552.3374,459.46125,521.369225,173,7,174
"ZNF37A",0.662897333510313,0.0417691125149985,0.980395426323883,387.833193063584,332.148714285714,344.351282183908,12.3890286338742,25.114588726413,13.1414572626147,290.856,290.7149,226.707725,462.6978,347.643,410.685025,173,7,174
"ZNF510",0.200791725070094,0.827782237539905,0.146325787286377,176.741393641618,229.492514285714,171.724336781609,6.39933872960176,43.7331030665963,5.57015883619304,123.8646,129.80265,122.9961,209.3885,301.92145,200.56535,173,7,174
"ZNF506",0.60163682065286,0.00107885859375789,0.999141709113263,481.795801156069,389.771,385.99477816092,19.1818739232389,105.163982994401,18.419593112171,300.8675,219.62445,222.465675,645.6323,414.5661,484.915975,173,7,174
"ZNF324",0.992754961928757,0.491518528111203,0.902406199746145,204.169570520231,208.076614285714,193.390925287356,7.60484959960338,18.5956657090331,5.75684159459944,145.641,185.9723,143.7656,237.4665,240.1168,225.473075,173,7,174
"ZNF671",0.996361726704986,0.622980846746013,0.98285309943956,66.6683878612717,64.6583714285714,60.2801712643678,5.47805016941322,24.3040375886367,4.17750372870639,17.1291,21.9925,19.752975,92.2528,73.1462,80.81635,173,7,174
