"gene","2-1","3-1","3-2","4-1","4-2","4-3","mean-1","mean-2","mean-3","mean-4","SEM-1","SEM-2","SEM-3","SEM-4","Q1-1","Q1-2","Q1-3","Q1-4","Q3-1","Q3-2","Q3-3","Q3-4"
"ZNF436",0.165666131345373,1.91335008836724e-07,0.000569874766192191,1.25920538862623e-06,0.000628722045768915,0.872151462716155,1678.48880487805,1336.52951904762,616.158263333333,436.079286666667,159.309511761172,115.252196133529,73.8148779942182,41.2411785486255,1070.5606,880.014075,421.288375,300.97225,2109.9427,1614.030225,665.191625,534.63435
"ZNF484",0.996329372024463,0.596386640000413,0.716666530677459,0.968256942128929,0.926507435223116,0.510950117043926,77.1798024390244,78.6922428571429,86.6748966666667,72.82512,5.19525533998241,3.79718980384194,7.43198000450381,5.69190456671495,60.0375,62.40005,59.390675,55.1225,89.2667,90.75255,96.721325,85.6498
"ZNF780B",0.309234433690112,1.36171805330543e-05,0.00518681668998922,0.0427794916748522,0.498146938619934,0.613649811079367,366.191487804878,309.30520952381,188.528523333333,246.217193333333,28.7736933024508,25.1371942787963,13.7640193909744,26.6792319833691,218.2952,199.448825,122.382475,172.16515,481.6307,377.062825,240.416575,333.78715
"ZNF557",0.000577518096382512,7.46397355033679e-09,0.0218430488330768,0.00185684364604799,0.867139960042471,0.460125676361913,228.167548780488,164.471066666667,114.212816666667,147.716753333333,15.063863519564,9.86284282850178,8.1350369225622,15.2732738160234,158.2711,112.08605,81.629925,105.37565,268.8036,208.2082,147.913575,171.2997
"ZNF337",0.404904298277161,0.0373239504618045,0.566399794408257,0.021207017987015,0.281546423959669,0.886972587756367,773.963192682927,633.215983333333,505.826216666667,411.65748,89.3306461105648,51.217127625034,56.0882148290403,52.7137813359333,467.8502,415.6883,365.100525,295.6539,931.9425,790.793675,484.90745,473.96755
"ZNF317",0.00028653183154681,0.0150703782665337,0.851615317847209,0.0742717878156828,0.926217349150254,0.999996446877237,928.656282926829,644.184866666667,703.53426,701.44666,72.0261140863481,28.3662820603017,30.6071413245579,71.1806236132551,680.5566,468.364775,550.4756,550.7662,1021.9923,783.91735,856.9722,730.02735
"ZNF426",0.269075301018906,0.996201390131208,0.4711243890508,0.352866590057873,0.987477448105164,0.4953759989854,114.78062195122,92.8312357142857,111.870773333333,87.3673466666667,11.8686280762119,5.73170196173958,7.5482652503234,13.3083004687296,66.9899,65.1394,84.560075,51.5551,137.2549,115.95795,130.504175,111.6803
"ZNF331",0.564991768239927,0.101833242721052,0.674386156507907,0.876198969006753,0.997345120804501,0.728198382413372,831.635182926829,607.834328571429,396.73761,653.92958,194.046345518543,68.8529087837207,64.3252025441273,115.217366370643,224.2687,350.76405,204.499,315.3336,597.6237,687.226775,496.640225,994.53765
"ZNF227",0.951097500682427,0.0870354526179561,0.0241250436149634,0.938485190131405,0.767673126024629,0.593988872226659,292.7635,306.8564,223.89231,271.720433333333,18.6052855459554,22.5577769705397,16.7845243818572,23.444105974955,211.0537,238.405525,154.5959,204.1546,329.1039,332.66245,248.10075,339.02135
"ZNF141",0.531890764345067,0.0146163967622016,0.266445429710236,0.173512376047296,0.704887694631538,0.984409396487929,96.052643902439,79.1963214285714,54.41589,60.8177933333333,11.6828938911415,8.65653317123806,6.34659864005611,7.57337987049417,42.5262,47.54575,32.12645,45.0258,127.5446,85.110575,70.7027,72.9659
"ZNF304",0.0801793494698367,0.00358139490748888,0.563025804117238,0.37024085261562,0.999153373340174,0.683278610639205,348.33103902439,282.170545238095,243.25696,287.17454,27.0654984609364,13.1878462418782,16.727990863863,30.2590282952721,226.7105,217.788875,167.1527,204.77485,403.5301,332.4032,299.4325,335.3762
"ZNF132",0.0269250916399997,0.0123063604299671,0.954414203052766,0.017605496594998,0.790859221845741,0.961471211352202,126.779587804878,72.9961761904762,62.2868633333333,48.943,22.1964923515739,6.0903533429282,7.21719850450072,5.8008197253738,54.259,39.859475,33.9263,36.86785,135.3892,98.8505,81.46405,68.1048
"ZNF20",0.000100632289864899,1.30785382523868e-11,0.0016180583548423,1.05798515492861e-06,0.10659003606357,0.916720709307275,162.760092682927,116.074107142857,73.6531133333333,83.36712,10.7925574987476,6.12049007611642,4.04706714407045,7.06802597887941,115.4509,90.403,55.1374,58.0167,184.5374,132.525,86.41835,105.95225
"ZNF670",0.953095697303074,0.0342589910917417,0.107950153516443,0.011013067229914,0.0320746673500371,0.797700963347701,98.0800243902439,93.2050047619048,70.1045033333333,57.8688266666667,7.74796089980689,7.18137208538245,5.74354697341523,5.57117296697466,60.6492,59.7689,48.76615,47.95935,123.7832,112.643575,87.53,71.55875
"ZFP37",0.91873616330729,0.717084973334953,0.964917800658801,0.986040738176071,0.999330299046765,0.964567066567701,51.2861731707317,44.4604880952381,38.9722766666667,46.2580533333333,10.4278550885404,6.50302184843581,5.50706291372423,8.40293653103239,3.0086,10.834175,15.58195,24.54455,64.8314,66.341475,60.6695,59.054
"ZNF189",0.854417418817014,0.999453935920358,0.830345086536715,0.99871009803874,0.881784546680109,0.999926105575942,309.346658536585,287.55430952381,312.774533333333,315.088,23.6566087665085,15.2129216589182,24.1547545617641,20.2787596614713,213.1002,217.23435,230.879875,276.3256,336.3081,331.34775,366.5119,375.70825
"ZNF434",0.0126444758932852,6.03465013543358e-05,0.2899121958123,0.171813087339563,0.997349273765679,0.423941428612117,321.091690243902,265.944361904762,231.55101,270.70302,14.9714229291787,12.9491634219807,12.1049216287458,12.0007796253458,234.5854,203.37865,184.653,235.5183,384.332,330.603675,282.421575,284.20815
"ZNF287",0.949709502653807,0.0502218712140967,0.15183210652389,0.666189851460667,0.87637350813289,0.809851930765676,123.462782926829,115.779835714286,82.7538366666667,101.085813333333,12.4530009183999,8.1276755400852,10.5570393728735,16.9849419173176,78.179,81.694875,50.6847,61.8123,149.3023,138.681725,100.5605,118.529
"ZIM3",0.951573149135929,0.992735591224306,0.870932851125557,0.401870066892343,0.209692614697421,0.573785142108496,0.00997073170731707,0,0.01562,0.05044,0.00997073170731707,0,0.01562,0.05044,0,0,0,0,0,0,0,0
"ZFP14",0.6618633131919,3.12670605961962e-07,2.93325461506733e-05,0.00201601211741487,0.0263975667806166,0.803007597504644,252.635353658537,225.356028571429,101.599246666667,132.577566666667,22.315159659277,15.8252442771231,13.9398879902035,13.9510441679387,157.093,144.2713,57.004225,100.2673,292.9131,273.590525,124.310225,170.47255
"ZNF473",0.420226152379977,0.0477586899062886,0.611396472855037,0.996001184041763,0.8075027213046,0.288701694258758,363.853265853659,313.930728571429,270.487136666667,353.823273333333,25.4333608641024,20.7059504815664,16.6310939741352,57.0584388901835,241.8605,235.27945,204.50395,210.4835,428.8279,362.785925,337.748125,384.74865
"ZNF614",0.0898882795211894,0.0258653511025609,0.89810770786493,0.0649894585054129,0.86214665561508,0.996335135828295,439.223143902439,283.434838095238,233.39577,212.709473333333,77.3105141205505,23.4045235833835,18.9060581034989,25.0652359358088,197.7939,201.945125,156.753775,132.73515,551.9429,296.50395,319.048675,255.5197
"POGK",0.992453215189805,0.00840835715532628,0.00350812584275573,0.103184876356414,0.062948817988061,0.993762886218645,3744.16006341463,3904.43797142857,1704.64529333333,1921.03649333333,542.103170032882,453.478120518304,111.373957856532,189.313061141169,1923.6967,2160.03155,1162.2756,1309.77915,3637.1595,4695.294275,2055.416675,2390.34445
"ZNF514",0.43469710688535,0.0284506941076943,0.473899511120819,0.0570653444863581,0.46608474381903,0.991087977647365,326.651295121951,273.346730952381,217.799343333333,202.8331,34.2826016324531,19.2125448222799,22.5708637599795,30.8635168363771,162.5779,173.318975,145.412975,118.78765,388.9858,344.904925,246.5416,254.66255
"ZNF300",0.020996353148349,0.00288277578266238,0.807498222494414,0.00608006285356366,0.620590208849903,0.964220675916563,387.241207317073,198.271185714286,135.348193333333,91.06258,67.1048447695142,41.2933233066048,19.961831631635,16.9130793174626,132.8717,28.382475,60.6916,45.3211,499.3928,217.020675,184.5103,126.99735
"RBAK",0.0424738725566868,0.214558719637018,0.960192867794503,0.00236896050769386,0.334955856848151,0.201768501220509,605.420568292683,502.735545238095,523.45932,413.771946666667,33.1065550476526,26.833251363526,26.7608112441207,26.860256024385,462.1219,403.6219,431.501725,334.07785,674.8851,563.47275,630.94205,460.4832
"ZNF92",0.968719838178395,0.00341659257552496,0.0121126983357581,0.376621397493185,0.574811660809915,0.669908288372399,339.21206097561,320.086545238095,177.25807,245.992133333333,33.4948309299599,34.7071004306956,20.5599845883519,36.6280394624959,182.1699,209.020625,126.254575,140.21145,413.9524,329.691475,207.7767,286.4532
"ZNF157",0.988450244001458,0.31899937762393,0.482609225893896,0.744877951240161,0.598775396207945,0.11144663152927,1.73003902439024,1.55067619047619,0.681666666666667,2.50303333333333,0.429129660545025,0.427314711491994,0.215283614985502,0.826952812764841,0,0,0,0.33915,2.5747,2.324475,0.9808,3.86675
"ZNF182",0.11759793954969,0.00173472653166951,0.342903198536223,0.186519251596087,0.979950655784223,0.807971783443596,229.215985365854,179.534638095238,139.205786666667,167.73324,23.6804416570201,8.98257465993983,10.6076857031352,22.4796958461287,146.6091,135.1522,96.784025,108.2299,251.858,215.32705,176.22495,197.20925
"ZNF673",0.643905971590667,0.819193376045673,0.997058406012043,0.972925907792984,0.570727447763148,0.7056231544312,210.417156097561,186.552078571429,191.025263333333,222.47086,14.2478748698196,9.21863065202662,19.3873571380337,34.8830564800924,165.9785,149.7013,136.807425,155.73105,215.6013,229.255925,209.41965,232.5411
"ZNF41",0.20321302849631,0.00484092943365211,0.375911749030788,0.0893745791112655,0.788172659881499,0.987268891036332,313.031629268293,261.05405952381,214.863673333333,227.47004,23.5198225858466,15.646772363325,17.8161977450941,29.0907759776299,227.1846,200.79095,149.420675,176.55275,357.8194,318.0428,247.649975,252.45745
"ZNF7",0.189799948296322,0.110784101183227,0.972313595427827,0.0976940746546635,0.822274835987048,0.960068376348608,529.568965853658,456.97964047619,439.87374,414.127066666667,24.1984044576801,28.1464576269075,25.0711423937579,47.9727571864725,417.9719,339.067025,359.6259,325.3333,623.735,561.720225,516.544575,428.00095
"ZNF214",0.80981359704522,0.00523797907975843,0.0527960596611173,0.0900446171887995,0.318137966062097,0.988916264910689,45.4208585365854,39.7326357142857,21.7689333333333,24.6862933333333,6.37443904225609,3.54499605574992,3.72203340633138,4.70316183848662,16.5877,22.828925,10.677,14.77355,60.3015,49.519925,25.884925,30.72275
"ZNF215",0.989342504682409,0.872735348388512,0.964392466846043,0.999665903163979,0.987958463358446,0.908372392988593,52.4511048780488,55.8397023809524,61.44532,50.99898,8.20263108476589,7.22096001491555,8.97851917384942,12.2587880751387,6.379,25.854175,18.63315,16.3328,96.0673,77.9624,93.879075,70.18355
"ZNF547",0.0200271931597292,1.6696557799234e-05,0.120716569128475,0.00996097029229015,0.725613821580951,0.89853054506458,88.1726780487805,54.6611261904762,27.0052533333333,38.4174333333333,11.3429935746507,7.85352349243263,3.02167517655217,6.33509074800013,42.3735,31.814825,16.00405,24.8595,99.6788,64.733075,34.95275,38.01085
"ZNF773",0.683932892806481,0.0709716977367102,0.467525078449945,0.899736491532564,0.999446378731617,0.621643767052525,142.093887804878,124.579185714286,99.57842,127.075153333333,12.3370670494139,11.7788226222426,8.3996663050172,20.7420111197055,102.8143,87.524075,65.3347,77.13345,178.1232,133.58285,124.73415,128.60825
"ZNF776",0.242585808663331,4.45883464639252e-05,0.0184232901402794,0.0175457390262892,0.367112764794846,0.897407792549747,484.262407317073,411.70815,286.72367,325.592966666667,38.3917044941494,21.5971415812804,21.0922993036714,33.1096960434491,345.0593,324.60175,205.430875,254.63255,603.4521,446.591075,366.1416,416.3424
"ZNF256",0.320664020004463,0.0164952064771944,0.470280152321416,0.219477860181362,0.901343693500546,0.971034048038698,160.772375609756,132.481592857143,106.409333333333,116.915933333333,13.4356151770882,9.66947821932436,12.653652263417,22.2854677527321,108.3652,91.04635,52.32085,58.2425,204.2864,157.505175,150.260525,135.42745
"ZNF599",0.958541301461542,0.119420983551218,0.284885453953835,0.527315443670846,0.751183519408275,0.978006496169024,92.1209317073171,86.9038833333333,66.6786266666667,72.6930333333333,9.70678436720901,5.01856186898296,8.39489452035346,9.52140722546364,53.4351,60.442525,39.761625,44.07975,102.2505,105.90555,77.93805,90.91735
"ZNF18",0.145811205564585,0.431722591340384,0.970600169267263,0.706918932602963,0.961810623483835,0.999254330635604,211.06303902439,166.204126190476,176.33759,180.18678,18.7491377094534,10.1040099618339,18.5384790165953,19.2040299227611,133.155,134.2931,124.09775,134.9812,248.0829,180.57055,194.27685,214.8474
"ZKSCAN2",0.781754393323618,0.00870061367885633,0.0876530361037456,0.999952540444742,0.919772118064603,0.0823293468777763,175.530936585366,158.117542857143,110.39873,174.2403,17.7528751294924,11.5281568266244,8.10616189788744,18.8266421787848,124.0471,113.911925,84.974275,140.577,182.9811,178.075075,135.84495,207.8595
"ZNF689",0.769169739092532,0.908630875601687,0.996490081274135,0.391216857397529,0.104888637617294,0.186174042873954,120.890582926829,106.947823809524,110.32199,152.334726666667,13.3853122100463,7.22759214034973,11.0185647471687,14.9463032100072,69.4184,80.11385,81.7268,100.29015,160.8884,125.455625,123.9657,202.972
"ZNF19",0.999759323513776,0.00107615193789024,0.00133592486049849,0.150824231750896,0.169312697815597,0.807173328009487,56.8344463414634,56.3216047619048,32.13025,39.6976266666667,5.59527582073909,4.0207661866201,3.01825099166834,2.61322337848374,38.1843,37.373575,17.9713,34.54815,68.1007,68.71315,47.048975,46.14495
"ZNF230",0.863321766087646,4.64001405942049e-06,8.52240636406432e-05,0.069558172600132,0.229368697110648,0.384545017349978,144.001434146341,133.75654047619,69.20951,99.40154,11.9223155968978,9.90293900410446,4.17747005665916,11.2267073222434,96.7947,87.15,53.9526,76.34265,168.7743,158.88325,79.952725,111.9271
"ZNF222",0.0564607943386809,6.86269576721799e-07,0.00663343729821497,0.00164539599154978,0.244449004006809,0.889365427729352,142.140770731707,100.406688095238,41.5686166666667,58.4788,17.8839499771079,8.98435257452157,3.28595572309486,7.85233782322789,69.8875,58.396525,28.08875,43.0699,156.2788,124.377,48.828775,65.5769
"ZNF221",0.960551404930355,0.0355284622774115,0.00928452914099398,0.457137756159558,0.261059314413468,0.907093995739622,21.0938195121951,22.7355714285714,11.1226366666667,14.3519266666667,2.67147886716059,2.9700583872675,1.00222226428203,1.92309050765061,12.5345,13.044625,8.020325,8.8944,24.486,26.102925,13.09685,19.5976
"ZNF233",0.120604451349729,0.00587843058469839,1.82857212893683e-06,0.844892927463715,0.0729790058091788,0.29722799292372,32.781812195122,47.14235,9.20144666666667,25.5266,4.53824490650483,6.24010942564949,1.15267421131001,4.68393840378759,15.1435,25.001175,4.836825,13.54575,37.9814,54.16225,11.6399,31.1409
"ZNF235",0.794722129385651,0.0129741679828607,0.000740630747540716,0.986181193001875,0.741640107205255,0.185309787648553,74.9482317073171,82.6029785714286,46.7695533333333,71.03342,7.09105628995069,6.50455222035754,3.79044030218228,7.1205131027944,47.8292,56.331575,33.076925,55.86265,85.2785,95.85555,53.9228,88.47045
"ZNF208",0.427522375730229,0.141847602553607,0.868748850718313,0.269715862638424,0.891716982756894,0.999662762511489,147.756368292683,77.3774666666667,38.7129633333333,32.19594,51.2399106528079,23.3393368994735,16.3430335977127,10.8621109743864,1.2713,8.5908,1.0181,6.98525,87.9751,58.556,21.902075,30.02595
"ZNF714",0.143519724142303,0.00297974587041017,0.383112464767616,0.000584390597450857,0.0714359232025717,0.670925389229459,288.500046341463,221.511221428571,167.253546666667,116.461626666667,27.3764374716379,23.297300690576,17.7111293732888,17.2735716859337,139.0187,138.18835,99.77955,73.6544,384.2691,286.3954,236.034925,151.3274
"ZNF394",0.0199168191643831,0.000734130569508662,0.58425183929652,0.00260370451785563,0.46680078611219,0.973897087072311,542.231046341463,464.2118,427.60142,411.33754,23.0580229279264,14.7168677873231,21.2532877035079,28.2720531081757,454.6207,399.972325,342.62455,327.4561,612.1639,519.868875,486.25,476.3033
