"gene","p-adj-YES-NO","mean-NO","mean-YES","SEM-NO","SEM-YES","Q1-NO","Q1-YES","Q3-NO","Q3-YES","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF419",0.646212417533819,190.415592056075,185.394982291667,5.80641426524322,9.93509552505463,138.7278,119.1949,220.624025,217.829575,105.132631578947,186.371177205882,103.2695,170.71195,89.7608,117.6825,127.0647,220.303475,8.37986184394291,4.46324614499685,1.77272436166435,1.65307230111504,0.825968231118569,0.725149825766948,"BLCA"
"ZNF175",0.220644163103021,213.504146728972,175.1554125,19.1877504234132,18.5739791950466,77.346625,80.11645,228.33285,197.847325,114.476878947368,196.623061764706,98.3672,126.3206,80.08895,139.31715,78.457925,208.33415,12.625811530035,12.436960365892,1.71757881218184,1.284173992957,0.780376299529679,0.360840686704889,"BLCA"
"ZNF14",0.399926600413788,174.104237850467,183.262111458333,5.62435492067354,10.2991398170054,114.002025,109.8716,222.0675,228.957525,166.897873684211,173.594417647059,145.7597,160.69165,117.9044,199.12325,108.33495,224.3343,18.1648657293709,4.31620279878382,1.04012360262611,1.10244223883556,0.0567549805778778,0.140703069453104,"BLCA"
"ZNF85",0.964724065370001,141.130464953271,141.681330208333,6.92947285485788,10.3279529851054,76.510575,69.3654,185.3109,182.8106,63.4956842105263,139.451352696078,59.761,122.2614,38.68325,83.82695,75.98395,180.69685,7.79285576092992,4.91792101312191,2.19623356185459,2.04583925971788,1.13503148813707,1.03269279790937,"BLCA"
"ZKSCAN1",0.519306079514155,545.095776635514,572.722934375,24.6006659592388,32.8536823881587,282.9425,352.721725,678.24365,713.255825,491.931452631579,537.083494607843,460,466.38225,400.86255,594.973,305.753575,679.58715,58.0077610970272,16.6244528111251,1.09178523091932,1.01387445652174,0.126689086329981,0.0198790210131138,"BLCA"
"ZNF862",0.609616371309423,450.602313084112,429.157686458333,23.5084137888624,34.3111895409953,235.33005,227.8037,568.50885,509.676825,368.303215789474,440.465005147059,329.9566,345.13495,247.8652,449.1393,229.79375,558.0162,33.9718973932043,17.0070105240857,1.19593038090342,1.04600104983504,0.258133407889879,0.0648842995686443,"BLCA"
"ZNF684",0.861807071914953,52.9591542056075,52.1647833333333,2.3613593277309,4.31979152415096,33.2181,31.9154,62.259075,57.90005,35.7024578947368,51.7959916666667,35.0685,43.45285,21.5206,51.18455,32.089325,60.486525,3.62579356263548,1.77917083616064,1.45076823056214,1.23908493377247,0.536817058118453,0.3092750812095,"BLCA"
"ZNF430",0.0529999490555435,110.719477102804,127.963530208333,4.74375562329889,7.99505843060455,58.9137,76.0158,150.71345,163.084575,142.169473684211,115.014059558824,116.8787,104.61265,79.0738,150.2223,63.209975,155.69535,29.6786940087698,3.53770181653317,0.808992652067454,0.895053161953376,-0.305801495908238,-0.159954720657118,"BLCA"
"ZFP30",0.139277894701665,177.711270560748,199.318634375,7.63041695672187,13.5850008420793,106.3937,110.285675,225.76025,246.847025,137.397794736842,180.999590931373,138.8235,160.9916,82.4688,181.5224,104.57255,222.410275,13.7482161967359,5.83843806773525,1.31733985452999,1.15968549993337,0.39762758795861,0.213733607762242,"BLCA"
"ZNF549",0.990029997104497,159.476611214953,159.62008125,5.89801635123234,10.9858386382616,99.1303,101.312675,200.45375,197.987575,140.250421052632,155.716468872549,152.6773,140.72415,87.63375,169.99175,97.606325,193.956525,12.4631491875788,4.50889118878563,1.11027451970439,0.921709710611859,0.150916432656356,-0.117615644670333,"BLCA"
"ZNF211",0.494946084213148,391.167603738318,369.551479166667,17.415065499894,26.909987252131,203.247675,186.734875,512.196675,469.87505,355.047157894737,388.219817892157,287,309.1989,204.25475,420.51835,190.517225,489.537625,46.4679180499184,15.4332110205129,1.09343170128193,1.07734808362369,0.128863108544077,0.107484449867076,"BLCA"
"ZNF205",0.0523249129338368,404.242865420561,354.333727083333,15.3224631166323,17.1968128908091,275.660875,246.416225,465.436575,407.228525,201.612231578947,392.005033088235,213.4617,344.093,156.4925,236.56485,265.43505,450.5482,19.2260633352625,10.3618051463643,1.94435144146864,1.61196598734105,0.959289009601627,0.688821303163601,"BLCA"
"ZNF45",0.00346934631846552,227.666976635514,268.809676041667,6.26601791783823,15.5050072193229,156.1021,179.535525,282.305575,292.8569,213.054573684211,235.38859754902,220.8481,217.5771,157.3673,262.2245,161.4657,280.81115,14.2978182083224,5.39817611631854,1.1048277137571,0.985188914914822,0.143821414062748,-0.0215276997823047,"BLCA"
"ZNF133",0.185087116373685,472.857120093458,439.670954166667,14.1727029882979,19.8303105588998,326.93685,313.16795,561.2303,530.366275,269.452436842105,467.991295588235,256.8741,430.0736,220.0792,335.53925,326.5966,554.228525,18.0960683820392,11.0022365455343,1.73682339292582,1.67425832343549,0.796451062566612,0.743522140305856,"BLCA"
"ZNF436",0.301443751815201,1008.19972897196,1107.108009375,48.7331373425651,92.5534820458433,501.25185,502.79065,1278.156975,1354.3764,689.688584210526,1014.68887794118,556.4548,857.85775,461.08315,831.57185,499.537475,1272.591675,86.9183550492367,37.3009767047986,1.47122759629648,1.54164857594903,0.557020446218311,0.624473935475301,"BLCA"
"ZNF484",0.0438923547030731,69.2375126168224,78.7066958333333,2.23133364339375,4.91228387188106,48.547575,54.79085,84.97235,86.19345,65.6341842105263,71.612599754902,67.6385,64.2516,49.9097,82.6341,49.9324,86.198325,4.81080267559626,1.81046225956416,1.09108691783537,0.949926447215713,0.125766033774529,-0.0741122849650821,"BLCA"
"ZNF780B",0.94743621471052,292.863838785047,290.244520833333,25.4244052591884,17.2173078442357,158.773275,176.4363,338.92835,387.316575,299.756342105263,283.679139705882,315.6513,232.48035,237.0712,375.0144,159.0125,345.0625,22.2562277886784,14.3909374769223,0.946365763985287,0.736510034965799,-0.079530211638706,-0.441222912739929,"BLCA"
"ZNF557",0.514343510134879,165.376322897196,171.630422916667,4.76106463127161,9.59691603771724,115.1741,111.375475,205.086775,212.71775,145.352278947368,164.879856862745,144.3571,150.1828,121.83955,178.6084,113.143625,203.03515,12.1675646895995,3.67378253225631,1.13434655484451,1.04035617229773,0.181861466183387,0.0570775284029897,"BLCA"
"ZNF337",0.0788449827198949,695.135157009346,607.948098958333,29.6449767574483,32.8564915378736,413.746275,384.2748,842.8316,741.31855,467.051626315789,659.315228431373,491.9611,552.09035,302.35905,557.1797,403.053525,788.5775,38.1252262295294,20.4327886861074,1.41165385426918,1.12222358637705,0.497386374763448,0.166360140137359,"BLCA"
"ZNF317",0.348190487951741,710.80398411215,740.793697916667,14.7006420790263,34.6438382210752,561.928775,545.85745,820.582875,856.09975,642.969457894737,710.041406372549,625.656,678.7942,569.08105,723.7827,550.925075,834.72105,29.020392170518,12.4833703831769,1.10431591680486,1.08493197539862,0.143152949660584,0.117604589368719,"BLCA"
"ZNF426",0.297446338374866,83.6445939252337,91.0610770833333,4.16688038031649,5.12184899231518,41.70985,52.521625,104.9145,118.885525,179.158431578947,84.3464443627451,171.4286,76.41265,126.67405,216.06375,48.089175,109.881175,23.3565824662528,2.68994688028966,0.470792491424426,0.445740384043269,-1.08683678358307,-1.16572441995964,"BLCA"
"ZNF331",0.0506440573889746,668.635493457944,513.561179166667,50.6061078033093,34.3455782343404,295.03395,245.107025,718.5491,650.8112,1224.69424210526,619.068752941177,1042.616,421.98935,704.42515,1394.34985,262.60095,671.47325,188.613732097582,34.7883463360045,0.505488416338914,0.404740911323057,-0.984250062861709,-1.30492941049633,"BLCA"
"ZNF227",0.00688277989800856,256.925555140187,295.041119791667,6.60731485493346,14.8672214018031,189.66705,188.778025,305.821025,337.506025,220.890552631579,265.367934558824,219.726,249.3588,182.1433,267.60555,189.1278,308.428875,13.8288793909858,5.4204895166427,1.20135484020192,1.13486251058136,0.264662338045375,0.182517524549313,"BLCA"
"ZNF141",0.844583625336375,73.6395981308411,74.8489770833333,3.40412832376399,5.20765979624858,39.051975,42.6855,89.270675,89.2642,45.6083947368421,72.8887083333333,45.4002,60.86575,36.48155,57.7024,40.432025,87.9467,3.95492456310512,2.52674906994021,1.59814237606689,1.34064938039921,0.676395941492264,0.422931979002824,"BLCA"
"ZNF304",0.0570061403871197,252.705098598131,281.203145833333,8.0759717823967,13.1164739507218,172.6367,195.33995,313.272825,344.7911,299.596078947368,257.73683995098,292.6635,239.46095,223.4687,380.397,173.2454,317.552825,24.777027996449,5.89417237407725,0.860281085308391,0.818212554691651,-0.217119976788799,-0.289452420711484,"BLCA"
"ZNF132",0.0892322303621156,71.397976635514,86.2164375,4.99544588334931,6.66081896444105,31.509525,41.393825,90.27285,111.57585,90.8895842105263,73.8449566176471,85.5922,60.93455,58.2386,113.47705,35.11715,95.443825,10.6732010663048,3.25189824608813,0.81246885723012,0.71191709057601,-0.299615580789064,-0.490218859285003,"BLCA"
"ZNF20",0.636596211197205,128.306638317757,125.008858333333,3.58259234640493,6.68388465155734,88.3808,78.2383,166.87585,160.69305,87.8975631578947,126.113854656863,84.6822,116.7478,68.30705,108.6748,84.623,162.1597,9.24476630882302,2.73663111758085,1.43478215010714,1.37865808871286,0.520831702183869,0.463264708570531,"BLCA"
"ZNF670",0.470685180064003,81.1029205607477,85.1129916666667,3.08042017160401,4.64393928408441,49.32775,55.208625,104.7057,108.0736,62.3004315789474,81.3252477941176,62.724,68.8488,48.898,72.1561,51.1599,103.269575,5.0162565494253,2.26090978594889,1.30537214162091,1.09764683374785,0.38446115571057,0.134413943997903,"BLCA"
"ZFP37",0.985238167967448,44.2452014018692,44.3466895833333,3.15848670192643,4.1675207951984,9.60065,13.898925,61.90405,59.877225,45.7614052631579,43.2329345588235,41.9825,37.42545,29.90745,57.474,10.045625,60.980575,4.58207574304468,2.07548170013091,0.944746655182593,0.89145358184958,-0.0820005891661138,-0.16576841647499,"BLCA"
"ZNF189",0.0486133155152657,289.360837383178,321.412429166667,8.30399474700336,15.5541736821431,207.1904,228.427325,358.17635,367.27525,392.041289473684,292.259574509804,411.6608,271.08485,337.7656,435.2955,212.532325,350.204375,19.4256901440782,6.13078756819146,0.745481617260679,0.658515093008613,-0.423755317179234,-0.602711587800953,"BLCA"
"ZNF434",0.527535740999298,265.223628504673,272.216047916667,6.38315717936691,8.36064344236466,203.6926,218.220025,318.7195,315.006425,231.623378947368,266.161569852941,236.4341,258.84745,198.44875,271.46545,204.9325,317.708225,13.8514780157813,4.35045422768871,1.14911357852793,1.09479745095991,0.200521401187505,0.130663980761999,"BLCA"
"ZNF287",0.20530998781216,112.066739719626,102.089195833333,4.46870151231553,6.20451487008829,71.007575,54.043475,139.16325,131.4603,128.295310526316,107.093068627451,128.7879,99.7946,90.24765,158.30635,67.418975,134.897175,9.45916719041027,3.03911334623127,0.83473876159709,0.774875590020491,-0.26060333001591,-0.367963397491899,"BLCA"
"ZIM3",0.590662290186258,0.0472242990654206,0.078740625,0.0323356379479061,0.0494164579574183,0,0,0,0,0.0349473684210526,0.0459740196078431,0,0,0,0,0,0,0.0349473684210526,0.0207263181785739,1.31552164540515,NA,0.395634986597119,NA,"BLCA"
"ZFP14",0.58749336993438,193.784422897196,185.15751875,9.0703579577548,12.3951790984919,116.103375,94.178625,240.965175,243.9392,145.713784210526,186.160206617647,150.5065,162.0344,101.7131,187.57295,105.9661,237.989175,15.3797000320223,6.11062102622176,1.27757444243356,1.0765940341447,0.353407357386544,0.106474335918898,"BLCA"
"ZNF473",0.498556271638493,300.138237850467,314.100586458333,11.7113882299834,16.2745597649282,209.3833,198.397975,350.9404,386.143075,176.630842105263,298.308954901961,191.1765,265.36625,136.8744,207.1257,204.921975,352.786025,10.2372523400823,7.69604376050172,1.68888372690984,1.38806940183548,0.75607000760361,0.473079702772619,"BLCA"
"ZNF614",0.288352708858122,292.073875700935,261.52355625,17.8565085674092,15.9043602308909,145.185475,160.520425,335.027075,300.052675,241.545631578947,278.025533578431,209.8449,215.63165,182.594,274.64865,150.299175,321.695425,22.0640225426529,12.955809956401,1.15102695818186,1.02757631946261,0.202921623200659,0.0392455487695221,"BLCA"
"POGK",0.376830447683553,2636.92291308411,2867.84711354167,114.785881787545,294.138881513425,1426.7195,1481.0111,3363.404425,2923.341575,1451.19153684211,2675.13652058824,1253.2803,2040.4384,964.9032,1921.75495,1450.810475,3184.338925,138.61969555074,104.567700970756,1.84340691953698,1.62807825192816,0.882374571239071,0.703170042942977,"BLCA"
"ZNF514",0.530073060252347,270.931,283.606167708333,11.0761688416036,17.2281877034477,167.58985,144.058225,346.366625,364.967675,187.368647368421,268.594957107843,165.0052,230.86855,140.6192,235.04885,151.119975,347.413075,20.9607384748727,7.9326848998001,1.433510680043,1.39915923861793,0.519552653087457,0.484560165283901,"BLCA"
"ZNF300",0.374288396751811,222.329834579439,193.363273958333,18.7185082191014,24.9166555850695,50.279475,26.816575,293.961775,264.94285,97.1609157894737,209.650916666667,86.9198,129.71345,74.8824,111.62105,42.9158,271.0203,8.63673225481492,12.8429895439588,2.15777007619951,1.49233488802321,1.10954114490054,0.577571320496989,"BLCA"
"RBAK",0.0531759743141336,455.702044859813,500.087823958333,12.840835909672,18.6090316102833,327.691375,376.43395,543.419475,596.9074,359.616547368421,465.237856862745,369.0391,442.0095,267.75665,447.5414,336.648725,555.6694,23.5933066381835,8.92818024650412,1.29370536552679,1.19773080955378,0.371509088664928,0.26030369830989,"BLCA"
"ZNF92",0.982016773337864,248.855485514019,249.309454166667,11.9414038217206,13.9157383507243,134.86655,152.751475,306.8332,297.89195,99.6282947368421,243.301929166667,87.0588,207.78255,67.65995,119.5927,141.86955,296.008425,11.9002668596066,7.76321879664467,2.44209669360821,2.38669209775462,1.28812032425133,1.25501245930008,"BLCA"
"ZNF157",0.310363312080792,1.5063546728972,1.883534375,0.187571551086577,0.36404050071949,0,0,1.950125,2.2239,2.84992631578947,1.59425808823529,2.5316,0.44535,1.19095,4.5196,0,1.988875,0.452141889365962,0.153102695204564,0.559403265762561,0.175916416495497,-0.838039418681949,-2.5070379736948,"BLCA"
"ZNF182",0.773443793678741,186.275192056075,183.098169791667,5.98883159463696,9.63618263603271,123.5928,121.742175,229.594375,214.36525,127.538563157895,183.478162254902,128.7544,166.58635,86.48955,158.8084,122.227475,226.052725,12.0173175341221,4.57007154150331,1.43860929362794,1.29383034676873,0.524674829270022,0.371648456649097,"BLCA"
"ZNF673",0.255441779414452,212.154317757009,225.018905208333,5.36052094601629,11.9044497068177,160.36505,166.279275,247.0138,247.4002,213.419031578947,214.408412009804,209.3503,199.32825,181.9864,245.98595,161.60635,246.78265,13.4559029468734,4.36808934895069,1.00463585849648,0.952127845052049,0.00667267519682578,-0.0707727933716973,"BLCA"
"ZNF41",0.0992604052525642,218.053002336449,239.044330208333,7.19943381158114,10.0833250060206,133.083475,156.4495,273.154175,311.569925,203.139084210526,224.811438970588,215.1603,209.6525,167.25715,235.7959,144.43865,287.583525,15.4782456143519,5.62234207174242,1.10668727214307,0.974401411412793,0.146247602726226,-0.0374118719091654,"BLCA"
"ZNF7",0.0855662245367891,492.051730373832,529.44415,11.0772878829621,20.9426299166682,391.672325,408.133375,569.756,620.710375,333.917247368421,503.836250735294,342.6237,462.766,275.12095,388.93065,391.535975,596.7667,19.2463832693791,8.7548681509686,1.50886560878779,1.35065379306802,0.593464314035825,0.433657922604395,"BLCA"
"ZNF214",0.747988276809608,33.0110327102804,34.1622760416667,1.93338822495424,3.16243029730542,13.6811,12.3443,45.2223,47.179175,33.6388315789474,32.4172620098039,31.7808,27.8796,10.82755,50.95475,13.8325,44.343175,5.74526066945135,1.35177262385249,0.963685731287172,0.877246639480441,-0.0533653507494337,-0.188945578864866,"BLCA"
"ZNF215",0.410107075697807,54.2799929906542,60.2328802083333,3.10564215571973,8.26857477116178,18.70115,16.34485,81.568925,77.970325,25.8272315789474,55.2155115196078,23.6549,45.7558,13.18365,35.93165,15.600025,78.95565,3.66030695013196,2.81216678742847,2.13787960009682,1.93430536590727,1.09618060645675,0.951815568911846,"BLCA"
"ZNF547",0.635309452246336,57.8834186915888,55.3540979166667,2.90498880543915,4.62078059615809,31.51835,27.720975,72.26765,69.7763,41.1173105263158,56.8852291666667,43.0452,44.44655,26.9274,49.70555,28.848225,71.382225,3.58217459980702,2.21135085171324,1.38348613852696,1.03255531394906,0.468308189319323,0.0462190688335706,"BLCA"
"ZNF773",0.993621170031376,112.925781775701,112.985723958333,4.03678768965504,6.64567500700491,76.769625,70.69935,136.779775,136.631975,92.1115631578947,110.591298284314,88.975,104.2728,76.3438,103.77185,72.763425,135.48985,6.2838896159738,2.93092484588153,1.20062340158902,1.17193368923855,0.263783693206888,0.228890940994666,"BLCA"
"ZNF776",0.502285095320926,351.252137383178,366.180357291667,12.6323471820938,17.5480352274866,227.492025,237.808275,435.573525,451.5687,261.667384210526,346.987008823529,267.6028,325.6969,211.42795,304.94815,230.395275,429.1555,23.4266130809296,8.5524131763055,1.32606136554015,1.21709077782445,0.407147539939152,0.283436776788675,"BLCA"
"ZNF256",0.268783025526747,124.672360280374,133.436042708333,3.9093580772859,7.97887720308926,87.282225,80.205625,158.23025,172.86465,111.012284210526,127.165745588235,116.4978,117.4032,82.23345,131.26885,83.79595,163.22605,8.43781156747773,3.21931220193419,1.14551057563211,1.00777182058374,0.19599077801541,0.0111690212015264,"BLCA"
"ZNF599",0.364234522417376,84.3904570093458,90.2497208333333,3.68731440414858,5.01030124008341,53.21905,58.148575,104.249475,114.653825,61.0102052631579,83.0976549019608,60.8219,73.98105,49.8827,74.5661,52.43025,103.6341,5.54742229013232,2.40146074665932,1.36202877114627,1.21635545749146,0.445757178791719,0.282564891464271,"BLCA"
"ZNF18",0.0662569447421321,193.849894392523,176.098922916667,5.40393245418147,7.84961058239983,138.875175,132.917825,231.4134,199.150725,165.400415789474,188.996357598039,175.8824,172.5041,124.4947,203.06265,137.3756,222.95625,12.0566321990017,3.97426881286177,1.14265950720825,0.980792279386681,0.192395569393625,-0.0279804724394058,"BLCA"
"ZKSCAN2",0.249150521929363,151.347128504673,168.636032291667,8.55836535977453,11.6508620030221,93.980675,108.62295,165.6773,183.995775,154.266652631579,148.55488504902,157.563,128.6564,113.73805,196.07395,94.64915,165.610125,12.1279114349479,5.43290916759493,0.962974709795511,0.81653941597964,-0.0544301852212284,-0.292405565663971,"BLCA"
"ZNF689",0.0306759238237938,98.5622514018692,115.834965625,4.13260430771324,7.50204327941769,60.212775,77.243275,122.94945,127.417825,133.353721052632,100.562906127451,132.3764,90.3508,94.0278,177.89855,60.352925,123.569675,12.5903311865143,3.09183040395933,0.754106487120529,0.682529514324306,-0.407159834532301,-0.551036661677349,"BLCA"
"ZNF19",0.840913570050588,50.5065126168224,51.2298645833333,2.05658125893424,2.80660053161418,31.018025,31.8441,60.989675,63.53245,42.4032526315789,51.4993482843137,34.2663,45.60655,25.93535,60.37815,31.750125,65.00485,4.96742320350417,1.48229499796009,1.21451410182531,1.33094468909687,0.280379241324397,0.412450617512979,"BLCA"
"ZNF230",0.739202327355724,111.576469626168,113.867751041667,3.63910857138182,6.29589632429139,76.370125,74.4453,133.389725,141.288175,90.8595263157895,110.604554166667,95.6175,97.20715,60.74345,105.733,73.97535,133.527925,8.52597955987978,2.7537445868932,1.21731378812445,1.01662509477868,0.283701100853195,0.0237877483974263,"BLCA"
"ZNF222",0.420573247452325,95.9871210280374,89.433378125,4.46164371636709,6.94960927667978,53.764575,46.641475,116.65245,117.452875,82.5588368421053,92.9558178921569,73.5836,73.2698,57.9742,106.2825,49.4855,114.039375,8.52839018175037,3.44364720142989,1.12593419975061,0.99573546279334,0.171122517944514,-0.00616558272225636,"BLCA"
