"gene","Cluster 13 (HNSC-LUSC)-BRCA basal-like c8","Cluster 14 (HNSC)-BRCA basal-like c8","Cluster 14 (HNSC)-Cluster 13 (HNSC-LUSC)","Cluster 5-BRCA basal-like c8","Cluster 5-Cluster 13 (HNSC-LUSC)","Cluster 5-Cluster 14 (HNSC)","Cluster 6-BRCA basal-like c8","Cluster 6-Cluster 13 (HNSC-LUSC)","Cluster 6-Cluster 14 (HNSC)","Cluster 6-Cluster 5","Low purity c2-BRCA basal-like c8","Low purity c2-Cluster 13 (HNSC-LUSC)","Low purity c2-Cluster 14 (HNSC)","Low purity c2-Cluster 5","Low purity c2-Cluster 6","mean-BRCA basal-like c8","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 14 (HNSC)","mean-Cluster 5","mean-Cluster 6","mean-Low purity c2","SEM-BRCA basal-like c8","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 14 (HNSC)","SEM-Cluster 5","SEM-Cluster 6","SEM-Low purity c2","Q1-BRCA basal-like c8","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 14 (HNSC)","Q1-Cluster 5","Q1-Cluster 6","Q1-Low purity c2","Q3-BRCA basal-like c8","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 14 (HNSC)","Q3-Cluster 5","Q3-Cluster 6","Q3-Low purity c2"
"ZNF233",0.999923450523293,0.999999003080558,0.999851102660976,0.947759441069994,0.718228449425524,0.271765416225457,0.948788526047758,0.73459838328873,0.30267429462105,1,0.972735122888963,0.918177557581119,0.710478140687158,0.999907022475679,0.999922612886711,4.8266,12.46802,7.9173125,32.9848857142857,32.9594422222222,30.277025,NA,5.31837076419085,2.56406163519616,3.58553519804035,5.49675646794212,10.1481391149305,4.8266,4.7818,4.896975,12.873575,14.4415,13.457675,4.8266,13.1537,7.4121,38.1473,40.8707,33.0518
"ZNF235",0.995073899269769,0.999728036255139,0.996975708436586,0.919743206935945,0.942020091671039,0.432194601844164,0.846659474661573,0.781663067929173,0.198466907987203,0.916129168070889,0.803460812005967,0.760030630944879,0.308265701181166,0.941406495188475,0.998766234154986,30.247,53.31998,42.4919875,70.3037571428571,77.9887044444445,84.03175,NA,14.1944521303008,2.75685503792932,4.57958611164563,6.238468806718,22.2557419306393,30.247,33.941,38.38175,44.883625,49.8375,40.230275,30.247,66.1929,49.09555,78.1112,95.1909,100.039025
"ZNF208",0.915178659223579,0.781912379766834,0.996299365420138,0.96095427453591,0.992806119453683,0.688907093955579,0.844472957603026,0.99995693793234,0.996415499259909,0.425549182484866,0.940776574547566,0.999924858539469,0.964028058596596,0.999100471720588,0.992617473677781,296.6777,65.81332,6.7750625,121.066151428571,46.2433355555556,92.2977125,NA,58.7143776444526,3.2869856494394,31.6439589593777,19.4834300817265,40.122294054488,296.6777,4.3726,0.79875,3.316225,1.747,8.714275,296.6777,16.7364,10.94155,96.318925,17.9521,132.88785
"ZNF714",0.999999976166138,0.954282501373831,0.539246535651838,0.999925258140683,0.991798000289997,0.432619884822922,0.999889312545732,0.989637219894397,0.49721274196513,0.999998452010783,0.999888977568594,0.994812979584542,0.771243960939454,0.99999938906049,0.999999995590335,255.8121,263.19676,115.504125,221.657378571429,218.686617777778,216.8410875,NA,74.4521715140908,30.671894403391,19.3262312913912,22.2247719200512,47.0629404228014,255.8121,130.8623,52.308225,122.6035,103.4644,123.47545,255.8121,412.2745,182.263625,265.49255,300.6949,300.9814
"ZNF394",0.999999992965547,0.886826674075785,0.376135105691048,0.998162357343078,0.958007883479624,0.388645640274508,0.97999224487707,0.696011536292947,0.873614957744394,0.647480226898643,0.926049123678176,0.506876228507521,0.999892035084832,0.593233723448763,0.966001106873864,548.3067,543.47946,401.3925125,493.404205714286,456.132742222222,416.6357125,NA,55.7033363606759,34.8218590628606,14.5392797042576,21.8439270743393,27.2622479464436,548.3067,481.1711,337.211575,403.9671,361.7331,364.2892,548.3067,557.377,487.80145,554.974825,522.7136,485.014775
"ZNF333",0.999993580048628,0.997484651414115,0.877484472321166,0.999357790074842,0.99815369024109,0.234939338252568,0.99922734489142,0.99760931474476,0.245009608355979,0.999999598126484,0.999999999973765,0.99989206533682,0.92017911452585,0.947237849877459,0.94370734221502,141.2598,157.01556,89.80305,178.065982857143,179.642653333333,142.532875,NA,42.6393959558716,9.53746970148717,11.9079682289838,19.1448243875877,24.0038889209403,141.2598,73.7519,73.127025,107.59915,108.8841,93.774125,141.2598,247.4975,104.461375,218.391725,231.0141,177.8338
"ZNF382",0.98996841508592,0.999999858452908,0.787911896342102,0.99886469500802,0.990207111079141,0.82600111923525,0.998454762157116,0.994382113313655,0.806741412214563,0.999991507505777,0.982563631350313,0.999997628529897,0.599108025119578,0.939510775901946,0.961785851606439,14.4799,39.49264,11.9925,28.9782285714286,29.9963844444444,41.8441625,NA,16.5503129254585,6.24449095486231,4.22311702320965,6.01834748081379,17.1950115159574,14.4799,4.1604,2.83905,5.865025,6.9122,12.9406,14.4799,59.0302,10.619625,37.7709,39.6733,47.967725
"ZNF577",1,0.999999988133254,0.999999801807062,0.995061657100166,0.859978281680511,0.647340866377819,0.993326159908838,0.832604369144219,0.610973127849744,0.999959046739865,0.982642846343941,0.789937715877592,0.634156132146964,0.994092009539867,0.998018031928924,61.781,61.15502,50.5601125,207.996868571429,218.35038,264.29795,NA,14.5184743747888,14.274964363321,32.8979908809686,40.627684104939,162.66670278054,61.781,44.2511,23.2485,60.174875,85.8233,68.38655,61.781,69.3365,91.595725,220.974175,231.1213,149.47495
"ZNF75A",0.999954129456606,0.999999959554263,0.999695719784622,0.999948647574011,0.940275354021712,0.982418052440465,0.999999614071478,0.988472510016838,0.999405335631497,0.984346232603188,0.999663373801823,0.933839046879189,0.976263864518268,0.999664179291886,0.98868393201443,241.9757,206.29556,233.5504125,275.535188571429,254.590606666667,293.7405625,NA,57.3645308599452,44.5665816623383,19.2244657861238,25.0421912630459,66.1816388973098,241.9757,166.8359,147.351525,157.252125,148.1246,157.667675,241.9757,323.7509,276.238125,326.492375,328.9541,358.3914
"ZNF496",0.942990731503556,0.999981749649848,0.701883605892946,0.994509806652765,0.921374948255908,0.924421786567283,0.975742847804949,0.995355241924113,0.662472302897794,0.876043421180727,0.918320948121539,0.999998359698743,0.494915845144326,0.738235820980849,0.968773867065564,189.848,345.7139,217.4519375,274.387724285714,307.530526666667,354.85935,NA,130.864753742415,36.4176345349923,12.4423538578218,29.4136190190634,75.0330158488939,189.848,145.2331,130.7649,205.7028,197.8438,208.492675,189.848,406.492,282.405325,338.9618,356.4564,503.073325
"ZNF2",0.995965112570277,0.965696182382927,0.140730215490506,0.999988782618997,0.954598434254172,0.0814820316860638,0.999999713814699,0.912279567634884,0.155898952980921,0.998421410425169,0.999884905456053,0.716435547940229,0.836067119125121,0.882586260532349,0.955371796034934,113.2652,136.76008,76.78135,119.749258571429,116.38416,102.3419,NA,43.0103767495636,7.37031221600745,5.05290801268254,5.9276658713662,9.19441035208349,113.2652,63.9183,61.614925,91.1838,84.8697,86.9767,113.2652,178.6358,96.01745,143.9211,135.3495,112.89865
"ZNF589",0.97487264185036,0.992419033014872,0.999052544767784,0.932025740204349,0.999709358685295,0.938018269483756,0.929155245055786,0.999573578885737,0.935195285416385,0.999999728834529,0.963078637132571,0.999999387375838,0.995294119678089,0.999903716595096,0.999827422214878,114.5523,218.6517,191.8401875,235.736001428571,237.466906666667,224.731825,NA,35.1192128565405,33.12856259741,16.1957115514351,17.8228994251597,44.7687794435345,114.5523,194.8595,119.660525,145.941225,155.7769,128.524025,114.5523,282.3154,242.65205,275.284825,310.9263,290.1138
"PRDM9",1,0.999999999239677,0.999999987920447,0.999973164893117,0.998828597052048,0.998232275961424,0.999998556505745,0.999940503189326,0.999951732987557,0.998305369856516,0.999999952665606,0.999999090405881,0.999999885653909,0.999364443858686,0.99999576952552,0,0.05802,0.8871,6.8646,3.83114444444444,2.0272625,NA,0.05802,0.599079884072233,6.04548926197699,2.3458431301815,1.0655635743817,0,0,0,0,0,0.57165,0,0,0.692525,0.680725,1.2619,1.8847
"ZNF12",0.939976051153921,0.999999998370656,0.455735061445041,0.996415041993016,0.874136512270816,0.727948649836643,0.986702458812447,0.975497509619503,0.477006423694416,0.955364973926209,0.953631557094891,0.999985015906592,0.41046946339289,0.864137642878128,0.983872926300382,941.5172,599.43892,950.7571875,774.177348571429,718.628631111111,630.3427,NA,37.6507745329814,364.488023484016,33.7133318917926,29.4107601142474,76.3172303546332,941.5172,599.1302,449.2041,592.5185,568.2903,521.33775,941.5172,653.705,763.341975,863.8804,867.3563,746.4476
"ZNF202",0.999493926259325,0.999563012991901,0.999999988644406,0.982284409454718,0.976911779611757,0.925881570034609,0.998162280397315,0.999987039540884,0.999870620366321,0.725654893565294,0.990757692346113,0.996415025352705,0.990644375564168,0.999983030253892,0.994472353656571,208.511,254.71398,251.9216875,298.740005714286,264.177106666667,290.8306,NA,56.0925054063143,27.3806937462945,14.8451630176651,20.4638378159753,56.9521086282463,208.511,158.472,205.4088,224.595425,188.2022,197.071275,208.511,350.0583,303.348225,358.243675,314.4196,289.640775
"ZNF3",0.86088761193942,0.999843533562234,0.085860870434831,0.985078115409384,0.806610346791947,0.12158775822296,0.982694011917993,0.844506639591596,0.122501197498445,0.999994167156924,0.995948234585879,0.803224943599612,0.590190547080656,0.999059783064676,0.998153120675683,535.8153,918.91514,452.5573625,741.157397142857,748.882528888889,698.87825,NA,178.049880485426,52.4506418806663,32.8305653766051,48.9199675339552,161.300954463517,535.8153,754.3096,356.9098,576.616275,501.9862,455.367675,535.8153,1318.1118,556.69995,870.164225,857.1208,752.2407
"ZNF606",0.972350604288298,0.788777180145109,0.938577788081917,0.99895454747324,0.919741401185477,0.093137000465353,0.998891242528452,0.92927730345182,0.114838556421367,0.999999994865569,0.991707887127406,0.998909324405274,0.668131289204467,0.987245759114927,0.990016690262771,348.6638,193.7019,96.2692375,278.266915714286,277.127242222222,233.901275,NA,44.705531348313,24.6118340185957,22.3313312846716,29.928029587817,57.5774570925324,348.6638,99.9054,55.1502,139.558725,147.1069,116.89995,348.6638,261.8051,116.949025,335.225275,335.9669,311.663375
"ZNF91",0.760442075378013,0.538123574273735,0.992720563853965,0.988350225907029,0.468466273457745,0.0274820612757336,0.984435500037027,0.551443367952652,0.0482890649039597,0.999901086042759,0.876422767561349,0.995504928131315,0.816938288635424,0.69805802422049,0.78949070023324,671.5469,206.68846,103.7842625,470.165124285714,456.009404444444,299.49595,NA,65.4501286201532,36.6757350976332,36.5335893651998,55.2032631234362,88.3229694453099,671.5469,111.1272,22.748375,239.648275,204.3112,192.6866,671.5469,275.4743,169.930575,623.82525,545.3991,323.63275
"ZNF226",0.999772498854625,0.998215838082484,0.999848677926071,0.829340560163253,0.357005827453085,0.309166681947763,0.899044430309435,0.592396525441067,0.599844326555136,0.961280795315249,0.787822146437103,0.422727600645806,0.440613406409651,0.998627202468087,0.966270363981162,110.691,178.43298,210.882325,382.978805714286,347.626766666667,416.3616375,NA,36.6192088118709,22.3924029180797,27.6241046279659,27.4689732078185,150.142543583794,110.691,125.9455,176.671725,241.082025,225.3249,206.7412,110.691,231.5392,234.105475,464.931375,442.8554,374.5197
"ZNF229",0.99996583542125,0.999639263438213,0.999950181167688,0.998055283895664,0.734655445667848,0.329880121576957,0.999846324946348,0.920590318039104,0.65279774348481,0.940859678544721,0.99921014019385,0.907041836177159,0.722687007225659,0.999990169920982,0.999579550967062,125.1709,74.67776,46.3220375,231.159821428571,188.341431111111,217.7727375,NA,41.7744296867905,18.9033816858248,28.552002952105,40.009755452162,105.007066393558,125.1709,12.4811,2.597975,78.795575,12.7537,32.965525,125.1709,80.1952,82.0233,301.76245,246.0169,230.400125
"ZNF180",0.999476104245503,0.998889123565868,0.999999452096392,0.999989990060886,0.880338335970405,0.670522482288033,0.999297140247105,0.655087787462747,0.356942159209395,0.891612892294065,0.99982699020246,0.871742918879204,0.743285198013403,0.999316503671438,0.999959645657783,189.2044,153.89932,149.2966125,203.767335714286,223.817013333333,216.4707125,NA,19.7869563748294,21.5791427061645,10.5215177618293,16.531727336492,50.938042081366,189.2044,115.3555,127.7311,137.251275,162.0616,132.104975,189.2044,173.939,159.908,251.342425,264.6617,240.425
"ZNF641",0.983234577970826,0.979630279561599,0.999999999884519,0.825918071293467,0.905985412672612,0.806977791253713,0.821701068126731,0.902534928019488,0.806778126992295,0.999999761799773,0.925014051432376,0.996228644654399,0.993966066690963,0.995174616443747,0.994225034916951,188.2391,138.65366,138.0832125,107.098882857143,106.21868,119.9805,NA,33.6209431339545,57.3982348450108,6.09950765563305,8.87907368476583,22.1657139522394,188.2391,95.6884,76.167825,69.71525,64.4637,98.5649,188.2391,134.3016,97.97445,134.684175,132.6826,125.3782
"ZNF610",1,0.999992212602413,0.99980389930871,0.95915524002112,0.45628459084522,0.088454279798202,0.986090303892708,0.725987312537878,0.282357192289844,0.931799165986457,0.923277890046479,0.458580454306213,0.171393641027842,0.995420038021134,0.924343247383376,22.8461,23.24554,9.923275,96.3434485714286,80.5580422222222,113.089025,NA,10.3357319070107,4.07490529980891,11.6585349639588,10.3027705004775,45.4876802500875,22.8461,2.031,2.82725,25.65605,25.6689,40.62655,22.8461,34.0439,11.245675,127.057975,118.3113,133.74815
"ZNF528",0.999998419194352,0.999997850799076,0.9999999999991,0.994911039883083,0.731560521567391,0.510776850502297,0.997015257375366,0.811036281516683,0.636061582055055,0.999725489463864,0.999144732491894,0.95216576190206,0.916313996311573,0.998770088313202,0.999893095676753,147.6953,115.38894,114.4276875,301.747652857143,285.808615555556,259.383175,NA,40.2974764813084,28.9009583210206,39.5390230320875,39.7470653711596,58.7584514502587,147.6953,50.069,55.7024,129.986825,103.7234,186.941175,147.6953,149.6057,170.833025,360.176175,408.1633,310.818075
"ZNF701",0.979882326036959,0.710359226728245,0.794076169752478,0.998956285930369,0.953994265388764,0.0339997321692083,0.993564119578554,0.997163625643305,0.13773166370355,0.934321965167285,0.974776116424877,0.999999998144412,0.707424215656601,0.87489088904444,0.989888742904449,179.8729,111.21714,47.0933625,146.354355714286,130.541755555556,109.895875,NA,32.3476330163213,13.7463971641006,12.6813800283468,8.52084711475543,31.5186926525512,179.8729,58.7179,17.8666,85.129225,84.4385,67.1987,179.8729,163.7849,65.446825,170.09365,176.9663,125.5652
"ZNF283",0.95803948149792,0.978460264152212,0.999775989414367,0.99982243209018,0.709175793572919,0.756445489575394,0.999510886152496,0.800063447542223,0.85904897572464,0.999498809149153,0.999769810771958,0.876838096565855,0.932785450018329,0.999999570400796,0.999999322504476,78.1916,44.83264,50.50805,68.6282342857143,66.3860044444444,67.573725,NA,9.05225521572387,8.3835855880064,4.02202807134805,5.63248441612836,20.2308296824404,78.1916,33.2829,38.36095,43.791825,43.7849,36.478375,78.1916,54.991,60.57815,81.999225,79.7872,67.058725
"ZNF558",0.901604685406032,0.999999063793428,0.44542173354596,0.993536244459777,0.804907807111845,0.815481684416984,0.993680486639601,0.816083338480243,0.83309197637751,1,0.999999589676468,0.429139771011805,0.99999999668813,0.794655550928721,0.813770762779843,226.2087,612.13772,259.037525,415.22433,415.044248888889,254.03705,NA,347.245017907597,47.4466569554535,37.3364525972405,52.9735626544981,31.1270269823968,226.2087,250.1757,181.039675,249.53535,236.7089,201.932575,226.2087,341.303,272.794375,515.233175,536.639,256.76795
"ZNF597",0.993871741625282,0.949781308621842,0.991773894255546,0.828339632514336,0.760497970880037,0.972123157066076,0.825100543112774,0.760514513835602,0.970735105339115,0.999999891600048,0.944838797976962,0.989048309561788,0.999999978775079,0.980200982646462,0.978908122345521,9.3315,23.4011,31.2031,37.9050042857143,38.1708355555556,31.70505,NA,10.1128619747824,5.50878863926933,2.62290054593718,3.90809924989009,8.54877559875431,9.3315,3.4356,23.975775,21.671675,20.5549,9.61435,9.3315,29.1225,37.75695,53.783575,50.5303,45.1706
"ZNF30",0.998540665065553,0.977595736741065,0.27157988613915,0.999010430257816,0.482715037297914,0.893111864080503,0.999975623043992,0.771096405906124,0.627191233938896,0.902341730665103,0.999372141065494,0.716412927377219,0.961767698912332,0.999999982072477,0.9968125544812,92.028,114.88904,52.1843125,72.6358271428571,82.8621777777778,73.432325,NA,31.4986807474789,8.0653995386031,5.12910252078553,9.4829223818638,17.0007347617973,92.028,79.6439,35.129575,43.18325,40.4766,42.973325,92.028,101.0161,59.2058,96.188825,108.0452,89.1195
"ZNF354A",0.976168739461607,0.764424171852662,0.896590655586859,0.963827460215538,0.999999999316348,0.606154791342292,0.977983037700407,0.999984491242595,0.487657629664016,0.997621011689231,0.901812626630461,0.995439030499038,0.989540702617126,0.973220261489836,0.927789159899272,381.6266,269.69296,186.624325,268.314411428571,280.158091111111,229.1493625,NA,76.2973107506785,25.6599163058341,18.1564869423707,18.43022751868,33.3833359894517,381.6266,204.8455,150.63655,172.735125,197.7114,164.14025,381.6266,355.6485,191.06875,331.872275,350.2326,310.289325
"ZNF764",0.904212626717195,0.999999996435818,0.383612074355567,0.996680489970087,0.72383104821857,0.827249810964737,0.994086998074672,0.816094471960515,0.752814425489569,0.999351635145291,0.98383537254778,0.978068099879515,0.739215623121955,0.988597558477556,0.997842011843422,123.8838,242.0687,127.203325,174.459425714286,181.29098,198.8920875,NA,86.7775363011189,16.8783994547421,10.4917386407321,16.6355817663068,54.9282882147826,123.8838,112.3298,97.168175,133.085175,125.0874,126.402225,123.8838,302.111,156.02825,197.965575,203.4437,175.788925
"ZNF747",0.999906186063221,0.999847222563742,0.940171722316218,0.999986890564773,0.999943144465772,0.859910843748208,0.999716173012066,0.999999401577754,0.681779880928635,0.979832610935044,0.999956010577902,0.999999649560308,0.927975794791728,0.999990940168187,0.999935249110082,216.0599,245.30052,184.8050625,234.134427142857,249.854602222222,240.3528375,NA,70.3840730990286,36.0110692362577,11.7774748671873,20.9542328803113,20.4766890520829,216.0599,137.9652,140.199725,179.5666,173.5814,218.4853,216.0599,250.4423,202.063425,266.978125,282.2348,258.638
"ZNF778",0.999992878657494,0.976106584319209,0.873457910095634,0.999953555079392,0.999997552998143,0.620604498292279,0.998969770655823,0.996414377677621,0.897428511439373,0.934800652620918,0.9999990537531,0.997957171901753,0.487751845166954,0.966234548583636,0.810352817980005,71.7561,67.35936,48.829175,65.8599542857143,60.6242333333333,74.595825,NA,10.2654186166274,4.85848675907684,3.01979509912143,4.05883398554588,23.4440456850741,71.7561,52.5719,38.498725,50.805325,43.6254,42.921275,71.7561,76.3764,57.36025,73.69075,67.2149,69.13025
"ZNF212",0.992389859905387,0.859609159436483,0.907020504594276,0.975664612954163,0.999840514729864,0.809627663502221,0.999868814903189,0.965649397267787,0.124986462589949,0.0999569216602536,0.941995728080092,0.991248583307318,0.996220494781113,0.991700146321884,0.421646205227205,538.3316,449.45908,366.860975,432.63886,503.022475555556,401.7866625,NA,109.816153054582,47.3779173373779,13.8549418723374,24.4093533240813,45.8934066396639,538.3316,303.0484,292.047175,353.414525,410.9989,314.5025,538.3316,614.4054,410.39785,492.7435,576.1564,463.75
"ZNF282",0.848594162530707,0.872015105125372,0.999979805238247,0.941376914507721,0.970303604254678,0.980597545591889,0.963707509403966,0.925906089531581,0.934821614337882,0.995839087811235,0.827614544901858,0.999999999985671,0.999948628497149,0.922321197686094,0.831576278697215,1475.3439,1029.1474,1062.8085125,1154.61476857143,1188.22386444444,1027.1704125,NA,189.195832066785,127.386518015422,35.8570102489369,62.125392283928,73.3779569120786,1475.3439,1058.2451,926.959625,940.85715,912.3897,813.52145,1475.3439,1210.5654,1110.088575,1388.573625,1385.4833,1140.241075
"ZNF160",0.896135193765366,0.232444919884439,0.290213082939268,0.82125859601468,0.999981100307077,0.0362131466314489,0.744714647135282,0.996934223087279,0.118392646130936,0.972777219260272,0.54690241019454,0.884584618583487,0.855121092365168,0.692119666566797,0.904990195072088,1124.9296,700.30076,261.1205125,671.885295714286,618.40448,473.0805875,NA,185.398227081989,64.2044927991371,42.0793403524189,61.4853009165897,99.8403938450934,1124.9296,361.9516,142.19405,445.5675,420.5615,371.59705,1124.9296,990.7712,390.9662,774.055775,718.5844,541.581825
"ZNF415",0.999451324408652,0.64713681057142,0.243216459998739,0.999998560741865,0.992863409174649,0.00111247146950522,0.999997402909745,0.994831829371259,0.0018948427711577,0.999999781533049,0.986077243262263,0.991819446968398,0.441202962957171,0.599701404208479,0.650395866295099,193.0657,154.65874,22.161125,182.432712857143,181.049935555556,119.429725,NA,45.5536834112523,9.3440613167201,13.9609448258885,15.011874294756,20.4212194412607,193.0657,133.3646,5.765325,102.18955,118.4354,97.50665,193.0657,244.471,27.677175,233.0584,258.7629,148.5925
"ZNF439",0.999867162893746,0.989445088800755,0.984515881556616,0.99989702172795,0.879218635669933,0.164559783340772,0.999885661722202,0.882075686581324,0.182661303114427,0.999999995409046,0.999997291400955,0.982820653383522,0.629579494020494,0.99957809870637,0.999529104405583,183.0907,113.7793,16.121525,243.607567142857,245.146,213.72625,NA,41.9821661695177,4.39498925391787,32.3640196218003,39.592786878288,68.7764698946652,183.0907,38.5899,7.410075,72.74555,86.7347,90.623875,183.0907,151.2253,24.133825,335.60375,303.4572,277.453
"ZNF440",0.990519287081603,0.898901807842973,0.967744931988018,0.999989946697411,0.876525073002056,0.106357217539828,0.999987395211262,0.890898522470864,0.130991891529201,0.999999986258035,0.964531310653836,0.999277019796962,0.995850162435005,0.398292271675895,0.442642772676113,848.2021,491.36372,246.9940875,768.018281428571,763.960095555556,383.3730375,NA,145.325261861073,49.231752886129,65.6687213280555,90.1318929152321,95.4175900030079,848.2021,329.4251,151.222125,362.911025,370.4686,173.414275,848.2021,700.8667,370.61855,987.11695,1148.1914,497.134225
"ZNF562",0.983039732343971,0.970029411163212,0.999993702184407,0.981314371651685,0.999998678482376,0.999488532011451,0.974647429594439,0.9999999997896,0.999974027330292,0.999760598693383,0.869574199514735,0.971392833041425,0.977980242886585,0.781948055766518,0.868314243369588,818.5987,595.79916,573.1066625,609.26991,593.415655555556,465.260725,NA,98.5818286161431,127.750698424683,39.3948004942112,36.7040361703102,57.5109586893283,818.5987,563.7542,298.9954,409.5435,376.4045,349.479325,818.5987,781.1605,737.768925,709.231075,723.8274,605.866475
"ZNF561",0.990166702689309,0.985250394623101,0.999999781282749,0.999999717910566,0.599935686655459,0.29916498318013,0.999994935350977,0.863416498993377,0.662684856011576,0.895289716699377,0.992538122830917,0.999998326539786,0.999959366592525,0.452067364774878,0.812140222664293,937.6559,643.00676,625.749125,969.736745714286,880.199211111111,668.9500375,NA,102.615915889952,82.9412264433499,58.8652670384803,63.0082302158015,72.5246257694165,937.6559,639.0255,473.21305,580.213225,644.3299,540.15465,937.6559,728.6312,786.899575,1266.3021,1028.7676,754.891125
"ZNF584",0.999999999988169,0.998035766580567,0.962681634785241,0.999497421772047,0.977482959075657,0.999305605778039,0.99998417584737,0.999079348439555,0.972159758735311,0.954386992579096,0.981371144842349,0.770565203081128,0.992684675466339,0.874383970918689,0.655483066275328,236.1837,237.24692,189.8586375,202.999765714286,219.65494,161.0001125,NA,52.8231218017962,24.3908557673475,9.13768104890531,20.3703093329734,19.036482423198,236.1837,162.6324,151.41835,149.418875,159.3486,134.316675,236.1837,265.3915,241.3385,242.61215,246.1128,158.373225
"ZNF274",0.999999999975575,0.999968629451167,0.999109062975973,0.997786912675064,0.919898883453339,0.985025874068395,0.96319626562051,0.477944989269656,0.56761856894912,0.344879688180353,0.999991124066327,0.999720112058017,0.999999221709259,0.969219705419988,0.492118331000856,342.0481,338.3642,401.7082,477.235764285714,593.161948888889,388.321775,NA,81.3845878558895,57.269429171062,33.8512948049841,54.8025011294664,58.6532080915314,342.0481,224.5647,296.467475,305.9638,349.9495,333.48455,342.0481,433.8124,554.676425,574.9982,722.8464,512.31685
"ZIK1",0.998691633688486,0.926616207584204,0.903297201878862,0.99999994519647,0.961860831762507,0.100565842577215,0.999881056666359,0.998620733469686,0.325665187068193,0.912627052720041,0.999999929906655,0.985668134503824,0.381727673070568,0.999999999893272,0.996441825642416,131.2847,81.96582,14.8034,125.352947142857,103.423031111111,124.7222375,NA,59.3070124805356,4.87002007897738,13.3165960931606,18.927248916033,27.2660000430084,131.2847,10.6192,7.627925,56.71215,13.4856,85.29165,131.2847,54.7364,14.97225,154.8702,124.2236,166.73015
"ZNF540",0.999812327337038,0.99859834273778,0.999894779721303,0.999751220416344,0.812694739764282,0.401028519363445,0.999540366092391,0.780166579221856,0.371118144770724,0.999948221518997,0.990405005562929,0.57270997061494,0.272351589931458,0.929395607070123,0.961042546326026,26.0639,14.80864,9.6002625,37.0226085714286,38.5349955555556,50.81895,NA,2.96802941319657,2.83592949268448,4.73855942710285,6.08923753942768,14.3108574291764,26.0639,14.6795,3.460575,10.207075,13.2549,16.819975,26.0639,18.2455,14.08135,42.38865,46.0935,79.205425
"ZNF570",0.997979567335946,0.959728715935815,0.165042904995459,0.999926033017796,0.993940891311423,0.0394103214822239,0.999999784960017,0.954122320832117,0.132168573972836,0.966453778100729,0.999602161213962,0.99984319605362,0.150652933305608,0.9997283147735,0.983868444075068,47.6229,67.27784,10.9644875,56.7999557142857,50.4731488888889,61.2286625,NA,19.0923734358408,4.00128408667756,4.59744618822198,6.93279181773161,17.4760687954367,47.6229,56.1865,2.783825,34.217675,23.2781,27.5626,47.6229,93.4281,14.957,66.184075,62.6925,71.244475
"ZNF57",0.992905978638565,0.999526238521705,0.996399633590536,0.967889499755916,0.998870185284014,0.821750168181225,0.955347595036656,0.995182594788514,0.743206824551382,0.999239541425222,0.999999993663077,0.857312460165799,0.974234942359995,0.225956267797014,0.179087243996824,89.132,124.6486,108.6566625,134.839508571429,138.71576,87.0869,NA,22.4009616714551,16.3862620265525,6.21253787790203,10.1863028853488,13.1797571101075,89.132,91.3971,79.816,88.1969,95.4566,61.264475,89.132,133.2343,131.7771,163.351425,152.0025,122.89165
"ZNF556",0.28963318004012,0.999936706253704,0.00494149077025985,0.985647345605912,0.00702612239341305,0.845933296541414,0.999532532127067,0.000663570212639741,0.999849144186719,0.47529499400384,0.998378494713344,0.0165642149126943,0.998145331942322,0.990407025315598,0.999657776403198,1.2871,47.47546,5.831825,14.6357757142857,7.79212888888889,10.1082375,NA,25.6545207185907,2.17258535659624,2.52102907657685,1.89331881661801,4.60240706067168,1.2871,0,0.4056,0.098575,0,0,1.2871,55.2823,10.468775,22.026775,12.9298,15.964575
"ZNF554",0.99947882159156,0.999966428039512,0.922710651192983,0.997729981110489,0.999963124405989,0.508527603046387,0.949905446067197,0.867993924871687,0.0561637055910079,0.192394038576615,0.999911651207384,0.999948286546117,0.949274262761079,0.993773333190519,0.538182886026669,69.5037,96.77632,54.3718625,103.506597142857,137.101528888889,87.9023,NA,20.2889831316998,13.6182029981138,5.78998684762233,16.4886067608175,23.7798802360014,69.5037,86.0729,23.13595,72.29335,69.8007,61.0526,69.5037,121.7779,72.643525,127.311925,147.6803,72.399
"ZNF738",0.979343673676407,0.8784784127596,0.984421621809069,0.999923532291153,0.827897955785386,0.120140866409013,0.996245340989744,0.990378938479742,0.502718577395121,0.695770351652295,0.99970834669535,0.959858847662447,0.518047104193501,0.999910972457376,0.996122926664131,468.8279,215.81306,92.2080875,396.80856,307.733375555556,369.286025,NA,64.185973811438,21.4387671746305,46.5626608640361,34.1969468076881,105.846844982219,468.8279,105.9045,40.467475,171.85985,162.8552,140.177575,468.8279,319.8251,126.9393,403.912775,400.1819,450.4433
