"gene","T2-T1","T2a-T1","T2a-T2","T2b-T1","T2b-T2","T2b-T2a","T3-T1","T3-T2","T3-T2a","T3-T2b","T3a-T1","T3a-T2","T3a-T2a","T3a-T2b","T3a-T3","T3b-T1","T3b-T2","T3b-T2a","T3b-T2b","T3b-T3","T3b-T3a","T4-T1","T4-T2","T4-T2a","T4-T2b","T4-T3","T4-T3a","T4-T3b","T4a-T1","T4a-T2","T4a-T2a","T4a-T2b","T4a-T3","T4a-T3a","T4a-T3b","T4a-T4","TX-T1","TX-T2","TX-T2a","TX-T2b","TX-T3","TX-T3a","TX-T3b","TX-T4","TX-T4a","mean-T1","mean-T2","mean-T2a","mean-T2b","mean-T3","mean-T3a","mean-T3b","mean-T4","mean-T4a","mean-TX","SEM-T1","SEM-T2","SEM-T2a","SEM-T2b","SEM-T3","SEM-T3a","SEM-T3b","SEM-T4","SEM-T4a","SEM-TX","Q1-T1","Q1-T2","Q1-T2a","Q1-T2b","Q1-T3","Q1-T3a","Q1-T3b","Q1-T4","Q1-T4a","Q1-TX","Q3-T1","Q3-T2","Q3-T2a","Q3-T2b","Q3-T3","Q3-T3a","Q3-T3b","Q3-T4","Q3-T4a","Q3-TX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF331",0.477677288598067,0.709574591469801,0.999999999825566,0.620237729346312,0.999997168458406,0.999995001201024,0.679660697361117,0.999999991799836,0.999999929095019,0.999999999327206,0.857707801757923,0.999996630280976,0.999999972878529,0.99990251090538,0.99999121231457,0.998361964798693,0.971191502904742,0.994014502482161,0.972920212577325,0.986012148999847,0.999315669079945,0.931962527177606,0.999999796269256,0.999999435044549,0.999999999998328,0.999999997780364,0.999992415105425,0.997734569657741,0.600987567801227,0.999979157921029,0.999973391319664,0.999999999990509,0.999999954399234,0.999724147228259,0.964383019005179,1,0.724785043444414,0.999997151826856,0.99999448151462,1,0.999999993649945,0.999923057630104,0.983031513568823,1,1,1063.90941666667,572.574193243243,591.70166,497.7531625,535.910477777778,638.847409090909,824.902728571429,465.7669,472.458385714286,479.61728,326.751219760728,55.1740349095891,88.1712245858957,80.7616563976127,180.244635926568,173.003379179461,479.863738328577,79.8077,89.0181074832088,171.798488635743,593.578575,269.70075,408.0603,384.735075,226.3678,172.9546,261.7593,425.86305,312.2246,192.6882,1710.001225,671.125575,879.7291,555.603175,432.509,923.6327,508.5191,505.67075,620.33635,747.7537,1224.69424210526,619.068752941177,1042.616,421.98935,704.42515,1394.34985,262.60095,671.47325,188.613732097582,34.7883463360045,0.505488416338914,0.404740911323057,-0.984250062861709,-1.30492941049633,"BLCA"
"ZNF227",0.831173309229443,0.995615154740982,0.996949050020643,0.999999986558289,0.490349359502192,0.958876482975535,0.255884558198346,0.710782333304638,0.51282532284517,0.093028139037883,0.999411735533398,0.990206082963556,0.99999998433081,0.990849946260675,0.475750297266986,0.956276783153566,1,0.999876831392369,0.849608603451189,0.963420378689487,0.999279312862124,0.986733633620124,0.999999914570359,0.999902125583068,0.963190178772,0.999859776492376,0.999642751024628,0.999999989335054,0.873204339105761,0.999993241569608,0.996160481514387,0.688069802949723,0.993989422352012,0.990090670991176,0.999999853011926,1,0.95945833290089,0.99999999851655,0.99979440892559,0.873480368858998,0.989972713430886,0.999064646418571,0.999999999990672,0.999999999805807,0.999999998969408,340.5492,260.74587972973,289.3511,353.4103375,185.954511111111,298.9683,258.343757142857,239.73885,241.685557142857,252.14726,38.7424680507665,12.0456532753636,37.8503907207046,66.6777706323745,11.5405677572693,40.1969459699547,47.17633255287,19.83845,52.1099138388175,20.8369112850393,302.86165,181.922025,205.5907,223.4234,158.5139,228.90905,157.57265,229.819625,145.8472,242.4169,395.412325,309.61065,340.27835,475.309025,208.6724,302.0228,337.68265,249.658075,307.03385,277.2333,220.890552631579,265.367934558824,219.726,249.3588,182.1433,267.60555,189.1278,308.428875,13.8288793909858,5.4204895166427,1.20135484020192,1.13486251058136,0.264662338045375,0.182517524549313,"BLCA"
"ZNF141",0.999998759675826,0.999997161766953,0.999999999794401,0.999979006154008,0.985512302438232,0.991513038702601,0.999999999999522,0.999959284966028,0.999957163432099,0.999985605935102,0.999635830446917,0.888606140458013,0.948277405378027,0.99999999652964,0.99960396127329,0.931661096304812,0.390106783821807,0.548295723004022,0.992679059724023,0.90832030696019,0.996730913551913,0.999999999874872,0.999999999999796,0.999999999952545,0.999986677952488,0.999999997138674,0.999901068648921,0.985747656263371,0.997552097011802,0.861667117082662,0.91449352492669,0.999993301066702,0.997138391183776,0.999999820448015,0.999929578783401,0.999378471667652,0.999942832534107,0.990668098664933,0.992816232193589,0.999999999910812,0.999957358084443,1,0.999032784097969,0.999964110216004,0.999999914442692,77.4258333333333,85.2020702702703,87.1528666666667,63.7222875,75.5218555555556,59.3333,36.5825428571429,82.74815,52.2192857142857,60.14372,13.9623135108923,7.02000696281704,15.0061436806735,11.4041374751265,20.2955402821867,10.7142231500766,6.95698759887384,1.13565,11.1990142095809,13.5322879467369,60.699625,45.778675,45.65315,34.28125,31.265,36.13525,21.1413,82.180325,30.93865,31.1617,76.415225,103.74585,119.0773,77.494575,87.6435,74.9608,52.2608,83.315975,58.78335,81.4337,45.6083947368421,72.8887083333333,45.4002,60.86575,36.48155,57.7024,40.432025,87.9467,3.95492456310512,2.52674906994021,1.59814237606689,1.34064938039921,0.676395941492264,0.422931979002824,"BLCA"
"ZNF304",0.999996603161973,0.99976810707686,0.815582541987854,0.991343364941702,0.66708026090527,0.999935100633122,0.946991904651057,0.886484640290024,0.347469621856597,0.250469560650835,0.999988074432518,0.999999992393016,0.941905005169655,0.816094464902934,0.988734773340128,0.994707514385152,0.995875520163573,0.725188314435764,0.555408305630343,0.999998830154258,0.999816794222876,0.999395623639536,0.999883585884528,0.974273378696143,0.917433876167753,0.999999999368532,0.999983812506139,0.999999999999067,0.771138029089131,0.578071598188837,0.153230420305277,0.109970770320717,0.999941244274382,0.876555331526575,0.997994416829939,0.999977274500625,0.996785674490058,0.998470602083678,0.83271403368488,0.674769573274419,0.999999712558858,0.999903917901448,1,1,0.999178092414075,301.67705,279.470755405405,343.158473333333,375.43875,207.295744444444,270.989472727273,230.6355,222.82995,170.572314285714,229.3234,41.9852134313558,16.2532846534097,42.4609396148243,78.5703446681494,34.0620152778156,28.8441034365308,14.4401221346899,125.91505,24.5994388215359,27.6659575131062,239.368375,175.5971,236.4312,228.3403,142.3761,216.27125,220.0681,159.872425,128.9703,186.6972,385.790475,328.048025,489.4457,421.9289,230.7674,286.70205,258.0078,285.787475,205.5455,227.0968,299.596078947368,257.73683995098,292.6635,239.46095,223.4687,380.397,173.2454,317.552825,24.777027996449,5.89417237407725,0.860281085308391,0.818212554691651,-0.217119976788799,-0.289452420711484,"BLCA"
"ZNF132",0.999999958723337,0.998921170342774,0.994111467826366,0.956887621433864,0.851921280487117,0.999256696626884,0.999999924685886,0.999693351260393,0.972595514404005,0.797943415491045,0.999999971300401,0.999673580923696,0.967974867066593,0.775866166167964,1,0.99998909092501,0.997029365996992,0.940943720372411,0.728799480431513,0.999999970461492,0.999999842813502,1,0.999999998538906,0.999960657896038,0.996452459828998,0.999999999295781,0.99999999981877,0.999999753054313,0.964558908377917,0.604240814752949,0.38665640969702,0.198681892392184,0.983357073453873,0.972763241970096,0.997979449412344,0.997787433967848,0.999999448225735,0.999999991503476,0.999998603216142,0.996904097847709,0.999893073239387,0.999912456161367,0.999145001013919,0.999999935444794,0.889268429862159,73.45115,80.0191986486487,97.9077933333333,119.0615875,64.7251111111111,65.9123818181818,57.2150571428571,72.39315,27.8970857142857,86.00698,24.775765919069,7.18193291632476,24.8492879399284,40.5307620103565,12.4528129729507,17.0960382118241,15.6934709197936,33.28715,8.04657045538889,19.7494234752663,27.271975,40.987125,42.02025,54.61735,42.6399,28.12825,29.11905,55.749575,13.2008,69.7099,125.968,97.86125,116.87385,140.4977,75.9539,78.9841,78.63165,89.036725,35.18965,120.5378,90.8895842105263,73.8449566176471,85.5922,60.93455,58.2386,113.47705,35.11715,95.443825,10.6732010663048,3.25189824608813,0.81246885723012,0.71191709057601,-0.299615580789064,-0.490218859285003,"BLCA"
"ZNF20",0.999999294556506,0.999997574816035,0.999999999228892,0.99999895669106,0.999999999882943,1,0.999999162030646,0.996856014736569,0.997847509930802,0.999251555790606,0.999911239938341,0.949570074262143,0.975072087238781,0.99128146191581,0.999999921188442,0.999982401475803,0.991631964046064,0.993956166910848,0.997485888696582,0.999999997465223,1,0.999999998879571,0.999997696300311,0.99999451428414,0.999996126869316,1,0.999999986358166,0.999999998210544,0.999853087787502,0.972709936426435,0.981739142840341,0.99201125224206,0.999999379017264,0.999999999983999,0.999999999625035,0.999999905706673,0.999999999998498,0.999999990847346,0.99999989833221,0.999999949351772,0.999996063394945,0.999816816496399,0.999954746446658,0.999999986194631,0.999722298165588,132.602033333333,141.470709459459,144.220106666667,144.3991875,121.372744444444,114.043381818182,115.783728571429,124.33635,110.994957142857,135.5542,18.7837836520524,7.18151690089872,18.1741558259903,41.6784883136563,19.575537439125,15.219805723308,27.962115628222,1.48295,18.9723062101035,15.7516846576803,91.91625,99.241775,83.4458,55.093575,74.4622,68.63865,78.81675,123.594875,66.0155,137.6976,167.77785,176.0971,192.4227,215.16955,159.3452,165.9669,119.55485,125.077825,151.69855,148.1399,87.8975631578947,126.113854656863,84.6822,116.7478,68.30705,108.6748,84.623,162.1597,9.24476630882302,2.73663111758085,1.43478215010714,1.37865808871286,0.520831702183869,0.463264708570531,"BLCA"
"ZNF670",0.999999999998981,0.999999999924581,0.999999557792898,0.999999996372773,0.999999996756478,0.99999864346141,1,0.999999999971462,0.999999999906164,0.999999984151601,0.999703471637614,0.995189254285352,0.993166620681258,0.999964981274905,0.999085624059137,0.999983354056887,0.99926357548816,0.999989085878963,0.999563116102027,0.999968153636111,0.968081652190221,0.999999520834948,0.99999951904238,0.999994363915204,0.999999991090686,0.999999138260505,0.999999999973287,0.999760136908471,0.999973986252442,0.999831623664663,0.999372127809071,0.999998904314228,0.999927675936395,0.999999999868376,0.992319956311181,1,0.998970794429723,0.995140938219545,0.991741705026509,0.999748101927873,0.997835400184473,0.999999947260559,0.966484183282861,0.999999926456383,0.999999280714918,92.1788833333333,90.6145986486487,95.0217866666667,87.2818125,92.4791666666667,75.3242272727273,105.304228571429,79.35455,78.3518571428571,68.72106,17.963524074977,6.22560022940756,13.6613123054638,21.3764599113841,14.356770256582,10.3474775466741,19.1759725764117,13.61115,20.123062906891,12.9797851341846,66.648375,51.3362,61.9873,39.31115,65.0215,56.46025,70.7389,72.548975,53.877,48.9662,101.57675,118.14275,122.20995,115.0735,113.7863,81.2011,145.31405,86.160125,86.3486,79.2747,62.3004315789474,81.3252477941176,62.724,68.8488,48.898,72.1561,51.1599,103.269575,5.0162565494253,2.26090978594889,1.30537214162091,1.09764683374785,0.38446115571057,0.134413943997903,"BLCA"
"ZFP37",0.996545743353692,0.999999979527059,0.99368044884762,0.999995675421632,0.999989574200489,0.999999923910768,0.986224538718623,0.999942638282636,0.984237728540309,0.999297586868713,0.999999999998464,0.988344729329281,0.999999997991214,0.999997114970504,0.974697729325281,0.999541688412784,0.652490081927805,0.987152873223154,0.977709660410736,0.678570665645169,0.997055678918131,0.998210937539947,0.999994984069871,0.999114166998751,0.999900033411447,0.999999999814114,0.998194187385114,0.949755738961384,0.974073057293806,0.999439495099475,0.970082083692739,0.997452302068871,0.999999996359397,0.956528576620438,0.637795542085271,1,0.999999975864357,0.999948994867793,1,0.999999999531289,0.998788474980425,0.999999996684014,0.996770065587665,0.999755255886433,0.996428042749103,61.8716333333333,42.1446459459459,56.4138133333333,50.6806375,32.2617444444444,59.8721818181818,81.8747428571428,27.0401,27.5693714285714,54.90232,22.1195063895146,4.34706174378517,15.0682475101559,16.4886981769433,8.00074159472648,25.3123048380313,46.867543187598,14.5715,10.9954299724436,25.200242040413,16.48555,10.136325,8.69775,12.729575,8.0128,21.6971,10.92325,19.75435,4.27355,11.0987,107.431,60.079025,66.8857,68.015,43.29,52.1349,74.48355,34.32585,41.2886,68.2437,45.7614052631579,43.2329345588235,41.9825,37.42545,29.90745,57.474,10.045625,60.980575,4.58207574304468,2.07548170013091,0.944746655182593,0.89145358184958,-0.0820005891661138,-0.16576841647499,"BLCA"
"ZNF189",0.999999999996167,0.999996568340989,0.998704666366478,0.877380186712931,0.385644781382551,0.904496003380234,0.999999999986929,1,0.999915006186172,0.731183161135099,1,0.999999999592032,0.999988205775126,0.759823420021121,0.999999999728652,0.999717254187141,0.991663119459271,0.999996963443526,0.99626313235915,0.998226164500146,0.999292602263205,0.999984299536817,0.999979356709941,0.99911142063717,0.881259669615835,0.999993361780219,0.999967197598758,0.995587714472869,0.977570634020394,0.874944440665836,0.726258711002524,0.134074637951409,0.974770871613573,0.939708765390058,0.683421803894139,0.999999076723037,0.999982445421625,0.999545010570418,0.999999994771345,0.994185588111162,0.99985937138619,0.999965071633749,0.999999999715719,0.998661770373261,0.855161569152226,293.942966666667,289.514112162162,317.347626666667,397.57475,287.6524,295.171772727273,339.217128571429,246.7892,213.350928571429,329.3703,20.3797671940361,14.0801556298317,40.4931586815676,61.9214086134767,33.1658784686452,41.3801319516352,45.3608861483511,76.1963,37.3687781986177,44.1358067707615,252.134675,214.2608,218.4771,273.85195,227.8208,208.8952,276.63365,208.69105,143.48855,231.6846,331.2837,350.0063,373.9683,483.441925,367.5306,345.3841,360.23065,284.88735,262.66715,415.1835,392.041289473684,292.259574509804,411.6608,271.08485,337.7656,435.2955,212.532325,350.204375,19.4256901440782,6.13078756819146,0.745481617260679,0.658515093008613,-0.423755317179234,-0.602711587800953,"BLCA"
"ZNF434",0.865025022606056,0.999999676274647,0.712962482283037,0.573295803331679,0.974104805267861,0.469101113296737,0.999890668568531,0.99119428897131,0.999996663843716,0.82678752483218,0.712413319374346,0.997930476777059,0.610611977700501,0.999997830950847,0.92769861532325,0.926580250535198,0.999999723053788,0.929898703702429,0.999786635550934,0.994987705745212,0.999999360047733,0.912085738533856,0.999360299013891,0.933395510985898,0.999999999987603,0.982489543939506,0.999999361654155,0.999969253303217,0.697667289686714,0.994851607578157,0.638429844528132,0.999999999757533,0.910698576212385,0.999999983414326,0.999977731908386,0.999999996350507,0.999956973551094,0.999060882700794,0.999999104970295,0.930974266840597,1,0.979054009134969,0.998624152319516,0.989851346979095,0.966515578618603,322.39,265.369105405405,310.096,227.504725,296.099655555556,242.187145454545,255.481028571429,221.05725,233.381714285714,295.3456,40.4798138442525,10.3134303220549,24.1850260068754,14.963163326802,21.6697033231121,20.645370859107,39.881348712941,86.73665,34.1757302980696,34.6787269938359,292.841225,214.43225,236.42485,198.90365,258.9748,185.7112,186.47375,177.688925,169.48565,227.523,363.894625,304.037125,378.3337,242.95745,341.545,291.63865,312.91175,264.425575,292.9057,343.0691,231.623378947368,266.161569852941,236.4341,258.84745,198.44875,271.46545,204.9325,317.708225,13.8514780157813,4.35045422768871,1.14911357852793,1.09479745095991,0.200521401187505,0.130663980761999,"BLCA"
"ZNF287",0.999999999994142,0.999999998868327,0.99999999967158,0.999997437898394,0.999742528697332,0.999767916030771,0.867735347701016,0.320646518651316,0.516524290529641,0.958765138460356,0.987671280955329,0.747658807892883,0.871383499997452,0.999325044978914,0.999793167852585,0.999982972606319,0.99910988228221,0.999263082361009,0.999999999952579,0.982850590820356,0.999894144721543,0.999999999998938,0.999999999708295,0.99999999617267,0.99999999600818,0.993397505042292,0.999801177082004,0.999999929713171,0.774158988731485,0.260875804671194,0.413680536979572,0.900080121983629,0.99999972483105,0.99674329164361,0.947208720620197,0.980826983810423,0.99999948107655,0.999999179008285,0.999999977260536,0.999560852190605,0.730472800550393,0.940625856163848,0.998943948458342,0.999999664998948,0.621529950058244,117.9772,120.248306756757,122.617706666667,105.5867375,67.7384555555556,84.9813272727273,102.096028571429,114.3308,58.7680142857143,129.55882,25.5913062460933,7.67855827129743,18.6165084452725,15.4895407775922,14.6633009303377,11.4113848054005,28.7352794841506,4.6875,15.5042370795616,17.0699630536038,89.659175,72.64565,68.90025,93.45125,40.4823,68.99845,58.1431,111.98705,35.19105,109.9922,106.59505,138.7217,181.3006,126.052475,105.3457,97.3261,111.84805,116.67455,75.8443,162.2624,128.295310526316,107.093068627451,128.7879,99.7946,90.24765,158.30635,67.418975,134.897175,9.45916719041027,3.03911334623127,0.83473876159709,0.774875590020491,-0.26060333001591,-0.367963397491899,"BLCA"
"ZIM3",0.999999996283358,1,0.999999863233118,0.999999993773655,0.999999999999193,0.999999959543471,1,0.999999980738252,1,0.999999984015741,0.521056574170929,0.0719902251648834,0.183277774445246,0.538550206238274,0.341981514312192,1,0.999999992999767,1,0.999999990893857,1,0.449119439301889,1,0.999999999965993,1,0.999999999794556,1,0.926600728232536,1,1,0.999999992999767,1,0.999999990893857,1,0.449119439301889,1,1,1,0.999999998260227,1,0.999999996160478,1,0.608022562163831,1,1,1,0,0.0434554054054054,0,0.058575,0,0.614427272727273,0,0,0,0,0,0.0202984516311548,0,0.058575,0,0.614427272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349473684210526,0.0459740196078431,0,0,0,0,0,0,0.0349473684210526,0.0207263181785739,1.31552164540515,NA,0.395634986597119,NA,"BLCA"
"ZFP14",0.131874869279979,0.414408714912117,0.9999961077333,0.834673203886659,0.996506006398882,0.999965966640556,0.193342897238957,0.999895340500516,0.999131688950499,0.983830949425137,0.907957960635737,0.905773094194417,0.996007935158677,0.99999962778816,0.889676422616793,0.894923517757851,0.99379475176982,0.999873325980496,0.999999999987704,0.977126122249429,0.999999994395269,0.836423323140526,0.999999998694419,0.999999640637234,0.999912384522576,0.999999999932463,0.998974665206267,0.999814102704564,0.383088562539149,0.999999985086678,0.99999248190759,0.998473481954097,0.999999949461052,0.978853286095876,0.997178402665728,1,0.574367352728302,1,0.999999878201331,0.999788128640179,0.999999367120323,0.995534356295837,0.999512892046379,0.999999999966601,0.999999999983918,370.4896,185.039702702703,202.08258,235.9667,153.833955555556,257.368645454545,243.478671428571,167.54805,172.362914285714,181.1187,114.452619705556,10.9228498269745,31.7011113105206,86.7067985264049,24.8435914053365,91.4183216839495,83.3857909902227,49.09655,68.2708421284541,39.1954101855434,220.561975,107.852,137.3201,100.2303,85.2713,150.06195,87.2035,142.999775,61.18665,108.0625,410.046525,250.585,231.66255,256.908075,204.8236,193.619,374.23455,192.096325,182.0814,254.9838,145.713784210526,186.160206617647,150.5065,162.0344,101.7131,187.57295,105.9661,237.989175,15.3797000320223,6.11062102622176,1.27757444243356,1.0765940341447,0.353407357386544,0.106474335918898,"BLCA"
"ZNF473",0.999998143647623,0.999822740800511,0.999964664880719,0.999961631202698,0.999999111874588,1,0.999825257029396,0.940365064220765,0.902105623463267,0.965720803477439,0.999999999999054,0.999878563021611,0.997813689461645,0.999620111025157,0.999758400576733,0.999999991172284,0.999999999953539,0.999994501664234,0.999999308130314,0.997393238963581,0.999999604576411,0.999999999999032,0.999999674164856,0.999980693913694,0.999992349751718,0.999998951314403,1,0.999999984265614,0.999999999877172,0.999999980829543,0.999968925735464,0.9999951346279,0.998814547565757,0.999999979784796,0.999999999997933,0.999999998751511,0.993678134813381,0.847912277901228,0.790346108030518,0.886068852318128,0.99998160939598,0.990830564176188,0.973431848540311,0.999784218552309,0.982466485840458,311.611816666667,343.709058108108,373.8114,369.583,243.8633,303.946372727273,334.609428571429,299.248,325.878128571429,188.92676,37.0654854412243,28.5795380570185,58.9960411135874,46.9481173970799,27.9011731359593,35.7935244830024,75.7329366932051,39.6707,59.1497606193873,19.1378308177965,265.129625,222.710025,219.44515,256.8091,185.0947,232.4906,214.82575,279.41265,211.60265,165.5076,386.83055,381.769875,422.62855,489.33375,300.216,332.9397,404.18745,319.08335,435.6503,213.8631,176.630842105263,298.308954901961,191.1765,265.36625,136.8744,207.1257,204.921975,352.786025,10.2372523400823,7.69604376050172,1.68888372690984,1.38806940183548,0.75607000760361,0.473079702772619,"BLCA"
"ZNF614",0.999753503017096,0.999989135820289,0.999999987897858,0.999948433573574,1,0.999999998065027,0.999834812501034,0.999999999569648,0.999999912986392,0.999999999999161,0.912331046065448,0.918117994231022,0.951269337231487,0.994066813325068,0.995842476675184,0.995726987230297,0.99984649345034,0.999724545910314,0.999991028666462,0.999997382588243,0.999985193094371,0.999107650494468,0.999979867413415,0.999949533148337,0.999994156006356,0.999997584861716,0.999999998908393,0.999999999832484,0.95335976721116,0.980051671892458,0.983212330608366,0.997809249462199,0.998589208853051,1,0.999995937093942,0.99999999967323,0.999999977980315,0.999999622802072,0.999999998833206,0.999999854401539,0.999998941538609,0.982958325294469,0.999733977936356,0.999900938944132,0.991575871242445,400.7802,323.731281081081,340.15704,319.4721625,309.629355555556,193.043227272727,255.942185714286,227.11255,196.053171428571,363.21488,111.678632530799,39.4176627328969,48.4994869311142,57.0250194245878,84.0410184813396,12.1091279621471,54.1916576314738,150.03405,67.2210509510005,158.906987940925,291.094275,156.953375,215.84425,223.61965,161.068,180.82315,171.224,152.095525,97.56815,181.1494,382.508825,346.492075,455.8827,381.2326,297.2583,214.0556,260.68455,302.129575,226.53775,337.5449,241.545631578947,278.025533578431,209.8449,215.63165,182.594,274.64865,150.299175,321.695425,22.0640225426529,12.955809956401,1.15102695818186,1.02757631946261,0.202921623200659,0.0392455487695221,"BLCA"
"POGK",0.999999998914087,0.999685151765619,0.996595790794956,0.999655029773006,0.99866087246992,0.999999999987475,0.999999999970709,1,0.999797712673477,0.999789728100865,0.999921202703128,0.99963448870487,0.999999999993279,0.999999998195993,0.999964608506838,0.9999999968887,0.999999999997532,0.999977228477079,0.999965158516996,0.999999999995571,0.999996844852585,0.997625087482653,0.997009753514279,0.999969788435999,0.999992784591322,0.998246134227629,0.999945795193684,0.999168453012405,0.999626319952472,0.998785921758772,0.999999999876518,1,0.999771614257272,0.999999994061676,0.999958147653195,0.999995659512757,1,0.999999987033697,0.999628467451387,0.999583038659018,0.999999999218188,0.999892977779163,0.999999980024694,0.997304542013076,0.999548204508886,3033.99611666667,2895.14708378378,2366.92749333333,2279.8235625,2918.75003333333,2440.68550909091,2829.29128571429,1580.9822,2249.44322857143,3094.6286,694.104261996151,274.446003855572,424.973755013234,394.74095642913,659.204881749753,257.562763171035,981.120578209908,308.0535,832.047448039507,849.4045228108,2036.311975,1545.40085,1214.4522,1734.666525,1348.4065,1714.68025,1602.8812,1426.95545,1220.24435,2089.4761,3355.273775,3491.656025,2750.7453,2473.507025,3237.5622,2949.14755,2398.46205,1735.00895,1820.513,3738.045,1451.19153684211,2675.13652058824,1253.2803,2040.4384,964.9032,1921.75495,1450.810475,3184.338925,138.61969555074,104.567700970756,1.84340691953698,1.62807825192816,0.882374571239071,0.703170042942977,"BLCA"
"ZNF514",0.999977619893901,0.995986035606654,0.997992132992526,0.987770466936904,0.992525616890507,0.999999592216754,0.949081793760531,0.930505189664906,0.999851146526267,0.999999931028057,0.855538646847439,0.701782303671974,0.995757053201844,0.999970523283463,0.999999939602923,0.999999999999629,0.999992709406291,0.996910494325213,0.989724757707086,0.952216492976347,0.854726066840031,0.999984077206758,0.99999994592584,0.999999999996585,0.999999935606669,0.999995047344447,0.999925734734636,0.999992388026846,0.370156674212614,0.154788240209417,0.677804128365025,0.921405295001264,0.969397065714143,0.989511899168053,0.354071663270714,0.97772495631089,0.988718897876466,0.995214413975462,0.999997233362574,0.999999999956894,0.999999999968494,0.999999471656166,0.990681268671606,0.99999954899814,0.979225241229337,358.809016666667,323.795816216216,283.449673333333,260.64395,239.934033333333,221.061609090909,352.432728571429,294.079,135.065385714286,249.99528,83.3900595999484,19.2327169338411,36.9139561510167,73.092545225979,38.1747562953947,20.6761358506743,148.893682078117,92.3147,24.5840631758369,43.2254616731782,194.628275,190.3787,164.8135,120.5585,151.7479,162.057,166.2259,247.92165,104.109,171.5345,523.47795,424.262975,376.1024,330.7758,346.5445,278.50005,318.04465,340.23635,150.38895,279.1746,187.368647368421,268.594957107843,165.0052,230.86855,140.6192,235.04885,151.119975,347.413075,20.9607384748727,7.9326848998001,1.433510680043,1.39915923861793,0.519552653087457,0.484560165283901,"BLCA"
"ZNF300",0.330351122683265,0.748065683271034,0.999895694243727,0.594636866426578,0.999999997677296,0.999958238148888,0.965932410957157,0.987991920831421,0.999969973521739,0.996353876880633,0.814063092866878,0.999928869858994,1,0.999956946275137,0.999990735769005,1,0.253532227453756,0.705597779669335,0.552841571195579,0.96063157039686,0.784582128359315,0.729523989898333,0.999768572072972,0.998167105793142,0.999971223386046,0.987825748201737,0.998128818658437,0.719732334647848,0.671269276364465,0.999999999995344,0.999991411298134,1,0.998393602932148,0.999990005785202,0.636775786829866,0.999952578272166,0.389119374969532,0.998209235289684,0.988645112657215,0.999927109314662,0.941053586768005,0.989909317176404,0.355096856225438,0.99999999999106,0.999876388749227,481.681266666667,194.712890540541,240.504493333333,176.980975,299.358788888889,244.644381818182,477.690071428571,67.17735,185.268942857143,88.63672,170.367040955856,25.3540873168537,67.3579606456377,65.5697940054357,80.364206664473,67.7273184480354,296.829848823895,11.03465,87.8286522956946,45.9086015636003,225.71705,37.8285,50.41105,56.15555,177.4332,98.1162,119.88255,61.660025,56.00815,12.543,749.6166,232.79145,313.16035,240.52815,322.367,334.33625,339.23295,72.694675,187.86055,195.9293,97.1609157894737,209.650916666667,86.9198,129.71345,74.8824,111.62105,42.9158,271.0203,8.63673225481492,12.8429895439588,2.15777007619951,1.49233488802321,1.10954114490054,0.577571320496989,"BLCA"
"RBAK",0.998912879788726,0.99985296613099,0.99999999983335,0.821692861332631,0.883113634290024,0.933794863230494,0.999999999958068,0.985508307392326,0.998113952639876,0.635451506476195,0.998087212774343,0.999999748877536,0.999999272206146,0.990865727413448,0.987791911498881,0.928883113260701,0.980735827414094,0.988074218991558,0.999999967871139,0.822915549383394,0.999248431957162,0.999999800858831,0.998844534916097,0.999544477294815,0.920643093203039,0.999999977299163,0.99776095400961,0.962907716071647,0.999999791604525,0.968163284644996,0.993218615910182,0.585220801021627,0.999999991192627,0.972963651906436,0.772111783669427,0.999999999992385,0.992890871790497,0.999887516071946,0.999873530588155,0.999956143070946,0.97600418784276,0.999999233801146,0.999999575560112,0.992791107783791,0.956173885891763,423.789566666667,482.768283783784,476.2841,585.05625,413.439866666667,499.571590909091,563.710085714286,382.4309,395.463371428571,531.39852,20.4337221231745,21.0037320012339,47.4041227169587,98.5203513283477,40.5302262850312,49.9293790189184,84.1229621647764,79.9205,80.2528505608834,26.4758042908879,407.310125,375.133275,384.48115,284.279275,326.1183,356.51295,429.92465,342.47065,270.71865,487.3408,418.565025,588.98785,534.91185,763.740325,450.978,571.8303,618.3421,422.39115,456.62405,580.3584,359.616547368421,465.237856862745,369.0391,442.0095,267.75665,447.5414,336.648725,555.6694,23.5933066381835,8.92818024650412,1.29370536552679,1.19773080955378,0.371509088664928,0.26030369830989,"BLCA"
