"gene","Current reformed smoker for > 15 years-Current reformed smoker for < or = 15 years","Current Reformed Smoker, Duration Not Specified-Current reformed smoker for < or = 15 years","Current Reformed Smoker, Duration Not Specified-Current reformed smoker for > 15 years","Current smoker-Current reformed smoker for < or = 15 years","Current smoker-Current reformed smoker for > 15 years","Current smoker-Current Reformed Smoker, Duration Not Specified","Lifelong Non-smoker-Current reformed smoker for < or = 15 years","Lifelong Non-smoker-Current reformed smoker for > 15 years","Lifelong Non-smoker-Current Reformed Smoker, Duration Not Specified","Lifelong Non-smoker-Current smoker","mean-Current reformed smoker for < or = 15 years","mean-Current reformed smoker for > 15 years","mean-Current Reformed Smoker, Duration Not Specified","mean-Current smoker","mean-Lifelong Non-smoker","SEM-Current reformed smoker for < or = 15 years","SEM-Current reformed smoker for > 15 years","SEM-Current Reformed Smoker, Duration Not Specified","SEM-Current smoker","SEM-Lifelong Non-smoker","Q1-Current reformed smoker for < or = 15 years","Q1-Current reformed smoker for > 15 years","Q1-Current Reformed Smoker, Duration Not Specified","Q1-Current smoker","Q1-Lifelong Non-smoker","Q3-Current reformed smoker for < or = 15 years","Q3-Current reformed smoker for > 15 years","Q3-Current Reformed Smoker, Duration Not Specified","Q3-Current smoker","Q3-Lifelong Non-smoker"
"ZNF584",0.156242739525083,0.822108622584437,0.99999992173915,0.247047535240358,0.99982750934174,0.999998491470748,0.132321576363845,0.999983925358936,0.999996197827843,0.99908621712249,228.73344,193.925465979381,194.67515,196.260790123457,192.694120833333,16.8282840299429,9.15879771797465,15.0461734934335,10.3388389293698,7.02718795393503,161.4828,140.1258,174.778175,146.3009,141.0062,262.943525,231.4123,206.461325,224.2902,238.789175
"ZNF274",0.131337742715727,0.998165764034328,0.914017158792739,0.211099650887362,0.999853115690024,0.938441779930094,0.429372098757923,0.949647106270474,0.983609459713443,0.983523137822308,531.752875,439.064875257732,506.94037,444.836314814815,464.2476625,39.2730103542543,21.9013197504163,62.0629285287764,25.5132969220628,23.4702413969954,326.316025,299.2459,366.66375,296.7778,332.774875,700.35835,556.7847,636.966675,551.0574,549.260075
"ZIK1",0.918347510009252,0.969940616516466,0.824863415104138,0.318833735187279,0.730414603709124,0.49251054604145,0.772054640137053,0.995854265098889,0.736717909497928,0.905348966311486,114.97199,101.745751546392,135.67081,83.8879160493827,96.5859895833333,17.6056136820091,9.91934787630204,35.3165090276534,8.02829031686137,7.98335215539812,15.581325,29.6876,68.293575,19.7698,36.066275,143.166375,133.4412,147.6012,139.2157,136.131725
"ZNF540",0.994458711584087,0.999999969309646,0.999490044462288,0.978660815068501,0.999554247531634,0.997945695066526,0.991757661484849,0.868763325210288,0.999632240164025,0.787337771535634,38.9757616666667,36.4445639175258,39.22633,35.226062962963,41.788853125,4.76322178840156,3.98587234708376,7.33438834359606,3.88954161345812,4.26583294539064,18.62915,13.3758,23.74245,12.1017,17.22705,54.35455,40.9712,53.34135,45.1837,49.6346
"ZNF570",0.998965478765516,0.990790540334406,0.997007149491061,0.44392517976946,0.184588173237672,0.675714356865798,0.998406535858708,0.969730620587756,0.972321676390853,0.508082705942226,50.10049,51.6920907216495,55.91391,39.4647456790123,48.3203427083333,5.17817374547658,4.41532081744223,17.290735119945,2.86111135990347,3.44954918160996,27.942475,25.6811,32.4594,21.2264,27.483875,60.747725,60.0582,57.517075,51.4243,65.2014
"ZNF57",0.0754761676314586,0.996150297466588,0.896205056098098,0.00730238172543818,0.855476675567581,0.66502265948505,0.896325401149809,0.309432243925786,0.999994583422952,0.039555547987246,149.34335,126.048224742268,142.47878,117.792459259259,141.2048625,8.33974133465053,5.51165931161372,15.3893544924319,4.94460425797057,5.84891162935169,109.636475,86.5378,100.21905,83.8389,96.7787,172.320875,149.0562,188.9431,149.8457,168.1829
"ZNF556",0.918019072197451,0.999186288396645,0.999844612823373,0.882853539973179,0.280381523085958,0.950299215738833,0.981750818170093,0.506055530850636,0.984666418479987,0.99112481320133,12.84126,15.7684721649485,14.62593,9.4589962962963,10.9163145833333,2.67392640299925,2.48144261343669,7.2555185319873,2.43159148357388,1.72017086286558,0.42325,0,1.1358,0,0,17.23685,21.4547,12.34285,10.3635,16.0416
"ZNF554",0.907440108583278,0.937194065769144,0.996070041970165,0.931328970887127,0.999998779879164,0.995261358793762,0.983015654108733,0.491077712381723,0.823748817347353,0.569923287744778,120.235506666667,110.375426804124,101.94467,110.874714814815,126.369277083333,8.16091175180718,6.70336572401059,23.9772738527226,6.62064144248252,8.25375686358487,74.9701,71.1056,68.543025,68.5235,71.72595,148.90655,133.8439,108.49415,142.7818,142.93835
"ZNF738",0.973064346621303,0.98624575287326,0.999453008103481,0.988721999838948,0.999953476878925,0.998753367143483,0.959746322208801,0.999988872824602,0.999730027381275,0.999647242216819,302.81223,330.916829896907,351.57497,325.881972839506,334.28168125,32.1565106620667,28.6605361182436,83.8468695346119,36.8211828757969,25.0685341976,121.73655,149.073,173.236975,146.7436,167.325225,434.5409,396.1219,531.348675,424.583,411.967175
"ZNF596",0.963015192477492,0.999876608000905,0.988448632401773,0.914454852404637,0.999345383596666,0.976800681169073,0.497456003210652,0.822806474577656,0.876816675227139,0.934366624795571,38.8817933333333,42.288818556701,37.2605,43.3770555555556,47.0602927083333,3.51687610910132,3.21285294443742,11.0827048549731,3.37878192413633,3.33614009010822,22.439875,20.7566,23.00465,21.0678,25.61285,43.812625,56.8299,33.783325,56.9836,58.95
"ZNF621",0.00241775268336752,0.999999937627478,0.374704230277429,0.0689615348528747,0.826463959962307,0.686308860486707,0.555449769549199,0.0974312673522776,0.950563443277675,0.685832583129305,623.946823333333,469.52017628866,621.9557,510.207787654321,560.537422916667,39.8767340259854,19.5806616159299,152.244473790257,27.6466822705515,25.1730561637303,358.221175,337.4083,400.58035,361.0247,393.417675,761.482175,548.2126,576.91085,608.3667,678.3425
"ZNF680",0.999273044522587,0.999999444337606,0.999991728644562,0.999997661621817,0.999662909657861,0.99999999600929,0.995189094555523,0.952649964519639,0.999347830099968,0.988517378150396,259.189068333333,265.556435051546,261.37644,260.751679012346,248.843709375,22.0125742312866,16.1156775660219,55.8654655499625,21.0067369051194,13.3527897030548,141.45245,153.6097,140.66935,160.361,158.52075,335.951075,330.4011,340.8725,356.0645,307.920975
"ZNF483",0.329030012611588,0.363425452782424,0.88046733457533,0.992521805701651,0.523438330574926,0.476681200288118,0.196483454828265,0.997570528547658,0.93044999147773,0.336725885664553,11.4667833333333,8.1262175257732,4.7467,10.6657308641975,7.62001666666667,1.99546308052285,0.697908016278663,0.954539799531109,1.60534693621925,0.677109930440091,2.975075,3.6417,2.223825,2.9579,3.35755,14.257175,10.2564,5.999675,12.8006,9.832675
"ZNF417",0.226069776895544,0.91782987616602,0.999811814740786,0.246209897697145,0.999999709011931,0.99974488208489,0.148431417050039,0.999273255250743,0.998766033277901,0.999677980094555,145.707248333333,121.547172164948,125.52032,121.191287654321,119.124854166667,13.6183024856559,5.89157900953873,11.7852529949726,7.46201350263833,5.95759388882733,86.01565,80.4249,97.979775,75.2639,78.291375,167.802875,144.0972,141.480525,144.2206,155.37215
"ZNF791",0.766309973687059,0.831042636408208,0.987254846634715,0.343563860872119,0.924713745420429,0.99993840858551,0.631985148290366,0.999077091483643,0.995071989886963,0.978725756488136,161.839003333333,148.216301030928,136.46521,139.507556790123,145.630733333333,10.6884967962027,7.58495779518721,12.3057958661081,7.38941180983779,6.49470009189049,95.569575,94.382,104.48595,94.8411,97.888525,222.039525,193.5976,172.2872,178.8166,190.92555
"ZNF519",0.999779770637289,0.99937729004666,0.999888587838393,0.973124901080888,0.902039832907775,0.982436260686393,0.999892608733721,0.995963349356613,0.997997445725239,0.984236125611214,56.6787533333333,57.8979979381443,59.9751,52.3051481481481,55.659009375,5.49818865268319,4.70077169391287,10.8758072037793,4.33011775655038,4.07707848262244,28.2829,30.321,33.20815,24.4193,26.872,79.41535,67.1043,80.542975,61.1183,68.7964
"ZNF25",0.998774017411138,0.904869059581591,0.939653677283928,0.999999998093373,0.998014734131678,0.896932114588664,0.87921043719137,0.939583967572906,0.992553317158075,0.836027279650357,158.784743333333,162.452580412371,183.29703,158.651591358025,171.490867708333,8.92462347138249,8.20112609984283,13.746640496314,10.0187188680957,8.69277619087691,106.26195,108.2909,158.46515,106.8702,114.512925,200.05235,196.5224,199.96325,185.0921,212.682
"ZNF77",0.860592088317216,0.988790814366268,0.999999998420857,0.174013433519755,0.604557883549709,0.969105266366723,0.982413817891791,0.986989415402402,0.999406653672496,0.312106766988582,108.388056666667,99.7242670103093,99.5625,88.1826864197531,103.593945833333,7.78065300277197,6.10930755336369,15.1213535223244,5.39363322569979,4.62562160660311,70.712775,61.2266,59.881425,52.8825,68.3286,137.466975,120.8945,133.410375,102.0824,135.77035
"ZNF169",0.999032965558279,0.992357576177598,0.997641757130847,0.995637415890237,0.999893580011805,0.999083311450927,0.990289051316907,0.999272732439843,0.999487054745002,0.999990073915119,56.43955,57.8023237113402,61.26146,58.5178765432099,58.913546875,3.3879090321597,3.38360170295171,12.5710267450833,3.22654919058955,3.68455135639112,37.644425,35.0656,35.61795,40.7343,34.4775,69.578525,72.6552,71.379425,70.2211,71.82885
"ZNF613",0.963458019695886,0.963652626983408,0.996600378249664,0.999679730439491,0.986655114423296,0.978079708014629,0.908745849528003,0.40406988427018,0.799523302698013,0.771118617017461,155.228328333333,138.262691752577,119.99852,150.092328395062,177.352025,13.0567536632136,9.22063845509509,20.5858483770057,16.5557206049148,23.272755495178,90.436175,79.7709,73.6612,77.6625,88.29175,186.320075,169.6513,128.57645,158.2054,181.435675
"ZNF404",0.372653574634507,0.51818123641381,0.95145050457133,0.144064038303083,0.967397780997291,0.993161554710027,0.999803631699831,0.162313943686181,0.436385808430032,0.043226050081911,73.0581816666667,58.1053371134021,46.01439,53.2034395061728,74.485715625,7.08352534753151,4.45419679906573,13.9700872085201,4.55018958236692,6.18459332921374,35.726925,27.9876,28.29925,25.8875,32.497675,93.23075,73.9673,37.593225,73.2738,89.260625
"ZNF135",0.664551247210947,0.999117180694517,0.994290141152718,0.999999551268863,0.613253785737284,0.999298721440225,0.159779492226759,0.829612994410531,0.910445100604583,0.110980634049425,58.4026,78.9536402061856,66.40169,58.9972049382716,93.09645,10.3879751988551,9.29323985581762,17.0253372289554,7.79439878829998,12.1084352995092,6.403825,12.3784,32.78145,7.7726,10.352525,88.50495,118.4472,91.644225,106.2851,148.68565
"ZNF620",0.353502744458719,0.513116520253118,0.953435333270932,0.886190495811091,0.874418612653177,0.787348738664932,0.794616386323572,0.926339047183641,0.824205532025199,0.99977741734465,68.5774666666667,55.5460690721649,45.32205,61.7586802469136,60.6029958333333,6.06912185738646,3.79877142428262,9.60469753379101,5.16933345343127,4.51047294421256,36.338475,25.3403,31.4706,28.2499,24.30985,90.34325,80.707,53.530975,82.8559,77.54245
"ZNF619",0.263255754030597,0.388587945044371,0.920026383374342,0.581572753181113,0.984442186625242,0.825238601278176,0.194180731672483,0.999733377204863,0.943671019523943,0.955496886601244,47.82186,39.9851896907216,33.41353,41.8717518518519,39.3506520833333,3.50221629972635,2.19814792487046,5.600001415477,2.96251609251248,2.16817240930196,28.2003,25.3444,19.35975,22.0285,21.51915,70.3102,52.7286,40.852425,52.2155,51.193325
"ZNF354C",0.975620991018453,0.983793381206739,0.916688994989061,0.999788723106157,0.991338666279178,0.969622241045759,0.53113830168954,0.811134949881952,0.681403598886241,0.568238505815436,15.6305833333333,17.6189360824742,11.92689,16.2364296296296,20.8091052083333,2.5331077386494,2.1532795243072,3.65928276653135,2.09231620209831,2.20595648349092,2.0177,3.3576,4.40035,2.66,4.565725,19.17655,23.5294,11.4974,24.5539,28.54995
"ZNF114",0.980093246854802,0.917885843266068,0.977236439671541,0.740535481725975,0.270743908196068,0.579153026404456,0.764468529396012,0.273398971953101,0.597911464123454,0.999983887389697,90.9851183333333,106.01131443299,137.51951,57.3260345679012,59.5715916666667,28.4588994502324,19.4735826119385,66.1578432442736,11.5638655584777,11.7297986812061,7.2954,2.6966,8.3052,3.0052,3.799925,69.391375,99.8673,110.06505,69.8709,51.947725
"ZNF454",0.242822040496099,0.946888212565224,0.999073093953021,0.234701803386843,0.999974029555067,0.998262505949379,0.787070681003748,0.834570453851969,0.999655877095138,0.806706441656458,4.97938833333333,9.05349278350515,8.0328,9.24154074074074,7.238065625,0.720015416545135,1.25662478003029,2.701814064661,1.95093260472955,0.91182885852481,1.305475,1.0191,3.897075,1.0373,1.671125,5.946775,10.105,8.275775,9.1368,8.80515
"ZNF543",0.068410428358626,0.968125216162702,0.968825162190378,0.156533190719143,0.998422351238642,0.987238304245196,0.0907457049840278,0.99994756480545,0.977413934390348,0.999799084354681,130.846823333333,107.576856701031,119.01325,109.945181481481,108.536175,11.1271977657438,4.63938475506022,13.9740204197667,5.47876618642489,3.88971211977292,78.974875,75.7465,88.96325,75.1837,82.762925,143.154475,133.3333,133.48195,137.788,130.7517
"ZNF354B",0.977571893044554,0.994321500380655,0.999938578530653,0.964693170297119,0.999965686760917,0.999991846835928,0.551636722933611,0.117852564941168,0.769633901634784,0.117632588491002,99.6240116666667,94.0255216494845,91.53129,93.0487703703704,114.235353125,6.97202360454306,4.94287127937476,12.7474333308008,5.40414793328443,7.81225965005245,55.562125,60.472,67.318625,58.3245,65.027325,131.2568,124.1744,100.517675,116.2149,135.994325
"ZNF223",0.367284116362033,0.987888547843783,0.995146169786514,0.85397902721535,0.916516305053026,0.999999999669803,0.993341821922712,0.0819282623037466,0.952544728901805,0.503114355924568,133.634663333333,106.534125773196,118.2834,118.095272839506,139.955007291667,13.2157691690728,7.60842400643704,13.7376907807195,8.98176147817356,11.0248490206201,62.339175,58.5533,90.50735,68.9831,69.7728,162.23035,135.2979,154.203325,146.5686,175.5534
"ZNF713",0.763673052839648,0.96524099056004,0.716780177367617,0.998458438336294,0.873497485999192,0.925387951184697,0.656567640186555,0.0327994273711302,0.999999999938,0.372022405686994,40.0620066666667,47.7268175257732,31.17562,42.0154024691358,31.2290583333333,4.07747574977867,5.77678986498473,3.920650660847,4.49497624021103,1.80136319562306,20.504025,18.3852,22.75855,17.5121,19.74825,49.623325,54.5971,42.94085,53.6026,37.6099
"ZNF552",0.476402863385959,0.988923649064074,0.997935559880015,0.999885773208801,0.291414989674421,0.979602281893716,0.999965887341174,0.412031591707616,0.992124232935222,0.998446486617037,452.974491666667,345.600258762887,387.05617,463.195472839506,445.683022916667,56.8796843761054,27.2580637458715,79.2731065026302,60.430753913735,35.7160592976296,142.406475,149.4737,152.8207,162.4073,160.860675,620.624675,512.7756,555.2627,576.0506,672.2862
"ZNF154",0.821230831580398,0.987612664323291,0.999999972671819,0.273046740203909,0.815186995130683,0.986860920624955,0.797633937641417,0.999997982520728,0.999999275035113,0.842069563279416,21.2380133333333,27.2662659793814,27.05449,32.8521938271605,27.5354270833333,2.12855321972337,3.23379077274253,4.86994025503964,5.74833189018762,2.73690709002733,10.72245,10.7902,21.205625,9.3795,10.793525,26.1481,25.333,30.539575,29.3138,35.367175
"ZNF571",0.977054975497592,0.999781961627067,0.999968701316607,0.532981334379231,0.80110762009769,0.974097141804507,0.978632570112197,0.675001538808513,0.990270651518951,0.125219187300773,87.2613,82.4030556701031,84.21949,73.9723283950617,92.0361302083333,6.75862111810049,5.25004084528293,12.1825782204338,5.45851900736115,5.10887463414222,49.06245,47.9193,56.24885,44.0723,57.70615,105.83195,102.3778,93.779425,97.5994,118.234475
"ZNF443",0.555906300867692,0.999962601951343,0.909859176714822,0.769750517905578,0.997507874329942,0.954380133892116,0.959945731811844,0.0918114225109422,0.99945917734714,0.238280782409085,135.132258333333,111.53857628866,138.8127,116.224066666667,145.824970833333,15.8884173120827,7.13177563478128,35.2790662703756,8.76676975636102,10.9119621692281,47.84685,57.6201,63.327425,54.0827,63.470875,179.021125,145.9637,199.745625,162.2807,215.288675
"ZNF792",0.999988052787693,0.999689797782092,0.999865586471867,0.989756911761466,0.970528889919601,0.992415076469857,0.588699786743426,0.515963254602394,0.98475945329878,0.211000359643111,129.054913333333,130.325922680412,135.04264,121.73974691358,150.899905208333,11.8078660476754,9.64139694241026,29.1713197057818,7.27715351075302,10.5762880250485,74.6838,67.2727,83.92065,79.4335,81.691075,164.317525,159.86,203.271525,156.9527,193.580925
"ZFP82",0.567227701510993,0.725883013774097,0.983086543685384,0.00683672765473453,0.177733740264109,0.990895775851405,0.0641377722098531,0.67694919673478,0.999999712224613,0.879412113307842,96.4463016666667,83.4253226804124,73.90668,65.7559962962963,73.315434375,8.99323470231662,5.54725188089755,17.8238376350188,5.13140100724386,4.47654052665721,45.660625,51.0734,34.38975,33.6969,41.3921,129.5091,102.8374,104.0391,88.3281,99.9547
"ZNF707",0.558319416300244,0.786847402260286,0.311489119448871,0.961248059589132,0.90465592518737,0.561451094346347,0.981403010552786,0.813420301421563,0.600312593792572,0.999851242558239,335.639131666667,301.83739072165,388.65191,319.891088888889,323.193342708333,17.4376631836598,12.3659906722456,47.1109636218116,17.3162242985318,13.5527831979863,248.4612,217.9487,277.0514,214.8748,226.5689,391.1625,373.0493,477.915675,378.847,377.79095
"ZNF746",0.941171474628583,0.995419841727108,0.999999980914899,0.99934136982546,0.979636678296413,0.99879924454351,0.958767945286861,0.999989791630878,0.999998274115778,0.988420282059864,471.801225,496.520575257732,497.63623,479.649475308642,494.193153125,18.0382754138593,18.7138106685428,40.190295206292,25.9239401959245,21.7239380242911,404.749275,379.7719,396.509175,341.8498,380.962975,545.23455,551.6276,596.45145,535.0914,534.3011
"ZNF678",0.999997014452638,0.439967143988175,0.428655969790482,0.997997674736435,0.998558498081654,0.519434427074709,0.439777881872945,0.337582847011374,0.896266331580061,0.565205956305034,36.8565133333333,36.6359175257732,23.95634,35.6796148148148,30.6399333333333,3.11855749977967,2.59869568280263,4.3757011659644,2.58976296756243,1.69864138299959,17.22495,18.4667,14.5382,17.6809,18.800225,47.722225,50.4249,32.08955,44.4213,38.026825
"HKR1",0.748950080563474,0.993497290713929,0.99983709729705,0.30865662506743,0.911658017815012,0.982118772016459,0.999999493415911,0.672855662232876,0.993927543138079,0.211637849765568,777.35667,699.167556701031,720.70408,648.074890123457,774.844205208333,66.1527305512949,40.0063610019947,62.8821972020059,29.8566885573641,42.4693659846134,500.81,486.4935,572.681,446.9548,489.7295,852.24715,855.4566,870.0901,819.5142,926.54015
"ZNF101",0.846497306813139,0.669437283924496,0.908019490020917,0.603298724121394,0.985768739865036,0.970207801577793,0.924229190179749,0.999432296710161,0.870197166501657,0.949685438752551,121.08043,113.224970103093,99.67714,109.582249382716,114.743464583333,5.55793606274548,4.71705490169763,9.43005894073957,6.05827727983573,4.49565381429396,90.12695,87.8061,77.50935,72.2076,84.940225,147.263425,126.041,124.756175,128.0524,133.0422
"ZNF716",0.999994732144327,0.997933629294272,0.998518774045101,0.925065959814634,0.854750659688879,0.948521511968479,0.999188018283449,0.999626822099213,0.999649338747111,0.756212280093463,3.68771833333333,3.8166412371134,4.89397,2.11174814814815,4.14588229166667,1.70114526634944,1.30399670507339,3.26437142249639,0.837742934701522,1.13795790560925,0,0,0,0,0,0.5009,0.4011,0,0.6977,0.486675
"ZNF708",0.987186918570225,0.927913629897445,0.977454883055895,0.994072889986719,0.999988836308423,0.972528182876022,1,0.979141749351207,0.920948453058345,0.990630340346299,171.696858333333,162.079824742268,139.45069,163.551343209877,171.684310416667,14.6245316600055,12.7005987352831,31.7494593862756,13.9143943417863,10.5616837361734,79.18425,81.4789,73.8693,81.6714,91.095475,218.716575,217.6871,169.529475,207.3617,213.361475
"ZNF721",0.890896353986084,0.935279466601498,0.996658064317323,0.528824684885931,0.942181540758127,0.999999998274699,0.999911908021216,0.902828094911653,0.947993816147212,0.498512799322681,436.728815,406.652507216495,383.18995,383.815420987654,432.10175625,23.1821242519595,20.7590443306693,56.9426559319056,22.3145998965,21.2886596360561,307.8115,267.8993,260.0444,262.22,277.23025,586.9402,504.4039,485.969675,460.55,545.13775
"ZNF662",0.998889223611874,0.995128292171906,0.998854588754516,0.99979936530185,0.988584248786673,0.988749393148584,0.679902962350253,0.749544681738628,0.999095467332161,0.477103294277768,216.590901666667,234.26485257732,270.28471,204.699520987654,304.224041666667,40.7884599252828,33.6915119450524,87.7981901231562,30.5688194237697,59.3149531691923,14.631875,32.3907,39.845675,14.7155,15.692325,249.14235,256.2684,349.491475,299.1141,288.259475
"ZNF320",0.822536454708328,0.987401309793843,0.835687413409112,0.957302928684776,0.995623239413583,0.910387494305049,0.715091122354646,0.0620698272454312,0.999964952862159,0.197032448038302,834.334948333333,722.596815463918,942.89626,758.874803703704,966.48931875,80.9070112043435,52.627283548173,211.871980417925,57.7634190377868,82.9686723295621,345.93435,388.5196,542.6021,367.8223,381.708425,1202.055975,953.8462,1434.9612,1204.3841,1353.874625
"ZNF530",0.620191743766273,0.96684531123286,0.999999777041287,0.229552817383418,0.925353472633403,0.994692179243421,0.71806784294654,0.999789603620371,0.999999118733055,0.863359427323458,107.831813333333,95.5134762886598,96.06827,88.9839827160494,96.851003125,7.86760604622785,5.26491505122879,10.9743847645632,5.12937378947656,5.71174599354883,71.754575,59.2944,75.282075,62.1921,61.95885,136.507675,116.7895,125.895475,104.7648,122.529325
"ZFP1",0.997232871250916,0.911704466875501,0.832076553842271,0.99089390935395,0.999881336353455,0.802417635487008,0.999999908302751,0.993903850175234,0.907701655091419,0.982521666551942,204.92878,210.563059793814,175.02409,212.88795308642,204.506072916667,11.6536258634992,13.2658728836872,18.5161360581908,11.3599240943171,7.68598979813006,152.372275,140.2322,137.56695,148.5457,156.029325,229.05785,235.9149,189.671125,244.4795,239.63135
"KRBA2",0.999282797542014,0.998040379441733,0.999650856003581,0.912812706017945,0.734977431163365,0.94479363303622,0.999438142233288,0.984421296239315,0.993010906282269,0.951552313306302,42.1345233333333,40.9056030927835,38.83405,46.7061160493827,43.2920875,3.8088105371724,3.31436505321127,11.6993502756373,3.40480815521692,3.18862145131216,23.837825,18.5509,20.66945,27.2366,21.933725,47.943425,55.3983,36.55535,56.4002,54.241275
"ZNF93",0.320782381445305,0.999730431795248,0.945241340917789,0.971807894328354,0.648340979691897,0.999944054589876,0.919532686225655,0.745740897906805,0.999457161130965,0.999559281913013,113.091085,154.081640206186,121.45792,126.98722345679,131.170998958333,11.0191773827838,17.9118227498361,42.0927586319384,14.4643328176402,10.1178667295099,51.313875,58.5526,54.282775,50.4926,61.844925,158.115925,176.3041,109.855775,151.8139,168.77615
"ZFP90",0.999579939135214,0.968681399144016,0.981455671345908,0.954310474622915,0.841409415939965,0.850255726741946,0.997213491545261,0.971367436943623,0.923396093437296,0.992653582302832,554.530913333333,545.748705154639,498.54808,585.548054320988,568.769935416667,33.1190038154191,26.15589367213,42.7670657082833,35.6365052914176,20.1386485570327,373.482725,382.8951,399.8877,395.1622,427.0458,681.7276,676.5691,533.034675,689.3215,662.863575
"ZNF479",0.96690502688634,0.999701577823968,0.999946405656829,0.72962306719407,0.95799306642475,0.992598623381664,0.972074722093515,0.99999974980769,0.999966854388925,0.951356630419552,1.38882833333333,0.879303092783505,1.07651,0.380301234567901,0.901609375,1.0626642251922,0.503529139799538,0.962522988175694,0.134556274180275,0.363670888533627,0,0,0,0,0,0,0,0,0,0
"ZNF445",0.0323532316713269,0.154018899553014,0.892624748142635,0.269709538483182,0.895450922986993,0.686235781556841,0.311487195519735,0.79672379176265,0.631276241012599,0.999829423802391,524.653353333333,438.539796907216,383.82179,463.135854320988,467.663992708333,25.7803970115726,16.7841776474682,32.9649767313313,21.1493010650931,18.4877741374325,376.60745,318.6813,325.7622,318.8892,351.81185,686.066625,523.7684,383.479125,549.2934,568.091975
"ZNF74",0.999999707505904,0.932340214463818,0.920262320189985,0.997280129657705,0.993722502831845,0.968636653789689,0.999995978830213,0.99996367494232,0.935217180575435,0.998054221993525,422.546205,420.782104123711,509.04591,440.747462962963,425.951089583333,45.6364793941092,25.9753974836908,156.492080530201,32.7737584812766,35.8045173657297,262.2578,245.837,248.468225,260.9752,254.397125,473.11375,495.9216,501.959175,517.6809,457.41865
"ZNF829",0.487426652267409,0.592798462782314,0.957245237503051,0.0333521048254892,0.560691874784317,0.999999989976719,0.0524010420617683,0.709725907372935,0.999898910370905,0.998486860415607,17.864195,14.4817597938144,11.53741,11.5992259259259,12.1530645833333,2.22561225778236,1.36381546122641,1.93008940440304,1.265620776492,1.01565591010235,6.149325,6.2814,7.695825,3.7987,5.20475,24.169375,19.2837,13.994375,14.917,15.8739
"ZNF267",0.906668926149802,0.000128330245186992,1.00719072690936e-05,0.798753250879947,0.998016997846139,6.4155199752669e-06,0.999999674015461,0.874310346803236,6.92099729034945e-05,0.739321831239093,369.764021666667,346.73211443299,612.36923,339.264179012346,368.849640625,21.716054671113,12.3591553790246,147.281415213639,14.7295548610205,15.8732049228042,272.24705,262.6672,425.5138,258.2636,264.729225,433.94045,409.4518,670.07465,411.8793,423.1462
"ZNF566",0.649480781425437,0.999318269683652,0.889904563519278,0.464024124846224,0.995538199870043,0.816572486348626,0.680841367030506,0.999998113506728,0.898937868737189,0.992806231013157,170.46223,151.863829896907,177.12436,147.118781481481,152.503889583333,11.747781195391,7.8670131828509,20.8569704547648,8.89099130643653,8.83042191377995,99.773975,104.8995,138.406675,95.3622,90.785775,215.633775,180.4477,227.9737,179.5079,189.874525
"ZNF224",0.232541481336936,0.997456788986558,0.650153993314724,0.859614152002226,0.782092226550284,0.918368397612758,0.989699021444816,0.0312916586870922,0.999973525931774,0.476458627784132,255.184166666667,196.861297938144,274.4091,226.342781481481,268.503146875,23.9039628735819,10.82699099083,63.401005456682,14.851457129027,23.4267209863714,136.96985,126.6637,186.04725,134.3633,142.9569,294.209775,254.1551,281.39435,264.6696,328.04665
"ZNF529",0.833092278326725,0.999999985039999,0.987193499821603,0.578467134135901,0.98442915078001,0.948430144651861,0.990914432009479,0.962466283471753,0.999563027344464,0.769953015426009,304.64083,274.617232989691,303.68644,260.739634567901,291.485261458333,23.8888530649158,21.4048999764499,25.9446755516691,14.8028754888995,16.761975584364,175.63445,171.0818,267.74125,167.1354,179.054575,389.197825,326.0303,369.501975,308.6259,365.35315
"ZNF284",0.423522895791109,0.999983013254844,0.878706852011168,0.957661192807153,0.811481972430315,0.991674359335663,0.97680599301732,0.698118853357228,0.995242980379111,0.99990734909297,45.5282683333333,36.5678989690722,46.53643,41.7758666666667,42.4573333333333,4.05493434817558,2.30176980430151,7.53605375210911,3.6307313214097,3.96403643912072,23.962075,18.0668,26.5684,22.5831,19.804375,61.416125,47.8019,64.33125,49.5122,48.5169
"ZNF749",0.903379273611022,0.999561409036749,0.966053074485088,0.262299644242289,0.682350701733427,0.729622226187152,0.444518708469235,0.889105376071512,0.831240060990102,0.992622692007339,83.5393966666667,77.5167680412371,86.52885,69.2918456790123,72.0113322916667,6.75348394682328,4.91503898215934,11.2529401848509,3.45143646159212,3.4853045987014,46.8368,49.6231,59.756975,45.6106,48.853175,99.65555,92.0308,89.54035,86.6602,87.740925
"ZNF17",0.24113381518561,0.958119436839981,0.998093204017268,0.285539911782634,0.999999948738839,0.998382098073173,0.528626384770267,0.979049280715824,0.999997460598987,0.984873011145349,132.663731666667,115.684879381443,120.78721,115.849567901235,119.822311458333,8.15676486430856,5.02999964648789,11.2067841063493,4.94443571674443,4.85296366147742,101.91575,81.1189,101.053275,79.706,88.208975,144.769525,137.5281,143.3605,145.2417,141.97
