"gene","p-adj-stage II-stage I","p-adj-stage III-stage I","p-adj-stage III-stage II","p-adj-stage IV-stage I","p-adj-stage IV-stage II","p-adj-stage IV-stage III","mean-stage I","mean-stage II","mean-stage III","mean-stage IV","SEM-stage I","SEM-stage II","SEM-stage III","SEM-stage IV","Q1-stage I","Q1-stage II","Q1-stage III","Q1-stage IV","Q3-stage I","Q3-stage II","Q3-stage III","Q3-stage IV","count-stage I","count-stage II","count-stage III","count-stage IV"
"ZNF195",0.923111418646443,0.142733743251002,0.551712789960165,0.804043178267533,0.700377663315728,0.404220759866474,222.119648255814,231.393968965517,253.977396470588,180.073266666667,7.0896944517641,12.8084898269091,15.1397046830204,26.7491756598924,161.594075,150.5293,162.4949,141.529075,262.919775,282.90345,279.7087,224.47,172,87,85,6
"ZNF263",0.520795316818061,0.960471823552665,0.876509174079028,0.997681559559428,0.994992828525591,0.999991414911524,638.513345930233,675.514211494253,651.976803529412,654.4782,16.1667517870752,23.4017124200011,19.8661562904349,35.3936429058383,506.9187,529.68225,508.2126,636.694775,728.53275,802.8531,751.04,705.81705,172,87,85,6
"ZNF200",0.532217857459599,0.920223066207226,0.928642926806761,0.998989824139428,0.992215241491192,0.999919638812928,208.228445930233,222.744672413793,215.127836470588,213.031233333333,6.04145680214384,10.6686845512307,7.21307330632452,24.0905925188743,155.7643,157.45285,169.1289,168.687725,247.617425,265.1474,257.4371,228.396325,172,87,85,6
"ZNF582",0.994418441974102,0.999977300165984,0.994412850396441,0.997662477420489,0.99364004291718,0.998196671118282,37.9535895348837,38.9937103448276,37.7875635294118,35.5056666666667,2.31517826134036,3.46261322560255,3.52538461659092,14.3910053125014,13.633725,10.1329,13.245,13.9446,57.218625,57.6628,50.5588,54.9108,172,87,85,6
"ZNF285",0.99999968307613,0.0486356021364113,0.113286362564465,0.995487171091173,0.995531084188536,0.723908389673396,32.4018302325581,32.4610666666667,48.5467505882353,27.83815,2.70374802853511,3.54164294118808,7.92099779737759,14.9865781789073,8.802925,6.6493,9.6665,7.08565,39.545375,51.64595,59.0203,24.244025,172,87,85,6
"ZNF275",0.556445856324915,0.914186882892446,0.943022812695403,0.998426455182454,0.994684495228733,0.99996958081878,832.33395872093,727.158072413793,779.482024705882,790.7875,55.7194626233943,47.8715029749235,52.2717750955792,149.293852597335,497.7054,414.08455,472.4454,545.6779,957.026925,973.73555,966.9025,947.07815,172,87,85,6
"ZNF37A",0.982116960088186,0.00826327615758982,0.0689609994214917,0.977230055025166,0.95502418619004,0.498341147186549,262.117959883721,269.034209195402,321.650914117647,238.3787,9.67998977235109,15.2948821809436,17.7209073711892,52.6817389430784,161.537875,171.34925,201.4558,136.310375,330.938325,355.81835,409.7602,297.342425,172,87,85,6
"ZNF510",0.98629152714258,0.228828601834564,0.209878803661395,0.968936768973503,0.986487813397825,0.724279396275236,152.420284302326,148.568762068966,174.051244705882,136.2728,5.96471372294696,9.14806751423808,10.7685843477546,38.1668404345098,97.0947,92.2308,108.1483,75.7682,195.80975,184.12305,215.2018,144.063775,172,87,85,6
"ZNF506",0.2118242129188,0.900944598053657,0.703822537223812,0.992820312552242,0.986862137591034,0.999947561290355,152.196780813953,202.110624137931,170.049837647059,174.389866666667,9.43366511348244,34.8933712815946,13.6375447207608,65.3026611430023,64.039325,79.07895,75.6885,62.022975,222.7229,239.1022,240.1647,305.9515,172,87,85,6
"ZNF324",0.999883552837573,0.996282562411493,0.994524875736787,0.704393728109172,0.701893500274709,0.755712044340042,136.188548255814,136.653913793103,134.692665882353,113.1751,3.60089211406264,6.70656812580934,5.22675172655212,12.4093023340288,104.927175,104.778,100.8527,96.3342,154.371375,151.1532,155.3744,127.621325,172,87,85,6
"ZNF671",0.999983630659569,0.995520382126834,0.998187129933585,0.249773970898355,0.268588833167034,0.299442444858776,90.2384395348837,90.5529356321839,92.3099635294118,141.814766666667,4.72265517889241,7.69255460562892,7.46631747031337,42.6752038733163,40.73595,33.18645,43.3985,85.243525,126.368875,134.0902,127.4984,136.8308,172,87,85,6
"ZNF416",0.946866449002149,0.600308170942722,0.929897932888454,0.985269693283625,0.998147703650259,0.999965230917407,78.8232517441861,81.6791367816092,85.3401529411765,84.57315,2.99434405325437,4.28343111196931,4.2091225782432,21.6810846621466,50.9634,53.2167,55.9779,44.811,101.061,105.58395,106.1947,123.44355,172,87,85,6
"ZNF586",0.925782690194728,0.00442210925024222,0.0776955965311674,0.956360203542007,0.989657908696433,0.944009459305163,72.4451098837209,75.6045551724138,89.8307364705882,80.6762166666667,2.56195077036411,4.00421387678854,5.23741369855637,19.0942117184313,48.515025,49.8348,57.1168,57.43345,89.47065,92.75095,117.0836,88.08725,172,87,85,6
"ZNF446",0.411999121408394,0.492895122960103,0.999582277045341,0.997811073918707,0.911327923467444,0.924568612859941,202.250804651163,222.617818390805,221.009288235294,194.62095,7.3880864929271,11.5716124949922,10.8831538235061,27.5034385696134,143.762,143.11865,150.5769,140.9028,232.7845,281.8817,262.278,243.95355,172,87,85,6
"ZNF8",0.55376836416305,0.137356358941558,0.880442214706618,0.967670969349024,0.824207295790972,0.671681276188016,50.647361627907,55.9127988505747,59.3514694117647,44.83655,2.20232174079658,3.47839143141025,3.46193560206957,7.29807795403466,32.020475,36.817,37.2426,32.785625,64.099875,62.6858,73.3023,60.176525,172,87,85,6
"ZNF264",0.998759141005435,0.238210873076151,0.43596326190355,0.99561570636198,0.992713664017383,0.845916248423262,349.049288372093,352.530713793103,392.604742352941,332.245666666667,12.6981214110363,18.7331356048949,20.7560163221453,61.1295674114944,232.7702,240.17245,277.188,248.93465,428.138475,441.3022,454.0541,342.01585,172,87,85,6
"ZNF213",0.0180525868133172,0.00403852458940535,0.974393348841404,0.624905965825752,0.993367526954228,0.999479107404742,172.324665697674,228.984201149425,238.43598,245.434866666667,7.4299514636855,20.5300988369064,18.6235194135767,69.9490806671952,107.495225,113.08125,117.0836,144.162075,202.627625,255.69125,318.8406,384.5607,172,87,85,6
"ZNF343",0.843473060507605,0.0595127177595179,0.453487254118583,0.715706639816087,0.565522419146579,0.261637297473237,211.814004069767,221.234865517241,240.808744705882,173.616916666667,5.64276653589536,9.18780820426437,11.8477905494914,39.9319402481223,169.06085,169.4294,178.0391,92.314625,248.028575,264.6531,285.4864,244.041075,172,87,85,6
