"gene","p-adj-Dead-Alive","mean-Alive","mean-Dead","SEM-Alive","SEM-Dead","Q1-Alive","Q1-Dead","Q3-Alive","Q3-Dead","count-Alive","count-Dead"
"ZNF195",0.258057135224878,227.839001652893,241.848221538462,7.02300425821878,10.6708395770571,158.6231,161.84075,265.599,279.41075,242,130
"ZNF263",0.819311013835678,652.944221900826,658.222370769231,13.1606741812373,19.8091585394923,512.897025,521.50835,749.57645,746.711475,242,130
"ZNF200",0.669037277316014,215.556932644628,211.640073846154,5.38863294693975,7.44458191978082,157.0006,162.98255,256.880725,243.02125,242,130
"ZNF582",0.116066693350138,39.4786404958678,34.1617538461538,2.01560001555884,2.67012820012667,13.0167,10.069125,58.562825,48.74585,242,130
"ZNF285",0.918186092947576,35.551223553719,35.0327538461538,3.20658575519334,3.42243118486591,7.514025,7.7078,43.615375,49.39565,242,130
"ZNF275",0.150739937358918,833.038489669421,738.245492307692,43.8933056523114,37.2335906938764,479.81755,442.0547,996.5363,923.473175,242,130
"ZNF37A",0.352743162187128,273.308605785124,287.540785384615,8.69732943030835,13.1713450814275,167.44135,174.610775,344.898125,378.3477,242,130
"ZNF510",0.549157700952424,157.573969008264,152.075107692308,5.19826970374746,7.9352574936964,100.097275,92.14445,197.908375,186.6201,242,130
"ZNF506",0.633430674993809,170.527880991736,160.57843,14.1873039402371,10.5249221146002,69.491725,61.669175,223.763525,241.99445,242,130
"ZNF324",0.286020122125459,138.42810661157,132.453135384615,3.53037620108884,3.87390401549137,104.7528,104.252925,156.583925,149.5314,242,130
"ZNF671",0.793488853595428,90.0926859504132,92.0131030769231,4.40146868878081,5.7353724032681,37.69845,38.7352,125.0185,129.070575,242,130
"ZNF416",0.411434338951549,79.905820661157,83.4249692307692,2.52381287445161,3.46727698542667,50.371875,55.8134,102.089175,102.12805,242,130
"ZNF586",0.618013433498776,76.4056962809917,78.5218946153846,2.45370531791964,3.5507223114491,50.542775,48.96155,93.068125,102.238275,242,130
"ZNF446",0.484335003864921,207.263551652893,214.816727692308,6.38644055333562,8.68135178480207,141.21405,144.07115,242.9161,275.186675,242,130
"ZNF8",0.249180316077805,52.5438053719008,56.3423723076923,1.97124093743363,2.58793803270224,32.66935,37.5217,64.95385,67.51195,242,130
"ZNF264",0.140453301045946,371.394243801653,343.551184615385,10.7678124597213,16.1118308508042,270.180775,218.505375,449.67585,443.5084,242,130
"ZNF213",0.0521475232247552,195.05205661157,226.717403076923,8.69767273445028,15.1605764544498,109.984425,117.113975,226.25585,255.22115,242,130
"ZNF343",0.268516145679977,216.398755371901,226.793729230769,5.30662871269729,8.13941179362509,170.2465,169.395875,249.870875,273.562175,242,130
"ZNF302",0.162780324671406,535.488182644628,497.893382307692,16.558670143262,19.8668941551299,374.23145,347.540325,633.92665,617.82025,242,130
"ZNF268",0.309242170620591,259.088325619835,243.24846,9.04846435265933,12.9156597997574,150.553675,136.567575,347.9576,329.46795,242,130
"ZNF184",0.967657892898225,126.043919421488,126.402016923077,4.70402515453242,8.26989901364827,81.672675,76.749575,144.21415,144.2205,242,130
"ZNF500",0.810063964262662,168.707350413223,170.502252307692,4.33767025296927,6.20323539336948,119.9773,124.0538,204.0237,211.9504,242,130
"ZNF419",0.527450569567227,141.562332644628,135.53065,6.04472900215837,6.5276805619027,77.347,81.115625,179.153625,172.103925,242,130
"ZNF175",0.968010053216676,70.5477888429752,70.3457723076923,2.87434189518612,4.30682710414959,36.108075,34.17095,94.29405,91.215775,242,130
"ZNF14",0.908450585860139,64.8679756198347,64.0272961538462,4.50463984851868,5.38684607559897,16.260275,16.0388,97.17285,90.624875,242,130
"ZNF85",0.379041153691197,36.3776632231405,40.3619976923077,2.5825300655104,3.8720349216824,9.7717,11.278175,51.954475,53.4523,242,130
"ZKSCAN1",0.466318364129908,957.405188842975,898.139459230769,49.8189929697785,60.7662120723175,422.732775,343.365025,1251.718775,1389.001725,242,130
"ZNF862",0.170255081540632,328.296366942149,298.786467692308,12.3382972016045,18.1984508207198,198.139625,151.98075,399.261575,370.5095,242,130
"ZNF684",0.0925314795330813,185.628987190083,161.603728461538,8.99587189382113,9.85865267410673,84.0399,79.114875,232.646875,214.947075,242,130
"ZNF430",0.937666292023648,26.8715367768595,26.6111430769231,2.00478258151523,2.58478471221739,6.593125,5.819825,39.12275,34.546575,242,130
"ZFP30",0.372315770315728,90.2823045454546,97.1577984615385,4.51163718651327,6.30578950214612,35.64595,45.933525,134.585525,132.89305,242,130
"ZNF549",0.822097584999646,60.7438289256198,59.2670892307692,3.86893022319289,5.32104363887481,18.86705,16.6904,80.8428,79.258875,242,130
"ZNF211",0.859267835645752,120.012576446281,118.598071538462,4.70622563089878,6.44673824510509,76.905425,64.73185,147.263575,152.031325,242,130
"ZNF205",0.194442713240263,343.364537190083,365.87452,9.68402916390828,15.2764211678457,238.09705,261.152725,428.907325,423.712975,242,130
"ZNF45",0.896385753743272,174.900578099174,173.396956153846,7.35568205818517,7.76102114147909,109.92875,112.22095,212.9425,214.08385,242,130
"ZNF133",0.191482970406599,231.655335123967,246.730599230769,6.57153593404624,9.87127570073702,162.71515,166.73385,270.159725,297.0564,242,130
"ZNF436",0.297682775395936,216.453844214876,204.042739230769,7.63708685165739,7.83711817467899,142.54655,133.68655,264.953375,262.250675,242,130
"ZNF484",0.070446112597876,41.8380165289256,37.8486969230769,1.36998551145385,1.57931448913699,28.199725,24.98675,48.9655,47.1823,242,130
"ZNF780B",0.394342498685774,181.307496280992,170.140569230769,7.62627110814226,10.8486515524516,105.556725,93.8468,224.7066,208.023275,242,130
"ZNF557",0.537353810710201,128.350667768595,125.403386923077,2.66329462565824,4.2252254898401,99.2329,89.69435,150.468775,153.2829,242,130
"ZNF337",0.608202315980676,305.499342561983,313.79886,9.27101341026312,13.7589177813007,214.933075,214.615775,350.038475,376.1784,242,130
"ZNF317",0.790667603883224,511.812181404959,516.382024615385,9.86372480938195,14.6239578897013,424.26455,403.033075,593.429275,604.202375,242,130
"ZNF426",0.377331863226176,35.834982231405,39.45064,2.39002608351677,3.36997096562955,11.506075,10.3445,47.242975,51.769,242,130
"ZNF331",0.183274674884995,639.427805371901,495.981931538462,74.2932348479784,49.032755444379,92.318725,150.254425,668.0263,561.73285,242,130
"ZNF227",0.355773699518912,210.418275619835,195.981170769231,10.6922363995811,7.57136001455418,137.832825,129.6807,242.0607,247.24515,242,130
"ZNF141",0.340389336562918,46.4419880165289,42.9132876923077,2.25091182868681,2.80607408481269,20.11335,17.012625,60.191875,60.627425,242,130
"ZNF304",0.444700317652923,164.880312396694,157.417776923077,5.58991250666018,8.29697112869906,94.225175,90.1797,211.3576,202.949925,242,130
"ZNF132",0.978399570787328,37.657197107438,37.7482015384615,1.9773106155748,2.73015538432575,17.2979,15.886675,48.241225,48.9812,242,130
"ZNF20",0.730279067660506,64.0681041322314,64.9935984615385,1.48136538665857,2.40718498482612,49.237175,45.22035,77.277425,79.473875,242,130
"ZNF670",0.439006514700125,63.4229508264463,66.8862869230769,2.64487419090465,3.60030609925274,35.9937,39.72145,81.056225,85.75875,242,130
"ZFP37",0.731742951286289,25.5813376033058,26.4519161538462,1.45642297739432,2.1537443624767,9.59835,8.325075,34.820075,36.3639,242,130
"ZNF189",0.533189264293914,597.578532231405,624.383425384615,23.427006524296,39.2090969666056,350.05185,346.639425,727.02085,737.443475,242,130
"ZNF434",0.461132932589192,268.49983553719,261.475533846154,5.0554535573456,8.95913680170776,216.35755,194.75625,317.21925,301.591775,242,130
"ZNF287",0.915733069155769,23.2339954545455,23.5518592307692,1.72531423069017,2.54235988174541,5.177775,5.14865,29.883425,31.6225,242,130
"ZIM3",0.617757629693565,0.0270636363636364,0.0434161538461538,0.0199817011123246,0.0247306563381271,0,0,0,0,242,130
"ZFP14",0.70544088721409,130.66325661157,127.625796923077,4.73528859464234,6.50562552925307,77.215225,81.694225,163.6325,151.645225,242,130
"ZNF473",0.633404132063197,226.462348347107,231.773333846154,6.65421508391081,8.77470060888492,160.895625,160.58425,259.412,260.561075,242,130
"ZNF614",0.998363804267415,104.652089669421,104.671093846154,5.5069783954784,7.38660267830861,52.0431,42.854375,137.58465,144.64265,242,130
"POGK",0.00310041700169317,1140.33171528926,1352.87081384615,34.0355314611964,74.0307295061443,763.974475,852.63395,1401.322075,1608.97395,242,130
"ZNF514",0.117550359189782,117.172160330579,134.721969230769,5.6452089388078,11.0758592494157,62.584975,60.224475,151.661775,163.290775,242,130
"ZNF300",0.645918365039805,65.8481053719008,70.0968961538462,5.23767951042084,7.99406739737798,15.312175,14.645075,79.24115,86.4384,242,130
"RBAK",0.167914848303837,330.807169834711,311.354081538462,8.66339393215689,10.4339047601223,235.8267,226.4848,405.1091,393.273325,242,130
"ZNF92",0.837410220440158,125.571528512397,127.078736923077,4.29794070440674,6.02275531886673,80.7573,84.760275,155.0739,166.217325,242,130
"ZNF157",0.0472642441807095,0.225578512396694,0.396926153846154,0.0374163276962997,0.0946412107943719,0,0,0,0,242,130
"ZNF182",0.521177026225439,136.861163636364,140.717109230769,3.45782867688957,5.06923043103942,102.6007,104.5435,161.08345,167.4079,242,130
"ZNF673",0.57692255315017,234.242348760331,238.522482307692,4.69250952404635,5.74921337760741,183.89725,190.0586,271.507725,279.266225,242,130
"ZNF41",0.232351001600617,127.097443801653,119.809866153846,3.70659701580832,4.63285577177136,84.91605,82.01045,161.68125,158.723475,242,130
"ZNF7",0.588657672576691,475.725852892562,462.210703076923,15.6925817121011,17.5202736307275,310.7266,309.125,580.60985,584.52855,242,130
"ZNF214",0.505572724394584,24.0417012396694,25.4439230769231,1.22534379199463,1.74345262772138,11.91755,9.575625,32.044975,36.05955,242,130
"ZNF215",0.297811706884373,15.5904115702479,18.8988392307692,1.87931796647911,2.55057505986781,1.41645,1.788775,14.4041,21.43435,242,130
"ZNF547",0.894662631110183,34.4252049586777,34.0548407692308,1.58856047542993,2.40888272546143,17.120075,16.1908,44.5881,39.780125,242,130
"ZNF773",0.973128432160536,67.8045681818182,67.6226707692308,3.1591714103389,4.43009318734627,27.0439,30.92915,97.41705,108.319975,242,130
"ZNF776",0.434513868021733,232.36894214876,223.086139230769,6.85466128826875,9.96424318862479,155.641375,147.0692,291.478175,276.200525,242,130
"ZNF256",0.986445632887675,64.2557148760331,64.1609276923077,3.26502956699158,4.57516367068858,25.43735,23.708725,90.00375,93.587775,242,130
"ZNF599",0.628328784694847,64.7912371900826,62.5585669230769,2.83837718635115,3.4069447631377,36.1387,32.54175,81.501775,85.670925,242,130
"ZNF18",0.00313528958994902,190.173261570248,164.553336923077,5.40762269810697,6.06647196735105,127.2702,113.5484,238.56465,199.761075,242,130
"ZKSCAN2",0.0951699134879372,145.602483471074,134.549614615385,4.07466907278502,4.86812578026206,101.52565,90.066825,179.284975,171.6572,242,130
"ZNF689",0.480970799006078,124.530026446281,119.041438461538,4.58576935097665,6.30952918491654,71.727275,65.17785,169.568075,161.004175,242,130
"ZNF19",0.360870563098259,45.1294049586777,43.1198430769231,1.29288301361613,1.78603852574366,30.988025,28.946225,55.8706,51.348,242,130
"ZNF230",0.415854721287295,74.8197243801653,70.8314223076923,3.12500044215492,3.2818229690358,45.419325,41.9103,89.824775,88.5402,242,130
"ZNF222",0.933130657796706,56.2061404958678,55.8040407692308,3.14587198531888,2.89394086119661,33.0546,28.979525,70.267875,74.77135,242,130
"ZNF221",0.985194268868112,12.5100309917355,12.5367238461538,0.908956444198498,0.990942994261995,4.60635,5.362425,13.938225,15.420225,242,130
