"gene","p-adj-Cluster 13 (HNSC-LUSC)-BRCA CIMP c7","p-adj-Cluster 5-BRCA CIMP c7","p-adj-Cluster 5-Cluster 13 (HNSC-LUSC)","p-adj-OV-like c1-BRCA CIMP c7","p-adj-OV-like c1-Cluster 13 (HNSC-LUSC)","p-adj-OV-like c1-Cluster 5","p-adj-UCEC CIMP c18-BRCA CIMP c7","p-adj-UCEC CIMP c18-Cluster 13 (HNSC-LUSC)","p-adj-UCEC CIMP c18-Cluster 5","p-adj-UCEC CIMP c18-OV-like c1","p-adj-UCEC non-CIMP c3-BRCA CIMP c7","p-adj-UCEC non-CIMP c3-Cluster 13 (HNSC-LUSC)","p-adj-UCEC non-CIMP c3-Cluster 5","p-adj-UCEC non-CIMP c3-OV-like c1","p-adj-UCEC non-CIMP c3-UCEC CIMP c18","p-adj-UCEC Serous c4-BRCA CIMP c7","p-adj-UCEC Serous c4-Cluster 13 (HNSC-LUSC)","p-adj-UCEC Serous c4-Cluster 5","p-adj-UCEC Serous c4-OV-like c1","p-adj-UCEC Serous c4-UCEC CIMP c18","p-adj-UCEC Serous c4-UCEC non-CIMP c3","mean-BRCA CIMP c7","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 5","mean-OV-like c1","mean-UCEC CIMP c18","mean-UCEC non-CIMP c3","mean-UCEC Serous c4","SEM-BRCA CIMP c7","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 5","SEM-OV-like c1","SEM-UCEC CIMP c18","SEM-UCEC non-CIMP c3","SEM-UCEC Serous c4","Q1-BRCA CIMP c7","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 5","Q1-OV-like c1","Q1-UCEC CIMP c18","Q1-UCEC non-CIMP c3","Q1-UCEC Serous c4","Q3-BRCA CIMP c7","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 5","Q3-OV-like c1","Q3-UCEC CIMP c18","Q3-UCEC non-CIMP c3","Q3-UCEC Serous c4","count-BRCA CIMP c7","count-Cluster 13 (HNSC-LUSC)","count-Cluster 5","count-OV-like c1","count-UCEC CIMP c18","count-UCEC non-CIMP c3","count-UCEC Serous c4"
"ZFP1",0.999848425772718,0.425347718106822,0.541476857859994,0.994094085476265,0.999999999820682,0.217371404462033,0.996558991321048,0.994348134134808,0.503745515959753,0.747982627796025,0.999998131964982,0.999938208887822,0.286568503177974,0.991059851242118,0.677511857319686,0.999997922448821,0.999281105194739,0.373801307665218,0.938482193394148,0.968751561759203,0.992125744806227,214.93598,183.2884,395.0348,180.07748,238.656094871795,208.400131578947,221.5700375,30.5062864201692,NA,NA,19.0166031422386,14.3466349609679,12.9547259616584,13.0226300623168,189.5561,183.2884,395.0348,142.094,170.86945,142.646925,153.1199,254.5286,183.2884,395.0348,192.1088,276.47135,261.1034,267.804125,5,1,1,5,39,38,40
"KRBA2",0.999995377788992,0.283973886173051,0.693725512474532,0.999999984294092,0.999998973098607,0.306738986282109,0.976612824566994,0.99999482566656,0.412378339539104,0.98751829191519,0.999769196007512,0.999999999886988,0.281293989320777,0.999961863866714,0.947667611496191,0.993033497256408,0.999999816417463,0.36074180017101,0.997042607985497,0.999751684738641,0.994831813275284,27.4799,33.4604,96.5142,28.8139,39.0952538461538,32.5219578947368,36.679965,6.92070508965669,NA,NA,7.51342727901189,4.08686208505066,5.25608162560574,4.46981054613938,16.7102,33.4604,96.5142,18.6966,23.44665,12.821925,18.48215,43.8342,33.4604,96.5142,32.2047,47.98905,39.433325,41.682875,5,1,1,5,39,38,40
"ZNF93",0.999269032098357,0.704332555110789,0.978077048010115,0.59571143968254,0.998153525575191,0.99763832629394,0.837801952418342,0.999999649962822,0.935440975122118,0.957557164081604,0.955477976685033,0.999999999900262,0.881806041920621,0.844133146235114,0.992276988796862,0.315014601332197,0.998464505699403,0.993813853258397,0.999999533693252,0.557787440138433,0.174493152201094,75.98064,148.7127,323.8516,234.35754,167.115902564103,143.997947368421,225.3142975,6.6280803922101,NA,NA,91.0840503939279,19.4941346114365,19.76350604486,28.5255734219023,68.939,148.7127,323.8516,125.5342,83.1384,57.5005,81.393,84.6454,148.7127,323.8516,180.6593,216.8926,177.5524,305.11755,5,1,1,5,39,38,40
"ZFP90",0.999110094768095,0.926667976123063,0.884647387781626,0.999999999767162,0.998856747402197,0.93293163329581,0.936134768405825,0.949599865099278,0.992944515347736,0.94876976527184,0.999921906196406,0.994412347290715,0.942594392947098,0.999971594301793,0.698999890850808,0.993097722583517,0.980607503010003,0.976393344151379,0.995398410541142,0.983924928935668,0.986232942602308,423.86156,272.516,774.358,430.67708,571.309761538462,467.056010526316,518.57731,112.016157853551,NA,NA,87.399998180111,38.6383842775929,31.2514319346263,63.6046086873457,296.9473,272.516,774.358,363.0769,433.74825,324.19285,338.83475,367.1018,272.516,774.358,472,615.3542,549.445525,556.2166,5,1,1,5,39,38,40
"ZNF479",1,0.998184148653079,0.999576387825003,0.999999993842395,0.999999999771539,0.998783608068549,0.999999026531693,0.999999989512539,0.998624494453822,0.9999999938924,0.99999999996446,0.999999999999762,0.997514566914856,0.999999996591484,0.999976780594605,0.992523507918885,0.99989846531851,0.999975446366327,0.9963266464433,0.90919461606316,0.798971392229268,0,0,1.2826,0.08792,0.153864102564103,0.028,0.7182525,0,NA,NA,0.08792,0.0799120925154094,0.0201748276321206,0.601707358560616,0,0,1.2826,0,0,0,0,0,0,1.2826,0,0,0,0,5,1,1,5,39,38,40
"ZNF445",0.998690824704332,0.375611534344021,0.888642112239546,0.926671606894061,0.999999631355061,0.780811964428067,0.823054714340897,0.999999963551696,0.679322163859325,0.999999852758928,0.657395709311568,0.999990328554416,0.761170543150424,0.999997463810758,0.996936599398683,0.666731623239144,0.999992426706087,0.755393510139931,0.999998705411361,0.997769159303276,0.999999999622826,432.06986,543.9167,887.5457,571.78858,561.421712820513,588.508736842105,586.6821,104.007287843442,NA,NA,116.978978997645,29.7755510340499,29.5016462861418,34.7416088430891,254.3433,543.9167,887.5457,432,418.7444,454.165725,424.1534,516.9417,543.9167,887.5457,723.7586,691.9458,694.804975,703.08905,5,1,1,5,39,38,40
"ZNF74",0.9897690405106,0.949375135782382,0.999991601213486,0.987550055551201,0.999942702646263,0.997451227001836,0.753381094843806,0.999999888908621,0.999656068503125,0.999241408102292,0.961245622124453,0.999851953132059,0.994995158013165,0.999999995972041,0.930540751588646,0.649597352559262,0.999999999966497,0.999899679467839,0.995796665385455,0.999857545779662,0.779654704609292,406.9087,601.5429,674.3167,523.54642,576.298951282051,516.729844736842,595.014785,45.1782054542564,NA,NA,97.6620415166374,28.3319221120061,46.5482863784557,40.5928095301174,318.0597,601.5429,674.3167,468.7591,444.8016,297.174025,365.476925,482.6804,601.5429,674.3167,680.2691,654.94945,669.748475,749.450825,5,1,1,5,39,38,40
"ZNF829",0.743826294684948,0.111855255679907,0.969622352416788,0.251300478651571,0.999997767079554,0.82567702135909,0.989111335719622,0.863215214635287,0.151310333324047,0.244377048287382,0.811663751253419,0.958452618818281,0.276317631255934,0.629563524589392,0.841679115964707,0.334027227336352,0.996078206428459,0.486374018247982,0.967676684308701,0.0585665563173265,0.687503217477119,3.05976,18.2173,30.1406,16.48546,6.33774102564103,9.11027368421053,12.435635,1.62003134741276,NA,NA,2.12486552129776,1.27026188712625,1.5036009005964,1.72774005898379,0,18.2173,30.1406,15,1.3286,2.74245,4.740325,4.6447,18.2173,30.1406,17.2052,8.66575,10.5897,14.51705,5,1,1,5,39,38,40
"ZNF267",0.999996984394521,0.999689940665377,0.99938057611028,0.967192655479985,0.991356827876777,0.999999320534286,0.999999390272307,0.999999565216072,0.998908713598515,0.814174012083951,0.99999824809552,0.999965239101718,0.999846636070875,0.935588984070466,0.99565405373797,0.929250864069859,0.991961141072318,0.999999969599551,0.999999143621497,0.136951649211655,0.457100447521556,230.75016,208.1978,280.2439,297.81104,223.269384615385,239.691121052632,289.9037275,44.7512449641415,NA,NA,27.6256890150925,14.0264636439328,16.3865026765569,23.5517204571866,165.5352,208.1978,280.2439,276.3067,163.20825,174.785775,212.586275,311.7484,208.1978,280.2439,340.2198,289.45005,296.924625,326.411125,5,1,1,5,39,38,40
"ZNF566",0.74065056292616,0.975476836794855,0.998967243655026,0.0225185033143765,0.999731818619422,0.949424218396977,0.999905378466486,0.757428645890418,0.984957356402397,0.00177124445234689,0.999357816261321,0.791289886103387,0.990010143571757,0.0028527638107122,0.999970772422447,0.946238519656622,0.911877488513269,0.999210326404567,0.0186084599115066,0.751269983743058,0.888162212409245,140.01354,287.3873,225.7342,325.1575,153.712851282051,159.096971052632,183.62753,21.4415328685847,NA,NA,161.595282515771,10.0043313217551,8.92384010559503,10.7890348617202,111.0083,287.3873,225.7342,128,108.9181,123.9034,124.457775,160.7255,287.3873,225.7342,252.7848,178.1187,189.054825,222.911125,5,1,1,5,39,38,40
"ZNF224",0.999921393125,0.858279160951784,0.988853383047374,0.997588333385213,0.999999999999155,0.962261057955363,0.999238687413882,0.999999716493342,0.903567533428936,0.999946757137573,0.967021849396562,0.999999919292733,0.963158802488979,0.999997430857772,0.958154025158356,0.998977750808685,0.999999840726261,0.907395472019623,0.999967464071468,0.999999998543501,0.966543510604458,141.42258,170.54,260.8833,171.91224,160.095907692308,179.008868421053,161.0586,61.3177437878009,NA,NA,40.4838175994755,11.6345734148107,15.7121366941073,12.0123415572565,69.5097,170.54,260.8833,105.6791,103.866,126.37245,94.966775,145.7463,170.54,260.8833,191.2783,197.24105,226.327825,211.957,5,1,1,5,39,38,40
"ZNF529",0.619814771777456,0.998191497147573,0.972476358834732,0.51106027666247,0.995960383116043,0.998271506956194,0.993558762228768,0.734378711438667,0.999970590571489,0.552476870875506,0.975842159578263,0.7878243469156,0.999997680020059,0.683488519246565,0.999624471399018,0.486377434123747,0.963989806728699,0.999931497955477,0.997210368235803,0.145774018446176,0.337659854905542,246.63046,507.8539,329.6232,411.95046,291.934761538462,305.044544736842,373.1147775,83.7563214397612,NA,NA,58.4800440143781,22.7075046155917,22.4690771496934,21.6060479242546,153.1679,507.8539,329.6232,371.0158,193.1287,213.7557,285.296925,227.5671,507.8539,329.6232,472.0879,324.87675,396.92335,434.411925,5,1,1,5,39,38,40
"ZNF284",0.447321598543934,0.254559309220532,0.999972095198731,0.358086461475039,0.989502009069915,0.932260937391494,0.493367910387975,0.880266235552178,0.683526269561287,0.969930712942718,0.682280452027082,0.819373500942899,0.596869438788424,0.895142149136402,0.996988082363909,0.45588232315931,0.890315777461621,0.699455673435219,0.977780263197557,0.999999789295656,0.99184262367501,12.09832,57.7749,65.681,40.42504,31.1885538461538,28.3206842105263,31.742325,3.96173187815632,NA,NA,14.5189809389847,4.28643233174476,2.6758688070307,2.94794141293537,4.6253,57.7749,65.681,8.0128,14.45695,13.1886,19.5814,20.2091,57.7749,65.681,61.978,38.7691,39.75515,41.332425,5,1,1,5,39,38,40
"ZNF749",0.934713999390748,0.874257887663563,0.999999483331345,0.918100763451094,0.999552156519236,0.996857637784732,0.726669763976863,0.99940066255372,0.995654470201713,0.999999999967534,0.796196304681873,0.998826775229891,0.993136197898928,0.999999947075325,0.999980469434011,0.819086046543285,0.998491764853162,0.991820847829523,0.999999344129779,0.999846441792875,0.999999911687528,34.41502,74.3564,80.8026,58.66086,59.0917692307692,57.1791868421053,56.4106625,2.91443932384944,NA,NA,17.3557067155043,4.42313384277123,6.42183754669989,5.52355840470858,28.6772,74.3564,80.8026,21,42.75465,33.680425,38.6068,40.7367,74.3564,80.8026,79.7303,80.50765,71.4853,60.467575,5,1,1,5,39,38,40
"ZNF17",0.996905162184171,0.999835652339281,0.99999651495022,0.97333660175894,0.999999978162683,0.999998552165068,0.997613941541322,0.99976886000978,0.999999757772555,0.99606560371458,0.969582896885042,0.999992085724618,0.999999999169713,0.999967267030997,0.990532616938786,0.55718458885051,0.999994946618139,0.999309611766207,0.996634460134872,0.141900006226734,0.532188518237238,76.51146,107.8167,95.2316,103.64412,89.4658076923077,97.4682105263158,117.406735,9.5058714952707,NA,NA,19.6975381320966,4.73862994666556,8.85450510376579,9.12401170149793,57.9634,107.8167,95.2316,67,67.99715,65.941075,70.68405,95.7299,107.8167,95.2316,131.4286,105.09235,115.40945,147.397475,5,1,1,5,39,38,40
"ZNF555",0.293398163746355,0.314587777190624,0.999999999925875,0.999855858879613,0.408676202506441,0.433503833764874,0.74037568020849,0.621979720858208,0.650119790940661,0.942405055075418,0.990419029924658,0.3856225311734,0.411888632397475,0.999967411906377,0.673049213441918,0.933730347485491,0.486982914264779,0.515254927347831,0.996253881975258,0.970301181392018,0.991098719781776,57.4431,122.688,121.5245,63.33426,76.656558974359,66.7745131578947,71.1568775,7.64340637497444,NA,NA,16.4278175818214,4.03423645963018,3.98408263916098,4.73166864117491,61.0546,122.688,121.5245,44.3376,57.2075,51.1483,53.065,65.49,122.688,121.5245,55.5862,95.7611,82.66145,85.769175,5,1,1,5,39,38,40
"ZNF75D",0.950057310470939,0.999999180103595,0.993848845516034,0.999850825826779,0.983354707726871,0.999999997084159,0.969120928471623,0.994181834340147,0.999964313497132,0.999326555012662,0.730032165887079,0.999754266263928,0.997784668978009,0.93842806616567,0.865015967740601,0.967234911606642,0.994386633753406,0.999960561994337,0.999232730814092,0.999999999993106,0.870461878729724,232.46232,516.3751,273.0774,288.91366,343.926646153846,417.857618421053,345.1150925,45.0379606946007,NA,NA,47.4684786036439,40.1216032435448,57.7747807448973,22.857845814148,220.3229,516.3751,273.0774,204.2813,216.7362,243.436175,244.3946,290.7167,516.3751,273.0774,371.2607,378.5863,446.78635,439.979625,5,1,1,5,39,38,40
"ZNF197",0.830933118791057,0.35204409611222,0.996794302833289,0.42078131440198,0.99999620086966,0.961763414354936,0.518802664324376,0.997157434733249,0.790981272513789,0.983181724794169,0.481867623090527,0.99783267208078,0.806035479325516,0.988713252804619,0.999999700015531,0.201102980904172,0.999910589168263,0.909635027537151,0.999979261083427,0.896233191657568,0.938345241209221,247.19628,435.3564,543.4935,409.05982,359.579441025641,363.155334210526,393.90437,68.2666680647034,NA,NA,92.2612930918346,18.9666463461533,19.9025415375646,20.3584232167309,176.6883,435.3564,543.4935,300,273.8386,297.175325,293.24045,367.3007,435.3564,543.4935,382.1555,439.30995,429.611125,505.00275,5,1,1,5,39,38,40
"ZNF732",0.999999857073167,0.0277738782750685,0.20760736859084,1.56612680257684e-06,0.0285520932316531,0.999999917326708,0.999999999595211,0.999999921135137,0.0132724194701198,1.55711887828147e-10,0.999491991041441,0.99999996538187,0.0233826179683528,1.25176335963317e-09,0.983017954155184,0.705839470217067,0.996221713399816,0.0978893087222487,3.09429492806323e-07,0.0275714727416404,0.221445975208036,2.0437,2.6025,18.5974,19.10736,2.13474102564103,3.01030789473684,5.5379925,0.932072919894146,NA,NA,6.75808282818434,0.34933742721454,0.503494388020238,0.892085736144892,1.5115,2.6025,18.5974,8,0.44095,0.9173,1.576375,1.5668,2.6025,18.5974,32.5275,3.09035,4.048425,7.48175,5,1,1,5,39,38,40
"ZNF546",0.99433529928752,0.999951912650197,0.990033695062778,0.999866955157017,0.999216815588568,0.998999804362595,0.999801656574182,0.998079145163223,0.9990252541716,0.999999955186015,0.999999999879928,0.992329634138333,0.99989855960453,0.999552343111855,0.992697543482397,0.801895480442762,0.999999995003958,0.960209866903654,0.964897567657046,0.317665483083261,0.072421145306836,42.39368,66.1772,32.0645,49.48666,48.0984948717949,42.9114184210526,64.12559,16.7072676496907,NA,NA,7.86628078901332,4.02710142836064,4.0898476680982,7.00897970372037,28.6772,66.1772,32.0645,34.7253,32.38245,25.28965,37.218325,33.7574,66.1772,32.0645,61.7624,58.50105,51.080375,74.604175,5,1,1,5,39,38,40
"ZNF286A",0.999534198909439,0.301010795655174,0.812277466658061,0.998459036218796,0.999999703730456,0.483177181670526,0.854460905121947,0.999999124546626,0.565233901231789,0.996874635868366,0.731091246461166,0.999976141697497,0.638088627648461,0.981850927107535,0.999010531966718,0.67062099588184,0.999939908575016,0.665535460872919,0.968670845290085,0.993223051893816,0.999995496903346,240.6154,340.9239,761.2116,312.04542,372.929374358974,396.736531578947,406.159,44.6801552367827,NA,NA,43.1158217129095,32.3564025064963,41.560848618281,32.1677213828741,147.2789,340.9239,761.2116,229,242.4445,240.831275,240.109425,302.3688,340.9239,761.2116,349.8401,444.26975,442.659225,535.97345,5,1,1,5,39,38,40
"ZKSCAN4",0.999000756347996,0.999928328684123,0.996249918562071,0.803263388482309,0.854888289917992,0.998845350795451,0.996351946361299,0.999984275886116,0.996063935887855,0.179834115339284,0.999999992328402,0.998900113709724,0.999808834317732,0.4701285796581,0.915891333523996,0.561690866616917,0.82136362210199,0.998782845346449,0.999999981120304,3.1862980317876e-05,0.00321574273441538,118.24602,90.343,135.9535,164.57568,103.002535897436,116.587257894737,162.65357,9.72881424395594,NA,NA,18.4009121190065,6.80308088226609,8.47154550311993,10.0638838861094,102.6827,90.343,135.9535,138.9655,81.6586,89.65685,118.075875,135.0296,90.343,135.9535,195.5454,136.8907,135.36345,200.3272,5,1,1,5,39,38,40
"ZNF643",0.454582679619829,0.114316059792469,0.997695472585745,0.964548356185752,0.800413158489215,0.343450290206461,0.908593097430043,0.706594384894071,0.230303349139299,0.999999913818849,0.809881245990373,0.770810245420576,0.28221809960391,0.999999603487066,0.999112851924556,0.908055290984976,0.706261510437259,0.229952144037425,0.999999912573038,1,0.999078676672476,32.5328,94.0608,117.0355,49.76188,48.3979153846154,51.5248578947368,48.396585,5.38563823144481,NA,NA,18.7988456814614,4.87803414870357,4.95216855400806,3.94441633389164,23.1267,94.0608,117.0355,21,27.41585,30.901625,30.600225,41.3377,94.0608,117.0355,63.9682,64.4803,63.077225,61.6442,5,1,1,5,39,38,40
"ZNF642",0.929192727754475,0.997347846892047,0.999673613572587,0.96355125813089,0.998079802882262,0.999999999944618,0.747822108470528,0.999048523801243,0.999999982070088,0.999987041267299,0.286208508567124,0.999999505164306,0.999537192204635,0.959360772623265,0.716842770325747,0.0474389380617941,0.999986713449347,0.985623711671038,0.582748039026244,0.0277806735978353,0.66311803007228,47.1783,101.1246,75.6723,74.23106,79.1656,95.0417684210526,111.6862,21.3533553130884,NA,NA,12.9182183764093,7.04707275685478,6.50056645005498,8.09982158763627,13.0999,101.1246,75.6723,61.8597,51.1512,60.862975,75.52405,89.7317,101.1246,75.6723,88.2321,108.3013,123.33145,140.31545,5,1,1,5,39,38,40
"ZNF490",0.99454954182192,0.999133166303888,0.999999245664513,0.999929143701767,0.999056172377799,0.99994337321969,0.999890999184082,0.976767112725079,0.994121261099677,0.989751218319756,0.999998883804903,0.986204788194224,0.997182118352407,0.997729677385348,0.999788045233722,0.992293480004787,0.943485534612993,0.980092513216226,0.923590537581082,0.986453373458127,0.911616984676529,231.20338,162.0968,181.4851,212.56304,246.270551282051,238.167792105263,263.109535,18.9194895242287,NA,NA,59.8555582710461,10.0869245341045,13.0954932933034,20.4308430259725,206.2239,162.0968,181.4851,136.7597,199.1671,175.730525,174.42085,271.5781,162.0968,181.4851,174.5818,283.4973,276.776925,296.14645,5,1,1,5,39,38,40
"ZNF626",0.781808295739449,0.999998587028811,0.879279455718448,0.9999868313677,0.850046599672076,0.999947305695296,1,0.713818096535121,0.999997595472899,0.99993382477059,0.913207721678773,0.949763165483654,0.991857495064511,0.980636167872448,0.21683461882348,0.846077804583587,0.96542904648094,0.98596644867307,0.952695923537909,0.0941519666830636,0.999867898845245,92.44742,458.4069,51.9445,126.4777,92.8814948717949,219.090278947368,237.1175625,48.5281465144343,NA,NA,56.9757564647456,24.996918713589,44.082243289304,42.6849569240826,4.6997,458.4069,51.9445,32.9918,6.5049,9.28835,13.5636,167.7793,458.4069,51.9445,228.5714,91.19025,361.68175,427.028775,5,1,1,5,39,38,40
"ZNF793",0.48932981311952,0.334422885945887,0.999995291656173,0.121612994318728,0.999806895514237,0.996205096727836,0.700584524396839,0.846198996597882,0.694508577970874,0.45107548567787,0.561326496353928,0.889684326954667,0.756238941849621,0.5951714517129,0.999363483756571,0.337773674717855,0.942031580622069,0.842487600734246,0.80600210727201,0.897475652535845,0.990538521770968,74.7437,272.8878,299.1619,234.68946,146.098407692308,155.868194736842,171.651265,23.9208503427449,NA,NA,55.1446886042944,12.8356143665325,20.0017792719572,12.2923664047796,34.2276,272.8878,299.1619,167,96.13365,99.6074,110.974925,113.3302,272.8878,299.1619,266.6841,181.31165,196.529425,212.776175,5,1,1,5,39,38,40
"ZNF383",0.965738593888795,0.999993428999287,0.997605300523997,0.00361955251859825,0.859799798818894,0.412800618067522,0.999999949765981,0.95927852232947,0.999997045824052,3.58664091961725e-05,0.999999498628468,0.963259934742645,0.999998545246539,4.44283262382994e-05,0.999999955013408,0.998439996449311,0.98753381851439,0.999999999984866,0.000210897557377354,0.96959259593012,0.982608987092275,58.68758,117.1113,71.5039,196.91458,61.1448512820513,62.3024684210526,72.8593075,10.7268690120836,NA,NA,127.9122910202,3.59977264264984,3.57471671095573,4.27053493062906,41.7755,117.1113,71.5039,63.2344,44.7243,42.33015,50.7313,78.6309,117.1113,71.5039,113,73.48615,81.45855,91.41315,5,1,1,5,39,38,40
"ZNF669",0.916080379645766,0.604519000715833,0.999326900975106,0.412618132847696,0.999999999967057,0.997806957706312,0.125397277101291,1,0.995880470103501,0.999999999135054,0.322115955357579,0.999992485846123,0.979895612721678,0.998683589423987,0.960087093303182,0.351040429811487,0.999984602728199,0.976349056510726,0.997566234695492,0.926874101453462,0.999999732635469,52.7082,119.7137,154.2303,121.2944,120.112576923077,108.231744736842,106.76421,4.19894574161182,NA,NA,24.0127421165514,10.0528892157651,8.93312104168294,7.18804892445217,45.0534,119.7137,154.2303,98.2906,68.546,69.352225,62.17185,59.5383,119.7137,154.2303,164.3956,168.77845,146.52015,138.90775,5,1,1,5,39,38,40
"ZNF559",0.766608056582332,0.905433519738876,0.999987480733335,0.846610487002384,0.992011240791771,0.999618095589252,0.998256517534537,0.83651234225782,0.950826126851125,0.890139161408576,0.923880400943549,0.938561232988721,0.989790674680834,0.995702997814996,0.892391597215404,0.902079144044596,0.945837027194834,0.991717889171628,0.997530201331029,0.828049075986382,0.999999581579021,188.40352,407.562,363.2108,301.69568,223.211615384615,260.690328947368,264.7062225,58.9450173012223,NA,NA,62.0263037360796,20.515332692059,20.4969364507622,24.3392253276516,106.383,407.562,363.2108,210.9669,154.94815,165.5075,157.6194,179.4886,407.562,363.2108,370.9893,275.9543,308.852,301.11325,5,1,1,5,39,38,40
"ZNF177",0.995370066469016,0.999958713609603,0.999961273969842,0.978852661469953,0.999999099511997,0.999992370764276,0.999999943590195,0.99017758059756,0.999856359778329,0.882970573489929,0.999790268201534,0.977115751145495,0.999094294093727,0.743683475457014,0.997296272988869,0.999998674964845,0.987835455519902,0.999766223513806,0.854648153541367,0.999999451125225,0.999366131052878,110.04762,56.0498,86.3337,68.5049,113.446269230769,123.638076315789,115.801385,42.9565430773171,NA,NA,22.2106551667662,10.3240971735536,14.3955166500738,12.1713806334344,55.3601,56.0498,86.3337,38.5523,66.5579,60.7449,52.8754,104.1743,56.0498,86.3337,71.0533,149.27075,145.0218,157.41,5,1,1,5,39,38,40
"ZNF548",0.985187267221549,0.991830577291824,0.999999992874511,0.965932845190717,0.999977287166662,0.999997974697351,0.993097245025699,0.998240258249525,0.999393121247206,0.997778987127368,0.997173137147812,0.99716174943916,0.998911290823381,0.994424427447803,0.999991731572965,0.90460031064649,0.999923313048541,0.999990206264268,0.999999977174971,0.950352485323583,0.884952688515207,162.4984,259.1319,248.8206,228.28476,198.773738461538,193.361181578947,224.0847,43.8037672735234,NA,NA,69.1538978860961,15.7571886452679,18.844628008208,17.9972290114785,97.1279,259.1319,248.8206,143,132.03585,137.465125,139.8559,189.4445,259.1319,248.8206,269.011,244.47485,225.3348,282.998025,5,1,1,5,39,38,40
"ZNF563",0.525780391229752,0.999996316658992,0.860408875206077,0.999995666799878,0.599685490918071,0.999999983010058,0.987127949460521,0.666597324551209,0.999998484205015,0.998560712812189,0.996775366403999,0.613439030554507,0.999999978223698,0.999865191711663,0.999813590445348,0.584821798906037,0.904534095724955,0.996141783637004,0.748282358868892,0.385938012714576,0.204802576064097,44.4546,137.1875,53.8684,50.04008,61.3668,57.5585815789474,82.6774825,9.55434849746439,NA,NA,11.0539290774548,3.74920558039641,4.00105674141478,11.6406411357199,30.8137,137.1875,53.8684,37.1158,43.4845,39.35275,38.602975,63.7076,137.1875,53.8684,55.5556,73.3997,74.3401,95.024,5,1,1,5,39,38,40
"ZNF567",0.745329938229577,0.684069292044424,0.999999981486851,0.906014183801014,0.981806654468579,0.967791055448558,0.997330763983299,0.826886626096068,0.769315005234678,0.958980712228615,0.999850149868139,0.769875470114283,0.705586684918593,0.893435663260095,0.999113666162909,0.91956253308783,0.92863554620727,0.892161626142896,0.99950998087655,0.911109763088788,0.669635222985357,113.57286,231.9918,239.8426,166.7037,133.375074358974,125.561123684211,152.040865,39.1795112867887,NA,NA,25.8286125719714,13.6396657437984,9.70544973983153,10.8267004293449,60.5828,231.9918,239.8426,151,90.824,94.901075,110.8304,108.8298,231.9918,239.8426,207.9121,175.29285,157.9522,199.9283,5,1,1,5,39,38,40
"ZNF573",0.954373387006876,0.757822665757141,0.99977702896512,0.21300821831657,0.999740147883279,0.999999917088665,0.898619898194757,0.998525186553645,0.943105930843354,0.42412563802526,0.996422950399612,0.985639210706144,0.84557303178448,0.146326315969494,0.893762302706794,0.820905189429233,0.999444268784408,0.961412130558946,0.536406384052872,0.999793989421854,0.700453263860943,4.99448,12.6406,16.3529,15.59292,8.94546923076923,7.02880263157895,9.528205,0.662762825149389,NA,NA,9.40712709457037,1.02713724957391,0.77543069582815,1.08141176288665,4.1775,12.6406,16.3529,6,3.9458,3.97225,4.643075,5.2227,12.6406,16.3529,10.9973,12.01165,11.120775,13.839075,5,1,1,5,39,38,40
"ZNF527",0.251868178273405,0.959307352287587,0.945947086229608,0.0557592204912739,0.996895339610114,0.989987930771101,0.961646176688054,0.395599288291327,0.996700460980692,0.0526744232520481,0.986692207287746,0.345806528321471,0.993235293560819,0.03230622430549,0.999771133059562,0.840035726975403,0.503855861707798,0.999494723154141,0.128845398534284,0.987890593950685,0.915455121452224,75.11526,203.3646,129.22,170.27616,98.2912948717949,93.9356447368421,107.035025,17.4356472885179,NA,NA,89.0146478468831,6.05446973796393,5.69813449028825,5.72930459046671,59.2044,203.3646,129.22,86.2599,75.52775,75.905925,77.450925,93.9948,203.3646,129.22,95.2906,115.2434,110.280375,123.7637,5,1,1,5,39,38,40
"ZNF33A",0.999999894408878,0.876298273287262,0.943201057050385,0.987771457994544,0.998080383314616,0.984582978621337,0.585355426835555,0.966780428847959,0.998468857324469,0.99051278355713,0.4435091857198,0.945337929648897,0.999557467686382,0.964184132847322,0.999317853677555,0.157886237438394,0.852266897920379,0.999998618164452,0.738526257196166,0.654936329622449,0.90209732426951,677.57442,621.6191,1352.8018,917.80526,1089.76753846154,1141.12087894737,1273.285705,132.17707497406,NA,NA,125.323818306855,77.1946274530996,79.1023443570766,86.8576347834552,435.5091,621.6191,1352.8018,740.2198,808.408,853.82775,938.437075,826.2889,621.6191,1352.8018,1058.4884,1341.75135,1427.6459,1477.9104,5,1,1,5,39,38,40
