"gene","p-adj-Cluster 13 (HNSC-LUSC)-BRCA CIMP c7","p-adj-Cluster 5-BRCA CIMP c7","p-adj-Cluster 5-Cluster 13 (HNSC-LUSC)","p-adj-OV-like c1-BRCA CIMP c7","p-adj-OV-like c1-Cluster 13 (HNSC-LUSC)","p-adj-OV-like c1-Cluster 5","p-adj-UCEC CIMP c18-BRCA CIMP c7","p-adj-UCEC CIMP c18-Cluster 13 (HNSC-LUSC)","p-adj-UCEC CIMP c18-Cluster 5","p-adj-UCEC CIMP c18-OV-like c1","p-adj-UCEC non-CIMP c3-BRCA CIMP c7","p-adj-UCEC non-CIMP c3-Cluster 13 (HNSC-LUSC)","p-adj-UCEC non-CIMP c3-Cluster 5","p-adj-UCEC non-CIMP c3-OV-like c1","p-adj-UCEC non-CIMP c3-UCEC CIMP c18","p-adj-UCEC Serous c4-BRCA CIMP c7","p-adj-UCEC Serous c4-Cluster 13 (HNSC-LUSC)","p-adj-UCEC Serous c4-Cluster 5","p-adj-UCEC Serous c4-OV-like c1","p-adj-UCEC Serous c4-UCEC CIMP c18","p-adj-UCEC Serous c4-UCEC non-CIMP c3","mean-BRCA CIMP c7","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 5","mean-OV-like c1","mean-UCEC CIMP c18","mean-UCEC non-CIMP c3","mean-UCEC Serous c4","SEM-BRCA CIMP c7","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 5","SEM-OV-like c1","SEM-UCEC CIMP c18","SEM-UCEC non-CIMP c3","SEM-UCEC Serous c4","Q1-BRCA CIMP c7","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 5","Q1-OV-like c1","Q1-UCEC CIMP c18","Q1-UCEC non-CIMP c3","Q1-UCEC Serous c4","Q3-BRCA CIMP c7","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 5","Q3-OV-like c1","Q3-UCEC CIMP c18","Q3-UCEC non-CIMP c3","Q3-UCEC Serous c4","count-BRCA CIMP c7","count-Cluster 13 (HNSC-LUSC)","count-Cluster 5","count-OV-like c1","count-UCEC CIMP c18","count-UCEC non-CIMP c3","count-UCEC Serous c4"
"ZNF195",0.999993079302779,0.848265434703092,0.978889337076536,0.959231548832553,0.999839603529186,0.989408285614683,0.997356053652654,0.999999999125896,0.913892322488114,0.991375758401829,0.74357509727718,0.99905247079728,0.991989989085204,0.999992532548385,0.463955894521402,0.841611906023247,0.999698818666701,0.985151183367175,0.99999999998076,0.705493590332358,0.999715984591337,337.54074,391.858,679.447,484.41616,403.054684615385,508.308718421053,487.1925025,95.8817933543725,NA,NA,133.163496645404,23.9438640303876,46.281755643315,40.6286088173555,195.3003,391.858,679.447,276.6504,295.21955,299.499475,301.470875,439.35,391.858,679.447,763.6484,495.7033,620.860125,621.6209,5,1,1,5,39,38,40
"ZNF263",0.993006786624489,0.999988023544221,0.999828602690141,0.638015483630598,0.999963514546842,0.99004020924586,1,0.989156018059489,0.999979610724835,0.288573330765129,0.999998790824492,0.993871807321876,0.999997623463686,0.380828797815793,0.999881857598745,0.986798595914072,0.999749260019514,0.999999764162532,0.774197601823214,0.650762318932302,0.85030751171259,802.2574,601.1823,735.8678,521.03646,803.012853846154,782.644534210526,704.1179925,53.1333565334621,NA,NA,82.9281290583274,40.6740565496976,55.9681778532343,32.1457649400387,750.2313,601.1823,735.8678,418.2,638.5285,562.901625,556.800325,827.7751,601.1823,735.8678,500.2137,853.97975,844.4823,861.318225,5,1,1,5,39,38,40
"ZNF200",0.999999097882686,0.156520819962641,0.518192098281495,0.999657635834682,0.999756028993956,0.0911143521156615,0.777804641559176,0.998567827509256,0.380400742894142,0.433800699386084,0.87325234726108,0.999517907185522,0.328693668156679,0.561143532336232,0.999677584369396,0.839933391534344,0.999259137347626,0.346601320856366,0.510793892396656,0.999976198490399,0.999999100829843,204.62612,220.0948,470.7071,180.21616,270.290576923077,261.583897368421,264.7809525,18.3991351851493,NA,NA,27.1751601141668,16.2112288031053,15.5071287113299,15.4396847438687,173.913,220.0948,470.7071,141.59,197.2236,188.3042,204.993775,230.8094,220.0948,470.7071,209.4017,331.0026,330.8416,327.5823,5,1,1,5,39,38,40
"ZNF582",0.981868146173828,0.286153874451586,0.93003181675139,0.293640136904731,0.999307233876228,0.963029730303445,0.978881003985681,0.998893994399537,0.410170681126041,0.357744325511174,0.594231968636378,0.99999997989791,0.683000937737763,0.887501064035721,0.518566014539051,0.103989507237754,0.999764628579547,0.91273358815595,0.999981220846649,0.00272218514674494,0.397877768999924,13.88356,32.345,63.8084,42.5222,22.1316794871795,30.7316605263158,40.1459925,4.76763966639678,NA,NA,13.7168821145332,2.85989072420169,3.23232361308972,3.56407702819072,4.6447,32.345,63.8084,20.2762,8.26985,12.086825,20.64345,24.0518,32.345,63.8084,57.792,34.3593,46.470925,56.039325,5,1,1,5,39,38,40
"ZNF285",0.559953508787458,0.999999997973416,0.787475455234113,0.127445157528684,0.999966772434725,0.702149814967459,0.999999999244818,0.449809950936907,0.999999999792609,0.00990707130358237,0.754565036597012,0.879047147471666,0.98870263199316,0.415137791498357,0.0292794097927765,0.245141948871945,0.97924132298332,0.913544713559629,0.898519054953066,4.36479980081561e-05,0.594110135892288,29.2213,138.3028,25.9723,121.79756,28.0262743589744,68.5446631578947,90.4563825,16.4520230842593,NA,NA,34.4291912231118,5.60783754285141,9.34984777060672,10.7585066977794,2.7752,138.3028,25.9723,75,1.81635,11.891225,44.590325,58.9875,138.3028,25.9723,171.8325,46.65675,109.297225,122.802325,5,1,1,5,39,38,40
"ZNF275",0.175995875384217,0.934399378178326,0.930454017705136,0.826818528621179,0.617197127938709,0.999944079249676,0.799533333406157,0.404953180451979,0.998754699868422,0.999695042151775,0.34793610689747,0.626731949133893,0.999998122847306,0.999901514116788,0.743764197928957,0.113748825803553,0.784597012847909,0.999999951548297,0.975682827013183,0.113137642366479,0.91144450018343,364.38214,1066.2701,668.5451,584.97928,536.535141025641,624.942444736842,692.1815075,48.2673576597331,NA,NA,83.3556514569012,34.4417728984527,45.2284717601346,46.1778348771601,294.0355,1066.2701,668.5451,435,395.74135,419.53875,459.848475,426.457,1066.2701,668.5451,668.0849,661.647,799.14105,881.1379,5,1,1,5,39,38,40
"ZNF37A",0.999999999993354,0.858480836210172,0.95091642563422,0.908619262897419,0.993028696353296,0.996228165005186,0.886805257172939,0.996932401663406,0.98275483431896,0.999902463530449,0.533465616236073,0.974985454098149,0.998354297645977,0.999951967138098,0.861255321426209,0.368042209486095,0.953302289650441,0.999613073002346,0.998120572549166,0.53137338889954,0.998316768773333,222.70838,218.6077,479.0438,356.15966,328.041523076923,381.121126315789,403.1051975,53.9889683405175,NA,NA,92.6181327548207,25.4284927694675,36.6965122150839,25.0228958843057,147.7807,218.6077,479.0438,220,195.68465,270.22665,292.711825,254.9439,218.6077,479.0438,483.8804,418.55055,470.34105,511.006,5,1,1,5,39,38,40
"ZNF510",0.976614339742159,0.510087336343741,0.987431076899663,0.999907132517652,0.99337272116581,0.633837199555022,0.708746100968266,0.999993006723945,0.858977378711137,0.917660292656573,0.965615210587119,0.998841698387735,0.700398724611056,0.998676078671276,0.85508959924082,0.883836361710347,0.999803533657703,0.778776909351267,0.985155832892772,0.991700022066488,0.996945125368031,157.96004,237.5685,328.6613,175.00524,219.951166666667,195.318828947368,206.5489225,33.4175086662306,NA,NA,28.7476314871434,12.2532182470722,13.3533026312916,14.8364496327839,104.9608,237.5685,328.6613,111.0038,172.4969,143.985525,148.07325,232.7749,237.5685,328.6613,232.9326,260.2436,252.159,266.802825,5,1,1,5,39,38,40
"ZNF506",0.97993134939256,1,0.994716461715873,0.974425834824195,0.999888561135074,0.998638944629968,0.999998889340025,0.956933117467304,0.99999999038748,0.83715308327928,0.8914421594814,0.999860082419245,0.997575489297494,0.99999999994189,0.0776369027365514,0.99540900906292,0.996315245082887,0.999937016972897,0.998163194736165,0.640013974885187,0.895430221360228,232.6981,541.3142,231.8264,419.62904,208.456720512821,424.312623684211,333.8646675,96.5707547920125,NA,NA,122.693492263309,40.5727507907623,75.4183449024413,41.843648356531,91.3965,541.3142,231.8264,287.4725,25.9734,119.3237,163.071075,429.7771,541.3142,231.8264,333.8675,309.98175,524.29645,490.258575,5,1,1,5,39,38,40
"ZNF324",0.963033951616646,0.999999998668327,0.986866863605463,0.952974370223704,0.726560715394445,0.998386458104433,0.994282965357581,0.831264857119978,0.999974949152701,0.994047996526374,0.985389392225807,0.800346907236554,0.99991321634978,0.998198331449194,0.999967440250917,0.955486609491093,0.748289300376992,0.999620983479843,0.999860566523896,0.993261329531216,0.999627120290184,169.47598,62.0876,175.0722,234.6566,201.945261538462,208.268160526316,217.801985,18.2944839452333,NA,NA,54.9272005123873,10.655691475806,18.8217035454029,18.9594986558665,141.0757,62.0876,175.0722,156.4835,172.6417,141.0898,147.34405,181.3136,62.0876,175.0722,307,227.42165,224.6578,260.1128,5,1,1,5,39,38,40
"ZNF671",0.999999999980014,0.9375733736622,0.984143898326276,0.921117335072724,0.996005376623452,0.999581612974399,0.999999228876106,0.999999999595859,0.932140571003904,0.828423215493819,0.999988380381865,0.999999977269009,0.942791735500724,0.867909530550606,0.999997626318093,0.905931150798604,0.998537529064245,0.996570629217374,0.999896994603303,0.329559570560728,0.443224720839624,103.13576,101.1246,16.3529,50.3852,98.0559384615385,95.1128526315789,61.9658175,39.1437706814967,NA,NA,21.2222736197374,13.8078665661916,13.061104125342,8.60641485713425,13.6037,101.1246,16.3529,14.7776,21.43995,21.5666,15.322575,167.1018,101.1246,16.3529,99.359,137.51795,148.07755,101.8776,5,1,1,5,39,38,40
"ZNF416",0.999574312920208,0.984692252733025,0.999944396298625,0.998809019488754,0.999999588860791,0.998676320237686,0.980877637703863,0.99999999539236,0.999137695836765,0.999998039657187,0.962717303419677,1,0.999586139063811,0.999951544655778,0.999978186286972,0.84990740535601,0.999998653895281,0.999976727131323,0.995525221740454,0.956744418552331,0.990903066067834,95.84602,121.2009,144.2903,113.36868,117.780515384615,120.956239473684,130.029685,7.26599559354394,NA,NA,35.4221143680809,7.35139962080586,9.61446449418239,9.3936426958121,88.8067,121.2009,144.2903,53.9554,84.11535,83.5614,92.762875,107.7566,121.2009,144.2903,148.5714,148.28475,151.398025,146.6066,5,1,1,5,39,38,40
"ZNF586",0.92477635658278,0.999985012533197,0.993743967343847,0.999999999443332,0.932109750715757,0.999992230100161,0.923630375649602,0.604784119445003,0.986781309738022,0.904657700426315,0.999971061572056,0.840699891341567,0.999757441749446,0.999908524034523,0.574404437872497,0.998708065208367,0.961405639490658,0.999999999997286,0.999345917070537,0.0147542850210211,0.671309943594976,152.8214,16.7302,123.7915,149.7784,212.033051282051,166.911428947368,125.8025775,17.6485467256939,NA,NA,55.1905758173803,23.8679196778842,17.2664378580994,11.4610085954959,122.1932,16.7302,123.7915,71.1387,126.0395,75.536175,82.5915,156.9902,16.7302,123.7915,249.6967,300.4748,211.4361,164.007025,5,1,1,5,39,38,40
"ZNF446",0.55707753591035,0.998397505518205,0.957795040937569,0.999999999966568,0.546720620995867,0.998114221061469,0.932586017060859,0.18980695004381,0.933547496613489,0.942267333210165,1,0.461911949070777,0.997555529152923,0.999999999679585,0.272214633414256,0.999999385319977,0.502419752872943,0.998732730777862,0.999997570249096,0.143593748850944,0.999957246928953,382.70436,39.4609,281.5809,385.67476,472.566223076923,382.418244736842,371.2361175,27.2441778264752,NA,NA,69.4401322361471,31.442234579046,28.9748584792032,25.0621250026844,367.0583,39.4609,281.5809,289.8611,341.3945,261.3258,287.076125,430.2319,39.4609,281.5809,543.6065,574.35955,476.295525,422.0786,5,1,1,5,39,38,40
"ZNF8",0.999932037199352,0.946038025493413,0.997721776171143,0.228750783980223,0.94042210279968,0.999897565927911,0.995253032124218,0.999999999943873,0.983185584480009,0.172448585457133,0.990773889365488,1,0.987077027254261,0.207405816845552,0.999997259236294,0.664422882451066,0.999481545707017,0.999843668021818,0.740315366131979,0.372175007053232,0.493548152306991,76.78436,95.9197,141.3821,161.90358,94.2237025641026,96.5393552631579,120.9935375,11.1061541579703,NA,NA,60.4716088896881,6.1533592929256,8.97125586644632,9.96294455829063,62,95.9197,141.3821,99.6527,72.03515,60.356425,84.024625,70.3238,95.9197,141.3821,126.5581,101.2206,110.7503,128.036275,5,1,1,5,39,38,40
"ZNF264",0.999999517223924,0.93868757464733,0.991306244768685,0.997648685423595,0.999995427683125,0.990269396906715,0.793485235095704,0.998528003921525,0.999035553399729,0.994373089445253,0.949533786415223,0.999885675981066,0.994076699156254,0.999970554831769,0.981770161355591,0.869601185036484,0.999385462710439,0.997836013654954,0.998753019462004,0.999886089751139,0.998809253188479,370.58958,403.3832,632.3122,451.18958,522.114658974359,479.611605263158,505.192395,54.696143788684,NA,NA,85.7906988085329,38.2278781162649,39.8576622969252,32.0745087198437,296.0836,403.3832,632.3122,313,375.555,341.65335,386.591,461.6814,403.3832,632.3122,441.6096,674.47725,620.43975,626.115525,5,1,1,5,39,38,40
"ZNF213",0.997655131216429,0.999848489809015,0.991878390362987,0.999999979457637,0.996404833472318,0.999932603553401,0.340549964316399,0.675637422127187,0.995998371206173,0.40248591400031,0.773447888160934,0.854755352193,0.999935542718916,0.828832775049842,0.791117962280024,0.971040221833291,0.944812974712336,0.999999999183838,0.984445987503161,0.137492739935434,0.911596761555657,451.26594,314.8992,535.798,462.18486,674.639284615385,603.361160526316,546.0035375,52.2489746841562,NA,NA,110.362749783505,28.988502274046,38.3446042494379,38.5775352829651,373.728,314.8992,535.798,288.3516,590.896,418.525475,384.08545,499.2858,314.8992,535.798,524.9807,764.95915,743.48865,629.651325,5,1,1,5,39,38,40
"ZNF343",0.984602051097554,0.99962535904137,0.999935184094242,0.00219795204104023,0.745094189333462,0.491185059372847,0.997340444430828,0.996880849632153,0.999997763801838,0.000125496214659626,0.784249275207282,0.99999548115859,0.999987349338964,0.00335309095016023,0.56246849432823,0.218988298848417,0.999980666948608,0.994007520811049,0.0592498445494349,0.00440195946762723,0.441978973430332,203.4175,314.1556,260.0432,521.67126,238.086766666667,289.438028947368,345.71178,27.8353506728405,NA,NA,198.092050930121,9.57361564697457,14.2786902466787,21.5776849511558,158.1869,314.1556,260.0432,347,193.2162,228.4355,241.02765,218.2768,314.1556,260.0432,462.9168,267.464,353.699475,411.937825,5,1,1,5,39,38,40
"ZNF302",0.999067135077011,0.991413119828344,0.999996704170399,0.0281675312796953,0.81706894365624,0.916751350606853,0.999999945579511,0.997717812741191,0.982764741673108,0.000544329111404451,0.998957247754447,0.999950835856029,0.998086582212377,0.0046527973634769,0.888165981483112,0.455890480418974,0.99970718379596,0.999999435334596,0.240608029219693,0.000694931069105786,0.0441912969750581,309.15754,494.4697,585.8187,1023.65552,293.717641025641,391.224907894737,634.473565,138.115696047153,NA,NA,520.160048826739,34.5497160599047,35.111337145485,61.467775900515,166.5796,494.4697,585.8187,416.0141,152.5224,204.07,439.84695,230.7595,494.4697,585.8187,731,367.73075,571.1404,750.7791,5,1,1,5,39,38,40
"ZNF268",0.999858274007125,0.679755186697008,0.958509349204282,0.999977183616138,0.998914473992721,0.583533694684068,0.862489227629476,0.999989250870948,0.915060803331212,0.675129988418296,0.952030906315488,0.999999922299187,0.867282074057347,0.830705576301719,0.997807139341689,0.817495614463015,0.999969257897092,0.928523201697561,0.613150200885055,0.99999522039678,0.988617333450357,207.35932,260.619,454.3542,184.8193,292.405435897436,274.537623684211,298.5678725,59.6881173992898,NA,NA,36.3672870604476,20.8023169078532,20.9602667738802,25.9775930161597,79.556,260.619,454.3542,139.4231,233.1975,191.07015,198.13595,289.3637,260.619,454.3542,161.7582,393.6018,345.384575,354.314825,5,1,1,5,39,38,40
"ZNF184",0.95811124117047,0.974058960772997,0.999999989204224,0.832982687111119,0.999993608711246,0.999999806808674,0.979256777624562,0.994499964409692,0.997741106681108,0.966466149813751,0.966165770749276,0.996154744834108,0.998536601510945,0.979793641262795,0.999996539948904,0.564057065010619,0.999989382408068,0.999999667571876,1,0.443591230192906,0.574618285452104,203.99802,351.3338,337.6393,320.46806,259.437697435897,265.230781578947,320.2619425,37.2976213329939,NA,NA,57.3670609801356,19.135432816086,23.398230711133,24.1167167478411,126.3708,351.3338,337.6393,309.2985,198.73,160.093725,230.09475,259.0437,351.3338,337.6393,413.4615,343.3972,327.4558,404.722175,5,1,1,5,39,38,40
"ZNF500",0.989541224302159,0.978693477155902,0.878931039013902,0.883145003735051,0.77331383453797,0.999999186514575,0.821959640378132,0.778350251884316,0.99995551183599,0.999965834863358,0.994032176578593,0.921682705346059,0.9964864940427,0.961535941450902,0.780690632091749,0.594015028944795,0.671885722118617,0.999999851283771,0.999999901024963,0.985767912109377,0.288231872257605,180.06962,102.24,269.3419,254.1722,241.835458974359,210.507494736842,258.790585,20.0476393229078,NA,NA,40.8577570809632,14.7490335354076,12.9896410859343,18.1700122449088,164.8862,102.24,269.3419,226.8132,168.2394,149.4964,190.591675,214.6214,102.24,269.3419,342.7815,299.98085,255.54665,298.5188,5,1,1,5,39,38,40
"ZNF419",0.99565277618652,0.995528592960387,1,0.993986575240909,0.99998166217121,0.99998016899652,0.919907383466986,0.999998730629515,0.999998549874635,0.999986852301802,0.786639160899351,0.999999999999753,0.999999999998424,0.998252510571669,0.995449909451215,0.768509210420868,1,1,0.997635866315086,0.992144073478096,0.999999996266146,144.181,209.6849,210.0226,184.32002,194.718258974359,208.462323684211,209.726565,37.7024832498736,NA,NA,37.9209964326282,12.8756374920581,16.0669863761087,16.5872986669665,108.094,209.6849,210.0226,134.6154,139.96145,128.343875,146.460825,155.4117,209.6849,210.0226,247.9121,245.9566,295.051825,265.87315,5,1,1,5,39,38,40
"ZNF175",0.888771008777248,0.999527469378705,0.865261197812324,0.921854338102597,0.513616821059273,0.999990423725555,0.999313035457361,0.928046979822682,0.993800463037842,0.457377029516858,0.999946883797593,0.903364862204641,0.996776423334861,0.565781413570357,0.999880070092446,0.936246671752806,0.543706830558496,0.999999999652409,0.999555814721595,0.0274834097964077,0.073761315791427,93.83316,26.0247,117.6768,129.9433,82.7977820512821,86.7157605263158,119.72896,27.229020649972,NA,NA,29.8689759037199,8.43644793216177,7.85116877993175,7.7643372104357,50.8788,26.0247,117.6768,91,41.03965,53.64775,83.696375,146.1141,26.0247,117.6768,152.967,117.2565,113.700475,156.7551,5,1,1,5,39,38,40
"ZNF14",0.99530996440857,0.998957350541459,0.999999772052083,0.545370499642206,0.999651754571366,0.997869814182007,0.99965374007172,0.998774528371257,0.999872843913965,0.417730600547954,0.999911613824779,0.998130190925275,0.999759717573751,0.368517833269848,0.999997509968076,0.965629507084071,0.99997744229416,0.999999953777777,0.760285105495101,0.919250296709295,0.853807154046988,220.71746,336.8343,309.4226,410.10436,252.458092307692,245.864489473684,294.390855,51.1632181443623,NA,NA,249.103112420284,19.9662444318361,16.6189606946505,26.2432718203926,160.9621,336.8343,309.4226,155.6803,175.1833,169.417725,150.593625,201.5666,336.8343,309.4226,245.7143,290.66545,303.95105,365.97425,5,1,1,5,39,38,40
"ZNF85",0.997222209229719,0.987968482399455,0.999999331462021,0.999169053804103,0.999924448547029,0.99892419709538,0.999998846671894,0.997813727928069,0.988751951338196,0.999146526237192,0.99989650713734,0.999111740163942,0.99393682888978,0.999942382501887,0.999808263205759,0.712910347228073,0.999999924245967,0.99999991943673,0.967798221206894,0.0573858440482061,0.147526793784297,128.79062,202.9928,226.0548,163.37448,137.277612820513,146.944539473684,214.4645275,33.8348318587133,NA,NA,56.3738724366652,14.058403049569,18.3968482819197,22.6116197575177,90.3394,202.9928,226.0548,103,77.14235,58.0511,108.643975,169.7947,202.9928,226.0548,221.978,176.95295,204.146775,308.66085,5,1,1,5,39,38,40
"ZKSCAN1",0.999926865194728,0.000296962155558522,0.0241562933683325,0.590998272614843,0.992643915385227,0.0111074334845825,0.72615358186633,0.999741860278146,0.00114028876264127,0.985927629808197,0.835543642771898,0.99994820035825,0.000811036282949984,0.957288404753966,0.999626676433093,0.540086059553812,0.998578132921551,0.00185019390042152,0.998764941709493,0.996786417297312,0.952042027430744,241.99488,343.1546,1718.3373,570.80124,459.218223076923,431.377026315789,499.3981425,88.8308679719522,NA,NA,124.660954780916,48.274924548486,41.8398579557374,53.7804490709251,82.5065,343.1546,1718.3373,345,174.6915,227.62885,273.83285,273.0823,343.1546,1718.3373,738.8799,652.3791,534.329125,657.848725,5,1,1,5,39,38,40
"ZNF862",0.999999995096896,0.781165013455027,0.937125169530262,0.547714184307011,0.957406012936473,0.999696556784145,0.985430425569891,0.999932950552009,0.899588291285686,0.675435863515009,0.85184852666944,0.99811972679624,0.964576416505361,0.926632576161662,0.9386049564163,0.994150248399651,0.999981141847688,0.876356966880943,0.591169704313893,0.999970102843424,0.836809098367435,339.10948,360.2565,831.7535,696.4816,456.817064102564,532.420886842105,438.1096225,139.053848122709,NA,NA,164.945319990993,49.1059942090959,60.956728877855,37.8512267125039,183.812,360.2565,831.7535,560.8614,236.56345,304.9998,250.409525,265.0208,360.2565,831.7535,755,596.2356,682.703975,574.999825,5,1,1,5,39,38,40
"ZNF684",0.991798480531125,0.974707026798597,0.999999507593973,0.981328864290518,0.999987109640712,0.99966010711579,0.999999942985577,0.990869993214233,0.970366440973818,0.950246117912091,0.979246149872597,0.99979266094146,0.997865256859266,0.999975791623446,0.698022773404044,0.207492487848156,0.999830568601208,0.999997821763966,0.853878715129458,7.02329563208037e-05,0.0247422611854482,42.1656,63.2029,68.2974,56.37606,43.3590256410256,53.0783342105263,72.97622,10.1052829157327,NA,NA,12.5913041136572,3.19361043320965,3.83157646716662,5.56884057888428,26.827,63.2029,68.2974,46.0511,30.7502,37.92495,47.418975,43.342,63.2029,68.2974,54.2627,52.54745,69.34005,86.954875,5,1,1,5,39,38,40
"ZNF430",0.608509508226534,0.652469224896187,0.999999998298734,0.765974832089226,0.976496144993225,0.984376776478404,0.825906121939569,0.885417952544136,0.911958886427049,0.996823715674535,0.856415739170094,0.87367039164363,0.901893262336083,0.994572869979771,0.999999583105402,0.341341113550552,0.978263226337887,0.986187527425848,0.999996971059869,0.657498960727443,0.578487359276002,33.4908,133.0979,129.22,82.59424,67.5644435897436,65.9984184210526,87.137665,9.9065429392397,NA,NA,28.0233095621591,7.14537814017733,7.8318986250325,10.2541392239899,14.0992,133.0979,129.22,59.2949,31.86525,31.656475,46.602325,55.4226,133.0979,129.22,71.2088,91.8389,87.144725,121.2528,5,1,1,5,39,38,40
"ZFP30",0.999983533798275,0.318383879103837,0.746369974157593,0.873611380024797,0.999053657941958,0.772551715681056,0.885883155493492,0.999922956955148,0.565313061509932,0.999400632884331,0.98849190551755,0.99999993166949,0.424150274103333,0.971472106259583,0.961490105242797,0.873561624890009,0.99990136545489,0.573846869395706,0.999586909558834,0.999999995867157,0.947220003340428,139.99166,163.2122,350.1445,209.7152,191.098451282051,171.774042105263,192.28927,38.2445112028981,NA,NA,70.4109683109457,13.9249605310047,14.6872347081814,12.2118852133612,103.6078,163.2122,350.1445,49.1453,127.146,114.171675,142.319525,199.2569,163.2122,350.1445,298.9886,250.27525,253.687225,247.70975,5,1,1,5,39,38,40
"ZNF549",0.998789040287005,0.771116122714628,0.989938411618044,0.999999964342538,0.99794157479,0.742243080806061,0.933348075045945,0.99999999976287,0.936500305702601,0.895757047251416,0.994969470687154,0.999984186844467,0.865218445953158,0.988007459254234,0.972839635972362,0.830732665545414,0.999999964944112,0.964405082517199,0.769740611385536,0.997920823257029,0.774177230084115,122.89904,178.1058,282.809,117.44832,174.323343589744,153.8611,186.80646,42.9682496292274,NA,NA,17.6746709050381,14.3046630822261,19.6412587922982,14.7837733900025,83.4043,178.1058,282.809,95.0855,111.30815,77.107425,148.016425,183.9023,178.1058,282.809,108,238.88025,187.340225,226.027325,5,1,1,5,39,38,40
"ZNF211",0.989592179856592,0.999999935779204,0.998795232505681,0.999929677340565,0.997645841311167,0.999999971852118,0.996064630247031,0.998644955880545,0.999996103231648,0.999992300570625,0.977551952694486,0.999678737352612,0.999936277002308,0.999327117258424,0.998747003883617,0.990639357537113,0.999243206717377,0.999984189486907,0.999913168928437,0.999988765353623,0.999954914799338,191.91896,297.7823,205.4277,217.19846,230.258112820513,245.247147368421,236.8516475,90.5369502468224,NA,NA,60.2896552182843,18.728268355315,24.4442020893085,17.3970966913301,113.8381,297.7823,205.4277,134.5055,152.8153,143.79815,153.096325,140.6105,297.7823,205.4277,237,281.46805,294.776275,311.966075,5,1,1,5,39,38,40
"ZNF205",0.997633879695478,0.998406786942329,0.999999999936987,0.999999953751747,0.99862009635816,0.999113381367492,0.954943831507171,0.933773170199449,0.94482704028877,0.923644091001008,0.999444748912007,0.982807600042588,0.986894033674709,0.997823360190378,0.9100396472388,0.99999515226951,0.992182076418215,0.994376628971392,0.999918356955953,0.629540216099439,0.998666976700945,564.51242,359.8067,373.7472,545.774,720.196415384615,633.354471052632,595.132205,80.2343100977655,NA,NA,161.462441315896,59.5755565955223,56.7261840529798,43.0469674838104,423.6078,359.8067,373.7472,350.071,487.59395,446.754725,418.223475,733.1332,359.8067,373.7472,582.2222,834.9979,698.2324,707.76175,5,1,1,5,39,38,40
"ZNF45",0.0727130266401197,0.72071280249629,0.948450994254042,0.214957222736913,0.755757347430864,0.999998320026668,0.873358862386622,0.167135758773621,0.933121188136492,0.468931250322711,0.984880469392332,0.103454472723339,0.855322528140654,0.220163339053955,0.965386246083984,0.767678834647013,0.204892604205066,0.957164829322202,0.606183796451376,0.999418221435614,0.809624431002196,159.58014,463.2401,323.2103,305.82878,217.150594871795,196.37615,226.79166,26.0521824897378,NA,NA,101.273103984421,13.9833010414466,12.6059500605813,16.3539968749879,114.7086,463.2401,323.2103,164,147.8322,150.9875,171.770075,216.652,463.2401,323.2103,527.8695,276.2412,243.93205,295.319825,5,1,1,5,39,38,40
"ZNF133",0.999998298983667,1,0.999999688723772,0.661180082068643,0.986560223739736,0.965528979030611,0.990356039251258,0.999998166037467,0.999876155960461,0.777283291391211,0.567619675558175,0.994624135877467,0.981554435327626,0.999685832057939,0.314426226556465,0.384367476368373,0.985845634221409,0.961635721002751,0.999999738240619,0.0851822617054317,0.997212597418155,392.533,446.5099,394.0729,703.20628,497.045266666667,646.446394736842,686.12062,83.1506611109978,NA,NA,69.0247563424776,28.9448007010289,52.4804646008944,60.3836633995448,249.6084,446.5099,394.0729,615.3846,362.13445,462.319825,448.054,519.889,446.5099,394.0729,728.2262,597.38455,704.11635,752.32905,5,1,1,5,39,38,40
"ZNF436",0.999905015714306,0.154174398709525,0.605509628132204,0.298147584815741,0.96288741467047,0.866347938405867,0.626338472164903,0.999417393546729,0.447111059825399,0.870548006061873,0.800809057206142,0.999928081920702,0.36522076770561,0.721786195634986,0.996936073924248,0.783196770471078,0.999907631258403,0.372269980689627,0.736201424631221,0.998162454183204,0.999999996182887,300.2939,420.8012,1247.9958,776.10472,573.057602564103,527.085792105263,531.6460775,56.5777211705367,NA,NA,418.519876695776,58.8467370671912,46.2098155738952,39.5660781837821,223.5296,420.8012,1247.9958,237.1795,325.74705,350.40365,338.770475,368.7877,420.8012,1247.9958,668.5078,612.7796,687.8977,602.05,5,1,1,5,39,38,40
