"gene","p-adj-Recurred/Progressed-DiseaseFree","mean-DiseaseFree","mean-Recurred/Progressed","SEM-DiseaseFree","SEM-Recurred/Progressed","Q1-DiseaseFree","Q1-Recurred/Progressed","Q3-DiseaseFree","Q3-Recurred/Progressed","count-DiseaseFree","count-Recurred/Progressed"
"ZNF195",0.554197495557449,472.922461068702,500.919464864865,18.2029741510994,61.5360766349141,335.6983,311.7584,616.58995,602.1471,131,37
"ZNF263",0.247139830543133,745.73432519084,801.550513513513,19.7041879998022,57.7972207973212,610.9595,575.7782,845.8158,927.5835,131,37
"ZNF200",0.280757447232943,261.337151908397,243.016108108108,7.9490937387152,14.9244183041871,207.12345,179.845,327.7678,267.8381,131,37
"ZNF582",0.0633335805591539,35.5370664122137,27.5524810810811,1.98506859287857,3.90086381962339,17.84745,8.6494,48.2158,38.2932,131,37
"ZNF285",0.0286771820719119,62.2824366412214,92.7269486486486,5.29918026598577,18.0302882968348,4.6938,29.6976,90.39445,122.0437,131,37
"ZNF275",0.896397280071214,617.673645038168,609.997018918919,28.5652661263469,45.0109414650687,416.59115,328.215,766.08415,794.5366,131,37
"ZNF37A",0.658807080444376,372.799139694657,357.810378378378,15.9839595106764,29.3541355926869,253.93565,220,481.4621,475.8741,131,37
"ZNF510",0.017876744951671,221.794334351145,182.973732432432,7.43049565716044,15.5297912493966,159.2354,124.6019,272.12575,242.1326,131,37
"ZNF506",0.337371206301105,318.175770229008,381.088181081081,26.9885947623312,77.8466527737262,51.3416,65.4952,473.0251,543.7063,131,37
"ZNF324",0.768447008321324,200.862803053435,205.970556756757,7.5243148125404,18.8382515410518,152.03355,150.2076,223.49475,236.064,131,37
"ZNF671",0.000943531914835538,98.3464015267176,52.5209351351351,6.72809322473383,9.33660538747915,30.67895,10.0978,142.624,67.5732,131,37
"ZNF416",0.0445229075667497,125.722798473282,105.344035135135,4.62522373410998,9.52977421856232,93.5328,71.4918,145.4646,116.1534,131,37
"ZNF586",0.0785281321825472,191.944529770992,152.973175675676,10.9177134452377,14.7881195771555,100.7367,84.284,239.2979,179.8732,131,37
"ZNF446",0.619541465532066,407.809029770992,391.097016216216,15.4866720480254,31.4962505432131,296.87775,239.4087,513.6315,482.3992,131,37
"ZNF8",0.886829919091836,104.589047328244,106.060556756757,4.16973699714774,12.6856478253145,76.6133,62.8174,121.8873,115.905,131,37
"ZNF264",0.00986688472224184,539.313903816794,431.277843243243,19.6246484349546,35.1292744433482,388.154,314.6259,686.66425,563.8243,131,37
"ZNF213",0.283996961035502,562.297309160305,603.042640540541,16.6603371110223,40.2243367443203,417.12745,463.4354,688.365,720.5958,131,37
"ZNF343",0.467434417178648,300.008496183206,281.667791891892,12.7298260674339,14.4282204951986,211.52165,233.5491,347.95865,334.308,131,37
"ZNF302",0.60919876630223,442.652577099237,478.593254054054,32.8535490587622,62.4851236096532,225.5276,227.3695,543.3307,637.9045,131,37
"ZNF268",0.443861392625315,291.076170229008,271.087802702703,12.187834199596,23.2256310817664,179.3443,185.21,399.7058,353.4226,131,37
"ZNF184",0.0841939158077114,289.564970229008,247.0957,11.7639333654461,19.4774411488652,211.67725,155.9848,359.84145,290.1786,131,37
"ZNF500",0.602683823293675,243.080364122137,233.926694594595,7.2899725007885,20.6913106753875,182.9561,159.9488,299.0604,277.9553,131,37
"ZNF419",0.830098561731264,219.887858778626,215.280321621622,9.54917263074219,22.0633344029007,145.68975,132.5445,264.4197,269.5531,131,37
"ZNF175",0.06236891714138,105.353129770992,87.3976459459459,4.4656473019332,8.62023775207454,73.5331,51.1182,145.7542,120.737,131,37
"ZNF14",0.540770309778077,268.649858015267,251.027894594595,13.514226606595,25.241572067567,182.606,135.0981,298.01495,339.8587,131,37
"ZNF85",0.625487987326703,154.690370229008,164.8513,9.73279800741203,18.4753405388678,85.47535,73.1402,201.6306,236.8322,131,37
"ZKSCAN1",0.32594772133607,527.842915267176,462.947832432432,32.2836460865099,47.6928958966583,225.19135,313.0315,765.7122,551.4662,131,37
"ZNF862",0.487075572745017,526.583216030534,480.435010810811,33.1230766263955,41.9092759520035,272.3118,264.2629,697.4438,615.0108,131,37
"ZNF684",0.232417831410095,57.6644221374046,51.4877837837838,2.4463349014396,4.35647265499985,39.16205,36.8344,68.85575,60.6277,131,37
"ZNF430",0.204129025749458,78.2175290076336,64.7778756756757,5.19870854243286,7.35060205547982,27.81405,37.2093,116.6087,93.2479,131,37
