"gene","p-adj-Notassigned-CN high","mean-CN high","mean-Notassigned","SEM-CN high","SEM-Notassigned","Q1-CN high","Q1-Notassigned","Q3-CN high","Q3-Notassigned","count-CN high","count-Notassigned"
"ZNF680",0.086954768963809,48.3842,211.118283333333,NA,20.5515922121537,48.3842,168.0207,48.3842,239.848175,1,18
"ZNF483",0.530039366986506,3.6108,10.9659222222222,NA,2.63222130230053,3.6108,3.560275,3.6108,12.04715,1,18
"ZNF417",0.601321454424931,40.4405,170.966811111111,NA,56.2421651238124,40.4405,66.550075,40.4405,121.61085,1,18
"ZNF791",0.242630042953232,20.9424,102.431588888889,NA,15.4433013594762,20.9424,57.414675,20.9424,132.78915,1,18
"ZNF519",0.542036826483901,54.1614,39.4914722222222,NA,5.40865236745237,54.1614,22.794425,54.1614,58.396425,1,18
"ZNF25",0.243419079118686,38.9962,174.557888888889,NA,25.7356183925429,38.9962,110.714525,38.9962,220.252675,1,18
"ZNF77",0.2670342834821,31.0525,125.711805555556,NA,18.9235198036202,31.0525,69.382625,31.0525,165.13925,1,18
"ZNF169",0.188448692754189,21.6646,64.4023833333333,NA,7.15567596355796,21.6646,50.254725,21.6646,71.150925,1,18
"ZNF613",0.49671018506498,90.9912,130.612111111111,NA,13.0867952377263,90.9912,94.093175,90.9912,140.03995,1,18
"ZNF404",0.956689202547327,41.1627,39.49445,NA,6.94404380631838,41.1627,17.858725,41.1627,53.25675,1,18
"ZNF135",0.444426294160138,228.9222,128.398944444444,NA,29.4547050991538,228.9222,11.79975,228.9222,233.378325,1,18
"ZNF620",0.785537315016323,67.1601,77.0791333333333,NA,8.23152016282414,67.1601,47.0455,67.1601,104.7466,1,18
"ZNF619",0.418433349757611,11.5544,33.3990944444444,NA,6.04314518157985,11.5544,17.87295,11.5544,41.486,1,18
"ZNF354C",0.466660118300612,2.1665,15.6881166666667,NA,4.16587475445677,2.1665,2.21425,2.1665,26.379125,1,18
"ZNF114",0.667100690266822,6.4994,89.4591722222222,NA,43.4806100802203,6.4994,8.808425,6.4994,52.693475,1,18
"ZNF454",0.282140617278911,0.7222,5.42954444444444,NA,0.972262452639158,0.7222,1.899225,0.7222,8.521325,1,18
"ZNF543",0.783077592471864,70.0487,86.2352333333333,NA,13.2762322039304,70.0487,49.5905,70.0487,124.5102,1,18
"ZNF354B",0.190442137029999,19.4981,86.3518666666667,NA,11.2466636410203,19.4981,52.65345,19.4981,105.8671,1,18
"ZNF223",0.442077449315535,37.5519,74.0294166666667,NA,10.6325216568422,37.5519,42.420775,37.5519,102.097325,1,18
"ZNF713",0.251877165752151,18.776,64.7752611111111,NA,8.89681569174894,18.776,41.838925,18.776,78.1415,1,18
"ZNF552",0.533218002588868,75.826,240.736577777778,NA,59.4818505202918,75.826,113.244825,75.826,240.28085,1,18
"ZNF154",0.249979133162013,1.4443,6.54269444444444,NA,0.981991627876942,1.4443,3.32785,1.4443,10.25015,1,18
"ZNF571",0.204342828875051,45.4956,85.45785,NA,6.94556836495319,45.4956,61.5682,45.4956,109.6414,1,18
"ZNF443",0.131544687985635,44.7734,174.232033333333,NA,18.7460577766776,44.7734,119.2262,44.7734,196.3173,1,18
"ZNF792",0.514077431560704,62.8272,95.5089222222222,NA,11.250486259747,62.8272,54.61795,62.8272,120.64795,1,18
"ZFP82",0.0865175310113964,192.0924,79.3771166666667,NA,14.2132203222254,192.0924,38.32955,192.0924,97.820375,1,18
"ZNF707",0.567445174795356,246.2538,305.597072222222,NA,23.3458956104026,246.2538,255.17195,246.2538,374.254475,1,18
"ZNF746",0.100804926880404,235.4216,548.904433333333,NA,41.4476581560942,235.4216,440.8381,235.4216,656.602925,1,18
"ZNF678",0.447450161142916,11.5544,38.0674222222222,NA,7.82141795904274,11.5544,12.07025,11.5544,53.047675,1,18
"HKR1",0.409774982394103,572.6665,837.032533333333,NA,71.7636843712742,572.6665,591.916225,572.6665,1030.515325,1,18
"ZNF101",0.22168120655463,36.1076,116.324027777778,NA,14.5064918703263,36.1076,76.262625,36.1076,132.69155,1,18
"ZNF716",1.62758695410048e-13,14.443,0.0388666666666667,NA,0.0388666666666667,14.443,0,14.443,0,1,18
"ZNF708",0.0558664163981307,16.6095,133.876488888889,NA,13.1085744221797,16.6095,99.718275,16.6095,172.190975,1,18
"ZNF721",0.0704765494068589,90.2979,429.062222222222,NA,40.2701187105104,90.2979,308.6491,90.2979,560.343025,1,18
"ZNF662",0.873939003350548,135.7646,105.656572222222,NA,42.8842785004837,135.7646,9.46935,135.7646,93.17065,1,18
"ZNF320",0.488680640143809,301.1374,998.6161,NA,226.080827510365,301.1374,429.3758,301.1374,983.61045,1,18
"ZNF530",0.425529494215714,105.0587,71.8484055555556,NA,9.33167894131714,105.0587,40.542325,105.0587,83.35605,1,18
"ZFP1",0.129328197767629,101.8234,253.205688888889,NA,21.7858308952148,101.8234,172.6022,101.8234,284.723275,1,18
"KRBA2",0.310284612475172,5.7772,34.0339277777778,NA,6.19848407449897,5.7772,14.623575,5.7772,39.433325,1,18
"ZNF93",0.29067397077002,10.1101,156.312161111111,NA,30.7551831266344,10.1101,78.60615,10.1101,180.26515,1,18
"ZFP90",0.142207449717694,244.8095,601.466766666667,NA,53.1658760763108,244.8095,449.64675,244.8095,674.3981,1,18
"ZNF479",0.821283269241726,0,0.134277777777778,NA,0.134277777777778,0,0,0,0,1,18
"ZNF445",0.0606630303973161,195.7032,530.66525,NA,38.2461735670989,195.7032,412.860975,195.7032,622.286975,1,18
"ZNF74",0.589002512729017,491.0634,626.445688888889,NA,56.3986210377071,491.0634,448.060775,491.0634,668.129875,1,18
"ZNF829",0.57087410416419,3.6108,9.10247777777778,NA,2.17990251578757,3.6108,2.58095,3.6108,12.030875,1,18
"ZNF267",0.127750145419217,52.7171,202.643938888889,NA,21.481119141862,52.7171,142.6076,52.7171,262.401125,1,18
"ZNF566",0.491343201519678,116.2665,151.970755555556,NA,11.6454295379047,116.2665,110.78235,116.2665,193.916475,1,18
"ZNF224",0.265854384769486,83.5458,171.617627777778,NA,17.5615826469338,83.5458,136.014525,83.5458,213.933525,1,18
"ZNF529",0.53761605320218,223.145,317.383294444444,NA,34.3635682258481,223.145,192.6112,223.145,415.15825,1,18
"ZNF284",0.340009297444698,2.8886,30.4137833333333,NA,6.4323666645138,2.8886,12.018825,2.8886,37.329575,1,18
"ZNF749",0.537915461719776,45.4956,67.4061722222222,NA,7.99554368475081,45.4956,45.571475,45.4956,86.3769,1,18
"ZNF17",0.272488085434277,36.8298,90.7908,NA,10.9156045696837,36.8298,58.8651,36.8298,111.2974,1,18
"ZNF555",0.0698820489950782,24.5532,71.2879888888889,NA,5.5425663892586,24.5532,52.899575,24.5532,85.428575,1,18
"ZNF75D",0.0847529033431623,90.9912,296.577022222222,NA,25.7650147974011,90.9912,198.710025,90.9912,368.888075,1,18
"ZNF197",0.120635325897665,117.7108,343.155605555556,NA,31.6523140732769,117.7108,247.5055,117.7108,446.5166,1,18
"ZNF732",0.989668871031091,2.1665,2.19242777777778,NA,0.452672930939759,2.1665,0.55695,2.1665,3.077525,1,18
"ZNF546",0.256533005566662,18.0538,50.0714166666667,NA,6.25603726704194,18.0538,32.58605,18.0538,58.298175,1,18
"ZNF286A",0.31694795789391,174.0386,501.717527777778,NA,72.9083337143005,174.0386,322.003575,174.0386,589.41345,1,18
"ZKSCAN4",0.520044991372471,163.2064,122.274183333333,NA,14.2953433537127,163.2064,89.9564,163.2064,150.933325,1,18
"ZNF643",0.472491542906655,28.1639,52.62015,NA,7.63587307087152,28.1639,31.59815,28.1639,68.244475,1,18
"ZNF642",0.478768789546205,59.9386,90.8716055555555,NA,9.79859286160092,59.9386,59.528525,59.9386,125.28465,1,18
"ZNF490",0.634742735391004,249.1424,220.970888888889,NA,13.360461034372,249.1424,179.819525,249.1424,253.87815,1,18
"ZNF626",0.865291150226698,66.438,93.9832166666667,NA,36.6912814740842,66.438,5.673825,66.438,103.34875,1,18
"ZNF793",0.456864742539288,72.2152,195.988022222222,NA,37.2948438191791,72.2152,119.40125,72.2152,219.8074,1,18
"ZNF383",0.364152984259352,40.4405,61.4541444444444,NA,5.17003478629036,40.4405,43.431,40.4405,79.719125,1,18
"ZNF669",0.40121667841317,56.3279,110.437566666667,NA,14.4175885290595,56.3279,61.5829,56.3279,151.19515,1,18
"ZNF559",0.514546186879055,153.8184,252.317294444444,NA,33.9459442161415,153.8184,156.783225,153.8184,302.0317,1,18
"ZNF177",0.252636900326205,15.1652,130.700805555556,NA,22.3832443894974,15.1652,62.7582,15.1652,153.037625,1,18
"ZNF548",0.406888616137624,111.2114,176.400183333333,NA,17.5849865139917,111.2114,119.754525,111.2114,231.597925,1,18
"ZNF563",0.462719995340339,38.9962,57.7036111111111,NA,5.71211771835047,38.9962,37.6505,38.9962,65.11585,1,18
"ZNF567",0.142087590288505,18.0538,119.284161111111,NA,15.0852844681598,18.0538,83.2495,18.0538,177.473775,1,18
"ZNF573",0.430958887277772,2.1665,8.00876111111111,NA,1.66138669608573,2.1665,3.814325,2.1665,11.137225,1,18
"ZNF527",0.477889340041011,70.0487,102.868772222222,NA,10.3752797479312,70.0487,76.16535,70.0487,125.991525,1,18
"ZNF33A",0.208383768430066,388.5178,1123.72999444444,NA,128.981440991699,388.5178,737.2581,388.5178,1443.702325,1,18
"ZKSCAN3",0.900523466340845,84.4918,79.3409277777778,NA,9.31340137536658,84.4918,57.7927,84.4918,112.43645,1,18
"ZNF676",0.834345426696723,0.7222,2.35012222222222,NA,1.75860251303694,0.7222,0,0.7222,0.7719,1,18
"ZNF699",0.262339431410181,0,9.24547222222222,NA,1.82952363705676,0,3.658125,0,10.5965,1,18
"ZNF250",0.0332718585585574,658.0394,321.951555555556,NA,33.284683852709,658.0394,247.07185,658.0394,393.260725,1,18
"ZNF79",0.192228633236631,28.1639,128.109872222222,NA,16.8850400171582,28.1639,93.193125,28.1639,137.6374,1,18
"ZNF681",0.172627666552406,35.3854,131.649966666667,NA,15.5120756705928,35.3854,88.314525,35.3854,193.158875,1,18
"ZNF766",0.578978037332068,504.7843,432.516033333333,NA,29.3070652667109,504.7843,333.04535,504.7843,538.076375,1,18
"ZNF471",0.383434743295244,31.7747,102.175266666667,NA,18.0516405497031,31.7747,54.8217,31.7747,135.538725,1,18
"ZNF836",0.312774118378814,41.8848,86.8001666666667,NA,9.90518679922375,41.8848,64.534175,41.8848,119.46535,1,18
"ZNF493",0.143757137315836,19.4981,188.154172222222,NA,25.2451859090754,19.4981,121.25245,19.4981,226.43295,1,18
"ZNF167",0.7007566949975,75.826,55.7337555555556,NA,11.7932086056435,75.826,12.7005,75.826,88.658825,1,18
"ZNF565",0.791666775320523,64.9937,72.7624944444444,NA,6.64188945462182,64.9937,54.550625,64.9937,96.3596,1,18
"ZNF34",0.0179153967725676,278.7507,124.828683333333,NA,13.4769429798129,278.7507,78.263425,278.7507,155.37875,1,18
"ZNF140",0.144113413269756,293.1937,626.311938888889,NA,49.9098612228269,293.1937,481.444025,293.1937,758.204975,1,18
"ZNF658",0.203567659928957,10.1101,42.61045,NA,5.63851601864356,10.1101,27.163225,10.1101,49.286225,1,18
"ZNF765",0.246770779772615,54.1614,180.545488888889,NA,24.1713865960224,54.1614,90.805675,54.1614,247.228475,1,18
"ZNF124",0.309649469563609,23.831,121.394694444444,NA,21.3729195927266,23.831,39.34345,23.831,189.96565,1,18
"ZNF569",0.271440630832849,38.9962,114.994055555556,NA,15.3385862629182,38.9962,65.2891,38.9962,161.539175,1,18
"ZNF777",0.148798715545321,402.9608,677.256594444444,NA,41.6078137552598,402.9608,607.167225,402.9608,775.6429,1,18
"ZNF605",0.133971918661216,249.1424,469.375588888889,NA,32.1049233578526,249.1424,367.583225,249.1424,551.346525,1,18
"ZNF799",0.105888890074272,12.2766,178.019005555556,NA,22.2662646809955,12.2766,119.326175,12.2766,225.95855,1,18
"ZNF782",0.0766274516947766,9.388,51.0764277777778,NA,5.07345203901093,9.388,37.660925,9.388,66.571175,1,18
"ZNF846",0.334700346188201,68.6044,42.4412111111111,NA,6.04540417434345,68.6044,23.599425,68.6044,59.176975,1,18
"ZNF136",0.155305542176747,41.8848,143.000322222222,NA,15.5993365153978,41.8848,115.978175,41.8848,195.129075,1,18
"ZKSCAN5",0.606338971225281,469.3988,413.00555,NA,24.6411992706437,469.3988,347.06095,469.3988,456.20565,1,18
"ZNF33B",0.295760901370127,411.6266,784.917972222222,NA,79.3859541812371,411.6266,517.8214,411.6266,1069.201475,1,18
"ZNF431",0.118291060572301,23.1089,103.046122222222,NA,11.146898030847,23.1089,77.6755,23.1089,119.146675,1,18
"ZNF418",0.175550089670103,159.5956,57.9568833333333,NA,16.4959488394457,159.5956,3.8971,159.5956,115.4038,1,18
"ZNF700",0.0845604150234965,66.438,299.266816666667,NA,29.1595284959014,66.438,201.981325,66.438,398.4089,1,18
"ZFP28",0.560624715894204,103.2677,143.544211111111,NA,15.5673135599851,103.2677,103.131475,103.2677,183.670475,1,18
"ZNF585A",0.287668166175577,52.7171,98.7132944444444,NA,9.61362287281018,52.7171,63.59645,52.7171,131.305125,1,18
"ZNF138",0.173301968201068,60.6608,220.698511111111,NA,25.8312990505311,60.6608,151.1177,60.6608,304.73425,1,18
"ZNF429",0.570022183842596,18.776,186.387627777778,NA,66.3845222944161,18.776,75.689125,18.776,122.412325,1,18
"ZNF470",0.258400413155951,74.3817,177.309594444444,NA,20.1936292355107,74.3817,113.56485,74.3817,221.250025,1,18
"ZNF100",0.0670455660654692,41.8848,174.692044444444,NA,15.5731379760679,41.8848,118.581225,41.8848,214.529125,1,18
"ZNF398",0.0607908406470042,274.4178,466.882744444444,NA,21.9878600443625,274.4178,415.379375,274.4178,509.804075,1,18
"ZNF498",0.373932707805151,251.3089,341.283711111111,NA,22.6048611585657,251.3089,282.132875,251.3089,394.647525,1,18
"ZNF441",0.195736520020364,18.0538,91.0681833333333,NA,12.4376714160546,18.0538,56.94955,18.0538,120.547575,1,18
"ZNF420",0.252922151992443,15.1652,78.7182722222222,NA,12.3201289901463,15.1652,41.089225,15.1652,121.1283,1,18
"ZNF763",0.499362096985589,46.2177,67.0494722222222,NA,6.92392472447879,46.2177,52.70585,46.2177,89.967625,1,18
"ZNF679",0.782627328772636,0,0.637405555555556,NA,0.521688237759378,0,0,0,0,1,18
"ZNF682",0.32545722319014,42.607,165.405205555556,NA,27.8218727079449,42.607,81.96985,42.607,250.607525,1,18
"ZNF772",0.728158388772232,153.8184,103.199711111111,NA,32.8631989452362,153.8184,8.0953,153.8184,138.60505,1,18
"ZNF257",0.577842340993377,30.3304,17.0419166666667,NA,5.37266625895204,30.3304,0.87885,30.3304,33.38995,1,18
"ZNF785",0.381951178481028,286.4777,207.11015,NA,20.2860788171971,286.4777,143.077775,286.4777,268.085475,1,18
"ZNF98",0.903826995706244,5.7772,4.82563888888889,NA,1.77996917894185,5.7772,0.55695,5.7772,4.79235,1,18
"ZNF786",0.295515243430416,139.3753,270.482905555556,NA,27.8673280191029,139.3753,205.22575,139.3753,326.3644,1,18
"ZNF517",0.00614323382264303,842.0292,370.789338888889,NA,34.5768415361187,842.0292,277.279,842.0292,452.9014,1,18
"ZNF675",0.0504899563736716,23.1089,139.472266666667,NA,12.6832911439689,23.1089,99.920275,23.1089,185.34775,1,18
"ZNF860",0.184750182533544,1.4443,30.9267444444444,NA,4.89284061350509,1.4443,13.774875,1.4443,40.6857,1,18
"ZNF695",0.354957391815583,199.314,128.895105555556,NA,16.9885742486086,199.314,96.37745,199.314,187.945175,1,18
