"gene","p-adj-Mixed serous and endometrioid-Endometrioid endometrial adenocarcinoma","p-adj-Serous endometrial adenocarcinoma-Endometrioid endometrial adenocarcinoma","p-adj-Serous endometrial adenocarcinoma-Mixed serous and endometrioid","mean-Endometrioid endometrial adenocarcinoma","mean-Mixed serous and endometrioid","mean-Serous endometrial adenocarcinoma","SEM-Endometrioid endometrial adenocarcinoma","SEM-Mixed serous and endometrioid","SEM-Serous endometrial adenocarcinoma","Q1-Endometrioid endometrial adenocarcinoma","Q1-Mixed serous and endometrioid","Q1-Serous endometrial adenocarcinoma","Q3-Endometrioid endometrial adenocarcinoma","Q3-Mixed serous and endometrioid","Q3-Serous endometrial adenocarcinoma","count-Endometrioid endometrial adenocarcinoma","count-Mixed serous and endometrioid","count-Serous endometrial adenocarcinoma"
"ZNF160",0.940685211281203,0.944265269517891,0.87898603165273,641.41432293578,617.023216666667,653.768020967742,23.4043728964851,67.3468391732541,29.9147230979898,476.0366,497.9614,466.7072,755.1402,811.5645,812.928375,109,12,62
"ZNF415",0.437661821231812,0.145730420969598,0.970253827991347,203.850512844037,165.806633333333,173.319785483871,9.69477752558999,38.5877840967471,12.1853462038383,128.3829,75.968,94.669375,263.5336,223.516925,227.813375,109,12,62
"ZNF439",0.999311954021071,0.00198874312232333,0.205141326825278,143.551266055046,145.17335,226.458646774194,10.3079137972443,30.3618558800485,26.8593952969872,82.4656,64.74975,91.972725,183.0645,223.63695,282.079875,109,12,62
"ZNF440",0.767728420378491,0.702467096506715,0.532088997342582,390.928468807339,321.19015,433.105103225806,24.7901367446404,44.2538960869078,56.7885591323264,202.2801,209.26865,169.648425,519.2412,439.55925,455.801925,109,12,62
"ZNF562",0.197325361220638,0.0354654332985372,0.912886215126903,470.48676146789,365.784291666667,391.330543548387,18.6907955192634,49.5298216510204,26.7274427388659,325.7311,288.242575,254.467725,576.8826,437.382625,487.244975,109,12,62
"ZNF561",0.83559318072361,0.0745030768169541,0.843057195112942,758.777875229358,706.316925,653.285658064516,25.5094766473271,77.3410068118529,45.8766270399235,583.1818,479.450925,409.708775,876.9907,966.3633,787.12245,109,12,62
"ZNF584",0.687561298662138,0.906991190405378,0.572339257541847,215.908146788991,196.636633333333,221.046687096774,6.76389318194053,17.1650990962341,11.2934410930992,167.6928,154.6645,152.594275,263.3391,246.668325,272.8719,109,12,62
"ZNF274",0.673849554560008,0.000669261295845325,0.528378841277361,331.497896330275,374.63975,431.572632258065,15.6987516344034,53.4091453592617,21.5818306719211,221.2068,238.1439,320.657,405.4807,519.965325,513.157675,109,12,62
"ZIK1",0.93423077963981,0.000959733070954094,0.289807963083681,17.7181853211009,25.2905083333333,58.9755629032258,3.73035400386959,18.8492290618953,13.5353304473812,3.2051,2.522275,4.64665,9.9368,9.927675,70.68225,109,12,62
"ZNF540",0.834542855257298,0.25986722351561,0.371503563060337,42.7004412844037,35.775825,52.6395096774194,3.66917648450759,7.21698467943509,5.59885079567212,19.6943,18.807725,22.357575,49.9381,41.514975,62.83935,109,12,62
"ZNF570",0.82716695301094,0.114526088152372,0.258530937061634,41.1932623853211,35.7952833333333,50.8211032258065,2.47177473130035,5.48209023973898,4.83881145273549,22.2945,21.851425,30.3049,55.1601,47.608,55.966225,109,12,62
"ZNF57",0.981658433653328,0.000476561570123213,0.184042378775063,125.095483486239,122.877708333333,100.716969354839,3.90996714836481,17.325414326715,4.15807966019873,98.2556,76.708025,78.78505,142.0242,142.257675,126.996125,109,12,62
"ZNF556",0.989530762954751,0.929924555794727,0.998627827591754,13.9332201834862,14.8545083333333,15.19955,2.44884725882652,4.95459373534725,1.83050150545674,0.8803,1.165675,5.1228,16.7856,30.75405,19.2582,109,12,62
"ZNF554",0.759030827061162,0.329154426205677,0.341668174973053,142.76730733945,153.400041666667,131.559825806452,4.50619135173807,16.6953769417794,6.56320676726336,113.4554,108.688575,97.20045,172.4663,192.0961,159.247125,109,12,62
"ZNF738",0.975840796636555,0.00718604325414796,0.191021706989292,319.489739449541,304.307883333333,434.80800483871,16.0691508014863,55.3272259041273,41.97773296492,208.5806,131.57595,215.7569,424.5155,458.4603,562.835275,109,12,62
"ZNF596",0.251193854323976,0.9400496876478,0.205942512540856,88.5202201834862,117.54085,85.3291774193548,6.04614878570371,21.2345668378575,6.41740859191187,50.9868,62.735175,49.138975,105.4204,179.23605,121.893325,109,12,62
"ZNF621",0.545004731391969,0.152012245947247,0.996963696417017,522.668811009174,457.6061,462.367832258065,20.6949135131262,58.9619677040234,22.6413670206529,366.7968,298.433325,362.45485,659.306,614.154725,532.901,109,12,62
"ZNF680",0.882577796193107,0.681059549559056,0.652936887355591,277.048255963303,255.683508333333,296.666309677419,13.7340427225566,33.9377155704732,20.1992248530442,166.8424,215.183225,192.006125,351.9603,309.999725,371.398175,109,12,62
"ZNF483",0.835485415160371,0.975031051455674,0.787412281257557,10.936904587156,9.1075,11.2955032258065,1.08410737405328,1.42361403445278,1.24239008293719,4.2179,6.32635,5.044775,13.6235,12.150875,14.3495,109,12,62
"ZNF417",0.703122531684385,0.950713075030392,0.625301250690747,113.309513761468,89.82265,117.956061290323,10.5791152806,13.051422493501,9.40553747761248,66.2325,60.7273,73.183725,133.4935,129.2511,138.9948,109,12,62
"ZNF791",0.938762212042964,0.10066458703678,0.755742865445903,121.654136697248,130.206883333333,148.895416129032,6.59790968340078,19.8548245019786,13.3748442729269,62.9758,75.25455,58.765625,170.8307,202.127375,191.935725,109,12,62
"ZNF519",0.860189084230716,2.21077722795116e-09,0.016608513390061,42.3207981651376,48.095025,79.8901338709677,2.58576018483496,6.8640603260435,6.34443418834766,25.0416,38.0663,44.29255,57.8867,67.36775,106.88415,109,12,62
"ZNF25",0.528288852522567,0.98493601549905,0.605014525520203,173.726244036697,145.377191666667,171.446229032258,8.70889755009966,22.4971393444422,10.0682433988263,104.9822,84.684225,108.386425,202.0437,209.673175,246.526275,109,12,62
"ZNF77",0.473484799599849,0.458391652932123,0.859283012689324,113.202446788991,94.00515,102.945532258065,4.66096762833476,13.6677452138375,8.04393197585107,82.6772,59.132125,67.053575,133.7852,131.6773,113.8069,109,12,62
"ZNF169",0.87804464685822,0.151664034532105,0.337997715682686,57.7295706422018,53.0428083333333,67.1401467741936,2.88157142537836,8.6503609280319,4.40345226432415,34.5769,27.949025,44.0515,72.2892,75.106425,80.7823,109,12,62
"ZNF613",0.995235575814986,0.413091948929007,0.745360437018247,130.991475229358,129.423608333333,142.194088709677,4.03685056400843,17.1855363207829,9.21749000541277,105.2632,106.20115,94.9091,148.1654,147.448875,168.656525,109,12,62
"ZNF404",0.997723078244197,1.60761918119867e-05,0.0579105033548533,31.4395944954128,32.1239166666667,57.5390290322581,2.5535050333984,5.39060841312102,6.07957620263673,12.9271,19.12985,25.529475,42.2535,38.509575,76.680075,109,12,62
"ZNF135",0.911963248077757,1.20145382918047e-05,0.114083921118669,110.547917431193,128.60125,220.332727419355,10.7468576506118,33.7827347300688,24.5556176815318,11.5284,78.31345,83.070725,169.1607,146.473125,325.567,109,12,62
"ZNF620",0.989653339809815,0.00237381707081918,0.157147301250302,81.7359770642202,80.0252916666667,103.889132258065,3.63861513756933,10.1711764381798,5.91468626909877,53.7328,62.545375,74.701225,100.4657,93.795775,127.003925,109,12,62
"ZNF619",0.615860221570484,0.140113328140037,0.151207960318644,40.9626853211009,33.92525,48.4244516129032,2.31209895640954,6.6122901500585,3.26856041101483,23.2029,19.8693,31.138275,57.0108,41.487475,65.04595,109,12,62
"ZNF354C",0.967453970572153,0.0976653845989988,0.4063035479772,20.2527541284404,17.83335,30.9752629032258,2.51662311703229,7.72675186107665,5.32614957103354,2.3106,3.40835,5.7061,27.9405,22.410625,39.89065,109,12,62
"ZNF114",0.935142525756102,0.976839759230646,0.970658096171022,126.808064220183,175.368175,141.818088709677,52.5446748493532,77.5196244858809,34.1310759357896,5.5154,17.12225,12.3309,62.2776,169.14275,130.767925,109,12,62
"ZNF454",0.970186346507358,0.000494572435755347,0.203594863582506,6.60823853211009,7.393025,13.3370064516129,0.685354217950124,2.81375437530791,2.00794674446918,1.9493,2.614575,2.614275,8.8038,7.5795,19.037775,109,12,62
"ZNF543",0.995776135202882,0.72482130878346,0.885253697003599,93.1558889908257,91.8685166666667,99.0355435483871,3.97250452506995,12.4151757140681,7.52047076748234,66.8866,54.21045,63.966425,118.5897,132.43395,131.43015,109,12,62
"ZNF354B",0.651266433545195,0.904231564120301,0.535228828315397,95.2405220183486,80.9253833333333,98.8623725806452,5.31534947610903,13.6601974044747,6.36757427451878,53.4271,57.29505,62.021325,124.1197,106.521075,118.00145,109,12,62
"ZNF223",0.91913891783167,0.0544471999237047,0.269425840183161,70.2793880733945,64.0912,89.542114516129,4.17105813570286,13.4895290761581,8.25929796006155,37.6486,34.64,44.44385,92.982,100.528425,116.1281,109,12,62
"ZNF713",0.764091564047247,0.139831261171253,0.955647024582046,64.9326899082569,57.7338,54.6719290322581,3.55242934582033,9.82113238974092,3.44201689861114,37.0951,38.22185,32.85265,82.3621,65.295125,77.11035,109,12,62
"ZNF552",0.821251376397426,0.973476857506887,0.88750126732584,246.472111926605,218.542508333333,241.079609677419,12.7498958069352,41.8552626278426,23.5453116228562,146.8983,121.936725,131.43225,319.5625,254.452875,300.60245,109,12,62
"ZNF154",0.999753895768658,0.10749451672112,0.549310791602924,7.78499082568807,7.6904,12.5429451612903,0.523817121507892,1.45355141875673,3.06323105348534,4.2811,3.906225,4.89735,10.3359,10.527275,10.55335,109,12,62
"ZNF571",0.996130767427916,0.0479348015955338,0.407477897035008,82.8057633027523,81.658375,99.8392983870968,3.33132481299328,10.3301700009562,7.61929605613774,62.4768,63.419225,65.103575,109.252,101.2314,115.655725,109,12,62
"ZNF443",0.984737833724436,0.975664457722589,0.961268478392412,186.201749541284,180.749466666667,189.81095483871,7.93020908964599,31.4328640166585,17.8311919398812,129.6975,125.108825,101.672125,231.5725,194.325325,228.26155,109,12,62
"ZNF792",0.880774938617294,0.378543180556836,0.97609742038569,101.89211559633,110.247925,114.028353225806,5.00193421791021,17.793635609125,8.17828668634703,64.2504,67.5261,61.582425,133.0979,160.1591,162.579775,109,12,62
"ZFP82",0.47833860739906,9.69301589903715e-06,0.394718396915332,77.1520110091743,104.438233333333,136.232830645161,4.70089132600256,20.7697499471107,14.1622765723974,40.296,65.738275,72.671975,107.0707,147.2327,152.8513,109,12,62
"ZNF707",0.771697786210448,0.0130970023832329,0.715544982866812,320.689999082569,355.954716666667,397.525085483871,14.815417377634,36.2908399015673,25.0721734941646,234.2733,256.800075,246.733525,366.2016,426.990775,540.960675,109,12,62
"ZNF746",0.98837326068126,0.138185057813082,0.512289226052057,516.4749,523.256891666667,469.910185483871,14.296213452968,43.6514121216,20.3173282752164,414.3078,429.263375,365.6331,632.316,619.02725,559.14345,109,12,62
"ZNF678",0.696693377855709,0.763031488398419,0.903838496883049,46.4082623853211,37.8024416666667,42.5164177419355,3.75148830944377,9.22739846723332,3.33925603712695,18.1143,15.3068,23.66415,62.8109,48.1152,59.5172,109,12,62
"HKR1",0.984949275937597,0.108976342207961,0.465607211475027,748.324771559633,725.905675,891.529696774194,27.1204619537889,77.193987696305,83.0798996290264,561.7902,522.71555,523.27855,885.749,811.889125,1068.306775,109,12,62
"ZNF101",0.3361709125179,0.793351070382658,0.555267630274166,119.49587706422,88.2699083333333,112.000322580645,8.0966097377891,13.0356656223298,6.4155020169236,80.6026,62.059575,68.431475,136.612,96.385425,137.02785,109,12,62
"ZNF716",0.999993666377057,0.000372967918398137,0.120394909547674,0.342863302752294,0.328791666666667,8.84739677419355,0.225164420200275,0.233358736861178,2.95096073917032,0,0,0,0,0,6.701075,109,12,62
"ZNF708",0.877333443295906,0.876871402148512,0.754036228070347,160.835056880734,148.900316666667,167.089469354839,7.27377565066546,17.724348201863,11.5195554047719,106.9213,113.967325,115.0753,197.4992,196.187675,216.795775,109,12,62
"ZNF721",0.426662443301925,0.242004681028442,0.920013886522428,461.513151376147,392.130875,414.557569354839,18.4192342217253,43.9162695205494,21.6112455290077,335.6412,312.77425,268.8191,564.3852,463.704175,542.1005,109,12,62
"ZNF662",0.970546727236964,2.28164137728859e-05,0.092771645752202,73.6865348623853,82.19055,161.684308064516,10.2463448393917,30.1708492302926,18.0942986635958,13.1224,23.123875,50.4889,91.8176,107.08075,240.9113,109,12,62
"ZNF320",0.98132307383659,0.362259764864331,0.866867948311871,765.093460550459,792.598833333333,871.155614516129,46.6099894257854,119.818581571504,64.1632589166178,489.7307,482.453075,546.835825,874.5685,901.5402,1165.380225,109,12,62
"ZNF530",0.444864403094663,0.091253386709645,0.993272586960526,75.0522449541284,89.7089,88.3267338709677,3.27836957765109,14.1423150441728,5.85019311542427,48.7025,56.93405,59.037875,90.1509,107.9063,108.5045,109,12,62
"ZFP1",0.863536917772655,0.837871944434147,0.71346874900651,226.23387706422,239.876725,218.398212903226,7.37178135167977,28.9314054781832,12.6877096048336,170.8218,178.65905,147.398125,266.559,298.22895,253.03405,109,12,62
"KRBA2",0.852782965913572,0.283051663756615,0.404705975357828,39.957947706422,44.6579166666667,33.0023209677419,2.71856725822038,10.4202093386088,3.53446572095227,21.0773,20.802775,18.77705,48.4493,62.70165,35.80385,109,12,62
"ZNF93",0.909075843062935,0.0422561643707723,0.236876568276628,158.441902752294,141.018525,211.682087096774,11.5083534589517,24.1763519694134,21.6759817987014,77.2446,80.853425,90.868475,211.7998,186.8028,282.945375,109,12,62
"ZFP90",0.976543564822259,0.48747077561804,0.92444720972983,524.421244036697,508.022483333333,477.079679032258,21.1720464215705,47.5849426606633,41.6971823647035,365.7891,424.275275,338.08565,624.3618,582.73045,530.6285,109,12,62
"ZNF479",0.872057849260452,0.226715561473459,0.933873362342787,0.0356880733944954,0.3083,0.508064516129032,0.0195523362477073,0.219268153942458,0.388479414465207,0,0,0,0,0,0,109,12,62
"ZNF445",0.66466215605464,0.661707529861579,0.41451632421457,580.51295412844,528.279558333333,607.980069354839,18.8546150811983,58.2820915626246,25.733958006587,424.5738,393.735,495.0071,701.623,680.599675,727.510175,109,12,62
"ZNF74",0.998080161579742,0.737715293981528,0.945716585190403,535.735370642202,539.699525,561.857274193548,19.8548692518678,78.5071657282567,29.6199102485182,409.3677,334.062975,374.30425,626.6928,679.058325,720.68265,109,12,62
"ZNF829",0.885574587117351,0.100097313362501,0.29592591856576,8.82420275229358,7.24855,12.4468112903226,1.1289602041966,2.43057760517387,1.27085782421817,1.7608,2.831525,4.83925,10.5762,7.83275,16.59155,109,12,62
"ZNF267",0.999796971830141,0.104662708982666,0.546574990041868,252.90211559633,252.203041666667,291.852948387097,10.5547668759951,29.4379216192813,17.4841413677096,179.1569,204.005325,232.512375,305.5984,293.1169,339.31595,109,12,62
"ZNF566",0.926395953426943,0.00328205719277186,0.392976920593852,157.995333027523,168.857941666667,208.384659677419,6.04047046623712,17.9889827100926,17.680421713991,120.0365,160.693425,128.2327,187.8105,203.1145,241.63535,109,12,62
"ZNF224",0.829258340097423,0.828628086002293,0.961270926612288,187.657912844037,169.96895,178.387819354839,10.0862965744211,21.774196228809,11.8326981626082,111.6519,143.622925,115.4771,232.2671,205.68385,227.382575,109,12,62
"ZNF529",0.928673203561767,0.00706417795249725,0.141842786341645,322.578713761468,300.843558333333,417.638680645161,14.2816573007588,39.5307508129631,33.4693219485494,206.0606,273.33935,267.860475,402.8842,321.9549,465.434025,109,12,62
"ZNF284",0.902507859478848,0.971046571933113,0.95169599738286,35.6136798165138,31.6886416666667,34.5154338709677,3.33010684436768,6.22096313350294,2.5866966368537,13.236,14.027675,20.654125,45.9255,45.14395,44.486375,109,12,62
"ZNF749",0.871014822897496,0.847274305509013,0.976830778980566,63.0290486238532,57.6810916666667,59.9645806451613,3.2521143877873,6.23406483393506,4.93893879424989,41.5346,45.017175,38.2268,84.5466,77.093925,74.262475,109,12,62
"ZNF17",0.976154192118204,0.00236610806757065,0.286711624187344,91.8049183486239,94.6898,116.334790322581,3.40811058250626,11.0206220524606,7.5761489980891,65.5724,78.819775,72.625825,107.8167,99.8109,145.8969,109,12,62
"ZNF555",0.894291053319449,0.877509641842469,0.980570368530097,72.1053201834862,68.5062333333333,70.0694903225806,2.34363278037727,8.73166619705934,3.61866210455273,55.0868,46.09435,50.83855,88.0161,85.297075,83.9308,109,12,62
"ZNF75D",0.853285393988518,0.629049903561115,0.998378911904353,377.072524770642,337.957,342.055383870968,25.7764034387049,100.22382830851,17.6794589945226,232.3429,208.173275,234.8795,393.6707,302.681375,430.510625,109,12,62
"ZNF197",0.298815467241774,0.880671646872429,0.216500860702041,377.436352293578,320.085983333333,387.115806451613,11.3426377282766,40.8141027273046,17.4670985322164,296.7399,265.263175,294.69065,449.3581,381.71275,497.223125,109,12,62
"ZNF732",0.652188407053024,0.00993121222107218,0.798994355951726,3.18296788990826,4.60953333333333,5.68032096774194,0.37366463662499,1.49292798291536,0.912547874693313,0.7008,1.292525,1.461425,4.06,5.86975,6.981625,109,12,62
"ZNF546",0.64474672451506,0.0365870355465028,0.0893261771544235,50.6736449541284,41.0727583333333,64.6402016129032,2.67827873838371,6.94517226036403,5.94272826361327,33.135,23.159425,35.494075,60.428,59.8776,72.932875,109,12,62
"ZNF286A",0.922902434324437,0.874584506567852,0.992195764515618,365.816052293578,389.257325,381.664283870968,19.7833292321248,62.6236177858389,24.2096134616187,215.7134,241.234475,248.818,426.9065,518.594325,445.1074,109,12,62
"ZKSCAN4",0.929887475677076,7.85742529353373e-05,0.164411503805324,116.604570642202,122.868558333333,155.498914516129,4.57154859721325,17.0262182438183,8.82242566028005,90.503,86.544175,103.940275,140.1036,137.5452,196.559175,109,12,62
"ZNF643",0.87068195940799,0.646078695181867,0.999371835396649,47.1434036697248,51.4695666666667,51.1675887096774,2.69528156243022,11.61357806898,3.31160850786612,26.1572,27.8624,31.651125,61.4035,69.4508,66.9379,109,12,62
"ZNF642",0.732330958024655,3.62292861838531e-05,0.273260255045324,79.9785458715596,89.6221416666667,110.12194516129,3.80750641964948,12.350353459765,5.82946632342512,52.0183,69.8298,78.156675,105.5304,106.363175,139.318125,109,12,62
"ZNF490",0.178973095615023,0.115464985218418,0.758345277548027,232.966871559633,290.130558333333,266.522164516129,6.61809265602056,22.8416847966887,19.3815435027789,187.9607,238.679525,157.993875,266.7035,318.147575,293.587675,109,12,62
"ZNF626",0.62252052210941,0.783113639574429,0.435639329361316,194.504555963303,122.812858333333,221.403919354839,26.0853309257978,39.8907235913873,29.8103454763672,8.0762,16.93645,22.647,277.2907,168.32,358.62495,109,12,62
"ZNF793",0.959082288900861,0.0806409160090539,0.366330029430957,157.291682568807,148.389608333333,193.848941935484,9.9508869245814,26.8054370500776,14.301609766132,98.1452,103.472925,131.74935,193.9845,211.732025,219.99815,109,12,62
"ZNF383",0.999295532557284,0.0201826053781232,0.342802533069943,65.7374871559633,65.1241083333333,90.0382677419355,2.58815629540961,7.56284264227993,11.3396666877277,44.7168,49.32185,51.06365,81.5466,81.406075,99.5501,109,12,62
"ZNF669",0.836729875591378,0.646167488933887,0.994609715037263,114.59523853211,104.136,106.022948387097,6.17983996240279,14.2906591755106,6.91271838682559,68.2102,60.5964,61.424775,137.1191,126.75825,142.14925,109,12,62
"ZNF559",0.944920744729045,0.0466304301052149,0.286104901218119,233.309974311927,221.002558333333,281.314993548387,10.9803857125864,26.1211768917872,18.9438957686597,160.6956,167.351275,163.599475,280.1034,289.43985,376.41075,109,12,62
"ZNF177",0.976610543638384,0.707838245525952,0.978167885950415,125.135924770642,120.142366666667,115.141872580645,7.53848054677217,17.1882003264895,10.5634302155468,65.8803,81.2144,41.421875,156.8797,151.773325,156.0978,109,12,62
"ZNF548",0.78327782150134,0.237415188501093,0.311364345205624,198.704589908257,177.232791666667,226.102287096774,8.5986293324627,23.9998803031468,16.8493516536338,136.8805,106.725225,138.7117,253.012,236.582775,283.39065,109,12,62
"ZNF563",0.995280067975495,0.0558846367346636,0.527872704683571,62.9624155963303,64.1894833333333,79.0192935483871,2.52042117290336,8.473936245539,8.24558982651084,40.5159,47.23925,38.061225,78.4152,70.8956,89.206975,109,12,62
"ZNF567",0.952427511827406,0.0721336786120098,0.686125432910907,136.204460550459,144.167558333333,167.157512903226,7.66292103998164,21.0878344719409,13.0596901352758,90.1126,90.737475,107.821125,172.5018,209.111975,214.16635,109,12,62
"ZNF573",0.961119195511775,0.579305189800565,0.726821022414454,9.2507880733945,8.629825,10.4586161290323,0.701371546136625,1.33396250351219,1.07875254195049,4.0226,5.014625,5.9299,12.6406,11.5823,13.494425,109,12,62
"ZNF527",0.979610407097341,0.03434953176512,0.316143570038168,98.1672146788991,95.0392083333333,119.417653225806,3.47475844821699,11.7735240088466,9.60614747053288,75.8636,71.232375,85.6206,116.0691,115.875175,127.852925,109,12,62
"ZNF33A",0.949637444758728,0.0924838445242977,0.366840059379188,1148.7966266055,1102.50431666667,1314.90320806452,42.2686076528613,173.821331476593,71.705498573858,826.2889,624.729725,911.910575,1408.2719,1427.299775,1754.9722,109,12,62
"ZKSCAN3",0.991184130276928,0.324029314946958,0.818826645884452,69.5707091743119,71.0780666666667,78.510685483871,2.87257451409931,13.0533328204259,6.41447307326079,47.5544,38.88075,41.78455,89.5921,96.703425,112.425725,109,12,62
"ZNF676",0.990470727899992,0.00396106502933991,0.288394094234191,1.60317798165138,2.35720833333333,11.3184758064516,0.485439242653967,1.01698250100096,4.00899997985079,0,0,0.470525,1.0703,4.1215,4.900625,109,12,62
"ZNF699",0.850698404151517,0.942753554962132,0.931930010584436,9.89127064220184,8.37104166666667,9.41143709677419,0.871212679872143,2.35525145397112,1.22140503702272,2.6925,2.6307,3.74255,14.0265,9.816475,11.489025,109,12,62
"ZNF250",0.826947314374242,0.000475164502166892,0.35541569967257,308.254017431193,340.5376,418.952388709677,13.4602214401101,59.865787409392,29.3942050352272,220.113,233.0181,241.307825,377.5748,387.43145,508.9003,109,12,62
"ZNF79",0.00648661579937626,0.183852623314031,0.000439807001436754,97.1249972477064,132.020633333333,86.6986741935484,3.21074711714458,23.1292014128714,3.84248680092084,75.0416,95.772425,72.084925,110.1974,116.30285,98.3431,109,12,62
"ZNF681",0.99888565554855,0.396498991962312,0.813310899955456,143.83897706422,145.0982,162.890893548387,7.67983367572415,27.6437132936937,13.8972637050427,88.9884,72.533,79.457525,206.2482,176.6033,209.4271,109,12,62
"ZNF766",0.485440285647366,0.711994802496077,0.757094190551104,465.172305504587,522.235966666667,485.596364516129,12.1962134635025,30.6296467138465,27.8150411659871,387.1757,458.112575,342.17685,531.7634,592.067075,585.9838,109,12,62
"ZNF471",0.909159281575703,0.907861787839308,0.813593425537665,98.638847706422,88.1713083333333,104.154283870968,8.78036823508595,19.0051989763745,8.57187969295244,29.0568,18.806975,53.703675,142.7442,129.413175,139.82255,109,12,62
"ZNF836",0.99332519810887,0.553177449402465,0.90830708141483,110.504428440367,108.484733333333,100.545298387097,5.8743429572589,13.6515265181354,7.67086456430985,68.9655,65.4289,60.8507,151.463,141.921675,131.646475,109,12,62
"ZNF493",0.896507667820468,0.221800753252699,0.911581345803546,179.295209174312,194.399316666667,208.815141935484,9.95177077664042,43.6719825527986,14.7267981234137,101.3584,119.482975,117.689,232.8822,205.687225,281.331275,109,12,62
"ZNF167",0.968867483935756,2.25676954901388e-09,0.0016286689612538,59.4664944954128,54.9968833333333,122.923893548387,4.92262608337761,14.2823416686206,9.82692699531295,25.1866,20.349,60.589075,84.507,70.675025,186.6173,109,12,62
"ZNF565",0.820605472571333,0.00138351692602634,0.445056864772396,67.4744669724771,73.756725,86.9758709677419,2.17609307809966,5.47553232103102,6.38201981284293,52.064,64.336075,53.881775,81.7031,83.75035,104.676375,109,12,62
"ZNF34",0.5637828977064,0.0715211421482135,0.990609731499408,107.130395412844,125.10685,127.492182258065,5.07051348968254,12.5518767458236,8.57687202417047,75.0724,82.11375,78.985075,119.7705,156.4669,155.378875,109,12,62
"ZNF140",0.967489995792202,0.376883641602178,0.634534906020362,546.920466972477,561.3014,505.871887096774,19.3531363017288,51.9005163061345,22.6837974115121,422.7362,480.706725,406.59055,668.3917,700.827425,621.874025,109,12,62
"ZNF658",0.832887335989324,0.978930084412794,0.789761825358759,39.0987568807339,42.4777333333333,38.4961435483871,1.83144904267764,6.01341040880692,2.44499495764547,24.3702,26.318575,24.586,52.004,56.00195,49.9624,109,12,62
"ZNF765",0.744112275776865,0.534355506690412,0.984604061170249,189.743537614679,209.832808333333,205.066380645161,7.67879867825253,31.7985919920194,12.9388044732646,131.5496,138.123425,134.602025,248.0296,301.853775,248.765625,109,12,62
"ZNF124",0.887276027312473,0.387633416973277,0.974891101194319,106.05831559633,95.093925,89.8538516129032,8.455040652061,13.1365370661496,7.5005803495663,46.8661,72.57335,39.8259,143.121,132.575575,125.84855,109,12,62
"ZNF569",0.98654595682823,0.145599768030104,0.51373188873132,132.877578899083,127.889566666667,164.268969354839,7.24142527895428,16.0735326519101,18.6737130812094,77.4527,84.757925,92.35545,166.0574,164.48545,182.621175,109,12,62
"ZNF777",0.494866382640021,0.239127335954375,0.959174951201366,615.146267889908,691.902075,672.588767741935,16.922891871161,66.245117269505,36.2678171397239,513.5841,584.47105,499.093175,729.0323,829.2284,748.4428,109,12,62
"ZNF605",0.707112488725266,0.965763316223457,0.798766162986046,424.575617431193,466.083575,431.448196774194,15.1608700367608,51.2612795751972,24.4620270072846,309.3275,395.8863,268.60865,523.3026,576.82455,540.103475,109,12,62
"ZNF799",0.527006903338642,0.734569764519632,0.784181551739389,219.001593577982,179.830791666667,204.80705483871,10.9892336671036,28.4650894625873,16.4686112133619,147.7286,121.4206,116.583,268.9677,236.961,257.362725,109,12,62
"ZNF782",0.969482191610533,0.556576488136405,0.953878772352705,54.2666082568807,52.1966666666667,49.5472161290323,2.89201148818869,9.99847232734364,3.1111890439693,30.837,30.5681,32.8487,72.6856,67.234975,63.5567,109,12,62
"ZNF846",0.891759590407144,0.819164392038741,0.737923871324961,54.9803853211009,50.7046166666667,57.9323629032258,2.63233399250782,9.90129337919465,4.49763863302158,32.2355,20.2172,27.839475,69.2405,69.64805,81.8931,109,12,62
"ZNF136",0.956946301707476,0.0113812924266246,0.193584654919006,202.331674311927,190.554308333333,265.705811290323,8.6888634311365,24.7182079941097,25.2454883066239,139.9973,147.636875,121.457275,251.4905,217.830225,353.249875,109,12,62
"ZKSCAN5",0.986511286221908,0.317609519181748,0.651872851274403,378.275230275229,373.175933333333,402.91395483871,8.78781227651362,22.7779935933232,16.8688263609686,317.5099,315.33315,324.5364,426.1374,405.753275,468.0395,109,12,62
"ZNF33B",0.433208008396526,0.296760607300116,0.899012540964061,797.439921100917,672.369225,718.475564516129,33.46494133956,98.5347883489165,37.9207810920928,547.6636,410.66325,483.688475,1003.7695,844.8833,915.948925,109,12,62
"ZNF431",0.578563580948541,0.0103425667902142,0.0406358849375397,120.141373394495,99.6155166666667,151.735303225806,5.38167765747902,15.9673757456858,10.8730983292447,76.8925,62.848775,87.907825,160.7696,130.648175,191.772725,109,12,62
"ZNF418",0.491438881306519,0.00107190764768383,0.010669054946029,56.2923798165138,29.8784916666667,100.319240322581,6.29902041324342,13.317378400179,12.1255808293541,5.0357,3.765125,10.24925,96.6785,29.536975,147.387925,109,12,62
"ZNF700",0.444581307639264,0.548107111204621,0.79507918853634,322.102305504587,388.092108333333,351.797380645161,12.0748139320264,85.7471039212558,28.3160900962194,237.2359,244.58485,206.16625,397.836,403.300325,437.67615,109,12,62
"ZFP28",0.892613710195242,0.0587437168542208,0.751598553571232,130.499611009174,140.411525,156.719519354839,6.41441861917368,25.9810382208691,9.66537694895567,88.6194,91.26005,106.2925,169.5725,223.720625,192.8803,109,12,62
