"gene","p-adj-N1-N0","p-adj-NX-N0","p-adj-NX-N1","mean-N0","mean-N1","mean-NX","SEM-N0","SEM-N1","SEM-NX","Q1-N0","Q1-N1","Q1-NX","Q3-N0","Q3-N1","Q3-NX","count-N0","count-N1","count-NX"
"ZNF213",0.283856302570825,0.934342896673099,0.340069972400586,371.966124267782,425.57756875,376.204724100719,8.56276394689123,46.503014326963,8.24968051708498,290.85855,304.72655,291.322675,427.8283,609.19785,430.089875,239,16,278
"ZNF343",0.88723854773839,0.701073968567986,0.737550806224094,287.781235146444,277.14965,294.042506115108,5.83196231967519,21.927637972661,5.20581917703575,224.8769,202.128175,245.2457,345.04625,341.33095,332.57095,239,16,278
"ZNF302",0.768016318042448,0.784719997635309,0.886405860401702,691.244191631799,643.3749,675.573842086331,19.3576060164709,44.0404524149919,14.5063741924495,519.50075,507.252975,542.562775,805.84365,765.5539,766.1113,239,16,278
"ZNF268",0.867138677421618,0.763152972993404,0.960462120082555,409.439983263598,391.72498125,401.104335611511,9.14861312200008,40.9857303117807,7.62263375854714,321.0752,251.99995,311.7013,481.6895,513.848775,469.76445,239,16,278
"ZNF184",0.215123208665222,0.868188314865257,0.152119697945336,244.909874895397,203.7722625,249.155315107914,6.05711492099854,17.6042741327683,5.83664299959071,186.65,170.83305,185.6072,285.60595,231.621225,288.599325,239,16,278
"ZNF500",0.16959335594268,0.92313249131562,0.213746973610586,208.844333054393,180.71070625,206.813577697842,4.15235339416715,12.8074091749414,3.44747587791357,170.01655,149.53095,168.28845,249.01,216.339525,243.5142,239,16,278
"ZNF419",0.49325126722644,0.991202042355151,0.463872238271356,167.600242677824,147.92156875,168.350427697842,4.81570379494647,18.410607837713,3.58719739107378,117.98635,90.288775,129.40185,203.2609,193.1472,202.0938,239,16,278
"ZNF175",0.0899223048063931,0.9778482689513,0.0750683107974882,224.926491631799,186.542425,226.182575179856,4.54811582073292,14.5833448029207,4.28953177000838,175.3778,143.217175,176.5728,268.3225,236.538375,270.405775,239,16,278
"ZNF14",0.0104852822678851,0.0682001285882163,0.000732610825062596,205.505183263598,156.28844375,218.347731294964,4.32789455101473,9.44014468242749,3.92388605453961,159.57965,122.32635,170.35405,247.30205,185.2712,251.954175,239,16,278
"ZNF85",0.796220864359191,0.442523065573665,0.971756734778042,109.24599748954,101.20505,104.041981654676,3.16395373304865,6.80893754136184,2.93008850990834,78.967,82.57325,77.82265,121.9584,122.018025,119.313125,239,16,278
"ZKSCAN1",0.817207526025153,0.685842903687082,0.943766614766836,779.124044769874,720.198,751.59815971223,24.3485008488555,119.936374483539,22.2470351929756,529.62065,387.1672,465.509975,995.9792,939.42355,968.04875,239,16,278
"ZNF862",0.94179455817307,0.987213764750465,0.922055198830981,560.495974058577,583.76474375,556.814392446043,18.5914505485359,82.8397778043208,15.3911477173226,382.00485,402.1494,372.657675,679.09745,627.3531,676.714475,239,16,278
"ZNF684",0.036325600045082,0.724515142259147,0.0682721931338631,92.1238594142259,58.27079375,88.5477658273381,3.94832110879642,4.91727845193583,2.77960208055605,59.0036,47.20455,62.764925,99.1645,69.7687,100.39985,239,16,278
"ZNF430",0.715834384395026,0.40625741070697,0.937145421371872,106.14170125523,97.76673125,101.43816618705,2.79541274030468,10.1405821334573,2.41316287264026,81.7438,76.73675,71.499275,134.145,128.250625,123.695,239,16,278
"ZFP30",0.228037524874004,0.78474567845743,0.145708627265889,191.574843514644,159.49273125,195.997268345324,5.27811149423626,15.2201422960653,4.24172406622124,139.2629,127.3163,155.17035,236.07685,196.8868,230.8892,239,16,278
"ZNF549",0.107322321504341,0.785469923726364,0.0623486079447891,166.981280334728,124.4590875,171.732733093525,5.48188908358317,14.0426878674807,4.76630635132485,96.95235,96.994525,105.6508,223.7981,175.998575,230.94505,239,16,278
"ZNF211",0.0652536341587788,0.754660636646719,0.0342162552652486,233.130874895397,171.53815625,239.842176258993,7.4023371594779,21.7392545281053,5.99649333103328,158.06835,104.648275,173.310075,286.04815,245.89585,288.4963,239,16,278
"ZNF205",0.566854407157282,0.263947162856756,0.878209628762079,348.559832217573,393.0868125,371.909247482014,11.5492860920229,69.9280870844201,9.1836092577665,236.2632,200.4693,270.331725,414.3769,482.8067,429.75595,239,16,278
"ZNF45",0.12525133579803,0.982980179300829,0.108011697169734,287.056633472803,246.559975,288.306928776978,5.48022208230645,23.5325109500975,4.52696915926823,225.16725,182.148675,230.513325,343.16045,323.874025,349.086475,239,16,278
"ZNF133",0.887633721498542,0.787853210324311,0.767693457026404,285.178239330544,270.62185,292.213431654676,7.82700977410932,28.4319230455838,7.30161579610906,206.1058,185.06605,217.684675,324.9959,359.675075,329.536175,239,16,278
"ZNF436",0.924522654630204,0.996434904099629,0.912903470532886,543.666584518828,517.83688125,545.548452158273,17.862512178148,51.73596223601,15.476309869694,384.4509,344.922075,390.95575,627.74785,592.79695,658.194325,239,16,278
"ZNF484",0.00416467011647448,0.415733784938944,0.0155454672237295,101.211147698745,73.5882,97.4803561151079,2.23736402245163,7.96245601667601,1.94927810235409,78.30095,53.613525,73.5659,123.35345,92.3876,119.346325,239,16,278
"ZNF780B",0.108682197568569,0.476440816263637,0.234307083092499,297.126615899582,224.43718125,282.833222302158,9.7995149733422,23.7941625918526,7.81748617292714,189.7312,145.61865,194.284125,372.66165,307.133525,351.317625,239,16,278
"ZNF557",0.124392496095961,0.999810730007723,0.120501520514153,161.722044769874,134.8609125,161.808979496403,3.53087937846181,10.0034463207681,3.15429247922801,124.25525,105.659475,129.096,195.07795,157.40215,192.385975,239,16,278
