"gene","p-adj-G2-G1","p-adj-G3-G1","p-adj-G3-G2","p-adj-G4-G1","p-adj-G4-G2","p-adj-G4-G3","p-adj-GX-G1","p-adj-GX-G2","p-adj-GX-G3","p-adj-GX-G4","mean-G1","mean-G2","mean-G3","mean-G4","mean-GX","SEM-G1","SEM-G2","SEM-G3","SEM-G4","SEM-GX","Q1-G1","Q1-G2","Q1-G3","Q1-G4","Q1-GX","Q3-G1","Q3-G2","Q3-G3","Q3-G4","Q3-GX","count-G1","count-G2","count-G3","count-G4","count-GX"
"ZIK1",0.889633877953264,0.270310528160902,0.00200836200628296,0.0219235390080043,3.28213940137267e-07,0.0342706521890613,0.929432516422877,0.762345624177368,0.518319307401443,0.282536709789464,112.810175,97.6309303191489,79.8259583333333,60.9965507462687,151.8228,11.8555531121458,3.65185494722094,3.33557267889375,4.36796865933828,NA,94.18225,58.60635,45.139325,34.8052,151.8228,128.289225,124.2608,112.4147,79.3695,151.8228,8,188,180,67,1
"ZNF540",0.950536617254985,0.997074109066014,0.673352015973617,0.99152613324049,0.0221381167736591,0.249867537364794,0.822203544951715,0.632876417514929,0.719463985867358,0.873328988746311,78.715925,92.0979734042553,85.0177655555556,70.1197358208955,20.766,12.5869340098849,3.77818391268085,3.62666758670386,6.91629108089192,NA,51.6392,57.97965,54.68145,38.24765,20.766,97.749325,114.90815,103.042175,94.25985,20.766,8,188,180,67,1
"ZNF570",0.974388954993283,0.491769614375938,0.0048696709351661,0.0406368377711631,8.756402403165e-08,0.00945568657336626,0.993466963107135,0.99941066761833,0.999923602486337,0.974639625100649,85.115725,79.1223473404255,69.13294,56.1893970149254,72.8703,9.15065903670234,2.13146150918957,2.01122729456947,2.87922910449543,NA,70.2252,57.95725,50.608925,42.26565,72.8703,97.706,97.513125,89.991025,68.59575,72.8703,8,188,180,67,1
"ZNF57",0.828980987413531,0.952364790600654,0.770012425407395,0.999999822936097,0.0476874983745338,0.3242158816341,0.975172651995176,0.848939355723903,0.899660129164057,0.971898388011917,62.67285,73.6901404255319,70.17093,62.3516552238806,44.3009,2.57981730270908,2.56618307070339,1.85756110574667,2.32107403168785,NA,58.181525,55.88745,55.787725,52.7223,44.3009,69.280275,82.865675,77.812875,70.5576,44.3009,8,188,180,67,1
"ZNF556",0.825203425939956,0.790190589351101,0.999301780089166,0.969803562814997,0.838585127069918,0.749937781260661,0.999999999945047,0.995240092175495,0.99396541822995,0.999278617380775,0.9509,3.52146436170213,3.68690333333333,2.53442537313433,0.9229,0.32011309664376,0.412524094305275,0.636827746855013,0.377971741723012,NA,0.35795,0.645275,0.436925,0.5148,0.9229,1.205375,3.94505,4.2801,3.5292,0.9229,8,188,180,67,1
"ZNF554",0.987781294615313,0.971851536304384,0.992620050472398,0.298014044228197,0.00131375373002895,0.00458145597188409,0.359707572939466,0.40232434594572,0.429898899792359,0.749911500630724,124.4428375,117.981868617021,116.347371666667,98.2289686567164,54.4532,8.58622571680815,2.51179089327076,2.98150268695312,3.70799056044036,NA,102.32315,91.0734,91.9926,76.27985,54.4532,136.527125,138.5497,136.829575,118.952,54.4532,8,188,180,67,1
"ZNF738",0.994351718514092,0.990864360312694,0.999714858216606,0.999578143386642,0.514407615692855,0.432913656407909,0.853748947795633,0.890765001870845,0.898294772103582,0.788479326155184,134.755975,127.40915212766,126.418101111111,138.680247761194,81.2183,11.1191964016989,3.49959136153337,3.67271818632047,7.34748110697508,NA,104.291225,96.897825,92.730475,94.8508,81.2183,155.63165,148.187525,145.471875,180.1043,81.2183,8,188,180,67,1
"ZNF596",0.993243774439735,0.964251446504546,0.922045747716455,0.332001705743903,0.00124649464003579,0.0115608070015801,0.860874637634904,0.899770307208092,0.92874230933573,0.997008343666502,125.2032875,116.95749893617,112.307601666667,87.3955194029851,68.7587,16.2360757343071,3.87087169491243,4.30557377344134,5.54279144121336,NA,89.0066,81.23105,72.588125,56.8628,68.7587,155.26785,142.232725,138.65085,108.2534,68.7587,8,188,180,67,1
"ZNF621",0.999999983129912,0.999901251904161,0.980857377858506,0.991926625814396,0.745941576363905,0.931854929049154,0.99875266330787,0.998565693494652,0.997036346479353,0.991225798909308,511.9870875,510.660833510638,523.626433888889,548.974110447761,447.162,48.8044373960447,15.9250240169689,15.920862635256,32.0634472694308,NA,416.559775,359.15115,369.049075,389.65485,447.162,558.4345,615.404675,649.674125,665.5272,447.162,8,188,180,67,1
"ZNF680",0.899097779383561,0.92205186317669,0.999406008248068,0.96909737161485,0.975728104593937,0.993093550137829,0.403266496955003,0.542506810210763,0.527256139366074,0.492814168874677,190.4748625,218.141742553191,216.108633888889,210.877625373134,349.7923,12.1850865339259,7.42942813611103,5.55220179520615,8.0255258849429,NA,181.813225,161.512025,164.107275,167.1593,349.7923,201.52805,250.640225,253.9143,265.4842,349.7923,8,188,180,67,1
"ZNF483",0.59361392068988,0.240759194782893,0.222651408618561,0.011754051273534,2.2179375975151e-05,0.0113440539078018,0.868167771236311,0.98696172893883,0.998541092215619,0.999787778606455,39.922775,31.1053430851064,27.427365,19.6419194029851,22.6119,7.161835287175,1.36885710402394,1.22516102145875,1.25241465504594,NA,24.92425,16.903925,15.168375,11.852,22.6119,49.459525,40.55695,35.96995,27.18635,22.6119,8,188,180,67,1
"ZNF417",0.500812286053496,0.138255608203968,0.0840773311001571,0.0131792891348882,0.000173687799964628,0.101288900359045,0.382414221507091,0.681491013073813,0.830945267011538,0.95707343267697,211.7925125,175.752559574468,159.190687777778,137.147747761194,93.2164,21.0169907781983,4.82921307653174,4.4096053281545,7.47224579622674,NA,174.396275,122.81335,117.6747,83.0237,93.2164,237.654075,223.066775,187.60365,184.13885,93.2164,8,188,180,67,1
"ZNF791",0.98663193448235,0.658831170600936,0.0294009054298678,0.0833410698126502,1.10646577478057e-06,0.0115038613747408,0.99998368753592,0.999988040427361,0.995112402367485,0.915671091650278,315.6245375,300.089234574468,274.188659444444,234.950664179104,307.3373,19.1299035360026,6.59446326703702,5.96390567955122,10.2427027499072,NA,279.12495,241.493,212.786275,164.13355,307.3373,360.340875,357.238025,323.595,307.28735,307.3373,8,188,180,67,1
"ZNF519",0.9999999410857,0.9997194841156,0.978825795023176,0.928371572459689,0.237343562257613,0.475936905968315,0.999999976379118,0.999999877117001,0.999987137584194,0.997763908390319,39.3449375,39.1989696808511,38.1263227777778,33.9327119402985,39.6862,4.6905635537876,1.31482145074933,1.36517158406837,2.07275874411603,NA,26.46095,27.1282,24.49695,22.17755,39.6862,51.9649,47.423875,47.023175,42.13425,39.6862,8,188,180,67,1
"ZNF25",0.894163505526561,0.419851658910806,0.0382881264396453,0.144990131935987,0.00179612900779069,0.452324267920689,0.882580514863208,0.680662051546452,0.490503310997989,0.350754684980432,579.6977875,525.877144680851,477.269386111111,437.934211940298,742.9626,49.7480848317028,13.6186591230295,10.8875351679837,17.684637565744,NA,508.9745,396.378175,376.710375,331.86785,742.9626,650.894475,615.320325,552.7526,525.13535,742.9626,8,188,180,67,1
"ZNF77",0.989311827956589,0.943742021123416,0.875864927172153,0.907103150216959,0.817257819822784,0.995626868710907,0.119505777345412,0.129077036617785,0.160603578186576,0.183779589356289,58.4203375,54.916364893617,52.8992155555556,51.7991776119403,6.922,7.01828606702157,1.41292604992144,1.44151199937106,3.04667827058713,NA,43.184325,42.294,40.150775,37.99815,6.922,67.5726,64.906225,61.047275,59.2053,6.922,8,188,180,67,1
"ZNF169",0.808808736814097,0.85252443647035,0.998077493138923,0.81472558523845,0.999994414823337,0.99838082311873,0.797727053252372,0.934378553005981,0.924852328993074,0.938235114030831,92.847025,76.1740968085106,77.5216111111111,75.7516835820896,42.9165,12.4377703849827,2.8511056398636,3.06066713273384,6.44880988122018,NA,63.03975,47.440975,45.777675,41.19115,42.9165,109.958275,98.124625,101.3921,104.66125,42.9165,8,188,180,67,1
"ZNF613",0.789165343535505,0.999479070643321,0.0145538940558236,0.999999836200937,0.0275261780872759,0.969911303228901,0.999074443321177,0.999916727302506,0.999709106445908,0.998675764957431,112.9975,125.675355851064,115.461978333333,112.659643283582,121.3659,3.82379878850862,2.39702743693737,1.90276305574043,4.81656893423917,NA,105.696025,107.362525,99.81085,86.92365,121.3659,117.9106,138.881975,132.567175,137.25185,121.3659,8,188,180,67,1
"ZNF404",0.97080927198394,0.921972832074949,0.956445905007771,0.158282478376387,0.000153116496948269,0.00137150890985593,0.855331457562106,0.920497861147689,0.941955595661115,0.999552352834525,27.012625,42.3055579787234,47.24259,84.327552238806,98.754,8.08702031590812,3.00558458057427,4.59481604370044,15.091152979369,NA,11.895875,16.63045,16.0808,19.37015,98.754,32.272325,53.38865,55.55015,95.2934,98.754,8,188,180,67,1
"ZNF135",0.893044248519562,0.528295704936464,0.169783210736388,0.450883219197903,0.224673691010432,0.991158152905014,0.981998133188929,0.99908900373543,0.999999953446965,0.99999919026418,172.6058375,147.878157446809,130.354835555556,125.454979104478,128.7494,14.9189958037317,4.83367531276422,5.68647180797078,11.7643423198815,NA,134.582225,104.008575,70.47365,44.15755,128.7494,202.937,193.992425,177.825325,168.82865,128.7494,8,188,180,67,1
"ZNF620",0.999862458296549,0.999729376247342,0.756938835904921,0.729816597483647,0.00270301408972651,0.0469918920368407,0.992222517684726,0.98513431436878,0.99469829059672,0.999999999952998,39.98505,40.7514813829787,39.0754261111111,33.7386656716418,33.6871,3.32405047118722,0.930268183832476,1.1017318758106,1.49442695846775,NA,32.6633,31.67135,30.2606,24.8566,33.6871,47.908525,47.7528,44.759775,43.2508,33.6871,8,188,180,67,1
"ZNF619",0.994284430068777,0.961338236512455,0.880874832700427,0.487116993209696,0.0118811264848384,0.0884916096526692,0.999998817299793,0.999981075700558,0.999687116356486,0.981884534515078,55.58185,52.3175909574468,50.1319811111111,42.1029373134328,54.4532,7.4085434507109,1.71038427184739,1.62942891819531,2.4469272621429,NA,46.724125,35.540875,35.505375,26.57905,54.4532,62.552325,64.83635,63.174975,55.41555,54.4532,8,188,180,67,1
"ZNF354C",0.412563906924356,0.0602633480317228,0.0113253771786781,0.00624623540988001,6.1661589666695e-05,0.186712114605024,0.389526299220467,0.720435946610552,0.890818644029286,0.974914827764743,99.26125,71.2795829787234,56.2134877777778,42.2468044776119,15.2284,16.3018096959904,3.53733263670662,3.30367466292862,3.92627105986787,NA,73.1039,34.676625,23.379925,19.3328,15.2284,120.030125,100.6121,74.3731,52.6416,15.2284,8,188,180,67,1
"ZNF114",0.993382684412304,0.999986680072077,0.776260682928925,0.999999100870388,0.876002638385955,0.999973027265936,0.999418093038617,0.99998669871475,0.999584663042632,0.999463536220085,122.9221125,54.9038835106383,108.785706666667,115.46742238806,15.6899,115.942043182618,14.2774785609454,48.735248993295,27.0376797661775,NA,4.391025,3.584925,4.0808,6.3128,15.6899,12.198525,25.761225,44.992825,88.8695,15.6899,8,188,180,67,1
"ZNF454",0.723591525403285,0.351922880057514,0.240569989011678,0.194401913131059,0.0855230254556056,0.847140910692327,0.369952960893524,0.586485272890078,0.722005180711963,0.806788672943053,23.0065125,18.3645015957447,16.1521283333333,14.6503641791045,3.2303,1.85342552746814,0.783569738362445,0.746949196007373,1.25021109533824,NA,18.157425,11.13495,8.3987,7.46615,3.2303,27.1245,23.470075,22.066325,19.2752,3.2303,8,188,180,67,1
"ZNF543",0.347324373797875,0.0590877049052307,0.0340826512932298,0.00461366960693044,7.86223335698111e-05,0.118513074323507,0.29643297068345,0.63474121845673,0.811596899850144,0.945740705544514,151.37795,126.866661702128,115.845222777778,103.251637313433,75.6807,9.13015246383417,2.88592602312029,2.60085753153158,4.17685952511954,NA,128.404775,100.221625,93.238925,83.55805,75.6807,173.8588,154.7722,136.155675,126.0637,75.6807,8,188,180,67,1
"ZNF354B",0.999989827148065,0.999991255888249,0.999999997452395,0.999999569041663,0.998110797473892,0.998325560621224,0.791896413422984,0.738412579267398,0.73912684145167,0.76662762632248,165.4147125,168.349225,168.242669444444,164.036055223881,46.6082,23.3417885388098,7.02838661756408,6.90169122304329,15.2636532931614,NA,121.91255,92.197525,102.87935,102.2643,46.6082,176.227575,220.039,219.368025,196.16335,46.6082,8,188,180,67,1
"ZNF223",0.999922274223473,0.993902257829853,0.317931690710326,0.412441350923846,1.25959689919464e-05,0.00468338986287409,0.999999463771855,0.999999999241128,0.999707410836145,0.959426564339726,100.5514875,102.246960638298,95.4105811111111,78.1549119402985,101.9843,11.1389121400328,2.53339053744354,2.71182523434813,3.43557835185433,NA,81.337725,78.3366,70.144775,57.8103,101.9843,121.2245,122.955325,115.7483,97.2224,101.9843,8,188,180,67,1
"ZNF713",0.827276289707221,0.365734347904274,0.0676462023197324,0.377327635722098,0.251577696038354,0.999967576320246,0.99995878705667,0.986931302368584,0.937122096501853,0.933724930650518,53.8917375,44.1319920212766,37.1451561111111,36.7454970149254,57.0374,11.2854223653149,2.218976118205,1.46529939060122,2.8777378163297,NA,33.3182,25.584975,24.38695,21.3406,57.0374,57.628725,53.4907,45.479975,47.1741,57.0374,8,188,180,67,1
"ZNF552",0.924797041237555,0.986314706988021,0.824003619754616,0.949016341589796,0.000702716759654054,0.0126922475540165,0.997215895299651,0.966350212514355,0.983056473866024,0.999989175171176,116.3901,127.157029787234,123.108705,106.41872238806,103.3687,8.56015208507669,2.67240198001061,2.74980017363875,4.35059345718965,NA,110.0427,99.058275,97.02695,82.64045,103.3687,130.7253,149.313825,142.7392,125.3772,103.3687,8,188,180,67,1
"ZNF154",0.198191132230121,0.0733087628823121,0.551010024119097,0.0170378682741466,0.0556142481863438,0.512678564660655,0.893304979893272,0.999736467619034,0.99999987391328,0.999663889501345,137.893275,94.7396930851064,85.9647194444444,73.4541104477612,84.4485,10.731860595338,4.37664221605869,3.94688972662019,6.13446333515217,NA,120.5259,47.42505,48.593675,38.41935,84.4485,154.840275,128.143525,115.92205,99.9885,84.4485,8,188,180,67,1
"ZNF571",0.969446925130824,0.999153633801601,0.670391430606252,0.99928015739815,0.168182281494983,0.720674061472644,0.371174546343249,0.20543913519326,0.267565965442266,0.367250345367183,90.93445,97.444479787234,93.49015,88.3950447761194,36.4559,7.66401908603256,2.01903865032733,1.92083927151334,4.49823276511364,NA,78.4588,80.73085,76.129475,64.19615,36.4559,96.14465,110.5305,110.129825,100.2223,36.4559,8,188,180,67,1
"ZNF443",0.999654358803351,0.985545140150184,0.802268968584933,0.406069039183585,0.000489589904977827,0.0105189338109742,0.38960658027888,0.371274606542963,0.440750990717021,0.739836529437745,86.928825,85.061945212766,82.048765,69.8852970149254,37.8403,11.8230212744602,1.84647283134082,1.92534471188152,3.40829332691959,NA,68.818575,69.6722,65.4171,52.5943,37.8403,97.673125,99.716875,96.020225,82.52475,37.8403,8,188,180,67,1
"ZNF792",0.571424858256223,0.273706601532878,0.411116926180188,0.0299989824597877,0.00102497229210519,0.069142278180771,0.661797696505474,0.900674970729908,0.954471722645873,0.997319076419374,192.718525,161.74932606383,151.288047777778,129.688559701493,110.2907,25.5374409813859,4.37280789394352,4.14970721067484,6.68055046509158,NA,150.761625,122.766525,117.2243,95.2481,110.2907,226.9963,182.11425,179.860925,157.69805,110.2907,8,188,180,67,1
"ZFP82",0.999999807775246,0.79590020218351,0.000747077631787274,0.823853373509088,0.0338043357467946,0.99999931816403,0.999573479060142,0.99956385077667,0.971059654725499,0.972519459126562,110.91895,111.275032978723,97.7516905555556,97.9454358208955,118.1357,9.46228939371214,2.46642419502512,2.3134018697572,4.07283885212135,NA,97.015625,88.074375,78.067575,76.6582,118.1357,124.66515,130.85335,116.13745,117.70945,118.1357,8,188,180,67,1
"ZNF707",0.888592859299852,0.99252980816276,0.446290408169795,0.966558484029642,0.000584327952910635,0.0425253466528063,0.5347553462805,0.690771544541157,0.578861841941719,0.337145165523925,143.0288625,127.000750531915,135.451978888889,154.749040298507,64.144,11.4585179644873,2.91499046526852,3.48651320213857,8.52869041785381,NA,110.159075,101.543575,105.715575,107.22055,64.144,170.9708,146.9914,163.072825,189.49275,64.144,8,188,180,67,1
"ZNF746",0.998709135819501,0.925582414602463,0.335325302095879,0.176649261370975,4.62402074341561e-06,0.00205645679241573,0.886783795895069,0.904255923881099,0.959603274243576,0.999876403994309,370.1825625,381.916174468085,404.801699444444,467.362341791045,485.4638,23.2145461525661,7.34933866389635,8.26946791408566,20.815672201088,NA,331.7187,326.79755,334.067875,365.0286,485.4638,417.590375,428.969925,453.7186,507.19885,485.4638,8,188,180,67,1
"ZNF678",0.999617982613971,0.994411801204565,0.957778777597251,0.929765023571105,0.50210134539897,0.817291719000766,1.45577021548604e-08,1.08405795451461e-09,6.8979599809893e-10,3.09260173025905e-10,44.0417375,42.6329436170213,41.2447061111111,38.2817701492537,169.82,7.44194474153424,1.37170940721567,1.48493456882713,2.19536680910652,NA,25.780075,30.5881,27.464825,23.534,169.82,54.0636,54.64585,54.058025,52.69365,169.82,8,188,180,67,1
"HKR1",0.9791687215946,0.980391772517382,0.999999808952131,0.982961352664118,0.999999885931339,0.999999999914939,0.953300377837421,0.981981012145382,0.981601854898677,0.981840011313305,761.7388625,719.289596276596,719.939348888889,720.068867164179,605.9068,48.8393034666421,13.9010185468888,15.3822853289073,30.2516906259349,NA,664.9143,602.211,568.3604,564.64835,605.9068,782.039725,799.80115,833.487325,865.16265,605.9068,8,188,180,67,1
"ZNF101",0.999876452826833,0.976519364013808,0.553293755570429,0.304482214508926,3.79322672685589e-05,0.0039324010249423,0.754650962800665,0.67978708477154,0.578683783713164,0.2809658878772,94.7344375,97.0348090425532,103.611801666667,124.744498507463,41.9935,8.53169974529731,2.7346495979558,2.82168061399597,7.32669044275948,NA,74.12425,73.672675,76.431975,78.97195,41.9935,106.526675,112.9802,121.5523,160.51655,41.9935,8,188,180,67,1
"ZNF716",0.998826838629749,0.995373005601598,0.994819611622985,0.965629229442423,0.838191609049013,0.946358007060845,0.996665085051438,0.99872281751034,0.99932380043682,0.9999385613009,0.17695,0.251087234042553,0.282436111111111,0.363180597014925,0.4615,0.17695,0.0406822495663705,0.0630270102541686,0.121773837409089,NA,0,0,0,0,0.4615,0,0.305625,0,0.14725,0.4615,8,188,180,67,1
"ZNF708",0.973916048594252,0.759163049380856,0.263393517871596,0.808706888265627,0.666289398989261,0.999932469740508,0.915142871617521,0.960912549355318,0.989980519074452,0.988580803819202,165.109175,151.531937234043,138.558047777778,139.723665671642,109.3678,16.4086348577374,4.78571566454295,4.02443844363061,8.79052307256805,NA,139.692275,110.130225,102.0231,94.3457,109.3678,173.30885,177.93295,166.71125,168.295,109.3678,8,188,180,67,1
"ZNF721",0.999998572639069,0.964639541946513,0.215600988642295,0.955513231974787,0.420164664131686,0.999798076443179,0.99836572597037,0.997462370122371,0.982033942197066,0.979204431340308,487.5628375,485.115410106383,455.248543333333,451.891571641791,529.8062,38.0087052338199,10.5284959743474,9.31411157355854,17.0098838150605,NA,408.606175,407.604325,371.721975,372.6625,529.8062,552.955425,546.1481,533.60155,522.65505,529.8062,8,188,180,67,1
"ZNF662",0.999999968705768,0.989311690556656,0.420688603439335,0.983794815644432,0.593794407408102,0.999716355497509,0.85105711939671,0.819525603795184,0.898575825290581,0.909735373560654,103.2958125,103.927625,87.5954644444444,85.1414044776119,5.9991,24.0488797603327,6.57208256880166,6.38760163590298,13.1153877238325,NA,60.97445,40.233225,29.2241,24.42365,5.9991,112.29105,141.948275,109.979025,92.08325,5.9991,8,188,180,67,1
"ZNF320",0.999961831938718,0.99731245161559,0.941087825830431,0.955805386975617,0.206382702047084,0.058537241081693,0.830567968973823,0.777248144325362,0.731731757219066,0.915631293373714,1339.7643875,1373.42839148936,1438.50334777778,1124.6638641791,426.3959,285.101320586216,62.2096167587955,61.9379930477908,81.9268005532837,NA,728.006175,802.86685,783.04035,659.77595,426.3959,1969.2733,1699.4658,1833.107325,1530.6765,426.3959,8,188,180,67,1
"ZNF530",0.999999996734821,0.99980533376596,0.981074254197756,0.964081210836018,0.425226030633238,0.691217501134985,0.999998855196961,0.999998966813871,0.999999995692087,0.999667584662908,52.1617875,52.0879585106383,51.0031055555556,47.525928358209,51.2229,3.76855173685735,1.3985492212033,1.32376733032178,2.48351412700912,NA,44.359325,40.011,39.0329,32.1476,51.2229,58.9264,62.2298,59.806,61.717,51.2229,8,188,180,67,1
"ZFP1",0.999796391814891,0.950779013834221,0.0168982989599691,0.312881750878085,7.74528730929092e-07,0.0142192329202602,0.978087417656452,0.981884696124522,0.906460166184394,0.679284642418925,284.133275,289.04139893617,263.625851666667,228.131976119403,332.2566,20.8739199909647,6.17409115449119,5.40809656655885,9.35611741552327,NA,242.391675,239.597475,210.661275,171.46065,332.2566,313.030975,321.600925,302.991725,275.9059,332.2566,8,188,180,67,1
"KRBA2",0.248397916191259,0.107793246140626,0.643487794233479,0.00229667760096752,7.24384496688657e-05,0.00453147190384162,0.491497112692366,0.869069461918704,0.922640508288043,0.997623092168236,107.8369,79.638639893617,74.1464761111111,54.9350835820896,42.455,13.2079921369601,3.02398651332301,2.90878252248718,2.98385893802757,NA,85.649075,49.893725,47.140225,36.3267,42.455,112.981325,104.8048,98.91855,69.2293,42.455,8,188,180,67,1
"ZNF93",0.749254541262872,0.807904791738803,0.996210532238294,0.608360714144868,0.955001442232337,0.869359406168132,0.210178329864167,0.364809194820663,0.343426037154291,0.429454877079997,40.855675,50.3160122340426,49.4876655555556,52.5041089552239,89.9862,3.87004925899575,1.69738196682168,1.43360290742381,2.99736732664291,NA,31.80635,35.8304,35.86725,37.3468,89.9862,50.052775,59.20095,60.638275,65.90875,89.9862,8,188,180,67,1
"ZFP90",0.991493713737923,0.952865863545945,0.888666111800874,0.486599507074217,0.0168799821858204,0.111288477606672,0.867246533555294,0.756337924110967,0.699330143317898,0.481990455602536,759.2091125,730.955112234043,714.255417777778,653.993192537313,938.6248,68.2123602752815,13.8289252694824,12.0695964657011,18.9570794669256,NA,666.515275,600.684225,606.024775,575.27415,938.6248,770.23765,837.60275,819.10805,738.69545,938.6248,8,188,180,67,1
"ZNF479",0.999672335426004,0.999489544095402,0.604926215702983,0.999999999994936,0.987133752380211,0.98229026437423,0.999792548568917,0.999961771919071,0.99894116346007,0.999741036767261,0.0503875,0.0311441489361702,0.07193,0.0506089552238806,0,0.0503875,0.0134556177902926,0.0265189952053978,0.0277915309711309,NA,0,0,0,0,0,0,0,0,0,0,8,188,180,67,1
"ZNF445",0.870414799433045,0.774576400054619,0.96203623837066,0.677421445858535,0.843105036787896,0.984278880647956,0.558901704489804,0.724447041640676,0.765377761291515,0.809166018001182,490.6370625,438.961532446809,428.550420555556,417.313637313433,253.8071,35.3138041438216,11.0004815376716,11.1653564487227,17.1811358582902,NA,405.04415,324.7997,341.816225,302.38375,253.8071,540.4644,529.819475,505.30445,490.6138,253.8071,8,188,180,67,1
"ZNF74",0.987035599975389,0.999999971429473,0.449512596040615,0.853896615266639,0.000993977183280648,0.0602154949300662,0.924668159225002,0.95957593668891,0.911354289025358,0.730911098257402,183.543075,174.78947393617,183.215304444444,201.625892537313,141.6705,11.3339723421565,2.80115758941451,3.51412371640805,8.75030202062683,NA,169.56455,152.013375,153.471925,152.62945,141.6705,194.503375,193.962875,211.2144,245.61005,141.6705,8,188,180,67,1
"ZNF829",0.876298447211563,0.304866597874756,0.00704126692628215,0.0739969519265355,0.000135939341443847,0.31588494942271,0.782195503410941,0.90811242111428,0.985598821461737,0.99921093880775,20.99725,17.9302569148936,14.7841133333333,12.3498552238806,10.1523,2.57671786408047,0.743769732927842,0.604431745560934,0.875664228277159,NA,15.9504,9.969175,8.51635,7.69755,10.1523,27.57485,23.705175,19.5639,16.2285,10.1523,8,188,180,67,1
"ZNF267",0.9878780760388,0.968240957050878,0.986372863077948,0.668182511768416,0.159704479605318,0.331614705689153,0.989301465526382,0.997497541296623,0.998746210372633,0.999999999441704,422.7649,453.100380851064,462.139981111111,507.793244776119,508.9986,36.4032300869226,13.7427235907652,10.9034375300412,22.0188003296938,NA,364.185725,339.699325,370.7962,385.7681,508.9986,522.777975,514.4123,533.9146,612.4639,508.9986,8,188,180,67,1
"ZNF566",0.99181160481863,0.71025968661615,0.0362845873542259,0.142513017224269,1.04123797177724e-05,0.0375862226092216,0.759224220184126,0.809345721177171,0.931252954026406,0.995092001505721,220.0004,210.397020744681,192.630479444444,168.354795522388,144.9008,21.8072479449903,4.83918397377589,3.82757756727818,7.3922896980336,NA,179.25055,168.5459,157.622525,133.5315,144.9008,280.637975,240.88665,222.666625,192.56465,144.9008,8,188,180,67,1
"ZNF224",0.851499164220287,0.882451181101904,0.999203909246679,0.692861158876663,0.91365658483076,0.843059778223295,0.720745461168791,0.872280417960992,0.861288807992318,0.919213402394631,330.719325,285.156284042553,288.353038333333,269.965531343284,164.5132,31.3644313702056,8.33563330079471,9.75006390396748,17.2573172738492,NA,276.585175,202.32705,198.88695,172.55205,164.5132,379.602725,346.968075,366.8099,337.56015,164.5132,8,188,180,67,1
"ZNF529",0.999968908203146,0.999783631180677,0.99931376120072,0.999263087464608,0.996528110430618,0.999749916657608,0.996003033604465,0.996690791644683,0.997502306689672,0.998226150689374,352.5639125,346.588056382979,342.827071666667,338.82727761194,292.5704,27.5697963578704,10.138867789559,10.921555814643,25.0023568677028,NA,317.38045,246.0762,233.17585,229.4111,292.5704,407.379675,407.54955,412.60025,382.5743,292.5704,8,188,180,67,1
"ZNF284",0.354604853933893,0.304412242063823,0.997600444114313,0.0366405445414886,0.0378416181311655,0.0744922765908087,0.822989608808019,0.99008050510201,0.992541153978074,0.999995825699065,61.1772,45.0961984042553,44.2750227777778,35.2881955223881,33.6871,6.31922376460455,1.88029574573505,1.79335097420882,2.53859610560132,NA,48.528225,27.305125,28.49665,20.53885,33.6871,77.953175,59.419975,56.368875,42.96435,33.6871,8,188,180,67,1
"ZNF749",0.342309634441373,0.147912468681812,0.544516662515684,0.0585529015520049,0.136039726349104,0.747251886111778,0.707010023960086,0.960772058675523,0.985258464111957,0.996889136486684,76.2271375,60.8527792553191,57.1975877777778,53.2356507462687,45.2238,8.961795759818,1.7715816185535,1.58404558823346,2.82151515979024,NA,63.60735,45.8092,42.871475,37.22415,45.2238,92.15995,72.2776,67.7121,65.7713,45.2238,8,188,180,67,1
"ZNF17",0.747188043141171,0.264619654239529,0.0456732287767091,0.0310783763978241,5.8268102101966e-05,0.0843640172010108,0.41319537775507,0.627168492456301,0.799783142631097,0.945149729298962,159.15865,144.420534042553,134.643995,122.364274626866,96.9082,4.67330633503427,2.47256138780355,2.46614724067946,4.5093041796321,NA,150.389175,121.2029,114.264875,93.6466,96.9082,165.2876,164.714325,154.4913,138.37245,96.9082,8,188,180,67,1
"ZNF555",0.999174664447828,0.984235538881324,0.0566958151718313,0.170660242279156,2.30825136782187e-09,8.89418152789645e-05,0.998233792583126,0.994259096903181,0.999942578934106,0.986146256464412,82.0186125,83.9255138297872,77.92525,64.192776119403,75.2192,7.61387492623166,1.53799916155408,1.67128301807287,2.335094924573,NA,67.915075,68.97985,62.72855,49.92735,75.2192,95.974075,96.677775,88.7818,74.65545,75.2192,8,188,180,67,1
"ZNF75D",0.955684957302888,0.809816059467901,0.657082228861159,0.447269905888615,0.0662493873304111,0.47858671862544,0.407522175259667,0.502898026856835,0.594571177522373,0.743718416984919,472.9403,439.153412765957,420.356259444444,389.303549253731,226.659,27.0588835428602,9.98955733710371,9.14740316210822,18.591253712242,NA,423.71095,333.652775,321.286725,287.2199,226.659,540.40955,530.239825,503.450575,471.97195,226.659,8,188,180,67,1
