"gene","p-adj-N1-N0","p-adj-NX-N0","p-adj-NX-N1","mean-N0","mean-N1","mean-NX","SEM-N0","SEM-N1","SEM-NX","Q1-N0","Q1-N1","Q1-NX","Q3-N0","Q3-N1","Q3-NX","count-N0","count-N1","count-NX"
"ZNF302",0.797198062627377,0.990410488587451,0.863035543414779,640.102313274336,628.424070689655,644.126222,12.375016470058,13.6997330967313,23.1088066975402,516.37225,507.7989,535.835975,725.805275,716.67125,715.616625,226,232,50
"ZNF268",0.360316329245242,0.471275350667924,0.115330899015234,404.191661061947,386.451778448276,429.638516,10.0620877908622,8.41519593385402,18.3572901399604,301.298125,303.469225,347.22215,482.202625,471.22775,497.32945,226,232,50
"ZNF184",0.402639343918997,0.328508256545363,0.788565610276688,204.622450884956,210.868431465517,216.182644,3.51318191650407,3.2449346102874,8.27624632476074,170.5004,179.99415,180.82825,232.380175,238.024225,250.8495,226,232,50
"ZNF500",0.283865659723025,0.275896938105374,0.0391070590090239,257.57003539823,248.74955387931,272.48641,4.20754388961077,4.05243186023199,8.4461746562843,219.00505,211.453325,229.798575,295.184475,288.8215,303.348875,226,232,50
"ZNF419",0.994789526500671,0.697654694195415,0.732256363932857,240.023518141593,239.435027155172,231.845802,4.24769983680764,4.35058142706126,8.59748496391276,198.459575,202.815125,190.900975,276.299825,264.773675,257.05925,226,232,50
"ZNF175",0.858999862353788,0.998898436013916,0.931184905354455,217.747013274336,221.876023275862,217.15931,5.70912100153741,5.73496899538903,7.88071816391315,168.027925,173.039675,178.72265,251.3388,251.55275,235.073975,226,232,50
"ZNF14",0.000136856209420166,0.37334397942798,0.502475395921133,267.444652654867,242.200699568966,253.673484,4.66219853867428,4.14105221723926,8.01631315435217,218.63465,197.00505,216.361025,306.00345,284.75885,287.841575,226,232,50
"ZNF85",0.0181270848459064,0.938197708641791,0.119286487664922,160.281223451327,146.421447844828,163.17269,4.09517409617333,2.93947672436691,8.51202057429578,119.375825,115.59465,117.705525,187.754425,168.710625,183.582325,226,232,50
"ZKSCAN1",0.929021446265049,0.221552836211395,0.318506193887938,464.055297345133,472.871792672414,531.03084,17.6619778459308,16.5715016522468,35.3284423443507,262.193675,274.665275,342.209475,624.540875,633.09805,665.480225,226,232,50
"ZNF862",0.00267188999385526,0.720488812175306,0.0159947815045335,612.585534070796,531.076651724138,644.171354,18.0918735220651,16.31065930495,38.983302996194,431.382025,388.115175,454.30895,720.429775,628.354125,742.661425,226,232,50
"ZNF684",2.8209097080456e-07,0.0147954506710836,8.61812499142189e-09,60.4930451327434,49.6766745689655,69.831556,1.54571866873233,1.03950011186043,4.56835714246506,46.69425,38.993225,47.92655,69.22285,58.9277,84.90755,226,232,50
"ZNF430",0.00557975107064013,0.98333314974567,0.210034766090444,292.773359292035,354.746571551724,298.589438,15.3539760634368,12.6241360026997,31.3726117414117,118.005775,197.5491,117.157125,412.96215,480.49485,414.0602,226,232,50
"ZFP30",0.215377248922194,0.705161834025547,0.169480464178163,203.863352654867,194.914917241379,210.976704,4.13097683790965,3.53193957815019,6.74656060519061,165.687,162.4996,176.726575,235.62105,231.165325,240.13435,226,232,50
"ZNF549",0.423980831102323,0.99212184728692,0.803905837421553,227.243371238938,220.83074137931,226.21639,3.82742632192569,3.49635231028968,6.99640717429019,192.688225,187.7244,189.14865,259.7312,258.936775,249.191475,226,232,50
"ZNF211",0.485274295590095,0.471642434526691,0.878492289773701,322.028956637168,332.32719612069,339.586836,6.00797003144929,6.55270383999847,14.5557059723049,258.565875,264.3234,269.399275,378.356725,385.29565,375.6696,226,232,50
"ZNF205",0.20577575892011,0.373012385934035,0.943547504698967,393.770467699115,369.278177155172,361.478758,10.733046631687,10.1394004401683,15.8796017513048,296.9641,277.28425,303.1453,429.405125,410.896775,414.345025,226,232,50
"ZNF45",0.0436829752742661,0.489347099769888,0.0270555133296267,255.479327876106,241.784634482759,266.347632,4.38751914536377,3.60335942392317,9.06918977466304,215.067,206.57395,231.47915,296.921525,280.935525,288.707175,226,232,50
"ZNF133",0.459893251767858,0.438946376425026,0.864192311214905,367.359204867257,354.075478017241,344.48666,7.68143062893489,8.2729155217937,14.847889757127,289.5639,281.7477,277.80765,410.386,393.183275,394.963875,226,232,50
"ZNF436",0.0242319236170492,0.845774632768154,0.085646170644716,787.324255309735,715.453114224138,812.576996,23.0120362797546,14.6483913862468,44.8498496738829,557.4176,574.332475,587.82925,930.168175,826.129475,1003.77975,226,232,50
"ZNF484",0.634258624273395,0.350403584440417,0.677611609834967,75.948492920354,78.1670905172414,81.588338,1.79873697263482,1.66950859842252,3.48626448464851,58.60415,61.404275,63.422025,91.8198,94.432425,98.853925,226,232,50
"ZNF780B",0.190885078386428,0.626383698441346,0.12115220482205,435.011715929204,410.33315862069,456.870364,9.72753598446094,10.3881532218929,20.3690280385861,339.76845,315.206375,355.61255,497.92215,482.092625,521.009775,226,232,50
"ZNF557",0.00251840580313401,0.751178541669974,0.404842924900256,167.082166371681,154.000559051724,162.37106,2.78451464904726,2.71243203872383,6.20191993220664,137.623825,125.796375,144.1179,189.88245,179.39115,186.8667,226,232,50
"ZNF337",0.904250130740037,0.962550576501957,0.861633364231492,472.021928761062,466.333410344828,477.878578,9.11001605404365,9.50739849600985,21.9199670658062,376.05955,384.3002,373.300425,546.4174,521.127175,522.570675,226,232,50
"ZNF317",0.961966645331672,0.585622729785324,0.684553691242451,624.763411504425,622.389699137931,609.997408,6.42065086477925,6.06090651814197,15.1940297612428,558.056925,563.7581,567.93355,686.97095,678.84945,691.1998,226,232,50
"ZNF426",0.971161509626182,0.106092168704362,0.140653175084162,114.492786725664,115.610326293103,130.957908,3.53642868099539,3.19567292566691,8.49640458913367,78.374475,80.314525,74.903275,151.41535,148.4282,172.039075,226,232,50
"ZNF331",0.798499441784417,0.0383605324440723,0.0957125076331552,652.07091460177,675.538013793103,802.7139,20.8223690301526,23.4699819548444,103.680203728522,510.080975,518.8603,509.87285,718.6003,711.6119,713.06215,226,232,50
"ZNF227",0.45063746867411,0.973172704801463,0.87144417513949,257.074470353982,251.415296551724,255.330458,3.4017376419945,3.29050173616432,6.58027497864243,230.551775,219.644975,220.904725,286.770525,282.29295,273.2164,226,232,50
"ZNF141",0.73250328045364,0.995504527317248,0.930991029423076,86.3092615044248,83.971738362069,85.839426,2.31043828558089,2.18826626171399,3.5224448244155,67.154325,65.8628,69.70855,98.17405,96.757725,106.1766,226,232,50
"ZNF304",0.483520105377894,0.64185121182085,0.251008455710711,348.21712699115,338.81878362069,360.48332,6.55878664463068,4.99807847048313,11.6398736975454,289.853325,296.105325,305.325425,399.381,392.009125,411.617125,226,232,50
"ZNF132",1.27211503775371e-06,0.590633245814308,0.000172871427666754,179.68993539823,151.30285862069,188.7561,4.8295447392396,2.81384220012908,8.17150494131046,136.378775,118.358375,151.974775,201.9444,182.474025,213.346775,226,232,50
"ZNF20",7.13826079767887e-05,0.98831215513383,0.0431190792036782,144.064510176991,130.871619827586,143.308792,2.50957930681472,1.73439909045326,5.42998855899485,119.426175,111.50885,119.442775,166.470125,149.276725,160.197075,226,232,50
"ZNF670",0.462435606278886,0.519289713460611,0.921839964748754,47.3518411504425,48.9807181034483,49.86168,0.923317113166235,0.996550528175102,2.26701768974671,38.338975,37.68275,37.384075,56.620375,57.34245,56.36025,226,232,50
"ZFP37",0.719170947116503,0.985984124056498,0.80682743153029,116.718105752212,120.247375862069,115.498054,3.33872629700836,2.99238226182288,7.96178791505116,86.06805,90.007775,78.000925,149.529175,149.526175,141.158025,226,232,50
"ZNF189",0.934011486190001,0.540958308079668,0.6726462163793,494.945903982301,498.756660344828,514.093028,7.61248344533353,7.8777499012746,14.3565099515446,423.127325,422.757025,452.74835,564.928275,572.7396,592.465,226,232,50
"ZNF434",1.64053398976627e-07,0.6755209799918,0.00011329266051241,320.538277433628,286.431015517241,329.26571,4.66966577443838,3.86689752695434,11.0320833074215,271.3154,244.810075,277.2548,357.412025,324.909225,357.418925,226,232,50
"ZNF287",6.5095387935532e-07,0.997526765712912,0.00610189386582982,193.013753539823,168.360072844828,192.488106,3.86064558190493,2.5024164434935,8.53325180554781,155.973875,142.982775,153.9382,218.0107,190.575225,204.900325,226,232,50
"ZIM3",0.985790048005939,0.0579892115715117,0.0721938869940136,0.00116061946902655,0.00178318965517241,0.015962,0.00116061946902655,0.00178318965517241,0.015962,0,0,0,0,0,0,226,232,50
"ZFP14",0.41311976432054,0.748421534080922,0.297386161795669,310.822715486726,301.502908189655,319.730244,5.61181325526648,4.76465713483004,11.0248741668059,253.252875,250.3925,267.453625,356.89445,351.391025,353.189425,226,232,50
"ZNF473",0.0297869042649967,0.536402959768134,0.0262603256849904,214.88554159292,202.96584612069,223.210994,3.25176241813093,2.63242315377867,12.0352895279332,184.91095,175.853775,182.952075,234.6893,226.19085,241.638475,226,232,50
"ZNF614",0.729839624032597,0.49948779427607,0.255028206754169,321.270311946903,313.858264655172,339.691562,7.38345582159736,5.74214684636771,20.313268869935,247.440225,250.849475,230.33865,380.1346,373.360475,403.313775,226,232,50
"POGK",6.08164407722711e-10,0.713952291736689,0.00513498643962684,1065.58734646018,1217.38751336207,1095.953912,14.9314079683225,17.7379657660204,34.6242341608648,936.466325,1047.181625,986.828825,1195.9237,1337.62675,1234.659125,226,232,50
"ZNF514",0.00811113036404831,0.999916483091145,0.16826596059878,270.391115929204,310.909693965517,270.112592,8.50571966973683,10.7654284595807,16.8774470610345,183.4128,225.63795,189.66135,332.81575,363.902575,316.83795,226,232,50
"ZNF300",0.041749153108694,0.998602757156585,0.290821369851121,240.594577876106,269.191469396552,239.600102,8.29554854601881,7.81914772450199,22.9181671174128,159.79865,195.256975,122.076125,290.471725,311.77475,290.287,226,232,50
"RBAK",0.214124685094141,0.283934368679111,0.0316431781188021,346.816807079646,331.964244396552,369.246536,6.83496773197671,5.75805344576287,12.2864274570338,282.627125,281.87095,308.779425,406.186,385.26125,421.062575,226,232,50
"ZNF92",0.190699900926138,0.709819661455525,0.159199086396898,179.440684513274,169.870493534483,186.691682,4.45191042230489,3.2959214208273,7.95787889165515,143.07855,135.548075,148.344625,211.5298,200.7455,222.41025,226,232,50
"ZNF157",0.186848680713918,0.816532066225921,0.222261253767046,4.17953318584071,3.71579784482759,4.447956,0.205161717185846,0.166550206832346,0.414233921394614,1.941975,1.94335,2.190325,5.70165,5.0002,5.66515,226,232,50
"ZNF182",0.629070876823144,0.752979834126922,0.984327052956731,253.368769911504,259.320977586207,261.151748,4.34204235981156,4.80283513778532,9.7905340850691,216.1054,209.806375,213.85715,291.858,299.8057,296.194125,226,232,50
"ZNF673",0.000996822099817662,0.98382542987047,0.115973049459702,232.296689380531,214.57227112069,230.882906,3.75574084132507,3.17319619070894,7.56474647552491,193.995,178.27005,196.306575,262.05235,243.53185,263.36655,226,232,50
"ZNF41",0.787646905243624,0.297469678986668,0.14367303647708,211.06765619469,206.724452155172,227.481116,5.11949658567406,4.29816987871506,8.86363573236007,171.28055,163.45965,179.461825,257.02825,253.322225,260.94345,226,232,50
"ZNF7",7.29665966920923e-05,0.996108971749636,0.0369918479169266,386.079023451327,418.144184482759,387.137976,4.86207366901647,5.83702791716564,10.1158163504947,341.8054,369.63825,336.044775,431.60155,446.4812,441.92095,226,232,50
"ZNF214",0.540164382587638,0.998855412175857,0.826088439871567,92.5888792035398,89.6259922413793,92.375612,2.09300045642887,1.90968677448656,3.75297805635617,71.305975,67.5822,73.59125,110.5365,108.603875,107.759425,226,232,50
"ZNF215",0.000544545914854311,0.959409153915719,0.117649124244601,50.8540884955752,60.3354362068966,52.008616,1.76670332016783,1.76629740093277,4.07470179030079,31.485225,42.8621,31.897275,65.552625,74.23715,72.93215,226,232,50
"ZNF547",0.0174423120118645,0.203379898325011,0.997396636851598,58.4110345132743,52.0425099137931,51.77592,1.90501529327417,1.43844890079758,2.61969833961306,40.220625,37.684925,40.2767,68.70685,63.44995,61.295225,226,232,50
"ZNF773",0.00673276495791053,0.836797816188334,0.418644666284057,165.267349557522,155.627415517241,162.264134,2.4193671733892,2.08062950605564,4.37038493998198,141.789625,135.982475,144.34735,187.085375,175.347475,177.299325,226,232,50
"ZNF776",0.928704799954353,0.654440471050372,0.514706137799093,346.412519026549,343.196070258621,359.302622,6.72634715149986,5.76820484187159,12.3314323028107,280.0121,287.531325,299.253775,413.95445,401.373225,410.519725,226,232,50
"ZNF256",0.652894046774597,0.857238444368717,0.999997122125014,109.934417699115,111.788890086207,111.796918,1.47411694615048,1.48286906112141,3.38861916058371,95.697475,95.84635,95.994425,122.92445,123.319575,123.924375,226,232,50
"ZNF599",0.00341509700767095,0.494550614131104,0.691749882490685,139.667111504425,129.079401724138,133.515304,2.43523710460122,2.1643707939202,4.84826490454435,115.7001,105.48625,108.200325,161.97065,150.110075,151.2891,226,232,50
"ZNF18",2.98937985845349e-05,0.946171885058317,0.00816923048858531,186.977877876106,168.963401293103,189.117288,3.14696314952811,2.31625840195336,7.86467747704974,155.289575,146.76455,152.47485,202.89645,186.8605,208.66505,226,232,50
"ZKSCAN2",0.00111643574905684,0.104496276280879,9.97095055216279e-05,239.181878761062,218.668806034483,258.726914,4.45310544632759,3.49104241678244,9.93871224484689,191.17825,187.556675,204.274575,272.10245,243.975825,290.7607,226,232,50
"ZNF689",0.0363763944377916,0.328968836704351,0.0104880865670027,149.957921681416,137.5352,161.917694,3.95504317125999,3.20978781460096,6.68966796449046,121.6519,112.8433,126.97765,185.8798,171.470625,196.6397,226,232,50
"ZNF19",0.0020917795060027,0.95568996663132,0.187413460991366,159.471182743363,147.566425862069,157.792624,2.56660157170499,2.35137187252355,5.61319102304531,136.5286,122.982725,133.925025,179.2447,168.9911,178.492625,226,232,50
"ZNF230",0.507788001338841,0.703735095735289,0.989987052581117,132.470818141593,129.355166810345,128.723004,2.08616569880504,1.86317781933513,4.39999861123073,111.7118,107.321325,109.8945,152.189175,148.23225,154.86255,226,232,50
"ZNF222",0.294759689035566,0.727458039745194,0.990264767722042,70.7063707964602,68.3069176724138,68.66389,1.25316991474334,1.03862341765639,2.16684923160711,59.5207,57.615475,58.340225,81.16025,77.836775,76.843925,226,232,50
"ZNF221",0.98521473637065,0.378437966497588,0.324718094119546,17.4702703539823,17.3234642241379,19.45846,0.686932032798864,0.550741542499918,1.54693677497281,9.8042,11.0508,10.3696,22.423225,22.237,27.715625,226,232,50
"ZNF233",0.0264594951300265,0.609475590319285,0.818619909733676,69.4225039823009,62.0619715517241,64.917136,2.25015974352075,1.66788434418112,4.92416352525493,45.437275,45.52805,48.222125,89.254375,76.479725,84.506775,226,232,50
"ZNF235",0.124227161000352,0.979805720449706,0.359819121463868,78.6971849557522,74.6717681034483,79.359028,1.55967087859473,1.37812465802323,2.80274212436938,62.680725,60.677525,68.886625,91.1602,86.1187,86.795675,226,232,50
"ZNF208",0.324158359169616,0.807534426603908,0.969994505915613,263.877913716814,244.632338793103,249.895598,10.882093021508,8.04100019180226,19.4353894071243,156.901,157.4292,157.4076,335.21025,310.32795,363.91735,226,232,50
"ZNF714",0.317055889574701,0.943539826075187,0.8502996586834,464.364690265487,514.179691810345,483.04282,26.4222426033913,21.1490484150773,60.3881127096222,178.15365,286.8309,184.217375,599.142075,678.331925,670.771475,226,232,50
"ZNF394",0.911424855266213,0.223035445605906,0.137833036924019,451.152125221239,454.719817241379,427.060148,6.77331280630731,5.48211695273708,13.2242203600994,384.7757,407.279125,355.1658,484.850625,485.178325,459.263125,226,232,50
"ZNF333",0.314849615127716,0.859671685045694,0.343795767274017,195.676821681416,187.740258189655,200.463462,3.95575773655684,3.7552683740038,8.43517186398925,159.553925,155.841275,158.844125,226.1413,219.9151,223.55285,226,232,50
"ZNF382",0.960209765714464,0.0203584721763419,0.0124198028315007,56.9787672566372,56.4302392241379,66.057566,1.42579511474856,1.24846073421891,4.48276771423283,42.060275,42.490775,47.8461,68.579125,69.40255,71.84365,226,232,50
"ZNF577",0.879096579778155,0.846256917312447,0.962894273424161,269.100864159292,263.311112931034,258.080424,8.95840154153396,7.4868513038057,22.13530869086,178.41795,191.684825,169.928275,319.085675,314.84525,310.472125,226,232,50
"ZNF75A",0.324838597484154,0.953373663135756,0.839397019830498,335.604052212389,318.092269396552,329.588404,9.71560609877775,7.39871396359372,19.2016375519052,253.61735,247.838875,239.729775,385.418725,379.864675,402.9797,226,232,50
"ZNF496",0.850133171636883,0.173754732852934,0.306591624902166,361.241934955752,367.458487931034,395.525058,8.27254006664424,7.72837286038459,19.1513230889082,273.132425,280.4,332.51035,439.866375,437.470725,486.72265,226,232,50
"ZNF2",0.000278047465764208,0.112950169853193,0.933457611886586,123.680926106195,114.343458189655,115.7424,1.6934775405184,1.69338135391467,3.24866127253573,106.579525,96.44495,100.973375,139.734475,131.81555,129.4295,226,232,50
"ZNF589",6.04396910297567e-09,0.705329606310256,0.0120441427113636,546.648797787611,441.413679310345,523.717822,14.1935271871186,9.64150088302241,27.9190939353965,396.0762,343.9186,395.1799,635.666225,519.62225,640.112325,226,232,50
"PRDM9",0.798839151751636,0.977204279252681,0.826703541763287,0.0199942477876106,0.0325439655172414,0.013274,0.0089284095999625,0.0183511720596851,0.0094859108456399,0,0,0,0,0,0,226,232,50
"ZNF12",0.324641558504178,0.259434043109166,0.0405104432624225,695.17731460177,673.345938362069,735.181044,12.4617855489377,9.00933767103339,21.8456733802248,596.569325,582.54455,635.183925,779.091875,758.8892,802.0199,226,232,50
"ZNF202",0.791564962842022,0.914796717780558,0.999915482327175,246.682042477876,249.666614655172,249.76123,3.51988919621855,2.95843843489149,6.81989158212301,213.978775,220.472525,213.267225,277.08395,278.581825,285.15245,226,232,50
"ZNF3",0.177651816647974,0.928163019263525,0.323638802499356,641.78728539823,621.694637931034,648.73319,8.42240690009698,7.41444622253688,18.3027231892367,575.285825,555.519525,568.6012,684.23385,683.7529,697.982125,226,232,50
"ZNF606",0.203643273715194,0.887873434562882,0.842744114335515,404.016685840708,388.869004310345,397.121352,6.41102277153642,6.29596454186688,11.776495198246,344.22095,326.516175,336.34835,453.390825,438.751275,442.922,226,232,50
"ZNF91",0.10979580902208,0.136452926146483,0.00536130408428848,470.975669911504,439.170236637931,521.445488,12.1132047029144,9.25635902725521,31.0430171569358,352.7923,344.152725,389.0797,565.6009,509.6902,579.017725,226,232,50
"ZNF226",0.277990275743168,0.911641283909376,0.8684154557706,449.821859734513,433.803885344828,442.646078,6.86992488920939,7.61570167287591,18.4427858989391,384.191775,359.22515,346.7059,515.33335,484.26615,483.544975,226,232,50
"ZNF229",0.670999959998959,0.956663646710195,0.706459791065693,266.504162831858,259.788033189655,270.242626,6.01888622904436,4.99837892543671,12.9992919289823,211.202075,206.102925,204.64965,309.856475,310.584375,329.53985,226,232,50
"ZNF180",0.000683856912017222,0.629334507131671,0.00505738557554192,181.837435840708,165.290629310345,188.689582,3.42463110243087,2.8705832941833,6.84073826428333,148.2963,138.163025,150.090125,215.6455,194.89435,219.426775,226,232,50
"ZNF641",0.14380852236779,0.189331319503958,0.0115247850080422,163.460319026549,150.385892672414,183.698092,5.05380100030036,4.20383912696629,14.7487087241356,113.167175,106.144075,134.3184,210.46135,193.17155,212.548675,226,232,50
"ZNF610",0.999947580114815,0.330087267903076,0.325408346111406,132.583410176991,132.619005172414,123.900868,2.68803199955664,2.53616828454001,4.87592495948472,110.581175,106.7709,96.66275,153.9192,158.323575,139.996,226,232,50
"ZNF528",0.710396207811921,0.940937504428542,0.699680195025516,407.390892035398,416.770959482759,400.777948,8.43999566823723,7.99759342092351,21.5274492696434,324.8646,327.595725,305.445225,466.71215,490.9674,508.401325,226,232,50
"ZNF701",0.0622365171456443,0.793161046235996,0.76034140303232,122.379748230088,129.956046982759,126.013556,2.43869525259774,2.33040386554943,4.74733337373615,100.26685,102.451825,98.4383,147.55735,153.349075,153.09965,226,232,50
"ZNF283",0.861582482662858,0.336696536527529,0.196976307869284,42.8373969026549,42.2358422413793,45.563766,0.864448974383702,0.757611588913249,1.87265043722028,34.391175,34.1744,36.9176,51.025675,48.852625,51.886375,226,232,50
"ZNF558",0.731057405662341,0.999035114504138,0.874112251053712,369.491889380531,361.662523706897,370.217998,7.87249867508004,7.06597549887686,12.7527081794432,304.684,308.592875,312.5491,422.868325,417.749075,432.3376,226,232,50
"ZNF597",0.0502480438750201,0.113849837341148,0.823232078586347,59.209839380531,63.7048318965517,65.602356,1.32952495525189,1.21516294021482,4.17656345629398,45.20725,51.694225,45.78965,70.6618,73.989975,78.351625,226,232,50
"ZNF30",2.41274159573646e-06,0.796606188771125,0.0499917075061388,79.4312398230089,67.9745137931035,76.967046,1.69878071253712,1.49633235078001,3.89957159003994,61.5812,53.043175,52.943775,92.05815,79.420575,95.0038,226,232,50
"ZNF354A",0.514636830330949,0.960331779894362,0.920537070692734,241.572463716814,235.530660775862,239.083114,4.23643036394865,3.5563952751201,7.93648509157447,200.090975,200.77215,192.59265,270.885425,265.8149,259.263675,226,232,50
"ZNF764",0.0849080056297343,0.856408991641625,0.736838904795267,151.835844690265,146.233342241379,149.502378,1.93008399366742,1.70614454834328,4.72230385252298,130.021675,130.868275,127.40875,168.7991,161.020925,163.918175,226,232,50
"ZNF747",0.656391312625436,0.266456017253648,0.0944174735225238,295.725816371681,291.913234051724,307.054536,2.97091280064544,2.63942736546086,10.6070640027856,270.2987,266.38305,273.64165,320.576375,316.022925,317.47105,226,232,50
"ZNF778",0.985585874717801,0.330283229517359,0.380202236576005,102.185092477876,102.845633189655,111.863576,3.14716681610244,2.55141221532434,6.55412299184079,66.6164,72.435025,79.2891,125.88305,125.97535,143.175325,226,232,50
"ZNF212",0.000385423936933416,0.486287774598888,0.476811065411571,364.459423893805,340.587356465517,352.590076,4.47285098572995,3.90674525972671,12.5024073307528,320.38365,304.064825,313.10005,397.775075,375.894175,386.659925,226,232,50
"ZNF282",0.000230686371186617,0.997282214799171,0.0544147348057754,672.876367256637,627.625827586207,671.541394,8.87093724080029,6.35499149643821,23.0228332967352,593.6244,572.148025,571.01515,710.68515,678.899325,714.639375,226,232,50
"ZNF160",0.0758657889970745,0.646415080457484,0.910278922309961,672.465761504425,707.036601293103,696.102006,10.5897465487859,11.1425935368415,29.9843157393618,574.59985,602.65225,592.989,765.73645,806.354,782.7814,226,232,50
"ZNF415",0.00273379988559463,0.121391965943753,0.00024785398026983,295.760498230089,273.520793103448,317.772168,5.09855273705542,4.2785699605843,10.7870986570835,254.2546,229.020975,268.325975,343.327525,307.242225,364.072075,226,232,50
"ZNF439",0.986363273636064,0.912535237626195,0.869843044974972,168.116848230088,167.435276293103,171.060084,3.10892370794592,2.86123974578668,7.7737804923155,142.22625,139.782725,136.806675,193.8695,193.872,190.457,226,232,50
"ZNF440",1.83617013118642e-05,0.629743227937638,0.000819194945483881,150.850312831858,133.778290517241,156.580224,3.10695537465231,2.16673312372436,5.13766276117097,119.999725,112.839125,133.395625,176.115825,158.93045,171.786225,226,232,50
"ZNF562",0.777796558106916,0.753784597532825,0.500150348213556,315.626109292035,310.499568965517,324.718544,5.53317229289392,5.22081041128892,11.2686452563643,257.458475,249.827575,264.9164,361.2698,371.9918,375.40505,226,232,50
"ZNF561",0.0698646399248708,0.974325498894476,0.508864363447651,646.778065486726,619.192528448276,642.251426,8.63658951297645,8.91150750534943,19.4819356839932,562.9387,520.62905,541.20195,723.0792,701.6725,698.5629,226,232,50
