"gene","p-adj-2-1","p-adj-3-1","p-adj-3-2","p-adj-4-1","p-adj-4-2","p-adj-4-3","p-adj-5-1","p-adj-5-2","p-adj-5-3","p-adj-5-4","mean-1","mean-2","mean-3","mean-4","mean-5","SEM-1","SEM-2","SEM-3","SEM-4","SEM-5","Q1-1","Q1-2","Q1-3","Q1-4","Q1-5","Q3-1","Q3-2","Q3-3","Q3-4","Q3-5","count-1","count-2","count-3","count-4","count-5"
"ZNF343",0.760851985025204,0.0245849155956738,0.00280353962574598,0.999999318535746,0.820147523567729,0.0407042350998387,5.81854308980834e-05,8.75413834566796e-06,0.743927168025208,0.000248349127197178,237.206955970149,245.331352173913,217.949785714286,237.465503157895,209.775627777778,4.88147394887699,4.40785139211626,4.37187755745793,4.17259084496287,4.52208232375862,203.424775,221.1982,192.8332,215.76345,186.864,259.3993,269.1076,241.740475,260.75925,221.45885,134,69,84,95,108
"ZNF302",0.999919876197596,0.182328006191196,0.263867301911691,0.998216517788038,0.999942386053701,0.143004999164515,1.35776969667489e-07,8.78752863076038e-06,0.021406055236455,3.6265121350354e-07,678.134046268657,681.934344927536,621.004795238095,685.668797894737,538.584035185185,21.2126535630679,17.7773604829092,15.2582162008285,20.2924785677954,13.5502040695969,527.492475,584.6484,537.037,566.0798,450.71025,758.364,769.3222,698.46725,771.9335,624.6686,134,69,84,95,108
"ZNF268",0.999432581996817,0.999999125565206,0.99982500161209,0.0409081952200672,0.191754890979851,0.0977717128874539,0.00263640889348271,0.0366182541267616,0.0124354838634088,0.960832172653019,427.343121641791,422.809537681159,426.504267857143,376.031252631579,363.023726851852,14.477094843258,15.061850689627,11.8696292396561,13.4976664509092,11.6744850152789,317.78155,330.8725,347.76435,290.51705,277.197675,512.647975,481.7371,509.306125,479.1977,433.325075,134,69,84,95,108
"ZNF184",1.46175149897676e-05,0.00739024304199043,0.521049894632706,0.0210614115134697,0.272415023510075,0.994358876630652,0.770782187367339,0.00216208293861664,0.188621785554366,0.360262351631652,194.770767164179,231.35707826087,218.481457142857,215.412697894737,202.408656481481,4.71259491307627,4.52475472217059,5.77646077060845,5.90876939709088,4.24522003894853,158.12545,204.1467,186.2011,177.1738,175.15155,226.392825,248.5476,239.64955,260.6653,228.317575,134,69,84,95,108
"ZNF500",0.997486781253058,0.951378722610787,0.997752478586661,0.815613216527121,0.736584230899519,0.472362147354919,0.351471005183472,0.34056495908932,0.138194740913639,0.964724726212452,258.45625,261.508702898551,264.761251190476,249.347391578947,243.522893518519,6.8231553938984,5.75679554139729,6.04528608853226,6.71756620857563,4.80171040081418,205.3602,231.9592,232.43875,217.5287,213.919375,308.66155,289.0684,301.00575,291.4445,275.254425,134,69,84,95,108
"ZNF419",0.999999999687066,0.85919674156686,0.916807681958072,0.681066635335695,0.794877946541853,0.221604920038924,0.0057883900526613,0.0340251249708108,0.219708665302051,0.000122382732978599,244.762944029851,244.705033333333,235.908742857143,256.094616842105,216.260030555556,7.64368496259592,7.07643169944818,5.60175244855909,6.16243079904335,3.7592233543754,185.534975,206.8458,197.8062,216.9518,193.277575,275.927175,277.599,274.530525,288.2937,244.07045,134,69,84,95,108
"ZNF175",0.921140498389837,0.194245771550816,0.807302679473748,0.0497095663587196,0.533210624418962,0.992160410079259,0.696749231002091,0.328518377693143,0.0118752748812128,0.00152693328026077,212.867000746269,223.117265217391,237.98606547619,243.485236842105,198.956147222222,5.1950855776456,7.19678116953675,13.5482609015459,10.3400320393139,5.93876041065925,177.503925,186.596,165.9413,182.46385,156.578175,245.928975,242.2197,267.6672,284.80805,228.0131,134,69,84,95,108
"ZNF14",0.896757996847352,0.000703522186257244,0.000252876463417762,0.98890066340525,0.720215679538383,0.00970567283286106,6.95177249099288e-11,7.09396985598687e-11,0.00873821740351921,2.1143653494704e-10,275.463157462687,283.66045942029,241.274995238095,271.482570526316,211.65049537037,6.32950160680197,7.53868278344831,5.55133822271301,6.17274805855821,5.06030253964955,219.147125,239.4514,206.2164,231.8913,178.2985,320.70825,321.1199,276.992975,310.02135,247.305425,134,69,84,95,108
"ZNF85",0.00322643203361961,0.00724166603925369,0.994773033423372,1.98586325161898e-09,0.202663318507315,0.0559722588132149,5.81291015322449e-10,0.189916338971982,0.048422945517259,0.999999885243729,182.514460447761,154.768805797101,158.120646428571,137.113985263158,137.309018518519,6.07363784207016,4.66780860587516,5.69174822743889,4.82454478557094,3.21196896515906,123.862075,131.3461,122.0437,103.3888,116.938375,230.928875,167.2515,180.721975,159.2774,156.1493,134,69,84,95,108
"ZKSCAN1",0.904789021542854,0.000160616294398674,0.0294815440234271,0.999945046914504,0.952580891951335,0.000917563979718872,0.955335974770909,0.999095032256279,0.00406279358960993,0.984362868497736,441.090259701493,474.127898550725,594.779005952381,445.342350526316,464.229250925926,20.3072355392522,22.0180665895391,29.2061040976598,30.9715545666624,24.8077155704069,250.132,322.9063,433.324525,206.5184,289.566925,607.309025,586.444,759.9913,646.39095,630.326575,134,69,84,95,108
"ZNF862",0.0017365636978478,7.70188357535062e-11,0.0341297505397556,9.19402295851413e-07,0.821561876071146,0.27332888837262,6.94301283132859e-11,1.34899126891241e-06,0.102343198270638,4.05126562720293e-05,749.328012686567,615.651394202899,503.76116547619,575.085718947368,418.137569444444,32.3967693371312,20.3488622465502,15.6673423632618,20.1148309634224,12.6765686859922,481.93785,514.0838,401.723175,451.3629,325.4228,904.620275,712.8876,584.919325,643.41225,478.623025,134,69,84,95,108
"ZNF684",1.22362231458339e-10,6.94161395031756e-11,0.0237504829447106,6.94384549859706e-11,0.470616610846138,0.551493080268851,6.93889390390723e-11,1.02639480903388e-06,0.124086669269592,0.000520839845450261,76.7295843283582,57.5538434782609,48.6412761904762,52.7994663157895,42.3216564814815,2.45871596392212,1.46391332752053,1.49217852711984,1.29609915628209,1.10094444543084,58.4258,48.3927,40.0453,43.9753,33.65205,91.553675,62.7295,57.0038,60.779,48.9198,134,69,84,95,108
"ZNF430",6.94357904507115e-11,6.93889390390723e-11,1.84857551011053e-06,6.94350132945942e-11,0.983936650187837,3.3107676085109e-06,6.94360124953164e-11,0.661945052716996,7.88594745060323e-11,0.232688562880175,139.014359701493,368.092863768116,517.191928571429,382.71424,332.078964814815,6.83352045146681,20.9819259880608,22.4615888508011,24.6780064530766,15.413082001849,85.774325,231.6534,370.203375,191.3516,213.69515,176.303175,469.1403,679.618,561.9469,426.40135,134,69,84,95,108
"ZFP30",0.758451136473187,0.972953294235813,0.980938706634637,0.0682214793799661,0.801576870914747,0.388321299198621,1.18633945451752e-05,0.0247872543767205,0.00162044422302676,0.256903439330503,215.615402985075,205.763246376812,210.836838095238,195.939738947368,180.01735,5.787062860569,5.49385230948618,5.91533299162935,5.91695741951735,4.4103710373717,175.006125,181.8607,173.196125,156.2625,153.647225,248.429225,231.0687,237.68515,234.6012,206.6368,134,69,84,95,108
"ZNF549",0.0453301535057993,0.00301805864657601,0.979490480636824,0.600988202126083,0.643300995841567,0.234599442775635,0.634808758455757,0.00134610257624546,3.40127131847057e-05,0.0628926762699989,217.516638059702,239.577524637681,244.539035714286,227.894667368421,207.873624074074,5.03030950571366,5.94265477854597,5.28184965093527,5.86242165701488,4.9143761815085,180.71435,200.0173,215.89175,197.8044,173.234475,249.917525,270.999,273.097075,261.57875,240.31705,134,69,84,95,108
"ZNF211",0.0951487578688039,0.999984696633085,0.18486294545804,0.152935069177012,0.994784488736211,0.288317301003064,3.59454212754962e-05,5.94243365625857e-09,0.000247489739472306,2.31758501278989e-09,332.083008208955,365.906976811594,333.24076547619,360.153887368421,276.49847037037,9.90921644966562,9.41263616841873,9.79444590657877,9.47150804840907,6.23367559538261,253.158725,313.8208,267.78235,301.47995,231.42205,382.736925,414.3775,398.068525,407.6194,325.526875,134,69,84,95,108
"ZNF205",0.0446881776569656,0.0424951021380141,0.999917051311032,0.312258172027353,0.00027566172552751,0.00019029186523456,0.345835166558437,0.796359456242895,0.840918192403441,0.00422481500526339,395.597963432836,334.132547826087,337.491251190476,433.875361052632,359.880039814815,15.0994653741531,9.9771327581534,10.403288447068,21.1591027631364,11.478400971386,285.442475,270.2021,277.93685,304.6732,283.2239,434.58935,384.2102,382.981225,474.2866,421.380225,134,69,84,95,108
