"gene","p-adj-cribiform morular-columnar cell variant","p-adj-Diffuse sclerosing variant-columnar cell variant","p-adj-Diffuse Sclerosing Variant-columnar cell variant","p-adj-Diffuse sclerosing variant-cribiform morular","p-adj-Diffuse Sclerosing Variant-cribiform morular","p-adj-Diffuse Sclerosing Variant-Diffuse sclerosing variant","p-adj-Papillary carcinoma, diffuse sclerosing variant-columnar cell variant","p-adj-Papillary carcinoma, diffuse sclerosing variant-cribiform morular","p-adj-Papillary carcinoma, diffuse sclerosing variant-Diffuse sclerosing variant","p-adj-Papillary carcinoma, diffuse sclerosing variant-Diffuse Sclerosing Variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-columnar cell variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-cribiform morular","p-adj-Papillary carcinoma: mixed papillary and follicular variant-Diffuse sclerosing variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-Diffuse Sclerosing Variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-columnar cell variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-cribiform morular","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Diffuse Sclerosing Variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Papillary carcinoma: mixed papillary and follicular variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-columnar cell variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-cribiform morular","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Diffuse Sclerosing Variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Papillary carcinoma: mixed papillary and follicular variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Thyroid Papillary Carcinoma - Classical/usual","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-columnar cell variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-cribiform morular","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Diffuse Sclerosing Variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Papillary carcinoma: mixed papillary and follicular variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Thyroid Papillary Carcinoma - Classical/usual","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","mean-columnar cell variant","mean-cribiform morular","mean-Diffuse sclerosing variant","mean-Diffuse Sclerosing Variant","mean-Papillary carcinoma, diffuse sclerosing variant","mean-Papillary carcinoma: mixed papillary and follicular variant","mean-Thyroid Papillary Carcinoma - Classical/usual","mean-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","mean-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","SEM-columnar cell variant","SEM-cribiform morular","SEM-Diffuse sclerosing variant","SEM-Diffuse Sclerosing Variant","SEM-Papillary carcinoma, diffuse sclerosing variant","SEM-Papillary carcinoma: mixed papillary and follicular variant","SEM-Thyroid Papillary Carcinoma - Classical/usual","SEM-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","SEM-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","Q1-columnar cell variant","Q1-cribiform morular","Q1-Diffuse sclerosing variant","Q1-Diffuse Sclerosing Variant","Q1-Papillary carcinoma, diffuse sclerosing variant","Q1-Papillary carcinoma: mixed papillary and follicular variant","Q1-Thyroid Papillary Carcinoma - Classical/usual","Q1-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","Q1-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","Q3-columnar cell variant","Q3-cribiform morular","Q3-Diffuse sclerosing variant","Q3-Diffuse Sclerosing Variant","Q3-Papillary carcinoma, diffuse sclerosing variant","Q3-Papillary carcinoma: mixed papillary and follicular variant","Q3-Thyroid Papillary Carcinoma - Classical/usual","Q3-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","Q3-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","count-columnar cell variant","count-cribiform morular","count-Diffuse sclerosing variant","count-Diffuse Sclerosing Variant","count-Papillary carcinoma, diffuse sclerosing variant","count-Papillary carcinoma: mixed papillary and follicular variant","count-Thyroid Papillary Carcinoma - Classical/usual","count-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","count-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)"
"ZNF587",0.155305034547514,0.326542991738816,0.466600190539122,0.999992479344923,0.999712750839225,0.999999846731079,0.372046560686841,0.995309652431089,0.999965510358677,0.999999960784463,0.544879837489261,0.998928497567931,0.999995911680969,0.999999999193452,0.999999999998001,0.168764241485513,0.967236036623586,0.999372057802351,0.99999580494588,0.999999991482455,0.99999997596881,0.0518969686627082,0.999032347084559,0.999999972625363,0.99999999727361,0.999900919444677,0.999998542106296,0.00134772142106443,0.0616562081361935,0.998737905637932,0.999999904171908,0.999999999724702,0.999957932639692,0.999999458487417,0.265028390610817,0.999999984316902,827.0024,290.7664,362.0623,405.5267,437.2258,428.003,452.371952197802,386.920844117647,391.439025714286,NA,NA,NA,NA,104.9249,NA,7.52137891502486,14.2772312751424,17.0171813328381,827.0024,290.7664,362.0623,405.5267,384.76335,428.003,357.061375,300.3409,317.1566,827.0024,290.7664,362.0623,405.5267,489.68825,428.003,533.494175,449.57,450.51645,1,1,1,1,2,1,364,102,35
"ZNF808",0.71830910691478,0.958082362960882,0.995778144152907,0.999784852247198,0.992353727704134,0.999992455100304,0.742813136130992,0.999997586259008,0.99999595819413,0.998138533820375,0.92287427140767,0.999974758922783,0.999999996447039,0.999909937234865,0.999999974997801,0.915341449105559,0.972067234489352,0.999995693398445,0.999999976329727,0.981836757048225,0.999856722345704,0.970122875506437,0.922187506122603,0.999790944584285,0.999999999999186,0.918366398365837,0.998148962202776,0.565066307146062,0.75391503893356,0.998088113601121,1,0.999856188455749,0.999866241522988,0.99999998459945,0.522318981158864,0.077261622447125,273.3813,145.9854,186.3718,212.4608,165.5143,176.4706,203.564206593407,214.959328431373,185.00702,NA,NA,NA,NA,30.8746,NA,2.41165539956582,7.16552562752269,5.08117617958148,273.3813,145.9854,186.3718,212.4608,150.077,176.4706,171.467675,168.0872,171.61885,273.3813,145.9854,186.3718,212.4608,180.9516,176.4706,232.670775,240.8708,202.9727,1,1,1,1,2,1,364,102,35
"ZNF43",0.00341549764339666,0.00413622772081224,0.0407436418637078,0.999999999998796,0.998501124606868,0.999110192446599,0.000119018664904491,0.999999954313172,0.999999612452066,0.984029859871133,0.0956290785806121,0.983593862261125,0.988144591873038,0.99999794087821,0.909278525689666,8.47263378056518e-06,0.99999900118162,0.999999904108433,0.99816095661598,0.998610221556606,0.962656290484891,2.7821518733262e-06,0.999999999999851,1,0.988273475731772,0.999987706282518,0.898741276251552,0.484023954138128,2.01546360417693e-05,0.999988170310388,0.999997597352832,0.999461085638936,0.995467351302067,0.980885346277412,0.999566602901631,0.72014697305033,1161.8705,413.2198,422.8339,551.3223,382.181,609.3514,450.696743956044,419.011019607843,465.275145714286,NA,NA,NA,NA,111.6374,NA,6.96980850449751,13.8231233383609,25.2688635576965,1161.8705,413.2198,422.8339,551.3223,326.3623,609.3514,363.47275,323.2539,398.25305,1161.8705,413.2198,422.8339,551.3223,437.9997,609.3514,520.37095,484.70235,501.3575,1,1,1,1,2,1,364,102,35
"ZNF28",0.296785229605784,0.828452832197753,0.95018919466564,0.996070401237983,0.965488184096852,0.999996175669134,0.898090066841861,0.915377608894347,0.999982959172131,1,0.995748226831765,0.833260997646362,0.998507307153889,0.99998439974629,0.999965752180347,0.831796030938513,0.672981678790791,0.999306182752548,0.999999957698815,0.999999769416173,0.999990316456567,0.601817372783465,0.884655281485672,0.999999138240391,0.999999947945933,0.999998108571912,0.998143566144534,0.0236031649356582,0.893156305634389,0.608348084734881,0.997867892330008,0.999998076103776,0.999985921401681,0.999999583971735,0.999092085837035,0.220985817516401,649.0807,126.5207,307.7617,379.6504,383.1916,465.7617,408.421136263736,350.014444117647,426.878031428571,NA,NA,NA,NA,9.98160000000001,NA,8.32669984829084,14.6531857168287,23.2949600702448,649.0807,126.5207,307.7617,379.6504,378.2008,465.7617,299.966075,263.0591,360.90025,649.0807,126.5207,307.7617,379.6504,388.1824,465.7617,494.766,419.043575,510.81445,1,1,1,1,2,1,364,102,35
"ZNF627",0.0140433905378132,0.438964554881474,0.269651039047973,0.910968503916921,0.976241424447303,0.999998931857512,0.028835642977059,0.99774356184024,0.996523403570299,0.999914144660776,0.734744511458643,0.684536961236784,0.999966407322604,0.998624482904622,0.927702632179341,0.0107939596635157,0.907475667814051,0.999787888951206,0.999999987447302,0.999486639217301,0.963519877830272,0.0135159605967331,0.889596181263108,0.999902923187575,0.999999999502084,0.998888004591923,0.972992200323987,0.999937854892142,0.00603844705604351,0.966286349942628,0.997957940900725,0.999991291903442,0.999997005583771,0.913327345775586,0.959108871847705,0.918621162361492,952.0384,326.4396,569.0433,519.498,444.00705,646.1538,499.476061263736,506.094932352941,473.049877142857,NA,NA,NA,NA,41.98425,NA,6.43700866357165,14.0546902358908,18.0541313674189,952.0384,326.4396,569.0433,519.498,423.014925,646.1538,425.68115,412.1356,417.22535,952.0384,326.4396,569.0433,519.498,464.999175,646.1538,574.2268,601.881975,517.23445,1,1,1,1,2,1,364,102,35
"ZNF789",0.0553531573654108,0.999265463984791,0.999604488322831,0.00649973860355413,0.0078675603444095,0.999999999998215,0.99902430967386,0.000903675958878192,0.999999999968439,1,0.993873231586187,0.00274049355077144,0.999999777244421,0.999998855211022,0.999995036861346,0.998073740367039,1.73390137219176e-05,0.999999971887832,0.999999999646089,0.999999998771112,0.999902305869823,0.999570933422844,3.70527068280779e-05,0.999997395142736,0.999999691815037,0.999997503806622,0.999412956002912,0.950659880517419,0.981524985075245,5.08129032628091e-06,0.999999997137396,0.999999903740679,0.999997480131785,0.999999955468082,0.714108268915129,0.354400718951278,118.3054,325.223,74.4585,77.9919,78.8246,59.1252,82.8222340659341,89.3436176470588,68.1008114285714,NA,NA,NA,NA,14.0332,NA,2.34002267212013,6.12600486424987,3.57617351944402,118.3054,325.223,74.4585,77.9919,71.808,59.1252,59.2818,51.7599,52.6208,118.3054,325.223,74.4585,77.9919,85.8412,59.1252,95.863225,98.8501,83.23145,1,1,1,1,2,1,364,102,35
"ZNF534",0.102847367243822,0.182331515568572,0.316027524186948,0.999999697521411,0.999889203454319,0.999999178435273,0.067602263304254,0.999998708021035,1,0.999998093589494,0.69710465442879,0.977401120800763,0.99561776553039,0.999731966743119,0.989320047145353,0.0194830249574003,0.99954129602361,0.999998968040316,0.999999999600465,0.999989667199311,0.992515526644894,0.0283711382278367,0.998584983008113,0.999987670581012,1,0.999871860842726,0.996847957072119,0.990784159297123,0.00718395293316942,0.999999069752206,0.999999999996447,0.999966712683968,0.999999999714347,0.950302456243313,0.616285854980892,0.375647088873756,41.1671,3.6496,6.769,10.3093,6.89705,17.7979,9.34942747252747,10.3245617647059,6.22883428571429,NA,NA,NA,NA,3.42045,NA,0.484656850580073,1.0637880740888,0.583735419200593,41.1671,3.6496,6.769,10.3093,5.186825,17.7979,4.661475,4.8213,4.17885,41.1671,3.6496,6.769,10.3093,8.607275,17.7979,10.7434,10.00955,8.22745,1,1,1,1,2,1,364,102,35
"ZNF525",0.168116491386378,0.266632675543902,0.655716550130358,0.999999856710838,0.996480634396258,0.999620414789994,0.250323890607629,0.999630812249904,0.999994219580856,0.99999440710619,0.83772717742393,0.971793841019124,0.992945670220458,0.9999979354235,0.99885964130173,0.300618980490914,0.908053342932633,0.978616660569639,0.999999809671732,0.99237966661057,0.999999909299558,0.158812846549435,0.979960639355535,0.997963971186194,0.999999999886404,0.999941453919464,0.9998759578225,0.12078916688288,0.25405801682228,0.947761314471022,0.990756431214255,0.999999999556787,0.998429650809953,0.999996986629856,0.999134593808609,0.986478004923536,249.8002,97.7291,110.1083,144.3299,127.25525,161.6893,153.415209615385,140.741102941176,148.625217142857,NA,NA,NA,NA,15.05555,NA,2.03913822342095,4.55770296477622,6.8834972002896,249.8002,97.7291,110.1083,144.3299,119.727475,161.6893,128.113625,101.71525,124.84685,249.8002,97.7291,110.1083,144.3299,134.783025,161.6893,177.7582,164.10465,166.4551,1,1,1,1,2,1,364,102,35
"ZNF814",0.925678527400534,0.942850591694068,0.98956328982526,0.199508157694742,0.361004398523906,0.999997901650539,0.983413881412502,0.212342980980551,0.999969827864474,0.999999999961321,0.846741938122844,0.10747543731646,0.999999361678158,0.999750465623092,0.99837497383924,0.873577432790377,0.0266549212876959,0.999997080785252,0.9999999992253,0.999998479081926,0.998959219744279,0.98970526753348,0.115731248291219,0.996332777758743,0.999984923862482,0.999974687218351,0.959527377321231,0.00028257148460642,0.556402886543361,0.0046986128413421,0.999999771622416,0.99927137754965,0.981852971408182,0.999999996635657,0.0518831436616429,4.0883564159655e-06,559.5643,831.4964,300.1805,362.7611,376.51435,246.3831,346.397842857143,420.013307843137,266.306391428571,NA,NA,NA,NA,55.85065,NA,6.80036140529379,20.5181024854381,11.678999881679,559.5643,831.4964,300.1805,362.7611,348.589025,246.3831,260.944325,290.068675,234.4213,559.5643,831.4964,300.1805,362.7611,404.439675,246.3831,395.647325,464.217775,296.9311,1,1,1,1,2,1,364,102,35
"ZNF551",0.91494304939195,0.481373468502828,0.44551136539375,0.998211018838446,0.997092080454516,0.999999999998241,0.508245972026942,0.999913278507194,0.999991638181877,0.999972249104734,0.710768593272224,0.999980081920201,0.999995605345923,0.999986273193914,1,0.259368304154885,0.99981702250218,0.999897515163783,0.999710439107512,0.999999999931485,1,0.257835940878229,0.999791042127282,0.999916454555007,0.999757706002465,0.999999999988881,1,0.999999999587376,0.0607037085607953,0.963634719540799,0.999999996792442,0.99999999999427,0.996937896962684,0.999611106044408,0.0103241720115698,0.0392372273724217,263.789,173.1549,123.6462,120.1255,144.6719,146.003,147.451846978022,146.901898039216,117.208265714286,NA,NA,NA,NA,43.5341,NA,2.47162179120621,5.18535609197389,5.33554077650809,263.789,173.1549,123.6462,120.1255,122.90485,146.003,117.365425,110.5798,101.64705,263.789,173.1549,123.6462,120.1255,166.43895,146.003,175.298525,175.208575,137.0174,1,1,1,1,2,1,364,102,35
"ZNF805",0.999868427829408,0.994532474090905,0.999999999999793,0.999993828746381,0.999932074408455,0.996152998434236,0.961625078092631,0.999710003238961,0.999999974675241,0.970435158165418,0.946805201327584,0.998452146249535,0.999988945130834,0.956651674971179,0.999999380686799,0.962254710295654,0.999962922851785,0.999999999998138,0.972672862443581,0.999989135790758,0.999681591862545,0.899353383727821,0.999147442158053,0.999999971496997,0.920512198752141,0.999999999998883,0.999993284409931,0.507219276192945,0.967286537857011,0.999973340515235,0.999999999989908,0.97651165703811,0.999987019110057,0.999658529236215,0.999999999972646,0.947095438153769,395.2838,347.5264,315.4332,391.3043,301.5811,280.8446,318.884059615385,303.897406862745,319.734308571429,NA,NA,NA,NA,42.0994,NA,3.40378046895043,7.01871900899821,8.06190664409629,395.2838,347.5264,315.4332,391.3043,280.5314,280.8446,275.31435,256.0496,292.37215,395.2838,347.5264,315.4332,391.3043,322.6308,280.8446,355.231475,338.778575,350.2977,1,1,1,1,2,1,364,102,35
"ZNF468",0.917566785063012,0.997042454142947,0.999997894860851,0.999790979295407,0.981744888705774,0.999914941403071,0.999368567364429,0.992254475401039,0.999999003883227,0.999998568616092,0.999743303394032,0.997421109691659,0.999999791162119,0.999999321775174,1,0.999879696389398,0.902991241198447,0.999567296922361,0.999999999926234,0.999987502885725,0.999998616582967,0.999984765085992,0.855408236547432,0.998436860649502,1,0.99980394178438,0.999979716622345,0.978343698824061,0.999830718630378,0.919449306525388,0.999731813557564,0.999999999196058,0.999995965831932,0.99999948303005,0.999999975529384,0.997647200745604,503.5971,153.2847,296.9314,424.4733,359.23355,355.9578,409.06822967033,431.142159803922,403.430837142857,NA,NA,NA,NA,23.58245,NA,8.5483804432271,25.7251875773523,20.1322527228389,503.5971,153.2847,296.9314,424.4733,347.442325,355.9578,303.831975,283.69855,342.3327,503.5971,153.2847,296.9314,424.4733,371.024775,355.9578,476.16575,470.17615,477.6073,1,1,1,1,2,1,364,102,35
"ZNF616",0.337173454146593,0.349846929779449,0.486801875551733,1,0.999999769453042,0.999999891853645,0.466080883735613,0.99977418371846,0.999838164334887,0.999998446785258,0.962172614247419,0.967778398282732,0.97120012541306,0.992326127216242,0.997805063769957,0.470617403192339,0.964510775963387,0.969620301411398,0.995759676476954,0.999064544882721,0.99995385207936,0.583342299405212,0.928558159278648,0.937008991177562,0.987042054753025,0.993582449726881,0.999998278422342,0.90395961843662,0.441403227135683,0.977620102751504,0.981169947182931,0.997907131713093,0.999760692813281,0.999873585309655,0.999982353531786,0.965888900854421,241.0072,99.3512,100.6318,113.4021,128.8994,169.2308,149.633241758242,156.347802941176,146.576051428571,NA,NA,NA,NA,28.7098,NA,2.19843637006554,4.90187440415687,6.43887701267928,241.0072,99.3512,100.6318,113.4021,114.5445,169.2308,126.813025,125.455125,127.0587,241.0072,99.3512,100.6318,113.4021,143.2543,169.2308,174.4671,185.374475,171.2494,1,1,1,1,2,1,364,102,35
"ZFP57",1,1,1,1,1,1,1,1,1,1,0.999999943562462,0.999999943562462,0.999999943562462,0.999999943562462,0.99999995261722,0.999972714949696,0.999972714949696,0.999972714949696,0.999972714949696,0.999827470748178,0.999999991786725,0.999999800222319,0.999999800222319,0.999999800222319,0.999999800222319,0.999999399996624,0.999999999999605,0.71479399653036,0.999995555760588,0.999995555760588,0.999995555760588,0.999995555760588,0.999978601989709,0.999999999988431,0.999934156596499,0.999717538135627,0,0,0,0,0.8299,5.4299,8.44711428571429,4.52520098039216,6.77266285714286,NA,NA,NA,NA,0.1183,NA,1.16722930199427,1.24814620904,1.72509143196043,0,0,0,0,0.77075,5.4299,0,0,0,0,0,0,0,0.88905,5.4299,6.3497,2.98125,8.3886,1,1,1,1,2,1,364,102,35
"ZNF155",0.901055091967017,0.949317570020096,0.995105273841837,0.179991901158683,0.379208478430714,0.999988126677797,0.950046746420003,0.108110875660651,0.999999939704846,0.999999625313526,0.997270499158911,0.423948963707663,0.999956940152468,0.999999999984302,0.999996554355026,0.954980754137655,0.0424558991792019,0.99983819948263,1,0.99997464301926,0.999999999699968,0.971602230597255,0.056353795435645,0.999519963918593,0.999999999929272,0.999832543942993,1,0.99768494280372,0.84465997596425,0.0168204186820067,0.999999937779287,0.999995562718538,0.999999999997452,0.999968489526641,0.614240807915217,0.437681933785932,297.1183,422.8102,185.8529,220.0807,201.0021,226.2956,219.930356043956,225.411245098039,198.447408571429,NA,NA,NA,NA,28.6412,NA,3.0786450918184,8.45051513976273,6.33522472497403,297.1183,422.8102,185.8529,220.0807,186.6815,226.2956,181.4249,174.04235,167.395,297.1183,422.8102,185.8529,220.0807,215.3227,226.2956,252.64625,263.684,221.34985,1,1,1,1,2,1,364,102,35
"ZNF425",0.442946943338309,0.714201889643579,0.790576682616436,0.999983547480966,0.999863102005025,0.999999998037914,0.736160783108649,0.997767854688654,0.99999778190444,0.999999986609646,1,0.427578728149802,0.69932691856834,0.77742618345208,0.719430337497723,0.857193564458228,0.83857677032224,0.987799106695125,0.996866522992758,0.995118628894574,0.841774486625754,0.938806640355806,0.716471197891211,0.958071258311036,0.984432046495348,0.96551134970341,0.929674747948344,0.574907013833598,0.756306346726704,0.928512506434642,0.997840975544218,0.999682872064461,0.999813167493374,0.736652381793929,0.959619744343823,0.414830674890498,162.6699,56.7721,76.2635,82.4742,89.31915,163.8009,110.399901098901,118.045584313725,103.08856,NA,NA,NA,NA,21.68325,NA,1.81166543233899,3.80048261141267,4.48985199686298,162.6699,56.7721,76.2635,82.4742,78.477525,163.8009,85.4164,94.27745,83.57865,162.6699,56.7721,76.2635,82.4742,100.160775,163.8009,133.4807,143.3627,119.184,1,1,1,1,2,1,364,102,35
"ZNF611",0.392842133484579,0.307077899264701,0.532549812816278,0.99999999527315,0.999999902428157,0.999994098122524,0.521854958426152,0.999834506330764,0.998823337220202,0.999998239909073,0.83356894022601,0.999040692764097,0.996329925910617,0.999935888894424,0.999999575244033,0.525836901753745,0.972297044168402,0.927984614911906,0.996200923455068,0.999303044425346,0.999999989177546,0.555841637874857,0.96712199223771,0.918198696459682,0.995023649410209,0.998855162300351,0.99999994553902,0.999996799218456,0.464343906591625,0.987238556437123,0.960479390699967,0.998816362188414,0.999934673575595,1,0.999245421298282,0.997477847656838,221.8225,81.103,72.2022,94.1282,110.39815,123.9819,130.97523021978,132.58141372549,125.783342857143,NA,NA,NA,NA,7.36405000000001,NA,2.15865701335235,5.78109536552479,5.82899190152308,221.8225,81.103,72.2022,94.1282,106.716125,123.9819,106.1792,102.42795,98.0958,221.8225,81.103,72.2022,94.1282,114.080175,123.9819,157.865375,159.72915,147.4173,1,1,1,1,2,1,364,102,35
"ZNF254",0.980796888333514,0.517635165845091,0.983688003651201,0.986784794420521,1,0.984319500563735,0.951872818949946,1,0.969035629970642,1,0.968474694918765,0.999999999892381,0.992836077209571,0.999999999105249,0.999999999845037,0.697954374592568,0.999998301242065,0.973878348878311,0.999995660420663,0.999981607077442,0.999999976672301,0.681786721089986,0.999996402224442,0.978567012751775,0.999991578301042,0.999961421449674,0.999999915924376,0.999999022572849,0.547560170455988,0.999837597535646,0.995337905593292,0.999730934180812,0.998392199226577,0.999977719644508,0.904153409461535,0.975329324885269,952.6819,678.1184,419.12,685.0784,675.9758,655.2097,623.363583516483,617.653376470588,578.065937142857,NA,NA,NA,NA,104.1932,NA,9.45366524739583,21.1728025781492,23.4894341602533,952.6819,678.1184,419.12,685.0784,623.8792,655.2097,516.406225,493.1782,513.44645,952.6819,678.1184,419.12,685.0784,728.0724,655.2097,716.286975,707.774775,642.2561,1,1,1,1,2,1,364,102,35
"ZNF625",0.255229391063911,0.515895265083218,0.430342441356966,0.999974534555939,0.999998394745729,0.999999998167947,0.530310509645489,0.996290879526387,0.999995305479132,0.999926037339102,0.860368303724633,0.988441105457054,0.999790925759071,0.999053813042197,0.999998076623073,0.425636701726611,0.931276170206149,0.998657959883978,0.993657846814227,0.999973129463426,0.999999999984039,0.623760229681549,0.818876196822422,0.987118176859738,0.964103277586152,0.996564929489559,0.999999885869908,0.235495431790969,0.304650729012549,0.979329029425176,0.999928677410074,0.999271089617017,0.999999999675667,0.999998515048922,0.938539713398824,0.198020328856088,58.9608,11.3544,19.4495,17.0327,25.08865,30.1207,29.1756675824176,33.0075656862745,26.08874,NA,NA,NA,NA,6.87435,NA,0.666421421092543,1.7413453269623,1.72883783587694,58.9608,11.3544,19.4495,17.0327,21.651475,30.1207,21.024,21.6047,19.44105,58.9608,11.3544,19.4495,17.0327,28.525825,30.1207,34.768775,42.1327,29.93415,1,1,1,1,2,1,364,102,35
"ZNF845",0.590043944319918,0.653889405661215,0.793395708498887,0.999999999834745,0.999997244027349,0.999999822622754,0.80023523629119,0.999462066803404,0.999866765419613,0.999999319285676,0.997533617384983,0.963910526106983,0.978245410540858,0.995286503892497,0.998563247168002,0.928670636608653,0.888483824742927,0.933142522919017,0.98756500820013,0.991202472569044,0.999999848485121,0.841500656681706,0.957732414846187,0.979019304230694,0.997974647001275,0.999573088519626,0.999960962233885,0.530108821971979,0.897038363961969,0.932367143419614,0.962937541591037,0.994890631954796,0.997927642274306,0.999996454650867,0.999442634015878,0.99966348460543,202.6379,82.7251,88.4477,102.1963,116.3116,154.7511,145.207814285714,135.28882745098,140.33126,NA,NA,NA,NA,25.2876,NA,2.22536635790862,4.89774096716443,6.8560476446983,202.6379,82.7251,88.4477,102.1963,103.6678,154.7511,115.468625,100.218,111.71295,202.6379,82.7251,88.4477,102.1963,128.9554,154.7511,170.028275,166.632675,164.25435,1,1,1,1,2,1,364,102,35
"ZNF90",0.999936693626921,0.999981674823797,0.255756281724953,0.994322057068297,0.553497093597999,0.101764773994084,0.747259265138608,0.965138419625694,0.43288678293818,0.968039738896005,0.389500251091184,0.710692781526291,0.177688093440529,0.999999764246792,0.994234257723043,0.257566265758577,0.689542238361065,0.0658336010470456,0.984236577267974,0.99984142269171,0.998878312319473,0.140104972886866,0.497004422471152,0.0291062454820203,0.998375798489995,0.991312019220937,0.99998011096906,0.209661915669746,0.278063186122977,0.709454998684247,0.0747845485748988,0.98472756259841,0.999888342211376,0.998888809662077,0.99999999999961,0.855133443008717,990.4077,833.3333,1124.0975,170.3272,499.43635,247.0588,410.558962087912,343.065179411765,412.435845714286,NA,NA,NA,NA,186.85735,NA,13.0345320564875,21.276505385765,22.5969333209018,990.4077,833.3333,1124.0975,170.3272,406.007675,247.0588,256.1388,186.0788,343.37235,990.4077,833.3333,1124.0975,170.3272,592.865025,247.0588,515.261275,481.6811,504.67905,1,1,1,1,2,1,364,102,35
"ZNF788",0.998012418706893,0.982136964048913,0.999991510525908,0.999998629752116,0.99998609495139,0.999073025869304,0.99940789038064,0.999999751981206,0.999753676342389,0.999999861556802,0.963242625919931,0.999975374061062,0.999999997639146,0.996771320396752,0.998621001237163,0.985055850804549,0.999999999998805,0.999950346623843,0.999905827305297,0.999996045851753,0.999379719976377,0.975495460110824,1,0.999990372054268,0.999694238950258,0.999957191349298,0.999793865662262,0.997627510569469,0.991810790433937,0.999999998137704,0.999853167047814,0.999976370751495,0.999999859558538,0.998709914527604,0.999966478290706,0.995904189084748,59.1527,88.8078,100.1805,73.5096,80.8772,105.279,87.4039796703297,89.8126558823529,85.2586485714286,NA,NA,NA,NA,6.2881,NA,1.47731314639357,2.81413446168207,4.17453908356253,59.1527,88.8078,100.1805,73.5096,77.73315,105.279,68.645725,68.499175,70.4226,59.1527,88.8078,100.1805,73.5096,84.02125,105.279,102.9229,105.577875,103.05735,1,1,1,1,2,1,364,102,35
"ZNF880",0.996225078389383,0.9446580303117,0.999993510165583,0.999968685535166,0.999936833573568,0.992930753596877,0.999963680552034,0.999882910079784,0.985254696748449,1,0.999315320935106,0.870078013129223,0.616240136996518,0.986090876101563,0.959595173257709,0.999887793709215,0.999271250307017,0.942596909407241,1,1,0.889710695109516,0.996688917827335,0.999993615088163,0.98956784356708,0.99999735866706,0.999987048117566,0.736831864003553,0.153575127916223,0.99999834932506,0.995181299283911,0.87791246769816,0.999999937472965,0.999996231570541,0.957229221363004,0.959490570048709,0.185234384848989,280.5755,163.017,101.5343,230.39,226.2937,373.1523,229.129375,198.602585294118,250.359174285714,NA,NA,NA,NA,36.6646,NA,5.23170116824456,10.0231221074482,19.6926668463227,280.5755,163.017,101.5343,230.39,207.9614,373.1523,150.213575,112.827075,149.20745,280.5755,163.017,101.5343,230.39,244.626,373.1523,284.8045,273.51895,331.48795,1,1,1,1,2,1,364,102,35
