"gene","p-adj-cribiform morular-columnar cell variant","p-adj-Diffuse sclerosing variant-columnar cell variant","p-adj-Diffuse Sclerosing Variant-columnar cell variant","p-adj-Diffuse sclerosing variant-cribiform morular","p-adj-Diffuse Sclerosing Variant-cribiform morular","p-adj-Diffuse Sclerosing Variant-Diffuse sclerosing variant","p-adj-Papillary carcinoma, diffuse sclerosing variant-columnar cell variant","p-adj-Papillary carcinoma, diffuse sclerosing variant-cribiform morular","p-adj-Papillary carcinoma, diffuse sclerosing variant-Diffuse sclerosing variant","p-adj-Papillary carcinoma, diffuse sclerosing variant-Diffuse Sclerosing Variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-columnar cell variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-cribiform morular","p-adj-Papillary carcinoma: mixed papillary and follicular variant-Diffuse sclerosing variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-Diffuse Sclerosing Variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-columnar cell variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-cribiform morular","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Diffuse Sclerosing Variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Papillary carcinoma: mixed papillary and follicular variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-columnar cell variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-cribiform morular","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Diffuse Sclerosing Variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Papillary carcinoma: mixed papillary and follicular variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Thyroid Papillary Carcinoma - Classical/usual","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-columnar cell variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-cribiform morular","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Diffuse Sclerosing Variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Papillary carcinoma: mixed papillary and follicular variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Thyroid Papillary Carcinoma - Classical/usual","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","mean-columnar cell variant","mean-cribiform morular","mean-Diffuse sclerosing variant","mean-Diffuse Sclerosing Variant","mean-Papillary carcinoma, diffuse sclerosing variant","mean-Papillary carcinoma: mixed papillary and follicular variant","mean-Thyroid Papillary Carcinoma - Classical/usual","mean-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","mean-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","SEM-columnar cell variant","SEM-cribiform morular","SEM-Diffuse sclerosing variant","SEM-Diffuse Sclerosing Variant","SEM-Papillary carcinoma, diffuse sclerosing variant","SEM-Papillary carcinoma: mixed papillary and follicular variant","SEM-Thyroid Papillary Carcinoma - Classical/usual","SEM-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","SEM-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","Q1-columnar cell variant","Q1-cribiform morular","Q1-Diffuse sclerosing variant","Q1-Diffuse Sclerosing Variant","Q1-Papillary carcinoma, diffuse sclerosing variant","Q1-Papillary carcinoma: mixed papillary and follicular variant","Q1-Thyroid Papillary Carcinoma - Classical/usual","Q1-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","Q1-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","Q3-columnar cell variant","Q3-cribiform morular","Q3-Diffuse sclerosing variant","Q3-Diffuse Sclerosing Variant","Q3-Papillary carcinoma, diffuse sclerosing variant","Q3-Papillary carcinoma: mixed papillary and follicular variant","Q3-Thyroid Papillary Carcinoma - Classical/usual","Q3-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","Q3-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","count-columnar cell variant","count-cribiform morular","count-Diffuse sclerosing variant","count-Diffuse Sclerosing Variant","count-Papillary carcinoma, diffuse sclerosing variant","count-Papillary carcinoma: mixed papillary and follicular variant","count-Thyroid Papillary Carcinoma - Classical/usual","count-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","count-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)"
"POGK",0.999776995545607,0.999999920765896,0.999999938002672,0.999992759827532,0.997998875604785,0.999983684740928,0.999999986558167,0.996791372165812,0.999984619442954,0.999999999991123,0.995487892288549,0.898312265927748,0.981457177521407,0.999302176424168,0.996487294700066,0.999973240903071,0.955131074593125,0.998732816708748,0.999999993475196,0.999997016057319,0.99761004032745,0.999994537144348,0.999962633838636,0.999999999994122,0.999519146298401,0.997855338501981,0.841799580161645,9.89821113961398e-10,0.999301951776976,0.888609975081849,0.991337471998797,0.999988465886018,0.999404960364263,0.999851563600513,0.92061364423099,1.58382894960285e-05,1068.745,874.2903,998.6462,1136.71,1117.30585,1363.4992,1172.9684010989,983.516173529412,1231.39111142857,NA,NA,NA,NA,95.18195,NA,13.7290393839894,19.321913181745,38.5899353299021,1068.745,874.2903,998.6462,1136.71,1069.714875,1363.4992,1019.2725,868.208525,1130.33675,1068.745,874.2903,998.6462,1136.71,1164.896825,1363.4992,1285.29155,1074.14115,1343.70335,1,1,1,1,2,1,364,102,35
"ZNF514",0.99999999999975,0.9989599214469,0.999997101286698,0.999355344083442,0.999992070932255,0.985741489760135,0.999998158586606,0.999993782232125,0.975674478690266,0.999999999987747,0.999999999997822,0.999999999746889,0.99820600214003,0.999999333801257,0.999999709016254,0.99675509597382,0.994605609291688,0.701840094578906,0.999992532711364,0.999502046565387,0.998395375942913,0.968855136612226,0.957399337246507,0.476243508069403,0.998912778024063,0.976369199526102,0.979694797612029,0.0715321982425594,0.989065453180796,0.983744753513912,0.603204443467727,0.999864863769577,0.995659424647245,0.993651243664647,0.989057321605361,0.995519411412706,415.2678,424.1687,555.5054,350.5155,362.3421,404.2232,298.763528021978,250.256004901961,274.133408571429,NA,NA,NA,NA,110.1297,NA,8.07197806782451,11.8008397382197,18.2972704286215,415.2678,424.1687,555.5054,350.5155,307.27725,404.2232,208.0141,165.59795,212.96375,415.2678,424.1687,555.5054,350.5155,417.40695,404.2232,344.550975,308.3815,321.2782,1,1,1,1,2,1,364,102,35
"ZNF300",0.999999816872098,0.192269474642836,0.69448435373476,0.302965190448932,0.826532490366883,0.99653098566426,0.262360485998177,0.415556945161859,0.999796057144261,0.99998587891449,0.290949342173999,0.427950440464954,0.999999917843343,0.999554965490648,0.999997053887088,0.0154377994688604,0.0421489854569792,0.999999974312459,0.988241223778581,0.998739885070912,0.999999999311488,0.0049636377981751,0.0151743071849492,0.999999988333479,0.931496506831669,0.963593434550118,0.999961745623859,0.0762784951760173,0.00699034686674704,0.0204825540152481,0.999999999732471,0.94984483785412,0.979201081219169,0.99998813809464,0.833201523647845,0.999998080939292,693.8449,654.9067,240.5235,382.3398,323.68845,275.7164,262.049325,220.962507843137,228.227494285714,NA,NA,NA,NA,96.12835,NA,6.18855740300317,15.2637740099214,11.1877917652436,693.8449,654.9067,240.5235,382.3398,275.624275,275.7164,192.5684,109.54955,188.5804,693.8449,654.9067,240.5235,382.3398,371.752625,275.7164,311.425525,278.5971,272.3738,1,1,1,1,2,1,364,102,35
"RBAK",0.999999847913143,0.803313521782155,0.936151346076202,0.668863773943567,0.855374875325243,0.99999681417559,0.963760968174684,0.892288304308307,0.998926926492421,0.999996952633926,0.99516470340043,0.978386131714265,0.997970956397878,0.99996745598173,0.999999965984375,0.972982234487751,0.89190787920656,0.965096103463924,0.998733951819153,0.999959444895224,0.999999999806924,0.995951711927424,0.968581721582905,0.887536872042386,0.987919505200894,0.996019356308724,0.99999045005378,0.25324850756377,0.828190603121244,0.642421172756249,0.999021469803524,0.999999740049428,0.99999987929351,0.999990314877301,0.170083004462139,0.00508767834382684,444.3245,473.236,231.3403,273.8682,310.4901,331.2217,340.080661538462,366.003914705882,296.054254285714,NA,NA,NA,NA,99.3649,NA,4.87767456587662,10.2217091437364,11.8644969826594,444.3245,473.236,231.3403,273.8682,260.80765,331.2217,284.66405,294.627525,257.91365,444.3245,473.236,231.3403,273.8682,360.17255,331.2217,397.701625,429.76955,333.5185,1,1,1,1,2,1,364,102,35
"ZNF92",0.184938826069203,0.111146660884738,0.733780189623688,0.999999869897133,0.993453988480919,0.973681833470254,0.34048680942044,0.998675234240546,0.989547961837963,0.99999686620278,0.906274529309256,0.948787755380356,0.878967330615693,0.99999441279669,0.998559462801305,0.163320316248879,0.983750640269967,0.924339392660562,0.999999718973186,0.999999836348085,0.998495868805882,0.357835476365683,0.899241013870291,0.748945773441617,0.999999994362934,0.99800062353861,0.999994859396441,0.0213494155718709,0.0890212390951054,0.998338290588084,0.983053410061066,0.999883591170745,0.999999974902883,0.986772331978532,0.809122768804983,0.022292556858251,326.9384,113.1387,95.6679,186.0152,163.364,214.178,172.380716758242,194.378895098039,156.063968571429,NA,NA,NA,NA,42.6308,NA,2.84495819210415,7.26632174251493,6.92322336442187,326.9384,113.1387,95.6679,186.0152,142.0486,214.178,141.10875,150.578625,127.6108,326.9384,113.1387,95.6679,186.0152,184.6794,214.178,201.143075,237.00415,174.92805,1,1,1,1,2,1,364,102,35
"ZNF157",0.858738708782774,0.567140302787499,0.565537633863218,0.999932766201076,0.999930256359145,1,0.972318071447243,0.999544983059053,0.964383930427947,0.963897332390118,0.990253002900415,0.999797954707821,0.983598364471072,0.983363050169824,1,0.668369572963005,0.999998626530947,0.989322484361275,0.989083832720279,0.999283888612567,0.999917574384423,0.711208118460042,0.999994266112662,0.984632041963562,0.984316357749714,0.999752307174877,0.999969994352531,0.999855106569996,0.340749444051597,0.999999809165866,0.999963748093571,0.999961670927626,0.917946594677006,0.98682104317299,0.0888996714043246,0.0844866600137423,9.1926,3.2441,1.3538,1.3447,5.3548,5.4299,4.05517087912088,4.22085,2.60439428571429,NA,NA,NA,NA,0.0180999999999996,NA,0.146132857416998,0.313358510909541,0.328712467747758,9.1926,3.2441,1.3538,1.3447,5.34575,5.4299,2.1977,1.680425,1.38515,9.1926,3.2441,1.3538,1.3447,5.36385,5.4299,5.22295,5.66515,3.2948,1,1,1,1,2,1,364,102,35
"ZNF182",0.918934456562823,0.978797985540132,0.83369492034784,0.283520337452263,0.0949696893599787,0.999926981354705,0.789408421016969,0.0420047403517243,0.999982775502382,0.999999988972856,0.908648589430727,0.147053674043964,0.999997830626336,0.999999973121842,0.999999999999536,0.614847504297074,0.00525577336507277,0.999983725488769,0.999998793810089,0.999999997571612,1,0.667193989122505,0.00713197749524797,0.99999654095767,0.999993361409066,0.999999790239513,0.999999999523358,0.999462543886748,0.335169907198835,0.00112653907992855,0.995952269355805,0.99999998631543,0.999917310882384,0.99998025772325,0.224627652127709,0.174977837061175,386.7666,515.8151,284.1471,237.9516,250.9939,254.7964,257.238343956044,262.012406862745,226.85454,NA,NA,NA,NA,36.449,NA,3.52600791137066,7.51723874285271,8.59361299243521,386.7666,515.8151,284.1471,237.9516,232.7694,254.7964,214.5695,207.339725,192.04345,386.7666,515.8151,284.1471,237.9516,269.2184,254.7964,297.6094,298.562675,255.86315,1,1,1,1,2,1,364,102,35
"ZNF673",0.999999937827732,0.833758226484819,0.866142827084683,0.722050325029877,0.764184439331022,0.999999999985281,0.946736540323212,0.870574381326721,0.999816341083279,0.999944298656191,0.894347278518066,0.803057912423566,0.999999996362475,0.999999999986017,0.999986642222307,0.602407625593556,0.412993945857824,0.999999282651794,0.999999980124257,0.999758564956297,0.999999999975774,0.944885481889837,0.844486301511331,0.99153757904271,0.995984095196921,0.999989695093252,0.998301826172945,2.08333574502895e-07,0.26914230268601,0.149505308336732,0.99999895462456,0.999989508363604,0.9312546106049,0.999940046959869,0.0540170604828211,4.81848743127955e-08,316.1471,330.0892,205.3249,210.2196,238.97725,215.083,218.771788461538,252.449424509804,191.03924,NA,NA,NA,NA,22.16305,NA,2.51359950713362,6.21703628857625,6.5012884708479,316.1471,330.0892,205.3249,210.2196,227.895725,215.083,182.784925,206.391525,169.2591,316.1471,330.0892,205.3249,210.2196,250.058775,215.083,245.5352,281.1894,206.82505,1,1,1,1,2,1,364,102,35
"ZNF41",0.999999999970232,0.976316590061732,0.983745869707526,0.984898799771036,0.990067591996674,0.999999999992358,0.999982282364985,0.999997332981559,0.995077230198606,0.997345331333035,0.999999999988334,0.999999995213767,0.965973797064751,0.975850417775488,0.999931693714394,0.999978532980332,0.999997887955628,0.970699807729889,0.98246100386907,0.999999999254753,0.999895845672995,0.999999235152252,0.999999985359424,0.942422375346154,0.962266393171526,0.999997603775505,0.999991982784172,0.941957897443722,0.999774062720139,0.999952856327014,0.989479691764547,0.994481436993138,0.999999999545748,0.999294602560787,0.994053769312078,0.84901469117021,238.6091,231.1436,129.9639,136.2618,204.0005,245.2489,209.601308791209,219.609871568627,198.603068571429,NA,NA,NA,NA,13.735,NA,3.61241491788626,7.99514902383066,10.1130710637463,238.6091,231.1436,129.9639,136.2618,197.133,245.2489,171.692825,161.47805,158.29685,238.6091,231.1436,129.9639,136.2618,210.868,245.2489,255.159375,269.310125,244.6751,1,1,1,1,2,1,364,102,35
"ZNF7",0.99992935738342,0.99535101560646,0.945022610435315,0.92403967691482,0.730036322062855,0.999980881127719,0.985274022892348,0.827387249915887,1,0.99996460915539,0.999988335743229,0.994991877907707,0.999939136392067,0.994331638124183,0.999732362681797,0.961625747984666,0.649703954654844,1,0.999652421438856,0.999999999950369,0.999362272556489,0.729567299638255,0.286684317603387,0.999829412999542,1,0.998710511822285,0.957336676873153,2.81860663173816e-05,0.904055334767636,0.51012207021434,0.999999912520296,0.999992211419419,0.999999725025641,0.994974684055831,0.936487846856944,0.745910387946161,504.8082,558.9051,408.9395,363.3035,406.1104,461.991,410.622258241758,365.760745098039,392.455508571429,NA,NA,NA,NA,11.1873,NA,4.20147291860513,8.45749015700629,10.5860149082546,504.8082,558.9051,408.9395,363.3035,400.51675,461.991,364.23335,308.821375,353.463,504.8082,558.9051,408.9395,363.3035,411.70405,461.991,446.57555,425.9234,419.5372,1,1,1,1,2,1,364,102,35
"ZNF214",0.3963239613913,0.114102786400842,0.404994669030351,0.999623126218926,1,0.999555994639563,0.26536851036586,0.999999998571722,0.996578076501356,0.999999999517928,0.782705872171102,0.999702613212414,0.961651758359404,0.999750232106039,0.999804887512574,0.124029048792203,0.999993434083049,0.957791031891339,0.999995730987433,0.99999865170364,0.999942542509856,0.108592113808407,0.999998637141088,0.970084978891206,0.999999199387483,0.999999931607088,0.999853319680473,0.999759073241762,0.0463459924400536,0.999999999998796,0.997329069322527,0.999999999984377,0.999999065736079,0.994983923319141,0.360325982327693,0.726041359108519,175.06,81.914,56.8592,82.4742,86.31575,106.184,92.3573631868132,90.4881254901961,80.4030171428571,NA,NA,NA,NA,21.84045,NA,1.54629763983303,3.18285011978233,4.02426268461875,175.06,81.914,56.8592,82.4742,75.395525,106.184,71.56855,68.78255,66.3589,175.06,81.914,56.8592,82.4742,97.235975,106.184,110.5531,110.043025,90.44665,1,1,1,1,2,1,364,102,35
"ZNF215",0.686973747936647,0.999999992815238,0.973478193796608,0.779461225018624,0.998916678078643,0.989408667617062,0.999996910337143,0.713998594663241,0.999999992993557,0.989390150340253,0.944330158255769,0.999817264326833,0.973600851753204,0.999999993130452,0.970044621117687,0.968647184133099,0.898776242280235,0.991446694232371,0.999971275282758,0.980344062108864,0.999416282791921,0.997691535983291,0.709897424686424,0.999773821295747,0.997142125718221,0.999843150437076,0.986164312747314,0.0302824379637657,0.942662266258725,0.946759775326954,0.98044471411088,0.999998826722577,0.952338831342306,0.999917644977603,0.997168727023647,0.194215985325091,26.3789,94.8905,32.0397,68.5791,36.92665,74.2081,57.0908241758242,47.1591607843137,60.8580571428571,NA,NA,NA,NA,12.37805,NA,1.43346848209556,2.75217494088586,3.48717999988068,26.3789,94.8905,32.0397,68.5791,30.737625,74.2081,40.42935,26.295225,47.48285,26.3789,94.8905,32.0397,68.5791,43.115675,74.2081,71.756275,57.7544,75.35,1,1,1,1,2,1,364,102,35
"ZNF547",0.955606414921818,0.166421300360681,0.186768920315812,0.00405028412059405,0.00490773578501436,0.999999999998635,0.219012795877347,0.00319449192483678,0.999832123861923,0.999930572358712,0.291221509893453,0.0106924000812348,0.999999259012987,0.999999862143971,0.999999777146501,0.0732077637429029,0.000127469655872514,0.997575199117964,0.998795455033042,0.999999983885274,0.999983461681489,0.088223598256385,0.000179581344964319,0.996046513462582,0.997906989427676,0.999999608045943,0.999953193032916,0.999855035238896,0.0123684924064241,8.81998319091082e-06,0.999999991158038,0.999999999941755,0.998906349188128,0.999999842082609,0.0153464303445159,0.0173753131186162,127.3941,168.4793,36.6968,38.4357,52.5202,45.7707,55.3267351648352,56.7462794117647,40.4195142857143,NA,NA,NA,NA,17.1694,NA,1.16519595956944,3.18544442795633,2.29847933915156,127.3941,168.4793,36.6968,38.4357,43.9355,45.7707,40.086525,38.2254,30.8365,127.3941,168.4793,36.6968,38.4357,61.1049,45.7707,66.488225,65.313425,45.61725,1,1,1,1,2,1,364,102,35
"ZNF773",0.462576246317358,0.952392748160515,0.79078858151502,0.9929582255753,0.999910709599326,0.999979278030298,0.296854316198972,0.999999999990983,0.988022074316011,0.999892782679303,0.992416124014629,0.954613136084821,0.999997598973783,0.998569191670913,0.921791100163806,0.64823512274621,0.967842724720809,0.999999997412625,0.999959155114157,0.855895027138107,0.999743723741388,0.75481827954984,0.933051156349923,1,0.999602460141972,0.740026477120152,0.999979447330006,0.892215139652645,0.451904847572599,0.996273085167108,0.999965613445728,0.999999996974393,0.982315886858754,0.994592684079331,0.712819653598528,0.290181431207745,223.0216,121.6545,164.7112,145.2264,124.31485,179.4872,160.293549450549,165.656679411765,149.789262857143,NA,NA,NA,NA,27.60185,NA,1.69008734209466,4.02807365365177,4.65163573964806,223.0216,121.6545,164.7112,145.2264,110.513925,179.4872,139.078625,134.79475,132.67835,223.0216,121.6545,164.7112,145.2264,138.115775,179.4872,180.3591,187.7624,168.16445,1,1,1,1,2,1,364,102,35
"ZNF776",0.265819321346104,0.251039294359018,0.208871103472148,1,0.999999998922812,0.999999999885905,0.367280000103604,0.999786216884626,0.999669970752405,0.99892877372681,0.710664712972362,0.998998457535812,0.99865149968694,0.996905292905227,0.999999730411243,0.101929919226188,0.999669894952188,0.999458804983306,0.997987712194992,0.999999997839514,0.999988733324737,0.0881500305891593,0.999868215650121,0.999768456527533,0.998982613267386,0.999999842179213,0.99996201543595,0.999666571533994,0.0253965022733167,0.999999999992198,0.999999999606003,0.999999795424014,0.995463990780173,0.99359706478692,0.0790336963172789,0.324623815068619,616.3229,296.026,292.2653,280.6858,358.90995,385.5173,350.517504395604,344.412870588235,301.963631428571,NA,NA,NA,NA,73.59385,NA,4.87840882082657,9.54055765996023,13.4014238041686,616.3229,296.026,292.2653,280.6858,322.113025,385.5173,287.75575,278.6911,267.42675,616.3229,296.026,292.2653,280.6858,395.706875,385.5173,408.33905,411.8545,340.3873,1,1,1,1,2,1,364,102,35
"ZNF256",0.676539411371035,0.2612223889778,0.445052806644038,0.999378399094262,0.999995485192799,0.9999978952747,0.110062609708482,0.99820168394282,1,0.9999932052225,0.155762384584156,0.994082473309293,0.999999685219735,0.999815410419371,0.999999077734828,0.0728513578875071,0.999969027234371,0.999934914051457,0.999999999999732,0.999104592544218,0.996587689404351,0.0848760591589502,0.999987452679915,0.999871640759227,0.999999999872501,0.99834197024451,0.995120936228139,0.99997776142531,0.0687042087430854,0.999923821922852,0.999979065694581,1,0.999723345171936,0.998180761537495,0.999995188691123,0.999821391008241,177.8577,120.438,100.1805,109.8162,100.1229,92.6094,110.799266208791,111.832290196078,109.45922,NA,NA,NA,NA,6.2544,NA,1.13137506133711,2.53622582418002,3.66803700513714,177.8577,120.438,100.1805,109.8162,96.9957,92.6094,96.62945,93.889875,95.34185,177.8577,120.438,100.1805,109.8162,103.2501,92.6094,122.8106,125.3962,124.61525,1,1,1,1,2,1,364,102,35
"ZNF599",0.999975078615086,0.999789249539668,0.995254327294027,0.999999996616811,0.999967280163113,0.999998221877795,0.999999973760463,0.99999769748105,0.999944491457145,0.996689665639991,0.999999983618199,0.999999504953811,0.999985881912314,0.998963507058496,1,0.979180777299757,0.999933749597884,0.999998781385537,0.999999996276727,0.956567206921114,0.995924986377041,0.997301293599378,0.999999933894163,1,0.99997727137314,0.996786497163975,0.999790335361682,0.246578810576128,0.697752330015486,0.95733185402257,0.985131813295118,0.999637563020612,0.417371063113726,0.832344427892688,0.00118198009457049,1.11891437133416e-05,170.2638,150.0406,143.5018,129.0901,162.93925,162.2926,133.776058791209,143.289551960784,108.453328571429,NA,NA,NA,NA,9.96835,NA,1.8420030881503,3.41490374084235,3.95416569950634,170.2638,150.0406,143.5018,129.0901,157.955075,162.2926,109.13665,119.089925,88.4984,170.2638,150.0406,143.5018,129.0901,167.923425,162.2926,152.655925,167.96715,123.2275,1,1,1,1,2,1,364,102,35
"ZNF18",0.599721044012921,0.997375272383128,0.999992655717258,0.150403019756548,0.358323686502182,0.999971943446935,0.999137107691212,0.0947932937290533,0.99999974131801,0.999999446190647,0.997692367423408,0.155478445119635,1,0.999978397212005,0.999999854350452,0.999963351021884,0.0450654794884124,0.999181987080517,0.999999999990433,0.999835489677537,0.999345670801643,0.999999951484182,0.227384569516315,0.935404717429611,0.998906128129219,0.893915999139981,0.940797110112137,1.22046249195762e-06,0.999594433932752,0.0303301637555258,0.999920892464781,0.99999999951457,0.999998746897591,0.999942332419095,0.988264573673569,0.00168641669071656,192.6459,308.1914,145.7581,171.2237,157.87805,146.6063,173.977394230769,200.69742745098,166.665237142857,NA,NA,NA,NA,0.798450000000003,NA,2.04676365596902,5.66922928013637,3.92902245292618,192.6459,308.1914,145.7581,171.2237,157.478825,146.6063,149.7519,164.4141,152.4807,192.6459,308.1914,145.7581,171.2237,158.277275,146.6063,191.39465,229.9713,183.8422,1,1,1,1,2,1,364,102,35
"ZKSCAN2",0.708500313214182,0.0735892268288737,0.270687805115263,0.952103107841016,0.999125192914901,0.99979192216768,0.130058938309403,0.998381762351908,0.999012158048406,0.999999999999713,0.539782394877707,0.999999596694902,0.988113268247193,0.999972340663403,0.999959559531536,0.26937025692147,0.999999999997605,0.697791438086193,0.985929545911456,0.920548322576175,0.99998113621874,0.332260708554888,0.999999988348308,0.632542602381662,0.974356999165565,0.868832279047926,0.999893838058089,0.991545550763705,0.182883024726858,0.999999986195081,0.836400230601946,0.997556931608189,0.985623809449206,0.999999962532603,0.949546931574524,0.782212559849222,383.2934,228.3049,120.9386,169.4307,172.78445,206.6365,231.70720521978,238.154576470588,218.150022857143,NA,NA,NA,NA,26.45065,NA,3.10427384697703,7.41494672204051,8.86839618389116,383.2934,228.3049,120.9386,169.4307,159.559125,206.6365,192.5437,186.08725,183.6661,383.2934,228.3049,120.9386,169.4307,186.009775,206.6365,255.273425,275.720725,240.1324,1,1,1,1,2,1,364,102,35
"ZNF689",0.0495903983092889,0.43314302183183,0.194537271311145,0.989321327404899,0.999841787393003,0.999970308195029,0.580533698248011,0.774895105960018,0.999801885936362,0.98183017129102,0.988846774339732,0.437406424504511,0.95695607240437,0.7916194315551,0.995749681368722,0.551931666010534,0.277972525210193,0.97908658636076,0.767524887401716,0.99977596850149,0.999448882210369,0.503082492622928,0.326186477584569,0.987359282972794,0.814119012112146,0.999959341249023,0.998750499544064,0.998915335975093,0.41435140558273,0.43434081849155,0.99612721589829,0.890439135469333,0.999999780371208,0.995384667402996,0.933462573722976,0.997514120609073,254.5963,17.4371,90.2527,57.8216,126.28725,181.2971,147.493361538462,143.344143137255,135.196454285714,NA,NA,NA,NA,15.66775,NA,2.68943167859786,6.4240259249551,7.20860130833601,254.5963,17.4371,90.2527,57.8216,118.453375,181.2971,124.90115,106.820475,106.7616,254.5963,17.4371,90.2527,57.8216,134.121125,181.2971,179.916275,190.307675,169.95965,1,1,1,1,2,1,364,102,35
"ZNF19",0.255733829661009,0.0582815907075627,0.0177553136031925,0.999579142221077,0.986827735462829,0.999986937835744,0.00102032420641696,0.908917063370711,0.99910852150738,0.999999782811327,0.284415192626794,0.999999999997768,0.999209985498838,0.98146474627387,0.885240352880411,0.000343265851886265,0.986651263959856,0.99999999637058,0.999979833065283,0.988690585546803,0.978567380150394,0.00242938645366897,0.999834885450744,0.999996986180512,0.994910802019743,0.806337675908178,0.999553136398892,0.00181763633448828,0.000134014695190476,0.946389988766085,0.999982060139882,0.999999996527441,0.999723653044562,0.925516290540734,0.84592576354422,0.00738890670066183,314.2286,187.133,155.8303,135.9973,125.80505,189.9306,150.850604120879,167.507161764706,141.012828571429,NA,NA,NA,NA,20.02435,NA,1.88050569680864,3.94776581762614,5.71318909135896,314.2286,187.133,155.8303,135.9973,115.792875,189.9306,128.587225,144.0148,121.40625,314.2286,187.133,155.8303,135.9973,135.817225,189.9306,172.981825,191.63765,164.1124,1,1,1,1,2,1,364,102,35
"ZNF230",0.405075509079213,0.168714931089558,0.345937495689886,0.999957064798801,0.999999999815661,0.999993017709269,0.105295115504112,0.99999805650493,0.999999855417485,0.999999942631795,0.220889851048074,0.999996393172038,0.999999998442766,0.999999751037142,0.999999999968792,0.0273807179597195,0.999999918197539,0.999967961868204,0.99999999998391,0.999999721109258,0.999999414600856,0.0312956035279149,0.999999978916971,0.999946851170008,1,0.999998983879099,0.999998608952525,0.999998979114274,0.00979186986802061,0.999802333987373,0.999999999961669,0.99997526988964,0.999999434341283,0.999999999815387,0.546828407768024,0.571064904485586,229.8161,137.0641,118.231,133.1242,126.11105,123.3786,131.067842582418,131.990991176471,120.552625714286,NA,NA,NA,NA,21.18055,NA,1.57321296823618,2.9855117026378,4.33929781161129,229.8161,137.0641,118.231,133.1242,115.520775,123.3786,109.793375,113.0397,106.54985,229.8161,137.0641,118.231,133.1242,136.701325,123.3786,150.45555,156.390125,137.60495,1,1,1,1,2,1,364,102,35
