"gene","p-adj-T2-T1","p-adj-T3-T1","p-adj-T3-T2","p-adj-T4-T1","p-adj-T4-T2","p-adj-T4-T3","p-adj-TX-T1","p-adj-TX-T2","p-adj-TX-T3","p-adj-TX-T4","mean-T1","mean-T2","mean-T3","mean-T4","mean-TX","SEM-T1","SEM-T2","SEM-T3","SEM-T4","SEM-TX","Q1-T1","Q1-T2","Q1-T3","Q1-T4","Q1-TX","Q3-T1","Q3-T2","Q3-T3","Q3-T4","Q3-TX","count-T1","count-T2","count-T3","count-T4","count-TX"
"ZNF195",0.633269510115317,0.698478807188389,0.999953753403811,0.987396187585075,0.748817106065666,0.779839517217284,0.88050036951681,0.770965329472658,0.780939833570249,0.943694557666371,325.346478169014,313.984027380952,314.910618965517,333.542754545455,373.36705,5.16281491370383,6.08404109826459,5.49658330697472,14.352498971556,40.34455,278.162925,272.297125,276.444275,271.813225,353.194775,362.3865,353.037575,347.899325,387.975825,393.539325,142,168,174,22,2
"ZNF263",0.703920406204565,0.888685833459565,0.995317514061239,0.912539708511753,0.999460238880052,0.994241409075608,0.96567859147979,0.991471050537759,0.986436886337359,0.996173633402641,670.364214084507,687.372884523809,682.511829885058,693.241790909091,724.74535,8.31294452710727,9.7748843664213,9.00193651570092,26.6364924564612,61.37415,612.81645,604.4884,617.485275,607.807225,694.058275,721.4932,743.933975,715.4522,751.2395,755.432425,142,168,174,22,2
"ZNF200",0.536799913412143,0.203429733341158,0.972213548100538,0.0459950606507535,0.25635946076696,0.415323993614563,0.273057283282888,0.167660230297391,0.136537263452744,0.0450241487332939,166.002922535211,160.56916547619,158.500477586207,146.372195454545,209.82685,2.52607039867369,2.48988718685504,2.27097379406795,6.5285403306014,50.96165,146.044175,141.22985,139.164925,126.106325,184.346025,186.129825,185.287275,178.514725,160.176,235.307675,142,168,174,22,2
"ZNF582",0.984263620996915,0.00262502333158521,0.0103166161808446,0.0120154800369223,0.0247927481391618,0.608585040601618,0.782061241093419,0.825886142861046,0.979892277254803,0.999970509834107,97.1646309859155,95.9874297619048,89.1094591954023,82.8036818181818,81.26575,1.54668636869947,1.42569644013254,1.59945064817511,4.37708688649566,11.40565,86.600125,82.990325,75.3835,71.571675,75.562925,107.515675,106.97075,101.9055,93.175775,86.968575,142,168,174,22,2
"ZNF285",0.78382260591103,0.202630030614932,0.837073309502827,0.814975886678714,0.985265323726338,0.999999911131324,0.704096363005252,0.807774174748453,0.881247039012095,0.897868203220593,92.188785915493,88.5447714285714,85.3999350574713,85.2416318181818,66.6995,2.29158659783994,2.05164370142921,2.07070715480949,9.20142556332546,34.4825,72.469575,70.487275,67.975425,64.294175,49.45825,106.4053,104.595725,100.062925,90.0156,83.94075,142,168,174,22,2
"ZNF275",0.99999945485682,0.404605708361702,0.334593485065417,0.850993630715321,0.836669370092374,0.999892479674849,0.999059932035777,0.998960915146419,0.999999942918227,0.999995468102056,602.759445774648,604.970913095238,505.225413793103,488.735377272727,513.0725,50.4701217474807,45.1669070712073,20.8631264451894,43.693837814545,92.2687,404.117275,381.21375,376.40085,366.824975,466.93815,600.406125,596.413775,556.816325,551.201425,559.20685,142,168,174,22,2
"ZNF37A",0.508684000606466,0.00250539267574024,0.194559403904389,0.183173081415082,0.613641090740474,0.995109967145542,0.999999977320498,0.999312804359676,0.97996180644187,0.963966808825855,465.859298591549,440.865126190476,408.430706321839,396.218445454545,464.1072,11.7007939975062,11.6845625372914,9.63431486852105,24.4168316831349,36.1292,384.162875,356.138925,323.0068,318.5726,446.0426,529.8998,514.51175,483.6554,465.893625,482.1718,142,168,174,22,2
"ZNF510",0.435684765743685,0.0233655502301644,0.659969101185955,0.0327003485377733,0.236664492253786,0.612009196175635,0.970137632985063,0.996453065857624,0.999875162015249,0.998480533537871,267.587141549296,253.50217797619,242.880701149425,219.431790909091,234.94105,5.85919983720667,6.31846253200001,5.09248505566917,12.5711412323408,12.81305,220.6289,200.6694,203.4371,187.509875,228.534525,318.05605,311.04265,286.326475,256.170975,241.347575,142,168,174,22,2
"ZNF506",0.861911710150683,0.018602648947352,0.189002133019293,0.228440406549941,0.491037359143094,0.979064539287541,0.998484810645125,0.991748590469335,0.936805778740627,0.887278950865556,595.492661971831,582.268773809524,554.508577011494,539.266140909091,619.6783,9.53893450987738,8.92263344045022,8.34703688124066,41.7379477410427,86.2319,522.885425,501.886075,480.286425,442.0316,576.56235,650.65155,657.41435,613.676425,569.0559,662.79425,142,168,174,22,2
"ZNF324",0.986144620000065,0.428398723627509,0.13769149793788,0.527510823979072,0.3583295840772,0.952079014179676,0.986621379030327,0.976536905806264,0.999311369755785,0.999999999444668,228.677785211268,231.290275,220.022894252874,212.742286363636,212.51,3.46993202348469,3.1159981518726,3.83614310074904,10.4391039390264,9.7122,203.271375,203.2135,188.902725,186.892425,207.6539,251.81695,253.50245,244.700575,237.0545,217.3661,142,168,174,22,2
