"gene","p-adj-2-1","p-adj-3-1","p-adj-3-2","p-adj-4-1","p-adj-4-2","p-adj-4-3","mean-1","mean-2","mean-3","mean-4","SEM-1","SEM-2","SEM-3","SEM-4","Q1-1","Q1-2","Q1-3","Q1-4","Q3-1","Q3-2","Q3-3","Q3-4","count-1","count-2","count-3","count-4"
"ZNF419",0.382896133045276,6.4710810956381e-06,9.90303933168235e-06,0.988527703090124,0.0167038030636857,1.16031662056315e-08,224.68852195122,241.253793949045,297.555390625,221.03181826087,7.33560611454335,3.19313608893499,23.4123013104896,4.91040759031918,206.6194,204.57035,217.21795,180.3471,253.6552,274.552925,321.8034,259.01965,41,314,32,115
"ZNF175",0.838230019001027,0.393061853198268,0.590529790528618,0.999191241143229,0.444391232397976,0.196922404337141,210.986668292683,222.654377707006,242.3105625,208.974976521739,11.460818522518,5.35816815527647,12.4430507232384,5.11664688579509,168.994,168.299325,202.644,175.7917,228.5714,253.334525,267.663725,234.5653,41,314,32,115
"ZNF14",0.42479934679705,0.000197700233303344,0.000504147254610121,0.0502349995368775,0.197152854453844,0.0479104363683864,233.274404878049,249.834839808917,297.9286375,263.967735652174,11.3052629736595,3.60384947344193,12.1386214617886,6.20497800869444,195.8175,204.5727,244.3218,215.5784,264.276,287.304275,334.6121,304.2567,41,314,32,115
"ZNF85",0.695922313136794,1.43489348625181e-07,5.91536930549807e-09,0.00124050546699805,3.87009525867343e-05,0.00562659425141565,135.94817804878,145.405799363057,205.86703125,171.360424347826,6.36884126506188,2.63344699649515,11.6695958189964,6.0308604344561,111.0633,115.58315,155.20725,122.22045,149.84,166.699625,255.481075,202.14485,41,314,32,115
"ZKSCAN1",0.977209398430487,0.689240378198736,0.2923292195928,0.967391460742297,0.998801940072972,0.314857944773808,461.99757804878,479.500735987261,394.752996875,483.728275652174,43.638352347435,15.0805424240845,39.8740387933199,22.0096077836009,297.5923,256.270525,178.27045,314.12925,562.8743,646.0705,598.21915,674.6029,41,314,32,115
"ZNF862",0.649866953996852,1.25238264203631e-10,1.2420309225547e-10,8.18968620808214e-06,2.50324805328717e-09,5.13971427775761e-05,473.165043902439,519.892924840764,905.221734375,688.097088695652,25.1176868437775,10.3204529229693,88.2555325134043,27.4445299585641,369.9282,394.725025,555.190825,480.58385,545.5702,602.022575,1064.3982,797.05205,41,314,32,115
"ZNF684",0.863958989257241,1.35972344494917e-10,1.24206311902242e-10,3.75617981163145e-10,1.24202648166261e-10,0.082326170613944,47.334856097561,49.8702375796178,80.7110125,71.3894434782609,1.98686257066459,0.95613877827671,4.52598794940957,2.38624723905252,37.5039,38.9778,65.87515,54.6067,57.5227,59.0137,93.204775,81.42965,41,314,32,115
"ZNF430",0.0575305715799402,0.00044897640393371,1.30033761536197e-10,0.00031433040837503,1.24200871809421e-10,0.751304036779969,315.769629268293,395.41898566879,137.104521875,174.968806086957,28.1508175165929,12.4113843231685,16.4771346613139,9.88198974498312,196.5568,213.18945,65.9776,105.3731,408.4358,547.231425,187.68205,225.58935,41,314,32,115
"ZFP30",0.634177569630934,0.0138009004289141,0.028444576007296,0.156901156803512,0.334861390359489,0.341821378560546,185.684063414634,196.946653821656,226.4168125,207.398767826087,7.83947403842291,3.10665423196627,14.9627592074617,5.16210363239606,156.3391,161.54785,178.706575,174.13615,210.0528,231.88415,264.9446,237.9871,41,314,32,115
"ZNF549",0.097745029967452,0.164490889447991,0.942003837755836,0.764891906479464,0.233102791375463,0.404215573330152,207.090280487805,228.075760191083,233.8325375,216.784740869565,8.12014718712661,3.11165921999698,13.5206408494111,4.39344833897858,173.2606,194.653225,187.694775,188.5986,250.5067,262.123975,269.309075,249.69125,41,314,32,115
"ZNF211",0.53629678456778,0.0248248723953813,0.0788428470241619,0.896549467716928,0.817886232507523,0.035664104704637,308.679085365854,330.012551273885,372.589671875,320.88688,12.5510762574742,5.20455137115879,27.1952798601719,8.31623537377837,254.4846,266.0193,267.899275,255.783,358.9359,381.5549,397.356325,376.9981,41,314,32,115
"ZNF205",0.932463834508844,0.108942279246528,0.091108912114814,0.721010987522748,0.0399749067854849,0.00182999239028181,371.67906097561,386.921449044586,453.424971875,342.43828,18.7056580091777,8.66954550297138,40.2420599241226,12.7833415486358,309.5493,293.2157,318.79605,262.41445,430.9074,425.074725,523.73265,387.9256,41,314,32,115
"ZNF45",0.981100467502702,0.0192638218263588,0.00453309882106667,0.0817838665255,0.00412052169857946,0.579380239638363,238.993797560976,242.825542993631,280.6261875,265.210820869565,8.13935995639473,3.22569033993502,14.2762937056222,6.1089223588979,209.4134,208.114925,225.459775,224.37355,275.5839,277.608525,322.917675,299.95095,41,314,32,115
"ZNF133",0.640144006837959,8.73365280096294e-09,3.23226001519572e-10,0.994034957509395,0.520230697731289,1.61411439769665e-10,333.651751219512,356.038161783439,499.938821875,338.997739130435,10.4174409986185,5.69481244576755,44.684774274392,9.40745865213852,295.8333,292.801725,373.21645,258.7261,374.2269,400.2656,588.748675,392.21425,41,314,32,115
"ZNF436",0.457042503920384,0.0146450180422483,0.0597946996089593,0.00888289721122171,0.0130445544261958,0.908918982552337,659.418646341463,730.481468152866,866.084965625,827.163842608696,31.8110017620989,14.1078572169671,60.7054455395625,36.4114250736932,536.7385,569.83285,568.98515,576.8539,777.4533,844.085025,1062.312975,979.36915,41,314,32,115
"ZNF484",0.860188165677912,0.873618906696465,0.993993073630046,0.850589555784894,0.998816542290246,0.998595408175064,74.0025731707317,77.4262952229299,78.678675,77.8519739130435,3.71081361571468,1.46071487739041,5.50243016472187,2.45693910024907,62.261,60.20475,57.0138,59.52825,94.5798,92.85865,92.52965,93.37165,41,314,32,115
"ZNF780B",0.651992147760942,0.000256257999205145,0.000183902176346784,0.122965759187833,0.223723474435985,0.0230010870067947,384.480341463415,413.384268471338,530.305953125,444.659246086957,20.8579310807491,7.54777272893772,50.3527001129396,13.4538156187439,316.2903,330.111075,366.5015,345.2583,449.6391,489.0419,612.15785,514.4778,41,314,32,115
"ZNF557",0.701416284688753,0.105520380763412,0.000744930108235065,0.997015871313841,0.558826682785747,0.0222308229027353,164.223053658537,156.715138216561,186.661290625,162.674714782609,6.69606782512756,2.22385638504382,9.95139391531403,4.03642361952789,138.472,128.99595,153.045525,134.39135,196.2107,180.9131,223.7957,189.48855,41,314,32,115
"ZNF337",0.999999973713439,0.00155214774059609,2.36881379229725e-05,0.981400860496596,0.923496589707452,2.28135885973479e-05,464.616843902439,464.519653184713,585.6685375,454.958155652174,15.9136686715977,7.54933373301346,44.1110207023451,11.7598274130115,410.2362,379.016825,427.08675,355.9619,526.7389,518.7974,663.519425,530.79435,41,314,32,115
"ZNF317",0.986519297876792,0.973278180531604,0.830093356626537,0.99939761376915,0.988790430614474,0.926972733387967,626.142326829268,620.721169745223,635.899971875,624.061587826087,14.3141840438388,4.88381487877013,21.4730170338209,10.5784503794351,557.8993,564.138725,560.256825,559.71985,700.6369,676.47075,702.214225,688.0329,41,314,32,115
"ZNF426",0.202344817875115,0.958623419823842,0.0789108353606673,0.652583930781927,0.714082831158791,0.352873400192341,103.634670731707,120.51545,97.51418125,114.54186173913,6.44696687191173,3.04360580252597,8.79031958271363,4.59007335943673,80.2834,80.33045,60.975225,75.75685,132.8027,155.979425,139.99455,149.33855,41,314,32,115
"ZNF331",0.0319634444094276,0.157248061268676,0.996973316340844,0.28868330188241,0.612438768744936,0.826999885562559,524.536521951219,704.077652866242,719.035584375,651.520191304348,22.4388556667641,26.2982895301965,63.1484209074771,18.8278634246855,461.289,522.208975,511.9809,541.45495,562.6327,718.6003,792.52895,723.45195,41,314,32,115
"ZNF227",0.996002472096499,0.0947134724650469,0.0313913958123169,0.3617745102386,0.0821358510717055,0.592731883879879,248.047919512195,249.91226433121,275.41423125,262.884550434783,8.02721883912162,2.66534129501635,12.9093777092027,4.58380115311505,226.3659,219.98465,235.801825,233.2439,271.844,279.03595,312.61875,289.7907,41,314,32,115
"ZNF141",0.561297166307694,3.73106095035158e-05,2.68860471090981e-05,0.478172023787271,0.976881962541989,0.000303428805709438,76.6099414634146,83.6854872611465,111.813890625,85.1431017391304,2.59486916536568,1.77280267005329,11.4045364173713,2.52246503389753,64.3654,66.356225,80.586725,68.17795,86.1961,97.934975,119.908625,97.6293,41,314,32,115
"ZNF304",0.277307195694385,0.0357799359097611,0.260874315612171,0.0674241440999274,0.516552303856194,0.778284970560942,316.322202439024,342.363913057325,372.030228125,355.450096521739,12.1190957706486,4.62316289661128,27.2404794832074,7.44693465239749,272.4925,295.867975,290.8665,300.0284,356.871,395.604275,430.02515,408.33825,41,314,32,115
"ZNF132",0.452215403035359,1.31560429217359e-10,1.24284915692385e-10,1.33249056635254e-05,1.00380951995049e-07,0.000151155341426845,141.626473170732,155.484207006369,238.781109375,190.815568695652,6.31066558474622,2.39617531373669,24.0299416300287,5.43591533413884,116.8354,125.573225,168.9035,150.74385,165.9574,184.59115,263.738425,217.14055,41,314,32,115
"ZNF20",0.997320609377564,8.95542640044766e-10,1.24224408537543e-10,0.0163256162259138,2.39503667120999e-05,3.76495181286796e-06,130.417356097561,131.440365286624,179.0527625,147.389482608696,4.79132246069436,1.55610624895885,9.01112185544869,3.20416012362586,112.095,111.658325,137.67905,124.8494,150.0413,148.636975,205.636025,166.47495,41,314,32,115
"ZNF670",0.999220174749632,0.801976784549413,0.729063030944522,0.763862341157878,0.481652208825039,0.997880493536886,49.3270073170732,49.0086789808917,46.17040625,46.7061713043478,2.39337354198127,0.829047869847072,2.65321112224269,1.37718099451445,40.8745,38.05165,36.486325,35.82705,56.8376,57.417825,55.54955,53.5333,41,314,32,115
"ZFP37",0.0154380894524715,0.98031067962491,0.128967243587538,0.663998147629286,1.61090984995838e-09,0.441013925347464,105.583243902439,128.873096496815,109.862803125,95.8458295652174,5.83429988251151,2.68889682376804,8.75462412838864,4.39193810470058,85.4745,98.90585,77.37455,55.1082,135.6481,155.579925,145.44775,125.0385,41,314,32,115
"ZNF189",0.451456330544761,0.0345191194355136,0.145561649535853,0.120590138493303,0.472428512940286,0.634433628677771,464.867280487805,493.152312738853,538.659671875,511.289406956522,20.4700840829529,6.31926150245978,23.1506595727785,10.5841360605535,415.13,422.8728,493.317475,447.46775,545.3128,569.564875,605.9407,573.76365,41,314,32,115
"ZNF434",0.893703936983246,1.25443100351674e-10,1.24201204876329e-10,8.70101171968063e-06,1.58715929288178e-10,5.60162013157894e-05,281.640273170732,288.909833757962,391.68545,336.430723478261,9.12151537453567,3.28794163513729,14.0233415108741,6.21897674180153,252.9551,248.201625,344.9534,298.28055,317.5883,331.428225,451.3417,369.02885,41,314,32,115
"ZNF287",0.0735705706760725,0.000677540708867275,0.0301091630521596,0.000100990219219166,0.00238844301350516,0.922102385966319,156.892573170732,177.211702866242,203.08053125,196.721206086957,5.95460536831298,2.73156196964234,8.35015436555019,5.5676882815824,138.8889,148.51805,170.6209,159.6578,175.251,197.41175,229.7896,220.4,41,314,32,115
"ZIM3",0.906025450670422,1,0.930383637781241,1,0.731637298865402,1,0,0.00469458598726115,0,0,0,0.00297523114638071,0,0,0,0,0,0,0,0,0,0,41,314,32,115
"ZFP14",0.185181189165767,0.0613107499044391,0.514659254773354,0.190141876806157,0.993113710543326,0.670606058752609,281.602680487805,307.890789808917,327.997890625,310.206986956522,12.0148436915739,4.32592112969308,20.7248913462979,6.67136051413216,237.6426,255.229825,248.888425,260.2806,308.3333,354.528675,384.9873,353.3074,41,314,32,115
"ZNF473",0.472831943829265,0.00139253105294779,0.00397707855867457,0.0883885028312873,0.312983146247934,0.118709461088034,195.424153658537,207.379478025478,238.89390625,216.744224347826,6.2154698606509,2.16407164179932,13.5146217450655,6.38276370868458,167.8571,179.08425,191.461575,184.0334,212.8091,231.063375,267.809275,234.5579,41,314,32,115
"ZNF614",0.0158272034260419,0.0143263238107618,0.650215176446536,0.0989009117754105,0.896307261686741,0.46076159364406,272.7489,324.450110509554,346.98851875,316.463189565217,12.8827095371916,5.43676655877708,25.5301726621913,11.059192994985,214.4465,253.581875,232.9462,239.4388,306.4805,385.73255,423.17715,376.70135,41,314,32,115
"POGK",0.962876392269671,0.00156181095536834,0.000165990765229385,1.36103276409116e-05,1.34190880629603e-10,0.999992645866523,1213.11592682927,1193.50174872611,1001.700715625,1000.36380086957,37.2858718745182,13.7106023074771,39.5250841124985,23.9054895272313,1100.418,1048.869075,901.42565,871.8937,1364.1467,1306.272125,1098.65515,1072.8426,41,314,32,115
"ZNF514",0.678761714300973,0.977861811046123,0.961737688911091,0.463944765135969,0.00024227043877878,0.273435419138524,280.109878048781,306.955872292994,293.855965625,241.755413043478,22.5191111646499,7.93173370080085,48.3959747829993,9.07661701777385,194.7991,217.9485,169.99295,168.72495,326.0462,365.107725,320.751175,298.87425,41,314,32,115
"ZNF300",0.0379164185956105,0.000256993267629957,0.0241919717115417,0.00661205853215985,1.24205534746125e-10,1.24384946786904e-10,230.457995121951,281.900692356688,342.8010375,162.02708173913,13.0760928313902,6.28241871943544,40.5988222840395,8.07701569341835,170.3444,206.379925,177.771375,91.64255,284.4941,324.0583,446.4117,216.66985,41,314,32,115
"RBAK",0.669626519713362,0.00197094143294307,2.22914041114741e-07,0.0390336480698088,8.05908273449063e-09,0.265040975761327,337.988946341463,320.960276751592,414.911725,381.971217391304,13.5175130434911,4.73934455294651,20.2586003808175,9.44388449836448,293.617,267.8719,361.680075,315.51695,377.6505,369.769475,472.240325,430.0234,41,314,32,115
"ZNF92",0.00361103773961124,0.999999186191167,0.0126456726520785,0.54926444824415,1.26938681788147e-10,0.615240370326912,192.73426097561,160.800187579618,192.560771875,206.206953913043,7.31070859586101,2.67729464596707,11.3084026902932,7.00945117009267,164.8161,131.429475,153.948425,162.3005,228.3201,191.2919,246.377725,250.81825,41,314,32,115
"ZNF157",0.498242686094868,0.202703815315487,0.599928251323562,0.102121418954259,0.334422622569519,0.995330199232302,3.21297073170732,3.8738678343949,4.528196875,4.3939747826087,0.334302173541665,0.14304798987653,0.53353561954973,0.341909949713309,1.7219,2.127975,1.771625,1.8283,4.5032,5.228625,7.063625,5.4599,41,314,32,115
"ZNF182",0.997712880267617,0.0021428294653868,8.43604673139708e-05,0.959000754138218,0.946195975088348,0.00105442754682039,250.622685365854,252.736814012739,308.378221875,256.847955652174,11.606752504078,3.56891034263968,18.2035651922928,6.35872265063641,217.1008,211.348075,247.328125,210.4115,288.1828,292.854275,343.35805,294.545,41,314,32,115
"ZNF673",0.264158980305679,1.24442234294975e-10,1.24217303110186e-10,8.94807954399113e-08,2.70424016513005e-10,0.000514473587551301,197.818524390244,212.448292993631,286.648878125,248.461273043478,5.69864269125614,2.53603648128676,12.1894317977025,5.0298026071136,168.4342,181.226675,256.507725,212.7536,217.6733,238.7704,311.52995,278.62125,41,314,32,115
"ZNF41",0.995401797691457,0.951527584574703,0.812341003581875,0.013612036853483,5.6362634315299e-07,0.144351890957908,202.856119512195,200.150924840764,211.5217625,241.006956521739,8.58754286789259,3.72848175366985,14.5060104605973,7.24477141476254,176.4859,159.824275,155.3274,194.98355,239.6276,246.3166,270.43195,281.62835,41,314,32,115
"ZNF7",0.990582687095346,0.707966306981714,0.694937419738554,0.0040985870266439,1.11534441682437e-08,9.55266149240686e-05,408.004536585366,411.959803503185,428.024028125,359.006747826087,13.9633688738631,4.20842932807841,20.7218214938905,7.0222121161718,358.25,368.273175,369.142475,310.7956,431.4275,446.215525,481.4796,418.1292,41,314,32,115
"ZNF214",0.216489604825292,0.0624646007026747,0.475430925281675,0.460052558204938,0.959497829105466,0.375063779716941,82.4171024390244,91.9959917197452,99.975403125,90.3741808695652,4.01467044416169,1.6062081308832,7.32744313879734,2.91349197236376,63.9493,71.67635,80.641925,67.1864,95.3451,110.56875,121.654275,109.0124,41,314,32,115
"ZNF215",6.10462793648736e-08,3.35082251945451e-08,0.0931349316106225,6.36371688678139e-09,0.434064403403835,0.538174759335781,80.2988219512195,54.8654207006369,43.51035625,50.547752173913,5.56758613634345,1.27474293142359,4.97256504490644,2.88410191112025,54.317,40.3428,23.3177,26.4395,96.3122,69.3287,54.788775,66.68735,41,314,32,115
"ZNF547",0.998151849376516,0.000656945666394626,1.31132505045706e-05,0.997325202701698,0.934734104530512,1.4432780857776e-05,53.2595878048781,53.9671251592357,75.830709375,52.3819965217391,2.78824779988934,1.29522553266626,8.45504960208972,2.00717390438493,42.0964,38.236075,49.19235,38.792,64.5373,65.7338,79.089075,61.705,41,314,32,115
"ZNF773",0.196867291419143,3.62027263698383e-05,0.000361366280343001,0.374749486120423,0.987308742624859,0.000557546226190198,149.160473170732,160.181802229299,185.302653125,158.966847826087,4.93056394964232,1.81421050805808,8.30548632739323,3.12121063518721,132.4074,137.08915,152.14405,142.86505,170.603,182.453075,213.1902,179.46705,41,314,32,115
"ZNF776",0.99603141249542,0.0272451534957385,0.00109469220081926,0.968719185089397,0.689734620713762,0.020925554957415,342.418463414634,338.95024044586,403.969359375,350.127613913043,12.7126175828511,5.23235417207862,25.0026151562042,7.57688037631467,302.8335,278.440875,308.7572,292.5417,404.0943,400.9895,503.000675,405.44,41,314,32,115
"ZNF256",0.160778230861871,0.000981039538249462,0.0173815001908116,0.728927596009441,0.473201758425182,0.002578854590079,103.834909756098,111.526483757962,123.71845625,108.02579826087,3.39670400963863,1.19637442601408,5.97229615218417,1.98737029209015,91.2548,97.726325,99.451925,93.73115,117.1975,123.29735,133.328225,120.65405,41,314,32,115
"ZNF599",0.0088302969084787,1.02900591381072e-08,5.51500871492916e-06,0.00491725112344032,0.875148282383356,0.000182874459240701,115.106273170732,132.953819426752,164.240296875,135.740496521739,3.89733796389815,1.8443431022227,9.35782178778293,3.11503959613327,97.0283,108.9469,126.9774,115.5318,137.8192,153.183175,185.02665,156.3707,41,314,32,115
"ZNF18",0.15328924447972,1.02473818319737e-09,1.2420353634468e-10,0.421237014139554,9.05634418568724e-08,3.38841377178767e-09,181.365436585366,167.474844904459,242.731753125,192.41949826087,4.19040430090532,1.97669001787308,13.4169688257388,3.86622929904135,168.6897,146.183925,198.33255,165.82205,197.8858,185.4524,288.01075,208.52215,41,314,32,115
"ZKSCAN2",0.854642055130447,3.44204204660858e-06,1.08840725765447e-07,0.856609093548136,0.999535601863585,1.32326148205575e-06,219.739268292683,227.837581210191,292.611178125,228.562628695652,9.22596065665267,3.17707805598286,16.3481417760778,5.89934654489676,188.0854,191.85465,260.4383,185.31145,241.8605,251.8533,313.754425,262.8145,41,314,32,115
"ZNF689",0.996462511604065,0.999922004205717,0.999434979769207,0.302041562303262,0.0494282897150248,0.428457241193668,140.127936585366,142.065635987261,140.89561875,157.305234782609,7.2122625401302,2.95741939984574,12.066705751838,5.31827782874402,126.3085,113.26735,95.522675,125.353,166.2454,179.032375,194.2075,193.8919,41,314,32,115
"ZNF19",7.23850994575059e-05,1.68570823966263e-10,5.53684475590455e-06,0.000213886996027313,0.996123734667815,5.18857657496596e-05,127.230490243902,153.85931433121,187.331259375,154.738807826087,5.0990989641258,1.84820968308429,8.33475740041589,3.99408076384036,97.9008,133.695975,149.847875,128.255,150.8331,174.353475,215.782875,179.87575,41,314,32,115
"ZNF230",0.412811677042157,0.0353894489196697,0.16808411998084,0.330909343601392,0.966164571299803,0.347739134481246,122.668446341463,130.335669745223,141.77318125,131.860310434783,4.78530839356393,1.64506180637858,7.50713290462547,2.57194338618657,101.5857,109.780725,117.82185,112.9336,136.69,149.561725,165.936125,152.70275,41,314,32,115
"ZNF222",0.986095647026295,0.0300885125473412,0.000861519811006684,0.785169149629279,0.725858148877729,0.000264657596485973,70.0106292682927,69.0409573248408,81.105825,67.1114417391304,2.25862565307907,0.905314121098822,5.11319443872277,1.49678009428364,58.2929,59.084175,62.8522,57.2165,76.4628,78.513025,99.621125,77.16045,41,314,32,115
"ZNF221",0.243430436628592,0.265533139291339,0.918638305200762,0.344258209465041,0.999880843231759,0.92138930915391,14.8115780487805,17.7790926751592,18.917353125,17.7068834782609,0.981150565187231,0.53110340421166,2.47022023610417,0.883982004313182,11.2402,10.2099,9.763075,10.5755,20.1807,23.53405,25.107375,22.04575,41,314,32,115
