"gene","p-adj-M1-M0","p-adj-MX-M0","p-adj-MX-M1","mean-M0","mean-M1","mean-MX","SEM-M0","SEM-M1","SEM-MX","Q1-M0","Q1-M1","Q1-MX","Q3-M0","Q3-M1","Q3-MX","count-M0","count-M1","count-MX"
"ZNF195",0.183707677463538,0.957015073339519,0.161381733041547,318.673455319149,361.383511111111,316.845561111111,3.94248765017804,12.8298353486603,5.37247788906506,275.92455,343.7659,271.805775,357.5679,388.5074,360.61955,282,9,216
"ZNF263",0.822142725535094,0.891326563599601,0.754737311006746,683.202419148936,706.741566666667,678.385914351852,6.75026765469817,42.7353397013395,8.17903546834062,617.487825,605.546,610.606,733.095075,773.1019,721.383275,282,9,216
"ZNF200",0.459377743071391,0.0340457654529482,0.861311425119197,164.155593617021,151.599711111111,157.11635,1.87554928389256,6.59393978487159,2.1116375316413,145.498725,137.4141,136.8012,185.034925,163.4398,178.817775,282,9,216
"ZNF582",0.434365667072268,0.281339862481916,0.233290633538566,92.2648680851064,83.9963222222222,94.9911486111111,1.16784538696701,5.10690057212292,1.37495064541522,78.417225,70.8348,82.944325,104.369075,93.2226,105.3054,282,9,216
"ZNF285",0.0187837647429784,0.561223127830707,0.00862690100484953,88.954035106383,114.548855555556,86.3726722222222,1.58088191485755,15.2801208473816,1.94622239126301,69.410275,88.0503,67.86285,103.068825,139.2879,101.06525,282,9,216
"ZNF275",0.926139712715573,0.0269544124710127,0.946484958236555,514.918657446809,577.040755555556,629.880427777778,20.2319879423306,80.3631353495444,43.7609420682358,386.20125,423.6641,383.12855,560.7106,601.7731,616.452425,282,9,216
"ZNF37A",0.628843795577851,0.868716757942808,0.715589553388581,438.226681205674,394.605655555556,431.816668055556,7.74698657291563,34.4814533875624,10.4516729713936,361.757725,335.3813,343.74295,508.398625,408.099,516.7373,282,9,216
"ZNF510",0.65660936238165,0.975616969817477,0.623642129067898,251.92155212766,230.140822222222,253.32885,4.15942539382144,15.4768515738988,5.36800009757663,207.086225,192.626,205.92935,299.63175,256.9975,311.8741,282,9,216
"ZNF506",0.133906629658548,0.912369427377138,0.10843871684234,574.654783333333,651.314255555556,570.306583796296,6.55428915565513,48.388427575162,8.594454157847,503.775325,546.2169,484.3886,638.79205,767.8877,646.9551,282,9,216
"ZNF324",0.180672880113391,0.0712449618729548,0.468138897173541,221.524907092199,248.341244444444,230.445103240741,2.18455767542207,18.8211088760592,3.60926074056286,197.85025,211.1683,195.8211,244.894275,301.6985,257.3186,282,9,216
"ZNF671",0.884664401295195,0.869716825563542,0.81842795791417,318.67560035461,306.150022222222,322.245484259259,4.37276660262714,28.8093818939574,5.73136597805206,267.232125,259.8376,276.854675,368.7464,351.3635,362.45445,282,9,216
"ZNF416",0.128761170724424,0.928707410222104,0.106639605975997,141.128474468085,120.619555555556,142.162949074074,1.73971596501086,11.5688316528256,2.28310522239882,120.131125,90.2842,124.240325,160.0413,147.9615,157.955375,282,9,216
"ZNF586",0.708014974900101,0.711902650092742,0.578886657809114,140.839915602837,148.634611111111,138.775089351852,1.72257694112999,9.69400204594522,1.98878987545893,119.438075,141.4412,119.4065,158.26135,148.0325,153.266275,282,9,216
"ZNF446",0.0210154169238526,0.912556673015954,0.0159542446256984,356.321524822695,469.1289,351.733061574074,7.0767880784866,65.8537539207692,8.72469580915797,281.21465,258.8575,274.0909,394.323475,569.3616,391.955825,282,9,216
"ZNF8",0.957449486721969,0.948146025157473,0.978845410642173,88.273159929078,90.5115777777778,88.9346240740741,1.27095929825708,7.7642289525028,1.77822264987278,73.860775,72.5216,71.174975,100.748,110.571,101.967275,282,9,216
"ZNF264",0.428647257620773,0.601441190998655,0.295427800520158,831.193260283688,926.656544444444,811.463639351852,12.532924726553,72.4981932554857,16.8076353651843,711.19505,777.0148,650.3576,954.214575,991.5667,954.959,282,9,216
"ZNF213",7.86168494688599e-05,0.852664578287226,4.61000206716244e-05,603.317204964539,839.024655555556,595.332899537037,9.55776743671217,89.7326831649909,11.1391476268057,507.686375,601.4866,485.396575,678.412475,990.2135,681.41065,282,9,216
"ZNF343",0.978883459837456,0.353727819593094,0.840420376105599,230.59309964539,233.7665,224.66261712963,2.57592511641901,15.5810002672682,3.59469109990583,198.64715,192.266,192.348275,255.486125,258.463,247.5842,282,9,216
"ZNF302",0.10814637091993,0.82960483651329,0.0780024650075489,636.962875886525,769.796388888889,626.742364351852,11.112333848707,92.739776615373,13.592498583866,528.036775,493.6154,502.48475,720.926375,901.8662,713.608525,282,9,216
"ZNF268",0.823274898832867,0.29044504627532,0.582973084428572,390.732387943262,362.701833333333,409.661835185185,8.05085408371611,36.8848016948716,9.89455751348429,301.0123,271.0806,316.18925,478.053025,451.8351,483.1977,282,9,216
"ZNF184",0.933062262734256,0.228403643202432,0.996126492247743,212.005602482269,205.768944444444,204.286185185185,2.98994218515729,15.9584722175428,3.69271244471779,182.422025,173.0513,171.585025,238.398775,244.6846,233.746025,282,9,216
"ZNF500",0.974076126445915,0.822345945105725,0.925180493480204,256.518064539007,261.1428,253.146389351852,3.58388674426576,19.7169560179318,4.46861544677586,218.44355,234.4476,215.38135,292.124,300,295.3666,282,9,216
"ZNF419",0.140161981322066,0.336528093506198,0.0618701005065448,241.823914184397,283.183722222222,233.621750925926,3.3523956360166,36.0128596351967,4.87226626635695,205.527675,184.2239,191.87825,274.276875,336.2434,262.2696,282,9,216
"ZNF175",0.248560223228236,0.850210110785311,0.194227078338388,220.460194680851,265.808266666667,216.340302777778,4.8856931959373,55.997670983957,5.55761412574814,173.4494,203.5623,164.695825,250.043875,224.3057,247.7746,282,9,216
"ZNF14",0.861843315430941,0.604539702034385,0.962650520273603,257.00325106383,245.282344444444,251.238924537037,3.98447842621612,23.4899589594807,4.49792566543775,209.0727,179.3893,206.926175,301.0414,279.5897,290.335475,282,9,216
"ZNF85",0.878116922444752,0.120282946375334,0.572453048770375,150.168867375887,141.180877777778,159.911846296296,3.01285488338519,11.1968112498576,4.08986867315867,118.37125,116.629,119.12795,170.104325,172.3923,187.052925,282,9,216
"ZKSCAN1",0.761666114809431,0.688356773511833,0.628560489408487,467.277580496454,405.688022222222,486.5453,14.6209447996939,69.7736793182106,18.8054356868176,284.3356,229.3223,263.34515,615.192125,531.5116,665.638225,282,9,216
"ZNF862",0.000808285457197244,0.805704141253836,0.00158888447076366,566.763360283688,891.909111111111,581.615733333333,12.7219638256396,137.641958786103,20.9952641278154,419.12945,501.7812,399.75445,660.4415,1076.4108,678.65615,282,9,216
