"meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","Gene.ID"
410.605851785714,379.667754162855,406.7781,357.656,322.535575,475.4012,292.1387,444.9982,11.7031700196336,4.39964211855023,0.924652565256168,0.879241040754161,-0.113016714707215,-0.185669365662764,"ZNF195"
768.411111607143,956.124069075938,768.44015,892.6666,634.423525,882.3541,721.905,1114.6674,17.7275907816392,10.0404763134825,1.24428714607756,1.16166054051184,0.315319456865807,0.216188547168963,"ZNF263"
196.711365178571,263.566365324794,197.12665,248.7562,173.956825,219.444775,209.4515,302.7073,3.10937872793558,2.50700427859361,1.33986343435486,1.26191055344369,0.422085961414822,0.335609653049027,"ZNF200"
72.58380625,53.0843853613907,72.7232,52.1016,61.1693,83.291025,28.0356,73.6946,1.60834796216562,0.967015180557569,0.731353012523929,0.716437120478747,-0.45136015453059,-0.481088005828137,"ZNF582"
93.0487232142857,90.8784251601098,86.26335,80.3622,69.16545,120.955075,46.7892,122.1405,3.24120522715397,1.9013096412446,0.976675681522487,0.931591458017802,-0.0340485197312121,-0.10223068368965,"ZNF285"
656.349058928571,594.889995608417,626.10495,562.2525,538.075925,715.718275,418.0438,736.6342,17.687530342946,7.61744771262097,0.906362228323325,0.898016378883445,-0.141840355249321,-0.155186336426031,"ZNF275"
669.435889285714,688.512387465691,651.14225,644.152,533.3617,810.137,479.9065,836.4108,18.1172955951775,9.78557014424001,1.02849637804799,0.989264634571017,0.0405367132781044,-0.0155715921906612,"ZNF37A"
460.352,324.312833943275,458.89855,312.7749,399.7589,556.730025,232.7698,402.5728,10.8274790385685,3.80143673931698,0.704488812785163,0.681577442334477,-0.505351298029547,-0.553050506346378,"ZNF510"
572.61475625,428.098543549863,564.2745,421.0178,475.6036,669.069175,316.3197,531.5059,12.8729441992737,5.33823686804286,0.747620523008243,0.746122321671456,-0.419621921690031,-0.422515924993645,"ZNF506"
206.368623214286,215.240875937786,216.455,203.8143,160.300025,247.14605,165.6302,248.4195,5.67106916322471,3.21199716249441,1.04299225621275,0.941601256612229,0.0607284464818947,-0.0868118491637014,"ZNF324"
179.323829464286,147.809875114364,167.05425,125.5957,130.359775,213.713675,60.3902,206.246,6.23252152742655,3.73477587023711,0.824262316703437,0.75182582903458,-0.278824555073341,-0.411529614755171,"ZNF671"
159.232163392857,141.624057456542,155.0606,131.7957,130.96465,180.0373,105.9345,164.8501,3.8380170144014,2.04034229277468,0.889418660394177,0.849962530778289,-0.169065421504746,-0.234528851109765,"ZNF416"
209.079422321429,244.27888115279,200.62025,220.2905,150.42965,245.272125,168.0101,288.7606,7.4657385689289,3.97436770761658,1.16835448673303,1.09804718117937,0.224478064166868,0.134940045773979,"ZNF586"
183.905317857143,323.130420219579,181.1705,283.5096,121.70685,226.6579,204.9528,393.7657,7.22765994009536,5.96283788706194,1.7570477242566,1.5648772841053,0.813153377808017,0.646049527091289,"ZNF446"
85.6263401785714,113.396802195791,84.9411,103.8754,66.29505,108.081525,81.1768,134.6914,2.78802044945696,1.68731431658248,1.32432148751547,1.22291093475361,0.405253388114532,0.290319335452946,"ZNF8"
915.390799107143,882.732280603843,896.9058,841.0483,747.036825,1064.014425,652.7534,1028.7494,21.559451415542,12.972101999659,0.964322867855833,0.937721999344859,-0.0524118344613377,-0.0927678156563701,"ZNF264"
445.821010714286,772.4495084172,437.30015,694.7853,381.256475,522.019925,545.4661,922.8466,10.5698934591505,10.0573133961261,1.73264491769824,1.58880645250179,0.792976023820496,0.667943387101173,"ZNF213"
337.335529464286,320.103489661482,331.2287,308.0946,289.5332,383.281425,253.2613,370.0298,7.17844943882051,3.09179541496792,0.948917210617662,0.930156716492261,-0.0756458717521674,-0.104454287205915,"ZNF343"
767.773375,737.815975663312,762.67175,681.4516,624.404675,887.4161,530.3676,896.3862,16.8048575773508,10.4674979748241,0.96098145584081,0.893505757883388,-0.0574195034561127,-0.162451068650205,"ZNF302"
569.425433928571,423.236516742909,563.26275,408.3575,452.926125,693.21,267.234,542.6136,15.2432209441988,6.30266691345277,0.743269428312891,0.72498580813306,-0.428042825668897,-0.463975340775586,"ZNF268"
273.072120535714,314.907525983532,270.50265,296.2405,214.036725,323.87955,234.1159,367.3361,7.50752520755051,4.08140057070213,1.15320277062977,1.09514823607089,0.205646208099658,0.131126162036493,"ZNF184"
249.314258928571,304.965651601098,241.0875,285.1321,190.41795,287.879725,215.6507,375.7447,7.63216656866848,3.84077759169458,1.22321784927861,1.18269134650283,0.290681363869771,0.242073614700573,"ZNF500"
190.69505,198.604065965233,185.12305,184.438,154.2047,217.985475,142.1771,236.8927,4.68987532503779,3.11912915801184,1.04147467889299,0.996299488367332,0.0586277639300864,-0.00534861219691117,"ZNF419"
250.765485714286,160.771412351327,244.5389,153.7634,205.9846,299.2821,100.5587,202.0703,6.56639058377338,3.11482136483786,0.641122568735414,0.628789121076442,-0.641327899661587,-0.669351837699301,"ZNF175"
314.160197321429,262.161060475755,299.17175,251.8007,237.613525,392.109175,193.1385,316.6184,9.97051073330828,3.09708211148607,0.834482097703575,0.841659347849521,-0.261046995366969,-0.248691658045368,"ZNF14"
144.00693125,171.291934400732,137.67505,160.2879,107.5088,175.692325,125.7019,202.8107,4.87510360437215,2.31046656917489,1.18947006865499,1.16424798828836,0.250318968823734,0.219398389318295,"ZNF85"
