"Gene.Id","tumor.median_BLCA","healthy.median_BLCA","fold.change_BLCA","log2.fold.change_BLCA","tumor.median_BRCA","healthy.median_BRCA","fold.change_BRCA","log2.fold.change_BRCA","tumor.median_CHOL","healthy.median_CHOL","fold.change_CHOL","log2.fold.change_CHOL","tumor.median_ESCA","healthy.median_ESCA","fold.change_ESCA","log2.fold.change_ESCA","tumor.median_HNSC","healthy.median_HNSC","fold.change_HNSC","log2.fold.change_HNSC","tumor.median_KICH","healthy.median_KICH","fold.change_KICH","log2.fold.change_KICH","tumor.median_KIPAN","healthy.median_KIPAN","fold.change_KIPAN","log2.fold.change_KIPAN","tumor.median_KIRC","healthy.median_KIRC","fold.change_KIRC","log2.fold.change_KIRC","tumor.median_KIRP","healthy.median_KIRP","fold.change_KIRP","log2.fold.change_KIRP","tumor.median_LIHC","healthy.median_LIHC","fold.change_LIHC","log2.fold.change_LIHC","tumor.median_LUAD","healthy.median_LUAD","fold.change_LUAD","log2.fold.change_LUAD","tumor.median_LUSC","healthy.median_LUSC","fold.change_LUSC","log2.fold.change_LUSC","tumor.median_PRAD","healthy.median_PRAD","fold.change_PRAD","log2.fold.change_PRAD","tumor.median_STES","healthy.median_STES","fold.change_STES","log2.fold.change_STES","tumor.median_THCA","healthy.median_THCA","fold.change_THCA","log2.fold.change_THCA","tumor.median_UCEC","healthy.median_UCEC","fold.change_UCEC","log2.fold.change_UCEC"
"ZNF12",630.76445,564.6533,1.11708273023464,0.159736034594273,796.8127,873.8749,0.911815524167132,-0.133186122789009,617.4205,423.1698,1.45903724698691,0.545016713521324,949.2051,850.9829,1.11542206077231,0.157589709937411,580.48525,537.85225,1.07926526290445,0.11004949545015,887.37855,593.3338,1.49558064954331,0.580705710229216,867.5419,640.3584,1.35477554444511,0.43805384955749,885.294,714.9037,1.23834021281468,0.308407724820144,830.76705,560.7951,1.48140925268427,0.566970253223104,419.7531,366.1709,1.14633112571206,0.197023836782987,703.6747,537.8151,1.30839520868789,0.387798381428107,738.2089,514.5952,1.43454291839489,0.520591131040859,634.8439,691.566,0.917980207239801,-0.123465047157672,919.3907,753.876,1.21955162387448,0.286350829008523,679.9293,826.4599,0.82270089571194,-0.281560080650477,568.92675,813.2296,0.699589328770128,-0.515419811699598
"ZNF124",63.85725,29.7376,2.14735721779834,1.10256220678982,83.2898,65.3789,1.27395535868606,0.349314724273467,100.9752,26.281,3.84213690498839,1.94190892676733,81.9012,58.5586,1.39861950251543,0.484003527550771,41.4212,38.54735,1.07455376309915,0.103737666866321,28.24535,78.518,0.359730889732291,-1.47501004731237,69.4257,77.2157,0.899113781264691,-0.153424397079424,74.4273,80.7786,0.921373977761437,-0.118141242207526,65.44,69.57955,0.940506226326557,-0.0884906001971447,35.003,26.0058,1.34596897615147,0.42864515700006,90.2685,73.5855,1.22671586114112,0.294801122518651,75.9071,68.5789,1.10685794027026,0.146470071244008,50.852,37.7867,1.34576451502777,0.428425985933719,87.117,69.3177,1.25677857170679,0.329730487753109,42.7215,55.0622,0.77587709898987,-0.366099951134983,105.16325,49.4624,2.12612509704341,1.0882264847216
"ZNF132",60.93455,85.5922,0.71191709057601,-0.490218859285003,67.7424,153.3239,0.441825442739195,-1.17845159548622,68.04975,36.2976,1.87477271224544,0.906715701319223,43.27925,138.8713,0.311650067364531,-1.68200107029366,31.14015,87.39715,0.356306241107405,-1.48881034075703,151.8191,203.2631,0.746909301294726,-0.420995030610088,97.6658,183.9476,0.530943594806347,-0.913369491514249,84.4057,186.3974,0.452826595220749,-1.14296940247213,121.47885,162.7863,0.746247380768529,-0.422274132173418,28.9617,31.04405,0.932922733986062,-0.100170494958364,67.6912,107.9248,0.627207092345781,-0.672986221604146,51.9021,98.5,0.526924873096447,-0.924330812222971,146.7752,172.63005,0.850229725357781,-0.234075396158929,43.2605,133.3333,0.324453831113458,-1.62391489358891,160.7878,277.0909,0.580270950796291,-0.785201387590324,42.9219,195.8115,0.219200098053485,-2.18967965123653
"ZNF133",430.0736,256.8741,1.67425832343549,0.743522140305856,293.1333,390.45015,0.75075729897914,-0.41358149893135,366.52605,182.1653,2.01205196598913,1.00866756662786,313.754,283.0882,1.10832595636272,0.148382237407549,353.8567,259.6112,1.36302555513784,0.446812611244374,220.38255,248.981,0.885138022580036,-0.176025657809397,268.8129,211.4646,1.27119574623838,0.346186202162926,263.1259,199.83745,1.31669964763862,0.396926289952451,301.1463,226.74275,1.32814081155847,0.409408111570145,215.5723,145.37195,1.48290161891617,0.568422887334104,257.0683,239.8639,1.07172567443454,0.0999356718589439,354.0328,231.1595,1.53155202360275,0.614994373087028,301.6529,294.3983,1.02464212599054,0.0351201114750017,285.0638,279.0635,1.02150155788915,0.0306914043229694,339.453,362.9469,0.93526904348818,-0.0965466583654704,482.937,354.9648,1.36052081783884,0.444159031973902
"ZNF135",37.22725,156.7123,0.237551551473624,-2.07368746571809,204.9239,249.3899,0.821700878824684,-0.283314785132365,58.79445,34.6079,1.69887366757301,0.764578574156993,16.68315,62.5,0.2669304,-1.90546447531338,11.23225,47.68215,0.235565090919768,-2.08580233707926,155.8245,147.9335,1.05334153521684,0.0749732913241858,133.8894,143.1706,0.935173841556856,-0.0966935191495343,133.0109,140.8679,0.94422434067662,-0.082798420968093,130.2339,143.87525,0.905186263794503,-0.143713403019978,16.0385,19.6933,0.814414039292551,-0.296165663332347,58.3879,77.5717,0.752695892960964,-0.409860995374768,45.6744,95.8223,0.476657312546244,-1.0689756654844,169.1462,180.86265,0.935219073700402,-0.096623741095241,20.0517,62.5,0.3208272,-1.64013163500971,221.0812,269.9312,0.819027959717143,-0.288015391913939,102.1608,260.1156,0.392751530473374,-1.3483111974658
"ZNF136",145.0697,232.4895,0.62398387884184,-0.680419338580883,261.5845,340.87275,0.767396337782941,-0.381956214850222,166.5628,121.5971,1.36979253617068,0.453957404351818,175.20015,237.2582,0.73843664834345,-0.437453939694422,120.9188,125.74845,0.961592767147428,-0.0565020503771376,289.20845,269.1847,1.07438665719114,0.103513293158239,218.8665,270.4965,0.809128768764106,-0.3055587763185,245.1456,284.70585,0.861048692887765,-0.215833269574937,161.6455,234.81595,0.688392334507089,-0.538697062341001,104.1074,116.8395,0.891029146821066,-0.166455469777151,176.0771,239.9399,0.733838348686484,-0.446465796441273,179.0989,240.0261,0.746164271302162,-0.422434813865946,243.7276,270.4349,0.901243145762622,-0.150011712641395,185.0336,233.9886,0.790780405541125,-0.3386509713909,321.4471,385.1931,0.834508977445338,-0.26100052505239,204.13175,291.0995,0.701243904575583,-0.5120117694537
"ZNF138",202.6043,108.2337,1.8719151244021,0.904515022325076,299.824,237.2494,1.26375029820939,0.337711432563633,132.83435,100.3545,1.32365115664968,0.404522955314462,195.1039,195.1815,0.999602421336039,-0.000573698819623969,106.6554,118.64865,0.898917939647859,-0.153738673771247,225.7188,170.9534,1.32035279789697,0.400923468803965,143.4478,163.5936,0.876854595778808,-0.18959046697304,135.3751,171.13835,0.791027259524239,-0.338200682739481,143.9111,130.35385,1.10400344907343,0.142744679320208,120.6577,83.707,1.44142903221953,0.527499808469772,175.5034,89.6764,1.95707454804163,0.968698711530153,149.2147,77.6758,1.92099341107526,0.941852570630018,176.8447,138.4263,1.27753685535191,0.353364911723729,198.9442,198.5764,1.00185218384461,0.00266966485487368,153.1403,215.5419,0.710489700610415,-0.493114358840808,190.1468,102.6059,1.8531760844162,0.889999969354757
"ZNF14",160.69165,145.7597,1.10244223883556,0.140703069453104,251.8007,299.17175,0.841659347849521,-0.248691658045368,121.8652,27.4947,4.4323160463653,2.14806075644745,139.40605,251.3514,0.554626113083118,-0.85041255148395,78.13195,103.9026,0.751973001638073,-0.41124722966275,236.73995,243.032,0.974110199479904,-0.0378431036372253,177.3515,239.7771,0.739651534696182,-0.435082347889366,205.552,251.06095,0.818733458946921,-0.28853424014235,124.8086,210.33845,0.593370351450246,-0.752995252471453,42.9268,30.81515,1.39304205885741,0.478238816581668,157.8659,184.7184,0.854630074751622,-0.226628007997545,149.5129,164.0156,0.911577313377508,-0.133563074502053,242.1299,246.68935,0.981517442889205,-0.0269141883307637,147.7023,246.76,0.59856662343978,-0.740416259653737,251.1329,365.808,0.686515603814023,-0.542635583124928,198.555,283.3969,0.700625165624606,-0.513285285922704
"ZNF140",426.64525,373.5783,1.14205040817414,0.19162633022604,492.3747,558.33315,0.881865423896109,-0.18136958319884,413.02275,343.6051,1.20202741461055,0.265469799935678,290.5134,354.4695,0.819572346845074,-0.287056787627658,285.48035,284.7301,1.00263495148563,0.00379643192798767,441.23875,410.5299,1.07480295588701,0.10407219412065,405.0973,381.0912,1.06299305782973,0.0881321749806542,407.4336,379.6964,1.07305099547955,0.101718640099315,377.90685,351.4401,1.07530941972757,0.104751854303034,295.6989,314.92215,0.938958723608358,-0.0908663561290718,440.9625,381.7427,1.1551301439425,0.208055403540102,406.4475,382.2699,1.06324745945208,0.0884774077590993,554.86,460.2322,1.20560882093865,0.269761877686968,291.4168,328.187,0.887959608393995,-0.171434042292855,506.7601,586.5258,0.86400308392231,-0.210891633017735,489.45325,448.6971,1.09083221175265,0.125429208088271
"ZNF141",60.86575,45.4002,1.34064938039921,0.422931979002824,83.6951,102.9427,0.813026081499708,-0.298626460856749,72.2249,48.0045,1.50454436563239,0.589326649133281,59.23785,131.1922,0.451534847346107,-1.14709076243392,36.4408,35.0804,1.03877948940149,0.0548894335389634,118.15735,77.9886,1.51505925224969,0.599374216968981,82.8688,84.4512,0.981262551627449,-0.0272888919270869,88.711,93.4646,0.949140102241918,-0.0753070362067182,66.12715,68.91585,0.959534707908268,-0.0595931029309928,38.3569,38.5067,0.99610976791052,-0.00562336374422838,71.1538,56.614,1.2568234005723,0.32978194727826,48.0167,62.325,0.770424388287204,-0.376274721529329,80.5277,71.9588,1.11908064058878,0.162314000197886,64.7185,106.5891,0.607177469366005,-0.719809837462387,81.367,103.8028,0.783861321659917,-0.35132965515199,97.1882,112.6408,0.862815249891691,-0.212876419143878
"ZNF154",16.14385,120.6691,0.133786114257917,-2.90199970933265,28.769,98.7205,0.291418702295876,-1.77883462708104,37.9702,23.8936,1.58913683999063,0.668243359976435,48.87455,63.7255,0.766954358930099,-0.382787368664244,9.80645,13.5097,0.72588214394102,-0.462192767264629,92.1214,81.3033,1.13305855973866,0.18022242573154,59.5023,76.7252,0.77552486015025,-0.366755065991407,79.9936,75.2583,1.06292063466754,0.0880338788575856,21.1868,77.89555,0.271989863349062,-1.87837520947258,12.3533,16.4205,0.75230961298377,-0.410601569701609,46.614,47.2441,0.98666288488933,-0.0193708545580109,25.2552,58.1604,0.434233602244826,-1.20345672472369,25.3298,85.7829,0.295277963323693,-1.7598544031291,50.652,63.7255,0.79484664694667,-0.331251552767992,168.7783,264.5593,0.637960185107838,-0.648461706226164,10.49875,53.2387,0.197201471861634,-2.34225777522247
"ZNF155",167.47445,155.4039,1.07767211762382,0.107918304035414,164.4299,192.83175,0.852711755195916,-0.229869949623891,193.05815,110.5219,1.74678638351313,0.80470319022975,96.09495,149.0721,0.64462062317496,-0.633477749995492,100.75035,80.47665,1.25192027749664,0.324142694121759,175.09525,161.9855,1.08093162659621,0.112275269520046,168.7289,165.6938,1.01831752304552,0.0261874803694389,182.2067,168.5113,1.08127288793096,0.112730671436074,140.87,153.1952,0.919545782113278,-0.121006689925485,127.4166,124.4561,1.02378750418822,0.0339163027725638,143.0204,135.0135,1.05930443992638,0.0831172737984301,130.3215,141.5717,0.920533552962916,-0.119457786879812,188.7554,166.74895,1.131973544661,0.178840241356743,95.178,143.6464,0.662585348466791,-0.59382179295954,216.2909,246.5989,0.877095964337229,-0.189193396231848,157.00405,180.1154,0.871685874722539,-0.198119763356053
"ZNF157",0.44535,2.5316,0.175916416495497,-2.5070379736948,1.046,3.48155,0.300440895578119,-1.73484689111614,0.41645,1e-04,4164.5,12.0239275771744,0.73445,1.2947,0.567274272032131,-0.817881660903834,0.65465,1.97775,0.331007457969915,-1.59506437194853,0.73565,5.5458,0.132649933282845,-2.91430414493352,2.0387,5.4477,0.374231326982029,-1.4179977629524,2.0137,6.279,0.320703933747412,-1.64068604493357,2.4757,4.51315,0.548552563065708,-0.866298226599955,1e-04,1e-04,1,0,1.2388,2.1775,0.568909299655568,-0.813729430698926,2.2142,2.3202,0.954314283251444,-0.0674636292658134,0.8425,3.508,0.240165336374002,-2.05790015637551,0.6616,1.7815,0.371372438955936,-1.42906134384939,3.3306,9.3708,0.355423229606864,-1.49239011936369,2.0724,5.3763,0.385469560850399,-1.37531115470559
"ZNF160",554.6986,533.8604,1.03903305058776,0.0552415456383618,639.5902,884.1368,0.723406377836552,-0.467121777467903,549.60245,285.794,1.92307203790143,0.943412806763376,434.42265,655.5975,0.662636221157036,-0.593711028420761,296.4182,314.225,0.943331052589705,-0.0841639357433273,581.887,580.8705,1.00174995975867,0.00252245181416662,764.2674,558.6101,1.3681589359018,0.452235834550153,898.96,583.3544,1.54101863292708,0.623884306024655,538.5063,450.7142,1.1947844110525,0.256750319323137,178.0415,263.7411,0.675061641890475,-0.566908849924896,509.8031,585.4293,0.870819243245939,-0.19955480652897,507.6679,586.6742,0.865331899715379,-0.208674507532672,515.1515,575.41885,0.895263511092833,-0.159615708384803,451.4149,627.907,0.718919999299259,-0.476096856956741,678.3944,765.1865,0.886573926748577,-0.173687159976835,634.8692,722.5131,0.878695763440137,-0.186564356768477
"ZNF167",42.70015,49.5015,0.862603153439795,-0.213231104709178,54.8133,104.3238,0.525415101827196,-0.928470426928022,63.31925,42.6997,1.48289683534076,0.568418233450425,19.842,54.0541,0.367076687984815,-1.44584659907322,19.4817,32.61365,0.597348042920679,-0.743356336784187,74.71055,94.5659,0.790036894906092,-0.340008065831607,61.18,81.6033,0.749724582216651,-0.415567388405673,52.4005,79.99355,0.655059064137046,-0.610303100151934,103.15495,71.2361,1.44807127285183,0.534132612406863,23.1901,32.25035,0.719065064410154,-0.475805776441254,57.384,55.2036,1.03949742408104,0.0558861831408558,43.3628,58.6473,0.739382716680904,-0.435606774448728,69.3413,92.69285,0.748076038227328,-0.418743174509657,21.5501,70.7364,0.30465361539462,-1.71475823363623,75.4804,129.3288,0.583631797403208,-0.77686960863936,68.5225,117.4242,0.583546662442665,-0.777080071374622
"ZNF169",50.8707,38.3502,1.32647808877138,0.407600844822577,67.8584,84.88325,0.799432161233223,-0.322952481200366,64.1821,26.1708,2.45243171779235,1.29421296854493,95.0268,95.2801,0.997341522521492,-0.00384047945352058,41.1761,30.23185,1.36201059478662,0.445737925807159,37.33165,54.5016,0.684964294626213,-0.545899308724072,60.9836,50.6875,1.20312897657213,0.266791309086727,66.3812,51.0201,1.30107937851945,0.379708983195524,60.38815,48.4892,1.24539381965469,0.31660202488053,27.6524,15.63355,1.76878572045377,0.82275928332326,73.1088,55.2564,1.32308293699915,0.403903499293921,63.8507,58.5483,1.09056454243761,0.125075154938975,56.6347,50.91685,1.11229779532709,0.153543092309942,96.5725,95.2801,1.01356421750187,0.0194374981155959,50.4572,70.689,0.713791396115379,-0.486425583324587,65.68695,105.973,0.619846092872713,-0.690018054570578
"ZNF17",111.6533,146.1039,0.764204788510094,-0.387968797231035,147.197,192.7118,0.763819340590457,-0.388696644132646,100.92245,74.7977,1.3492721032866,0.432181321211437,134.45635,175.2451,0.767247415191637,-0.382236214536414,113.5077,132.6724,0.85554870493034,-0.225078107663781,149.32175,115.3085,1.29497608589133,0.372925456147699,124.8598,123.9702,1.00717591808354,0.0103156932561375,136.4073,131.5398,1.03700400943289,0.0524214721431922,95.2167,114.05265,0.834848642271793,-0.260413433632715,76.4781,75.9506,1.00694530392123,0.00998531998352897,102.2981,126.6573,0.807676304484621,-0.308150880476831,117.9328,128.9777,0.914365816726457,-0.1291566250194,111.8694,123.48565,0.905930365188182,-0.142527933863765,135.8437,172.9044,0.785657854860836,-0.348026923066293,136.4354,219.7166,0.620960819528429,-0.687425852617577,87.83805,150.289,0.584460938591647,-0.774821486868205
"ZNF175",126.3206,98.3672,1.284173992957,0.360840686704889,153.7634,244.5389,0.628789121076442,-0.669351837699301,117.70155,94.1271,1.25045337633901,0.322451267052306,134.7376,270.3488,0.498384309455045,-1.00466944592297,98.2012,111.0118,0.884601456782072,-0.176900476785388,216.20775,168.011,1.28686663373232,0.363862545537755,195.3291,187.9976,1.03899783827028,0.0551926525866895,218.8665,208.9795,1.04731086063466,0.0666897235785769,141.57265,171.17535,0.827062132485781,-0.273932379926091,65.0459,75.18625,0.865130259854694,-0.209010723874374,110.998,170.0231,0.652840702233991,-0.615197088005993,109.7561,166,0.661181325301205,-0.596882117800719,141.1876,167.56045,0.842606951700118,-0.247068276373957,137.6904,231.7527,0.594126411472229,-0.751158170930227,209.3688,295.3733,0.708827778272444,-0.496492952068602,99.3158,213.8728,0.464368540553076,-1.10665785723475
"ZNF177",48.83015,40.0056,1.22058286839842,0.287570246588922,63.8548,103.7408,0.615522533082452,-0.700116422952175,65.6967,26.0657,2.52042722811971,1.33366830025228,19.4924,59.8802,0.325523294845375,-1.61916730677946,18.7238,12.46295,1.50235698610682,0.587227662980037,137.5439,105.3329,1.30580189095715,0.384936035771472,65.0542,84.5666,0.769265880383035,-0.378445773665724,62.1694,77.9863,0.797183607890104,-0.327016049861916,62.6513,76.35395,0.820537771785219,-0.28535834809175,24.4545,19.377,1.26203746710017,0.33575474138008,41.4386,47.8166,0.866615359519497,-0.206536288341925,41.7296,52.0788,0.801278063242625,-0.31962511461686,79.1255,66.69785,1.18632759526731,0.246502454071405,23.1348,59.7218,0.387376134008017,-1.3681930217126,92.8253,103.5214,0.89667740196713,-0.157339055442572,103.85595,148.5892,0.698946827898663,-0.516745387562363
"ZNF18",172.5041,175.8824,0.980792279386681,-0.0279804724394058,193.225,199.0027,0.97096672557709,-0.0425062386532544,201.2852,241.069,0.834969241171615,-0.260205042721661,170.0508,177.4775,0.958154132213943,-0.0616703430026847,195.80615,181.93715,1.0762296210532,0.10598591972773,111.7797,128.2923,0.871289235597148,-0.198776375496656,186.1391,137.5449,1.35329699610818,0.436478489567376,176.6065,143.2322,1.23300835985204,0.302182581311069,226.23295,135.80305,1.66589005180664,0.736293186449146,163.1869,201.3375,0.810514186378593,-0.30309065752341,156.6967,145.6993,1.07548011555306,0.104980851159685,201.0482,146.648,1.37095766733948,0.455184024025743,248.9078,214.65965,1.159546286412,0.213560410190249,164.3085,167.9139,0.978528281458533,-0.0313145466103002,173.9674,193.0424,0.90118751113745,-0.15010077437318,180.0329,173.0233,1.04051246277235,0.0572942451041885
"ZNF180",169.42495,129.4821,1.30848163568555,0.387893676551553,212.4524,268.88225,0.790131739822915,-0.339834878883947,146.76685,128.8566,1.1389936565143,0.187759712155022,176.1437,203.8683,0.864007302753788,-0.210884588514649,132.3404,156.76935,0.844172665128738,-0.244389980258528,180.9345,155.6864,1.16217280379018,0.216824599410039,135.9272,170.7536,0.796042953120754,-0.329081816653084,148.6135,177.6971,0.83633047472356,-0.257854961152857,96.5913,162.03075,0.596129438393638,-0.746302475855016,118.1818,124.0126,0.952982196970308,-0.0694788320454903,147.6787,162.4113,0.909288331538507,-0.137190255339402,166.6851,151.3823,1.10108711520435,0.138928615770046,201.9231,206.5262,0.977711786688566,-0.0325188497458167,177.1337,190.0046,0.932260061072206,-0.101195633051329,172.1404,270.861,0.635530401202093,-0.653966955314965,139.5461,188.1313,0.741748449088482,-0.430998089689666
"ZNF181",129.5536,191.0275,0.678193453822094,-0.560231235891139,254.8033,331.5376,0.768550233819633,-0.379788534757958,204.4158,294.4489,0.694231834454128,-0.526510572480717,152.60185,331.5315,0.460293667419235,-1.11937350035014,98.88795,121.86305,0.811467873157614,-0.301394116754515,232.7956,248.0677,0.938435757658091,-0.0916701087873947,219.7076,254.458,0.863433651132996,-0.211842773947354,251.2866,271.67645,0.924948040214748,-0.112555771669225,161.5368,235.92445,0.684697156229462,-0.546462074427771,250.9404,269.12075,0.932445380001356,-0.100908876017151,162.8297,218.6723,0.744628835019342,-0.425406610669551,159.6391,200.1349,0.79765748002972,-0.326158719296335,258.0543,225.14865,1.14615077638707,0.196796843429538,156.0425,325.1834,0.479859980552513,-1.05931459495244,234.8366,395.215,0.594199612868945,-0.750980429653845,140.3125,333.8762,0.420253075840686,-1.25066971627336
"ZNF182",166.58635,128.7544,1.29383034676873,0.371648456649097,217.3019,217.3994,0.999551516701518,-0.000647169763906817,228.6524,118.4573,1.93025166030291,0.94878895391929,167.2767,205.2112,0.815144105195038,-0.294872966252378,105.435,81.13915,1.29943436676376,0.377883766449039,209.283,168.0607,1.24528221053465,0.316472728318347,201.4218,152.9915,1.31655549491312,0.396768334561756,211.0574,155.26175,1.35936507220871,0.442932959515804,187.917,140.31805,1.33922186062306,0.421394982847876,132.0302,100.2916,1.31646319332825,0.396667185990806,193.9804,161.991,1.19747640301004,0.259997227071427,163.6313,146.5234,1.11675882487029,0.159317655175134,144.9465,142.6666,1.01598061494421,0.0228728755444737,167.4785,174.5885,0.959275668214115,-0.0599826310355608,247.7743,307.6156,0.805467277992404,-0.312102114070951,180.4955,178.2512,1.01259065857621,0.0180510801682442
"ZNF184",209.40245,164.3176,1.27437626888416,0.349791306720126,296.2405,270.50265,1.09514823607089,0.131126162036493,188.50005,93.4021,2.01815644401999,1.0130380140199,207.8904,169.1176,1.22926531596948,0.297796330456929,182.8766,160.77825,1.13744614088037,0.185798233993181,81.85065,202.6841,0.40383360115569,-1.30816713913654,194.883,231.6494,0.841284285648916,-0.249334698459825,231.5737,234.3426,0.988184393277193,-0.0171478238817361,152.47775,248.9228,0.612550356978147,-0.707099643790368,108.5433,82.8239,1.31053113895868,0.390151633321084,217.2996,181.5755,1.19674515559643,0.259115966065075,235.6246,189.6083,1.24269138007144,0.313468050434116,206.5693,201.016,1.02762615911171,0.0393155208675123,208.0671,176.2841,1.18029419556273,0.239146504992676,207.5065,263.4673,0.787598688717727,-0.344467385605752,210.4818,195.6107,1.07602395983451,0.105710202754736
"ZNF189",271.08485,411.6608,0.658515093008613,-0.602711587800953,505.1181,748.27025,0.675047684977453,-0.566938677982229,443.62415,466.4247,0.951116332389773,-0.0723062849292773,447.4156,673.9249,0.663895339080067,-0.590972271525064,308.1821,297.8944,1.03453472102866,0.048982065705667,375.0432,529.0677,0.708875631606314,-0.496395558259699,651.1297,568.7443,1.1448549022821,0.195164764241218,943.9589,595.08745,1.5862524071042,0.665622353327,468.1722,486.9868,0.961365277251868,-0.0568433979657279,493.3307,398.4725,1.2380545708926,0.308074906976241,426.7877,540.109,0.790188091662979,-0.339731990191899,403.9796,511.0817,0.790440354252559,-0.339271492355081,634.0527,597.5886,1.06101873429312,0.0854501299879924,447.7059,612.557,0.730880391539073,-0.452292766209302,499.5667,640.9913,0.779365804184862,-0.359627462347832,365.2133,539.267,0.677240216812822,-0.562260447002811
