"gene";"Thyroid Papillary Carcinoma - Classical/usual-Other  specify";"Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Other  specify";"Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Thyroid Papillary Carcinoma - Classical/usual";"Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Other  specify";"Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Thyroid Papillary Carcinoma - Classical/usual";"Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)"
"ZNF585A";0.0875681944696982;0.26940345092362;0.505723387985555;0.659160444544114;0.192351247482303;0.757585259824472
"ZNF138";0.899569124621965;0.759648704710387;4.59574889877246e-06;0.485946168724454;0.345413945149467;0.000101612899626957
"ZNF429";0.890394058346468;0.291623127701674;0.00691037990096954;0.999973098473076;0.48651994476943;0.0102983175692343
"ZNF470";0.732881361397152;0.444176054057942;0.437328432249748;0.631960797874455;0.943497025271574;0.984704972423157
"ZNF100";0.991215268604872;0.0306425595307454;0;0.890176861058164;0.176341139626335;9.68233848652744e-09
"ZNF398";0.277946818436147;0.248573279293397;0.981600966652002;0.326691425316214;0.997755070650732;0.999954365870858
"ZNF498";0.855229760612048;0.689789687012932;0.752882977634849;0.960826698673322;0.0597773219190711;0.0264460793421122
"ZNF441";0.281449090792214;0.641712467620965;0.351689117346332;0.11561177940061;0.555751806322512;0.150174595787703
"ZNF420";0.382129099411748;0.131534940896687;0.22256478089498;0.915647360353651;0.368588505727404;0.055081808656593
"ZNF763";0.992911471963197;0.128111983155818;0;0.433342452665642;0.0441933786278117;0
"ZNF679";0.956315681987662;0.931945832214292;0.988526478156565;0.830283624477078;0.848492980013747;0.948456454734672
"ZNF682";2.81271947399908e-07;2.26950392534508e-06;0.92833781930991;6.16492914495836e-08;0.303715365519392;0.227523245420808
"ZNF772";0.343096008674954;0.610068740946638;0.658946180323895;0.725193133384557;0.785155468636975;0.997880744776031
"ZNF257";0.980561148222096;0.711305340242691;0.156867169682501;0.99997498999434;0.921980935857759;0.295489130170847
"ZNF785";0.998680935741041;0.998973460949011;0.999996444412257;0.54089738578656;0.0635217022406254;0.11614023038221
"ZNF98";0.499365503775314;0.538469996659026;0.999976887234564;0.942620459405917;0.478078807969666;0.589516482590317
"ZNF786";0.902726083387329;0.954043211835885;0.00214972962450255;0.940475842842495;0.999753653035667;0.205490099649163
"ZNF517";0.485333731745585;0.644579422863619;0.929489325600765;0.08552088417214;0.109999428032693;0.0857935831161605
"ZNF675";0.990444126752954;0.94987040282536;0.0603446857152812;0.992321414305812;0.99999716734331;0.471830244227445
"ZNF860";0.982828732956301;0.733653657127095;0.179562765352162;0.999964727741277;0.934869579314712;0.333617730871369
"ZNF695";0.949225673943509;0.961672010110136;0.99965234267008;0.60912324288451;0.411596807511892;0.477218606302624
"ZNF665";0.162383500791313;0.709848389713582;0.0249273978386274;0.511973584867411;0.75241996867371;0.888033932783304
"ZNF624";0.999948642666918;0.910782301079697;0.136850875051803;0.997921769949453;0.992601649607893;0.452446599099141
"ZNF841";0.983466899589443;0.529092730035494;0.0136896100469839;0.694073598736547;0.38488242455352;0.990211555432191
"ZNF615";0.977608697956408;0.846725556161227;0.572155331037842;0.874705502998645;0.848193493609821;0.99999989515239
"ZNF433";0.91144585140851;0.300921722709636;0;0.298440909222213;0.0776454914825011;1.54849955080749e-09
"ZNF595";0.358478416262591;0.182730145739165;0.551697828309267;0.792005403432954;0.672463271736382;0.294152630934979
"ZNF460";0.354159092969796;0.920089673273937;0.0218380414033361;0.978325973125143;0.116228440081742;0.98467886132533
"ZNF81";0.0621017830437001;0.0828501456501676;0.999732553391225;0.1457996276779;0.996098054546051;0.998859897612739
"ZNF780A";0.999985340818695;0.485763582444276;0.00018063892695297;0.998572050371637;0.979293642967563;0.0316232450654681
"ZNF461";0.973442372928011;0.999960561356865;0.685430496908199;0.983148035527977;0.402606586267211;0.871412610435873
"ZNF181";0.511232355848842;0.398084539163293;0.895173142455951;0.994916169173315;0.165711180711752;0.111879282636982
"ZNF44";0.766853242670283;0.36352190884282;0.157502348012855;0.941932995133241;0.0157720945315291;0.000733077873680599
"ZNF790";0.831506144297208;0.86119573118734;0.999637277343898;0.490418438194028;0.525693318498545;0.581581580631095
"ZNF677";0.99992360864592;0.978489303828854;0.513173830580317;0.651121245856753;0.0573992909058101;0.457947524216017
"ZNF823";0.763470089243574;0.844929762159755;0.983114574555601;0.874072974551882;0.994779471809478;0.999999594096315
"ZNF311";0.992509348963379;0.944031876923994;0.815954337282238;0.90422345626951;0.80645362138661;0.990584513631655
"ZNF347";0.184599460171194;0.510107947982287;0.33172728872264;0.737151938515583;0.366043880250792;0.961560793432238
"ZNF273";0.0273716121601996;0.458416357165359;0.00124736728633645;0.00157277723512084;0.0805408295997871;0.000141633968260391
"ZNF84";0.938468879559571;0.972365350831675;0.982375366604442;0.579707733221275;0.397873881581625;0.371984564819225
"ZNF667";0.813470905085544;0.239932479604346;0.0113347608467322;0.577872788053791;0.745572252948969;0.825531274127122
"ZNF649";0.999819437771981;0.659380077563182;0.00691969921811464;0.996038332167904;0.928055239312836;0.0793559334125196
"ZNF248";0.985632508184999;0.984343106325719;0.156979277474552;0.187268182630536;0.00264249987268594;9.97732513088323e-05
"ZNF544";0.991338395580691;0.934239640406049;0.0419355049266458;0.974369938102539;0.986824122998444;0.270920409293646
"ZNF251";0.001004254625809;0.00308144258795306;0.955356699159271;8.51434889396208e-05;0.172578176479578;0.147388079709444
"ZNF607";0.999998625204329;0.970900633433267;0.509770677289371;0.937037895410084;0.638518990421988;0.253169689222399
"ZNF334";0.0858785205023664;0.229347467701268;0.661477487271003;0.0051699147259453;0.0599131482357322;0.0205842741185017
"ZNF485";0.99750975404931;0.932075566528599;0.0839416423656298;0.96852197078788;0.935307767407403;0.238627032678639
"ZNF192";0.134133338259587;0.569594999886961;0.0751133551966618;0.444648365945886;0.784710151445433;0.949291026588903
"ZNF442";0.863872037762767;0.0292495931746444;8.10248157456783e-09;0.734862913034456;0.905681582401345;0.0219301370553493
"ZNF813";0.341403603706;0.745708111018826;0.263037225650741;0.520465631869645;0.993393196922536;0.853542408537175
"ZNF26";0.00461585927089003;0.0133527320406061;0.924553597996189;0.0124189106621964;0.999649509501676;0.970731846876223
"ZNF69";0.113670317115355;0.309389508774016;0.558159428037705;0.26115487036626;0.982176330705864;0.976439953585926
"ZNF583";0.189469440967302;0.461981160944796;0.490370831154261;0.835059744176535;0.199014046389869;0.774236757018824
"ZNF568";0.629959726509356;0.730689212730469;0.982940715606359;0.969359125121254;0.571418390149657;0.78329314210616
"ZNF480";0.999987812714813;0.142118124431526;0;0.949850462955904;0.642437833144087;2.06489845639979e-05
"ZNF587";0.60136609801505;0.994967744768924;9.25979482839789e-05;0.999064680390792;0.181070346737946;0.907088881845749
"ZNF808";0.310666291332411;0.343097661256912;0.999999961768794;0.926948960162307;0.215093058118849;0.311729377886279
"ZNF43";0.282728502007429;0.177021134860798;0.782036001443734;0.983462748510011;0.0520892323465812;0.0251018788477453
"ZNF28";0.595422368949808;0.999986464769545;0.00239248163334871;0.210795841507381;0.319727156618628;0.00235339993587158
"ZNF627";0.994938203110528;0.999965118405091;0.831485843098606;0.999952475017666;0.985664717642921;0.998140135804617
"ZNF789";0.18357012825373;0.608786817554063;0.135015578911386;0.0316320866882578;0.210271403097937;0.0162266406473388
"ZNF534";0.995411003689973;0.999999850699086;0.910781611450578;0.643397213574058;0.189356943155845;0.134408693788823
"ZNF525";0.862854032878314;0.974046413891286;0.00220220490593936;0.857928239983435;0.997549717893855;0.123595078395633
"ZNF814";0.0540890432120171;0.950328272205187;5.68812495993498e-08;0.000575037897789343;0.00412898819450136;0
"ZNF551";0.997591844921398;0.999523060899177;0.996257926527039;0.667446478542229;0.0347707838990128;0.100081531583642
"ZNF805";0.0509754962261944;0.0582431917845601;0.999472892517099;0.34454044985665;0.545771496057364;0.59473817776237
"ZNF468";0.849383489969379;0.727462093708404;0.868268834301805;0.636277435546664;0.77685557441008;0.976476576503174
"ZNF616";0.558501698354063;0.448999557433369;0.910651926430093;0.438158600821594;0.90464149465519;0.995756800353988
"ZFP57";0.640797715188557;0.956531671011031;0.232204522754061;0.893030424411189;0.889944032365533;0.971967194415989
"ZNF155";0.000331378517955505;0.00885908395173352;0.109114010723882;9.20266589790053e-05;0.44241102668185;0.0442858508578889
"ZNF425";0.201462461929923;0.120346921012519;0.776858931642572;0.40143297054559;0.975202471255675;0.795745129276886
"ZNF611";0.117915524973156;0.24287599610286;0.835085933641875;0.250840754917944;0.99090974967916;0.996529536217835
"ZNF254";0.877991356393541;0.967734396771785;0.859347263812457;0.994892607163701;0.81363822434157;0.986586778312317
"ZNF625";0.423530839885036;0.0909883473076185;0.0455093857364344;0.645462653487743;0.977449435093981;0.250544298873603
"ZNF845";0.151403044791419;0.720733597523167;0.0158087607400539;0.280210638795178;0.996587814648203;0.433078265672098
"ZNF90";0.0909161556096957;0.0203337958691938;0.214955882538237;0.15183703273334;0.999993504237898;0.702520317204839
"ZNF788";0.890395885846635;0.682216983511731;0.583485180769426;0.897604206810459;0.999439246862394;0.925897922833947
"ZNF880";0.969522283851465;0.35205231409313;0.00151454297266262;0.922572235718868;0.140238551156239;0.000398079586038991
"ZNF630";0.973199410461241;0.395966990194968;0.00289971931988986;0.479123583157557;0.000995447347084788;6.68595827479912e-07
"ZNF844";0.340741382941299;0.258542679744016;0.908546279084014;0.679801005532984;0.859127025966752;0.697425298143251
"ZNF717";0.050990632930767;0.0351691148430524;0.903242033512711;0.544049768958792;0.182714091130987;0.126506777457658
"ZNF492";0.737389700838454;0.446364213191388;0.430434843473418;0.648184296859386;0.953773023700688;0.978944301718689
"ZNF688";0.17637265117698;0.908287982096739;0.000594483517160294;0.159648193359471;0.949721697847492;0.0349266943418725
"ZNF879";0.103949281240142;0.509541494545131;0.0668363886461061;0.0396348219620565;0.573193734821806;0.0532191768090138
"ZNF737";0.983436611582593;0.62594091544174;0.0511844367336227;0.929482233385818;0.212249615999108;0.00791013771954141
"ZNF709";0.944858231056732;0.683340722865333;4.92303648702563e-06;0.642377607355253;0.49642530599721;0.0002791319830866
"ZNF585B";0.0616859168140045;0.208593151719411;0.509571548527656;0.502380807011682;0.302050655449686;0.86880591541075
"ZNF324B";0.408887291945361;0.7975629233921;0.295762194790178;0.927577315127247;0.37537450972336;0.97252924642054
"ZNF564";0.821919223945551;0.914878644587029;4.79307287942765e-05;0.79377711424597;0.990807210906121;0.0247126716558448
"ZNF674";0.885455197218364;0.16237082950114;0.000227549424087092;0.972886223623605;0.110127381243316;8.27939768242025e-05
"ZNF432";0.989983526990806;0.946036900917013;0.051964386369636;0.972770049063075;0.456664505853356;0.998862157793197
"ZNF10";3.45984454050985e-05;0.00495418484323662;0.00684646578261239;2.99240222156882e-07;0.0178888276997085;5.32668762229793e-05
"ZNF486";0.651205060199147;0.994028554738155;0.000206212150547724;0.94718295534371;0.734934504871132;0.463531657813717
"ZNF225";0.495441092181878;0.660738210686383;0.919460416765061;0.953676459133303;0.418265556496692;0.746318441356801
"ZNF350";0.814639370952016;0.993078177302593;0.297729832845408;0.583129645969731;0.75300740265438;0.234649441024875
"ZNF253";0.972849838719134;0.593386493501282;0.0574610585471016;0.992205598308115;0.506499084527143;0.0378165238429361
"ZNF878";0.999960982768203;0.499603367178607;0.000281824074179537;0.662470737990166;0.0668331396789146;4.07462428464456e-05
"ZNF727";0.448109054315181;0.570532577040745;0.972778930806223;0.805061764416638;0.808617768245806;0.946355656439504
"ZNF578";0.850069445526007;0.985689214448877;0.555169981923377;0.791794507685787;0.976284329990933;0.679101569315886
"TRIM28";0.998021433667701;0.999040405012814;0.999675069490318;0.999883287539959;0.997678435909321;0.999498565111729
