"gene","p-adj-2-1","p-adj-3-1","p-adj-3-2","p-adj-4-1","p-adj-4-2","p-adj-4-3","mean-1","mean-2","mean-3","mean-4","SEM-1","SEM-2","SEM-3","SEM-4","Q1-1","Q1-2","Q1-3","Q1-4","Q3-1","Q3-2","Q3-3","Q3-4","count-1","count-2","count-3","count-4"
"ZNF671",0.0293809726810034,0.0477421987293581,2.56619170357908e-11,0.894261766182069,0.0571160234633843,9.6524294374789e-05,130.061830769231,73.4395472222222,177.601854938272,115.841764102564,18.4458392469665,8.74290797695086,9.24534772536723,9.34591209747927,53.99705,29.2225,99.7233,49.98755,160.01865,92.962925,226.86085,172.24975,39,72,162,78
"ZNF416",0.920774836148761,0.915582135732788,0.999862292891939,0.106747743792155,0.20783053648847,0.0806065129767397,159.880356410256,151.574908333333,152.252111728395,130.560433333333,10.1213060589283,9.38477495240435,5.41241009252439,4.77745315463802,115.952,99.7001,108.39525,97.269025,185.29855,179.2572,178.10935,151.99815,39,72,162,78
"ZNF586",0.697746980969938,0.0385256660026174,8.76306721364628e-06,0.641159960216246,0.03297255126204,0.27924780930302,208.782817948718,184.246644444444,263.040117901235,235.012194871795,20.9359262717162,9.73720623321338,10.4405996562167,9.08286892081609,136.16005,133.96445,189.416175,174.154175,230.6191,216.46795,294.13185,287.4322,39,72,162,78
"ZNF446",0.0117451639233207,0.0172490187412556,0,0.247948229580362,3.25742681717145e-08,0.636211912431645,260.710997435897,172.038618055556,337.032217901235,313.406638461538,26.1675101458771,8.41552982860519,13.7679759258237,12.449311781198,183.9004,127.81735,249.506325,235.599,277.37625,209.9817,380.675675,393.647875,39,72,162,78
"ZNF8",0.999999947854746,0.0293805811542058,0.00305084721114246,0.174502316922983,0.0707859836801913,0.901781176496638,128.548038461538,128.49745,104.550096296296,109.141303846154,9.28684734863508,7.02254902169495,3.3273495072318,4.92622307547937,91.5936,85.03295,76.625,77.320975,146.93345,151.3316,124.53325,129.78355,39,72,162,78
"ZNF264",0.0397179922152993,0.219474825428702,1.14554747909779e-08,0.990016899892484,0.0219739841426023,0.0190285333035941,892.186515384615,708.9495,1010.78313395062,871.437814102564,67.9315448110547,30.2371747131574,29.7442828607117,33.6859657249233,724.99705,540.227,794.434025,645.21675,996.51015,844.868025,1154.512125,1032.791275,39,72,162,78
"ZNF213",0.99950702433672,0.00124661531214432,4.41703162875617e-05,0.0403618918303422,0.0127328065921615,0.722034975368987,665.010238461539,672.777170833333,899.043633333333,848.377746153846,35.9320036912832,35.2129832428985,30.2205276696488,42.2726845320134,521.84185,478.393225,638.783825,584.395225,818.182,796.80705,1087.630475,1016.118625,39,72,162,78
"ZNF343",0.297255353661038,0.287274212147166,0.995816989581931,0.425836348974331,0.989755103678119,0.999175432391053,296.337815384615,332.261894444444,328.936363580247,327.061347435897,15.7376612374833,14.014309605895,7.04488927322172,12.9960924633779,227.58025,243.62265,268.750675,253.557725,349.18295,417.44285,386.19635,368.467525,39,72,162,78
"ZNF302",0.553278680487116,8.1698825959986e-07,7.64692626020747e-06,0.00152132895612411,0.0261776444537514,0.312916249745178,541.868474358974,613.067577777778,803.009359876543,738.372597435897,29.6433471059579,33.0812655932351,20.2433564737616,36.7377982050492,385.71775,418.383375,595.189325,531.364125,629.95315,764.75755,984.947225,889.084125,39,72,162,78
"ZNF268",0.000307493439618223,0.714646408272291,8.03143524898964e-05,0.0323108284776774,0.331485600957084,0.0566830039093462,538.653164102564,384.650627777778,502.90987962963,436.854397435897,39.6197851637487,19.2168677022157,13.5650285067999,23.82921157086,368.87645,270.26165,388.177525,298.624975,631.2681,468.24105,615.11585,571.370475,39,72,162,78
"ZNF184",0.0862151162449822,0.721508631811855,2.97056038932597e-05,0.887068077222568,0.00120415081333192,0.988217413147614,329.00131025641,390.837176388889,304.410737037037,310.289547435897,13.7449953934269,25.5018371107217,7.07234326072245,13.5368836528477,280.20355,251.7975,244.22245,228.2964,357.2814,463.144325,355.35015,367.750475,39,72,162,78
"ZNF500",0.8005944649257,0.000321081100039589,2.74669409439099e-09,0.00853198682430423,7.68964416564266e-06,0.876165167686862,239.463866666667,220.554056944444,315.74482345679,304.902262820513,11.2430005108102,11.6729085258316,9.08829837789271,11.3153657218344,191.02005,175.497275,228.225425,230.5592,279.18095,240.192825,392.2911,349.482975,39,72,162,78
"ZNF419",0.880164298737258,0.998181084771702,0.590345367128954,0.986364357369975,0.556389340415896,0.993690828931845,197.421492307692,212.197879166667,194.342901851852,190.724443589744,14.1209000480659,14.1383109452851,7.96561815900242,9.23377351875691,151.1576,138.1271,132.543175,142.7584,236.69665,257.9886,237.942,236.988525,39,72,162,78
"ZNF175",0.00022214610511595,0.789385888004027,2.35498020144664e-05,0.217437563922625,0.0307883040043935,0.412312599891225,199.851958974359,119.188520833333,183.743419135802,163.053315384615,19.6252468927732,8.95017670681445,6.00311783437558,15.048372244457,132.56335,61.922575,135.896,89.273025,224.21095,171.36495,215.213475,204.645525,39,72,162,78
"ZNF14",0.525305692561756,0.525775575698017,0.00190596808056798,0.99927846071082,0.436745804590296,0.213660757628269,263.654492307692,237.803601388889,286.83290617284,261.285884615385,15.1220566915534,11.5322109672579,6.61878987063653,12.9655503151428,226.99915,177.726775,229.108,185.23925,301.3423,267.55395,340.068025,321.390275,39,72,162,78
"ZNF85",0.999876891949642,0.530007291691824,0.274274796847604,0.976600472974948,0.938656045049556,0.648532640414398,193.774392307692,195.060448611111,171.471662345679,186.329614102564,15.4580936436075,16.8805416615505,4.77314014748942,9.65583210055534,129.3811,120.70015,133.28785,126.248225,234.10755,240.226025,198.2296,231.1485,39,72,162,78
"ZKSCAN1",0.00487231826355961,0.999723462550218,1.25073765256944e-05,0.948691918700028,0.00375034451315448,0.810227547720161,1803.76902051282,1138.05066388889,1820.09180740741,1697.70685641026,169.433878073773,74.1202436521893,88.0051276131143,110.30336805267,1152.2298,735.45495,1119.434,1021.69235,2141.0712,1471.356825,2271.451325,2106.340725,39,72,162,78
"ZNF862",0.0159302134232177,2.8270837919786e-05,0.34621439523078,0.10500987229688,0.805597210917309,0.0297866675743808,355.303833333333,514.434286111111,577.477205555556,475.076476923077,24.3763326791372,34.9810744909746,21.9990558231293,29.3320567396391,244.97165,292.172725,365.217675,302.419075,463.2733,702.9892,719.481425,579.2062,39,72,162,78
"ZNF684",0.154854702763858,0.974405587093046,0.00313091187944348,0.481465805256379,0.000146817312821623,0.446723101062366,51.8609641025641,59.4373597222222,50.4901648148148,46.7740564102564,3.28041289681182,2.74019536008557,1.19115834056668,1.94965448272678,38.96155,42.8843,40.97905,34.5517,58.0302,70.965325,58.339575,58.334625,39,72,162,78
"ZNF430",0.24749463475029,0.711028111637693,0.583153741693959,0.908974327790491,0.462644408674577,0.973754610530132,175.23018974359,149.693847222222,162.109993209877,166.178332051282,9.47797843272703,9.04575756029337,4.68669095187391,9.40114563049397,127.2176,93.749425,121.394925,107.3711,211.82565,184.7338,204.907225,202.951425,39,72,162,78
"ZFP30",0.923431215545494,0.804812347155253,0.994268489657507,0.151569895101724,0.289188427096616,0.256712597907951,291.217115384615,307.115118055556,311.698231481481,344.038356410256,16.5152073473082,20.285474398035,8.95678775368383,13.2091087435077,221.0974,205.274675,221.250275,265.5828,352.864,360.791825,387.82685,397.895125,39,72,162,78
"ZNF549",0.804587832507354,0.997327457076908,0.739529439373874,0.439888786856353,0.896271712693563,0.239517290836908,253.036758974359,229.046418055556,248.351353703704,213.67366025641,23.2872065330505,15.4347910655237,10.7463728861002,14.1191869759551,134.9634,141.416225,144.8175,137.7859,328.86925,270.993225,333.96425,274.04,39,72,162,78
"ZNF211",0.962721714650393,0.49308196499713,0.068833613315508,0.675685232959821,0.872687642775121,0.00383500824118821,237.038135897436,223.722897222222,271.904899382716,206.538112820513,16.7843494674901,13.3805377213896,13.4852836207754,9.83621834345841,169.44495,142.083125,180.730425,146.744675,274.86275,313.309675,318.91695,248.404325,39,72,162,78
"ZNF205",0.966493803429145,0.0309268502306859,0.025966288133502,0.0810344872777801,0.0998670785283213,0.998227169128048,271.794166666667,285.610238888889,345.230401851852,341.718305128205,15.2132607332881,20.3327458297967,11.8322147797503,16.422726406585,203.53845,184.573075,240.2289,253.236775,306.15765,318.441625,416.994425,402.05485,39,72,162,78
"ZNF45",0.888633214008025,0.909641308668232,0.251145451971089,0.998981115721419,0.894235971021208,0.711457550020203,317.531387179487,301.118718055556,331.138780246914,314.347706410256,19.2272321317007,16.9116641823547,8.02343616057357,11.9510967570453,226.2848,200.171825,254.206625,245.321275,377.8623,367.13885,398.88275,371.881625,39,72,162,78
"ZNF133",0.00122623655770915,0.973523176827481,9.43306229794771e-08,0.996702473455692,1.38404506534462e-05,0.994144757877335,299.352874358974,405.729626388889,288.413570987654,293.449944871795,25.2307106178306,23.6718471681334,8.4747595923944,15.3734899565291,211.4267,259.19885,224.00125,217.8329,325.7496,475.312025,319.316525,339.900975,39,72,162,78
"ZNF436",0.12093535208382,0.973244797551761,0.0517148255219181,1.02829358576972e-05,0.0097666241257246,3.65100216725978e-09,1163.19707692308,981.310430555556,1131.5101,769.215987179487,73.5321868119849,68.5274480672877,28.933411761199,29.6790852360426,797.93435,606.79935,879.317475,593.154875,1488.0757,1146.703825,1285.99465,897.514725,39,72,162,78
"ZNF484",0.00347444151238618,0.00145808610794351,0,0.867937604273783,2.95696900853848e-06,0.00150743124061159,87.7494461538462,63.6748041666667,110.85485,93.0454192307692,5.091460886835,4.16738385877787,2.78604009690317,4.02100644693555,62.7248,41.18985,82.8108,62.92805,110.0547,76.4815,130.697125,119.8124,39,72,162,78
"ZNF780B",0.607969378012523,0.0692027033823887,0.523463644978171,0.291905440697166,0.925121066208267,0.910641453360015,239.681861538462,281.919461111111,315.254506790123,299.460816666667,18.9708740140813,18.4254244796939,9.70278773455521,30.5927007072726,142.02235,178.400025,214.783775,197.753425,280.6659,361.068675,407.725,334.12125,39,72,162,78
"ZNF557",0.934180887454157,0.394583706462194,0.658511685459355,0.999612245284567,0.932580103411959,0.233498815083371,228.246107692308,217.124520833333,201.752451851852,226.346946153846,10.9260080901698,14.5594657367398,5.25852759653621,13.5738528854111,168.8404,145.1653,151.811425,161.256025,272.2018,261.3647,248.075975,264.964175,39,72,162,78
"ZNF337",0.0909600459954341,0.0496038105376516,0.999989409207381,0.0110242022331154,0.81585280232041,0.705704507807127,413.587871794872,508.439581944444,507.548233333333,537.713406410256,26.1955947944882,31.8705862077821,13.4334252987028,24.1380162554892,301.90745,354.438475,392.45585,390.41385,489.0416,590.8404,590.087275,673.1057,39,72,162,78
"ZNF317",0.729143490487845,0.765752282900772,0.995757555206603,0.94401704412676,0.935696973257308,0.967285586366517,832.979364102564,783.9417,791.675632716049,806.843608974359,29.7207486002509,29.7204281405397,11.2555483821646,41.9817052291342,690.75165,594.4957,697.385775,655.9993,957.8214,912.918175,870.588875,889.85915,39,72,162,78
"ZNF426",0.967323510043773,0.940020233003271,0.999854605568048,0.214223560919007,0.292672748750635,0.184194339169538,166.737661538462,159.064029166667,158.18790617284,134.960064102564,12.0022875544373,11.3628872850433,6.09907061269522,9.84915446403244,110.71085,93.89705,97.783825,82.82175,222.7699,213.81345,205.836075,183.748125,39,72,162,78
"ZNF331",0.65915421921126,0.350692081997022,0.966103929545463,0.9809293904463,0.783734942949523,0.383190003496706,415.289602564103,464.0058625,478.123575925926,431.282793589744,42.5830258253405,22.0885205733601,15.918806614339,25.7394493249538,295.9298,331.55855,367.12325,289.45305,435.9548,577.977075,542.884475,503.8314,39,72,162,78
"ZNF227",0.204616047185023,0.471228249446795,0.787587968680068,0.962168210447682,0.27348048461246,0.63961485423202,304.571017948718,349.873293055556,334.537968518519,315.642414102564,17.346129132023,21.1494104746063,6.78835575894829,11.1501836972699,238.3885,240.530575,276.067525,251.8866,347.39995,422.7716,382.02125,369.294975,39,72,162,78
"ZNF141",0.580139523454921,0.0139779934338879,2.57323325869585e-07,0.129862602940691,0.000224680405203515,0.848242753527337,75.9821205128205,66.9791958333333,95.1852802469136,91.2020807692308,4.71180004240105,4.17417921234604,2.66286901437977,4.67842238371367,57.51055,45.0561,69.690925,62.969625,86.6731,79.113675,112.789825,109.874025,39,72,162,78
"ZNF304",0.127886277934793,0.985926965072427,0.00285538009565878,0.355701658728524,0.899806935915875,0.028789610960349,513.525928205128,420.213911111111,526.691053703704,444.473737179487,41.9449563985677,24.5580260731968,17.2349949982161,20.3674636185684,386.4467,275.784375,382.88835,335.19765,563.10775,487.326675,622.420675,525.327725,39,72,162,78
"ZNF132",0.34004791277218,0.00497889673293128,0.24328183287499,0.918327863005335,0.586535729754292,0.0038950020121985,62.1034897435897,77.0840708333333,89.0140320987654,67.7758346153846,5.57223325673954,6.90512656997768,3.21003448524887,4.93155394843212,37.2522,33.601675,59.3243,39.268075,80.12515,99.56575,111.1784,75.9641,39,72,162,78
"ZNF20",0.00743223309206242,0.164912248421528,3.19879678301049e-11,0.976774857481115,0.0036906108921777,0.00663639187082166,187.942856410256,146.9166,211.549120987654,182.80781025641,9.67721016682906,7.46665985346903,5.50157632873621,5.83889526599379,143.4616,109.2629,169.2254,143.897275,214.1087,173.4929,248.954575,219.036225,39,72,162,78
"ZNF670",0.000527783562791706,0.617228243990679,4.44427827872573e-11,0.537011186048697,2.58887555837362e-09,0.986945556583513,119.993548717949,169.332836111111,106.400379012346,103.500125641026,9.52980754568732,11.7979954541001,3.53445006383423,5.64629165427448,81.7743,100.981925,73.779925,64.74325,153.64875,199.271725,131.3239,138.123575,39,72,162,78
"ZFP37",0.328243676118424,0.534435294934389,0.90330787459406,0.379612310252189,0.000481899886724313,0.000414969349116889,57.3878743589744,69.805025,66.2358438271605,45.8167628205128,5.72531436593028,4.77181875342914,2.89135580899882,3.83832984610488,31.39305,43.40945,37.995,16.20695,73.3734,80.1841,87.892875,64.594225,39,72,162,78
"ZNF189",0.452235168371649,0.376932217883488,0.000305045429580653,0.0626254423619746,0.630325838602777,2.27031395461097e-07,534.993776923077,489.604018055556,579.236562345679,459.4236,29.0556803244605,20.678228389867,11.2778284339253,15.962337599357,401.8222,381.28775,477.5995,360.156275,633.5113,535.791825,657.22535,536.2962,39,72,162,78
"ZNF434",0.00111876577399994,0.0532881496609291,0,0.248289906187929,2.58412180542678e-10,0.909995258377438,423.953194871795,316.816269444444,489.236993827161,476.108865384615,19.6543342666516,11.9138522085967,12.5182674704433,16.9442358059432,336.7439,247.8927,368.365375,371.400675,489.1153,372.56195,582.360825,546.98585,39,72,162,78
"ZNF287",0.80320098911681,0.00426213822187571,3.55409091934433e-07,0.0734169478726053,0.000423148155378139,0.786297410973024,126.23308974359,112.391152777778,172.898606172839,162.969585897436,8.7977254834813,6.2317390461824,5.02847362573661,13.4686620902797,92.12675,75.5294,126.3396,115.84585,165.58065,133.18435,209.5078,185.9898,39,72,162,78
"ZIM3",0.400255277623265,0.999463820944418,0.171096301077745,0.998895553629054,0.310343639194647,0.999925098849143,0,0.0848638888888889,0.00556604938271605,0.0077948717948718,0,0.0696990312569655,0.00556604938271605,0.00548168624670782,0,0,0,0,0,0,0,0,39,72,162,78
"ZFP14",0.947660020270715,1.98303242771036e-06,8.98370267066184e-12,0.0437856932719722,0.000899119255222458,0.0156745980640947,224.28581025641,213.061084722222,320.334701851852,277.68175,13.8350731296978,12.4150457144614,8.36640046352935,11.6601383293684,159.49165,147.03585,239.532425,206.7637,273.9544,246.594625,375.220825,338.891025,39,72,162,78
"ZNF473",0.703073034780931,0.0578308986390978,2.29278814096734e-05,0.954744467662958,0.216022527877453,0.0569762173812624,366.768815384615,398.557120833333,299.979898148148,351.704520512821,26.5906883658916,19.6441990258264,10.3214748042404,17.4596242065108,270.21145,263.626075,229.612025,257.538275,436.8469,508.73755,331.925075,391.7284,39,72,162,78
"ZNF614",0.909882718726967,0.259618847540927,0.516768991886991,0.604554551513371,0.907303203614443,0.927649812607027,333.903407692308,309.983344444444,274.826562962963,290.11253974359,26.0869722459179,16.7495482058821,8.24606737124735,34.4163812735497,222.37645,225.423775,207.445825,178.561275,387.1326,374.9752,333.751325,290.7075,39,72,162,78
"POGK",0.000104387965286334,0.997622210427146,6.05571623957246e-08,0.999995404480859,1.10054447732821e-06,0.99255290660596,2281.73235641026,3117.28320138889,2314.19614444444,2277.30566666667,158.492634500674,167.085969914382,60.2272486994787,90.3680790028328,1600.16025,2205.88845,1778.029775,1760.9798,2714.01305,3867.557575,2755.0698,2550.0641,39,72,162,78
"ZNF514",0.178378330020827,0.448772966862816,0.758613549127421,0.595184181637768,0.765989817469185,0.999015610827882,238.857551282051,287.207747222222,270.52319382716,268.210564102564,16.9051347439919,16.7945889998936,8.20976055037022,14.9834672215612,161.9721,172.753075,197.69905,174.823425,291.6257,382.4675,325.095875,309.12815,39,72,162,78
"ZNF300",5.75403192426549e-07,0.995999249563099,6.36624086780557e-12,0.991738134328958,5.9216506143045e-09,0.999412344579636,69.7484205128205,167.895188888889,73.377574691358,74.8503294871795,10.6697560504102,17.2806623425047,4.96232757653837,9.21950982028044,24.1813,55.37385,31.756725,19.649725,104.49685,222.759125,90.70575,95.727675,39,72,162,78
"RBAK",0.0335261995909838,0.00624136461903602,0.990651038385482,0.0334205191058559,0.999969733497702,0.984034233517825,744.360694871795,631.906394444444,623.117345061728,633.390169230769,38.0914973562539,27.810809316798,14.3597611988499,23.837580970046,584.63805,475.063575,505.236725,491.368175,867.38755,729.995275,723.534625,749.414875,39,72,162,78
"ZNF92",0.741774243512652,0.00519898730849766,2.31644939230335e-07,0.026434068301304,3.35057216227508e-05,0.989479951657715,552.990297435897,387.703481944444,1041.08541296296,1005.82884871795,58.7940961192717,23.8411094430374,67.8440655335122,132.531062036872,366.16425,277.333125,447.387575,451.265975,626.9496,430.826075,1381.9372,1031.2052,39,72,162,78
"ZNF157",0.000823683245256612,0.0486920045187734,0.144594033726533,0.883368819074192,0.000990571145825236,0.097783514417682,0.809958974358974,2.92443333333333,2.08858703703704,1.20812692307692,0.135952035020272,0.479177375132435,0.202430950944812,0.25317175532541,0,0.50985,0.38415,0.209975,1.3554,3.4004,3.04735,1.032975,39,72,162,78
"ZNF182",0.659025268224139,0.00415937807279654,5.2796748306605e-08,0.105829938338248,0.000266204679637339,0.6501623388922,198.358335897436,181.234434722222,243.804822839506,231.789184615385,10.5125291256496,8.48884543724839,6.00402151489808,8.89671186185552,150.16235,134.765,189.35145,178.61805,252.9694,221.497675,294.223975,257.00995,39,72,162,78
"ZNF673",1.1539968090557e-05,0.0365786662646873,0.00419880840024145,0.61304880814196,7.67029691932652e-05,0.298155185593491,175.243866666667,235.98895,205.615625308642,190.371882051282,8.49289619720003,10.3273165494367,4.13407654099404,6.87650652394746,136.58225,175.655125,174.74035,153.3591,215.6143,287.723125,239.33365,215.148325,39,72,162,78
"ZNF41",0.00567491761518746,0.974224901400708,0.000286876980415296,0.690533603773031,0.0356651964174823,0.741440256351985,335.749435897436,269.988691666667,328.177853703704,314.213155128205,17.362319087752,10.2728678212217,7.85239352211018,12.0469761466045,265.4181,209.938725,261.879525,248.51375,402.1023,327.351075,396.60575,348.333775,39,72,162,78
"ZNF7",0.317667372667701,0.937064763178429,0.00983696856751848,0.416211659570147,0.995084558371069,0.0181573516452945,597.190033333333,693.036986111111,567.934211728395,681.972646153846,47.5091286783928,34.3074583680886,20.014069098717,35.6321163727656,426.3197,494.77005,405.9568,441.864575,683.5358,857.881175,650.692175,847.83335,39,72,162,78
"ZNF214",0.999320698423191,1.91930289439313e-07,1.06748609951524e-10,0.0148945764057132,0.00339556218272552,0.0134420874139864,27.9842871794872,29.1455430555556,75.5897456790123,55.8151371794872,4.68023083159725,4.54588626341201,3.77545542561737,6.60820603419667,10.24585,6.024325,34.84975,12.599775,37.7978,40.51735,107.616775,91.517775,39,72,162,78
"ZNF215",0.528154670005973,0.161859271670348,4.97602190488999e-05,0.381602616239841,0.00232914422988928,0.975281599991962,26.2787025641026,32.9085958333333,17.1551296296296,18.5741461538462,4.10724062891362,4.40918542482207,1.18152387115234,2.8611807095835,10.69055,8.680975,7.437825,4.4069,30.0027,42.896575,20.461175,16.2985,39,72,162,78
"ZNF547",0.405724596213678,0.991168537028161,0.268770517255776,0.937846620838811,0.630238270592202,0.970331119459759,69.8154358974359,58.8247263888889,67.9532358024691,65.7677743589744,5.1876473312873,3.63483798578841,3.06320464037376,3.78835979394202,48.56145,37.7852,49.44055,42.544925,78.75425,73.406675,78.1375,82.475875,39,72,162,78
"ZNF773",0.941713067027506,0.932486935515272,0.999971935562665,0.226143762605786,0.379652979470666,0.212536679734308,172.735797435897,163.504576388889,163.999900617284,142.097303846154,16.9646337713463,9.48001877483471,6.40582951309682,7.82708398788259,101.84345,109.999675,114.401675,97.640325,215.49525,214.4903,208.3072,173.368675,39,72,162,78
"ZNF776",0.138743789111806,0.310602314490299,2.05345768455878e-06,0.899741434700944,0.00350119406312532,0.59512961258762,571.616723076923,434.875326388889,670.091479012346,615.034706410256,52.1572445914025,27.7985976593492,28.7864850392598,31.1291443089092,365.96895,302.35245,482.3406,416.6843,628.88025,510.46805,758.80185,718.29105,39,72,162,78
"ZNF256",0.933644186083616,0.15118086188471,0.263191215568677,0.279353876172807,0.484069170185695,0.997747240672193,163.927130769231,155.389579166667,136.722195061728,138.564005128205,14.2719590819425,8.77425064219669,5.73365108073748,6.53313181220263,111.52745,108.3641,98.573375,100.13955,202.2481,187.107925,153.271775,163.482975,39,72,162,78
"ZNF599",0.00279157596755897,3.37148009843524e-07,0.169540046539943,0.000190956047288804,0.865824543065808,0.630372630412166,73.8374358974359,100.804241666667,112.045650617284,105.690344871795,4.18445079229007,6.47988411770941,2.51755771760865,4.29441453319959,56.974,67.8593,90.05085,81.084825,90.1395,115.233975,131.903125,127.790075,39,72,162,78
"ZNF18",0.999965119500529,0.00600276190735727,0.000189634010329343,0.982188668129214,0.958044234433772,0.00127569548166606,181.711364102564,180.912643055556,233.062504938272,188.118041025641,8.08159805816302,7.70197394334304,7.32875881687932,11.9109026338075,146.5421,143.461125,173.30265,132.20865,201.07985,199.969225,270.271875,218.327925,39,72,162,78
"ZKSCAN2",0.846110622776211,0.0127002867491394,5.39335668037211e-06,0.00151290706996055,6.83708315740716e-07,0.575071519906348,233.422917948718,212.3819625,304.065427777778,326.931487179487,15.7066296702062,12.1379375609979,11.0982419006327,15.7058726123395,188.0924,138.59635,209.801625,210.95905,256.1473,256.9391,356.557125,406.87515,39,72,162,78
"ZNF689",0.00898627592869461,0.962320770742636,0.000846300623863816,0.916579324702101,3.03164367566611e-05,0.409564218751557,353.028853846154,133.848323611111,322.9181,397.158202564103,56.8357527386507,7.78264524905001,28.9477612421383,50.0196798064227,168.4136,82.88325,176.1165,198.7687,367.0605,175.29745,352.670925,423.63855,39,72,162,78
"ZNF19",0.247991048676967,0.106118500582406,5.08701366586095e-07,0.999982906147326,0.0989501383741266,0.0211338515264478,74.7527538461539,61.1716680555556,89.6600882716049,75.0138128205128,6.93415359353464,3.53324134230493,3.07564069275163,3.8040259820173,49.6426,38.05185,65.12395,52.486525,84.0734,74.343575,107.6616,90.94225,39,72,162,78
"ZNF230",0.565526539903166,0.826137883721005,0.0205196647070873,0.909434259684074,0.864719738008999,0.168314012047017,129.891712820513,116.709691666667,137.720611111111,123.203921794872,8.73319331798284,7.05342407293531,3.88483287966844,4.92932194938697,96.5549,78.141775,105.456825,96.6168,157.10315,134.909375,163.9562,146.761325,39,72,162,78
"ZNF222",0.775155635097828,0.535336840033806,0.984935581900453,0.206798477348815,0.636126382926879,0.723682237864961,81.3878205128205,74.0658472222222,72.1392080246914,66.5896564102564,5.87580062290212,5.21337369613455,3.12180322794578,3.46172921044173,54.773,42.5077,45.450925,45.16555,109.58095,87.63295,86.532775,84.24185,39,72,162,78
"ZNF221",0.197287021930279,0.42354162387877,0.82557913473704,0.077718086014229,0.963857137216499,0.468667120580293,31.384441025641,23.4797611111111,25.9239771604938,21.9107846153846,4.40077762153539,2.88622450035234,1.39496448607864,1.72057854084657,13.3454,9.98125,14.52715,9.587975,35.95745,29.62585,32.605325,31.81875,39,72,162,78
