"gene","p-adj-T2-T1","p-adj-T3-T1","p-adj-T3-T2","p-adj-T4-T1","p-adj-T4-T2","p-adj-T4-T3","p-adj-T4d-T1","p-adj-T4d-T2","p-adj-T4d-T3","p-adj-T4d-T4","p-adj-TX-T1","p-adj-TX-T2","p-adj-TX-T3","p-adj-TX-T4","p-adj-TX-T4d","mean-T1","mean-T2","mean-T3","mean-T4","mean-T4d","mean-TX","SEM-T1","SEM-T2","SEM-T3","SEM-T4","SEM-T4d","SEM-TX","Q1-T1","Q1-T2","Q1-T3","Q1-T4","Q1-T4d","Q1-TX","Q3-T1","Q3-T2","Q3-T3","Q3-T4","Q3-T4d","Q3-TX","count-T1","count-T2","count-T3","count-T4","count-T4d","count-TX"
"ZNF230",0.639421332150285,0.450621653467555,0.952642815965025,0.867290221098645,0.995287714223664,0.999999999652902,0.8542078507959,0.916687361369011,0.952872350949447,0.957774741972158,0.950191933216754,0.98311789849191,0.994908619815104,0.995813418824064,0.999386147118161,133.406960769231,126.112629081633,120.479207692308,120.24365,80.8403,100.700933333333,2.92566354936218,3.03201883579325,4.15111594200969,7.10725243305027,30.8639,22.87990833973,102.730725,88.855975,93.7472,91.983875,65.40835,79.55075,158.028925,150.27875,140.3284,152.641675,96.27225,118.8338,260,588,117,34,2,3
"ZNF222",0.989877099157955,0.964303813659733,0.997778482954267,0.808216201358289,0.904496211489183,0.98083837959652,0.979861789929455,0.98669783783677,0.99193917339723,0.998908411998173,0.995115850479287,0.997705280784728,0.999128197844083,0.999995378850333,0.99992492351902,75.7374976923077,73.3608993197279,71.0224213675214,63.8638852941177,49.3641,59.8988666666667,2.42293684783801,2.42341677052302,4.10713104375445,4.57030481282805,22.0185,15.6671930122931,53.472125,47.364375,45.1915,47.045,38.35485,44.9358,89.292125,84.98765,81.4269,74.664225,60.37335,71.4023,260,588,117,34,2,3
"ZNF221",0.958635498652738,0.827706822837339,0.97983012584034,0.999999798906176,0.999737207761975,0.988545127432001,0.871333143313454,0.905144564027779,0.939083450550456,0.889452098350395,0.760206538445342,0.817305240874597,0.88030605207913,0.798526871788472,0.999999999628018,25.4105730769231,24.170506462585,22.741611965812,25.1673088235294,9.71285,10.0586,1.06354398621164,0.866857470370779,1.74047994889326,2.90160383782524,1.69775,1.67020485070944,12.099575,10.4373,10.046,12.557625,8.863975,9.1074,32.616425,31.404675,30.3355,32.080675,10.561725,11.72315,260,588,117,34,2,3
"ZNF233",0.999968783438162,0.99920039565004,0.994781840395935,0.915560606942497,0.929536077553202,0.860560945896752,0.929725924220386,0.923150888102787,0.946191208200405,0.841245081872581,0.999999689747963,0.999999955302392,0.999991932119302,0.999904934971825,0.968365592649642,59.3353280769231,59.9606465986395,57.5282982905983,67.5998588235294,28.614,61.2675333333333,2.37712957943318,1.99963455414218,3.75969613320122,7.07656182640324,19.005,41.4887979989914,32.872375,28.19575,28.6658,42.56075,19.1115,20.40065,77.8468,74.8867,77.2217,98.942625,38.1165,87.89885,260,588,117,34,2,3
"ZNF235",0.991953457880608,0.444446169000701,0.608528753424355,0.968343734419821,0.99265520064983,0.99965697352293,0.994929477105792,0.997137606841093,0.999886757259941,0.999564268733503,0.999850288439235,0.999972711562729,0.999998938319493,0.999999999998719,0.999868022486812,94.8974330769231,93.1693663265306,86.8170170940171,89.1565352941176,79.98165,89.0074333333333,2.41404104232587,1.72722108524142,2.80003051419899,5.47148269682828,8.31265,15.891364529762,69.98295,68.526025,66.3216,72.940475,75.825325,73.6188,110.234125,108.400825,105.9328,109.7754,84.137975,100.136,260,588,117,34,2,3
"ZNF208",0.999998689180428,0.999132360333375,0.996965569089724,0.999704353759504,0.999831153814213,0.996684489003669,0.989242962725354,0.989938983008591,0.984281557636458,0.99472682383898,0.997562671022363,0.997837584492071,0.995336635080312,0.999316872178576,0.999960007721572,89.9163407692308,88.6315882653061,97.0542914529914,80.5384529411765,12.4799,43.7756,7.75938994832511,7.61174973459608,15.7761011615502,51.9912160114632,4.9363,37.5047483534196,18.669475,12.733225,18.3963,8.80845,10.01175,6.2758,99.630275,65.115225,116.0923,39.825,14.94805,63.0531,260,588,117,34,2,3
"ZNF714",0.638310320141391,0.999974001199687,0.767806095852012,0.999951048307264,0.997940955667488,0.999705395186344,0.999812665074972,0.999998057403228,0.999700713741904,0.999943450670102,0.999980863886188,0.999999997356472,0.999953565566609,0.999998518904691,0.999998534183639,206.542161538462,223.796042346939,203.529830769231,212.148470588235,235.1777,221.3142,9.00887262547726,6.57389036829746,11.5860635396711,17.5089098466796,36.3923,73.4087584573757,116.745225,124.466925,110.8374,131.0622,216.98155,162.9735,260.423275,280.6305,264.2601,281.039525,253.37385,289.0709,260,588,117,34,2,3
"ZNF394",0.894624093154384,0.999987458834386,0.931682401366368,0.464634129448699,0.719051897094977,0.481932850313133,0.995657261763327,0.989041445275348,0.996623146817126,0.932417078596785,0.993796745913738,0.982716341969067,0.99536356537585,0.889359206889733,0.999999968316989,407.712613846154,397.40604914966,409.956700854701,365.058023529412,455.0265,449.4765,10.0579658000248,4.88635139749892,9.6464739917992,20.1638179123801,20.221,74.7603789226174,328.7584,315.3994,333.4391,294.741525,444.916,376.6037,453.019275,462.5188,471.4797,427.0346,465.137,500.3698,260,588,117,34,2,3
"ZNF333",0.570744980763232,0.884994283138671,0.999999999995175,0.146771956439466,0.453556599483928,0.564443459070666,0.999998947426747,0.99981558689039,0.999825402551522,0.981793306605571,0.99860158041649,0.99996117298746,0.999961723864441,0.999353138855616,0.999473897217424,220.924630769231,209.750025170068,209.824896581197,180.424341176471,227.05235,199.434766666667,5.62058042582817,3.79558987484593,8.9512848943482,10.7922013919474,67.22205,31.3439806619673,160.33265,150.081575,145.6647,127.988425,193.441325,168.2899,260.237925,251.72905,260.0025,214.00215,260.663375,218.062,260,588,117,34,2,3
"ZNF382",0.892983404683966,0.0605324058597693,0.204851262573171,0.959438841004153,0.99835184700605,0.966961391294588,0.979679047244497,0.961380855599364,0.859984102936316,0.943385367195533,0.819538029979807,0.880909587398745,0.98238367300696,0.937232646678452,0.759937851506724,63.0679326923077,60.3253675170068,52.4011837606838,57.7830323529412,80.6164,38.4013666666667,2.01235827750937,1.50472582788328,2.45712021773821,5.88951536347199,43.3817,16.7247932326365,42.31655,35.828125,36.0656,29.24635,58.92555,26.34905,79.059925,77.5787,69.1267,75.8471,102.30725,54.4697,260,588,117,34,2,3
"ZNF577",0.34666394701625,0.924308610010963,0.99884978359173,0.415756708046823,0.881066892891155,0.837534092781029,0.542017868432276,0.677824545626002,0.648646707371284,0.849755675206901,0.999966519206257,0.997768966931444,0.999041306872253,0.975276322914449,0.70828747891301,203.373632692308,182.900480952381,188.329645299145,156.123908823529,38.4445,218.5299,9.35195635245008,5.64566132556976,11.2550257300948,17.2491706076254,7.7986,72.6222827953882,115.496175,91.6002,106.4587,88.255325,34.5452,146.099,242.915,238.6038,231.059,192.232725,42.3438,259.3083,260,588,117,34,2,3
"ZNF75A",0.989870086779314,0.737562271357049,0.358149882438307,0.682077107167343,0.47758482148906,0.991825565603026,0.790311996622477,0.752077989076027,0.893731411070093,0.948944593329957,0.999999957562301,0.999995003129805,0.99993862813365,0.998715580387721,0.926793562049247,486.574678076923,497.559739285714,449.731678632479,422.302623529412,267.30255,479.6708,14.2606098626336,10.3864205408469,17.0636181290494,44.5948980814023,67.91665,99.1353657925028,329.89125,330.1038,328.8889,259.063575,233.344225,423.3259,602.5,617.171025,525.417,478.82735,301.260875,578.4818,260,588,117,34,2,3
"ZNF496",0.978228459265496,0.998082604153201,0.999999876528873,0.588330200162392,0.355307235830816,0.492698330775292,0.99993038110858,0.99999165050642,0.999989140398288,0.989655825241374,0.957720863423789,0.933925112844715,0.939481701526813,0.999473453647929,0.980539183169709,343.801615769231,352.83507244898,351.800641025641,294.851785294118,369.67885,261.7175,10.5113515353889,7.0259198198256,13.5787920770102,22.3698612054132,11.74505,21.0899726657797,219.27485,234.4262,242.4902,180.47885,363.806325,249.53265,423.29235,433.95595,453.8574,380.822775,375.551375,282.71755,260,588,117,34,2,3
"ZNF2",0.999993346812704,0.957881652367987,0.905933884969216,0.83017063843429,0.778024635205363,0.987028970816063,0.917136780170212,0.911623235426764,0.954630196552317,0.984786112934715,0.999606608932509,0.999699029470949,0.99709936755521,0.985338340750053,0.924929104097389,148.442318076923,148.840300510204,144.74432991453,139.792191176471,120.6347,155.5206,2.03125445183684,1.63341950074833,4.56795837286086,5.61272931786661,36.712,25.1503014805655,128.9368,121.294375,112.207,120.2975,102.2787,140.00675,168.78845,172.68885,167.9265,162.77415,138.9907,180.42085,260,588,117,34,2,3
"ZNF589",0.113234390709207,0.807195495473539,0.996679640558995,0.203539823423454,0.794263401415038,0.718591335348227,0.863107940111995,0.951624439019504,0.935620241288867,0.994306144550896,0.99999999614943,0.999694886554082,0.999945054367908,0.986101260501734,0.953684167838828,310.513338846154,289.787533503401,295.166576923077,265.002826470588,221.65005,308.5594,6.72113442038415,4.64946136794815,8.98964743068058,17.5460879540763,68.42045,41.3499380737545,223.6115,208.05745,227.0525,195.286125,187.439825,285.15995,381.9624,358.00975,352.2374,312.26925,255.860275,349.7839,260,588,117,34,2,3
"PRDM9",0.913236089527644,0.999703255294778,0.998288467319421,0.999994997639825,0.993391348659691,0.999728759371869,0.999987280248393,0.999999958476557,0.999997843855617,0.999970644817995,0.999999961788518,0.99997441036669,0.999998269306387,0.999999999996016,0.99998871745333,0.047965,0.176260544217687,0.103645299145299,0.00796764705882353,0.23575,0,0.0109448887349011,0.0908072136746343,0.0420176873815866,0.00796764705882353,0.23575,0,0,0,0,0,0.117875,0,0,0,0,0,0.353625,0,260,588,117,34,2,3
"ZNF12",0.667306927205685,0.743118909146598,0.998516540274153,0.944050085640793,0.999623067642842,0.999999811547943,0.792735072190493,0.86822038598363,0.894860580409059,0.909041012245113,0.999999623501651,0.99980791064862,0.999419566635434,0.999314002193168,0.901105353803579,871.746466153846,840.365240306122,828.670737606838,824.996026470588,614.5296,884.326433333333,16.5542798430584,11.9027101280861,26.0366774891142,47.9916567500474,12.4551,122.207233173468,680.238225,634.029225,627.0105,639.16275,608.30205,762.1991,1011.38375,1006.754725,1012.2097,967.317175,620.75715,949.21655,260,588,117,34,2,3
"ZNF202",0.97117782042871,0.737843295659084,0.933966347448608,0.994038060193496,0.947300374065543,0.782838758276016,0.947415982399453,0.924301019114527,0.878200929723012,0.977347794884718,0.730927879942825,0.665494850318042,0.567277104833781,0.847741589168715,0.999966279351379,246.288311538462,240.792160034014,231.698064957265,255.791332352941,306.6164,323.0252,5.03360951941522,3.68948118600546,8.36807493362765,37.4835040765245,19.4877,82.9690637135915,185.879275,179.471875,165.3179,152.63905,296.87255,241.09905,291.804825,283.901075,272.5973,270.8871,316.36025,375.34515,260,588,117,34,2,3
"ZNF3",0.999998344073001,0.999999689070498,0.999986568148178,0.692225556395675,0.632197850561668,0.773468012109016,0.211772272868799,0.214389828775824,0.211305901091269,0.105796027056772,0.939470082364554,0.942196254976497,0.937389979118793,0.76539922199459,0.852390075448086,883.942626923077,885.983306122449,881.760831623932,813.602702941177,1308.75995,1026.56583333333,16.8725640999349,10.8662603505616,24.5194137892146,36.8938399200211,200.00005,227.513463214043,709.24055,706.133625,709.8307,684.5226,1208.759925,821.06005,988.201275,1039.0767,991.3591,911.039225,1408.759975,1213.8605,260,588,117,34,2,3
"ZNF606",0.968294563274626,0.520034895283938,0.782862222095513,0.689067518678515,0.848802628725085,0.998888983103825,0.541213359485553,0.594604364803727,0.720857359214119,0.796692844200149,0.985287413137696,0.993010893859894,0.999425545948383,0.999953389779305,0.949947965982477,444.932455769231,429.170186564626,394.050122222222,374.034988235294,126.50845,341.612633333333,19.7342470065352,10.641905537617,18.1410731983921,27.0744815484286,35.04215,64.716496784986,307.849175,286.68795,274.0636,281.4214,108.987375,303.9196,510.601675,508.684225,484.259,480.092425,144.029525,406.01785,260,588,117,34,2,3
"ZNF91",0.999999511564323,0.991975509223027,0.981501837288559,1,0.999999993943766,0.999440983720116,0.862993504700843,0.858122490509182,0.901863305140153,0.87493510556051,0.836061354698282,0.829077257091591,0.888606920931331,0.856180976133813,0.999995789992452,827.268068846154,830.341529081633,794.04497008547,827.318182352941,413.72855,471.744266666667,31.1033660267825,21.6745125259463,43.2100528109393,73.7795813127726,224.66675,165.525819601559,457.881025,438.196075,449.5605,613.77255,301.395175,327.55895,1095.997775,1108.24255,1017.2131,1085.2464,526.061925,614.2432,260,588,117,34,2,3
"ZNF226",0.688039469008541,0.80811481464101,0.999640389396171,0.962466812797065,0.999896596252384,0.999999922192378,0.43752502746439,0.535651856977315,0.572298475283401,0.6040303914763,0.990195898176057,0.998226166553051,0.999117512100708,0.99940677729683,0.902518819976365,335.865725769231,321.16164914966,316.977300854701,315.502861764706,159.1776,287.921233333333,6.954420918142,6.24923647359422,9.10166754250144,15.479105665729,23.3926,86.8342707378128,263.102025,227.413325,256.6257,244.80735,147.4813,207.95855,402.301725,383.89765,390.7071,367.93915,170.8739,357.22185,260,588,117,34,2,3
"ZNF229",0.999999598337928,0.999881615164641,0.999942135081511,0.844668442738767,0.841235293802545,0.927821188774296,0.780581321625291,0.783575802028723,0.804566044333449,0.924466228895759,0.165531102926216,0.159231283713125,0.154867007103162,0.0866561771573648,0.116735954631309,163.252921153846,162.305482823129,158.810688034188,127.994558823529,11.59875,388.611166666667,9.44553657601058,7.16339609617216,12.7170087652203,21.7524615504195,0.188149999999999,170.067226256779,38.919575,43.3147,61.8439,22.16685,11.504675,219.69335,247.6057,228.089975,223.7446,230.190525,11.692825,490.16465,260,588,117,34,2,3
"ZNF180",0.99562835187062,0.441638731478887,0.570155534973477,0.988854800107921,0.998064804668761,0.997390365987301,0.936425347736748,0.949763957231513,0.987313748846632,0.97432002963537,0.947053112988042,0.961075908716534,0.994428130066024,0.98465964853211,0.999986026633688,235.463858461538,231.748702721088,215.619817948718,224.336061764706,170.85195,184.906133333333,4.89012616597403,4.50560096369201,6.32090695064657,13.9249777297127,50.15415,26.6850478724406,183.4038,171.532675,167.6407,173.54305,145.774875,168.77135,273.813775,271.49415,253.1309,257.61115,195.929025,211.3806,260,588,117,34,2,3
"ZNF641",0.874217032391688,0.88280424593026,0.998921401777531,0.999999599165152,0.993894437532697,0.982005600784775,0.97147583935947,0.986093726225138,0.99092652795374,0.971389852818253,0.490348253940502,0.582198542445804,0.637026669841075,0.516566955601835,0.995492303792726,171.921272307692,165.279580952381,162.179068376068,173.054394117647,127.94255,90.2272333333333,4.79241610295517,3.39723936030883,6.72953142867142,13.4997031757122,29.40415,27.3323213858814,126.156075,104.0011,110.8434,129.7232,113.240475,75.1303,215.759075,215.782225,202.3582,216.906875,142.644625,117.50775,260,588,117,34,2,3
"ZNF610",0.936569803164565,0.999906647895058,0.998048643078579,0.999981300721264,0.992923786856759,0.999722016470171,0.658304966561198,0.591252665713973,0.639183906432346,0.708505997092529,0.999965790731028,0.99960991620956,0.999906087379939,0.999994354049074,0.899719221434539,119.043023076923,124.394516326531,121.028598290598,116.691597058824,36.977,110.5872,4.13930418567639,3.38602587253811,6.6706977530256,11.064048532242,15.3568,20.6611414341835,74.330725,65.823475,76.2742,55.632725,29.2986,90.00855,153.444575,165.883,145.8568,174.50395,44.6554,122.47385,260,588,117,34,2,3
"ZNF528",0.623541633776161,0.943764602743651,0.261898826070314,0.968803745234503,0.999985614455665,0.805418238899815,0.385930612093988,0.487624103301956,0.309039535501831,0.544349622385599,0.957361182697514,0.98668431457749,0.911266924931327,0.992213756372637,0.931414040286696,326.730635769231,303.014115986395,347.397896581197,297.274064705882,47.92715,225.836866666667,11.1512088056891,8.83200282723125,19.4449284100988,29.8022941638161,22.93895,61.7555429300705,188.460875,153.99745,186.5528,148.6713,36.457675,165.13485,424.620875,418.342125,485.8351,450.4424,59.396625,266.0245,260,588,117,34,2,3
"ZNF701",0.899368226468523,0.175968157830856,0.461525121766172,0.999998834863486,0.994284923576774,0.707450337303321,0.641804998276664,0.710410733112322,0.855193105779745,0.650513043961003,0.89079868809418,0.934855752374136,0.98943601844401,0.89440921295772,0.995851008454782,209.805106153846,201.780420238095,183.073473504273,211.603161764706,98.4062,145.891766666667,7.25783332297158,4.12695371103437,7.21819136790722,16.2332249282199,55.7664,12.0151427352228,149.0664,135.2021,135.3304,151.7956,70.523,136.23335,245.4826,247.99875,217.3223,256.9071,126.2894,156.9104,260,588,117,34,2,3
"ZNF283",0.999963770566213,0.0897570791276815,0.0654482975511856,0.999999880962334,0.999999999728712,0.69692896464981,0.911418888407703,0.917438556659005,0.990792808632968,0.924480132312691,0.971052717638779,0.974495932161175,0.999799789846589,0.977896093230002,0.999688953513654,79.8570053846154,79.2923297619048,68.2899,79.4180323529412,51.3231,62.0240333333333,1.94918835103885,1.84462728069866,2.49523920157122,5.64800483964542,8.0828,6.70613182153302,59.648025,54.084625,47.1881,59.169125,47.2817,56.18835,96.6379,94.911925,85.2814,95.06285,55.3645,67.8033,260,588,117,34,2,3
"ZNF558",0.78094648131466,0.0313765090754303,0.17347387316933,0.353238700365636,0.666088396545079,0.999994408943673,0.999992685709786,0.999779726835602,0.990360676216979,0.98855932537257,0.999986759397012,0.999999999980294,0.998366746132949,0.997711179373285,0.999946236712063,430.143588461538,413.108124659864,371.407181196581,366.906211764706,447.45095,414.191666666667,12.1248005377689,7.13657138852212,12.1637195445983,30.0927870948882,116.47495,41.67376294926,324.4844,299.820675,286.3089,244.2813,389.213475,372.6144,489.6041,493.575325,463.201,461.431575,505.688425,437.4349,260,588,117,34,2,3
"ZNF597",0.806148056029628,0.376891917805936,0.8329601125278,0.996487851942436,0.904275232859375,0.618976409742725,0.540408159439035,0.626221068636782,0.741248076814488,0.486203994746939,0.975125382894235,0.94217501561816,0.874390519950101,0.992532410445485,0.472163510359111,70.4215680769231,67.0432221088435,62.6435487179487,73.6430470588235,27.33415,86.1392666666667,2.14069927234147,1.55293371949129,2.55284339873366,6.79102698935491,3.31175,41.250815597001,48.990125,44.527225,45.6914,52.864775,25.678275,61.3415,88.27815,85.61505,78.0157,86.0315,28.990025,127.0868,260,588,117,34,2,3
"ZNF30",0.517986819155435,0.132342908412321,0.69237598898093,0.494944176725898,0.885929593700748,0.999913718918269,0.986448802320702,0.960134773046279,0.904259074333815,0.889054720735403,0.866193893156161,0.941831954122466,0.986418670405435,0.993281607743857,0.8203670374799,161.031085769231,152.023009013605,141.664668376068,138.527047058824,193.7926,114.6646,4.65760060417965,2.91421339609572,5.56910104586344,9.07997547305246,103.7086,14.6351867314132,113.12115,107.1462,105.6338,110.077025,141.9383,100.49625,194.1584,184.741275,167.5342,174.32215,245.6469,124.92445,260,588,117,34,2,3
"ZNF354A",0.951745107395185,0.572302614568972,0.856941551668713,0.359424955897527,0.553546606079815,0.944351857291682,0.884427393403247,0.843055640491504,0.760574934814784,0.625189009377284,0.975091506025611,0.987769075196396,0.998021697498464,0.999995084048515,0.769246784415002,351.59055,342.130507823129,325.184003418803,299.573897058824,463.7831,288.360933333333,9.5237124027222,6.03967316767071,11.7329235522076,15.9733103753611,101.0448,45.8061756169163,256.386275,256.259025,249.2323,242.561075,413.2607,263.73655,390.700975,392.199,367.2457,379.6816,514.3055,334.12285,260,588,117,34,2,3
"ZNF764",0.999978578900228,0.98736184578078,0.960260675981861,0.995586303272485,0.997429725741469,0.957483378340606,0.902171014293333,0.894604605835743,0.935984662661653,0.860330376706575,0.999952385563936,0.999919218561281,0.999999577623772,0.999291035976822,0.983716087742517,246.238376153846,247.532909693878,239.004241880342,255.682076470588,171.64105,234.382033333333,5.73383809830174,4.37943958250656,8.47554505578688,14.3242170239972,11.29155,76.2357771744416,179.261425,180.099075,181.5925,202.861825,165.995275,173.4102,283.0168,292.172925,272.1795,302.337325,177.286825,304.5006,260,588,117,34,2,3
"ZNF747",0.0457751475725563,0.774940079250486,0.984772256141018,0.875750615373966,0.99999980761438,0.99972803046401,0.722048201769474,0.878255360523081,0.838888170994744,0.883577831514495,0.938956254422692,0.783081784724565,0.849303387104831,0.820496891216784,0.541268020560379,331.928586538462,303.142871768707,312.278094017094,304.730417647059,198.0796,404.183433333333,8.92795349848922,5.51440065231635,10.6223768400564,17.986416672265,29.7186,148.999579798874,237.3738,225.41685,226.4542,223.611975,183.2203,294.23825,389.62535,362.14075,358.2144,362.59065,212.9389,546.2462,260,588,117,34,2,3
"ZNF778",0.999933589912487,0.652264852146293,0.657768340637772,0.950151195415707,0.915796732753452,0.534689471679608,0.859296898812234,0.847743875709577,0.736927572010325,0.94601684468716,0.999605287351221,0.99974650701364,0.999999999443641,0.992993970439406,0.883742923127687,86.3100330769231,85.5071447278912,77.9245435897436,94.3138558823529,126.86505,77.3193,3.16316749170431,2.03850347149925,3.68572431939524,11.9760970654839,16.06825,13.9168507731934,54.434425,53.840975,53.0922,52.74645,118.830925,65.84435,102.922,100.29645,93.471,117.37045,134.899175,89.8761,260,588,117,34,2,3
"ZNF212",0.990757017532253,0.964574514139558,0.761380903130305,0.215136673928187,0.302177517371685,0.104554272107824,0.999578859129592,0.999858027580991,0.997865296322614,0.999851487628708,0.997301448210485,0.994325010350363,0.999642398290017,0.869003319199143,0.994435815469322,352.854342307692,347.18027329932,364.316092307692,301.054994117647,324.53295,386.8785,7.75807598561475,5.36661818986804,10.7293159837161,15.5650074815261,48.87585,85.2893343693688,273.44675,268.78525,280.0735,240.4735,300.095025,308.44695,402.880175,400.24455,453.0991,346.6457,348.970875,455.11275,260,588,117,34,2,3
"ZNF282",0.996893704421607,0.639076248433573,0.762406890182781,0.842527813662025,0.708268823409467,0.347760371272736,0.999999806694659,0.999999999793863,0.999978416087173,0.999171325372299,0.968429154841167,0.977473358281934,0.996307959037361,0.870591739193483,0.997601352767962,751.638034615385,762.135978231292,802.10307008547,687.800364705882,765.70615,887.580033333333,18.1058521808687,12.4441431181186,25.4658177445696,42.9123681109805,282.85585,85.1668845168186,568.015175,561.15895,618.4828,550.433175,624.278225,809.13915,872.369525,899.71925,930.6787,814.399375,907.134075,955.52885,260,588,117,34,2,3
"ZNF160",0.757587929626886,0.349110223953927,0.839133164496604,0.972747616965072,0.999921335054422,0.99838126999644,0.491249662932609,0.58304002673557,0.700655063773829,0.647519748641308,0.865417217816886,0.927913163913036,0.975272342795325,0.954770121350623,0.987442816712087,694.871687692308,669.528142857143,638.99321025641,659.517714705882,379.3646,528.128933333333,16.3036644597747,10.739600245004,17.7544522670795,35.9576439765588,126.5288,104.915409214922,548.5016,516.7574,494.7786,580.455475,316.1002,474.43475,779.13285,781.3265,745.5278,704.157225,442.629,633.03455,260,588,117,34,2,3
"ZNF415",0.30464789468149,0.999999484679401,0.590739854689992,0.499931875479329,0.937622102403869,0.543130092761021,0.498756955446182,0.640692020209324,0.495675621585728,0.801806083135265,0.722320290659281,0.861862128533823,0.718726243845035,0.962365391817555,0.997278271201221,249.934372307692,231.324080782313,251.035395726496,211.419247058824,99.87095,151.1886,8.06482787311756,4.90153070801247,10.1493639332614,20.0140211834288,39.21435,79.8252278089034,175.513425,148.4338,186.2704,130.800325,80.263775,78.0615,317.276825,303.707475,321.8182,295.4896,119.478125,215.47165,260,588,117,34,2,3
"ZNF439",0.704429509712778,0.455961648647874,0.93612787455929,0.571027283908026,0.885237001688246,0.996208649258251,0.921834691322226,0.960173936593502,0.98195501648542,0.993894141241505,0.998917590654029,0.999955542656987,0.999999991824322,0.999995441432793,0.995234342421688,172.312743846154,161.014939285714,150.972294871795,140.706879411765,98.27705,148.766866666667,5.93197542468238,4.72936581399742,7.74895813657973,13.6961678454821,56.83845,18.0547186715212,106.7916,83.65105,91.6553,81.469375,69.857825,138.84435,230.421625,212.39825,207.8046,203.8293,126.696275,166.79095,260,588,117,34,2,3
"ZNF440",0.997695263910079,0.0497867918953474,0.056535039333017,0.999999270534392,0.999998669559899,0.631686028885342,0.810727892259335,0.833225803886051,0.967435490852361,0.837124922289102,0.999999999809016,0.999999673294036,0.993454752875625,0.999999979770417,0.922939878124639,348.852553461538,343.038300170068,293.612312820513,346.071926470588,194.45955,350.552233333333,10.1909414039246,7.64735394429449,11.8615036728737,29.2535366440821,4.92635,100.633121147303,239.603025,226.316725,212.8463,214.102325,191.996375,249.91985,415.6098,416.265125,340.0049,459.3956,196.922725,401.20215,260,588,117,34,2,3
"ZNF562",0.999972202892275,0.853156692229421,0.717403855540536,0.985720681106145,0.99033149716324,0.79175372462612,0.999997668182091,0.999994787761651,0.999999735261057,0.999789455130316,0.992499645614834,0.99085523721911,0.999296534023086,0.974344203593358,0.999764039481907,648.484434230769,652.370873129252,611.348005982906,683.164720588235,625.97305,552.5357,16.9815786744078,11.9161236874539,26.423076277308,57.5282503608128,206.18155,90.6825187241915,456.566675,455.75095,408.3634,521.35645,522.882275,463.02755,782.802475,778.280375,771.3121,800.26165,729.063825,609.8877,260,588,117,34,2,3
"ZNF561",0.987562787249159,0.999999621584734,0.993553987602789,0.882866408961706,0.955444865947807,0.893130005267334,0.999791974278197,0.999948121208613,0.999748684658507,0.999999999996579,0.936004858472544,0.955730206375261,0.933712975842016,0.992675418983641,0.998905309064198,846.868885384615,833.238472278912,849.302017948718,790.087723529412,791.6489,691.8533,16.0027010087921,11.8153127294698,30.3467292845677,47.5753844358035,23.5326,26.9973574307437,662.23405,633.8804,639.6439,588.27015,779.8826,675.4765,981.570475,981.382225,943.2791,935.09605,803.4152,718.62915,260,588,117,34,2,3
"ZNF584",0.687495803465041,0.282581304056442,0.815027565474952,0.984039073896788,0.999999339912079,0.993021101773545,0.999404361586666,0.999968952109088,0.999999999993473,0.999985184565266,0.824417616627608,0.903966327562816,0.964781908910392,0.92576878019483,0.99558591933924,196.548894230769,186.877462755102,175.706487179487,185.531111764706,175.16295,133.423033333333,7.00343524435188,3.49318975198036,4.36399483232068,8.43988754114951,2.60285,12.2068990462134,151.96705,142.0332,144.0408,160.854375,173.861525,127.0466,219.7743,213.150125,202.2404,208.211925,176.464375,145.6258,260,588,117,34,2,3
"ZNF274",0.941363611463516,0.856197656882331,0.991219151091686,0.479967775014888,0.695856306845124,0.917037304286145,0.999972287862879,0.999999347684314,1,0.999813005811765,0.999998342909672,0.99999999990658,0.999996825759108,0.997943791533162,0.999999647929564,482.874913461538,463.09231547619,445.638314529915,389.240452941176,445.543,465.532566666667,17.5990619484703,12.8588355605738,17.0729701737343,33.3802600283309,65.5336,20.9862111767333,321.889675,310.06205,302.2888,246.58495,412.7762,454.8601,568.27485,551.622525,556.9371,502.252525,478.3098,486.51775,260,588,117,34,2,3
"ZIK1",0.30087183774561,0.0849504054219337,0.730020527832534,0.300286750877614,0.800968893575697,0.998225349976504,0.95016470163505,0.985325549857965,0.997264569573105,0.999377988578421,0.995887514294045,0.999886442487921,1,0.999992700552311,0.999153973868218,103.995528461538,84.0558496598639,65.8393376068376,55.1447411764706,22.987,65.968,12.4356957608229,3.96344296431421,6.70000427033602,11.2390533679993,8.8427,51.1520685969134,23.993125,20.578225,18.3578,14.02175,18.56565,14.83895,113.734325,110.133425,82.3558,70.1982,27.40835,92.86135,260,588,117,34,2,3
"ZNF540",0.999621795166806,0.996197288842771,0.971402058789329,0.481644525034354,0.528189279844104,0.373472034443501,0.840535626438533,0.854518372898559,0.804056280774553,0.979759315395173,0.967064687630289,0.973208124217447,0.948427034278103,0.999900361383728,0.998395254605375,76.178175,74.8873549319728,79.2918008547009,58.0359764705882,28.7697,50.0771333333333,2.73180369885273,2.56241236240861,4.83350908610479,6.19937010836011,7.8645,14.5072426686734,44.430475,37.9984,37.223,30.933825,24.83745,35.74825,96.622875,92.166625,103.905,78.47705,32.70195,59.2056,260,588,117,34,2,3
